"meeting_date","project_id","title","borough","lead_agency","secondary_agency","public_private","project_type","construction_type","result","review_cycles","previous_year_submission"
"2022-08-08T00:00:00.000","22842","Reconstruction of the esplanade and adjacent site work (Lower Manhattan Coastal Resiliency), The Battery, Battery Place, State Street, Peter Minuit Plaza, and the Upper New York Bay, Manhattan","Manhattan","EDC","DPR","Public","Landscape architecture","Reconstruction","Commented",,
"2022-08-08T00:00:00.000","22838","Construction of a flood wall and resiliency infrastructure, including a portion of the Brooklyn Waterfront Greenway (Red Hook Coastal Resiliency), from Summit Street at Hamilton Avenue to Ferris Street at Coffey Street, and to Halleck Street at Columbia Street, Brooklyn","Brooklyn","DDC","DEP/DPR/DOT","Public","Landscape architecture","Construction","Commented",,
"2022-08-08T00:00:00.000","22835","Installation of rooftop mechanical equipment, Steinway Branch Library, 21-45 31st Street, Astoria, Queens","Queens","QL",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-08-08T00:00:00.000","22831","Installation of signage (7 Eleven), 395 Flatbush Avenue Extension, Brooklyn","Brooklyn","HPD",,"Private","Signage","Installation of specific elements","Approved","1",
"2022-08-08T00:00:00.000","22807","Installation of planters and flood protection measures as part of South Battery Park City Resiliency, 1st Place between Battery Place and the Battery Park City Esplanade, Manhattan","Manhattan","DOT",,"Public","Landscape architecture","Installation of specific elements","Commented",,
"2022-08-08T00:00:00.000","22744","Construction of the Bronx Detention Center, East 142nd Street between Concord Avenue and Southern Boulevard, Bronx","Bronx","DDC",,"Public","Architecture","Construction","Commented",,
"2022-08-08T00:00:00.000","22839","Reconstruction of the plaza, Queens Civil Court, 89-11 Sutphin Boulevard, Jamaica, Queens","Queens","DDC",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-08-08T00:00:00.000","22820","Installation of vent hoods and construction of an outfall connection as part of the Ashokan Century Program, Lower Gate Chamber, Ashokan Reservoir, Ulster County","Upstate","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22791","Installation of louvers, Pamoja House, 357 Marcus Garvey Boulevard, Brooklyn","Brooklyn","DDC","DHS","Public","Architecture","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22803","Reconstruction of the Cumberland Street Gate and Clinton Avenue Gate, and adjacent site work, Flushing Avenue at Cumberland Street and Sixth Street, and at Clinton Avenue and Tenth Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","22793","Reconstruction of power centers 4 and 7 and installation of transformers, Wards Island Wastewater Resource Recovery Facility, Wards Island, Manhattan","Manhattan","DEP",,"Public","Architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22813","Reconstruction of Horseshoe Playground, Hall Place and Rogers Place, Bronx","Bronx","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22804","Construction of a maintenance building, a comfort station, and adjacent site work, as Phase II and Phase III of the construction of a waterfront park and streetscape improvements, Thompson Street, Wave Street and Bay Street, Stapleton, Staten Island","Staten Island","EDC","DPR","Public","Architecture","Construction","Approved","1",
"2022-07-11T00:00:00.000","22811","Reconstruction of a landscape, North Meadow Recreation Center, West Drive and 97th Street Transverse Road, Central Park, Manhattan","Manhattan","DPR","CPC","Public","Landscape architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22810","Reconstruction of a salt shed and interim compost facility as a part of the Gowanus Canal combined sewer overflow (CSO) facility, 2nd Avenue and 6th Street, Brooklyn","Brooklyn","DEP","DSNY","Public","Architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","22806","Installation of rooftop antennas (Verizon), 25 Waterside Plaza, Manhattan","Manhattan","HPD",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22059","Design of an interpretive sign, Newtown Creek Wastewater Resource Recovery Facility, 329 Greenpoint Avenue, Brooklyn","Brooklyn","DEP",,"Public","Signage","Master plan/Prototype","Commented",,
"2022-07-11T00:00:00.000","22805","Construction of a waterfront park and streetscape improvements, Phase II and Phase III, Thompson Street, Wave Street and Bay Street, Stapleton, Staten Island","Staten Island","EDC","DPR","Public","Landscape architecture","Construction","Approved","1",
"2022-07-11T00:00:00.000","17333","Rehabilitation of a garage, Flushing Meadows Corona Park, adjacent to the Olmsted Center, Corona, Queens","Queens","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2022-07-11T00:00:00.000","22809","Installation of signage (New York Blood Center), 30 Flatbush Avenue, Brooklyn","Brooklyn","HPD",,"Private","Signage","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22807","Reconstruction of 1st Place including construction of flood protection measures as part of the South Battery Park City Resiliency master plan, 1st Place between Battery Place and the Battery Park City Esplanade, Manhattan","Manhattan","DOT",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","22808","Rehabilitation of the Paerdegat Pump Station, 6016 Flatlands Avenue, Brooklyn","Brooklyn","DEP",,"Public","Architecture","Rehabilitation","Commented",,
"2022-07-11T00:00:00.000","22799","Reconstruction of Goble Playground, Macombs Road, Goble Place, and Inwood Avenue, Bronx","Bronx","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22814","Installation of security bollards and a distinctive sidewalk, 270 Park Avenue, Park Avenue, East 47th Street, Madison Avenue, and East 48th Street, Manhattan","Manhattan","DOT",,"Public","Landscape architecture","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22798","Reconstruction of William F. Moore Park, 108th Street, Corona Avenue, and 51st Avenue, Corona, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22797","Installation of a flagpole and adjacent site work, Blissville Triangle, Review Avenue, Van Dam Street, and Greenpoint Avenue, Long Island City, Queens","Queens","DPR",,"Public","Landscape architecture","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22790","Installation of louvers and a rooftop vent (Suite 506, 507, 508), Building 303 (formerly Building 399), Sands Street between Navy Street, Third Street, and Chauncey Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22788","Construction of a greenway and daylighting of Tibbetts Brook, between West 230th Street and Hester and Piero’s Mill Pond, Van Cortlandt Park, Bronx","Bronx","DEP","DPR","Public","Landscape architecture","Construction","Commented",,
"2022-07-11T00:00:00.000","22789","Installation of ductwork (Amogy), Building 128, Fifth Street, Market Street, Sixth Street, and Morris Avenue, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Architecture","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22752","Reconstruction of Benninger Playground, Madison Street between Fresh Pond Road and 60th Place, Ridgewood, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Approved with conditions","1",
"2022-07-11T00:00:00.000","22610","Installation of a plaque commemorating Spanish casualties of the American Revolution, Fort Greene Park, Myrtle Avenue, Washington Park, Dekalb Avenue and Saint Edward Street, Brooklyn","Brooklyn","DPR",,"Public","Artwork","Installation of specific elements","Approved","2",
"2022-07-11T00:00:00.000","22780","Construction of Waters Edge Playground, Cross Island Park, Waters Edge Drive and 24th Avenue, Bayside, Queens","Queens","DPR",,"Public","Landscape architecture","Construction","Approved with conditions","2",
"2022-07-11T00:00:00.000","22456","Construction of two soundstage buildings, a parking structure and lot, rehabilitation of two industrial buildings, and adjacent site work, (Steiner Studios Sequel), Made in NY-South Campus, Bush Terminal, between 43rd Street, 1st Avenue, and 51st Street, Brooklyn","Brooklyn","EDC",,"Public and Private","Architecture","Construction","Commented",,
"2022-07-11T00:00:00.000","21088","Design of a wayfinding and environmental graphics system, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Signage","Master plan/Prototype","Commented",,
"2022-07-11T00:00:00.000","22561","Reconstruction of the Brooklyn Detention Complex, 275 Atlantic Avenue, Brooklyn","Brooklyn","DDC",,"Public","Architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","22802","Construction of a horse riding facility, Prospect Park, north of the Prospect Park Zoo, between Flatbush Avenue and East Drive, Brooklyn","Brooklyn","DPR","PPA","Public and Private","Architecture","Construction","Approved","1",
"2022-07-11T00:00:00.000","22796","Construction of a path, Sunken Garden, Randall’s Island, between Harlem River Parkway and Garden Connector Path, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Construction","Approved with conditions","1",
"2022-07-11T00:00:00.000","21257","Installation of a condensing unit and a louver, Brooklyn Children’s Museum, 145 Brooklyn Avenue, Brooklyn","Brooklyn","DDC","DCLA","Public and Private","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-07-11T00:00:00.000","21498","Demolition of Design Team Project (1994) by Scott Burton, as part of the reconstruction of Sheepshead Bay Piers, Emmons Avenue between 21st Street and 27th Street, Brooklyn","Brooklyn","DPR",,"Public","Artwork","Removal","Commented",,
"2022-07-11T00:00:00.000","22801","Reconstruction of the playground, Captain Mario Fajardo Park, Kissena Boulevard and Booth Memorial Avenue, Flushing, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22800","Reconstruction of Chester Playground, adjacent to P.S. 327, Bristol Street and Chester Street between Sutter Avenue and Pitkin Avenue, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-07-11T00:00:00.000","22787","Installation of three paintings by Jessica Alazraki,  Bronx Animal Care Center, 2050 Bartow Avenue at Co-Op City Boulevard, Bronx","Bronx","DCLA%","DDC/ACS","Public","Artwork","Installation of specific elements","Commented",,
"2022-07-11T00:00:00.000","12245","Construction of Stages 25-30 (formerly 16-21) and a perimeter wall, Steiner Studios, Brooklyn Navy Yard Industrial Park, Assembly Road, Wallabout Road, and Kent Avenue, Brooklyn","Brooklyn","BNYDC",,"Private","Architecture","Construction","Commented",,
"2022-07-11T00:00:00.000","22812","Reconstruction of William McCray Playground, 138th Street between Fifth Avenue and Lenox Avenue, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","21696","Reconstruction of Nautilus Playground, Roy Wilkins Park, Merrick Boulevard and Baisley Boulevard, Jamaica, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","22795","Installation of a marquee, RiseNY Building, 160 West 45th Street, Manhattan","Manhattan","DOT",,"Public and Private","Signage","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22792","Reconstruction of Gwen Ifill Park, 129th Avenue, 176th Street, and 133rd Avenue, Jamaica, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-07-11T00:00:00.000","22063","Installation of a barge, gangway, storage shed, and adjacent site work to accommodate citywide ferry service, including a parking lot and pathway, Ferry Point Park west of the Whitestone Bridge, between the Hutchinson River Parkway and the East River, Bronx","Bronx","EDC","DPR","Public and Private","Landscape architecture","Installation of specific elements","Commented",,
"2022-07-11T00:00:00.000","21128","Construction of a mixed-use development, Beach 21st Street, Mott Avenue, and Beach 22nd Street, Far Rockaway, Queens","Queens","EDC",,"Public and Private","Architecture","Construction","Commented",,
"2022-07-11T00:00:00.000","22446","Installation of commemorative markers (Harlem Heritage Markers), Hudson River, 125th Street to 162nd Street, and the Bronx River, Manhattan","Manhattan","DOT",,"Public","Signage","Installation of specific elements","Approved","3",
"2022-07-11T00:00:00.000","22794","Installation of signage, P.S. 19M (East Village Community School), 185 First Avenue, Manhattan","Manhattan","DOE",,"Public","Signage","Installation of specific elements","Approved","1",
"2022-07-11T00:00:00.000","22683","Design of an identity and branding system for use citywide","Citywide","DPR",,"Public","Signage","Master plan/Prototype","Approved","3",
"2022-07-11T00:00:00.000","22744","Construction of the Bronx Detention Center, East 142nd Street between Concord Avenue and Southern Boulevard, Bronx","Bronx","DDC",,"Public","Architecture","Construction","Commented",,
"2022-07-11T00:00:00.000","21903","Rehabilitation of the Queens County Criminal Courthouse, 125-01 Queens Boulevard, Kew Gardens, Queens","Queens","DDC","DOC","Public","Architecture","Rehabilitation","Commented",,
"2022-07-11T00:00:00.000","22656","Construction of open space improvements, MetroTech Center, Myrtle Avenue Promenade and MetroTech Commons between Jay Street and Flatbush Avenue, Brooklyn","Brooklyn","EDC",,"Public and Private","Landscape architecture","Construction","Withdrawn",,
"2022-07-11T00:00:00.000","22658","Construction of streetscape improvements as part of the Safe Routes to School program, Broadway Malls and Columbia University Medical Center, Broadway between West 131st Street and West 169th Street, St. Nicholas Avenue between West 129th Street and West 135th Street, Lenox Avenue at West 135th Street, First Avenue at East 106th Street, and Second Avenue at East 109th Street, Manhattan","Manhattan","DDC","DOT/DPR","Public","Landscape architecture","Construction","Approved","2",
"2022-07-11T00:00:00.000","15067","Construction of a park (Abolitionist Place), Willoughby Street, Duffield Street and Gold Street, Brooklyn","Brooklyn","EDC",,"Public","Landscape architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22744","Construction of the Bronx Detention Center, East 142nd Street between Concord Avenue and Southern Boulevard, Bronx","Bronx","DDC",,"Public","Architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22740","Rehabilitation of a pool facility and adjacent site work, Haffen Park, Burke Avenue and Ely Avenue, Bronx","Bronx","DPR",,"Public","Landscape architecture","Rehabilitation","Approved","2",
"2022-06-13T00:00:00.000","22757","Construction of Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","DDC","QL","Public","Architecture","Construction","Approved","1",
"2022-06-13T00:00:00.000","22756","Installation of The Fore by Katrín Sigurdardóttir, Rego Park Library, 91-41 63rd Drive, Rego Park, Queens","Queens","DCLA%","DDC/FDNY","Public","Artwork","Installation of specific elements","Approved","1",
"2022-06-13T00:00:00.000","22758","Construction of an addition and adjacent site work, Brownsville Library, 61 Glenmore Avenue, Brooklyn","Brooklyn","DDC","BPL","Public","Architecture","Construction","Approved","1",
"2022-06-13T00:00:00.000","22755","Rehabilitation of the 1st Floor and Annex (Daedalus Design & Production), Building 127, Morris Avenue between 3rd Street and 4th Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Private","Architecture","Rehabilitation","Approved","1",
"2022-06-13T00:00:00.000","22430","Construction of a parking garage and community facility as part of the Borough-Based Jails Program, Union Turnpike between 126th Street and 132nd Street, Kew Gardens, Queens","Queens","DDC","DOT","Public","Architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22711","Reconstruction of a retaining wall, Inwood Hill Park, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Reconstruction","Approved","2",
"2022-06-13T00:00:00.000","8222","Construction of a total residual chlorine reduction building, Coney Island Wastewater Resource Recovery Facility, 2591 Knapp Street, Brooklyn","Brooklyn","DEP",,"Public","Architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","NULL","Installation of a manhole, overfill alarm, and related tank equipment, Flushing Meadows Garage, 8 Olmstead Drive, Corona, Queens","Queens","DDC","DPR","Public","Building systems & Modifications","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","22446","Installation of commemorative markers (Harlem Heritage Markers), Hudson River, 125th Street to 162nd Street, and the Bronx River, Manhattan","Manhattan","DOT",,"Public","Signage","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","22780","Construction of Water's Edge Playground, Cross Island Park, Waters Edge Drive and 24th Avenue, Bayside, Queens","Queens","DPR",,"Public","Landscape architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22783","Reconstruction of a pier shed and head house for film studios and adjacent site work, Pier 94, 711 12th Avenue between West 52nd Street and West 55th Street, Hudson River, Manhattan","Manhattan","EDC",,"Public and Private","Architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22724","Design of a master plan for the Ashokan Century Program, Ashokan Reservoir, Route 28A, Ulster County","Upstate","DEP",,"Public","Architecture","Master plan/Prototype","Commented",,
"2022-06-13T00:00:00.000","22778","Installation of Resonances by Christopher Myers, Brownsville Library, 61 Glenmore Avenue, Brooklyn","Brooklyn","DCLA%","DDC/BPL","Public","Artwork","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","22557","Installation of a ramp, 50-52 East 130th Street, Manhattan","Manhattan","DOT",,"Public","Landscape architecture","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","21048","Reconstruction of sludge docks and installation of a prefabricated storage shed, Owls Head Wastewater Treatment Plant, 6700 Shore Road, Brooklyn","Brooklyn","DEP",,"Public","Building systems & Modifications","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22785","Reconstruction of the basketball courts and adjacent site work, Park of the Americas (formerly Linden Park), 41st Avenue, 104th Street, 42nd Avenue, and 103rd Street, Corona, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22786","DCAS Solar Canopies","Citywide","DCAS",,"Public and Private","Building systems & Modifications","Master plan/Prototype","Commented",,
"2022-06-13T00:00:00.000","22781","Construction of the Gelada and Nubian Ibex Breeding and Management Complex and adjacent site work, Bronx Zoo, 2300 Southern Boulevard, Bronx","Bronx","DPR","DCLA/WCS","Public","Architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22777","Reconstruction of an ADA entrance, 67th Police Precinct, 2820 Snyder Avenue, Brooklyn","Brooklyn","NYPD",,"Public","Street furniture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22782","Installation of building identification and tenant signage, Major R. Owens Health and Wellness Community Center, Bedford Union Armory (Building 1), 1555 Bedford Avenue, Brooklyn","Brooklyn","EDC",,"Public and Private","Signage","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","22770","Reconstruction of retaining walls and adjacent site work, Dorothy K. McGowan Memorial Garden, 513 West 158th Street, between Broadway and Amsterdam Avenue, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22769","Reconstruction of a retaining wall and adjacent site work, East 236th Street, Bronx Boulevard, East 233rd Street, and Bronx River Parkway, Bronx","Bronx","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","16939","Rehabilitation of a field house, Shore Park and Parkway, Shore Road and 95th Street, Brooklyn","Brooklyn","DPR",,"Public","Architecture","Rehabilitation","Commented",,
"2022-06-13T00:00:00.000","19160","Installation of a staircase and elevator, and reconstruction of an entrance plaza, including the installation of signage, High Line, West 17th Street, West 18th Street, 10th Avenue, and 11th Avenue, Manhattan","Manhattan","DPR","FHL","Public","Landscape architecture","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","22765","Construction of an adult fitness area, Shoelace Park, Bronx Boulevard between East 211th Street and East 229th Street, Bronx","Bronx","DPR",,"Public","Landscape architecture","Construction","Approved","1",
"2022-06-13T00:00:00.000","20544","Construction of a trailhead and parking lot, Arden Heights Woods, Arden Avenue and Arthur Kill Road, Staten Island","Staten Island","DPR",,"Public","Landscape architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","20998","Construction of a parking lot adjacent to Building 280, Flushing Avenue, North Oxford Street, Ordinance Avenue, and Fifth Street, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public and Private","Landscape architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22774","Reconstruction of soccer field 1, Inwood Hill Park, Dyckman Street, Amtrak rail lines, and the Hudson River, Manhattan","Manhattan","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22754","Reconstruction of the bulkhead and installation of a guardrail, Front Avenue at 2nd Street (formerly Pier D), Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22762","Installation of rooftop mechanical equipment, Service Building, Bowery Bay Wastewater Resource Recovery Facility, 43-01 Berrian Boulevard, Astoria, Queens","Queens","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-06-13T00:00:00.000","22752","Reconstruction of Benninger Playground, Madison Street between Fresh Pond Road and 60th Place, Ridgewood, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22753","Reconstruction of a substation, Building 542, 5th Street between Dry Dock 6 and Dry Dock 2, Brooklyn Navy Yard Industrial Park, Brooklyn","Brooklyn","BNYDC",,"Public","Architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22766","Reconstruction of a portion of Eastchester Playground, Adee Avenue and Tenbroeck Avenue, Bronx","Bronx","DPR",,"Public","Landscape architecture","Reconstruction","Approved with conditions","1",
"2022-06-13T00:00:00.000","22725","Reconstruction of an operations facility, relocation of a playground, and adjacent site work, Coney Island Beach Operations Headquarters, Poseidon Playground, 3026 West 25th Street, West 27th Street, Surf Avenue, West 25th Street, and The Riegelmann Boardwalk, Brooklyn","Brooklyn","DDC","DPR","Public","Architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22703","Design of a wayfinding and signage system for Flushing Meadows-Corona Park, Queens","Queens","DPR",,"Public","Signage","Master plan/Prototype","Commented",,
"2022-06-13T00:00:00.000","22773","Reconstruction of Russell Pedersen Playground, 83rd Street, Colonial Road, and 85th Street, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22761","Rehabilitation of the Merriman Dam Spillway, Rondout Reservoir, State Route 55 and Porter Road, Napanoch","Upstate","DEP",,"Public","Landscape architecture","Rehabilitation","Approved","1",
"2022-06-13T00:00:00.000","22775","Construction of rooftop terraces and planted areas at a residential building (Building 3) as part of the rehabilitation of the Bedford Union Armory, 1555 Bedford Avenue, Brooklyn","Brooklyn","EDC",,"Private","Landscape architecture","Construction","Approved","1",
"2022-06-13T00:00:00.000","22759","Installation of interim HVAC equipment, Manhattan Detention Complex, 100 Centre Street, Manhattan","Manhattan","DDC","DOC","Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-06-13T00:00:00.000","22768","Rehabilitation of a comfort station, Horseshoe Playground, Hall Place and Rogers Place, Bronx","Bronx","DPR",,"Public","Architecture","Rehabilitation","Approved","1",
"2022-06-13T00:00:00.000","22683","Design of an identity and branding system for use citywide","Citywide","DPR",,"Public","Signage","Master plan/Prototype","Commented",,
"2022-06-13T00:00:00.000","22767","Rehabilitation of a comfort station and maintenance facility, Brigadier General Charles Young Playground, West 145th Street and Lenox Avenue, Manhattan","Manhattan","DPR",,"Public","Architecture","Rehabilitation","Approved","1",
"2022-06-13T00:00:00.000","22763","Installation of security barriers, north entrance, Wards Island Wastewater Resource Recovery Facility, K Road and Central Road, Wards Island, Manhattan","Manhattan","DEP",,"Public","Building systems & Modifications","Installation of specific elements","Approved","1",
"2022-06-13T00:00:00.000","22736","Reconstruction of a playground, Schmul Park, Wild Avenue, Pearson Street, and Melvin Avenue, Staten Island","Staten Island","DPR",,"Public","Landscape architecture","Reconstruction","Approved with conditions","2",
"2022-06-13T00:00:00.000","18609","Installation of two prefabricated additions and adjacent site work, Horizon Juvenile Center, 560 Brook Avenue, Bronx","Bronx","DDC",,"Public","Architecture","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","20670","Installation of rooftop photovoltaic panels, Gerritsen Beach Branch Library, 2808 Gerritsen Avenue, Brooklyn","Brooklyn","BPL",,"Public","Architecture","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","11630","Reconstruction of Montefiore Square, Hamilton Place, West 136th Street, Broadway and West 138th Street, Manhattan","Manhattan","DDC","DOT/DPR","Public","Landscape architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","16790","Rehabilitation of Building J (Kids Powerhouse Discovery Center), 1 East 150th Street, Mill Pond Park (formerly Bronx Terminal Market), Bronx","Bronx","DDC","DPR/DCLA","Public","Architecture","Rehabilitation","Commented",,
"2022-06-13T00:00:00.000","22610","Installation of a plaque commemorating Spanish casualties of the American Revolution, Fort Greene Park, Myrtle Avenue, Washington Park, Dekalb Avenue and Saint Edward Street, Brooklyn","Brooklyn","DPR",,"Public","Artwork","Installation of specific elements","Commented",,
"2022-06-13T00:00:00.000","22771","Construction of a golf club house (Drive Shack) and adjacent site work, Randall's Island Park, Bronx Shore Road between Randall's Island Greenway and Robert F. Kennedy Bridge, Manhattan","Manhattan","DPR",,"Public and Private","Architecture","Construction","Approved","1",
"2022-06-13T00:00:00.000","22760","Construction of a tactical training facility and adjacent site work, Rodman’s Neck, Pelham Bay Park, Bronx","Bronx","DDC","NYPD","Public","Architecture","Construction","Approved with conditions","1",
"2022-06-13T00:00:00.000","21623","Construction of Bay Breeze Park, including a kayak shed, Beach Channel Drive between Old Beach 88th Street and Beach 89th Street, Far Rockaway, Queens","Queens","DPR",,"Public","Landscape architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22764","Design of prototypical public communications structures (Link5G) for installation in Commercial, Commercial overlay, and Manufacturing zoning districts citywide","Citywide","DoITT",,"Public and Private","Street furniture","Master plan/Prototype","Approved with conditions","1",
"2022-06-13T00:00:00.000","21931","Reconstruction of Maple Playground, Maple Avenue and Kissena Boulevard, Flushing, Queens","Queens","DPR",,"Public","Landscape architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22646","Installation of Memory of a Forest by Blane de St. Croix, Emergency Medical Station 17 (EMS 17), 1257 Morris Avenue, Bronx","Bronx","DCLA%","DDC/FDNY","Public","Artwork","Installation of specific elements","Approved","2",
"2022-06-13T00:00:00.000","22772","Reconstruction of Lafayette Gardens, Lafayette Avenue and Franklin Avenue, Brooklyn","Brooklyn","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","22776","Reconstruction of an ADA entrance, 50th Police Precinct, 3450 Kingsbridge Avenue, Bronx","Bronx","NYPD",,"Public","Building systems & Modifications","Reconstruction","Approved","1",
"2022-06-13T00:00:00.000","6406","Reconstruction of the Bronx River Greenway, including the construction of four pedestrian bridges, Bronx River between Westchester Avenue and East 177th Street, Bronx","Bronx","DDC","DOT/DPR","Public","Signage","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22188","Construction of a maintenance and operations facility and adjacent site work, Orchard Beach, between Park Drive and the Promenade, Pelham Bay Park, Bronx","Bronx","DDC","DPR","Public","Architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22784","Construction of Engine Company 287/Ladder 136/Battalion 46, 86-53 Grand Avenue, Elmhurst, Queens","Queens","FDNY",,"Public","Architecture","Construction","Commented",,
"2022-06-13T00:00:00.000","22029","Reconstruction of the perimeter streetscape and park entrance, including the installation of a bike lane, Prospect Park, Ocean Avenue between Flatbush and Parkside Avenue, and Parkside Avenue between Ocean Avenue and Parade Place, Brooklyn","Brooklyn","DPR","DOT","Public","Landscape architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22602","Installation of an interim sally port and bail payment center, Manhattan Detention Complex, 100 Centre Street, Manhattan","Manhattan","DDC","DOC","Public","Architecture","Installation of specific elements","Approved","1",
"2022-06-13T00:00:00.000","8453","Reconstruction of Pershing Square West Plaza, Park Avenue between East 41st Street and East 42nd Street, Manhattan","Manhattan","DDC","DOT","Public","Landscape architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22561","Reconstruction of the Brooklyn Detention Complex, 275 Atlantic Avenue, Brooklyn","Brooklyn","DDC",,"Public","Architecture","Reconstruction","Commented",,
"2022-06-13T00:00:00.000","22702","Reconstruction of Haffen Park, Burke Avenue, Ely Avenue, Hammersley Avenue, and Gunther Avenue, Bronx","Bronx","DPR",,"Public","Landscape architecture","Reconstruction","Approved","1",
