"extract_run_date","randomized_id","ccrb_received_year","days_between_incident_date","case_type","complaint_received_place","complaint_received_mode","borough_of_incident","patrol_borough_of_incident","reason_for_initial_contact"
"2018-05-25T00:00:00.000","250","2000","7","CCRB","IAB","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","251","2000","255","CCRB","CCRB","Mail","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","252","2000","0","OCD","Precinct","In-person","Queens","Queens North",
"2018-05-25T00:00:00.000","253","2000","1","OCD","Precinct","Phone","Brooklyn","Brooklyn North","Moving violation"
"2018-05-25T00:00:00.000","254","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Execution of search warrant"
"2018-05-25T00:00:00.000","255","2000","0","OCD","CCRB","Phone","Brooklyn","Other","Parking violation"
"2018-05-25T00:00:00.000","256","2000","0","OCD","CCRB","Call Processing System","Manhattan","Other",
"2018-05-25T00:00:00.000","257","2000","1","OCD","Precinct","In-person","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","258","2000","9","OCD","IAB","Phone","Manhattan","Manhattan South","Report-dispute"
"2018-05-25T00:00:00.000","259","2000","7","OCD","Precinct","In-person","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","260","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","261","2000","1","CCRB","Precinct","In-person","Manhattan","Manhattan South","Moving violation"
"2018-05-25T00:00:00.000","262","2000","168","OCD","CCRB","Phone","Brooklyn","Brooklyn South","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","263","2000","2","OCD","CCRB","Phone","Bronx","Bronx","Report-domestic dispute"
"2018-05-25T00:00:00.000","264","2000","2","OCD","CCRB","Phone","Brooklyn","Brooklyn North","Traffic accident"
"2018-05-25T00:00:00.000","265","2000","1","OCD","CCRB","E-mail","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","266","2000","0","CCRB","Precinct","In-person","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","267","2000","3","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","268","2000","1","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","269","2000","31","OCD","CCRB","Phone","Brooklyn","Other",
"2018-05-25T00:00:00.000","270","2000","0","CCRB","Other NYPD unit","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","271","2000","6","CCRB","Precinct","Mail","Manhattan","Manhattan North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","272","2000","10","OCD","CCRB","Phone","Brooklyn","Brooklyn North","Traffic accident"
"2018-05-25T00:00:00.000","273","2000","338","OCD","CCRB","Call Processing System","Staten Island","Other","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","274","2000","283","IAB","CCRB","Mail","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","275","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Parking violation"
"2018-05-25T00:00:00.000","276","2000","2","OCD","Precinct","Call Processing System","Queens","Queens South","Report-dispute"
"2018-05-25T00:00:00.000","277","2000","30","OCD","CCRB","On-line website","Staten Island","Staten Island","C/V at PCT to file complaint of crime"
"2018-05-25T00:00:00.000","278","2000","60","OCD","CCRB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","279","2000","9","CCRB","IAB","Phone","Manhattan","Manhattan South","Report of other crime"
"2018-05-25T00:00:00.000","280","2000","2","OCD","CCRB","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","281","2000","4","OCD","CCRB","Phone","Queens","Queens North","Report-dispute"
"2018-05-25T00:00:00.000","282","2000","1","OCD","CCRB","Mail","Brooklyn","Brooklyn South",
"2018-05-25T00:00:00.000","283","2000","0","OCD","Precinct","Call Processing System","Manhattan","Other",
"2018-05-25T00:00:00.000","284","2000","3","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Report of other crime"
"2018-05-25T00:00:00.000","285","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","286","2000","0","CCRB","Precinct","In-person","Bronx","Bronx","C/V requested info from officer"
"2018-05-25T00:00:00.000","287","2000","4","OCD","CCRB","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","288","2000","5","OCD","Precinct","Phone","Brooklyn","Brooklyn South",
"2018-05-25T00:00:00.000","289","2000","0","OCD","Precinct","In-person","Manhattan","Manhattan North","Parking violation"
"2018-05-25T00:00:00.000","290","2000","3","CCRB","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","291","2000","4","CCRB","CCRB","Phone","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","292","2000","0","CCRB","CCRB","Phone","Queens","Other","Other"
"2018-05-25T00:00:00.000","293","2000","34","OCD","CCRB","Mail","Queens","Queens South",
"2018-05-25T00:00:00.000","294","2000","342","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","C/V telephoned PCT"
"2018-05-25T00:00:00.000","295","2000","5","CCRB","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","296","2000","172","CCRB","CCRB","In-person","Queens","Queens South","Parking violation"
"2018-05-25T00:00:00.000","297","2000","0","CCRB","Precinct","In-person","Manhattan","Manhattan North","Report-dispute"
"2018-05-25T00:00:00.000","298","2000","3","OCD","CCRB","Call Processing System","Staten Island","Other","Other"
"2018-05-25T00:00:00.000","299","2000","0","CCRB","Precinct","In-person","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","300","2000","72","OCD","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","301","2000","5","CCRB","IAB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","302","2000","27","OCD","Precinct","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","303","2000","74","IAB","CCRB","Phone","Queens","Other","C/V intervened on behalf of/observed encounter w/3rd party"
"2018-05-25T00:00:00.000","304","2000","12","CCRB","IAB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","305","2000","0","OCD","Precinct","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","306","2000","27","CCRB","IAB","Mail","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","307","2000","1","OCD","CCRB","Phone","Queens","Queens South","Report of other crime"
"2018-05-25T00:00:00.000","308","2000","1","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","309","2000","1","OCD","CCRB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","310","2000","10","OCD","CCRB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","311","2000","7","OCD","IAB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","312","2000","0","CCRB","Precinct","In-person","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","313","2000","3","CCRB","CCRB","Call Processing System","Brooklyn","Brooklyn North","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","314","2000","170","CCRB","CCRB","Phone","Queens","Queens North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","315","2000","36","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","316","2000","6","OCD","Precinct","In-person","Queens","Queens South",
"2018-05-25T00:00:00.000","317","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","318","2000","7","OCD","IAB","Mail","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","319","2000","0","CCRB","Precinct","In-person","Bronx","Bronx","Report-noise/disturbance"
"2018-05-25T00:00:00.000","320","2000","3","OCD","CCRB","Phone","Manhattan","Other","Other"
"2018-05-25T00:00:00.000","321","2000","9","OCD","CCRB","Phone","Bronx","Bronx","Parking violation"
"2018-05-25T00:00:00.000","322","2000","131","OCD","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","323","2000","29","CCRB","CCRB","In-person","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","324","2000","16","CCRB","IAB","Phone","Manhattan","Manhattan North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","325","2000","8","CCRB","CCRB","In-person","Manhattan","Manhattan South","Parking violation"
"2018-05-25T00:00:00.000","326","2000","140","CCRB","IAB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","327","2000","0","OCD","CCRB","Phone","Staten Island","Staten Island",
"2018-05-25T00:00:00.000","328","2000","0","CCRB","CCRB","Phone","Manhattan","Other","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","329","2000","0","OCD","Precinct","In-person","Brooklyn","Brooklyn South","C/V at PCT to obtain information"
"2018-05-25T00:00:00.000","330","2000","37","OCD","CCRB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","331","2000","53","CCRB","IAB","Phone","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","332","2000","1","OCD","CCRB","Phone","Bronx","Bronx","Report-domestic dispute"
"2018-05-25T00:00:00.000","333","2000","70","IAB","Precinct","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","334","2000","4","CCRB","CCRB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","335","2000","1","CCRB","CCRB","Phone","Bronx","Bronx","Report of other crime"
"2018-05-25T00:00:00.000","336","2000","6","OCD","Precinct","Phone","Brooklyn","Other","Parking violation"
"2018-05-25T00:00:00.000","337","2000","0","OCD","Precinct","In-person","Queens","Queens South","Moving violation"
"2018-05-25T00:00:00.000","338","2000","95","CCRB","CCRB","In-person","Brooklyn","Brooklyn North","Execution of search warrant"
"2018-05-25T00:00:00.000","339","2000","1","OCD","Precinct","Call Processing System","Brooklyn","Brooklyn South","PD auto checkpoint"
"2018-05-25T00:00:00.000","340","2000","0","OCD","Precinct","In-person","Queens","Queens North","Parking violation"
"2018-05-25T00:00:00.000","341","2000","20","CCRB","IAB","Phone","Bronx","Manhattan North",
"2018-05-25T00:00:00.000","342","2000","0","OCD","CCRB","Phone","Bronx","Bronx","Parking violation"
"2018-05-25T00:00:00.000","343","2000","2","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","344","2000","13","CCRB","IAB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","345","2000","23","CCRB","CCRB","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","346","2000","4","CCRB","IAB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","347","2000","167","OCD","CCRB","Phone","Bronx","Bronx","Report of other crime"
"2018-05-25T00:00:00.000","348","2000","4","OCD","CCRB","Phone","Brooklyn","Brooklyn South","C/V at PCT to file complaint of crime"
"2018-05-25T00:00:00.000","349","2000","3","CCRB","Precinct","Phone","Staten Island","Staten Island","Report-dispute"
"2018-05-25T00:00:00.000","350","2000","0","OCD","CCRB","Phone","Bronx","Bronx","Moving violation"
"2018-05-25T00:00:00.000","351","2000","2","OCD","CCRB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","352","2000","31","OCD","CCRB","Mail","Bronx","Bronx","Traffic accident"
"2018-05-25T00:00:00.000","353","2000","4","CCRB","Precinct","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","354","2000","2","CCRB","Precinct","In-person","Staten Island","Staten Island","Other"
"2018-05-25T00:00:00.000","355","2000","70","OCD","CCRB","In-person","Brooklyn","Brooklyn South","Report of other crime"
"2018-05-25T00:00:00.000","356","2000","0","OCD","CCRB","Phone","Manhattan","Other","C/V requested investigation of crime"
"2018-05-25T00:00:00.000","357","2000","0","CCRB","CCRB","Call Processing System","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","358","2000","0","OCD","Precinct","In-person","Manhattan","Other",
"2018-05-25T00:00:00.000","359","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","360","2000","2","OCD","CCRB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","361","2000","84","CCRB","CCRB","Phone","Bronx","Bronx","Report-domestic dispute"
"2018-05-25T00:00:00.000","362","2000","0","CCRB","Precinct","In-person","Queens","Queens South","Report-dispute"
"2018-05-25T00:00:00.000","363","2000","0","OCD","Precinct","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","364","2000","8","OCD","Other NYPD unit","In-person","Bronx","Bronx",
"2018-05-25T00:00:00.000","365","2000","4","CCRB","CCRB","Phone","Manhattan","Manhattan North","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","366","2000","15","OCD","Precinct","Phone","Queens","Queens South","C/V at PCT to obtain information"
"2018-05-25T00:00:00.000","367","2000","4","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","368","2000","69","OCD","CCRB","Phone","Staten Island","Staten Island","Other"
"2018-05-25T00:00:00.000","369","2000","60","CCRB","CCRB","Mail","Brooklyn","Brooklyn South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","370","2000","1","OCD","CCRB","Phone","Brooklyn","Other",
"2018-05-25T00:00:00.000","371","2000","4","OCD","CCRB","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","372","2000","55","CCRB","Precinct","In-person","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","373","2000","2","CCRB","Precinct","In-person","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","374","2000","11","OCD","IAB","Mail","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","375","2000","30","OCD","Precinct","In-person","Bronx","Bronx","Parking violation"
"2018-05-25T00:00:00.000","376","2000","164","OCD","CCRB","Mail","Bronx","Other",
"2018-05-25T00:00:00.000","377","2000","1","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","378","2000","0","OCD","Precinct","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","379","2000","55","OCD","Precinct","Phone","Bronx","Bronx","Traffic accident"
"2018-05-25T00:00:00.000","380","2000","0","OCD","CCRB","Phone","Bronx","Bronx","Report of other crime"
"2018-05-25T00:00:00.000","381","2000","62","OCD","Precinct","In-person","Brooklyn","Brooklyn North","Moving violation"
"2018-05-25T00:00:00.000","382","2000","0","OCD","CCRB","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","383","2000","137","CCRB","CCRB","In-person","Brooklyn","Brooklyn South","Report-noise/disturbance"
"2018-05-25T00:00:00.000","384","2000","2","OCD","CCRB","Call Processing System","Bronx","Bronx","Report-dispute"
"2018-05-25T00:00:00.000","385","2000","0","OCD","Precinct","Phone","Brooklyn","Brooklyn South","Parking violation"
"2018-05-25T00:00:00.000","386","2000","0","OCD","Precinct","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","387","2000","15","CCRB","IAB","Mail","Manhattan","Manhattan South","Parking violation"
"2018-05-25T00:00:00.000","388","2000","0","CCRB","Precinct","Phone","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","389","2000","13","OCD","IAB","Phone","Manhattan","Manhattan North",
"2018-05-25T00:00:00.000","390","2000","0","CCRB","CCRB","Phone","Brooklyn","Bronx","Execution of search warrant"
"2018-05-25T00:00:00.000","391","2000","10","OCD","Precinct","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","392","2000","0","CCRB","CCRB","Mail","Brooklyn","Brooklyn South","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","393","2000","8","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Report-domestic dispute"
"2018-05-25T00:00:00.000","394","2000","0","OCD","Precinct","In-person","Brooklyn","Brooklyn South","Moving violation"
"2018-05-25T00:00:00.000","395","2000","13","OCD","CCRB","Mail","Queens","Queens South",
"2018-05-25T00:00:00.000","396","2000","0","OCD","CCRB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","397","2000","98","OCD","CCRB","Mail","Manhattan","Other",
"2018-05-25T00:00:00.000","398","2000","8","OCD","Precinct","Call Processing System","Manhattan","Manhattan South","Report-dispute"
"2018-05-25T00:00:00.000","399","2000","2","CCRB","CCRB","Phone","Manhattan","Manhattan North","Report-dispute"
"2018-05-25T00:00:00.000","400","2000","8","CCRB","IAB","Phone","Brooklyn","Brooklyn South","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","401","2000","3","CCRB","CCRB","Phone","Bronx","Bronx","C/V at PCT to file complaint of crime"
"2018-05-25T00:00:00.000","402","2000","1","OCD","Precinct","Phone","Brooklyn","Brooklyn South","Parking violation"
"2018-05-25T00:00:00.000","403","2000","11","OCD","CCRB","Phone","Staten Island","Staten Island","Report-dispute"
"2018-05-25T00:00:00.000","404","2000","1","OCD","CCRB","Phone","Manhattan","Manhattan North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","405","2000","6","CCRB","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","406","2000","1","CCRB","CCRB","Call Processing System","Manhattan","Manhattan North","Parking violation"
"2018-05-25T00:00:00.000","407","2000","5","CCRB","IAB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","408","2000","14","CCRB","CCRB","Phone","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","409","2000","42","CCRB","CCRB","On-line website","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","410","2000","0","OCD","Precinct","In-person","Brooklyn","Brooklyn South","Moving violation"
"2018-05-25T00:00:00.000","411","2000","3","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Report of other crime"
"2018-05-25T00:00:00.000","412","2000","4","OCD","CCRB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","413","2000","0","OCD","Precinct","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","414","2000","15","OCD","IAB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","415","2000","1","OCD","CCRB","Call Processing System","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","416","2000","3","CCRB","Precinct","Call Processing System","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","417","2000","1","OCD","CCRB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","418","2000","5","CCRB","IAB","Phone","Queens","Queens South","Report of other crime"
"2018-05-25T00:00:00.000","419","2000","7","CCRB","IAB","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","420","2000","9","OCD","Precinct","In-person","Bronx","Bronx",
"2018-05-25T00:00:00.000","421","2000","15","OCD","CCRB","In-person","Manhattan","Other","Other violation of VTL"
"2018-05-25T00:00:00.000","422","2000","35","CCRB","CCRB","Phone","Brooklyn","Brooklyn North","Report of other crime"
"2018-05-25T00:00:00.000","423","2000","46","OCD","CCRB","Phone","Manhattan","Other","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","424","2000","17","OCD","CCRB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","425","2000","2","OCD","CCRB","Call Processing System","Manhattan","Other",
"2018-05-25T00:00:00.000","426","2000","32","OCD","CCRB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","427","2000","12","CCRB","IAB","Phone","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","428","2000","392","CCRB","IAB","Phone","Brooklyn","Brooklyn South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","429","2000","14","OCD","Precinct","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","430","2000","1","CCRB","Precinct","In-person","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","431","2000","4","OCD","CCRB","Phone","Queens","Queens North","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","433","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","434","2000","2","CCRB","CCRB","Call Processing System","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","435","2000","8","OCD","CCRB","Phone","Manhattan","Manhattan South",
"2018-05-25T00:00:00.000","436","2000","1","OCD","CCRB","Call Processing System","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","437","2000","9","OCD","CCRB","In-person","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","438","2000","0","OCD","CCRB","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","439","2000","0","OCD","CCRB","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","440","2000","-359","CCRB","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","441","2000","146","OCD","CCRB","Phone","Queens","Queens South","Parking violation"
"2018-05-25T00:00:00.000","442","2000","0","CCRB","Precinct","In-person","Brooklyn","Brooklyn South","Other"
"2018-05-25T00:00:00.000","443","2000","7","OCD","IAB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","444","2000","0","CCRB","CCRB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","445","2000","42","IAB","IAB","Mail","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","446","2000","8","CCRB","CCRB","In-person","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","447","2000","221","CCRB","CCRB","Phone","Brooklyn","Queens South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","448","2000","6","CCRB","IAB","Mail","Queens","Queens South","Report-dispute"
"2018-05-25T00:00:00.000","449","2000","0","CCRB","Precinct","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","450","2000","0","CCRB","CCRB","Call Processing System","Staten Island","Staten Island","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","451","2000","5","OCD","Other NYPD unit","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","452","2000","5","CCRB","Precinct","In-person","Bronx","Bronx","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","453","2000","12","OCD","IAB","Phone","Staten Island","Other",
"2018-05-25T00:00:00.000","454","2000","0","CCRB","Precinct","Phone","Queens","Other",
"2018-05-25T00:00:00.000","455","2000","33","CCRB","IAB","Phone","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","456","2000","10","OCD","CCRB","In-person","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","457","2000","0","CCRB","IAB","Phone",,"Other",
"2018-05-25T00:00:00.000","458","2000","11","OCD","IAB","Phone","Brooklyn","Brooklyn North","Report-dispute"
"2018-05-25T00:00:00.000","459","2000","2","CCRB","CCRB","In-person","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","460","2000","0","OCD","CCRB","Phone","Queens","Queens North",
"2018-05-25T00:00:00.000","461","2000","0","OCD","Precinct","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","462","2000","5","OCD","CCRB","Phone","Queens","Queens South","Report-dispute"
"2018-05-25T00:00:00.000","463","2000","1","OCD","CCRB","Call Processing System","Brooklyn","Other","Other"
"2018-05-25T00:00:00.000","464","2000","0","OCD","CCRB","Phone","Manhattan","Other",
"2018-05-25T00:00:00.000","465","2000","2","OCD","CCRB","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","466","2000","1","CCRB","Precinct","Phone","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","467","2000","12","CCRB","Precinct","Mail","Staten Island","Staten Island","Other"
"2018-05-25T00:00:00.000","468","2000","0","CCRB","CCRB","Phone","Brooklyn","Brooklyn South","Report-dispute"
"2018-05-25T00:00:00.000","469","2000","8","CCRB","CCRB","Phone","Manhattan","Manhattan South","Traffic accident"
"2018-05-25T00:00:00.000","470","2000","1","OCD","Precinct","Call Processing System","Bronx","Bronx","C/V requested investigation of crime"
"2018-05-25T00:00:00.000","471","2000","0","OCD","CCRB","Phone","Manhattan","Other","Parking violation"
"2018-05-25T00:00:00.000","472","2000","1","REFERRAL","Other NYPD unit","Phone","Queens","Other",
"2018-05-25T00:00:00.000","473","2000","14","CCRB","CCRB","Phone","Brooklyn","Manhattan South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","474","2000","112","OCD","CCRB","Phone","Brooklyn","Other","Parking violation"
"2018-05-25T00:00:00.000","475","2000","2","CCRB","Precinct","In-person","Brooklyn","Brooklyn North","PD suspected C/V of violation/crime - bldg"
"2018-05-25T00:00:00.000","476","2000","13","OCD","CCRB","Phone","Brooklyn","Brooklyn North","PD auto checkpoint"
"2018-05-25T00:00:00.000","477","2000","15","CCRB","CCRB","On-line website","Brooklyn","Brooklyn North","Report-possession/sale of narcotics"
"2018-05-25T00:00:00.000","478","2000","2","CCRB","Precinct","Call Processing System","Brooklyn","Brooklyn South","Traffic accident"
"2018-05-25T00:00:00.000","479","2000","4","CCRB","Precinct","In-person","Manhattan","Manhattan South","Other"
"2018-05-25T00:00:00.000","480","2000","21","CCRB","IAB","Phone","Brooklyn","Brooklyn South","Report-dispute"
"2018-05-25T00:00:00.000","481","2000","3","OCD","CCRB","Phone","Brooklyn","Brooklyn North",
"2018-05-25T00:00:00.000","482","2000","38","OCD","CCRB","Phone","Brooklyn","Brooklyn South","Report of other crime"
"2018-05-25T00:00:00.000","483","2000","1","OCD","CCRB","Call Processing System","Queens","Queens South","C/V requested investigation of crime"
"2018-05-25T00:00:00.000","484","2000","8","CCRB","Precinct","In-person","Queens","Queens South","Other"
"2018-05-25T00:00:00.000","485","2000","8","CCRB","IAB","Mail","Bronx","Bronx","Other"
"2018-05-25T00:00:00.000","486","2000","3","OCD","CCRB","Phone","Manhattan","Other",
"2018-05-25T00:00:00.000","487","2000","7","CCRB","IAB","Phone","Queens","Queens South",
"2018-05-25T00:00:00.000","488","2000","3","OCD","CCRB","Phone","Staten Island","Staten Island","Other"
"2018-05-25T00:00:00.000","489","2000","0","OCD","Precinct","Phone","Brooklyn","Brooklyn South","C/V telephoned PCT"
"2018-05-25T00:00:00.000","490","2000","11","CCRB","IAB","Phone","Bronx","Bronx","Report of other crime"
"2018-05-25T00:00:00.000","491","2000","19","CCRB","IAB","Mail","Manhattan","Manhattan South","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","492","2000","12","OCD","Precinct","In-person","Brooklyn","Brooklyn South",
"2018-05-25T00:00:00.000","493","2000","3","CCRB","CCRB","Phone","Staten Island","Staten Island","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","494","2000","2","CCRB","CCRB","Call Processing System","Queens","Queens North","Other"
"2018-05-25T00:00:00.000","495","2000","2","CCRB","CCRB","Phone","Manhattan","Manhattan North","Other"
"2018-05-25T00:00:00.000","496","2000","1","OCD","CCRB","Phone","Brooklyn","Brooklyn South",
"2018-05-25T00:00:00.000","497","2000","6","CCRB","IAB","Phone","Staten Island","Staten Island","PD suspected C/V of violation/crime - street"
"2018-05-25T00:00:00.000","498","2000","0","OCD","CCRB","Phone","Brooklyn","Brooklyn North","Report-dispute"
"2018-05-25T00:00:00.000","499","2000","0","OCD","Precinct","In-person","Queens","Queens South","Parking violation"
"2018-05-25T00:00:00.000","500","2000","71","IAB","CCRB","Phone","Bronx","Bronx",
"2018-05-25T00:00:00.000","501","2000","15","OCD","CCRB","Phone","Brooklyn","Brooklyn North","Other"
"2018-05-25T00:00:00.000","502","2000","59","CCRB","IAB","Phone","Staten Island","Staten Island",
