"filed","application","calendar","section","street_number","street_name","borough","borough_code","block","lots","zoning_district","cb","project_description","status","decisions_url","date","postcode","latitude","longitude","council_district","bin","bbl","census_tract","nta","location_1"
"2001-06-26T00:00:00.000","Appeal","225-01-A","GCL 36","8","Gotham Walk","Queens","4","16350","400","R4","14","Proposed enlargement to an existing one family dwelling building not fronting on a legally mapped street is contrary to Article 3, Section 36, of the General City Law, also an interpretation of Z.R. §23-541 and §23-532 and how they relate to rear yard requirements.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/225-01-A.pdf","2001-12-04T00:00:00.000","11697","40.557477","-73.918038","32","4620442","4163500400","91603","QN1403","(40.557477, -73.918038)"
"2007-01-18T00:00:00.000","BZY","17-07-BZY","11-332","421","West 250th Street","Bronx","2","5831","10","R1-2/NA-2","8","Proposed extension of time (§11-332) to complete construction of a minor development commenced under the zoning district regulations in effect as of October 2004. R1-2/NA-2. Zoning District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/17-07-BZY.pdf","2007-05-08T00:00:00.000","10471","40.897572","-73.904832","11","2123014","2058310010","335","BX0803","(40.897572, -73.904832)"
"2016-05-11T00:00:00.000","SOC","235-01-BZIII","73-11","2009","Mermaid Avenue","Brooklyn","3","7018","42","C1-2/R5","13","Extension of Term of a previously approved Special Permit (§73-27) permitting the operation of  funeral establishment (UG 7) which expired on May 12, 2014; Waiver of the Rules.  C1-2/R5 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/235-01-BZIII.pdf","2018-01-30T00:00:00.000","11224","40.576376","-73.987116","47","3393791","3070180042","326","BK1302","(40.576376, -73.987116)"
"2006-03-20T00:00:00.000","SOC","441-65-BZ","73-11","2488","Hylan Boulevard","Staten Island","5","3900","12","C2-1/R3-2","2","Amendment to a previously granted special permit for the redevelopment of a gasoline service station, to construct an accessory convenience store (Hess Express), to construct a new canopy and six pump islands with MPD dispensers and one diesel fuel dispenser. The premise is located in C2-1/R3-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/441-65-BZ.pdf","2006-12-12T00:00:00.000","10306","40.570692","-74.109521","50","5055331","5039000012","11203","SI0202","(40.570692, -74.109521)"
"2006-05-16T00:00:00.000","BZ","98-06-BZ","72-21","1045","Beach 9th Street","Queens","4","15554","49, 51","R4A","14","Variance (§72-21) to permit, in a R4A zoning district, a four (4)-story yeshiva, which is contrary to floor area (§24-11); total height (§24-521);  front yard (§24-34); side yard (§24-35); sky exposure plane (§24-521); setback requirements (§24-521); and level of yards (§24-531).   Proposed construction of a four story yeshiva (Siam Yitzchok) that lies within the bed of a mapped street Beach 9th Street which is contrary to Section 35 of the General City Law Section 35.  R4A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/98-06-BZ.pdf","2007-07-10T00:00:00.000","11691","40.604326","-73.74572","31","4298172","4155540049","103202","QN1401","(40.604326, -73.74572)"
"2003-07-23T00:00:00.000","SOC","405-82-BZ","Extension of Term/Waiver","8-14","Ford Street","Brooklyn","3","1415","31-34","R6","9","Extension of term of a previously approved application, which expired January 18, 2003, permitting, in an R7-1 district, on a plot previously before the Board, the reestablishment of an expired variance for an existing parking lot with six individual garages","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/405-82-BZ.pdf","2003-12-09T00:00:00.000","11213","40.66575","-73.929426","41","3426323","3014150031","34902","BK0901","(40.66575, -73.929426)"
"2014-11-06T00:00:00.000","BZ","295-14-BZ","64-92","58","Seafoam Avenue","Staten Island","5","408","10068","R3X","2","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy. (GCL 36) waiver for properties located on an unmapped street on properties which are registered in the NYC Build it Back Program.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/295-14-BZ.pdf","2014-12-16T00:00:00.000",,,,,,,,,
"2004-11-17T00:00:00.000","BZ","361-04-BZ","72-21","75-48","Parsons Boulevard","Queens","4","6810","44","R4","8","Variance (§72-21) to permit a proposed three-story residential building in an R4 district which does not comply with the zoning requirements for floor area, wall height, sky exposure plane, open space, lot coverage and the number of dwelling units; contrary to Z.R. §23-141c, 23-631 and 23-22.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/361-04-BZ.pdf","2006-02-14T00:00:00.000","11366","40.725551","-73.810697","24","4618193","4068107501","77908","QN0801","(40.725551, -73.810697)"
"2009-09-18T00:00:00.000","BZ","267-09-BZ","72-21","1155-75","Tremont Avenue","Bronx","2","4007","15","M1-1","6","Variance (§72-21) to permit one eight-story residential building and two 10-story mixed-use buildings with residential and ground floor retail use, contrary to use regulations (§42-00). M1-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/267-09-BZ.pdf","2010-10-26T00:00:00.000",,,,,,,,,
"2018-06-28T00:00:00.000","SOC","156-73-BZIII","MDL","1975","Eastchester Road","Bronx","2","4205","0002","R6-R4","2","Extension of Term of a previously approved variance made pursuant to Section 60(3) of the Multiple Dwelling Law, permitting the use of Transient parking for the unused and surplus tenants' space in the required accessory garage of a multiple dwelling which expires on June 26, 2013.  R6 and R4 zoning districts.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/156-73-BZIII.pdf","2019-08-13T00:00:00.000","10461","40.852468","-73.843483","13","2102976","2042050002","296","BX1102","(40.852468, -73.843483)"
"2013-10-04T00:00:00.000","BZ","281-13-BZ","73-36","350-370","Canal Street","Manhattan","1","211","3, 29, 7501","C6-2A Tribeca","1","Special Permit (§73-36) to allow a physical culture establishment (Planet Fitness) on the cellar and first floor of the existing building.  C6-2A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/281-13-BZ.pdf","2014-04-01T00:00:00.000","10013","40.720596","-74.003579","1","1002721","1002110003","33","MN0102","(40.720596, -74.003579)"
"2019-10-18T00:00:00.000","SOC","196-15-BZII","73-11","250","Mercer Street","Manhattan","1","535","7501","C6-2",,"Extension of Time to Obtain a Certificate of Occupancy for a previously approved Special Permit (§73-36) which permitted the operation of a Physical Cultural Establishment (Haven Spa) which expires on October 23, 2019.  C6-2 NoHo Historic District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/196-15-BZII.pdf","2020-01-14T00:00:00.000","10012","40.728427","-73.995378","2","1008629","1005357501","5501","MN0202","(40.728427, -73.995378)"
"2004-02-25T00:00:00.000","Appeal","49-04-A","GCL 36","20","Tompkins Place","Staten Island","5","522","15","R3-2 & R3-X","1","Proposed one family dwelling, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/49-04-A.pdf","2005-03-29T00:00:00.000","10304","40.626927","-74.080246","49","5147299","5005220015","21","SI0102","(40.626927, -74.080246)"
"2012-02-09T00:00:00.000","Appeal","37-12-A","GCL 36","78-70","Winchester Boulevard","Queens","4","7880","550,500","C8-1","13","Proposed construction of two mixed use buildings that do not have frontage on a legally mapped street, contrary to General City Law Section 36. C8-1 Zoning District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/37-12-A.pdf","2015-03-10T00:00:00.000",,,,,,,,,
"1999-08-03T00:00:00.000","BZ","171-99-BZ","72-21","52-62","Keap Street","Brooklyn","3","2197","25","M1-2","1","Variance (§72-21) to permit the proposed construction of residential dwellings (Use Group 2) above an existing school with an accessory synagogue, in an M1-2 zoning district, is contrary to Z.R. §42-00.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/171-99-BZ.pdf","2001-03-27T00:00:00.000","11249","40.701876","-73.963343","33","3060169","3021970015","539","BK0103","(40.701876, -73.963343)"
"2003-01-13T00:00:00.000","BZ","24-03-BZ","11-41","178-02/08","Union Turnpike","Queens","4","7227","29","C1-2 IN R2","8","Re-instatement (§11-411) to permit on site previously before the Board,  in an C2-1 within an R2 zoning district, the reestablishment of a variance previously granted under Calendar Number 624-39-BZ, which permitted a gasoline service station and an automobile repair facility (Use Group 16).","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/24-03-BZ.pdf","2003-07-15T00:00:00.000",,,,,,,,,
"2020-03-11T00:00:00.000","BZ","2020-21-BZ","73-36","15","West 39th Street","Manhattan","1","841","27","M1-6","5","Special Permit (§73-36) to permit the operation of a physical cultural establishment (Sportslab) to be located on the fourth floor of an existing commercial building contrary to ZR §42-10.  M1-6 zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2020-21-BZ.pdf","2020-10-23T00:00:00.000","10018","40.751923","-73.983073","4","1016044","1008410027","84","MN0502","(40.751923, -73.983073)"
"2001-07-24T00:00:00.000","BZ","243-01-BZ","73-44","135","Parkinson Avenue","Staten Island","5","3208","1","C-2-1 IN R3-2","2","Special Permit (§73-44) to permit the proposed reduction in the number of required parking spaces for a not-for profit office building.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/243-01-BZ.pdf","2002-01-08T00:00:00.000","10305","40.598162","-74.083751","50","5155659","5032080001","9601","SI0201","(40.598162, -74.083751)"
"2018-04-02T00:00:00.000","LSC","58-13-AII","LSC","4","Wiman Place","Staten Island","5","2827","0205","R4 and M3-1","1","Request for a letter of substantial compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/58-13-AII.pdf","2018-05-30T00:00:00.000","10305","40.616297","-74.066484","49",,,"6","SI0103","(40.616297, -74.066484)"
"2008-04-04T00:00:00.000","Appeal","82-08-A","MDL","515","East 5th Street","Manhattan","1","401","56",,"3","Appeal seeking to revoke permit and approvals for a vertical enlargement of an existing non- fireproof tenement building which fails to comply with the applicable provisions of the MDL regarding fire safety standards. R7-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/82-08-A.pdf","2008-11-25T00:00:00.000","10009","40.724624","-73.983819","2","1005076","1004010056","32","MN0303","(40.724624, -73.983819)"
"1998-12-18T00:00:00.000","SOC","317-50-BZ","11-41","240-06","Braddock Avenue","Queens","4","8002","55","R3-2","13","Waiver/Extension of Term/Amendment-Reopening","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/317-50-BZ.pdf","1999-07-27T00:00:00.000","11426","40.726479","-73.728286","23","4167867","4080020055","1621","QN1302","(40.726479, -73.728286)"
"2017-02-09T00:00:00.000","BZ","2017-42-BZ","64-92","15","Hett Avenue","Staten Island","5","4064","40","C1-1/R3-1","2","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy, on properties which are registered in the NYC Build it Back Program. C1-1/R3-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-42-BZ.pdf","2017-02-14T00:00:00.000","10306","40.565567","-74.101213","50","5056480","5040640040","12804","SI0202","(40.565567, -74.101213)"
"1998-02-03T00:00:00.000","Appeal","34-98-A","GCL 36","16","Bellavista Court","Staten Island","5","2983","96","R3-2","1","Proposed building not fronting on a legally mapped street is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/34-98-A.pdf","1998-04-21T00:00:00.000","10305","40.609039","-74.072319","49","5130577","5029830096","2001","SI0103","(40.609039, -74.072319)"
"2019-08-29T00:00:00.000","Appeal","2019-216-A","GCL 36","30","Fitzgerald Avenue","Staten Island","5","5212","37","C3A SRD","3","Proposed construction of Seventeen (17) attached single-family homes not fronting on a final mapped street contrary to General City Law §36.   C3A Special South Richmond District.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-216-A.pdf","2020-07-20T00:00:00.000","10308","40.541894","-74.143884","51",,,"15603","SI0302","(40.541894, -74.143884)"
"2019-10-08T00:00:00.000","LSC","16-12-BZIII","LSC","184","Nostrand Avenue","Brooklyn","3","1753","0042","M1-2","3","Request for a Letter of Substantial Complaince.","Decision","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/16-12-BZIII.pdf","2020-01-07T00:00:00.000","11205","40.693959","-73.952291","33","3048591","3017530042","241","BK0301","(40.693959, -73.952291)"
"2017-04-13T00:00:00.000","Appeal","2017-113-A","GCL 36","246","Avidita Place","Staten Island","5","3019","319","R3-2","1","Proposed construction of a single family residence, not fronting on a legally mapped street, contrary to General City Law 36.  R3-2 zoning district. Mount Manresa","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-113-A.pdf","2020-02-25T00:00:00.000",,,,,,,,,
"2014-05-05T00:00:00.000","SOC","169-93-BZIII","73-11","246-248","West 80th Street","Manhattan","1","1227","54","C4-6A/EC-3","7","Extension of Term of a previously granted Special Permit (§73-36) for the continued operation of a physical culture establishment (New York Sports Club) which expired on May 17, 2014. C4-6A/EC-3 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/169-93-BZIII.pdf","2014-08-19T00:00:00.000","10024","40.78467","-73.979843","6","1032645","1012270054","167","MN0702","(40.78467, -73.979843)"
"2012-11-30T00:00:00.000","SOC","178-99-BZII","72-01 & 72-22","8973/95","Bay Parkway","Brooklyn","3","6491","11","M3-1","11","Amendment (§§72-01 & 72-22) of a previously granted variance (§72-21) which permitted an enlargement of an existing non-conforming department store (UG 10A).  The amendment seeks to replace an existing 7,502 sf ft. building on the zoning lot with a new 34,626 sq. ft. building to be occupied by a department store (UG 10A) contrary to §42-12.  M3-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/178-99-BZII.pdf","2014-06-10T00:00:00.000",,,,,,,,,
"2005-09-29T00:00:00.000","Appeal","296-05-A","GCL","146-38","Pleasant Place","Queens","4","13351","103","R3-2","13","Proposed construction of three two- family homes not fronting on a mapped street is contrary to GCL 36, Article 3.  Current R3-2 Zoning District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/296-05-A.pdf","2006-06-06T00:00:00.000",,,,,"4000000","4133510102",,,
"2018-05-24T00:00:00.000","Appeal","2018-97-A","GCL 36","50","Storer Avenue","Staten Island","5","7315","0078","M-1-1","5","Proposed construction of a new building not fronting on a legally mapped street contrary to General City Law Section §36. M1-1 Special South Richmond District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2018-97-A.pdf","2019-01-29T00:00:00.000","10309","40.539219","-74.236371","51","5155191","5073150078","22602","SI0305","(40.539219, -74.236371)"
"2019-02-19T00:00:00.000","BZ","2019-35-BZ","73-622","235","Beaumont Street","Brooklyn","3","8740","0087","R3-1","15","Special Permit (§73-622) to permit the enlargement of an existing single-family home, contrary to floor area requirements (ZR §23-142).  R3-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-35-BZ.pdf","2021-01-28T00:00:00.000","11235","40.57615","-73.950806","48","3246254","3087400087","616","BK1503","(40.57615, -73.950806)"
"2002-04-16T00:00:00.000","Appeal","115-02-A","Administrative Appeal","767","Third Avenue","Manhattan","1","1321","41,47","C6-6","6","An application for an interpretative appeal of Local Law 5 regarding various regulations pertaining to the Fire Safety Plan for subject premises.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/115-02-A.pdf","2003-06-24T00:00:00.000","10017","40.754276","-73.971879","4","1037996","1013210047","90","MN0604","(40.754276, -73.971879)"
"2010-12-07T00:00:00.000","Appeal","224-10-A","GCL","173","Reid Avenue","Queens","4","16359","400","R4","14","Proposed reconstruction and enlargement not fronting on a legally mapped street contrary to General City Law Section 36 and the building and private disposal system is located within the bed of a mapped street contrary to General City Law Section 35 and Department of Buildings Policy. R4 Zoning District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/224-10-A.pdf","2011-09-13T00:00:00.000","11697","40.557936","-73.910621","32","4466813","4163500400","91603","QN1403","(40.557936, -73.910621)"
"2013-05-10T00:00:00.000","BZ","153-13-BZ","73-36","107","South 6th Street","Brooklyn","3","2456","0034","C4-3","1","Special Permit (§73-36) to permit the legalization of a physical culture establishment (Soma Health Club) contrary to §32-10.  C4-3 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/153-13-BZ.pdf","2014-02-25T00:00:00.000","11249","40.710734","-73.964554","34","3339457","3024560034","549","BK0102","(40.710734, -73.964554)"
"2014-11-10T00:00:00.000","BZ","303-14-BZ","64-92","1032","Olympia Boulevard","Staten Island","5","380","80016","R31","2","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy. (GCL 36) waiver for properties located on an unmapped street on properties which are registered in the NYC Build it Back Program.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/303-14-BZ.pdf","2014-12-16T00:00:00.000","10306","40.573499","-74.092388","50","5166639","5038080016","11203","SI0202","(40.573499, -74.092388)"
"2002-04-24T00:00:00.000","Appeal","137-02-A","GCL 36","54","Aviston Streer","Staten Island","5","4686","15","R3-2","3","Construction not fronting a mapped street, contrary to Section 36 General City Law.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/137-02-A.pdf","2003-03-25T00:00:00.000",,,,,,,,,
"2011-08-08T00:00:00.000","SOC","11-01-BZIII","11-41","586/606","Conduit Boulevard","Brooklyn","3","4219","1","C1-2inR5","5","Extension of Term for a gasoline service station (BP British Petroleum) which expired on August 7, 2011 and Extension of Time to obtain a Certificate of Occupancy which expired on July 26, 2006. C1-2/R5 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/11-01-BZIII.pdf","2012-03-20T00:00:00.000",,,,,,,,,
"2003-06-25T00:00:00.000","BZ","218-03-BZ","72-21","19-73","38th Street","Queens","4","811","1","M1-1","1","Variance (§72-21) to permit the proposed nine-story mixed use building with residential, commercial and community facility uses, located in an M1-1 zoning district, which does not comply with the zoning requirements for the uses, permitted floor area, total height and perimeter wall, is contrary to Z.R. §42-00, §23-141 and §23-631.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/218-03-BZ.pdf","2005-07-12T00:00:00.000","11105","40.777568","-73.901635","22","4616405","4008110001","12301","QN0101","(40.777568, -73.901635)"
"2019-06-24T00:00:00.000","BZ","2019-180-BZ","73-36","1253","Lexington Avenue","Manhattan","1","1532","7502","C1-8X","8","Special Permit (§73-36) to permit the operation of a Physical Cultural Establishment (CorePower Yoga) to be located on a portion of the first floor of an existing fifteen-story mixed-use building contrary to ZR §32-10.  C1-8X zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-180-BZ.pdf","2019-12-17T00:00:00.000","10028","40.778538","-73.956271","4","1047689","1015137502","14801","MN0802","(40.778538, -73.956271)"
"2004-03-09T00:00:00.000","Appeal","79-04-A","GCL 36","41","Bell Point Drive","Brooklyn","3","8470","2007","R3-1","18","Proposed construction of a one family dwelling, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/79-04-A.pdf","2004-07-13T00:00:00.000","11234","40.610348","-73.914609","46",,,"698","BK1802","(40.610348, -73.914609)"
"2009-02-23T00:00:00.000","SOC","709-55-BZV","11-41","2000","Rockaway Parkway","Brooklyn","3","8299","68","C1-2 W/N R4","18","Extension of Time to obtain a Certificate of Occupancy for a Gasoline Service Station (Mobil), in a C1-2/R4 zoning district, which expired on March 24, 2009.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/709-55-BZV.pdf","2009-04-07T00:00:00.000","11236","40.634289","-73.890252","46","3234512","3082990068","1024","BK1803","(40.634289, -73.890252)"
"2015-07-16T00:00:00.000","BZ","160-15-BZ","73-36","186","Montague Street","Brooklyn","3","250","034","C5-2A","2","Special Permit (73-36): to permit the operation of a Physical Culture Establishment (""PCE"") in the existing building at the Premises, which is located in a C5-2A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/160-15-BZ.pdf","2017-01-24T00:00:00.000","11201","40.694026","-73.991565","33","3002106","3002500034","9","BK0201","(40.694026, -73.991565)"
"2011-08-24T00:00:00.000","SOC","269-98-BZV","72-01 & 72-22","70","East 184th Street","Bronx","2","3183","42","R8","5","Extension of Time to obtain a Certificate of Occupancy for a Variance (§72-21) for the construction of a two-story building with UG6 commercial use which expired on August 25, 2011. R8 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/269-98-BZV.pdf","2011-11-01T00:00:00.000","10468","40.860101","-73.901177","14","2000000","2031830042","239","BX0503","(40.860101, -73.901177)"
"2009-02-20T00:00:00.000","SOC","301-03-BZII","73-11","1103","East 22nd Street","Brooklyn","3","7604","31","R2","14","Extension of Time/waiver to Complete Construction and obtain a Certificate of Occupancy of previously granted Special Permit (§73-622) for the enlargement of single family home and an Amendment to modify the previously approved plans, in an R2 zoning district, which expired on January 13, 2008.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/301-03-BZII.pdf","2009-05-12T00:00:00.000","11210","40.625074","-73.954257","45","3207544","3076040031","752","BK1403","(40.625074, -73.954257)"
"2017-05-10T00:00:00.000","Appeal","2017-144-A","Revoke a C of O","25-30","44th Street","Queens","4","702","56","R5","1","Appeal filed by the Department of Buildings seeking to revoke Certificate of Occupancy.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-144-A.pdf","2020-02-25T00:00:00.000","11103","40.76606","-73.908825","22","4012273","4007020056","143","QN0104","(40.76606, -73.908825)"
"2016-09-23T00:00:00.000","Appeal","2016-4257-A","GCL 35","197-22","47th Avenue","Queens","4","5617","138","R3-2","11","Proposed construction of a two-story, two family residential building within the bed of a mapped street, pursuant to Article 3 of General City Law 35.  R3-2 zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4257-A.pdf","2018-01-03T00:00:00.000","11358","40.752928","-73.782957","20",,,"1429","QN1101","(40.752928, -73.782957)"
"2002-01-30T00:00:00.000","Appeal","40-02-A","GCL 36","79","Tyrrell Street","Staten Island","5","8000","27","R3A","3","Proposed construction of a two story, two family dwelling, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/40-02-A.pdf","2002-04-16T00:00:00.000","10307","40.513154","-74.249233","51","5135834","5080000027","248","SI0305","(40.513154, -74.249233)"
"2005-04-22T00:00:00.000","BZ","99-05-BZ","72-21","39","Downing Street","Manhattan","1","528","77","R6","2","Variance (§72-21) to permit the  proposed  enlargement of an existing restaurant, which is a legal non-conforming use, located on the first floor of a six-story mixed-use building, situated in an R6 zoning district, is contrary to Z.R. §22-10.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/99-05-BZ.pdf","2005-12-13T00:00:00.000","10014","40.729234","-74.004027","3","1008409","1005280077","67","MN0203","(40.729234, -74.004027)"
"2015-03-06T00:00:00.000","BZ","43-15-BZ","73-622","2617","Avenue R","Brooklyn","3","6809","0049","R3-2","15","Special Permit (§73-622) to permit an enlargement of one family home, seeking to waive the floor area, lot coverage, rear yard, perimeter wall height and open space requirements.  R3-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/43-15-BZ.pdf","2015-11-24T00:00:00.000","11229","40.607016","-73.946742","48","3183490","3068090049","548","BK1502","(40.607016, -73.946742)"
"2013-06-20T00:00:00.000","SOC","546-82-BZIV","72-01 & 72-22","148-15","89th Avenue","Queens","4","9693","60","R7-A","12","Extension of term of previously granted variance for the continued operation of a non-conforming open public parking lot which expired on June 14, 2013.  R7-A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/546-82-BZIV.pdf","2014-04-08T00:00:00.000","11435","40.704238","-73.80728","27","4310504","4096930060","238","QN1201","(40.704238, -73.80728)"
"2008-02-20T00:00:00.000","SOC","85-02-BZII","72-01 & 72-22","850","East 181st Street","Bronx","2","3119","16","R7","6","Extension of Term of a previously granted variance (§72-21) for the operation of a (UG8) parking lot in an R-7 zoning district which expired on February 4, 2008.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/85-02-BZII.pdf","2008-05-20T00:00:00.000","10460","40.846545","-73.883367","15","2000000","2031190016","363","BX0601","(40.846545, -73.883367)"
"2001-03-21T00:00:00.000","SOC","65-95-BZ","Amendment","2424","Hylan Boulevard","Staten Island","5","3901","17,45 & 55","C2-1","2","Reopening for an amendment to the resolution to legalize  the existing office use at the mezzanine level; the elimination of six parking spaces within the  parking area which has been convert to a loading berth; the elimination of twelve parking spaces which are used as ‘cart corrals’ and the elimination of the parking spaces along Locust Avenue.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/65-95-BZ.pdf","2001-07-24T00:00:00.000","10306","40.571986","-74.10822","50","5055347","5039010017","11203","SI0202","(40.571986, -74.10822)"
"1999-02-02T00:00:00.000","Appeal","19-99-A","Appeal","2401","Wickham Avenue","Bronx","2","4491","71","R3-2","10","An appeal seeking the re-instatement of a lapsed building permit, and the continued construction and completion of a dwelling which no longer complies with Z.R. §23-141, due to an amendment pursuant to contextual zoning.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/19-99-A.pdf","1999-05-11T00:00:00.000","10469","40.861014","-73.835238","13","2103680","2044910071","310","BX1103","(40.861014, -73.835238)"
"2012-05-03T00:00:00.000","BZ","141-12-BZ","11-41","65-02/10","164th Street","Queens","4","6762","53","R-4","8","Re-Instatement (§§11-411 & 11-412) of a previously approved variance which permitted retail (UG 6) in a residential district which expired on October 14, 1989; amendment to permit the installation of awnings/signage, and changes to the interior layout; Waiver of the Rules.  R4 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/141-12-BZ.pdf","2012-11-20T00:00:00.000",,,,,,,,,
"2009-08-13T00:00:00.000","Appeal","242-09-A","Common Law Vesting","75","First Avenue","Manhattan","1","446","29,32","R7A/C2-5","3","Appeal seeking a common law vested right to continue construction commenced under the prior R7-2/C2-5 Zoning district . R7-A/C2-5 Zoning District .","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/242-09-A.pdf","2010-10-25T00:00:00.000","10003","40.725541","-73.986795","2","1088693","1004460032","38","MN0303","(40.725541, -73.986795)"
"2011-05-27T00:00:00.000","BZ","78-11-BZ","72-21","78-70","Winchester Boulevard","Queens","4","7880","550","C8-1","13","Variance (§72-21) to allow for the construction of two assisted living residential buildings, contrary to use regulations (§32-10).","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/78-11-BZ.pdf","2015-03-10T00:00:00.000",,,,,,,,,
"2019-03-15T00:00:00.000","BZ","2019-48-BZ","72-21","31-45","41st Street","Queens","4","679","0023","R5","1","Variance (§72-21) to permit the construction of a three-story and cellar, two-family building contrary to ZR §23-49 (Special Provisions for Side Lot Line Walls).  R5 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-48-BZ.pdf","2020-06-15T00:00:00.000","11103","40.759852","-73.917172","22","4011175","4006790023","155","QN0104","(40.759852, -73.917172)"
"2007-01-18T00:00:00.000","BZY","20-07-BZY","11-332","5310","Grosvenor Avenue","Bronx","2","5839","4018","R1-2/NA-2","8","Extension of time to complete construction (11-332 ) of a major development commenced under the prior zoning district regulations in effect on October 2004 . R1-2/NA-2 .","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/20-07-BZY.pdf","2007-04-24T00:00:00.000","10471","40.898958","-73.904599","11","2000000","2058394018","335","BX0803","(40.898958, -73.904599)"
