"open_data_crash_id","crash_date","crash_time","crash_police_precinct","crash_borough","total_non_severe_injuries","total_severe_injuries","total_fatalities","latitude","longitude","on_street","cross_street","address","highway_reference_marker","zipcode","similar_fatalities_severe","similar_fatalities_all","community_board","council_district","bin","bbl","census_tract_2020_","neighborhood_tabulation_area_nta_2020_"
"4496757","2022-01-22T00:00:00.000","18:05","73","Brooklyn","0","1","0","40.6784300","-73.9135700","FULTON STREET","BOYLAND STREET",,,,"0","0",,,,,,
"4496479","2022-01-22T00:00:00.000","22:10","75","Brooklyn","3","1","0","40.6742320","-73.8617700","SUTTER AVENUE","CONDUIT BOULEVARD",,,,"1","2",,,,,,
"4497001","2022-01-23T00:00:00.000","21:45","76","Brooklyn","0","1","0",,,"HICKS STREET","HAMILTON AVENUE",,,,"0","0",,,,,,
"4497266","2022-01-23T00:00:00.000","22:14","66","Brooklyn","0","1","0","40.6274530","-73.9780700","48 STREET",,,,,"0","0",,,,,,
"4496922","2022-01-24T00:00:00.000","06:50","66","Brooklyn","0","1","0","40.6273100","-73.9853900","53 STREET","17 AVENUE",,,,"0","0",,,,,,
"4497267","2022-01-24T00:00:00.000","19:29","94","Brooklyn","0","1","0","40.7263000","-73.9491300","MC GUINNESS BOULEVARD","NORMAN AVENUE",,,,"0","0",,,,,,
"4497466","2022-01-25T00:00:00.000","12:53","75","Brooklyn","0","1","0","40.6781600","-73.8974840","JAMAICA AVENUE","PENNSYLVANIA AVENUE",,,,"0","14",,,,,,
"4497898","2022-01-25T00:00:00.000","19:52","73","Brooklyn","0","0","1","40.6533780","-73.9065800","ROCKAWAY AVENUE","DITMAS AVENUE",,,,"0","1",,,,,,
"4497436","2022-01-26T00:00:00.000","06:49","60","Brooklyn","0","1","0","40.5859000","-73.9663400","OCEAN PARKWAY",,,,,"0","0",,,,,,
"4497835","2022-01-27T00:00:00.000","08:30","66","Brooklyn","0","1","0","40.6243930","-73.9651200",,,"1358       CONEY ISLAND AVENUE",,,"0","2","312","44","3171268","3065310006","456","BK1204"
"4501423","2022-01-27T00:00:00.000","10:08","77","Brooklyn","0","1","0","40.6767430","-73.9331600","PACIFIC STREET","SCHENECTADY AVENUE",,,,"1","1",,,,,,
"4499702","2022-01-27T00:00:00.000","13:00","77","Brooklyn","0","1","0","40.6804600","-73.9613600","ATLANTIC AVENUE",,,,,"0","5",,,,,,
"4498205","2022-01-27T00:00:00.000","23:40","70","Brooklyn","0","1","0","40.6130520","-73.9491300","KINGS HIGHWAY","BEDFORD AVENUE",,,,"0","0",,,,,,
"4498644","2022-01-28T00:00:00.000","11:37","63","Brooklyn","0","1","0",,,"EAST 45 STREET","AVENUE H",,,,"0","0",,,,,,
"4499785","2022-01-30T00:00:00.000","09:00","90","Brooklyn","0","1","0","40.7064630","-73.9607900","LEE AVENUE","WILSON STREET",,,,"1","1",,,,,,
"4498867","2022-01-31T00:00:00.000","15:20","75","Brooklyn","0","1","0","40.6741200","-73.8808100","PITKIN AVENUE",,,,,"0","0",,,,,,
"4499277","2022-02-01T00:00:00.000","06:55","70","Brooklyn","0","0","1","40.6349070","-73.9613200","FOSTER AVENUE","EAST 17 STREET",,,,"0","1",,,,,,
"4499793","2022-02-02T00:00:00.000","16:35","71","Brooklyn","0","1","0","40.6567600","-73.9601440","FLATBUSH AVENUE",,,,,"0","0",,,,,,
"4499635","2022-02-02T00:00:00.000","22:55","66","Brooklyn","0","1","0","40.6435740","-73.9716600","BEVERLEY ROAD","EAST 8 STREET",,,,"0","0",,,,,,
"4500122","2022-02-04T00:00:00.000","11:00","73","Brooklyn","0","0","1","40.6730800","-73.9112400","EASTERN PARKWAY","SAINT MARKS AVENUE",,,,"0","0",,,,,,
"4501099","2022-02-04T00:00:00.000","18:02","67","Brooklyn","0","1","0","40.6539840","-73.9277040","EAST 53 STREET","LINDEN BOULEVARD",,,,"0","0",,,,,,
"4500449","2022-02-05T00:00:00.000","16:46","61","Brooklyn","0","0","1","40.5771870","-73.9500800","ORIENTAL BOULEVARD","COLERIDGE STREET",,,,"0","0",,,,,,
"4500422","2022-02-05T00:00:00.000","17:44","88","Brooklyn","0","1","0","40.6863100","-73.9744500","FULTON STREET",,,,,"0","0",,,,,,
"4500420","2022-02-06T00:00:00.000","02:09","77","Brooklyn","2","2","1","40.6700060","-73.9532800","EASTERN PARKWAY","ROGERS AVENUE",,,,"0","0",,,,,,
"4500660","2022-02-06T00:00:00.000","04:21","75","Brooklyn","1","1","0",,,"CRESCENT STREET","ETNA STREET",,,,"0","0",,,,,,
"4500712","2022-02-06T00:00:00.000","16:03","67","Brooklyn","0","1","0","40.6346500","-73.9372700","GLENWOOD ROAD",,,,,"0","1",,,,,,
"4500780","2022-02-07T00:00:00.000","00:31","67","Brooklyn","0","1","0","40.6347660","-73.9353600","GLENWOOD ROAD","EAST 43 STREET",,,,"0","0",,,,,,
"4502751","2022-02-07T00:00:00.000","08:35","75","Brooklyn","0","1","0","40.6627800","-73.8808600","ASHFORD STREET","LINDEN BOULEVARD",,,,"0","0",,,,,,
"4501382","2022-02-08T00:00:00.000","14:29","72","Brooklyn","0","1","0","40.6515120","-74.0073400","4 AVENUE","41 STREET",,,,"0","6",,,,,,
"4501182","2022-02-08T00:00:00.000","15:07","61","Brooklyn","0","1","0",,,"JAFFRAY STREET","ORIENTAL BOULEVARD",,,,"0","0",,,,,,
"4501447","2022-02-09T00:00:00.000","11:02","94","Brooklyn","0","1","0",,,"GREENPOINT AVENUE","MC GUINNESS BOULEVARD",,,,"0","0",,,,,,
"4501631","2022-02-09T00:00:00.000","14:54","70","Brooklyn","0","1","0","40.6153140","-73.9623700","EAST 12 STREET",,,,,"0","0",,,,,,
"4501613","2022-02-09T00:00:00.000","21:43","63","Brooklyn","0","1","0","40.6295050","-73.9441600","AVENUE I","FLATBUSH AVENUE",,,,"0","0",,,,,,
"4501840","2022-02-10T00:00:00.000","20:51","78","Brooklyn","0","1","0","40.6824900","-73.9796200","4 AVENUE","BERGEN STREET",,,,"0","0",,,,,,
"4501883","2022-02-11T00:00:00.000","16:33","72","Brooklyn","0","1","0","40.6402700","-74.0068740",,,"730        53 STREET",,,"0","0","307","43","3014421","3008180020","10601","BK0703"
"4502351","2022-02-12T00:00:00.000","19:01","63","Brooklyn","1","0","1","40.6256830","-73.9334400","KINGS HIGHWAY",,,,,"0","0",,,,,,
"4503435","2022-02-13T00:00:00.000","17:54","73","Brooklyn","0","1","0","40.6586720","-73.9001900","JUNIUS STREET","NEW LOTS AVENUE",,,,"0","0",,,,,,
"4503107","2022-02-13T00:00:00.000","18:35","62","Brooklyn","0","1","0","40.6169740","-73.9866000",,,"1973       65 STREET",,,"0","0","311","43","3133602","3055480047","254","BK1101"
"4502712","2022-02-14T00:00:00.000","07:45","72","Brooklyn","0","1","0","40.6565480","-74.0021000","4 AVENUE","32 STREET",,,,"0","0",,,,,,
"4503232","2022-02-15T00:00:00.000","08:31","66","Brooklyn","0","1","0","40.6270070","-73.9764560","ELMWOOD AVENUE","MC DONALD AVENUE",,,,"0","1",,,,,,
"4506186","2022-02-15T00:00:00.000","14:13","83","Brooklyn","0","1","0","40.6926230","-73.9236760","BLEECKER STREET","BUSHWICK AVENUE",,,,"0","0",,,,,,
"4505614","2022-02-15T00:00:00.000","19:42","73","Brooklyn","0","1","0","40.6566850","-73.9045400","WATKINS STREET","NEW LOTS AVENUE",,,,"0","0",,,,,,
"4503396","2022-02-15T00:00:00.000","21:43","75","Brooklyn","0","1","0","40.6742550","-73.8974900","LIBERTY AVENUE",,,,,"0","0",,,,,,
"4504585","2022-02-16T00:00:00.000","00:00","75","Brooklyn","0","1","0","40.6797680","-73.8940050","JAMAICA AVENUE","BRADFORD STREET",,,,"0","0",,,,,,
"4504681","2022-02-16T00:00:00.000","11:00","66","Brooklyn","0","1","0","40.6428450","-73.9782600","EAST 2 STREET","BEVERLEY ROAD",,,,"0","1",,,,,,
"4504731","2022-02-17T00:00:00.000","15:00","94","Brooklyn","0","1","0","40.7224960","-73.9404140","BROOKLYN QUEENS EXPRESSWAY",,,"278IX2M23121",,"0","0",,,,,,
"4504375","2022-02-17T00:00:00.000","15:30","66","Brooklyn","0","1","0","40.6386870","-73.9936450",,,"1139       46 STREET",,,"0","0","312","44","3136684","3056150065","222","BK1202"
"4504027","2022-02-18T00:00:00.000","18:10","70","Brooklyn","0","0","1","40.6315650","-73.9463500",,,"1598       FLATBUSH AVENUE",,,"0","0","314","45","3396696","3075767501","774","BK1401"
"4504184","2022-02-18T00:00:00.000","20:45","84","Brooklyn","0","1","0","40.7014500","-73.9896240","BROOKLYN QUEENS EXPRESSWAY",,,"278IX2M23083",,"0","28",,,,,,
"4505821","2022-02-18T00:00:00.000","22:35","66","Brooklyn","0","1","0","40.6441200","-73.9890700","37 STREET","FORT HAMILTON PARKWAY",,,,"0","0",,,,,,
"4504756","2022-02-19T00:00:00.000","20:03","63","Brooklyn","0","0","1","40.6189500","-73.9268900","UTICA AVENUE","AVENUE N",,,,"0","0",,,,,,
"4504779","2022-02-19T00:00:00.000","21:16","73","Brooklyn","0","1","0","40.6773640","-73.9079800","EASTERN PARKWAY","HERKIMER STREET",,,,"0","0",,,,,,
"4504339","2022-02-20T00:00:00.000","18:15","83","Brooklyn","0","1","0","40.6924820","-73.9203000","EVERGREEN AVENUE","LINDEN STREET",,,,"0","0",,,,,,
"4504323","2022-02-20T00:00:00.000","19:15","90","Brooklyn","0","1","0","40.7142140","-73.9477300","LEONARD STREET",,,,,"0","1",,,,,,
"4505026","2022-02-21T00:00:00.000","10:27","70","Brooklyn","0","0","1","40.6312750","-73.9760600","18 AVENUE","EAST 2 STREET",,,,"0","1",,,,,,
"4504805","2022-02-22T00:00:00.000","01:30","67","Brooklyn","1","0","1","40.6453970","-73.9189300","DITMAS AVENUE","BRANTON STREET",,,,"0","0",,,,,,
"4504722","2022-02-22T00:00:00.000","04:45","67","Brooklyn","0","1","0","40.6387860","-73.9453800","FOSTER AVENUE",,,,,"0","5",,,,,,
"4510676","2022-02-23T00:00:00.000","15:50","79","Brooklyn","0","1","0","40.6982200","-73.9439540","THROOP AVENUE",,,,,"0","0",,,,,,
"4505109","2022-02-23T00:00:00.000","18:58","69","Brooklyn","0","1","0","40.6354750","-73.8915600","AVENUE N","ROCKAWAY PARKWAY",,,,"0","4",,,,,,
"4507907","2022-02-23T00:00:00.000","20:45","90","Brooklyn","0","1","0","40.7076760","-73.9238600","FLUSHING AVENUE","HARRISON PLACE",,,,"0","1",,,,,,
"4506210","2022-02-25T00:00:00.000","14:55","62","Brooklyn","0","1","0","40.6144520","-73.9916100","19 AVENUE","71 STREET",,,,"0","0",,,,,,
"4505851","2022-02-25T00:00:00.000","17:07","73","Brooklyn","0","1","0","40.6761900","-73.9081000","EASTERN PARKWAY","ATLANTIC AVENUE",,,,"0","17",,,,,,
"4506036","2022-02-27T00:00:00.000","03:00","75","Brooklyn","1","1","0","40.6819500","-73.8965200","JACKIE ROBINSON PKWY",,,"908BX2M13003",,"0","0",,,,,,
"4506771","2022-02-27T00:00:00.000","14:59","63","Brooklyn","0","1","0","40.6102370","-73.9218440","EAST 52 STREET","AVENUE U",,,,"0","1",,,,,,
"4507815","2022-02-27T00:00:00.000","17:39","77","Brooklyn","0","1","0","40.6702770","-73.9254200","SAINT JOHNS PLACE","BUFFALO AVENUE",,,,"0","1",,,,,,
"4506344","2022-02-27T00:00:00.000","18:05","75","Brooklyn","0","1","0","40.6567000","-73.8855700",,,"185        WORTMAN AVENUE",,,"0","0","305","42","3324021","3043710001","1106","BK0503"
"4506944","2022-02-27T00:00:00.000","20:50","73","Brooklyn","0","2","0","40.6761400","-73.9071660","ATLANTIC AVENUE","SHERLOCK PLACE",,,,"0","1",,,,,,
"4507883","2022-03-01T00:00:00.000","06:30","88","Brooklyn","0","1","0",,,,,"143        PARK AVENUE",,,"0","0","302","35","3000000","3020300047","211","BK0203"
"4506810","2022-03-01T00:00:00.000","14:06","84","Brooklyn","0","1","0","40.6886140","-73.9891740","ATLANTIC AVENUE",,,,,"0","1",,,,,,
"4507915","2022-03-01T00:00:00.000","14:35","90","Brooklyn","0","1","0","40.7129100","-73.9550500","HOPE STREET","MARCY AVENUE",,,,"0","0",,,,,,
"4506811","2022-03-02T00:00:00.000","04:25","84","Brooklyn","0","1","0","40.6960330","-73.9845350","TILLARY STREET",,,,,"0","7",,,,,,
"4507408","2022-03-02T00:00:00.000","14:35","70","Brooklyn","1","1","0","40.6408230","-73.9653100","CORTELYOU ROAD","RUGBY ROAD",,,,"0","0",,,,,,
"4506932","2022-03-02T00:00:00.000","18:10","76","Brooklyn","1","1","0","40.6786800","-73.9976800","COURT STREET","3 PLACE",,,,"0","0",,,,,,
"4510444","2022-03-03T00:00:00.000","16:30","77","Brooklyn","0","1","0","40.6710320","-73.9392700","SAINT JOHNS PLACE",,,,,"0","1",,,,,,
"4507256","2022-03-03T00:00:00.000","22:27","90","Brooklyn","0","1","0",,,"BROADWAY","ROEBLING STREET",,,,"0","4",,,,,,
"4508986","2022-03-04T00:00:00.000","02:20","79","Brooklyn","0","1","0","40.6953770","-73.9492100","MARCY AVENUE",,,,,"0","0",,,,,,
"4507549","2022-03-04T00:00:00.000","15:32","78","Brooklyn","0","0","1",,,"FLATBUSH AVENUE","ATLANTIC AVENUE",,,,"0","4",,,,,,
"4507537","2022-03-04T00:00:00.000","18:11","62","Brooklyn","1","0","1","40.6115700","-73.9946060","19 AVENUE","76 STREET",,,,"0","0",,,,,,
"4507696","2022-03-04T00:00:00.000","18:45","79","Brooklyn","0","1","0","40.6972000","-73.9529340","NOSTRAND AVENUE",,,,,"0","1",,,,,,
"4508903","2022-03-04T00:00:00.000","19:36","73","Brooklyn","0","1","0","40.6673660","-73.9227400","RALPH AVENUE","UNION STREET",,,,"0","2",,,,,,
"4507609","2022-03-05T00:00:00.000","00:49","66","Brooklyn","0","1","0",,,"OCEAN PARKWAY","CHURCH AVENUE",,,,"1","25",,,,,,
"4507698","2022-03-05T00:00:00.000","02:48","79","Brooklyn","1","1","0","40.6975820","-73.9496500","PARK AVENUE",,,,,"0","2",,,,,,
"4507863","2022-03-06T00:00:00.000","19:05","69","Brooklyn","0","1","0","40.6274720","-73.9032600","PAERDEGAT AVENUE NORTH",,,,,"0","0",,,,,,
"4508009","2022-03-07T00:00:00.000","04:19","75","Brooklyn","0","1","0","40.6452560","-73.8749540","BELT PARKWAY",,,"907CX2M14154",,"0","0",,,,,,
"4508529","2022-03-08T00:00:00.000","01:00","75","Brooklyn","0","0","1","40.6585770","-73.8906300","PENNSYLVANIA AVENUE","LINDEN BOULEVARD",,,,"0","2",,,,,,
"4508818","2022-03-08T00:00:00.000","19:00","68","Brooklyn","0","1","0","40.6271320","-74.0110860","70 STREET","10 AVENUE",,,,"0","0",,,,,,
"4508528","2022-03-08T00:00:00.000","21:11","88","Brooklyn","0","1","0","40.6860470","-73.9737600",,,"773        FULTON STREET",,,"0","0","302","35","3059333","3021170036","181","BK0203"
"4509718","2022-03-08T00:00:00.000","21:42","77","Brooklyn","0","1","0","40.6705800","-73.9309600",,,"UTICA AVENUE",,,"1","3",,,,,,
"4509189","2022-03-09T00:00:00.000","21:09","66","Brooklyn","0","1","0","40.6443820","-73.9740200",,,"179        OCEAN PARKWAY",,,"0","0","312","40","3124347","3053290062","50402","BK1203"
"4510125","2022-03-10T00:00:00.000","08:50","63","Brooklyn","0","1","0","40.6145400","-73.9254000","EAST 51 STREET","FILLMORE AVENUE",,,,"0","0",,,,,,
"4509929","2022-03-10T00:00:00.000","10:55","67","Brooklyn","0","1","0","40.6523130","-73.9144440",,,"638        EAST 94 STREET",,,"0","0","317","42","3105016","3047530055","930","BK1704"
"4509680","2022-03-10T00:00:00.000","19:05","75","Brooklyn","0","1","0","40.6611670","-73.8796900","ASHFORD STREET","STANLEY AVENUE",,,,"0","0",,,,,,
"4513465","2022-03-10T00:00:00.000","20:30","79","Brooklyn","0","1","0","40.6868250","-73.9388100","MONROE STREET",,,,,"0","1",,,,,,
"4510945","2022-03-11T00:00:00.000","01:38","66","Brooklyn","0","1","0","40.6451760","-73.9923200","38 STREET","10 AVENUE",,,,"0","0",,,,,,
"4509312","2022-03-11T00:00:00.000","14:00","71","Brooklyn","0","1","0","40.6658360","-73.9425350","KINGSTON AVENUE",,,,,"0","0",,,,,,
"4510002","2022-03-11T00:00:00.000","14:40","66","Brooklyn","0","1","0","40.6117020","-73.9704600","AVENUE O","EAST 4 STREET",,,,"0","0",,,,,,
"4511394","2022-03-12T00:00:00.000","11:30","75","Brooklyn","0","1","0",,,"Jackie Robinson parkway","Bushwick ave",,,,"0","0",,,,,,
"4512278","2022-03-12T00:00:00.000","16:15","71","Brooklyn","0","1","0","40.6577070","-73.9407300",,,"569        WINTHROP STREET",,,"0","2","309","40",,,"808","BK0902"
"4510244","2022-03-13T00:00:00.000","00:00","66","Brooklyn","1","1","0","40.6449130","-73.9744300","PROSPECT EXPRESSWAY","CHURCH AVENUE",,,,"2","25",,,,,,
"4511793","2022-03-14T00:00:00.000","08:00","60","Brooklyn","0","1","0","40.5883800","-73.9840000",,,"10         BAY 50 STREET",,,"0","0","313","47","3187037","3069040041","306","BK1301"
"4512638","2022-03-14T00:00:00.000","21:35","72","Brooklyn","0","1","0","40.6481500","-74.0108260","47 STREET","4 AVENUE",,,,"0","0",,,,,,
"4512000","2022-03-15T00:00:00.000","08:19","90","Brooklyn","0","1","0","40.7113230","-73.9472500","LEONARD STREET","GRAND STREET",,,,"0","0",,,,,,
"4510461","2022-03-15T00:00:00.000","09:57","63","Brooklyn","0","1","0","40.6351400","-73.9294800",,,"4901       GLENWOOD ROAD",,,"0","0","318","45","3327655","3047860088","932","BK1702"
"4510515","2022-03-15T00:00:00.000","16:30","90","Brooklyn","0","1","0","40.7012600","-73.9579500",,,"668        BEDFORD AVENUE",,,"0","1","301","33","3060954","3022240027","537","BK0103"
"4510626","2022-03-15T00:00:00.000","22:15","72","Brooklyn","1","1","0","40.6432150","-74.0087050","51 STREET","6 AVENUE",,,,"0","0",,,,,,
"4511171","2022-03-17T00:00:00.000","03:15","72","Brooklyn","0","1","0","40.6510400","-74.0111000","3 AVENUE","44 STREET",,,,"0","1",,,,,,
"4511116","2022-03-17T00:00:00.000","08:14","76","Brooklyn","0","2","0","40.6761930","-74.0013350","HAMILTON AVENUE","WEST 9 STREET",,,,"0","1",,,,,,
"4511881","2022-03-18T00:00:00.000","11:30","71","Brooklyn","1","1","0","40.6668660","-73.9285300","ROCHESTER AVENUE",,,,,"0","2",,,,,,
"4511450","2022-03-18T00:00:00.000","13:20","88","Brooklyn","0","1","0","40.6841600","-73.9690700","FULTON STREET",,,,,"0","0",,,,,,
"4512061","2022-03-18T00:00:00.000","15:15","66","Brooklyn","0","1","0","40.6245100","-73.9883100","58 STREET","17 AVENUE",,,,"0","0",,,,,,
"4511697","2022-03-20T00:00:00.000","00:04","69","Brooklyn","3","1","0","40.6462550","-73.9089050","FOSTER AVENUE","EAST 93 STREET",,,,"0","1",,,,,,
"4512876","2022-03-20T00:00:00.000","18:50","79","Brooklyn","0","1","0","40.6906930","-73.9572800","DE KALB AVENUE","FRANKLIN AVENUE",,,,"0","3",,,,,,
"4513137","2022-03-21T00:00:00.000","15:06","63","Brooklyn","0","1","0","40.6316760","-73.9282600",,,"1668       UTICA AVENUE",,,"0","1","318","45","3214498","3077530064","722","BK1801"
"4512330","2022-03-21T00:00:00.000","20:45","88","Brooklyn","0","1","0","40.6845440","-73.9650900","WASHINGTON AVENUE",,,,,"0","0",,,,,,
"4512733","2022-03-22T00:00:00.000","06:06","83","Brooklyn","0","1","0","40.6968700","-73.9230350","CENTRAL AVENUE",,,,,"0","0",,,,,,
"4512788","2022-03-22T00:00:00.000","23:45","67","Brooklyn","0","1","0","40.6481000","-73.9147400","REMSEN AVENUE",,,,,"0","11",,,,,,
"4514020","2022-03-24T00:00:00.000","22:20","66","Brooklyn","0","1","0","40.6378360","-73.9801900",,,"1566       38 STREET",,,"0","0","312","39","3125855","3053660033","228","BK1202"
"4516175","2022-03-27T00:00:00.000","01:20","71","Brooklyn","0","1","0","40.6698650","-73.9505100","EASTERN PARKWAY","NOSTRAND AVENUE",,,,"0","0",,,,,,
"4514183","2022-03-27T00:00:00.000","22:40","66","Brooklyn","0","1","0","40.6162380","-73.9635700","CONEY ISLAND AVENUE","RODER AVENUE",,,,"0","0",,,,,,
"4514309","2022-03-27T00:00:00.000","22:45","84","Brooklyn","0","1","0","40.6981740","-73.9849600",,,"189        BRIDGE STREET",,,"0","0","302","33","3389367","3001087501","1501","BK0202"
"4515034","2022-03-27T00:00:00.000","22:50","71","Brooklyn","0","1","0","40.6611900","-73.9335860",,,"806        MIDWOOD STREET",,,"0","0","309","41","3323070","3045900051","88001","BK0902"
"4514341","2022-03-28T00:00:00.000","18:27","63","Brooklyn","0","1","0","40.6153370","-73.9400800","AVENUE P","EAST 34 STREET",,,,"0","0",,,,,,
"4515722","2022-03-29T00:00:00.000","12:23","83","Brooklyn","0","1","0","40.7043080","-73.9192400","DE KALB AVENUE","WYCKOFF AVENUE",,,,"0","0",,,,,,
"4516558","2022-03-31T00:00:00.000","01:30","61","Brooklyn","0","1","0","40.5850560","-73.9288940","BELT PARKWAY",,,"907CX2M14096",,"0","3",,,,,,
"4515183","2022-03-31T00:00:00.000","13:00","73","Brooklyn","0","1","0","40.6609840","-73.9087900",,,"211        RIVERDALE AVENUE",,,"0","0","316","41","3398176","3035890001","916","BK1602"
"4515100","2022-03-31T00:00:00.000","13:45","69","Brooklyn","0","1","0","40.6472240","-73.9117660","EAST 92 STREET","AVENUE D",,,,"0","1",,,,,,
"4515571","2022-03-31T00:00:00.000","15:29","66","Brooklyn","0","1","0","40.6480400","-73.9719900",,,"830        CATON AVENUE",,,"0","0","312","40","3124405","3053310013","50402","BK1203"
"4491530","2022-01-01T00:00:00.000","06:45","18","Manhattan","0","1","0","40.7564960","-73.9723700","LEXINGTON AVENUE","EAST 50 STREET",,,,"0","1",,,,,,
"4491637","2022-01-01T00:00:00.000","17:07","18","Manhattan","0","1","0","40.7678150","-73.9895100","WEST 55 STREET","10 AVENUE",,,,"0","0",,,,,,
"4491575","2022-01-02T00:00:00.000","04:36","19","Manhattan","1","1","0","40.7612720","-73.9557100","FDR DRIVE",,,"907LX4M11062",,"0","1",,,,,,
"4491667","2022-01-02T00:00:00.000","16:30","22","Manhattan","0","1","0",,,,,"61         EAST DRIVE",,,"0","0",,,,,,
"4493811","2022-01-03T00:00:00.000","22:06","23","Manhattan","0","1","0","40.7905500","-73.9482800",,,"126        EAST 103 STREET",,,"0","0","111","8","1051901","1016300061","166","MN1101"
"4493108","2022-01-08T00:00:00.000","14:00","14","Manhattan","2","1","0","40.7493670","-73.9846950",,,"7          WEST 35 STREET",,,"0","0","105","4","1015897","1008370036","84","MN0502"
"4493461","2022-01-09T00:00:00.000","12:08","25","Manhattan","0","1","0","40.8076000","-73.9371900","EAST 129 STREET","PARK AVENUE",,,,"0","0",,,,,,
"4493373","2022-01-09T00:00:00.000","13:55","1","Manhattan","0","1","0","40.7152370","-74.0133900","MURRAY STREET","WEST STREET",,,,"0","2",,,,,,
"4493696","2022-01-09T00:00:00.000","19:03","23","Manhattan","0","1","0","40.7851900","-73.9493400","3 AVENUE","EAST 96 STREET",,,,"1","3",,,,,,
"4495680","2022-01-09T00:00:00.000","19:20","33","Manhattan","0","1","0","40.8423100","-73.9351500","AMSTERDAM AVENUE","WEST 172 STREET",,,,"0","0",,,,,,
"4493437","2022-01-09T00:00:00.000","22:01","23","Manhattan","0","1","0","40.7924350","-73.9342650","FDR DRIVE",,,"907LX4M11087",,"0","1",,,,,,
"4494148","2022-01-12T00:00:00.000","13:52","22","Manhattan","0","1","0",,,,,"90         WEST DRIVE",,,"0","0",,,,,,
"4494994","2022-01-12T00:00:00.000","19:40","34","Manhattan","0","1","0","40.8613100","-73.9212400","WEST 202 STREET","10 AVENUE",,,,"0","0",,,,,,
"4494421","2022-01-13T00:00:00.000","19:30","18","Manhattan","0","1","0","40.7635900","-73.9814400","7 AVENUE","WEST 54 STREET",,,,"0","0",,,,,,
"4495174","2022-01-14T00:00:00.000","18:58","23","Manhattan","0","1","0","40.7883200","-73.9410250","EAST 104 STREET","1 AVENUE",,,,"0","0",,,,,,
"4495777","2022-01-15T00:00:00.000","13:20","18","Manhattan","0","1","0","40.7675930","-73.9928600",,,"553        WEST 53 STREET",,,"0","0","104","3","1088726","1010827501","13501","MN0402"
"4495187","2022-01-16T00:00:00.000","11:08","10","Manhattan","0","0","1","40.7576940","-74.0005950","WEST 37 STREET","11 AVENUE",,,,"0","0",,,,,,
"4497675","2022-01-16T00:00:00.000","19:00","5","Manhattan","0","1","0","40.7166440","-73.9958200","BOWERY","CANAL STREET",,,,"1","2",,,,,,
"4495359","2022-01-16T00:00:00.000","22:50","18","Manhattan","0","1","0","40.7653100","-73.9913400","10 AVENUE",,,,,"0","0",,,,,,
"4495268","2022-01-17T00:00:00.000","13:00","25","Manhattan","0","1","0","40.8008270","-73.9379350",,,"2212       3 AVENUE",,,"0","1","111","8","1087272","1017697501","196","MN1102"
"4496548","2022-01-19T00:00:00.000","11:46","10","Manhattan","1","1","0",,,"42 street","Dyer ave",,,,"0","0",,,,,,
"4495984","2022-01-19T00:00:00.000","14:55","6","Manhattan","0","1","0","40.7334330","-73.9955000","WEST 10 STREET",,,,,"0","0",,,,,,
"4499311","2022-01-19T00:00:00.000","21:30","9","Manhattan","1","1","0","40.7237850","-73.9759800",,,"113        AVENUE D",,,"1","1","103","2","1004537","1003780039","2602","MN0303"
"4496107","2022-01-19T00:00:00.000","22:10","19","Manhattan","0","1","0","40.7814800","-73.9562500","EAST 88 STREET","PARK AVENUE",,,,"0","0",,,,,,
"4497100","2022-01-20T00:00:00.000","17:36","22","Manhattan","0","1","0","40.7809680","-73.9612100",,,"3          TRANSVERSE ROAD NUMBER THREE",,,"0","0",,,,,,
"4496541","2022-01-21T00:00:00.000","16:20","13","Manhattan","0","0","1","40.7432630","-73.9820200","EAST 29 STREET","LEXINGTON AVENUE",,,,"0","0",,,,,,
"4497727","2022-01-21T00:00:00.000","22:20","28","Manhattan","0","1","0","40.8077700","-73.9454900","WEST 125 STREET","LENOX AVENUE",,,,"1","3",,,,,,
"4497711","2022-01-22T00:00:00.000","07:15","9","Manhattan","1","2","0","40.7259300","-73.9946600","LAFAYETTE STREET","BLEECKER STREET",,,,"0","0",,,,,,
"4496983","2022-01-23T00:00:00.000","02:55","13","Manhattan","0","1","0","40.7419700","-73.9808650","EAST 28 STREET","3 AVENUE",,,,"0","0",,,,,,
"4498304","2022-01-23T00:00:00.000","22:30","1","Manhattan","2","1","0",,,"BROOKLYN BATTERY TUNNEL",,,,,"0","0",,,,,,
"4497268","2022-01-24T00:00:00.000","06:34","19","Manhattan","0","0","1","40.7723300","-73.9587250","3 AVENUE","EAST 76 STREET",,,,"0","0",,,,,,
"4497700","2022-01-24T00:00:00.000","07:45","9","Manhattan","0","1","0","40.7313500","-73.9825600","EAST 14 STREET",,,,,"0","0",,,,,,
"4497539","2022-01-26T00:00:00.000","09:42","17","Manhattan","1","1","0","40.7431000","-73.9740140","1 AVENUE",,,,,"0","0",,,,,,
"4497577","2022-01-26T00:00:00.000","13:50","26","Manhattan","0","1","0","40.8163600","-73.9540940","AMSTERDAM AVENUE","WEST 131 STREET",,,,"0","1",,,,,,
"4498672","2022-01-28T00:00:00.000","00:30","19","Manhattan","1","2","0","40.7688750","-73.9489800","FDR DRIVE",,,"907LX4M12068",,"0","11",,,,,,
