"inspection_type","job_ticket_or_work_order_id","job_id","job_progress","bbl","boro_code","block","lot","house_number","street_name","zip_code","x_coord","y_coord","latitude","longitude","borough","inspection_date","result","approved_date","location","community_board","council_district","census_tract","bin","nta"
"BAIT","2522935","PC7434374","4",,"4","01320","0064","null","ROOSEVELT AVENUE","11377",,,"40.744124694441","-73.9133077745293","Queens","2014-12-26T13:20:41.000","Monitoring visit","2014-12-29T12:24:03.000","
,  
(40.744124694441, -73.9133077745293)",,,,,
"Initial","12603284","PC6956800","1",,"2","05437","0120",,"LOGAN AVENUE","10465","1034328","240359","40.8262638439777","-73.8190518880242","Bronx","2019-04-25T16:19:10.000","Passed","2019-05-02T16:18:44.000","
,  
(40.8262638439777, -73.8190518880242)",,,,,
"Compliance","12812668","PC7088179","2","3060090019","3","06009","0019","538","82 STREET","11209","977653","166513","40.623706881833","-74.023764509787","Brooklyn","2012-03-08T15:20:06.000","Passed","2012-03-09T10:52:04.000","
,  
(40.623706881833, -74.023764509787)","10","43","142","3152169","Bay Ridge"
"Initial","11732348","PC6991570","1",,"3","03699","0033",,"GLENMORE AVENUE","11207","1011908","184363","40.6727723548729","-73.9002940577454","Brooklyn","2011-04-28T13:45:49.000","Passed","2011-05-02T11:04:50.000","
,  
(40.6727723548729, -73.9002940577454)",,,,,
"Initial","13266240","PC7741370","1",,"3","01968","0142","LEXINGTON","AVENUE","0",,,,,"Brooklyn","2021-07-27T15:17:00.000","Passed","2021-08-02T12:52:36.000",,"11","5","166",,"East Harlem (South)"
"Initial","13648039","PC8114471","1","5010090021","1","00542","0026","6","AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-05-19T16:05:48.000","Rat Activity","2023-05-22T10:54:19.000","
,  
(0.0, 0.0)","1","49","20702","5023795","Port Richmond"
"Compliance","13688480","PC8100837","2",,"2","03211","0004","DR","M L KING JR BLVD","10453",,,,,"Bronx","2023-07-20T11:50:00.000","Rat Activity","2023-07-26T09:28:01.000",,,,,,
"Initial","13426123","PC7899910","1",,"3","01968","0141","LEXINGTON","AVENUE","0",,,,,"Brooklyn","2022-07-08T11:55:44.000","Passed","2022-07-12T11:49:40.000",,"11","5","166",,"East Harlem (South)"
"Initial","11303546","PC7383742","1",,"4","03829","0165","78-02","79 LANE","11385","1020450","196059","40.704732217001","-73.86943683279","Queens","2014-07-07T13:55:45.000","Passed","2014-07-10T15:12:08.000","
,  
(40.704732217001, -73.86943683279)","5","32","635",,"Glendale"
"Initial","13300366","PC7783572","1",,"1","00389","0040","EAST","6 STREET","10009",,,,,"Manhattan","2021-11-30T11:33:43.000","Passed","2021-12-01T09:56:05.000",,,,,,
"Initial","12690415","PC6938741","1",,"2","02720","0013",,"FOX STREET","0","1012304","236183","40.8148992346794","-73.898651565913","Bronx","2019-12-06T11:33:27.000","Passed","2019-12-11T10:04:08.000","
,  
(40.8148992346794, -73.898651565913)",,,,,
"Compliance","13031482","PC6835560","2",,"2","04320","0041",,"WALLACE AVENUE","10462","1021581","251156","40.8559628698898","-73.8650511694152","Bronx","2018-07-30T10:25:49.000","Rat Activity","2018-08-01T09:23:51.000","
,  
(40.8559628698898, -73.8650511694152)",,,,,
"Initial","13704194","PC8175838","1",,"2","02761","0097","0000","BRYANT AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-08-22T13:44:48.000","Rat Activity","2023-08-24T11:56:01.000","
,  
(0.0, 0.0)",,,,,
"Initial","13197735","PC7665008","1",,"1","373","0012","000","East 4 STREET",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2020-12-23T10:40:38.000","Passed","2020-12-24T09:24:34.000","
,  
(0.0, 0.0)",,,,,
"BAIT","2809543","PC7736798","1",,"2","02511","0001","0000","OGDEN AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2021-07-21T11:05:00.000","Bait applied","2021-07-22T09:11:23.000","
,  
(0.0, 0.0)",,,,,
"Initial","13563360","PC8024996","1",,"3","08166","0033","1371","FARRAGUT ROAD",,,,"0.00000000000000000000","0.00000000000000000000","Brooklyn","2023-01-20T16:12:07.000","Passed","2023-01-23T12:26:38.000","
,  
(0.0, 0.0)",,,,,
"Initial","11444666","PC7285382","1",,"3","3692","19","000","Liberty Avenue",,"1010138","184443","0.00000000000000000000","0.00000000000000000000","Brooklyn","2018-10-18T10:35:36.000","Rat Activity","2018-10-19T10:57:08.000","
,  
(0.0, 0.0)",,,,,
"Initial","13347075","PC7775289","1","3060450035","3","06045","0035","474","86 STREET","11209","0","0","40.621913837099","-74.026930223543","Brooklyn","2022-03-15T09:46:00.000","Passed","2022-03-16T06:50:26.000",,"10","47","160","3153547","Bay Ridge"
"Initial","11477038","PC7275165","1","3070870052","3","7087","52","305","AVENUE T","11223","0","0","40.599236548225","-73.973629910542","Brooklyn","2019-10-30T15:45:33.000","Passed","2019-11-01T10:54:47.000",,"11","44","410","3190448","Gravesend (West)"
"Initial","11944083","PC6171341","1",,"1","01915","0037",,"WEST 131 STREET","10027","999918","234972","40.8116052879753","-73.9433992676346","Manhattan","2013-10-02T11:08:00.000","Passed","2013-10-08T12:40:17.000","
,  
(40.8116052879753, -73.9433992676346)",,,,,
"Initial","11481519","PC7348290","1",,"3","7103","1","NULL","AVENUE T","11223","991773","157624",,,"Brooklyn","2020-01-08T09:40:05.000","Passed","2020-01-08T14:40:42.000",,,,,,
"BAIT","2901117","PC7929666","21",,"1","02053","0094","0000","EDGECOMBE AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-05-21T16:20:00.000","Bait applied","2023-05-23T12:42:05.000","
,  
(0.0, 0.0)",,,,,
"Initial","13175997","PC7622939","1","3061030013","3","06103","0013","326","92 STREET","11209","975416","164853","40.619148584628","-74.031820719984","Brooklyn","2020-08-17T11:00:24.000","Passed","2020-08-21T14:56:31.000","
,  
(40.619148584628, -74.031820719984)","10","47","58","3155101","Bay Ridge"
"BAIT","2793662","PC7622979","4","1009130007","9","00913","0007","210","EAST 33 STREET","10016",,,,,,"2020-11-04T10:00:53.000","Bait applied","2020-11-06T09:30:49.000",,"6","2","7002","1020080","Murray Hill-Kips Bay"
"Initial","12563245","PC6455079","1",,"1","00558","0005","121","PARK AVENUE SOUTH",,"987114","206330","0.00000000000000000000","0.00000000000000000000","Manhattan","2019-02-19T11:02:58.000","Passed","2019-02-20T12:09:11.000","
,  
(0.0, 0.0)",,,,,
"Initial","12280968","PC6919399","1",,"2","03275","0019",,,"0","1014190","253598","40.8626929444737","-73.891759422473","Bronx","2017-04-27T15:30:03.000","Passed","2017-05-08T11:31:11.000","
,  
(40.8626929444737, -73.891759422473)",,,,,
"BAIT","2830800","PC7780666","6",,"3","02097","0007",,,"11217",,,,,"Brooklyn","2022-02-04T10:14:39.000","Bait applied",,,,,,,
"Initial","13233979","PC7706945","1","3033050136","3","03305","0136","104","BLEECKER STREET","11221",,,"40.695002676106","-73.921320187771","Brooklyn","2021-05-26T11:29:41.000","Passed","2021-05-27T16:31:01.000","
,  
(40.695002676106, -73.921320187771)","4","34","419","3393070","Bushwick (East)"
"BAIT","2841662","PC7829393","2",,"1","00387","0155","000","East  5 STREET",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2022-04-23T11:40:00.000","Monitoring visit","2022-04-28T12:43:49.000","
,  
(0.0, 0.0)",,,,,
"Initial","12663291","PC7250497","1",,"3","01237","0085",,"PARK PLACE","11213","1000676","184629","40.6734242469945","-73.9407855031757","Brooklyn","2019-09-26T11:25:41.000","Passed","2019-10-07T08:47:10.000","
,  
(40.6734242469945, -73.9407855031757)",,,,,
"Initial","13689602","PC8157819","1",,"1","02008","0026","WEST","139 STREET","10030",,,,,"Manhattan","2023-07-27T15:10:43.000","Passed","2023-07-31T14:59:32.000",,,,,,
"Initial","13647562","PC8112181","1",,"3","03139","0035","MONTIETH","STREET","11206",,,,,"Brooklyn","2023-05-18T10:13:25.000","Passed","2023-05-19T09:28:56.000",,,,,,
"Initial","13287919","PC7766262","1",,"3","03137","0001",,,"11206",,,,,"Brooklyn","2021-09-09T12:33:42.000","Rat Activity","2021-09-15T13:30:27.000",,,,,,
"Initial","11605945","PC6963002","1",,"2","2420","170","NULL","PARK AVENUE","10451","0","0",,,"Bronx","2019-12-28T11:18:23.000","Passed","2019-12-30T11:17:30.000",,,,,,
"BAIT","2733174","PC7214352","5",,"3","01149","0013",,"BERGEN STREET","11238","995698","185981","40.6771453916792","-73.9587258437206","Brooklyn","2019-03-29T09:55:57.000","Bait applied","2019-04-05T08:40:25.000","
,  
(40.6771453916792, -73.9587258437206)",,,,,
"Compliance","12807134","PC6684091","2","2030680099","2","03068","0099","607","EAST TREMONT AVENUE","10457","1013826","247637","40.846325743475","-73.893099806214","Bronx","2012-01-06T10:30:14.000","Passed","2012-01-09T10:09:57.000","
,  
(40.846325743475, -73.893099806214)","6","17","373","2011993","Tremont"
"BAIT","2913980","PC8086425","4",,"3","01204","0076",,,"11213",,,,,"Brooklyn","2023-08-04T08:30:09.000","Bait applied","2023-08-04T14:39:52.000",,,,,,
"BAIT","2794358","PC7598940","3",,"2","03149","0106","VALENTINE","AVENUE","10457",,,,,"Bronx","2020-11-18T08:45:59.000","Bait applied","2020-11-23T09:17:56.000",,,,,,
"Initial","13703148","PC8174441","1",,"2","02724","0115","0000","SIMPSON STREET",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-08-18T13:43:00.000","Rat Activity","2023-08-24T13:04:45.000","
,  
(0.0, 0.0)",,,,,
"STOPPAGE","2914601","PC8155817","2",,"1","00347","0046","DELANCEY","STREET","10002",,,,,"Manhattan","2023-08-08T12:15:00.000","Stoppage done",,,,,,,
"Initial","13190689","PC7653913","1",,"4","00708","0067",,,"11103",,,,,"Queens","2020-11-04T11:49:00.000","Rat Activity","2020-11-05T10:03:03.000",,,,,,
"Initial","12550256","PC6442973","1",,"1","01943","0029","2159","********************",,"996566","232476","0.00000000000000000000","0.00000000000000000000","Manhattan","2019-01-16T11:01:11.000","Passed","2019-01-17T09:54:35.000","
,  
(0.0, 0.0)",,,,,
"Initial","11493360","PC7343155","1","4024920262","4","02492","0262","52-49","79 STREET","11373","1015763","206247","40.73271389025","-73.886293614958","Queens","2009-11-06T08:35:45.000","Passed","2009-11-09T10:19:00.000","
,  
(40.73271389025, -73.886293614958)","4","25","499","4058174","Elmhurst"
"Initial","11530240","PC6603215","1",,"2","03937","7501","65","WOOD ROAD",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2012-02-13T14:45:37.000","Passed","2012-03-05T14:56:32.000","
,  
(0.0, 0.0)",,,,,
"Initial","11789213","PC6579302","1",,"2","02511","0001",,"OGDEN AVENUE","10452","1003503","241756","40.8302175222059","-73.9304289164274","Bronx","2012-02-21T09:50:44.000","Passed","2012-02-23T08:37:35.000","
,  
(40.8302175222059, -73.9304289164274)",,,,,
"Compliance","13701410","PC8116166","2",,"2","03874","0045","EAST","174 STREET","10472",,,,,"Bronx","2023-08-15T13:50:40.000","Failed for Other R","2023-08-16T15:56:45.000",,,,,,
"BAIT","2822914","PC7760976","4",,"3","01818","0069",,,"11216",,,,,"Brooklyn","2021-11-17T11:30:42.000","Bait applied",,,,,,,
"Compliance","13497416","PC7931613","2",,"2","04660","0020","EAST","213 STREET","10467",,,,,"Bronx","2022-10-12T10:10:38.000","Rat Activity","2022-10-25T15:54:36.000",,,,,,
"Initial","12074911","PC6218869","1",,"1","01832","0001","741","WEST 96 STREET",,"993419","228209","0.00000000000000000000","0.00000000000000000000","Manhattan","2015-05-13T15:22:04.000","Passed","2015-05-18T11:17:14.000","
,  
(0.0, 0.0)",,,,,
"Initial","11413139","PC7439832","1","4031070118","4","03107","0118","88-59","62 DRIVE","11374","1020694","203956","40.72640662354","-73.868513877538","Queens","2017-10-26T08:50:22.000","Passed","2017-10-30T12:16:44.000","
,  
(40.72640662354, -73.868513877538)","6","30","695","4072989","Rego Park"
"Initial","12628080","PC7245750","1",,"3","03201","0046",,"WILLOUGHBY AVENUE","11237","1006367","196931","40.7071816388839","-73.9202268530872","Brooklyn","2019-06-20T11:00:01.000","Passed","2019-06-25T08:47:57.000","
,  
(40.7071816388839, -73.9202268530872)",,,,,
"Initial","12515238","PC6422562","1",,"1","01895","0063",,"WEST 114 STREET","10025","993779","233207","40.8067723378763","-73.9655767224878","Manhattan","2018-11-05T15:28:33.000","Passed","2018-11-14T08:41:17.000","
,  
(40.8067723378763, -73.9655767224878)",,,,,
"Initial","13701289","PC8172391","1",,"3","01768","0120",,,"11206",,,,,"Brooklyn","2023-08-15T15:02:00.000","Passed","2023-08-16T14:52:13.000",,,,,,
"Initial","13531313","PC8000638","1",,"3","01998","0024",,,"11216",,,,,"Brooklyn","2022-11-28T15:49:23.000","Passed","2022-11-30T11:37:17.000",,,,,,
"Initial","11535906","PC7513472","1",,"5","03349","0002","0","HURLBERT STREET",,,,"0.00000000000000000000","0.00000000000000000000","Staten Island","2012-08-01T11:52:54.000","Failed for Other R","2012-08-02T11:45:23.000","
,  
(0.0, 0.0)",,,,,
"Initial","13530587","PC7999342","1",,"3","03402","7501",,,"11207",,,,,"Brooklyn","2022-11-29T12:45:02.000","Rat Activity","2022-12-06T21:44:17.000",,,,,,
"Initial","11859291","PC6644645","1",,"2","03273","0342",,"EAST 191 STREET","10458","1016199","252364","40.8592988701403","-73.8845019450109","Bronx","2012-07-25T13:02:46.000","Passed","2012-07-26T08:51:15.000","
,  
(40.8592988701403, -73.8845019450109)",,,,,
"Initial","13699153","PC8170423","1",,"2","03211","0001","0000","AQUEDUCT AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-08-10T14:30:00.000","Rat Activity","2023-08-17T10:44:30.000","
,  
(0.0, 0.0)",,,,,
"Initial","13692941","PC8164851","1",,"2","02517","0028","0000","WEST 169 STREET",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-08-03T10:41:37.000","Passed","2023-08-04T12:08:37.000","
,  
(0.0, 0.0)",,,,,
"Initial","12176296","PC6958085","1",,"2","02897","0143","1628","EAST 173 STREET",,"1011078","246116","0.00000000000000000000","0.00000000000000000000","Bronx","2016-07-25T11:27:51.000","Passed","2016-07-29T13:34:16.000","
,  
(0.0, 0.0)",,,,,
"Initial","13444900","PC7912430","1",,"2","02500","0001","EAST","161 STREET","0",,,,,"Bronx","2022-08-03T11:04:33.000","Rat Activity","2022-08-05T11:29:19.000",,,,,,
"Compliance","13689444","PC8109211","2",,"2","02537","0007","UNDERCLIFF","AVENUE","10452",,,,,"Bronx","2023-07-27T10:00:01.000","Failed for Other R","2023-07-28T10:48:50.000",,,,,,
"Initial","13302701","PC7785149","1",,"1","00592","0087","000","CHRISTOPHER STREET",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2021-12-06T15:10:50.000","Rat Activity","2021-12-07T09:05:19.000","
,  
(0.0, 0.0)",,,,,
"BAIT","2807978","PC7679232","3","3053610078","9","05361","0078","211","East 9 Street","11218",,,,,,"2021-07-01T11:25:23.000","Bait applied","2021-07-07T09:36:01.000",,"12","40","492","3125661","Kensington"
"Initial","13498625","PC7971771","1",,"3","06548","0047",,,"11204",,,,,"Brooklyn","2022-10-13T12:25:59.000","Failed for Other R","2022-10-17T10:24:57.000",,,,,,
"Initial","12315144","PC6815126","1",,"2","02759","0350",,"EDGEWATER ROAD","0","1016155","240528","40.8268104478714","-73.8847177065872","Bronx","2017-08-14T16:00:12.000","Passed","2017-08-15T11:12:18.000","
,  
(40.8268104478714, -73.8847177065872)",,,,,
"Initial","11604791","PC6518595","1",,"1","00115","0001","null","MADISON STREET","10038",,,"40.7114701038465","-74.0004183267729","Manhattan","2019-11-25T11:45:12.000","Passed","2019-11-26T15:08:25.000","
,  
(40.7114701038465, -74.0004183267729)",,,,,
"Initial","12654239","PC6507539","1",,"1","02045","0028",,"WEST 146 STREET","10039","1000356","239457","40.8239163318383","-73.9418034415485","Manhattan","2019-08-30T10:32:00.000","Passed","2019-09-06T14:51:28.000","
,  
(40.8239163318383, -73.9418034415485)",,,,,
"BAIT","2792277","PC7632278","4",,"3","01240","0020",,,"11216",,,,,"Brooklyn","2020-09-23T09:42:07.000","Bait applied",,,,,,,
"Initial","13145505","PC7572018","1","2025120041","2","02512","0041","1011","NELSON AVENUE","10452",,,"40.833107118025","-73.928495673072","Bronx","2020-03-02T14:50:49.000","Passed","2020-03-04T10:53:45.000","
,  
(40.833107118025, -73.928495673072)","4","16","189","2003223","Highbridge"
"Compliance","13695180","PC8075949","2","3024210008","3","02421","0008","266","SOUTH    2 STREET","11211","0","0","40.711451868083","-73.957151483342","Brooklyn","2023-08-07T14:30:57.000","Passed","2023-08-08T09:59:33.000",,"1","34","523","3063169","Williamsburg"
"Initial","13698942","PC8170184","1",,"1","00544","0075","000","3 AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-08-10T08:00:24.000","Rat Activity","2023-08-11T10:43:58.000","
,  
(0.0, 0.0)",,,,,
"Initial","13700128","PC8171333","1",,"2","02438","0010","0000","MORRIS AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-08-11T14:40:50.000","Rat Activity","2023-08-17T10:32:31.000","
,  
(0.0, 0.0)",,,,,
"Initial","11908284","PC6690423","1","2029920034","2","02992","0034","1928","DALY AVENUE","10460","1016335","245668","40.840962332351","-73.884394782932","Bronx","2013-04-08T11:24:48.000","Passed","2013-04-10T14:21:39.000","
,  
(40.840962332351, -73.884394782932)","6","17","359","2010696","West Farms"
"Compliance","13201607","PC7646080","2",,"4","03473","0014",,,"11385",,,,,"Queens","2021-01-19T12:40:14.000","Failed for Other R","2021-01-20T12:26:01.000",,,,,,
"BAIT","2785630","PC7562349","1",,"1","01892","0045",,,"10025",,,,,"Manhattan","2020-02-12T09:42:00.000","Monitoring visit","2020-02-13T08:48:28.000",,,,,,
"Initial","13326876","PC7806630","1",,"2","03110","0030","0000","MAPES AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2022-02-08T11:16:38.000","Passed","2022-02-09T09:01:47.000","
,  
(0.0, 0.0)",,,,,
"Initial","12315152","PC6814283","1",,"2","02759","0001",,"GARRISON AVENUE","0","1016239","238789","40.8220380030997","-73.8844206894274","Bronx","2017-08-14T13:32:07.000","Passed","2017-08-15T11:14:23.000","
,  
(40.8220380030997, -73.8844206894274)",,,,,
"Initial","11593435","PC7398920","1",,"4","15751","0034","000","CORNAGA AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Queens","2018-12-04T09:45:40.000","Rat Activity","2018-12-06T15:33:40.000","
,  
(0.0, 0.0)",,,,,
"BAIT","2533065","PC6518535","1",,"1","00379","0001","709","AVENUE C",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2015-05-20T12:00:29.000","Bait applied","2015-05-27T12:25:45.000","
,  
(0.0, 0.0)","12","40","494",,"Kensington"
"Initial","13444367","PC7915870","1",,"2","02871","0106","CROMWELL","AVENUE","10452",,,,,"Bronx","2022-08-03T15:30:47.000","Passed","2022-08-04T09:12:35.000",,,,,,
"Initial","11719276","PC6119732","1",,"1","01997","0061","2293","JOE DIMAGGIO HIGHWAY",,"995433","237462","0.00000000000000000000","0.00000000000000000000","Manhattan","2011-04-04T15:19:30.000","Passed","2011-04-13T13:14:51.000","
,  
(0.0, 0.0)",,,,,
"Initial","13528145","PC7992788","1",,"3","01691","0067","MARION","STREET","11233",,,,,"Brooklyn","2022-11-23T12:42:27.000","Passed","2022-11-28T08:42:40.000",,,,,,
"Initial","13704984","PC8176808","1",,"2","03794","0052",,,"10472",,,,,"Bronx","2023-08-23T15:20:29.000","Rat Activity","2023-08-24T15:49:05.000",,,,,,
"Initial","13440413","PC7908366","1","2029620052","2","02962","0052","763","JENNINGS STREET","10459",,,"40.831884218889","-73.897528123208","Bronx","2022-07-28T16:00:00.000","Passed","2022-07-29T10:01:26.000","
,  
(40.831884218889, -73.897528123208)","3","16","151","2010204","Morrisania"
"Initial","11904807","PC6707086","1","2028910011","2","02891","0011","1758","CLAY AVENUE","10457","1010667","247300","40.845589434904","-73.904764614463","Bronx","2013-03-19T11:32:57.000","Passed","2013-03-25T07:56:36.000","
,  
(40.845589434904, -73.904764614463)","5","14","231","2009353","Mount Hope"
"Initial","13170019","PC7585664","1","2025080021","2","02508","0021","1044","WOODYCREST AVENUE","10452",,,"40.833454978715","-73.927346134159","Bronx","2020-07-27T08:50:42.000","Passed","2020-07-27T15:17:54.000","
,  
(40.833454978715, -73.927346134159)","4","16","189","2003139","Highbridge"
"Initial","13702167","PC8173456","1",,"2","03212","0001","0000","AQUEDUCT AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2023-08-15T10:45:00.000","Rat Activity","2023-08-17T10:23:40.000","
,  
(0.0, 0.0)",,,,,
"Initial","11501921","PC7477841","1",,"5","06166","0066","000","ARTHUR KILL ROAD",,"925439","141989","0.00000000000000000000","0.00000000000000000000","Staten Island","2010-05-04T11:35:26.000","Failed for Other R","2010-05-05T09:43:38.000","
,  
(0.0, 0.0)",,,,,
"Initial","13138786","PC7575202","1",,"1","02009","0064",,,"10030",,,,,"Manhattan","2020-02-20T11:18:05.000","Rat Activity","2020-02-21T12:31:15.000",,,,,,
"Initial","13329689","PC7807087","1",,"1","01880","0056","WEST","109 STREET","10025",,,,,"Manhattan","2022-02-14T12:02:00.000","Passed","2022-02-15T09:33:58.000",,,,,,
"Initial","13687830","PC8155834","1",,"1","00389","0040","EAST","6 STREET","10009",,,,,"Manhattan","2023-07-25T10:50:59.000","Passed","2023-07-26T14:19:59.000",,,,,,
"Initial","11626770","PC6090303","1",,"1","00345","0016",,"EAST HOUSTON STREET","10002","989081","201911",,,"Manhattan","2010-03-19T15:35:45.000","Passed","2010-03-22T16:49:32.000",,,,,,
"STOPPAGE","2915254","PC8161319","1","1021390350","1","02139","0350","720","WEST 172ND",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-08-11T12:00:00.000","Stoppage done","2023-08-14T09:00:51.000","
,  
(0.0, 0.0)","12","10","255","1063444","Washington Heights (South)"
"Initial","13139006","PC7575255","1",,"3","03426","0042",,,"11207",,,,,"Brooklyn","2020-02-21T14:13:34.000","Rat Activity","2020-03-24T12:53:19.000",,,,,,
"Initial","11229505","PC7016412","1","3067410032","3","06741","0032","1212","ELM AVENUE","11230","994675","164059","40.616967489953","-73.962449611994","Brooklyn","2011-09-06T14:02:22.000","Passed","2011-09-09T10:02:51.000","
,  
(40.616967489953, -73.962449611994)","14","44","768","3180794","Midwood"
"Initial","13701455","PC8172795","1",,"5","05023","0033",,,"10306",,,,,"Staten Island","2023-08-15T13:00:11.000","Failed for Other R","2023-08-16T10:34:01.000",,,,,,
"Initial","12006660","PC6740263","1",,"2","02445","0028","251","MORRIS AVENUE",,"1006883","240597","0.00000000000000000000","0.00000000000000000000","Bronx","2014-07-10T12:31:02.000","Passed","2014-07-17T14:39:08.000","
,  
(0.0, 0.0)",,,,,
"Compliance","13347421","PC7805243","2",,"3","05931","0073",,,"11209",,,,,"Brooklyn","2022-03-16T14:00:59.000","Passed","2022-03-17T13:01:40.000",,,,,,
"Initial","13473708","PC7938928","1","2025240049","2","02524","0049","992","SUMMIT AVENUE","10452",,,"40.832888686622","-73.930364187049","Bronx","2022-09-13T14:56:08.000","Passed","2022-09-14T13:44:58.000","
,  
(40.832888686622, -73.930364187049)","4","8","189","2003448","Highbridge"
"BAIT","2827127","PC7769472","11",,"1","00401","0025","000","East 6 STREET",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2021-12-05T15:50:00.000","Bait applied",,"
,  
(0.0, 0.0)",,,,,
"Initial","13566091","PC7916330","1","1007590025","1","00759","0025","327","WEST  35 STREET","10001","0","0","40.753358559816","-73.994160057241","Manhattan","2023-01-25T16:12:25.000","Passed","2023-02-16T07:31:11.000",,"4","3","111","1013569","Chelsea-Hudson Yards"
"BAIT","2866363","PC7973863","2",,"3","01607","0045",,,"11221",,,,,"Brooklyn","2022-11-07T10:05:32.000","Bait applied","2022-11-09T09:03:37.000",,,,,,
"Compliance","13611764","PC8038496","2","2028910006","2","02891","0006","1744","CLAY AVENUE","10457",,,"40.845383594904","-73.90478298216","Bronx","2023-03-31T10:29:17.000","Passed","2023-04-05T12:51:16.000","
,  
(40.845383594904, -73.90478298216)","5","14","231","2009351","Mount Hope"
"Initial","13694525","PC8158531","1","5010080061","1","01922","0036","7","AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-08-04T13:28:58.000","Rat Activity","2023-08-08T13:03:04.000","
,  
(0.0, 0.0)","1","49","20702","5023781","Port Richmond"
"BAIT","2917046","PC7858520","6","3051670028","3","05167","0028","2444","BEDFORD AVENUE","11226","0","0","40.643912948902","-73.954647407081","Brooklyn","2023-08-24T10:00:53.000","Monitoring visit","2023-08-24T15:52:59.000",,"14","40","79201","3118966","Flatbush"
"Initial","13703549","PC8175075","1",,"1","01994","0001","000","RIVERSIDE DRIVE",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2023-08-21T08:00:46.000","Rat Activity","2023-08-22T09:35:14.000","
,  
(0.0, 0.0)",,,,,
"Initial","13238999","PC7715875","1",,"2","02889","0014","0000","CLAY AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Bronx","2021-06-07T11:50:17.000","Passed","2021-06-08T08:58:45.000","
,  
(0.0, 0.0)",,,,,
"STOPPAGE","2835968","PC7766272","3",,"1","00544","0075","000","3 AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Manhattan","2022-03-14T09:20:00.000","Stoppage done",,"
,  
(0.0, 0.0)",,,,,
"Initial","11914046","PC7543807","1",,"1","01852","0002","779","WEST 97 STREET",,"992823","229065","0.00000000000000000000","0.00000000000000000000","Manhattan","2013-05-01T11:42:11.000","Passed","2013-05-06T09:54:52.000","
,  
(0.0, 0.0)",,,,,
"Initial","13466150","PC7936276","1",,"3","01838","0009","HANCOCK","STREET","11216",,,,,"Brooklyn","2022-09-02T11:08:32.000","Failed for Other R","2022-09-06T10:18:38.000",,,,,,
"BAIT","2833186","PC7783601","4",,"3","08717","0012",,,"11235",,,,,"Brooklyn","2022-02-24T09:25:08.000","Bait applied","2022-03-01T10:17:19.000",,,,,,
"Initial","12422380","PC6789143","1",,"2","02608","0058",,"FULTON AVENUE","10456","1010194","241132","40.8284899723459","-73.9062533594552","Bronx","2018-03-26T14:18:47.000","Passed","2018-04-03T09:36:52.000","
,  
(40.8284899723459, -73.9062533594552)",,,,,
"Compliance","13644166","PC8053287","2",,"3","01865","0070","HERKIMER","PLACE","11216",,,,,"Brooklyn","2023-05-15T14:42:04.000","Passed","2023-05-16T10:02:30.000",,,,,,
"Initial","13264626","PC7744592","1",,"3","01774","0048",,,"11206",,,,,"Brooklyn","2021-07-28T11:43:00.000","Failed for Other R","2021-08-02T12:14:56.000",,,,,,
"BAIT","2457489","PC7510340","3",,"5","05212","0037","0","CLEVELAND AVENUE",,,,"0.00000000000000000000","0.00000000000000000000","Staten Island","2012-08-24T10:55:32.000","Monitoring visit","2012-08-27T09:52:06.000","
,  
(0.0, 0.0)",,,,,
"Initial","13328355","PC7804212","1","2030680010","2","03068","0010","579","EAST 178 STREET","10457",,,"40.847188099176","-73.893647814828","Bronx","2022-02-10T15:40:05.000","Passed","2022-02-11T10:56:37.000","
,  
(40.847188099176, -73.893647814828)","6","15","37504","2011961","Tremont"
"Initial","13503985","PC7955389","1","2029347501","2","02934","7501","1317","BOSTON ROAD","10456",,,"40.83158686762","-73.899595574387","Bronx","2022-10-19T16:30:33.000","Passed","2022-10-24T14:47:14.000","
,  
(40.83158686762, -73.899595574387)","3","16","151","2120208","Morrisania"
