"prequalified_vendor_master_trade_code","prequalified_vendor_trade_description","prequalified_vendor_name","prequalified_vendor_address","prequalified_vendor_city_name","prequalified_vendor_state_code","prequalified_vendor_zip_code","prequalified_vendor_phone_number","prequalified_vendor_fax_number","prequalified_vendor_contact_person","prequalified_vendor_minority_business_indicator","prequalified_vendor_women_business_indicator","prequalified_vendor_local_business_indicator","prequalified_vendor_over_million_dollar_revenue_indicator","prequalified_vendor_date"
"02220  ","DEMOLITION                                                                                ","S & P Construction Management, Inc.","1975 Hempstead Turnpike","East Meadow                   ","NY","11554          ","516-794-5000                  ","917-577-5971   ","Sohail Ali Khan               ","N","N","N","Y","2026-07-31T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Spencer Contracting LLC","45  Garfield Ave ","Colonia                       ","NJ","07067          ","732-205-1324                  ",,"Supan Shah                    ","Y","N","N","Y","2023-10-27T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Subtech Services LLC.","42 Hamilton Road","Glen Ridge                    ","NJ","07028          ","917-653-4990                  ",,"Raimondo Denaro               ","N","N","N","Y","2026-06-14T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Three Star Construction Group LLC","2970 Pitkin Ave.","Brooklyn                      ","NY","11208          ","646-785-2436                  ","917-200-1211   ","Kazi Ahmed                    ","Y","N","N","N","2026-05-18T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Titan Industrial Services Corp.","79-51 Cooper Avenue","Glendale                      ","NY","11385          ","718-424-0300                  ","347-675-4783   ","Luis Veloz Rodriguez          ","N","N","N","Y","2025-02-22T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Toros Brothers Construction Corp","608  liberty ave ","brooklyn                      ","NY","11207          ","347-967-9693                  ",,"Jorge Verdugo                 ","Y","N","N","N","2024-11-18T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","TRI STATE DISMANTLING CORP.","207 Dupont Street","Brooklyn                      ","NY","11222          ","718-349-2552                  ",,"Andrzej Barnowski             ","N","N","N","Y","2024-04-05T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","United Crane and Rigging Services Inc","18-65B Steinway St","Astoria                       ","NY","11105          ","718-726-6111                  ","973-572-9686   ","Kim Smith                     ","N","N","N","N","2025-09-20T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Upper Restoration, Inc.","72 Otis Street","West babylon                  ","NY","11704          ","516-777-7001                  ","516-507-2845   ","Matthew Lee                   ","N","N","N","N","2025-02-08T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","WORLD CONTRACTING INC.","2506 Atlantic Avenue","Brooklyn                      ","NY","11207          ","718-637-3854                  ",,"Nestor Sinchi                 ","Y","N","N","N","2025-06-24T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Worldnet Construction Corp.","2479 Bragg St","Brooklyn                      ","NY","11235          ","718-336-3700                  ","718-510-3117   ","Ch Maqsood Elahi              ","Y","N","N","N","2024-01-28T00:00:00.000"
"02220  ","DEMOLITION                                                                                ","Zoria Construction NY Inc.","32  Hill Ave","Elmont                        ","NY","11003          ","516-603-0663                  ",,"Sarabjit Singh                ","Y","N","N","N","2026-08-14T00:00:00.000"
"02240  ","DEWATERING                                                                                ","Akela Contracting LLC","113 Edison Avenue","Mt Vernon                     ","NY","10550          ","914-494-8470                  ","718-328-4900   ","Karine Williams               ","N","Y","N","Y","2025-06-10T00:00:00.000"
"02240  ","DEWATERING                                                                                ","DARCON CONSTRUCTION, INC.","360 MEACHAM AVENUE","ELMONT                        ","NY","11003          ","516-358-2533                  ","516-987-5935   ","Angelo CAIAZZO                ","N","N","N","Y","2026-02-21T00:00:00.000"
"02240  ","DEWATERING                                                                                ","FRED A. COOK, JR. INC.","3226 Albany Post Road","Buchanan                      ","NY","10511          ","914-739-3300                  ","914-739-3410   ","BRIAN F. COOK                 ","N","N","N","N","2024-02-04T00:00:00.000"
"02240  ","DEWATERING                                                                                ","Griffin Contract Dewatering, LLC","5306  Clinton Drive","Houston                       ","TX","77020          ","713-671-7034                  ",,"Alon Najer                    ","N","N","N","N","2025-05-10T00:00:00.000"
"02240  ","DEWATERING                                                                                ","Keller Industrial, Inc","100 STICKLE AVENUE","ROCKAWAY                      ","NJ","07866          ","973-627-2100                  ","973-400-3607   ","Linda Naval                   ","N","N","N","Y","2026-06-12T00:00:00.000"
"02240  ","DEWATERING                                                                                ","NEW YORK CONCRETE CORP.","708 Sharrotts Road","STATEN ISLAND                 ","NY","10309          ","718-967-3720                  ",,"DONNA MARIE RUSSO             ","N","N","N","Y","2025-01-25T00:00:00.000"
"02240  ","DEWATERING                                                                                ","NYCO Environmental and Dewatering Corp.","200 Blydenburg Road","Islandia                      ","NY","11749          ","845-222-2730                  ","631-630-6700   ","Barbara Miltakis              ","N","N","N","N","2026-05-08T00:00:00.000"
"02240  ","DEWATERING                                                                                ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"02240  ","DEWATERING                                                                                ","POSILLICO ENVIRONMENTAL, INC.","1750 New Highway","Farmingdale                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-07T00:00:00.000"
"02240  ","DEWATERING                                                                                ","Tri-State Groundwater Solutions LLC","55 Harristown Road ","Glen Rock                     ","NJ","07452          ","862-336-9700                  ",,"Sean Xu                       ","Y","N","N","N","2025-04-13T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","Civetta Cousins JV, LLC","1100 East 156th Street","Bronx                         ","NY","10474          ","718-991-5100                  ","917-716-6762   ","Michele Castelli              ","N","N","N","Y","2025-04-19T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","DARCON CONSTRUCTION, INC.","360 MEACHAM AVENUE","ELMONT                        ","NY","11003          ","516-358-2533                  ","516-987-5935   ","Angelo CAIAZZO                ","N","N","N","Y","2026-02-21T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","HHJR Construction LTD.","280 North Main Street","Freeport                      ","NY","11520          ","516-623-9555                  ","516-623-9555   ","Henry Hinton, Jr.             ","Y","N","N","N","2026-01-05T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","Keller Industrial, Inc","100 STICKLE AVENUE","ROCKAWAY                      ","NJ","07866          ","973-627-2100                  ","973-400-3607   ","Linda Naval                   ","N","N","N","Y","2026-06-12T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","Keller North America, Inc","7550  Teague Road","Hanover                       ","MD","21076          ","410-551-8200                  ",,"Meghan Day                    ","N","N","N","Y","2026-05-25T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","King Hoist & Scaffolding Inc.","337 Kimball","Yonkers                       ","NY","10704          ","718-502-9835                  ","917-416-1151   ","Linton Jamieson               ","N","N","N","N","2024-11-03T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","MACRO ENTERPRISES, LTD.","25 EAST CHESTNUT STREET","MASSAPEQUA                    ","NY","11758          ","516-799-3434                  ",,"Scott Morris                  ","N","N","N","Y","2024-07-23T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","Manny P. Concrete Company, Inc.","609 Edgewood Drive","Westbury                      ","NY","11590          ","718-206-1550                  ",,"Manuel Pereira                ","Y","N","N","Y","2025-10-17T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","NYCMC CORP","107-34 156TH STREET","JAMAICA                       ","NY","11433          ","718-593-9460                  ","718-593-9460   ","Fahad Fateh                   ","Y","N","N","Y","2024-10-01T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","POSILLICO ENVIRONMENTAL, INC.","1750 New Highway","Farmingdale                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-07T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","SOIL SOLUTIONS, INC.","110  CHERRY VALLEY AVENUE ","WEST HEMPSTEAD                ","NY","11552          ","516-292-6000                  ",,"Vincent DeJana                ","N","N","N","Y","2024-07-23T00:00:00.000"
"02250  ","SHORING AND UNDERPINNING                                                                  ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","American Pile and Foundation LLC","61 County Line Road","Somerville                    ","NJ","08876          ","908-534-7430                  ","973-897-1217   ","Carolyn Cutillo               ","Y","N","N","Y","2025-05-20T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","CREAMER ENVIRONMENTAL, INC.","12 Old Bridge Road","Cedar Grove                   ","NJ","07009          ","201-968-3300                  ","201-215-9612   ","Tracy Straka                  ","N","N","N","Y","2023-12-17T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","E.E. CRUZ & COMPANY, INC.","16-16 Whitestone Expressway","Whitestone                    ","NY","11357          ","212-431-3993                  ",,"Joseph F. Sheehan, PE         ","N","N","N","Y","2025-05-19T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","HIGH POINT CONSTRUCTION GROUP CORP.","2747 W 15th Street","Brooklyn                      ","NY","11224          ","718-819-9275                  ",,"Sadaqat Ali                   ","Y","N","N","N","2026-05-18T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","Keller North America, Inc","7550  Teague Road","Hanover                       ","MD","21076          ","410-551-8200                  ",,"Meghan Day                    ","N","N","N","Y","2026-05-25T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","MACRO ENTERPRISES, LTD.","25 EAST CHESTNUT STREET","MASSAPEQUA                    ","NY","11758          ","516-799-3434                  ",,"Scott Morris                  ","N","N","N","Y","2024-07-23T00:00:00.000"
"02260  ","EXCAVATION SUPPORT SYS/COFFERDAMS                                                         ","SOIL SOLUTIONS, INC.","110  CHERRY VALLEY AVENUE ","WEST HEMPSTEAD                ","NY","11552          ","516-292-6000                  ",,"Vincent DeJana                ","N","N","N","Y","2024-07-23T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","AAL Construction Services LLC","1 Oak Point Avenue","Bronx                         ","NY","10474          ","201-621-3090                  ",,"Ayca Ergeneman                ","N","Y","N","Y","2026-03-02T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Apache Environmental & Development LLC","442 Northfield Ave","Staten Island                 ","NY","10303          ","917-584-1973                  ",,"Anthony Albero                ","Y","N","N","Y","2026-02-10T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","A.S.C. CONTRACTING CORP.","121 E. 2nd Street","Mineola                       ","NY","11501          ","718-278-9349                  ","917-807-6187   ","CHARLES ROMANO                ","N","N","N","Y","2025-08-16T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","BANCKER CONSTRUCTION CORP.","171 Freeman Avenue","Islip                         ","NY","11751          ","631-582-8880                  ","516-359-4544   ","Phillip M. Beyer              ","N","N","N","Y","2025-01-25T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Base Construction Corp.","10  s denton avenue","new hyde park                 ","NY","11040          ","516-739-7008                  ",,"Bruno Rotondi                 ","N","N","N","N","2025-04-26T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Bigger Than Buildings LLC","142 George","Brooklyn                      ","NY","11237          ","347-278-3827                  ",,"Dennis Wynn                   ","N","N","N","N","2026-08-04T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Brooklyn Grange LLC","63 Flushing Ave","Brooklyn                      ","NY","11205          ","347-628-2266                  ","347-628-2266   ","Michelle Chasen               ","N","N","N","Y","2024-10-29T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","CEDRIC CONSTRUCTION CORP.","2022 HILLSIDE AVENUE","NEW HYDE PARK                 ","NY","11040          ","516-354-8855                  ","516-322-4861   ","Daniel D'Arpino               ","N","N","N","Y","2025-11-07T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Century General Contracting, Inc.","637  Ashland Ave.","Baldwin                       ","NY","11510          ","516-771-8649                  ",,"Nery W. Romero                ","Y","N","N","N","2026-01-26T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Civetta Cousins JV, LLC","1100 East 156th Street","Bronx                         ","NY","10474          ","718-991-5100                  ","917-716-6762   ","Michele Castelli              ","N","N","N","Y","2025-04-19T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","COLE PARTNERS, INC.","66  Broadway","Staten Island                 ","NY","10310          ","718-875-8300                  ","347-739-0603   ","Sam Dager                     ","N","N","N","Y","2026-04-26T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","CREAMER ENVIRONMENTAL, INC.","12 Old Bridge Road","Cedar Grove                   ","NJ","07009          ","201-968-3300                  ","201-215-9612   ","Tracy Straka                  ","N","N","N","Y","2023-12-17T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","DARCON CONSTRUCTION, INC.","360 MEACHAM AVENUE","ELMONT                        ","NY","11003          ","516-358-2533                  ","516-987-5935   ","Angelo CAIAZZO                ","N","N","N","Y","2026-02-21T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","E.A.I., Inc. Executive Abatement Industries","50 Prescott Street","JERSEY CITY                   ","NJ","07304          ","201-686-7272                  ","201-395-0010   ","ROBERT CARVALHO               ","N","N","N","Y","2026-02-28T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","E.E. CRUZ & COMPANY, INC.","16-16 Whitestone Expressway","Whitestone                    ","NY","11357          ","212-431-3993                  ",,"Joseph F. Sheehan, PE         ","N","N","N","Y","2025-05-19T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Empire Control Abatement, Inc.","206 Terminal Drive","Plainview                     ","NY","11803          ","718-961-9404                  ","917-417-5522   ","Lorena Alexander              ","N","Y","N","Y","2026-04-03T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Fredante Construction Corp.","18 Woodlee Road","Cold Spring Harbor            ","NY","11724          ","631-367-4479                  ","516-526-9984   ","THOMAS BALDANTE               ","N","N","N","Y","2023-12-17T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","FRITCH CONSTRUCTION CO., INC.","2 RAILROAD AVENUE","EAST NORTHPORT                ","NY","11731          ","631-757-5702                  ","631-793-2292   ","MAUREEN FRITCH                ","N","Y","N","Y","2023-11-10T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","GAZEBO CONTRACTING, INC.","333  Jericho Turnpike","Jericho                       ","NY","11753          ","718-728-1770                  ","917-440-7028   ","Benedetto Filingeri           ","N","N","N","Y","2024-05-26T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","G. Fiore Concrete & Construction Inc.","82  Androvette Street","Staten Island                 ","NY","10309          ","718-967-7635                  ",,"Glenn Fiore                   ","N","N","N","N","2024-05-06T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Graci Paving Associates","267  north cedar street","massapequa                    ","NY","11758          ","516-541-3918                  ","386-569-9502   ","Natalie Graci                 ","N","Y","N","N","2026-06-15T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","GRANITE AVENUE UTILITY CORP","133 GRANITE AVENUE","STATEN ISLAND                 ","NY","10303          ","718-447-1115                  ","917-697-9753   ","Christopher Baratta           ","N","N","N","Y","2026-01-31T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","HHJR Construction LTD.","280 North Main Street","Freeport                      ","NY","11520          ","516-623-9555                  ","516-623-9555   ","Henry Hinton, Jr.             ","Y","N","N","N","2026-01-05T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","HIGH POINT CONSTRUCTION GROUP CORP.","2747 W 15th Street","Brooklyn                      ","NY","11224          ","718-819-9275                  ",,"Sadaqat Ali                   ","Y","N","N","N","2026-05-18T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","ISLAND FOUNDATIONS CORPORATION","84 Winant Place","STATEN ISLAND                 ","NY","10309          ","718-967-6062                  ",,"Bill KIECKA                   ","N","N","N","Y","2026-03-28T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","J & D Carrying & Construction Corp.","95-44 115TH ST","SOUTH RICHMOND HILL           ","NY","11419          ","347-350-1313                  ","718-850-0604   ","Manuel Mayancela              ","Y","N","N","Y","2025-12-19T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","KCM Contracting Inc","1 Executive Boulevard","Yonkers                       ","NY","10701          ","917-287-4582                  ","914-963-0390   ","Roxanne Guerrerio             ","N","N","N","Y","2025-10-25T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Kelco Construction, Inc.","25 Newton Place","Hauppauge                     ","NY","11788          ","631-462-2952                  ","631-462-3524   ","Mike Shannon                  ","N","N","N","Y","2024-11-03T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Keller Industrial, Inc","100 STICKLE AVENUE","ROCKAWAY                      ","NJ","07866          ","973-627-2100                  ","973-400-3607   ","Linda Naval                   ","N","N","N","Y","2026-06-12T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","knr management inc","168-31 106 ave","jamaica                       ","NY","11433          ","917-655-9436                  ","929-372-7292   ","kumar ramlogan                ","Y","N","N","N","2024-04-28T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Kroywen Realty & Construction Corp.","94-50 158 Street","Jamaica                       ","NY","11433          ","718-297-7272                  ","718-297-7272   ","Elizabeth Madray              ","N","N","N","N","2026-08-07T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","K.&V. Construction, Inc.","539 Hobart Road","Paramus                       ","NJ","07652          ","201-245-9554                  ","201-523-9275   ","Ramesh C. Patel               ","N","N","N","Y","2025-03-30T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Lashay's Construction & Development Co., Inc.","92 Main Street","Yonkers                       ","NY","10701          ","914-207-0463                  ",,"Andrew F. Simmons             ","Y","N","N","Y","2026-05-18T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","LAWS Construction Corp","34 Irvington Street","Pleasantville                 ","NY","10570          ","914-741-2100                  ",,"Steven Vescio                 ","N","N","N","Y","2025-01-13T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","maleni group inc","1863  chester dr","east meadow                   ","NY","11554          ","347-622-0073                  ",,"marta pawelic                 ","N","Y","N","N","2024-09-30T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Manny P. Concrete Company, Inc.","609 Edgewood Drive","Westbury                      ","NY","11590          ","718-206-1550                  ",,"Manuel Pereira                ","Y","N","N","Y","2025-10-17T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","MDS CONSTRUCTION MANAGEMENT, LLC","1652  PARK AVE","NEW YORK                      ","NY","10035          ","646-260-5488                  ",,"MOR DIAO                      ","Y","N","N","N","2025-02-15T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","MSM EMPIRE CONSTRUCTION CORP","260 Broadway ","Garden City Park              ","NY","11040          ","516-746-3304                  ",,"Mario S. Ciccotto Jr          ","N","N","N","Y","2023-10-28T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","NEW TOUCH CONSTRUCTION INC.","1045 NORTH 2ND STREET","NEW HYDE PARK                 ","NY","11040          ","516-502-2866                  ","917-741-4563   ","IQBAL SINGH                   ","Y","N","N","N","2026-06-27T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","NEW YORK CONCRETE CORP.","708 Sharrotts Road","STATEN ISLAND                 ","NY","10309          ","718-967-3720                  ",,"DONNA MARIE RUSSO             ","N","N","N","Y","2025-01-25T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","NY Asphalt, Inc.","151 Industrial Loop","Staten Island                 ","NY","10309          ","718-966-6466                  ",,"Michael Thompson              ","N","N","N","Y","2026-04-18T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","NYCMC CORP","107-34 156TH STREET","JAMAICA                       ","NY","11433          ","718-593-9460                  ","718-593-9460   ","Fahad Fateh                   ","Y","N","N","Y","2024-10-01T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","PARADA GENERAL CONTRACTING INC","2034  78TH STREET ","BROOKLYN                      ","NY","11214          ","718-666-6312                  ",,"ALI RAZA                      ","Y","N","N","N","2026-06-06T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Perciballi Industries Inc","22  Van Street","Staten Island                 ","NY","10310          ","646-248-2012                  ",,"Michael Perciballi            ","N","N","N","Y","2025-02-07T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","PERFETTO ENTERPRISES COMPANY INC","2074 RICHMOND TERRACE","STATEN ISLAND                 ","NY","10302          ","718-442-4212                  ",,"Anthony Perfetto              ","N","N","N","Y","2026-04-21T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","PETK INC","300 Hempstead Turnpike","West Hempstead                ","NY","11552          ","917-299-6963                  ","516-414-8047   ","Paul Tenorio                  ","Y","N","N","Y","2024-06-21T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","PHASE 1 GROUP, INC.","59 ENGLEWOOD AVENUE","STATEN ISLAND                 ","NY","10309          ","718-966-7700                  ",,"Gerard Petri                  ","N","N","N","Y","2026-03-09T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","POSILLICO CIVIL, INC.","1750 NEW HIGHWAY","FARMINGDALE                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-09T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","POSILLICO ENVIRONMENTAL, INC.","1750 New Highway","Farmingdale                   ","NY","11735          ","631-249-1872                  ","631-275-7266   ","Jillian Brown                 ","N","N","N","Y","2026-03-07T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","PRIMA PAVING CORPORATION","1 Burns Avenue","Hicksville                    ","NY","11801          ","516-681-8700                  ","516-681-8002   ","Zahid Khan                    ","N","N","N","Y","2026-08-22T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","SAFECON BUILDERS CORP.","3957 Flatlands Avenue","Brooklyn                      ","NY","11234-3042     ","718-677-8190                  ","718-496-3374   ","Naveed A. Malik               ","Y","N","N","Y","2023-10-28T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Safeway Construction Enterprises LLC","54-60 44th Street","Maspeth                       ","NY","11378          ","718-289-9394                  ",,"Jian Ou He                    ","N","N","N","N","2025-04-19T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Satnaam International Construction Corp.","259-11  80th Ave","Glen Oaks                     ","NY","11004          ","917-826-3262                  ","516-415-3712   ","Salinder Singh                ","Y","N","N","N","2025-10-17T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","SH5 CONSTRUCTION CORPORATION","2169 WEST 5TH STREET","Brooklyn                      ","NY","11223          ","718-259-2625                  ","718-909-2281   ","Yasmeen Latif                 ","Y","Y","N","Y","2025-09-26T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","SOIL SOLUTIONS, INC.","110  CHERRY VALLEY AVENUE ","WEST HEMPSTEAD                ","NY","11552          ","516-292-6000                  ",,"Vincent DeJana                ","N","N","N","Y","2024-07-23T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","TBO Sitescapes, Inc","40-18 Bell Blvd.","Bayside                       ","NY","11361          ","718-224-0070                  ","646-533-0718   ","Kristine Barron               ","N","Y","N","Y","2026-05-30T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","TECHNOMEN NY INC","112-18 LIBERTY AVE","SOUTH RICHMOND HILL           ","NY","11419          ","646-208-6764                  ",,"BALDEV SINGH                  ","Y","N","N","N","2025-10-04T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","THE LANDTEK GROUP, INC.","105 SWEENEYDALE AVENUE","BAYSHORE                      ","NY","11706          ","631-691-2381                  ",,"Danielle Graber               ","N","N","N","Y","2024-03-05T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","Toros Brothers Construction Corp","608  liberty ave ","brooklyn                      ","NY","11207          ","347-967-9693                  ",,"Jorge Verdugo                 ","Y","N","N","N","2024-11-18T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","U.A. CONSTRUCTION CORPORATION","277 Huron Street","Brooklyn                      ","NY","11222          ","718-389-3300                  ","917-807-4801   ","Oded Horodniceanu             ","N","N","N","Y","2024-03-19T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","VERDUGOS GENERAL CONTRACTORS CORP","608  Liberty ave","Brooklyn                      ","NY","11207          ","718-235-9727                  ","347-385-4248   ","marco verdugo                 ","Y","N","N","Y","2026-04-18T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","WBE Unlimited Corp.","36-22A Francis Lewis Blvd.","Flushing                      ","NY","11358          ","718-353-2905                  ",,"Filomena Gonzalez             ","N","Y","N","N","2026-08-07T00:00:00.000"
"02300  ","EARTHWORK (incls excavation)                                                              ","WILLIAM A. GROSS CONST. ASSOC. INC.","117 South 4th Street","NEW HYDE PARK                 ","NY","11040          ","516-437-0909                  ",,"Donna DeDestefano             ","N","N","N","Y","2024-09-28T00:00:00.000"
"02400  ","TUNNELING                                                                                 ","JRCRUZ CORP.","33  West Main Street ","Holmdel                       ","NJ","07733          ","732-290-0700                  ","917-699-7554   ","Rosie Catao                   ","N","N","N","Y","2024-10-07T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","American Pile and Foundation LLC","61 County Line Road","Somerville                    ","NJ","08876          ","908-534-7430                  ","973-897-1217   ","Carolyn Cutillo               ","Y","N","N","Y","2025-05-20T00:00:00.000"
"02450  ","PILES AND CAISSONS                                                                        ","Audubon Environmental Inc","372 Atsion Road","Shamong                       ","NJ","08088          ","609-859-3652                  ","609-410-6613   ","Colleen P Palecki             ","N","Y","N","N","2025-09-20T00:00:00.000"
