"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping","hydrant_violation","double_parking_violation"
"1472319278","KLU7171","NY","PAS","2021-07-14T00:00:00.000","98","SUBN","NISSA","P","16590","68290","35780","20230622","110","110","110","970226","0110","0000","0838A",,"Q","F","42-08","80 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLU","0","2018","-","0",,,,,
"1472319280","KJX6112","NY","PAS","2021-07-14T00:00:00.000","67","SDN","DODGE","P","50890","67690","0","20230609","110","110","110","970226","0110","0000","0943A",,"Q",,,"ITHACA ST","WHITNEY AVE","0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2013","-","0",,,,,
"1472319291","BA95615","CT","PAS","2021-07-14T00:00:00.000","40","SUBN","KIA","P","48390","29490","37190","0","110","110","110","970226","0110","0000","0300P",,"Q","F","40-15","HAMPTON STREET",,"0","408","F7",,"BBBBBBB","ALL","ALL",,"0","0","-","5",,,,,
"1472320359","HLBU06","FL","PAS","2021-07-21T00:00:00.000","98","SDN","NISSA","P","0","40404","40404","20220630","110","110","110","966250","0110","0000","0806P",,"Q","F","82-29","PETIT AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1472320517","88AENC","FL","PAS","2021-06-26T00:00:00.000","98","SUBN","MAZDA","P","52690","42090","38390","0","110","110","110","964702","0110","0000","0320A",,"Q","F","93-09","LAMONT AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","SIL","0","0","-","0",,,,,
"1472320529","T752343C","NY","PAS","2021-06-26T00:00:00.000","98","SUBN","TOYOT","P","50890","37190","43890","20210831","110","110","110","964702","0110","0000","0332A",,"Q","F","41-49","ITHACA ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1472320669","PKBF36","FL","PAS","2021-07-04T00:00:00.000","40","SUBN","HONDA","P","11940","65990","61590","20230531","110","110","110","960059","0110","0000","0950A",,"Q","F","86-11","57 RD",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1472320700","230GHB","WA","PAS","2021-07-04T00:00:00.000","40","SUBN","FORD","P","9540","19740","20190","0","110","110","110","960059","0110","0000","0405P",,"Q","F","104-56","41 AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1472320712","G65MWC","NJ","PAS","2021-07-11T00:00:00.000","98","SUBN","LEXUS","P","20190","10990","11090","20220930","110","110","110","960059","0110","0000","1125A",,"Q","F","52-06","108 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","TAN","0","0","-","0",,,,,
"1472320724","G65MWC","NJ","PAS","2021-07-11T00:00:00.000","20","SUBN","LEXUS","P","20190","10990","11090","20220930","110","110","110","960059","0110","0000","1125A",,"Q","F","52-06","108 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","TAN","0","0","-","0",,,,,
"1472320815","S91ASX","NJ","PAS","2021-07-19T00:00:00.000","98","SDN","HONDA","P","16990","47290","11240","20221031","110","110","110","960059","0110","0000","0110P",,"Q","F","52-36","83 ST",,"0","408","J3",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1472321339","EGR4247","NY","PAS","2021-07-05T00:00:00.000","98","SUBN","HONDA","P","16890","47290","11240","20220413","110","110","110","960571","0110","0000","0920P",,"Q","F","53-48","82 ST",,"0","408","D",,"BBBBBBB","ALL","ALL","GRAY","0","2004","-","0",,,,,
"1472321340","JPA6156","NY","PAS","2021-07-05T00:00:00.000","40","SUBN","HONDA","P","9540","20190","20490","20211108","110","110","110","960571","0110","0000","1035P",,"Q","F","108-23","41 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","0",,,,,
"1472321388","T719738C","NY","PAS","2021-06-22T00:00:00.000","98","SDN","TOYOT","P","15990","9840","9940","20211031","110","110","110","960571","0110","0000","1255P",,"Q","F","43-11","76 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1471561811","2834077","IN","PAS","2021-06-16T00:00:00.000","78",,,"P","40990","20890","10555","0","105","105","105","953371","0105","0000","0145A",,,"F","116-18","CIP",,"0","408","K6",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1461355126","DXE6526","NY","PAS","2021-06-23T00:00:00.000","17","SUBN","NISSA","P","56030","86030","75430","20230107","79","79","77","953597","0077","0000","0836A",,"NY","O","1277","LINCOLN PL",,"0","408","C4",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1461355138","QBJ9840","GA","PAS","2021-06-23T00:00:00.000","20","SDN","CHEVR","P","80330","23530","73110","0","77","77","77","953597","0077","0000","0820A",,"NY","F","1597","ST JOHNS PL",,"0","408","C4",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1461550439","21650NA","NY","COM","2021-07-08T00:00:00.000","78","VAN","DODGE","P","26185","60682","44143","20220831","109","109","109","953248","0109","0000","0935P",,"Q","O","13-20","208 PL",,"0","408","D1",,"BBBBBBB","ALL","ALL","BK","0","2020","-","0",,,,,
"1461550610","14399PC","NY","APP","2021-06-26T00:00:00.000","14","TRAC","VOLVO","P","0","0","0","20210831","109","109","109","943477","0109","0000","0130A",,"Q",,,"WHITESTONE EXPWY SRV","S/O 14 AVE","0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1461550622","Y58MKP","NJ","PAS","2021-07-02T00:00:00.000","40","SDN","ME/BE","P","39490","43360","10140","0","109","109","109","943477","0109","0000","0225A",,"Q","F","44-15","COLDEN ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2019","-","0",,,,,
"1462101744","7E82C","NY","OMT","2021-07-03T00:00:00.000","19","TAXI","TOYOT","X","17810","24890","10210","20220531","17","17","972","139064","0972","0000","1028P",,"NY","F","140","E 41 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","YL","0","2012","-","0",,,,,
"1462101768","7W26A","NY","OMT","2021-07-01T00:00:00.000","23","TAXI","TOYOT","X","41330","50750","76950","20210701","43","43","972","139064","0972","0000","1229A",,"BX","O","43","HUGH J GRANT CIR",,"0","408","C4",,"BBBBBBB","ALL","ALL","YL","0","2016","-","0",,,,,
"1462118884","KGD8484","NY","PAS","2021-07-10T00:00:00.000","20","SUBN","JEEP","L","10045","66385","0","20230211","104","104","3","160429","0003","0000","0901P",,"Q","F",,"HIGHLAND BLVD","VERMONT PL","0","408","E3",,"BBBBBBB","ALL","ALL","SILVE","0","2020","-","0",,,,,
"1462119682","JJM5616","NY","PAS","2021-07-05T00:00:00.000","63","SDN","INFIN","L","13350","73420","66385","20210724","104","104","3","160436","0003","0000","0935P",,"Q",,,"HIGHLAND PARK PARKIN",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2019","-","0",,,,,
"1462119890","AE37118","AZ","PAS","2021-06-19T00:00:00.000","63","DELV","GMC","K","13350","73420","66385","0","104","104","3","160390","0003","0000","0905P",,"Q",,,"HIGHLAND PARK",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1462119918","KJJ6918","NY","PAS","2020-07-04T00:00:00.000","20","SUBN","NISSA","L","0","40404","40404","20230128","104","104","3","160390","0003","0000","0910P",,"Q",,,"HIGHLAND PARKING LOT",,"0","408","F3",,"BBBBBBB","ALL","ALL","GREY","0","2020","-","0",,,,,
"1462119931","HYZ8264","NY","PAS","2021-07-10T00:00:00.000","27","SUBN","FORD","L","0","40404","40404","20210930","104","104","3","160390","0003","0000","0525P",,"Q",,,"HIGHLAND PARKING LOT",,"0","408","F3",,"BBBBBBB","ALL","ALL","BLACK","0","2018","-","0",,,,,
"1462119943","JRC6022","NY","PAS","2021-07-10T00:00:00.000","63","SDN","CHEVR","L","13350","73420","66385","20220315","104","104","3","160390","0003","0000","0901P",,"Q",,,"HIGHLAND PARK",,"0","408","D3",,"BBBBBBB","ALL","ALL","GRY","0","2019","-","0",,,,,
"1462121214","GBU7369","NY","PAS","2021-07-13T00:00:00.000","39","SDN","FORD","K","11115","409","0","20220823","6","6","1","160449","0001","0000","1200P","1140A","NY","F","353","WEST STREET","HUDSON RIVER PARK","0","408","A1",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,
"1462125013","FLV6794","NY","PAS","2021-06-26T00:00:00.000","68","SUBN","HONDA","P","0","46100","0","20230614","122","122","50","160444","0050","0000","0215P",,"R","F",,"DOLPHIN CIRCLE","SAND LANE","0","408","F2",,"BBBBBBB","ALL","ALL","SILVE","0","2014","-","0",,,,,
"1462125025","U82MKS","NJ","PAS","2021-06-27T00:00:00.000","14","SUBN","ME/BE","P","0","0","0","0","122","122","5","160444","0005","0000","0415P",,"R","F",,"BBQ AVE","LOT 9 MIDLAND","0","408","A1",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1462125037","KFT6270","NY","PAS","2021-07-11T00:00:00.000","27","SUBN","CHEVR","L","0","46850","0","20230126","122","122","5","160444","0005","0000","0455P",,"R",,,"LOT 2","FR CAPODANNO BLVD","0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1462125050","D7703","DE","PAS","2021-07-11T00:00:00.000","51","P-U","CHEVR","L","0","0","0","0","122","122","5","160444","0005","0000","0448P",,"R","O",,"FONA ST","LOT 7 MIDLAND PARK","0","408","D3",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1462125086","G71WVV","NJ","PAS","2021-07-11T00:00:00.000","20","SDN","HYUND","L","0","0","0","0","122","122","5","160444","0005","0000","0443P",,"R",,,"FONA ST","FR CAPODANNO","0","408","E3",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1462125438","RFJ1554","GA","PAS","2021-06-20T00:00:00.000","17","SDN","NISSA","K","34595","46850","0","0","122","122","5","160685","0005","0000","0338P",,"R",,,"JEFFERSON AVE","FATHER CAPODANNO BLV","0","408","D",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1462125440","FGY6542","NY","PAS","2021-06-20T00:00:00.000","20","SUBN","CHRYS","K","46850","34595","0","20230227","122","122","5","160685","0005","0000","0341P",,"R",,,"FATHER CAPODANNO BLV","JEFFERSON AVE","0","408","C4",,"BBBBBBB","ALL","ALL","WHT","0","2018","-","0",,,,,
"1462125451","C85HRH","NJ","PAS","2021-06-20T00:00:00.000","20","SUBN","ROVER","K","34595","46850","0","0","122","122","5","160685","0005","0000","0345P",,"R",,,"JEFFERSON AVE","FATHER CAPODANNO BLV","0","408","D",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1462125591","DMG4404","NJ","PAS","2021-06-26T00:00:00.000","74","SUBN","CHEVR","P","35270","18110","0","0","122","122","5","160685","0005","0000","0903A",,"R",,,"LACONIA AVE","BEDFORD AVE","0","408","E2",,"BBBBBBB","ALL","ALL","BRW","0","0","-","0",,,,,
"1462126418","DHT4706","NY","PAS","2021-06-26T00:00:00.000","20","SDN","MITSU","P","0","46850","0","20211011","122","122","5","160685","0005","0000","1015A",,"R",,,"MIDLAND BEACH LOT 6","FATHER CAPODANNO BLV","0","408","J6",,"BBBBBBB","ALL","ALL","BRW","0","2002","-","0",,,,,
"1462126420","KHB7558","NY","PAS","2021-06-26T00:00:00.000","68","P-U","GMC","P","46100","46850","0","20221019","122","122","5","160685","0005","0000","0206P",,"R",,,"SAND LN","FATHER CAPODANNO BLV","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2020","-","0",,,,,
"1462126455","JFM5143","NY","PAS","2021-06-28T00:00:00.000","67","SUBN","FORD","K","48502","26480","0","20230228","122","122","5","160685","0005","0000","0416P",,"R",,,"SOUTH BEACH","DRURY AVE","0","408","D",,"BBBBBBB","ALL","ALL","SILV","0","2019","-","0",,,,,
"1462126479","LKPC87","FL","PAS","2021-06-28T00:00:00.000","68","SDN","HONDA","K","48502","46100","0","0","122","122","5","160685","0005","0000","0142P",,"R",,,"SOUTH BEACH","SAND LN","0","408","A1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462126509","DCD4035","NY","PAS","2021-06-28T00:00:00.000","68","SUBN","DODGE","K","0","46100","0","20230203","122","122","5","160685","0005","0000","0150P",,"R",,,"SOUTH BEACH DOLPHIN","SAND LN","0","408","A1",,"BBBBBBB","ALL","ALL","PURP","0","2001","-","0",,,,,
"1462126510","N36JLF","NJ","PAS","2021-06-28T00:00:00.000","68","SUBN","ROVER","K","0","46100","0","0","122","122","5","160685","0005","0000","0154P",,"R",,,"SOUTH BEACH DOLPHIN","SAND LN","0","408","A1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462126522","15791F2","TX","PAS","2021-06-28T00:00:00.000","20","SDN","NISSA","K","0","46100","0","0","122","122","5","160685","0005","0000","0157P",,"R",,,"SOUTH BEACH DOLPHIN","SAND LN","0","408","A1",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1462126558","T770652C","NY","OMT","2021-07-04T00:00:00.000","20","SDN","TOYOT","K","11210","70068","0","20220331","123","123","5","160685","0005","0000","0226P",,"R",,,"WOLFES POND PK","CORNELIA AVE","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462126560","KDR8102","NY","PAS","2021-07-04T00:00:00.000","20","SDN","KIA","K","11210","70068","0","20220720","123","123","5","160685","0005","0000","0231P",,"R",,,"WOLFES POND PK","CORNELIA AVE","0","408","D",,"BBBBBBB","ALL","ALL","BLU","0","2003","-","0",,,,,
"1462127228","HCX9263","NY","PAS","2021-07-07T00:00:00.000","53","SUBN","NISSA","K","46100","0","0","20220116","122","122","5","160110","0005","0000","0215P",,"R",,"300","SAND LN","SOUTH BEACH LOT 2","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2016","-","0",,,,,
"1462127230","B14JZT","NJ","PAS","2021-07-07T00:00:00.000","68","SUBN","HONDA","L","46100","48502","0","0","122","122","5","160110","0005","0000","0429P",,"R",,"300","SAND LN","SOUTH BEACH","0","408","D",,"BBBBBBB","ALL","ALL","ORANG","0","0","-","0",,,,,
"1462127241","J20LPU","NJ","PAS","2021-07-07T00:00:00.000","27","VAN","TOYOT","L","39202","0","0","0","122","122","5","160110","0005","0000","0254P",,"R",,,"MIDLAND BEACH","LOT 8","0","408","A1",,"BBBBBBB","ALL","ALL","SIL","0","0","-","0",,,,,
"1462127253","HZH6854","NY","PAS","2021-07-07T00:00:00.000","68","SDN","CHEVR","K","46100","0","0","20220502","122","122","5","160110","0005","0000","0931P",,"R",,"300","SAND LN","SOUTH BEACH LOT 2","0","408","F6",,"BBBBBBB","ALL","ALL","BLK","0","2011","-","0",,,,,
"1462127265","KEF4094","NY","PAS","2021-07-07T00:00:00.000","68","SUBN","TOYOT","K","46100","0","0","20220818","122","122","5","160110","0005","0000","0433P",,"R",,"300","SAND LN","SOUTH BEACH LOT 2","0","408","A1",,"BBBBBBB","ALL","ALL","GRY","0","2004","-","0",,,,,
"1462127277","HYT4618","NY","PAS","2021-07-07T00:00:00.000","68","SDN","BMW","L","46100","0","0","20220524","122","122","5","160110","0005","0000","0435P",,"R",,"310","SAND LN","SOUTH BEACH LOT 2","0","408","D3",,"BBBBBBB","ALL","ALL","BLK","0","2014","-","0",,,,,
"1462129018","37BG44","NY","MOT","2021-06-30T00:00:00.000","14","MCY","LIME","K","0","34490","0","20228888","10","10","1","160471","0001","0000","1031A",,"NY","O",,"HUDSON BLVD EAST","W 36TH ST","0","408","E3",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1462129020","53BG74","NY","MOT","2021-06-29T00:00:00.000","40","MCY","REVEL","K","0","34490","0","20228888","10","10","1","160471","0001","0000","1030A",,"NY","O",,"HUDSON BLVD WEST","W 36TH ST","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129031","78BD72","NY","MOT","2021-06-29T00:00:00.000","14","MCY","REVEL","K","0","34490","0","20228888","10","10","1","160471","0001","0000","1026A",,"NY","O",,"HUDSON BLVD WEST","W 36TH STREET","0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129043","1548566","TX","PAS","2021-06-25T00:00:00.000","14","SDN","HYUND","K","0","34430","0","20210828","10","10","1","160471","0001","0000","1054A",,"NY","O",,"HUDSON BLVD WEST","WEST 33RD STREET","0","408","D",,"BBBBBBB","ALL","ALL","GREY","0","2016","-","0",,,,,
"1462129067","87BG06","NY","MOT","2021-06-30T00:00:00.000","14","MCY","LIME","K","0","34490","0","20228888","10","10","1","160471","0001","0000","1029A",,"NY","O",,"HUDSON BLVD EAST","W 36TH ST","0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1462129079","71BD26","NY","MOT","2021-06-30T00:00:00.000","14","MCY","REVEL","K","0","34490","0","20228888","10","10","1","160471","0001","0000","1027A",,"NY","O",,"HUDSON BLVD EAST","W 36TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129080","52BG77","NY","MOT","2021-06-30T00:00:00.000","14","MCY","REVEL","K","0","34490","0","20228888","10","10","1","160471","0001","0000","1026A",,"NY","O",,"HUDSON BLVD EAST","W 36TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129110","W482994","NJ","PAS","2021-07-04T00:00:00.000","40","SDN","NISSA","L","0","34470","0","20210724","10","10","1","160471","0001","0000","0408P",,"NY","O",,"HUDSON BLVD EAST","WEST 35TH STREET","0","408","A1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1462129171","E96MFR","NJ","PAS","2021-06-25T00:00:00.000","14","SUBN","BMW","K","0","34430","0","0","10","10","1","160471","0001","0000","1051A",,"NY","O",,"HUDSON BLVD WEST","WEST 33RD STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1462129183","92BD22","NY","MOT","2021-06-25T00:00:00.000","40","MCY","REVEL","K","0","34490","0","0","10","10","1","160471","0001","0000","1035A",,"NY","O",,"HUDSON BLVD WEST","WEST 36TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129195","80BF31","NY","MOT","2021-06-25T00:00:00.000","14","MCY","REVEL","K","0","34470","0","0","10","10","1","160471","0001","0000","1033A",,"NY","O",,"HUDSON BLVD WEST","WEST 35TH STREET","0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129201","45BG60","NY","MOT","2021-06-25T00:00:00.000","14","MCY","REVEL","K","0","34490","0","0","10","10","1","160471","0001","0000","1031A",,"NY","O",,"HUDSON BLVD WEST","WEST 36TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462129640","RUQ8377","GA","PAS","2021-06-24T00:00:00.000","17","SUBN","TOYOT","K","30640","45607","0","0","1","1","1","160144","0001","0000","1213P",,"NY","F","1","SOUTH ST","BATTERY PARK","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462129675","CKW1500","NY","PAS","2021-06-26T00:00:00.000","17","SUBN","CHEVR","K","30640","45607","0","20230317","1","1","1","160144","0001","0000","0612P",,"NY","F","1","SOUTH STREET","BATTERY PARK","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2009","-","0",,,,,
"1462130689","KXM8478","PA","PAS","2021-07-04T00:00:00.000","21",,"ME/BE","L","0","40404","40404","0","7","7","1","160581","0001","0000","1235P",,,,,"CORLEAR HOOK PARK",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1462132017","98BF78","NY","MOT","2021-06-16T00:00:00.000","14","MCY","REVEL","K","0","0","0","0","10","10","1","160259","0001","0000","1032A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C4",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132029","53BG10","NY","MOT","2021-06-16T00:00:00.000","14","MCY","REVEL","K","0","0","0","0","10","10","1","160259","0001","0000","1037A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132030","88BF30","NY","MOT","2021-06-16T00:00:00.000","40","MCY","REVEL","K","0","0","0","0","10","10","1","160259","0001","0000","1042A",,"NY","O",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132042","53BG43","NY","MOT","2021-06-17T00:00:00.000","14","MCY","REVEL","K","0","0","0","0","10","10","1","160259","0001","0000","1031A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","E2",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132054","80BF50","NY","MOT","2021-06-17T00:00:00.000","14","MCY","REVEL","K","0","0","0","0","10","10","1","160259","0001","0000","1037A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLA","0","0","-","0",,,,,
"1462132066","93BF67","NY","MOT","2021-06-21T00:00:00.000","14","MCY","REVEL","K","0","13370","0","0","10","10","1","160259","0001","0000","0855A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD","0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132078","48BG03","NY","MOT","2021-06-21T00:00:00.000","14","MCY","REVEL","K","0","13370","0","0","10","10","1","160259","0001","0000","0902A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD","0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132080","72BD87","NY","MOT","2021-06-21T00:00:00.000","14","MCY","REVEL","K","0","13370","0","0","10","10","1","160259","0001","0000","1011A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD","0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132091","35BG34","NY","MOT","2021-06-28T00:00:00.000","14","MCY","LIME","K","0","0","0","20228888","10","10","1","160259","0001","0000","0225P",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","GRN","0","0","-","0",,,,,
"1462132108","88BF38","NY","MOT","2021-06-29T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","0706A",,"NY","F",,"BELLA ABZUG PARK","BUDSON BLVD EAST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132110","70BD88","NY","MOT","2021-06-29T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","1026A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132121","51BG47","NY","MOT","2021-06-29T00:00:00.000","40","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","1031A",,"NY","O",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132133","72BD46","NY","MOT","2021-06-30T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","1024A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132145","96BD06","NY","MOT","2021-06-30T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","1029A",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132157","78BD94","NY","MOT","2021-06-30T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","0121P",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132169","76BD11","NY","MOT","2021-06-30T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160259","0001","0000","0125P",,"NY","F",,"BELLA ABZUG PARK","HUDSON BLVD WEST","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1462132170","92BF91","NY","MOT","2021-07-06T00:00:00.000","51","MCY","REVEL","L","0","0","0","0","10","10","1","160259","0001","0000","0708A",,"NY","F",,"BELLA ABZUY PARK","MADISON BLVD WEST","0","408","D1",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132182","51BG18","NY","MOT","2021-07-07T00:00:00.000","14","MCY","REVEL","L","0","0","0","0","10","10","1","160259","0001","0000","0713A",,"NY","F",,"BELLA ABZUY PARK","MADISON BLVD EAST","0","408","E3",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,
"1462132194","37BG44","NY","MOT","2021-07-07T00:00:00.000","14","MCY","LIME","L","0","0","0","0","10","10","1","160259","0001","0000","0753A",,"NY","F",,"BELLA ABZUY PARK","HUDSON","0","408","C",,"BBBBBBB","ALL","ALL","GRN","0","0","-","0",,,,,
"1462132273","71BD01","NY","MOT","2021-06-16T00:00:00.000","14","MCY","REVEL","K","0","34470","0","20228888","10","10","1","160471","0001","0000","1029A",,"NY","O",,"HUDSON BLVD WEST","WEST 35TH STREET","0","408","A1",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462132297","10341A","AL","PAS","2021-06-16T00:00:00.000","14","VAN","CHEVR","K","0","34470","0","20210588","10","10","1","160471","0001","0000","1034A",,"NY","O",,"HUDSON BLVD WEST","WEST 35TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1462132364","75BD61","NY","MOT","2021-06-16T00:00:00.000","14","MCY","REVEL","K","0","34470","0","20228888","10","10","1","160471","0001","0000","1027A",,"NY","O",,"HUDSON BLVD WEST","WEST 35TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462132388","88BF30","NY","MOT","2021-06-17T00:00:00.000","14","MCY","REVEL","K","0","0","0","20228888","10","10","1","160471","0001","0000","1030A",,"NY","O",,"HUDSON BLVD WEST","WEST 5TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462132390","98BF78","NY","MOT","2021-06-17T00:00:00.000","14","MCY","REVEL","K","0","34470","0","20228888","10","10","1","160471","0001","0000","1032A",,"NY","O",,"HUDSON BLVD WEST","WEST 35TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1462132406","80BF50","NY","MOT","2021-06-17T00:00:00.000","16","MCY","REVEL","K","0","34470","0","20228888","10","10","1","160471","0001","0000","0447P",,"NY","O",,"HUDSON BLVD WEST","WEST 35TH STREET","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
