"response_id","gispropnum","omppropid","collected_date","time_of_day","year","month","month_text","week","group","location","ground_syringes","kiosk_syringes","total_syringes","kiosk_number","kiosk_type","precinct","borough","district","property_type","kiosk_site","created_date","source"
"M-002953","M037","M037-ZN07","2022-04-29T00:00:00.000","AM","2022","4","Apr","18","Parks","Highbridge Park","1053.0",,"1053.0",,,"34","Manhattan","M-12A","ZONE","true","2022-04-30 14:38:26.0000000","M&O MS Forms"
"M-003056","M037","M037-ZN07","2022-05-08T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-13 15:10:03.0000000","M&O MS Forms"
"M-003075","M037","M037-ZN07","2022-05-10T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-13 15:18:26.0000000","M&O MS Forms"
"M-003066","M037","M037-ZN07","2022-05-09T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-13 15:14:52.0000000","M&O MS Forms"
"M-003038","M037","M037-ZN07","2022-05-07T00:00:00.000","AM","2022","5","May","19","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-09 08:02:00.0000000","M&O MS Forms"
"M-003046","M037","M037-ZN07","2022-05-08T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","20.0",,"20.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-09 08:08:38.0000000","M&O MS Forms"
"M-003017","M037","M037-ZN07","2022-05-05T00:00:00.000","AM","2022","5","May","19","Parks","Highbridge Park","250.0",,"250.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-06 19:49:56.0000000","M&O MS Forms"
"M-003027","M037","M037-ZN07","2022-05-06T00:00:00.000","AM","2022","5","May","19","Parks","Highbridge Park","150.0",,"150.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-06 20:05:37.0000000","M&O MS Forms"
"M-003138","M037","M037-ZN07","2022-05-16T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","200.0",,"200.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-20 15:02:14.0000000","M&O MS Forms"
"M-003115","M037","M037-ZN07","2022-05-14T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","160.0",,"160.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-14 15:51:02.0000000","M&O MS Forms"
"M-003125","M037","M037-ZN07","2022-05-15T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","170.0",,"170.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-15 17:07:18.0000000","M&O MS Forms"
"M-003105","M037","M037-ZN07","2022-05-13T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","110.0",,"110.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-14 10:50:51.0000000","M&O MS Forms"
"M-003093","M037","M037-ZN07","2022-05-12T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","63.0",,"63.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-13 15:27:28.0000000","M&O MS Forms"
"M-003084","M037","M037-ZN07","2022-05-12T00:00:00.000","AM","2022","5","May","20","Parks","Highbridge Park","49.0",,"49.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-13 15:21:50.0000000","M&O MS Forms"
"M-003208","M037","M037-ZN07","2022-05-23T00:00:00.000","AM","2022","5","May","22","Parks","Highbridge Park","56.0",,"56.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-28 10:46:49.0000000","M&O MS Forms"
"M-003195","M037","M037-ZN07","2022-05-22T00:00:00.000","AM","2022","5","May","22","Parks","Highbridge Park","140.0",,"140.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-22 15:12:46.0000000","M&O MS Forms"
"M-003183","M037","M037-ZN07","2022-05-21T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","125.0",,"125.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-22 08:32:55.0000000","M&O MS Forms"
"M-003165","M037","M037-ZN07","2022-05-19T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","72.0",,"72.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-20 15:12:10.0000000","M&O MS Forms"
"M-003174","M037","M037-ZN07","2022-05-20T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-20 15:14:40.0000000","M&O MS Forms"
"M-003147","M037","M037-ZN07","2022-05-17T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","90.0",,"90.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-20 15:05:08.0000000","M&O MS Forms"
"M-003156","M037","M037-ZN07","2022-05-18T00:00:00.000","AM","2022","5","May","21","Parks","Highbridge Park","85.0",,"85.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-20 15:08:05.0000000","M&O MS Forms"
"M-003265","M037","M037-ZN07","2022-05-29T00:00:00.000","AM","2022","5","May","23","Parks","Highbridge Park","50.0",,"50.0",,,"34","Manhattan","M-12A","ZONE","true","2022-05-30 10:40:11.0000000","M&O MS Forms"
"M-002281","M037","M037-ZN07","2022-02-18T00:00:00.000","AM","2022","2","Feb","8","Parks","Highbridge Park","77.0",,"77.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 15:10:04.0000000","M&O MS Forms"
"M-002295","M037","M037-ZN07","2022-02-20T00:00:00.000","AM","2022","2","Feb","9","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 15:14:18.0000000","M&O MS Forms"
"M-002341","M037","M037-ZN07","2022-02-23T00:00:00.000","AM","2022","2","Feb","9","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-28 12:07:01.0000000","M&O MS Forms"
"M-002323","M037","M037-ZN07","2022-02-21T00:00:00.000","AM","2022","2","Feb","9","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-28 12:01:33.0000000","M&O MS Forms"
"M-002332","M037","M037-ZN07","2022-02-22T00:00:00.000","AM","2022","2","Feb","9","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-28 12:04:17.0000000","M&O MS Forms"
"M-002272","M037","M037-ZN07","2022-02-17T00:00:00.000","AM","2022","2","Feb","8","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 15:06:37.0000000","M&O MS Forms"
"M-002263","M037","M037-ZN07","2022-02-16T00:00:00.000","AM","2022","2","Feb","8","Parks","Highbridge Park","59.0",,"59.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 15:04:05.0000000","M&O MS Forms"
"M-002254","M037","M037-ZN07","2022-02-15T00:00:00.000","AM","2022","2","Feb","8","Parks","Highbridge Park","55.0",,"55.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 15:01:06.0000000","M&O MS Forms"
"M-002235","M037","M037-ZN07","2022-02-13T00:00:00.000","AM","2022","2","Feb","8","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 14:54:14.0000000","M&O MS Forms"
"M-002244","M037","M037-ZN07","2022-02-14T00:00:00.000","AM","2022","2","Feb","8","Parks","Highbridge Park","47.0",,"47.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-21 14:56:54.0000000","M&O MS Forms"
"M-002221","M037","M037-ZN07","2022-02-12T00:00:00.000","AM","2022","2","Feb","7","Parks","Highbridge Park","52.0",,"52.0",,,"34","Manhattan","M-12A","ZONE","true","2022-02-14 14:08:26.0000000","M&O MS Forms"
"M-001946","M037","M037-ZN07","2022-01-09T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","5.0",,"5.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-13 14:41:08.0000000","M&O MS Forms"
"M-001954","M037","M037-ZN07","2022-01-10T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-13 14:48:58.0000000","M&O MS Forms"
"M-001963","M037","M037-ZN07","2022-01-11T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-13 14:52:05.0000000","M&O MS Forms"
"M-001991","M037","M037-ZN07","2022-01-14T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","10.0",,"10.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-14 16:47:36.0000000","M&O MS Forms"
"M-001996","M037","M037-ZN07","2022-01-15T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","5.0",,"5.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-15 19:30:17.0000000","M&O MS Forms"
"M-001984","M037","M037-ZN07","2022-01-13T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","18.0",,"18.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-14 16:45:38.0000000","M&O MS Forms"
"M-001971","M037","M037-ZN07","2022-01-12T00:00:00.000","AM","2022","1","Jan","3","Parks","Highbridge Park","21.0",,"21.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-13 14:54:42.0000000","M&O MS Forms"
"M-002069","M037","M037-ZN07","2022-01-22T00:00:00.000","AM","2022","1","Jan","4","Parks","Highbridge Park","6.0",,"6.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-24 18:45:57.0000000","M&O MS Forms"
"M-002048","M037","M037-ZN07","2022-01-19T00:00:00.000","AM","2022","1","Jan","4","Parks","Highbridge Park","3.0",,"3.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-20 17:06:35.0000000","M&O MS Forms"
"M-001930","M037","M037-ZN07","2022-01-06T00:00:00.000","AM","2022","1","Jan","2","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-06 16:40:35.0000000","M&O MS Forms"
"M-001915","M037","M037-ZN07","2022-01-05T00:00:00.000","AM","2022","1","Jan","2","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-05 17:39:55.0000000","M&O MS Forms"
"M-001916","M037","M037-ZN07","2022-01-05T00:00:00.000","AM","2022","1","Jan","2","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-05 17:39:55.0000000","M&O MS Forms"
"M-001906","M037","M037-ZN07","2022-01-04T00:00:00.000","AM","2022","1","Jan","2","Parks","Highbridge Park","42.0",,"42.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-05 17:31:54.0000000","M&O MS Forms"
"M-001885","M037","M037-ZN07","2022-01-02T00:00:00.000","AM","2022","1","Jan","2","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-02 19:07:19.0000000","M&O MS Forms"
"M-001894","M037","M037-ZN07","2022-01-03T00:00:00.000","AM","2022","1","Jan","2","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-04 13:23:54.0000000","M&O MS Forms"
"M-001877","M037","M037-ZN07","2022-01-01T00:00:00.000","AM","2022","1","Jan","1","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-01-02 18:59:02.0000000","M&O MS Forms"
"M-004573","M037","M037-ZN07","2022-10-13T00:00:00.000","AM","2022","10","Oct","42","Parks","Highbridge Park","79.0",,"79.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-19 05:37:22.0000000","M&O MS Forms"
"M-004591","M037","M037-ZN07","2022-10-15T00:00:00.000","AM","2022","10","Oct","42","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-19 05:43:16.0000000","M&O MS Forms"
"M-004582","M037","M037-ZN07","2022-10-14T00:00:00.000","AM","2022","10","Oct","42","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-19 05:40:18.0000000","M&O MS Forms"
"M-004546","M037","M037-ZN07","2022-10-08T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","82.0",,"82.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 15:26:05.0000000","M&O MS Forms"
"M-004555","M037","M037-ZN07","2022-10-11T00:00:00.000","AM","2022","10","Oct","42","Parks","Highbridge Park","55.0",,"55.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 16:49:41.0000000","M&O MS Forms"
"M-004528","M037","M037-ZN07","2022-10-06T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","29.0",,"29.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 15:20:34.0000000","M&O MS Forms"
"M-004536","M037","M037-ZN07","2022-10-07T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 15:22:59.0000000","M&O MS Forms"
"M-004345","M037","M037-ZN07","2022-09-19T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","25.0",,"25.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-22 16:50:37.0000000","M&O MS Forms"
"M-004353","M037","M037-ZN07","2022-09-20T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","32.0",,"32.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-22 16:53:09.0000000","M&O MS Forms"
"M-004361","M037","M037-ZN07","2022-09-21T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-23 05:26:58.0000000","M&O MS Forms"
"M-004370","M037","M037-ZN07","2022-09-22T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-23 05:29:40.0000000","M&O MS Forms"
"M-004336","M037","M037-ZN07","2022-09-18T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","50.0",,"50.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-22 16:47:00.0000000","M&O MS Forms"
"M-004324","M037","M037-ZN07","2022-09-12T00:00:00.000","AM","2022","9","Sep","38","Parks","Highbridge Park","75.0",,"75.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-13 18:05:45.0000000","M&O MS Forms"
"M-004315","M037","M037-ZN07","2022-09-11T00:00:00.000","AM","2022","9","Sep","38","Parks","Highbridge Park","85.0",,"85.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-13 18:02:17.0000000","M&O MS Forms"
"M-004303","M037","M037-ZN07","2022-09-11T00:00:00.000","AM","2022","9","Sep","38","Parks","Highbridge Park","85.0",,"85.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-12 06:11:08.0000000","M&O MS Forms"
"M-004284","M037","M037-ZN07","2022-09-08T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","70.0",,"70.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-09 06:20:12.0000000","M&O MS Forms"
"M-004294","M037","M037-ZN07","2022-09-10T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","110.0",,"110.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-12 06:08:06.0000000","M&O MS Forms"
"M-004275","M037","M037-ZN07","2022-09-07T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","52.0",,"52.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-09 05:41:34.0000000","M&O MS Forms"
"M-004266","M037","M037-ZN07","2022-09-06T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-09 05:38:22.0000000","M&O MS Forms"
"M-004257","M037","M037-ZN07","2022-09-05T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","83.0",,"83.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-09 05:33:26.0000000","M&O MS Forms"
"M-004238","M037","M037-ZN07","2022-09-05T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","83.0",,"83.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:44:55.0000000","M&O MS Forms"
"M-004463","M037","M037-ZN07","2022-09-29T00:00:00.000","AM","2022","9","Sep","40","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 07:04:58.0000000","M&O MS Forms"
"M-004163","M037","M037-ZN07","2022-08-28T00:00:00.000","AM","2022","8","Aug","36","Parks","Highbridge Park","86.0",,"86.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-02 13:04:06.0000000","M&O MS Forms"
"M-004180","M037","M037-ZN07","2022-08-30T00:00:00.000","AM","2022","8","Aug","36","Parks","Highbridge Park","75.0",,"75.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-02 15:17:19.0000000","M&O MS Forms"
"M-004172","M037","M037-ZN07","2022-08-29T00:00:00.000","AM","2022","8","Aug","36","Parks","Highbridge Park","96.0",,"96.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-02 13:07:06.0000000","M&O MS Forms"
"M-004397","M037","M037-ZN07","2022-09-25T00:00:00.000","AM","2022","9","Sep","40","Parks","Highbridge Park","3.0",,"3.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-26 06:09:59.0000000","M&O MS Forms"
"M-004379","M037","M037-ZN07","2022-09-23T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","75.0",,"75.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-26 06:03:50.0000000","M&O MS Forms"
"M-004388","M037","M037-ZN07","2022-09-24T00:00:00.000","AM","2022","9","Sep","39","Parks","Highbridge Park","55.0",,"55.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-26 06:06:45.0000000","M&O MS Forms"
"M-004473","M037","M037-ZN07","2022-09-30T00:00:00.000","AM","2022","9","Sep","40","Parks","Highbridge Park","80.0",,"80.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 07:09:12.0000000","M&O MS Forms"
"M-004484","M037","M037-ZN07","2022-10-01T00:00:00.000","AM","2022","10","Oct","40","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 07:15:04.0000000","M&O MS Forms"
"M-004494","M037","M037-ZN07","2022-10-02T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","35.0",,"35.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 07:19:31.0000000","M&O MS Forms"
"M-004513","M037","M037-ZN07","2022-10-04T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","55.0",,"55.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 15:15:52.0000000","M&O MS Forms"
"M-004522","M037","M037-ZN07","2022-10-05T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","61.0",,"61.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 15:18:38.0000000","M&O MS Forms"
"M-004504","M037","M037-ZN07","2022-10-03T00:00:00.000","AM","2022","10","Oct","41","Parks","Highbridge Park","40.0",,"40.0",,,"34","Manhattan","M-12A","ZONE","true","2022-10-11 15:13:05.0000000","M&O MS Forms"
"M-004034","M037","M037-ZN07","2022-08-16T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","80.0",,"80.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-18 14:28:07.0000000","M&O MS Forms"
"M-004025","M037","M037-ZN07","2022-08-15T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","110.0",,"110.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-18 14:23:32.0000000","M&O MS Forms"
"M-004047","M037","M037-ZN07","2022-08-17T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","90.0",,"90.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-18 14:45:56.0000000","M&O MS Forms"
"M-004038","M037","M037-ZN07","2022-08-16T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","80.0",,"80.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-18 14:43:26.0000000","M&O MS Forms"
"M-004085","M037","M037-ZN07","2022-08-20T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","156.0",,"156.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:12:28.0000000","M&O MS Forms"
"M-004068","M037","M037-ZN07","2022-08-19T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","137.0",,"137.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-20 12:05:38.0000000","M&O MS Forms"
"M-004056","M037","M037-ZN07","2022-08-18T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","10.0",,"10.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-18 14:48:39.0000000","M&O MS Forms"
"M-004016","M037","M037-ZN07","2022-08-14T00:00:00.000","AM","2022","8","Aug","34","Parks","Highbridge Park","125.0",,"125.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-18 14:04:04.0000000","M&O MS Forms"
"M-004001","M037","M037-ZN07","2022-08-13T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","215.0",,"215.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-15 10:09:51.0000000","M&O MS Forms"
"M-003993","M037","M037-ZN07","2022-08-12T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","190.0",,"190.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-15 10:07:22.0000000","M&O MS Forms"
"M-003973","M037","M037-ZN07","2022-08-11T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","185.0",,"185.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-11 16:13:42.0000000","M&O MS Forms"
"M-003965","M037","M037-ZN07","2022-08-10T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","168.0",,"168.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-11 08:49:42.0000000","M&O MS Forms"
"M-003964","M037","M037-ZN07","2022-08-10T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","6.0",,"6.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-11 08:49:11.0000000","M&O MS Forms"
"M-003955","M037","M037-ZN07","2022-08-09T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","145.0",,"145.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-09 18:27:07.0000000","M&O MS Forms"
"M-003946","M037","M037-ZN07","2022-08-08T00:00:00.000","AM","2022","8","Aug","33","Parks","Highbridge Park","145.0",,"145.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-09 08:59:21.0000000","M&O MS Forms"
"M-004248","M037","M037-ZN07","2022-09-04T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","94.0",,"94.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-09 05:29:17.0000000","M&O MS Forms"
"M-004219","M037","M037-ZN07","2022-09-03T00:00:00.000","AM","2022","9","Sep","36","Parks","Highbridge Park","86.0",,"86.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:36:31.0000000","M&O MS Forms"
"M-004228","M037","M037-ZN07","2022-09-04T00:00:00.000","AM","2022","9","Sep","37","Parks","Highbridge Park","94.0",,"94.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:39:41.0000000","M&O MS Forms"
"M-004208","M037","M037-ZN07","2022-09-02T00:00:00.000","AM","2022","9","Sep","36","Parks","Highbridge Park","7.0",,"7.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:32:51.0000000","M&O MS Forms"
"M-004210","M037","M037-ZN07","2022-09-02T00:00:00.000","AM","2022","9","Sep","36","Parks","Highbridge Park","45.0",,"45.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:33:31.0000000","M&O MS Forms"
"M-004202","M037","M037-ZN07","2022-09-01T00:00:00.000","AM","2022","9","Sep","36","Parks","Highbridge Park","65.0",,"65.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:31:02.0000000","M&O MS Forms"
"M-004193","M037","M037-ZN07","2022-08-31T00:00:00.000","AM","2022","8","Aug","36","Parks","Highbridge Park","59.0",,"59.0",,,"34","Manhattan","M-12A","ZONE","true","2022-09-06 14:28:29.0000000","M&O MS Forms"
"M-004137","M037","M037-ZN07","2022-08-26T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","96.0",,"96.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:31:03.0000000","M&O MS Forms"
"M-004146","M037","M037-ZN07","2022-08-27T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","123.0",,"123.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:33:34.0000000","M&O MS Forms"
"M-004129","M037","M037-ZN07","2022-08-25T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","86.0",,"86.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:28:54.0000000","M&O MS Forms"
"M-004120","M037","M037-ZN07","2022-08-24T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","70.0",,"70.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:23:30.0000000","M&O MS Forms"
"M-004112","M037","M037-ZN07","2022-08-23T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","56.0",,"56.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:21:03.0000000","M&O MS Forms"
"M-004094","M037","M037-ZN07","2022-08-21T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","96.0",,"96.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:15:55.0000000","M&O MS Forms"
"M-004103","M037","M037-ZN07","2022-08-22T00:00:00.000","AM","2022","8","Aug","35","Parks","Highbridge Park","102.0",,"102.0",,,"34","Manhattan","M-12A","ZONE","true","2022-08-28 17:18:29.0000000","M&O MS Forms"
"M-006423","M037","M037-ZN07","2023-04-23T00:00:00.000","AM","2023","4","Apr","17","Parks","Highbridge Park","30.0",,"30.0",,,"34","Manhattan","M-12A","ZONE","true","2023-04-23 17:06:59.0000000","M&O MS Forms"
"M-004994","M037","M037-ZN07","2022-11-21T00:00:00.000","AM","2022","11","Nov","48","Parks","Highbridge Park","80.0",,"80.0",,,"34","Manhattan","M-12A","ZONE","true","2022-11-27 10:56:25.0000000","M&O MS Forms"
"M-005003","M037","M037-ZN07","2022-11-22T00:00:00.000","AM","2022","11","Nov","48","Parks","Highbridge Park","55.0",,"55.0",,,"34","Manhattan","M-12A","ZONE","true","2022-11-27 11:00:05.0000000","M&O MS Forms"
"M-005012","M037","M037-ZN07","2022-11-23T00:00:00.000","AM","2022","11","Nov","48","Parks","Highbridge Park","60.0",,"60.0",,,"34","Manhattan","M-12A","ZONE","true","2022-11-27 11:04:22.0000000","M&O MS Forms"
"M-004984","M037","M037-ZN07","2022-11-20T00:00:00.000","AM","2022","11","Nov","48","Parks","Highbridge Park","75.0",,"75.0",,,"34","Manhattan","M-12A","ZONE","true","2022-11-21 06:01:36.0000000","M&O MS Forms"
"M-004975","M037","M037-ZN07","2022-11-19T00:00:00.000","AM","2022","11","Nov","47","Parks","Highbridge Park","15.0",,"15.0",,,"34","Manhattan","M-12A","ZONE","true","2022-11-21 05:58:19.0000000","M&O MS Forms"
