Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
58628456,08/27/2023 12:40:59 AM,08/27/2023 01:46:07 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11217,LAFAYETTE AVENUE,LAFAYETTE AVENUE,LAFAYETTE AVENUE,SOUTH ELLIOTT PLACE,LAFAYETTE AVENUE,SOUTH ELLIOTT PLACE,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,08/27/2023 01:46:11 AM,02 BROOKLYN,,BROOKLYN,991020,189601,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68708512865023,-73.97558904845249,"(40.68708512865023, -73.97558904845249)"
58628309,08/27/2023 12:40:58 AM,08/27/2023 01:19:56 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,CENTRAL AVENUE,CENTRAL AVENUE,CENTRAL AVENUE,WEIRFIELD STREET,CENTRAL AVENUE,WEIRFIELD STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:20:01 AM,04 BROOKLYN,,BROOKLYN,1008724,190840,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690454649429235,-73.91174831423264,"(40.690454649429235, -73.91174831423264)"
58630843,08/27/2023 12:40:32 AM,08/27/2023 01:28:31 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11207,CLEVELAND STREET,CLEVELAND STREET,CLEVELAND STREET,HEGEMAN AVENUE,CLEVELAND STREET,HEGEMAN AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:28:36 AM,05 BROOKLYN,,BROOKLYN,1017258,181398,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6645108036958,-73.88102153101832,"(40.6645108036958, -73.88102153101832)"
58628259,08/27/2023 12:40:24 AM,08/27/2023 12:47:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,193 EAST   31 STREET,EAST   31 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   31 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:47:58 AM,17 BROOKLYN,3049160053,BROOKLYN,998661,174637,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64600314129529,-73.94806947749187,"(40.64600314129529, -73.94806947749187)"
58630740,08/27/2023 12:40:19 AM,08/27/2023 01:06:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,289 SOUTH    1 STREET,SOUTH    1 STREET,HAVEMEYER STREET,MARCY AVENUE,HAVEMEYER STREET,MARCY AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:06:36 AM,01 BROOKLYN,3023960021,BROOKLYN,996415,198636,PHONE,Unspecified,BROOKLYN,,,,,,,,40.711878319949115,-73.95611969119804,"(40.711878319949115, -73.95611969119804)"
58631900,08/27/2023 12:39:35 AM,08/27/2023 01:19:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,2782 BATCHELDER STREET,BATCHELDER STREET,SHORE PARKWAY,LOSEE TERRACE,SHORE PARKWAY,LOSEE TERRACE,ADDRESS,BROOKLYN,BATCHELDER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 01:19:31 AM,15 BROOKLYN,3088000041,BROOKLYN,1001973,152653,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.585655621835414,-73.9361922836962,"(40.585655621835414, -73.9361922836962)"
58630084,08/27/2023 12:39:05 AM,,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11233,249 PATCHEN AVENUE,PATCHEN AVENUE,MAC DONOUGH STREET,DECATUR STREET,MAC DONOUGH STREET,DECATUR STREET,ADDRESS,BROOKLYN,PATCHEN AVENUE,,In Progress,,,,03 BROOKLYN,3016780006,BROOKLYN,1004770,188012,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68270249054428,-73.9260147920001,"(40.68270249054428, -73.9260147920001)"
58625887,08/27/2023 12:39:04 AM,08/27/2023 12:45:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11204,7301 18 AVENUE,18 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,BROOKLYN,18 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:45:40 AM,11 BROOKLYN,3062050009,BROOKLYN,985673,163145,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61447163857007,-73.99487459416083,"(40.61447163857007, -73.99487459416083)"
58623330,08/27/2023 12:38:34 AM,08/27/2023 12:44:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:44:30 AM,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,PHONE,Unspecified,BROOKLYN,,,,,,,,40.688334599490894,-73.93014442097454,"(40.688334599490894, -73.93014442097454)"
58625652,08/27/2023 12:38:30 AM,08/27/2023 01:16:39 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,523 AVENUE X,AVENUE X,OCEAN PARKWAY,HUBBARD STREET,OCEAN PARKWAY,HUBBARD STREET,ADDRESS,BROOKLYN,AVENUE X,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 01:16:43 AM,15 BROOKLYN,3071820036,BROOKLYN,994225,154680,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59123143682026,-73.96408423646945,"(40.59123143682026, -73.96408423646945)"
58623324,08/27/2023 12:37:21 AM,08/27/2023 12:53:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,164 ELLERY STREET,ELLERY STREET,TOMPKINS AVENUE,DELMONICO PLACE,TOMPKINS AVENUE,DELMONICO PLACE,ADDRESS,BROOKLYN,ELLERY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:53:50 AM,03 BROOKLYN,3017310104,BROOKLYN,999093,193832,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.698688386609845,-73.94647048259624,"(40.698688386609845, -73.94647048259624)"
58629470,08/27/2023 12:36:03 AM,08/27/2023 12:42:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,347 LINCOLN ROAD,LINCOLN ROAD,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,LINCOLN ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:42:29 AM,09 BROOKLYN,3013290051,BROOKLYN,997709,180293,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66152912219051,-73.9514887534417,"(40.66152912219051, -73.9514887534417)"
58628130,08/27/2023 12:36:01 AM,08/27/2023 01:47:13 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,92 HIMROD STREET,HIMROD STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,HIMROD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:47:16 AM,04 BROOKLYN,3032750034,BROOKLYN,1005379,192879,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69605984838716,-73.92380376913913,"(40.69605984838716, -73.92380376913913)"
58630522,08/27/2023 12:35:55 AM,08/27/2023 12:50:19 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,298 UNION STREET,UNION STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:50:25 AM,06 BROOKLYN,3004350012,BROOKLYN,985564,187801,PHONE,Unspecified,BROOKLYN,,,,,,,,40.682147031318635,-73.99526239073904,"(40.682147031318635, -73.99526239073904)"
58623230,08/27/2023 12:35:54 AM,08/27/2023 12:45:06 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,183 EAST   31 STREET,EAST   31 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   31 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:45:10 AM,17 BROOKLYN,3049160057,BROOKLYN,998656,174704,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64618704993223,-73.9480873520732,"(40.64618704993223, -73.9480873520732)"
58630652,08/27/2023 12:35:17 AM,08/27/2023 01:18:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,674 EAST   79 STREET,EAST   79 STREET,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST   79 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:19:01 AM,18 BROOKLYN,3079830080,BROOKLYN,1007471,171382,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.637050151014854,-73.91633356540078,"(40.637050151014854, -73.91633356540078)"
58624404,08/27/2023 12:35:14 AM,08/27/2023 12:57:39 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,371 EAST   31 STREET,EAST   31 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   31 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:57:46 AM,17 BROOKLYN,3049480059,BROOKLYN,998787,173109,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64180890499436,-73.94761872495715,"(40.64180890499436, -73.94761872495715)"
58626327,08/27/2023 12:35:06 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11201,JAY STREET,JAY STREET,JAY STREET,YORK STREET,JAY STREET,YORK STREET,INTERSECTION,,,,In Progress,,,08/27/2023 02:17:37 AM,02 BROOKLYN,,BROOKLYN,987924,194862,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70152718120231,-73.98674959172757,"(40.70152718120231, -73.98674959172757)"
58628137,08/27/2023 12:35:03 AM,08/27/2023 12:42:39 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,193 EAST   31 STREET,EAST   31 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   31 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:42:45 AM,17 BROOKLYN,3049160053,BROOKLYN,998661,174637,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64600314129529,-73.94806947749187,"(40.64600314129529, -73.94806947749187)"
58629966,08/27/2023 12:34:35 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,1303 GREENE AVENUE,GREENE AVENUE,WILSON AVENUE,MYRTLE AVENUE,WILSON AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,GREENE AVENUE,,In Progress,,,08/27/2023 02:58:48 AM,04 BROOKLYN,3032870032,BROOKLYN,1006623,193693,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69829103051797,-73.91931490603119,"(40.69829103051797, -73.91931490603119)"
58625249,08/27/2023 12:34:19 AM,,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11209,527 84 STREET,84 STREET,5 AVENUE,FORT HAMILTON PARKWAY,5 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,84 STREET,,In Progress,,,,10 BROOKLYN,3060190070,BROOKLYN,977436,166030,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62238785815493,-74.02454578914302,"(40.62238785815493, -74.02454578914302)"
58625896,08/27/2023 12:34:03 AM,08/27/2023 12:47:02 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,769 WILLIAMS AVENUE,WILLIAMS AVENUE,LINDEN BOULEVARD,DE WITT AVENUE,LINDEN BOULEVARD,DE WITT AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:47:08 AM,05 BROOKLYN,3043170041,BROOKLYN,1013150,178568,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6567574450313,-73.89584107253373,"(40.6567574450313, -73.89584107253373)"
58627009,08/27/2023 12:33:17 AM,08/27/2023 01:43:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,818 PINE STREET,PINE STREET,STANLEY AVENUE,WORTMAN AVENUE,STANLEY AVENUE,WORTMAN AVENUE,ADDRESS,BROOKLYN,PINE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:44:01 AM,05 BROOKLYN,3045270009,BROOKLYN,1020768,181558,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66493618641541,-73.8683687670326,"(40.66493618641541, -73.8683687670326)"
58626820,08/27/2023 12:32:28 AM,08/27/2023 12:48:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,676 FLUSHING AVENUE,FLUSHING AVENUE,WHIPPLE STREET,THORNTON STREET,WHIPPLE STREET,THORNTON STREET,ADDRESS,BROOKLYN,FLUSHING AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:48:50 AM,03 BROOKLYN,3017220019,BROOKLYN,999294,194408,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7002690323993,-73.94574431352622,"(40.7002690323993, -73.94574431352622)"
58624500,08/27/2023 12:31:58 AM,08/27/2023 01:34:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,554 WYONA STREET,WYONA STREET,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,WYONA STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:34:56 AM,05 BROOKLYN,3038250021,BROOKLYN,1014453,181499,PHONE,Unspecified,BROOKLYN,,,,,,,,40.664798039022415,-73.89113178644264,"(40.664798039022415, -73.89113178644264)"
58626336,08/27/2023 12:31:56 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,649 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,,In Progress,,,08/27/2023 02:31:03 AM,04 BROOKLYN,3033650105,BROOKLYN,1008575,192629,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69536544912813,-73.91227913826302,"(40.69536544912813, -73.91227913826302)"
58631721,08/27/2023 12:31:53 AM,08/27/2023 12:33:36 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11235,111 WEST END AVENUE,WEST END AVENUE,HAMPTON AVENUE,NEPTUNE COURT,HAMPTON AVENUE,NEPTUNE COURT,ADDRESS,BROOKLYN,WEST END AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:33:40 AM,15 BROOKLYN,3087320061,BROOKLYN,997233,150189,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.578900640367635,-73.95326232791014,"(40.578900640367635, -73.95326232791014)"
58629292,08/27/2023 12:31:52 AM,08/27/2023 01:08:01 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11205,503 MYRTLE AVENUE,MYRTLE AVENUE,RYERSON STREET,GRAND AVENUE,RYERSON STREET,GRAND AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:08:06 AM,02 BROOKLYN,3018920077,BROOKLYN,994021,191958,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6935517461009,-73.9647647644769,"(40.6935517461009, -73.9647647644769)"
58625932,08/27/2023 12:31:35 AM,08/27/2023 12:55:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,272 SCHAEFER STREET,SCHAEFER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:55:41 AM,04 BROOKLYN,3034310014,BROOKLYN,1010495,191468,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69217328908511,-73.90535975919188,"(40.69217328908511, -73.90535975919188)"
58629970,08/27/2023 12:30:26 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,134 IRVING AVENUE,IRVING AVENUE,HART STREET,DEKALB AVENUE,HART STREET,DEKALB AVENUE,ADDRESS,BROOKLYN,IRVING AVENUE,,In Progress,,,08/27/2023 02:56:40 AM,04 BROOKLYN,3032360034,BROOKLYN,1006104,195363,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70287608499353,-73.92118118681576,"(40.70287608499353, -73.92118118681576)"
58625888,08/27/2023 12:30:21 AM,08/27/2023 12:50:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,874 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:51:05 AM,12 BROOKLYN,3009250037,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64468636458384,-73.9975604560498,"(40.64468636458384, -73.9975604560498)"
58625889,08/27/2023 12:29:53 AM,08/27/2023 12:36:52 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,DEAN STREET,DEAN STREET,DEAN STREET,KINGSTON AVENUE,DEAN STREET,KINGSTON AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:36:55 AM,08 BROOKLYN,,BROOKLYN,1000467,185720,PHONE,Unspecified,BROOKLYN,,,,,,,,40.676420400958705,-73.94153484180598,"(40.676420400958705, -73.94153484180598)"
58626246,08/27/2023 12:29:32 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,557 MCDONALD AVENUE,MCDONALD AVENUE,CHURCH AVENUE,AVENUE C,CHURCH AVENUE,AVENUE C,ADDRESS,BROOKLYN,MCDONALD AVENUE,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,08/27/2023 12:34:25 AM,12 BROOKLYN,3053530054,BROOKLYN,990062,172682,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64064690458578,-73.97905794498479,"(40.64064690458578, -73.97905794498479)"
58625045,08/27/2023 12:29:28 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,BUSHWICK AVENUE,BUSHWICK AVENUE,BUSHWICK AVENUE,MELROSE STREET,BUSHWICK AVENUE,MELROSE STREET,INTERSECTION,,,,In Progress,,,08/27/2023 02:28:34 AM,04 BROOKLYN,,BROOKLYN,1002340,193838,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69869881335158,-73.934760550392,"(40.69869881335158, -73.934760550392)"
58629315,08/27/2023 12:28:55 AM,08/27/2023 12:33:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11235,111 WEST END AVENUE,WEST END AVENUE,HAMPTON AVENUE,NEPTUNE COURT,HAMPTON AVENUE,NEPTUNE COURT,ADDRESS,BROOKLYN,WEST END AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:33:10 AM,15 BROOKLYN,3087320061,BROOKLYN,997233,150189,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.578900640367635,-73.95326232791014,"(40.578900640367635, -73.95326232791014)"
58627931,08/27/2023 12:28:48 AM,08/27/2023 01:03:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11205,30 KOSCIUSZKO STREET,KOSCIUSZKO STREET,SPENCER COURT,NOSTRAND AVENUE,SPENCER COURT,NOSTRAND AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:04:01 AM,03 BROOKLYN,3017830020,BROOKLYN,997063,190789,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69033923006802,-73.9537972234409,"(40.69033923006802, -73.9537972234409)"
58625873,08/27/2023 12:28:31 AM,08/27/2023 12:53:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,290 SCHAEFER STREET,SCHAEFER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 12:53:43 AM,04 BROOKLYN,3034310022,BROOKLYN,1010583,191586,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.692496910239726,-73.90504196758847,"(40.692496910239726, -73.90504196758847)"
58624478,08/27/2023 12:28:11 AM,08/27/2023 01:01:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,EAST   92 STREET,EAST   92 STREET,EAST   92 STREET,FLATLANDS AVENUE,EAST   92 STREET,FLATLANDS AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 01:01:08 AM,18 BROOKLYN,,BROOKLYN,1010719,172862,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64110332170878,-73.90462506022259,"(40.64110332170878, -73.90462506022259)"
58627535,08/27/2023 12:28:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,109 MC KINLEY AVENUE,MC KINLEY AVENUE,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,BROOKLYN,MC KINLEY AVENUE,,In Progress,,,,05 BROOKLYN,3041640041,BROOKLYN,1019828,186846,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67945437240104,-73.87172913488821,"(40.67945437240104, -73.87172913488821)"
58624380,08/27/2023 12:27:34 AM,08/27/2023 01:12:14 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11218,70 EAST    8 STREET,EAST    8 STREET,KERMIT PLACE,KERMIT PLACE,KERMIT PLACE,KERMIT PLACE,ADDRESS,BROOKLYN,EAST    8 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,08/27/2023 01:12:18 AM,07 BROOKLYN,3053210051,BROOKLYN,991824,175551,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.648520359616796,-73.97270580805177,"(40.648520359616796, -73.97270580805177)"
58624542,08/27/2023 12:27:28 AM,08/27/2023 01:06:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11223,2180 EAST    9 STREET,EAST    9 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,EAST    9 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 01:06:31 AM,15 BROOKLYN,3071350042,BROOKLYN,994852,156665,PHONE,Unspecified,BROOKLYN,,,,,,,,40.596679134487744,-73.96182355961344,"(40.596679134487744, -73.96182355961344)"
58630468,08/27/2023 12:27:04 AM,08/27/2023 12:43:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,167 GRAHAM AVENUE,GRAHAM AVENUE,MONTROSE AVENUE,MESEROLE STREET,MONTROSE AVENUE,MESEROLE STREET,ADDRESS,BROOKLYN,GRAHAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:43:50 AM,01 BROOKLYN,3030520022,BROOKLYN,999978,197117,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70770340973375,-73.94327116381723,"(40.70770340973375, -73.94327116381723)"
58628811,08/27/2023 12:26:45 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,HIMROD STREET,HIMROD STREET,HIMROD STREET,KNICKERBOCKER AVENUE,HIMROD STREET,KNICKERBOCKER AVENUE,INTERSECTION,,,,In Progress,,,,04 BROOKLYN,,BROOKLYN,1006397,194250,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69982043339563,-73.92012811136641,"(40.69982043339563, -73.92012811136641)"
58623447,08/27/2023 12:26:40 AM,08/27/2023 12:54:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,461 40 STREET,40 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,40 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:54:20 AM,07 BROOKLYN,,BROOKLYN,982750,176552,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.651270999080324,-74.0054057268598,"(40.651270999080324, -74.0054057268598)"
58629414,08/27/2023 12:26:05 AM,08/27/2023 12:35:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,4547 KINGS HIGHWAY,KINGS HIGHWAY,AVENUE J,AVENUE I,AVENUE J,AVENUE I,ADDRESS,BROOKLYN,KINGS HIGHWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 12:35:20 AM,18 BROOKLYN,3077700066,BROOKLYN,1002944,168409,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62890060975105,-73.93265280318306,"(40.62890060975105, -73.93265280318306)"
