"geoid","countyfips","borocode","boroname","boroct2020","ct2020","ctlabel","ntacode","ntatype","ntaname","ntaabbrev","cdtacode","cdtatype","cdtaname"
"36005041100","005","2","Bronx","2041100","041100","411","BX0702","0","Bedford Park","BdfrdPk","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005041300","005","2","Bronx","2041300","041300","413","BX0702","0","Bedford Park","BdfrdPk","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005041500","005","2","Bronx","2041500","041500","415","BX0702","0","Bedford Park","BdfrdPk","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005041900","005","2","Bronx","2041900","041900","419","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005042100","005","2","Bronx","2042100","042100","421","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005042300","005","2","Bronx","2042300","042300","423","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005042500","005","2","Bronx","2042500","042500","425","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005042901","005","2","Bronx","2042901","042901","429.01","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005042902","005","2","Bronx","2042902","042902","429.02","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005043101","005","2","Bronx","2043101","043101","431.01","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005043102","005","2","Bronx","2043102","043102","431.02","BX0703","0","Norwood","Nrwd","BX07","CD","BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation)"
"36005026701","005","2","Bronx","2026701","026701","267.01","BX0801","0","Kingsbridge Heights-Van Cortlandt Village","KngbrdgHts","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005026702","005","2","Bronx","2026702","026702","267.02","BX0801","0","Kingsbridge Heights-Van Cortlandt Village","KngbrdgHts","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005027300","005","2","Bronx","2027300","027300","273","BX0801","0","Kingsbridge Heights-Van Cortlandt Village","KngbrdgHts","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005027700","005","2","Bronx","2027700","027700","277","BX0801","0","Kingsbridge Heights-Van Cortlandt Village","KngbrdgHts","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005027900","005","2","Bronx","2027900","027900","279","BX0801","0","Kingsbridge Heights-Van Cortlandt Village","KngbrdgHts","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005028100","005","2","Bronx","2028100","028100","281","BX0801","0","Kingsbridge Heights-Van Cortlandt Village","KngbrdgHts","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005028300","005","2","Bronx","2028300","028300","283","BX0802","0","Kingsbridge-Marble Hill","Kngbrdg","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005028500","005","2","Bronx","2028500","028500","285","BX0802","0","Kingsbridge-Marble Hill","Kngbrdg","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005028700","005","2","Bronx","2028700","028700","287","BX0802","0","Kingsbridge-Marble Hill","Kngbrdg","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005028900","005","2","Bronx","2028900","028900","289","BX0802","0","Kingsbridge-Marble Hill","Kngbrdg","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005029301","005","2","Bronx","2029301","029301","293.01","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005029302","005","2","Bronx","2029302","029302","293.02","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005029500","005","2","Bronx","2029500","029500","295","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005029700","005","2","Bronx","2029700","029700","297","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005030100","005","2","Bronx","2030100","030100","301","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005030701","005","2","Bronx","2030701","030701","307.01","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005030900","005","2","Bronx","2030900","030900","309","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005031900","005","2","Bronx","2031900","031900","319","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005032300","005","2","Bronx","2032300","032300","323","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005033500","005","2","Bronx","2033500","033500","335","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005033700","005","2","Bronx","2033700","033700","337","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005021602","005","2","Bronx","2021602","021602","216.02","BX0904","0","Parkchester","Pkchstr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005034300","005","2","Bronx","2034300","034300","343","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005034500","005","2","Bronx","2034500","034500","345","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005035100","005","2","Bronx","2035100","035100","351","BX0803","0","Riverdale-Spuyten Duyvil","Rvrdl","BX08","CD","BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation)"
"36005002800","005","2","Bronx","2002800","002800","28","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005004400","005","2","Bronx","2004400","004400","44","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005004800","005","2","Bronx","2004800","004800","48","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005005001","005","2","Bronx","2005001","005001","50.01","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005005002","005","2","Bronx","2005002","005002","50.02","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005005200","005","2","Bronx","2005200","005200","52","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005005400","005","2","Bronx","2005400","005400","54","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005005600","005","2","Bronx","2005600","005600","56","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005006200","005","2","Bronx","2006200","006200","62","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005006400","005","2","Bronx","2006400","006400","64","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005006800","005","2","Bronx","2006800","006800","68","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005007000","005","2","Bronx","2007000","007000","70","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005007600","005","2","Bronx","2007600","007600","76","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005021601","005","2","Bronx","2021601","021601","216.01","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005021800","005","2","Bronx","2021800","021800","218","BX0901","0","Soundview-Bruckner-Bronx River","Sdvw_BxRvr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005000200","005","2","Bronx","2000200","000200","2","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005000400","005","2","Bronx","2000400","000400","4","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005001600","005","2","Bronx","2001600","001600","16","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005002001","005","2","Bronx","2002001","002001","20.01","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005002002","005","2","Bronx","2002002","002002","20.02","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005003800","005","2","Bronx","2003800","003800","38","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005004200","005","2","Bronx","2004200","004200","42","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005004600","005","2","Bronx","2004600","004600","46","BX0902","0","Soundview-Clason Point","Sdvw_ClsPt","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005004001","005","2","Bronx","2004001","004001","40.01","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005007200","005","2","Bronx","2007200","007200","72","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005007400","005","2","Bronx","2007400","007400","74","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005007800","005","2","Bronx","2007800","007800","78","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005008400","005","2","Bronx","2008400","008400","84","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005008600","005","2","Bronx","2008600","008600","86","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005009000","005","2","Bronx","2009000","009000","90","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005009200","005","2","Bronx","2009200","009200","92","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005009800","005","2","Bronx","2009800","009800","98","BX0903","0","Castle Hill-Unionport","CstlHl","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005021001","005","2","Bronx","2021001","021001","210.01","BX0904","0","Parkchester","Pkchstr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005021002","005","2","Bronx","2021002","021002","210.02","BX0904","0","Parkchester","Pkchstr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005021200","005","2","Bronx","2021200","021200","212","BX0904","0","Parkchester","Pkchstr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005022200","005","2","Bronx","2022200","022200","222","BX0904","0","Parkchester","Pkchstr","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005002400","005","2","Bronx","2002400","002400","24","BX0991","9","Soundview Park","SdvwPk","BX09","CD","BX09 Soundview-Parkchester (CD 9 Approximation)"
"36005009600","005","2","Bronx","2009600","009600","96","BX1001","0","Westchester Square","WstchstrSq","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005020000","005","2","Bronx","2020000","020000","200","BX1001","0","Westchester Square","WstchstrSq","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005020200","005","2","Bronx","2020200","020200","202","BX1001","0","Westchester Square","WstchstrSq","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005020400","005","2","Bronx","2020400","020400","204","BX1001","0","Westchester Square","WstchstrSq","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005020601","005","2","Bronx","2020601","020601","206.01","BX1001","0","Westchester Square","WstchstrSq","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005011800","005","2","Bronx","2011800","011800","118","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005013000","005","2","Bronx","2013000","013000","130","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005013200","005","2","Bronx","2013200","013200","132","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005013800","005","2","Bronx","2013800","013800","138","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005014400","005","2","Bronx","2014400","014400","144","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005015200","005","2","Bronx","2015200","015200","152","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005015800","005","2","Bronx","2015800","015800","158","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005016000","005","2","Bronx","2016000","016000","160","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005016200","005","2","Bronx","2016200","016200","162","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005016400","005","2","Bronx","2016400","016400","164","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005016600","005","2","Bronx","2016600","016600","166","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005018400","005","2","Bronx","2018400","018400","184","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005019400","005","2","Bronx","2019400","019400","194","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005026400","005","2","Bronx","2026400","026400","264","BX1002","0","Throgs Neck-Schuylerville","ThrgsNck","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005026601","005","2","Bronx","2026601","026601","266.01","BX1003","0","Pelham Bay-Country Club-City Island","PlhmBy","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005026602","005","2","Bronx","2026602","026602","266.02","BX1003","0","Pelham Bay-Country Club-City Island","PlhmBy","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005027401","005","2","Bronx","2027401","027401","274.01","BX1003","0","Pelham Bay-Country Club-City Island","PlhmBy","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005027402","005","2","Bronx","2027402","027402","274.02","BX1003","0","Pelham Bay-Country Club-City Island","PlhmBy","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005030000","005","2","Bronx","2030000","030000","300","BX1003","0","Pelham Bay-Country Club-City Island","PlhmBy","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005051601","005","2","Bronx","2051601","051601","516.01","BX1003","0","Pelham Bay-Country Club-City Island","PlhmBy","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005030201","005","2","Bronx","2030201","030201","302.01","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005030202","005","2","Bronx","2030202","030202","302.02","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005046203","005","2","Bronx","2046203","046203","462.03","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005046204","005","2","Bronx","2046204","046204","462.04","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005046205","005","2","Bronx","2046205","046205","462.05","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005046206","005","2","Bronx","2046206","046206","462.06","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005046207","005","2","Bronx","2046207","046207","462.07","BX1004","0","Co-op City","CoopCty","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005051602","005","2","Bronx","2051602","051602","516.02","BX1071","7","Hart Island","HrtIsl","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005011000","005","2","Bronx","2011000","011000","110","BX1091","9","Ferry Point Park-St. Raymond Cemetery","FrryPtPk","BX10","CD","BX10 Co-op City-Throgs Neck (CD 10 Approximation)"
"36005022401","005","2","Bronx","2022401","022401","224.01","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005022403","005","2","Bronx","2022403","022403","224.03","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005022404","005","2","Bronx","2022404","022404","224.04","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005022800","005","2","Bronx","2022800","022800","228","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005023000","005","2","Bronx","2023000","023000","230","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005023200","005","2","Bronx","2023200","023200","232","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005023600","005","2","Bronx","2023600","023600","236","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005023800","005","2","Bronx","2023800","023800","238","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005024000","005","2","Bronx","2024000","024000","240","BX1101","0","Pelham Parkway-Van Nest","PlhmPkwy","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005024400","005","2","Bronx","2024400","024400","244","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005024600","005","2","Bronx","2024600","024600","246","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005024800","005","2","Bronx","2024800","024800","248","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005025000","005","2","Bronx","2025000","025000","250","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005025200","005","2","Bronx","2025200","025200","252","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005025400","005","2","Bronx","2025400","025400","254","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005025600","005","2","Bronx","2025600","025600","256","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005028600","005","2","Bronx","2028600","028600","286","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005028800","005","2","Bronx","2028800","028800","288","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005029600","005","2","Bronx","2029600","029600","296","BX1102","0","Morris Park","MrrsPk","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005031000","005","2","Bronx","2031000","031000","310","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005031200","005","2","Bronx","2031200","031200","312","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005031400","005","2","Bronx","2031400","031400","314","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005031600","005","2","Bronx","2031600","031600","316","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005031800","005","2","Bronx","2031800","031800","318","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005032600","005","2","Bronx","2032600","032600","326","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005034400","005","2","Bronx","2034400","034400","344","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005034800","005","2","Bronx","2034800","034800","348","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005035000","005","2","Bronx","2035000","035000","350","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005036000","005","2","Bronx","2036000","036000","360","BX1103","0","Pelham Gardens","PlhmGrdns","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005032400","005","2","Bronx","2032400","032400","324","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005032800","005","2","Bronx","2032800","032800","328","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005033000","005","2","Bronx","2033000","033000","330","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005033201","005","2","Bronx","2033201","033201","332.01","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005033202","005","2","Bronx","2033202","033202","332.02","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005033601","005","2","Bronx","2033601","033601","336.01","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005033801","005","2","Bronx","2033801","033801","338.01","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005034000","005","2","Bronx","2034000","034000","340","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005034200","005","2","Bronx","2034200","034200","342","BX1104","0","Allerton","Allrtn","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005028400","005","2","Bronx","2028400","028400","284","BX1161","6","Hutchinson Metro Center","HtchMtrCtr","BX11","CD","BX11 Pelham Parkway-Morris Park (CD 11 Approximation)"
"36005033602","005","2","Bronx","2033602","033602","336.02","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005033802","005","2","Bronx","2033802","033802","338.02","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005036800","005","2","Bronx","2036800","036800","368","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005037000","005","2","Bronx","2037000","037000","370","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005037200","005","2","Bronx","2037200","037200","372","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005037400","005","2","Bronx","2037400","037400","374","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005037600","005","2","Bronx","2037600","037600","376","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
"36005037800","005","2","Bronx","2037800","037800","378","BX1201","0","Williamsbridge-Olinville","Wllmsbrdg","BX12","CD","BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation)"
