"inspection_id","omppropid","site_name","boro","district","inspection_date","pip_category","overall_rating","cleanliness_rating"
"358918","Q453-01","Creedmoor Soccer Fields","Q","Q-13","2020-07-09T10:48:00.000","Playground","A","A"
"358919","Q069","Middleburgh Triangle","Q","Q-04","2020-07-09T10:58:00.000","Small Park","A","A"
"358920","B054-ZN03","Lincoln Terr Pk/Arthur S Somers Zone 3","B","B-08","2020-07-09T11:05:00.000","Large Park","A","A"
"358921","Q360J","Crowley Playground","Q","Q-04","2020-07-09T11:05:00.000","Playground","U","A"
"358922","Q020-ZN04","Highland Park Zone 4","Q","Q-05A","2020-07-09T11:24:00.000","Large Park","A","A"
"358924","Q393I","Planeview Park","Q","Q-03","2020-07-09T09:05:00.000","Small Park","A","A"
"358925","X148L","Virginia Playground","X","X-09","2020-07-09T11:44:00.000","Playground","U","A"
"358926","X148M1","Havemeyer Playground","X","X-09","2020-07-09T11:48:00.000","Playground","A","A"
"358927","M321","Lower East Side Playground","M","M-03","2020-07-09T11:48:00.000","Playground","A","A"
"358928","Q140","Barclay Triangle","Q","Q-03","2020-07-09T09:35:00.000","Small Park","U","U"
"358929","Q080","Veterans Plaza","Q","Q-03","2020-07-09T10:10:00.000","Small Park","A","A"
"358930","Q160","O'Sullivan Plaza","Q","Q-03","2020-07-09T10:37:00.000","Small Park","A","A"
"358931","Q070","Trolley Car Triangle","Q","Q-03","2020-07-09T11:05:00.000","Small Park","U","U"
"358932","X160","Caserta Playground","X","X-09","2020-07-09T12:03:00.000","Playground","A","A"
"358933","B294","Jackie Robinson Park Playground","B","B-03","2020-07-09T12:06:00.000","Playground","A","A"
"358934","X176","Taylor Playground","X","X-09","2020-07-09T12:11:00.000","Playground","U","A"
"358935","Q186","Jackson Mill Green","Q","Q-03","2020-07-09T11:42:00.000","Small Park","A","A"
"358936","B200","Elizabeth Stroud Playground","B","B-03","2020-07-09T12:34:00.000","Playground","A","A"
"358937","M182","Vladeck Park","M","M-03","2020-07-09T12:39:00.000","Playground","A","A"
"358938","X008-ZN01","Claremont Zone 1","X","X-04","2020-07-09T11:10:00.000","Large Park","U","A"
"358939","M165","Baruch Playground","M","M-03","2020-07-09T12:50:00.000","Playground","A","A"
"358940","Q094-QZ451","Greenstreet","Q","Q-10","2020-07-09T12:56:00.000","Greenstreet","A","A"
"358941","X211","Stebbins Playground","X","X-02","2020-07-09T12:57:00.000","Playground","A","A"
"358942","Q094-QZ452","Greenstreet","Q","Q-10","2020-07-09T12:59:00.000","Greenstreet","A","A"
"358943","M201","Wald Playground","M","M-03","2020-07-09T13:03:00.000","Playground","A","A"
"358944","QT19","Abe Wolfson Triangle","Q","Q-08","2020-07-09T13:05:00.000","Small Park","A","A"
"358945","B073-09","Imagination Plgd","B","B-19","2020-07-09T13:08:00.000","Playground","U","A"
"358946","X004-03","Parque De Los Ninos","X","X-09","2020-07-09T13:10:00.000","Playground","A","A"
"358947","M195","Sidney Hillman Playground","M","M-03","2020-07-09T13:16:00.000","Playground","A","A"
"358948","Q307","Delphin H. Greene Playground","Q","Q-13","2020-07-09T09:27:00.000","Playground","A","A"
"358949","M108G","Playground 103 CIII","M","M-15","2020-07-09T13:19:00.000","Playground","A","A"
"358950","X007","Castle Hill Park","X","X-09","2020-07-09T13:19:00.000","Small Park","A","A"
"358951","X088-01","Clason Point Park","X","X-09","2020-07-09T13:23:00.000","Small Park","A","A"
"358952","X224","MacLaughlin Playground","X","X-08","2020-07-09T13:23:00.000","Playground","U","A"
"358953","X088-ZN01","Pugsley Creek Park Zone 1","X","X-09","2020-07-09T13:26:00.000","Large Park","A","A"
"358954","X088-ZN02","Pugsley Creek Park Zone 2","X","X-09","2020-07-09T13:31:00.000","Large Park","A","A"
"358955","M241","Nathan Straus Playground","M","M-03","2020-07-09T13:34:00.000","Playground","U","A"
"358956","X251","Co-op City Field","X","X-10","2020-07-09T13:34:00.000","Small Park","A","A"
"358957","X164","Dawson Playground","X","X-02","2020-07-09T13:31:00.000","Playground","U","A"
"358958","X124","Watson Gleason Playground","X","X-09","2020-07-09T13:36:00.000","Playground","A","A"
"358959","B093","Weeksville Playground","B","B-03","2020-07-09T13:38:00.000","Playground","A","A"
"358960","Q391","Joseph Austin Playground","Q","Q-08","2020-07-09T13:40:00.000","Playground","U","U"
"358961","X151","P.O. Serrano Playground","X","X-09","2020-07-09T13:47:00.000","Playground","A","A"
"358962","X156","Eastchester Playground","X","X-11","2020-07-09T13:47:00.000","Playground","A","A"
"358963","M065","Luther Gulick Park","M","M-03","2020-07-09T13:50:00.000","Playground","A","A"
"358964","MZ265","GREENSTREET","M","M-15","2020-07-09T13:53:00.000","Greenstreet","A","A"
"358965","X157","Mazzei Playground","X","X-11","2020-07-09T13:59:00.000","Playground","A","A"
"358966","QT04","Queens Gate","Q","Q-08","2020-07-09T14:04:00.000","Small Park","A","A"
"358967","X015","Joseph Rodman Drake Park & Enslaved African Burial Ground","X","X-02","2020-07-09T14:05:00.000","Small Park","U","U"
"358968","MZ450","GREENSTREET","M","M-03","2020-07-09T14:02:00.000","Greenstreet","U","U"
"358969","M258","East River Playground","M","M-15","2020-07-09T14:11:00.000","Playground","A","A"
"358970","MZ451","GREENSTREET","M","M-03","2020-07-09T14:14:00.000","Greenstreet","A","A"
"358971","Q052-01","Captain Tilly Playground","Q","Q-08","2020-07-09T14:16:00.000","Playground","A","A"
"358972","MZ452","GREENSTREET","M","M-03","2020-07-09T14:20:00.000","Greenstreet","A","A"
"358973","X268","Givans Creek Woods","X","X-10","2020-07-09T14:21:00.000","Large Park","A","A"
"358974","MZ453","GREENSTREET","M","M-03","2020-07-09T14:24:00.000","Greenstreet","U","U"
"358975","XZ03","GREENSTREET","X","X-10","2020-07-09T14:26:00.000","Greenstreet","A","A"
"358976","XZ276","GREENSTREET","X","X-02","2020-07-09T14:26:00.000","Greenstreet","U","U"
"358977","MZ270","Greenstreet","M","M-03","2020-07-09T14:28:00.000","Greenstreet","U","U"
"358978","X203","Randall Playground","X","X-09","2020-07-09T14:31:00.000","Playground","A","A"
"358979","Q379","Briarwood Playground","Q","Q-08","2020-07-09T14:31:00.000","Playground","U","A"
"358980","XZ04","GREENSTREET","X","X-10","2020-07-09T14:39:00.000","Greenstreet","A","A"
"358981","XZ353","GREENSTREET","X","X-10","2020-07-09T14:50:00.000","Greenstreet","A","A"
"358982","XZ354","GREENSTREET","X","X-10","2020-07-09T15:02:00.000","Greenstreet","A","A"
"358983","Q206","Eight Oaks Triangle","Q","Q-09","2020-07-09T15:05:00.000","Small Park","A","A"
"358984","Q108","Laurelton Playground","Q","Q-13","2020-07-09T13:30:00.000","Playground","A","A"
"358985","B073-02D","Garfield Tot Lot","B","B-19","2020-07-09T16:41:00.000","Playground","A","A"
"358986","Q099-ZN16","Ftn Of Planets & Ftn Of The Fairs","Q","Q-15","2020-07-09T18:18:00.000","Large Park","U","U"
"358987","Q099-ZN12","Unisphere","Q","Q-15","2020-07-09T18:30:00.000","Large Park","U","U"
"358988","B345","Ethan Allen Playground","B","B-05","2020-07-06T20:35:00.000","Playground","U","A"
"358989","B266","Star Spangled Playground","B","B-03","2020-07-09T19:37:00.000","Playground","U","A"
"358990","B001","American Playground","B","B-01","2020-07-09T19:41:00.000","Playground","U","U"
"358991","B385","WNYC Transmitter Park","B","B-01","2020-07-09T20:12:00.000","Small Park","U","U"
"358993","B078","Grace Playground","B","B-05","2020-07-09T19:25:00.000","Playground","U","U"
"358994","B401","Grand Ferry Park","B","B-01","2020-07-09T20:50:00.000","Small Park","U","U"
"358995","B366","Duke Park","B","B-05","2020-07-09T19:50:00.000","Playground","U","A"
"358996","X344","Mill Pond Park","X","X-04","2020-07-10T04:31:00.000","Large Park","A","A"
"358997","XZ162","GREENSTREET","X","X-13","2020-07-10T06:05:00.000","Greenstreet","U","U"
"358998","XZ469","Dogwood Junction","X","X-13","2020-07-10T06:30:00.000","Greenstreet","U","U"
"358999","XZ191","GREENSTREET","X","X-13","2020-07-10T07:00:00.000","Greenstreet","U","U"
"359000","XZ192","GREENSTREET","X","X-13","2020-07-10T07:30:00.000","Greenstreet","U","U"
"359001","B261","Sankofa Park","B","B-05","2020-07-09T19:55:00.000","Playground","U","U"
"359002","M014","Jackie Robinson Park","M","M-10","2020-07-10T07:16:00.000","Large Park","A","A"
"359003","M014-02","Plgd One Fifty Two CLII","M","M-10","2020-07-09T09:45:00.000","Playground","A","A"
"359004","M014-03","Playground One Forty Nine, CIL","M","M-10","2020-07-09T10:59:00.000","Playground","A","A"
"359005","M156","McKenna Square","M","M-12","2020-07-10T08:01:00.000","Small Park","A","A"
"359006","X046-01","High Rock Plgd","X","X-12","2020-07-10T08:18:00.000","Playground","U","U"
"359007","X046-ZN01","Seton Falls Park Zone 1","X","X-12","2020-07-10T08:24:00.000","Large Park","U","U"
"359008","RZ43","GREENSTREET","R","R-03","2020-07-10T08:31:00.000","Greenstreet","A","A"
"359009","B012-02","Brower Park","B","B-08","2020-07-10T08:30:00.000","Playground","U","A"
"359010","RZ47","GREENSTREET","R","R-03","2020-07-10T08:33:00.000","Greenstreet","A","A"
"359011","B068-01","Detective Dillon Stewart Plgd","B","B-14","2020-07-10T08:37:00.000","Playground","U","U"
"359013","RZ64","GREENSTREET","R","R-03","2020-07-10T08:38:00.000","Greenstreet","A","A"
"359014","X010-ZN08","Crotona Zone 8","X","X-03","2020-07-08T09:30:00.000","Large Park","U","U"
"359015","RZ332","Greenstreet","R","R-03","2020-07-10T08:42:00.000","Greenstreet","A","A"
"359016","B073-ZN01","Main Entrance","B","B-19","2020-07-10T08:42:00.000","Large Park","U","U"
"359017","X010-06","Boxcar Plgd (6)","X","X-03","2020-07-08T11:44:00.000","Playground","U","U"
"359018","M095-ZN08","Broadway Malls Zone 8","M","M-12A","2020-07-09T12:10:00.000","Large Park","A","A"
"359020","M095A","Broadway Malls","M","M-12A","2020-07-09T12:10:00.000","Small Park","A","A"
"359021","X046-ZN02","Seton Falls Park Zone 2","X","X-12","2020-07-10T08:52:00.000","Large Park","U","U"
"359022","M240","Audubon Playground","M","M-12A","2020-07-09T12:58:00.000","Playground","A","A"
"359023","X148A3","Bridge Playground","X","X-04","2020-07-10T08:58:00.000","Playground","U","A"
"359024","Q023-01","Rufus King Park Playground","Q","Q-12","2020-07-10T09:08:00.000","Playground","U","U"
"359025","B150","Kolbert Playground","B","B-14","2020-07-10T09:10:00.000","Playground","U","A"
"359026","M054","Mitchel Square","M","M-12A","2020-07-10T09:14:00.000","Small Park","A","A"
"359027","M028-02","Lily Brown Playground","M","M-12","2020-07-10T09:20:00.000","Playground","A","A"
"359028","RZ121","GREENSTREET","R","R-01","2020-07-10T09:29:00.000","Greenstreet","A","A"
"359029","B012-03","Brower Park","B","B-08","2020-07-10T09:32:00.000","Playground","A","A"
"359030","X171","Spuyten Duyvil Playground","X","X-08","2020-07-10T09:36:00.000","Playground","A","A"
"359031","RZ122","GREENSTREET","R","R-01","2020-07-10T09:39:00.000","Greenstreet","A","A"
"359032","M042-ZN01","Inwood Hill Park Zone 1","M","M-12","2020-07-10T09:40:00.000","Large Park","U","A"
"359033","B307","Tiger Playground","B","B-04","2020-07-10T09:44:00.000","Playground","U","U"
"359034","M099-01","J Hood Wright Park Playground","M","M-12","2020-07-10T09:56:00.000","Playground","A","A"
"359035","B012","Brower Park","B","B-08","2020-07-10T09:59:00.000","Large Park","U","A"
"359036","X092-ZN09","NW Corner","X","X-13","2020-07-10T10:03:00.000","Large Park","U","U"
"359037","Q219-99","Beach 84","Q","Q-14","2020-07-10T10:00:00.000","Small Park","A","A"
"359038","XZ192","GREENSTREET","X","X-13","2020-07-10T10:09:00.000","Greenstreet","A","A"
"359039","M042-ZN06","Inwood Hill Park Zone 6 (The Clove)","M","M-12","2020-07-10T10:11:00.000","Large Park","U","U"
"359040","M063","Gertrude Ederle Recreation Center","M","M-07","2020-07-10T10:35:00.000","Playground","A","A"
"359041","M184","Samuel N. Bennerson 2nd Playground","M","M-07","2020-07-10T11:00:00.000","Playground","A","A"
"359042","B212","Hot Spot Tot Lot","B","B-14","2020-07-10T10:11:00.000","Playground","A","A"
"359043","RZ39","GREENSTREET","R","R-03","2020-07-10T10:15:00.000","Greenstreet","A","A"
"359044","RZ324","GREENSTREET","R","R-03","2020-07-10T10:17:00.000","Greenstreet","A","A"
"359045","Q225","Broad Channel Veteran's Park","Q","Q-14","2020-07-09T10:25:00.000","Small Park","A","A"
"359046","B332","Evergreen Playground","B","B-04","2020-07-10T10:34:00.000","Playground","U","U"
"359047","X186","Riverdale Playground","X","X-08","2020-07-10T10:36:00.000","Playground","U","A"
"359048","B389","Umma Park","B","B-14","2020-07-10T10:38:00.000","Playground","A","A"
"359049","Q336","Judge Moses Weinstein Playground","Q","Q-08","2020-07-10T10:40:00.000","Playground","A","A"
"359050","B065-ZN03","Ocean Parkway Malls Zone 3","B","B-14","2020-07-10T10:43:00.000","Large Park","U","U"
"359051","B391","Lt. Federico Narvaez Tot Lot","B","B-14","2020-07-10T10:51:00.000","Playground","A","A"
"359052","X046-XZ438","Greenstreet","X","X-12","2020-07-10T10:57:00.000","Greenstreet","A","A"
"359053","XZ193","GREENSTREET","X","X-13","2020-07-10T10:57:00.000","Greenstreet","A","A"
"359054","XZ194","Greenstreet","X","X-13","2020-07-10T11:04:00.000","Greenstreet","A","A"
"359055","X009","Monsignor Raul Del Valle Square","X","X-02","2020-07-10T10:59:00.000","Small Park","U","A"
"359056","M144","John V. Lindsay East River Park","M","M-03","2020-07-10T11:26:00.000","Large Park","A","A"
"359057","Q354","Playground Seventy Five","Q","Q-08","2020-07-10T11:31:00.000","Playground","A","A"
"359058","M144-01","East River Playground","M","M-03","2020-07-10T11:36:00.000","Playground","U","A"
"359059","X247","Fox Park","X","X-02","2020-07-10T11:37:00.000","Playground","U","U"
"359060","B223K","Trinity Park","B","B-02","2020-07-10T11:38:00.000","Small Park","A","A"
"359061","X013-02","Devoe Park","X","X-05","2020-07-10T11:41:00.000","Playground","A","A"
"359062","Q221","Farm Playground","Q","Q-08","2020-07-10T11:52:00.000","Playground","A","A"
"359063","M144-ZN01","East River Park Zone 1","M","M-03","2020-07-10T11:53:00.000","Large Park","A","A"
"359064","Q099-ZN08","South Of Fountain Of The Planets","Q","Q-15","2020-07-10T11:54:00.000","Large Park","U","U"
"359065","X001-01","Aqueduct Lands Plgd","X","X-05","2020-07-10T11:48:00.000","Playground","A","A"
"359066","M144-ZN02","East River Park Zone 2","M","M-03","2020-07-10T12:02:00.000","Large Park","U","A"
"359067","Q300A1","Holy Cow Playground","Q","Q-08","2020-07-10T12:06:00.000","Playground","A","A"
"359068","M144-ZN03","East River Park Zone 3","M","M-03","2020-07-10T12:19:00.000","Large Park","U","A"
"359069","M056-04","Morningside Park","M","M-09","2020-07-10T08:45:00.000","Playground","A","A"
"359070","M056-03","Morningside Park","M","M-09","2020-07-10T09:25:00.000","Playground","A","A"
"359071","X307","Barretto Point Park","X","X-02","2020-07-10T12:28:00.000","Small Park","U","U"
"359072","X148C1","Featherbenches","X","X-05","2020-07-10T12:29:00.000","Small Park","U","U"
"359073","M144-ZN04","East River Park Zone 4","M","M-03","2020-07-10T12:33:00.000","Large Park","A","A"
"359074","M056-02","Morningside Plgd","M","M-09","2020-07-10T10:05:00.000","Playground","A","A"
"359075","XZ193","GREENSTREET","X","X-13","2020-07-10T12:42:00.000","Greenstreet","U","U"
"359076","M144-ZN05","East River Park Zone 5","M","M-03","2020-07-10T12:42:00.000","Large Park","U","A"
"359077","XZ194","Greenstreet","X","X-13","2020-07-10T12:45:00.000","Greenstreet","U","A"
"359078","M072-ZN26","Riverside Dr. Pedestrian Zone F","M","M-14","2020-07-10T12:48:00.000","Large Park","U","U"
"359079","M284","Convent Garden","M","M-09","2020-07-10T12:57:00.000","Small Park","U","U"
"359080","M308","Washington Market Park","M","M-01","2020-07-09T13:00:00.000","Playground","U","A"
"359081","Q360S","Quick Brown Fox Triangle","Q","Q-05","2020-07-10T13:00:00.000","Small Park","A","A"
"359082","XZ55","GREENSTREET","X","X-02","2020-07-10T12:57:00.000","Greenstreet","U","U"
"359083","M037-ZN03","Highbridge Park Zone 3","M","M-12A","2020-07-10T09:58:00.000","Large Park","U","A"
"359084","M386","Imagination Playground","M","M-01","2020-07-10T13:02:00.000","Playground","A","A"
"359085","B073-10","Lincoln Rd Plgd","B","B-19","2020-07-10T13:06:00.000","Playground","U","U"
"359086","M189","Roosevelt Triangle","M","M-09","2020-07-10T11:30:00.000","Small Park","U","U"
"359087","M037-09","Ft George Plgd","M","M-12A","2020-07-10T10:38:00.000","Playground","A","A"
"359089","QZ302","Greenstreet","Q","Q-05","2020-07-10T13:16:00.000","Greenstreet","A","A"
"359090","M030B",,"M","M-01","2020-07-10T14:15:00.000","Other","A","A"
"359091","M037-08","Coogan's Bluff Playground","M","M-12A","2020-07-10T11:40:00.000","Playground","A","A"
"359092","X060","Sheridan Triangle","X","X-08","2020-07-10T13:23:00.000","Small Park","A","A"
"359093","M007","Bowling Green","M","M-01","2020-07-10T13:22:00.000","Small Park","A","A"
"359094","M030A",,"M","M-01","2020-07-09T13:45:00.000","Other","A","A"
"359095","Q198-QZ118","Woodside Memorial Plaza","Q","Q-02","2020-07-10T13:27:00.000","Greenstreet","A","A"
"359096","X057","Michel Triangle","X","X-04","2020-07-10T13:27:00.000","Small Park","U","U"
"359097","M030","Thomas Paine Park","M","M-01","2020-07-09T14:10:00.000","Small Park","A","A"
"359098","X152","Vinmont Veteran Park","X","X-08","2020-07-10T13:30:00.000","Playground","A","A"
"359099","X269","Cpl Fischer Park","X","X-04","2020-07-10T13:05:00.000","Playground","A","A"
"359100","Q205B","Nathan Weidenbaum Playground","Q","Q-02","2020-07-10T13:33:00.000","Playground","A","A"
"359101","Q460","Broad Channel Park","Q","Q-14","2020-07-09T13:13:00.000","Playground","A","A"
"359102","XZ16","GREENSTREET","X","X-04","2020-07-10T13:38:00.000","Greenstreet","A","A"
"359103","M015","Columbus Park","M","M-01","2020-07-09T14:50:00.000","Playground","A","A"
"359104","Q341E","Crosson Green","Q","Q-02","2020-07-10T13:38:00.000","Small Park","A","A"
"359105","XZ18","GREENSTREET","X","X-04","2020-07-10T13:41:00.000","Greenstreet","A","A"
"359106","M017","Corlears Hook Park","M","M-03","2020-07-10T13:42:00.000","Small Park","A","A"
"359107","X252","Bathgate Playground","X","X-06","2020-07-10T13:55:00.000","Small Park","U","U"
"359108","M144-ZN06","East River Park Zone 6","M","M-03","2020-07-10T13:58:00.000","Large Park","U","A"
"359109","B223U","Lentol Garden","B","B-01","2020-07-10T14:01:00.000","Small Park","U","A"
"359110","X263","Quarry Ballfields","X","X-06","2020-07-10T14:05:00.000","Small Park","U","U"
"359111","XZ375","GREENSTREET","X","X-02","2020-07-10T13:54:00.000","Greenstreet","U","U"
"359112","Q341F","Crosson Park","Q","Q-02","2020-07-10T14:10:00.000","Small Park","A","A"
"359113","X042","Rose Hill Park","X","X-06","2020-07-10T14:14:00.000","Small Park","U","U"
"359114","M053","Theodore Roosevelt Park","M","M-07","2020-07-11T17:30:00.000","Large Park","U","A"
"359115","M270","Dry Dock Playground","M","M-03","2020-07-10T14:16:00.000","Playground","A","A"
"359116","X042-XZ466",,"X","X-06","2020-07-10T14:23:00.000","Greenstreet","A","A"
"359117","Q205A","Big Bush Playground","Q","Q-02","2020-07-10T14:15:00.000","Playground","A","A"
"359118","B066","Owl's Head Park","B","B-10","2020-07-10T11:26:00.000","Large Park","U","A"
"359119","X204","Story Playground","X","X-09","2020-07-10T14:26:00.000","Playground","A","A"
"359120","X221","Space Time Playground","X","X-09","2020-07-10T14:38:00.000","Playground","A","A"
"359121","Q434","Long Island Mews","Q","Q-02","2020-07-10T14:42:00.000","Playground","A","A"
"359122","X262","Harding Park","X","X-09","2020-07-10T14:48:00.000","Playground","A","A"
"359123","X092-05","Van Cortlandt Classic Plgd","X","X-13","2020-07-10T14:50:00.000","Playground","U","U"
"359124","B223NA","Classon Playground","B","B-01","2020-07-10T14:51:00.000","Playground","U","A"
"359125","B382A","Roberto Clemente Ballfield","B","B-01","2020-07-10T14:57:00.000","Small Park","U","A"
"359126","X266","Vidalia Park","X","X-06","2020-07-10T14:58:00.000","Playground","U","U"
"359127","B401","Grand Ferry Park","B","B-01","2020-07-10T15:03:00.000","Small Park","U","U"
"359128","B065-ZN09","Ocean Parkway Malls Zone 9","B","B-13","2020-07-10T17:33:00.000","Large Park","A","A"
"359129","B065-ZN10","Ocean Parkway Malls Zone 10","B","B-13","2020-07-10T17:47:00.000","Large Park","A","A"
"359130","B106B","Lafayette Playground","B","B-13","2020-07-10T17:55:00.000","Playground","A","A"
"359131","X028","Joyce Kilmer Park","X","X-04","2020-07-10T18:29:00.000","Large Park","U","A"
"359132","X047-01","Franz Sigel Park Playground","X","X-04","2020-07-10T18:55:00.000","Playground","A","A"
"359133","X034-01","Mullaly Plgd (1)","X","X-04","2020-07-10T19:05:00.000","Playground","A","A"
"359134","XZ308","GREENSTREET","X","X-04","2020-07-10T19:20:00.000","Greenstreet","U","U"
"359135","XZ58","GREENSTREET","X","X-04","2020-07-10T19:26:00.000","Greenstreet","A","A"
"359136","XZ94","GREENSTREET","X","X-04","2020-07-10T19:31:00.000","Greenstreet","A","A"
"359137","XZ304","GREENSTREET","X","X-04","2020-07-10T19:46:00.000","Greenstreet","A","A"
"359138","X261","Kwame Ture Recreation Center","X","X-04","2020-07-10T19:53:00.000","Small Park","U","A"
"359141","M141","Percy E. Sutton Playground","M","M-10","2020-07-08T10:14:00.000","Playground","U","U"
"359142","X092-06","Woodlawn Plgd","X","X-13","2020-07-11T06:04:00.000","Playground","U","U"
"359143","B315","Surf Playground","B","B-13","2020-07-11T07:29:00.000","Playground","U","U"
"359144","R031-ZN02","Wolfe's Pond Park Zone 2","R","R-03","2020-07-11T07:31:00.000","Large Park","U","U"
"359145","R031-08","Wolfe's Pond Park","R","R-03","2020-07-11T07:33:00.000","Playground","U","A"
"359146","B169B","Poseidon Playground","B","B-13","2020-07-11T08:27:00.000","Playground","A","A"
"359147","Q162J01","Beach 9 Playground","Q","Q-14","2020-07-08T08:29:00.000","Playground","A","A"
"359149","Q162I01",,"Q","Q-14","2020-07-08T13:34:00.000","Other","A","A"
"359150","Q162J","Beach 17 Playground","Q","Q-14","2020-07-08T08:37:00.000","Playground","A","A"
"359151","Q360F","Technical Sergeant Thomas J. Davey Triangle","Q","Q-05","2020-07-11T08:49:00.000","Small Park","A","A"
"359152","M010-193","Rudin Plgd","M","M-13","2020-07-11T08:50:00.000","Playground","A","A"
"359153","X033-04","Knox-Gates Playground","X","X-07","2020-07-12T12:50:00.000","Playground","U","U"
"359156","M010-202","West 100th St Plgd","M","M-13","2020-07-11T08:54:00.000","Playground","A","A"
"359157","X137","Jerome Park","X","X-07","2020-07-11T14:18:00.000","Small Park","U","U"
"359158","X197","Mosholu Playground","X","X-07","2020-07-12T18:18:00.000","Playground","A","A"
"359159","Q209","Lawrence Triangle","Q","Q-07","2020-07-11T08:56:00.000","Small Park","U","U"
"359160","X081","Mount Eden Malls","X","X-04","2020-07-11T08:57:00.000","Small Park","U","A"
"359161","Q027-02","Laurelton Parkway West Playground","Q","Q-13","2020-07-11T08:59:00.000","Playground","A","A"
"359163","Q063","Luke J. Lang Square","Q","Q-05","2020-07-11T09:00:00.000","Small Park","A","A"
"359164","M010-241","110th St Plgd","M","M-13","2020-07-11T09:03:00.000","Playground","A","A"
"359165","M355","Robert L. Clinkscales Playground and Community Garden","M","M-10","2020-07-10T09:40:00.000","Playground","A","A"
"359166","M060A","Park Avenue Malls","M","M-05","2020-07-08T09:04:00.000","Small Park","A","A"
"359167","MZG002","GREENSTREET","M","M-05","2020-07-09T11:08:00.000","Greenstreet","A","A"
"359168","M010-247","110th St & Lenox Ave Plgd","M","M-13","2020-07-11T09:10:00.000","Playground","A","A"
"359169","MZG001","GREENSTREET","M","M-05","2020-07-11T11:20:00.000","Greenstreet","A","A"
"359170","M052-02","Police Officer Moira Ann Smith Playground","M","M-05","2020-07-10T09:15:00.000","Playground","A","A"
"359171","Q246","Travis Triangle","Q","Q-07","2020-07-11T09:18:00.000","Small Park","A","A"
"359173","M010-207","Bernard Plgd","M","M-13","2020-07-11T09:18:00.000","Playground","A","A"
"359174","M052","Madison Square Park","M","M-05","2020-07-11T09:30:00.000","Large Park","A","A"
"359175","M035","Brigadier General Charles Young Triangle","M","M-10","2020-07-10T10:19:00.000","Small Park","A","A"
"359177","Q038","Benninger Playground","Q","Q-05","2020-07-11T09:22:00.000","Playground","A","A"
"359178","M089-01","Evelyn's Playground","M","M-05","2020-07-11T10:00:00.000","Playground","A","A"
"359179","M010-195","Bendheim Plgd","M","M-13","2020-07-11T09:32:00.000","Playground","A","A"
"359181","B049","Irving Square Park","B","B-04","2020-07-11T09:33:00.000","Playground","U","A"
"359182","X002-ZN03","Bronx Park Zone 3","X","X-14","2020-07-11T09:34:00.000","Large Park","U","U"
"359183","X067","Martin Luther King Triangle","X","X-04","2020-07-11T09:39:00.000","Small Park","A","A"
"359184","X120","Highbridge Park","X","X-04","2020-07-11T09:44:00.000","Small Park","A","A"
"359185","X008-ZN03","Claremont Zone 3","X","X-04","2020-07-11T09:39:00.000","Large Park","A","A"
"359186","B174","Park","B","B-17","2020-07-11T09:51:00.000","Small Park","U","U"
"359187","BT11","Park","B","B-07","2020-07-11T09:53:00.000","Small Park","A","A"
"359188","M108T-ZN01","East River Esplanade Zone 1","M","M-15","2020-07-11T09:53:00.000","Large Park","U","U"
"359190","M010-145","Ancient Plgd","M","M-13","2020-07-11T09:53:00.000","Playground","A","A"
"359191","QZ187","Greenstreet","Q","Q-07","2020-07-11T10:00:00.000","Greenstreet","A","A"
"359192","B142","Bedford Playground","B","B-01","2020-07-11T10:01:00.000","Playground","U","A"
"359193","X110A","Hackett Park","X","X-08","2020-07-11T10:04:00.000","Small Park","U","U"
"359194","Q021-ZN07","Cunningham Park Zone 7","Q","Q-08","2020-07-11T06:15:00.000","Large Park","U","A"
"359195","B178","Flatbush Malls","B","B-14","2020-07-11T09:56:00.000","Small Park","U","A"
"359197","Q021-ZN03","Cunningham Park Zone 3","Q","Q-08","2020-07-11T06:46:00.000","Large Park","A","A"
"359198","B179","Flatbush Malls","B","B-14","2020-07-11T10:22:00.000","Small Park","U","A"
"359199","B115","Cohn Triangle","B","B-01","2020-07-11T10:27:00.000","Small Park","U","U"
"359200","M071-03","Classic Plgd","M","M-14","2020-07-08T10:34:00.000","Playground","A","A"
"359201","MZ280","Minerva Bernardino Greenstreet","M","M-07","2020-07-11T10:36:00.000","Greenstreet","A","A"
"359202","M259","McKinley Playground","M","M-03","2020-07-11T10:38:00.000","Playground","A","A"
"359203","B405","Epiphany Playground","B","B-01","2020-07-11T10:40:00.000","Playground","U","U"
"359204","M108T-ZN04","East River Esplanade Zone 4","M","M-15","2020-07-11T10:41:00.000","Large Park","U","U"
"359205","M353-01","Little Engine Playground","M","M-14","2020-07-08T10:42:00.000","Playground","A","A"
"359206","Q126-01","Francis Lewis Playground","Q","Q-07","2020-07-11T10:43:00.000","Playground","U","A"
"359207","B180","Flatbush Mall","B","B-14","2020-07-11T10:44:00.000","Small Park","U","A"
"359208","Q124","Myrtle Avenue Clemens Triangle","Q","Q-05","2020-07-11T10:46:00.000","Small Park","A","A"
"359209","Q168","Alexander Grey Triangle","Q","Q-07","2020-07-11T10:50:00.000","Small Park","A","A"
"359210","M071-04","Neufeld Plgd","M","M-14","2020-07-08T10:49:00.000","Playground","A","A"
"359211","B224","P.O. Reinaldo Salgado Playground","B","B-03","2020-07-11T10:58:00.000","Playground","U","A"
