"starfire_incident_id","incident_datetime","alarm_box_borough","alarm_box_number","alarm_box_location","incident_borough","zipcode","policeprecinct","citycouncildistrict","communitydistrict","communityschooldistrict","congressionaldistrict","alarm_source_description_tx","alarm_level_index_description","highest_alarm_level","incident_classification","incident_classification_group","dispatch_response_seconds_qy","first_assignment_datetime","first_activation_datetime","first_on_scene_datetime","incident_close_datetime","valid_dispatch_rspns_time_indc","valid_incident_rspns_time_indc","incident_response_seconds_qy","incident_travel_tm_seconds_qy","engines_assigned_quantity","ladders_assigned_quantity","other_units_assigned_quantity"
"2121320550240994","2021-08-01T20:58:00.000","BROOKLYN","2055","PITKIN AVE & VERMONT ST","BROOKLYN","11207","75","42","305","19","8","Phone","Initial Alarm","First Alarm","Demolition Debris or Rubbish Fire","NonStructural Fires","25","2021-08-01T20:58:00.000","2021-08-01T20:58:00.000","2021-08-01T21:00:00.000","2021-08-01T21:05:00.000","N","Y","152","127","1","1","0"
"2121343090120796","2021-08-01T20:58:00.000","BRONX","4309","BRUCKNER BLVD S/B & BUHRE AVE","BRONX","10461","45","13","210","8","14","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","6","2021-08-01T20:58:00.000","2021-08-01T20:58:00.000","2021-08-01T21:03:00.000","2021-08-01T21:08:00.000","N","Y","316","310","1","0","0"
"2121392370350771","2021-08-01T20:57:00.000","QUEENS","9237","HARDING XWAY N & 99 ST","QUEENS","11368","110","21","404","28","14","PD Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","11","2021-08-01T20:57:00.000","2021-08-01T20:58:00.000","2021-08-01T21:01:00.000","2021-08-01T21:19:00.000","N","Y","237","226","1","0","0"
"2121397040150772","2021-08-01T20:57:00.000","QUEENS","9704","UTOPIA PKWY &JEWEL AV/H V ARSDALE JR AV","QUEENS","11365","107","24","408","26","6","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T20:57:00.000","2021-08-01T20:58:00.000","2021-08-01T21:01:00.000","2021-08-01T21:12:00.000","N","Y","222","216","1","0","0"
"2121398750150769","2021-08-01T20:56:00.000","QUEENS","9875","89 AVE & 163 ST","QUEENS","11432","103","24","412","28","5","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","12","2021-08-01T20:56:00.000","2021-08-01T20:57:00.000","2021-08-01T20:58:00.000","2021-08-01T22:03:00.000","N","Y","108","96","1","0","0"
"2121307160140988","2021-08-01T20:56:00.000","BROOKLYN","716","BUSHWICK AVE & ARION PL","BROOKLYN","11206","83","34","304","32","7","Phone","Initial Alarm","First Alarm","Elevator Emergency - Occupied","NonMedical Emergencies","30","2021-08-01T20:57:00.000","2021-08-01T20:57:00.000","2021-08-01T21:04:00.000","2021-08-01T21:25:00.000","N","Y","440","410","0","1","0"
"2121379970150765","2021-08-01T20:55:00.000","QUEENS","7997","40 RD & 95 ST","QUEENS","11373","110","21","404","24","14","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","28","2021-08-01T20:55:00.000","2021-08-01T20:57:00.000","2021-08-01T21:02:00.000","2021-08-01T21:12:00.000","N","Y","426","398","0","1","0"
"2121345510130159","2021-08-01T20:55:00.000","RICHMOND / STATEN ISLAND","4551","PAGE AVE AND RICHMOND VALLEY RD","RICHMOND / STATEN ISLAND","10309","123","51","503","31","11","911","Initial Alarm","First Alarm","Vehicle Accident - Other","NonMedical Emergencies","25","2021-08-01T20:56:00.000","2021-08-01T20:56:00.000","2021-08-01T21:07:00.000","2021-08-01T21:19:00.000","N","N","724","699","2","2","3"
"2121362390150766","2021-08-01T20:55:00.000","QUEENS","6239","149 ST & CROSS IS. PKWY -S/SVC RD","QUEENS","11357","109","19","407","25","3","PD Link/Medical","Initial Alarm","First Alarm","Medical - Serious Life Threatening","Medical Emergencies","9","2021-08-01T20:56:00.000","2021-08-01T20:56:00.000","2021-08-01T20:58:00.000","2021-08-01T21:47:00.000","N","Y","160","151","1","0","0"
"2121375520150764","2021-08-01T20:53:00.000","QUEENS","7552","23RD AVE AND 37TH ST","QUEENS","11105","114","22","401","30","14","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","15","2021-08-01T20:53:00.000","2021-08-01T20:54:00.000",,"2021-08-01T21:00:00.000","N","N","0","0","1","0","0"
"2121336950320793","2021-08-01T20:52:00.000","BRONX","3695","SCHIEFFELIN AVE & 229 ST","BRONX","10466","47","12","212","11","16","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","28","2021-08-01T20:53:00.000","2021-08-01T20:53:00.000","2021-08-01T20:58:00.000","2021-08-01T21:06:00.000","N","Y","348","320","0","1","0"
"2121303640110961","2021-08-01T20:51:00.000","MANHATTAN","364","BOWERY & BLEECKER ST","MANHATTAN","10012","9","1","102","2","12","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","34","2021-08-01T20:52:00.000","2021-08-01T20:52:00.000","2021-08-01T20:56:00.000","2021-08-01T21:05:00.000","N","Y","279","245","0","1","0"
"2121347050150762","2021-08-01T20:51:00.000","QUEENS","4705","120 AVE & 142 PL","QUEENS","11436","113","28","412","27","5","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","575","2021-08-01T21:00:00.000","2021-08-01T21:01:00.000",,"2021-08-01T21:01:00.000","N","N","0","0","1","0","0"
"2121312771110960","2021-08-01T20:51:00.000","MANHATTAN","1277","1 AVE & 102 ST","MANHATTAN","10029","23","8","111","4","13","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T20:52:00.000","2021-08-01T20:52:00.000","2021-08-01T21:01:00.000","2021-08-01T21:19:00.000","N","Y","545","539","1","0","0"
"2121312040210952","2021-08-01T20:49:00.000","MANHATTAN","1204","2 AVE & E 91 ST","MANHATTAN","10128","19","5","108","2","12","Phone","Initial Alarm","First Alarm","Elevator Emergency - Occupied","NonMedical Emergencies","32","2021-08-01T20:49:00.000","2021-08-01T20:50:00.000","2021-08-01T20:54:00.000","2021-08-01T21:44:00.000","N","Y","325","293","0","1","0"
"2121301180110949","2021-08-01T20:48:00.000","MANHATTAN","118","CENTER & CHAMBERS STS","MANHATTAN","10007","5","1","101","2","7","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","5","2021-08-01T20:48:00.000","2021-08-01T20:49:00.000",,"2021-08-01T20:49:00.000","N","N","0","0","1","0","0"
"2121398090450761","2021-08-01T20:48:00.000","QUEENS","9809","JAMAICA AVE & QUEENS BLVD","QUEENS","11435","103","24","412","28","5","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","10","2021-08-01T20:49:00.000","2021-08-01T20:49:00.000",,"2021-08-01T20:53:00.000","N","N","0","0","1","0","0"
"2121335250140982","2021-08-01T20:48:00.000","BROOKLYN","3525","NEPTUNE AVE & W 35 ST","BROOKLYN","11224","60","47","313","21","8","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T20:48:00.000","2021-08-01T20:48:00.000","2021-08-01T20:53:00.000","2021-08-01T21:03:00.000","N","Y","295","289","1","0","0"
"2121392410250760","2021-08-01T20:48:00.000","QUEENS","9241","47 AVE & 104 ST","QUEENS","11368","110","21","404","24","14","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","21","2021-08-01T20:48:00.000","2021-08-01T20:48:00.000","2021-08-01T20:53:00.000","2021-08-01T20:57:00.000","N","Y","354","333","1","0","0"
"2121302650210950","2021-08-01T20:48:00.000","MANHATTAN","265","ATTORNEY & BROOME STS","MANHATTAN","10002","7","1","103","1","12","Phone","Initial Alarm","First Alarm","Elevator Emergency - Occupied","NonMedical Emergencies","27","2021-08-01T20:49:00.000","2021-08-01T20:49:00.000","2021-08-01T20:53:00.000","2021-08-01T21:11:00.000","N","Y","312","285","0","1","0"
"2121360240150759","2021-08-01T20:48:00.000","QUEENS","6024","MARATHON PKWY & 52 AVE","QUEENS","11362","111","19","411","26","3","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","10","2021-08-01T20:48:00.000","2021-08-01T20:48:00.000",,"2021-08-01T20:52:00.000","N","N","0","0","1","0","0"
"2121311820140984","2021-08-01T20:48:00.000","BROOKLYN","1182","3 AVE & 91 ST","BROOKLYN","11209","68","43","310","20","11","Private Fire Alarm","Initial Alarm","First Alarm","Private Dwelling Fire","Structural Fires","47","2021-08-01T20:49:00.000","2021-08-01T20:49:00.000","2021-08-01T20:52:00.000","2021-08-01T21:03:00.000","N","Y","225","178","1","1","0"
"2121317340110948","2021-08-01T20:48:00.000","MANHATTAN","1734","AMSTERDAM AVE AND 178TH ST","MANHATTAN","10033","33","10","112","6","13","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","8","2021-08-01T20:48:00.000","2021-08-01T20:48:00.000",,"2021-08-01T20:51:00.000","N","N","0","0","1","0","0"
"2121334630120790","2021-08-01T20:47:00.000","BRONX","3463","HOLLAND AVE & ARNOW AVE","BRONX","10467","49","15","211","11","14","Phone","Initial Alarm","First Alarm","Utility Emergency - Gas","NonMedical Emergencies","46","2021-08-01T20:48:00.000","2021-08-01T20:48:00.000","2021-08-01T20:53:00.000","2021-08-01T21:06:00.000","N","Y","360","314","1","1","0"
"2121304350410947","2021-08-01T20:47:00.000","MANHATTAN","435","AVENUE B & E 6 ST","MANHATTAN","10009","9","2","103","1","12","PD Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","9","2021-08-01T20:47:00.000","2021-08-01T20:48:00.000","2021-08-01T20:52:00.000","2021-08-01T21:09:00.000","N","Y","266","257","1","0","0"
"2121369490150758","2021-08-01T20:47:00.000","QUEENS","6949","43 AVE & 203 ST","QUEENS","11361","111","19","411","26","6","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","9","2021-08-01T20:47:00.000","2021-08-01T20:49:00.000","2021-08-01T20:52:00.000","2021-08-01T21:01:00.000","N","Y","259","250","1","0","0"
"2121300450210945","2021-08-01T20:46:00.000","MANHATTAN","45","NASSAU & WALL STS","MANHATTAN","10005","1","1","101","2","10","Phone","Initial Alarm","First Alarm","Elevator Emergency - Occupied","NonMedical Emergencies","31","2021-08-01T20:47:00.000","2021-08-01T20:47:00.000","2021-08-01T20:52:00.000","2021-08-01T21:08:00.000","N","Y","355","324","0","1","0"
"2121311110130151","2021-08-01T20:45:00.000","RICHMOND / STATEN ISLAND","1111","LUDWIG LA & AMITY PL","RICHMOND / STATEN ISLAND","10303","121","49","501","31","11","PD Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","4","2021-08-01T20:45:00.000","2021-08-01T20:45:00.000","2021-08-01T20:49:00.000","2021-08-01T21:02:00.000","N","Y","260","256","1","0","0"
"2121333550140978","2021-08-01T20:44:00.000","BROOKLYN","3355","BANNER AVE & BRIGHTON 8 ST","BROOKLYN","11235","60","48","313","21","8","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","43","2021-08-01T20:45:00.000","2021-08-01T20:46:00.000","2021-08-01T20:50:00.000","2021-08-01T20:57:00.000","N","Y","343","300","1","0","0"
"2121325000140976","2021-08-01T20:44:00.000","BROOKLYN","2500","18 AVE & E 7 ST","BROOKLYN","11218","66","40","312","22","10","Phone","Initial Alarm","First Alarm","Private Dwelling Fire","Structural Fires","31","2021-08-01T20:44:00.000","2021-08-01T20:45:00.000","2021-08-01T20:48:00.000","2021-08-01T20:56:00.000","N","Y","239","208","3","2","1"
"2121309270210944","2021-08-01T20:42:00.000","MANHATTAN","927","7 AVE & 58 ST","MANHATTAN","10019","18","6","105","2","10","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","5","2021-08-01T20:42:00.000","2021-08-01T20:42:00.000","2021-08-01T20:47:00.000","2021-08-01T20:48:00.000","N","Y","317","312","1","0","0"
"2121342010420781","2021-08-01T20:41:00.000","BRONX","4201","GRISWOLD AVE & BAYSHORE AVE","BRONX","10465","45","13","210","8","14","Phone","Initial Alarm","First Alarm","Utility Emergency - Gas","NonMedical Emergencies","36","2021-08-01T20:41:00.000","2021-08-01T20:42:00.000","2021-08-01T20:48:00.000","2021-08-01T20:56:00.000","N","Y","458","422","0","1","0"
"2121302410130150","2021-08-01T20:41:00.000","RICHMOND / STATEN ISLAND","241","BAY & BROAD STS","RICHMOND / STATEN ISLAND","10304","120","49","501","31","11","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Serious Life Threatening","Medical Emergencies","5","2021-08-01T20:42:00.000","2021-08-01T20:42:00.000","2021-08-01T20:44:00.000","2021-08-01T21:59:00.000","N","Y","160","155","1","0","0"
"2121322810120779","2021-08-01T20:40:00.000","BRONX","2281","MORRIS AVE & E 154 ST","BRONX","10451","40","17","201","7","15","PD Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","4","2021-08-01T20:40:00.000","2021-08-01T20:40:00.000","2021-08-01T20:44:00.000","2021-08-01T21:36:00.000","N","Y","272","268","1","0","0"
"2121342870120780","2021-08-01T20:40:00.000","BRONX","4287","MIDDLETOWN RD AND OHM AVE (COUNTRY CLUB)","BRONX","10465","45","13","210","8","14","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T20:40:00.000","2021-08-01T20:41:00.000","2021-08-01T20:47:00.000","2021-08-01T20:52:00.000","N","Y","385","379","1","0","0"
"2121330350120778","2021-08-01T20:39:00.000","BRONX","3035","WOOD & LELAND AVES","BRONX","10460","43","18","209","12","15","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","5","2021-08-01T20:39:00.000","2021-08-01T20:40:00.000","2021-08-01T20:46:00.000","2021-08-01T20:48:00.000","N","Y","399","394","1","0","0"
"2121318550240973","2021-08-01T20:39:00.000","BROOKLYN","1855","RIDGEWOOD & LINCOLN AVES","BROOKLYN","11208","75","37","305","19","7","Phone","Initial Alarm","First Alarm","Odor - Other Than Smoke","NonMedical Emergencies","42","2021-08-01T20:40:00.000","2021-08-01T20:40:00.000","2021-08-01T20:44:00.000","2021-08-01T20:57:00.000","N","Y","319","277","2","2","1"
"2121307420210940","2021-08-01T20:36:00.000","MANHATTAN","742","8 AVE & W 37 ST","MANHATTAN","10018","14","3","104","2","10","Phone","DEFAULT RECORD","First Alarm","Non-Medical MFA - Phone","NonMedical MFAs","26","2021-08-01T20:37:00.000","2021-08-01T20:37:00.000","2021-08-01T20:42:00.000","2021-08-01T20:45:00.000","N","Y","361","335","2","2","1"
"2121310470250752","2021-08-01T20:34:00.000","QUEENS","1047","DINSMORE AVE & BAYPORT PL","QUEENS","11691","101","31","414","27","5","Phone","Initial Alarm","First Alarm","Odor - Other Than Smoke","NonMedical Emergencies","27","2021-08-01T20:34:00.000","2021-08-01T20:34:00.000","2021-08-01T20:38:00.000","2021-08-01T21:06:00.000","N","Y","230","203","2","2","1"
"2121311670210937","2021-08-01T20:33:00.000","MANHATTAN","1167","RIVERSIDE DR & 86 ST","MANHATTAN","10024","24","6","107","3","10","Phone","Initial Alarm","First Alarm","Utility Emergency - Water","NonMedical Emergencies","36","2021-08-01T20:34:00.000","2021-08-01T20:34:00.000","2021-08-01T20:45:00.000","2021-08-01T20:45:00.000","N","N","696","660","0","1","0"
"2121310020110936","2021-08-01T20:31:00.000","MANHATTAN","1002","RIVERSIDE BLVD & W 63 ST","MANHATTAN","10069","20","6","107","3","10","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","9","2021-08-01T20:31:00.000","2021-08-01T20:32:00.000",,"2021-08-01T20:38:00.000","N","N","0","0","1","0","0"
"2121343030150750","2021-08-01T20:29:00.000","QUEENS","4303","14 AVE & 136 ST","QUEENS","11356","109","19","407","25","14","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","7","2021-08-01T20:29:00.000","2021-08-01T20:29:00.000","2021-08-01T20:36:00.000","2021-08-01T20:44:00.000","N","Y","424","417","1","0","0"
"2121300800110933","2021-08-01T20:29:00.000","MANHATTAN","80","NASSAU & FULTON STS","MANHATTAN","10038","1","1","101","2","10","Phone","Initial Alarm","First Alarm","Elevator Emergency - Occupied","NonMedical Emergencies","23","2021-08-01T20:30:00.000","2021-08-01T20:30:00.000","2021-08-01T20:35:00.000","2021-08-01T20:56:00.000","N","Y","347","324","0","1","0"
"2121334460120775","2021-08-01T20:28:00.000","BRONX","3446","ALLERTON AVE & BOSTON RD","BRONX","10467","49","13","211","11","14","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","3","2021-08-01T20:28:00.000","2021-08-01T20:28:00.000",,"2021-08-01T20:36:00.000","N","N","0","0","1","0","0"
"2121325800120774","2021-08-01T20:27:00.000","BRONX","2580","SEDGWICK AVE & W 167 ST","BRONX","10452","44","16","204","9","15","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T20:28:00.000","2021-08-01T20:28:00.000","2021-08-01T20:33:00.000","2021-08-01T21:38:00.000","N","Y","347","341","1","0","0"
"2121308640110929","2021-08-01T20:27:00.000","MANHATTAN","864","6 AVE & W 51 ST","MANHATTAN","10119","18","4","105","2","12","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","91","2021-08-01T20:28:00.000","2021-08-01T20:28:00.000","2021-08-01T20:33:00.000","2021-08-01T20:39:00.000","N","Y","392","301","0","1","0"
"2121374390110927","2021-08-01T20:27:00.000","MANHATTAN","7439","IRT 2&3 ? W 125 ST & LENOX AVE","MANHATTAN","10027","28","9","110","5","13","PD Link/Medical","Initial Alarm","First Alarm","Medical - Serious Life Threatening","Medical Emergencies","5","2021-08-01T20:27:00.000","2021-08-01T20:28:00.000","2021-08-01T20:33:00.000","2021-08-01T21:23:00.000","N","Y","348","343","1","0","0"
"2121303020150749","2021-08-01T20:26:00.000","QUEENS","302","JFK AIRPORT - TERMINALS 1-8->","QUEENS","11413","105","31","413","29","5","Private Fire Alarm","Initial Alarm","First Alarm","Alarm System - Testing","NonMedical Emergencies","65","2021-08-01T20:27:00.000","2021-08-01T20:28:00.000","2021-08-01T20:35:00.000","2021-08-01T21:00:00.000","N","Y","521","456","3","2","1"
"2121317370110924","2021-08-01T20:25:00.000","MANHATTAN","1737","FORT WASHINGTON AVE AND 179TH ST","MANHATTAN","10033","34","10","112","6","13","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","6","2021-08-01T20:25:00.000","2021-08-01T20:26:00.000",,"2021-08-01T20:30:00.000","N","N","0","0","1","0","0"
"2121322190150748","2021-08-01T20:24:00.000","QUEENS","2219","N/S QUEENS BLVD & 69 ST","QUEENS","11377","108","26","402","24","6","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","10","2021-08-01T20:24:00.000","2021-08-01T20:25:00.000","2021-08-01T20:29:00.000","2021-08-01T21:10:00.000","N","Y","283","273","1","0","0"
"2121304270310922","2021-08-01T20:23:00.000","MANHATTAN","427","AVENUE D & 4 ST","MANHATTAN","10009","9","2","103","1","7","Phone","Initial Alarm","First Alarm","Elevator Emergency - Unoccupied","NonMedical Emergencies","20","2021-08-01T20:24:00.000","2021-08-01T20:24:00.000","2021-08-01T20:29:00.000","2021-08-01T20:32:00.000","N","Y","333","313","0","1","0"
"2121329440140962","2021-08-01T20:22:00.000","BROOKLYN","2944","AVENUE K & E 7 ST","BROOKLYN","11230","66","44","312","21","10","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","6","2021-08-01T20:22:00.000","2021-08-01T20:22:00.000",,"2021-08-01T20:23:00.000","N","N","0","0","1","0","0"
"2121333380240960","2021-08-01T20:21:00.000","BROOKLYN","3338","KINGS HWY & E 19 ST","BROOKLYN","11229","61","48","315","22","9","Phone","Initial Alarm","First Alarm","Demolition Debris or Rubbish Fire","NonStructural Fires","27","2021-08-01T20:21:00.000","2021-08-01T20:22:00.000","2021-08-01T20:25:00.000","2021-08-01T20:27:00.000","N","Y","213","186","1","0","0"
"2121309210240963","2021-08-01T20:21:00.000","BROOKLYN","921","KINGSTON AVE & PARK PL","BROOKLYN","11213","77","35","308","17","9","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","45","2021-08-01T20:22:00.000","2021-08-01T20:22:00.000","2021-08-01T20:25:00.000","2021-08-01T20:31:00.000","N","Y","219","174","0","1","0"
"2121336030120771","2021-08-01T20:20:00.000","BRONX","3603","BARNES AVE & CHESTNUT ST","BRONX","10467","47","12","212","11","16","Verbal","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","17","2021-08-01T20:20:00.000","2021-08-01T20:20:00.000","2021-08-01T20:24:00.000","2021-08-01T20:33:00.000","N","Y","237","220","0","1","0"
"2121388510150744","2021-08-01T20:20:00.000","QUEENS","8851","LINDEN BLVD & VAN WYCK XWAY W SVC RD","QUEENS","11420","106","28","410","27","5","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","12","2021-08-01T20:20:00.000","2021-08-01T20:20:00.000","2021-08-01T20:26:00.000","2021-08-01T20:35:00.000","N","Y","355","343","1","0","0"
"2121331370220768","2021-08-01T20:19:00.000","BRONX","3137","180 ST-200' WEST OF BOSTON RD","BRONX","10460","48","15","206","12","15","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","11","2021-08-01T20:19:00.000","2021-08-01T20:20:00.000","2021-08-01T20:25:00.000","2021-08-01T21:38:00.000","N","N","342","331","1","0","0"
"2121313930140958","2021-08-01T20:19:00.000","BROOKLYN","1393","KING & FERRIS STS","BROOKLYN","11231","76","38","306","15","7","Private Fire Alarm","Initial Alarm","First Alarm","Sprinkler System - Malfunction","NonMedical Emergencies","40","2021-08-01T20:20:00.000","2021-08-01T20:20:00.000","2021-08-01T20:23:00.000","2021-08-01T20:50:00.000","N","Y","234","194","1","1","1"
"2121310770240957","2021-08-01T20:18:00.000","BROOKLYN","1077","BEDFORD AVE & PRESIDENT ST","BROOKLYN","11225","71","35","309","17","9","Phone","Initial Alarm","First Alarm","Odor - Other Than Smoke","NonMedical Emergencies","98","2021-08-01T20:20:00.000","2021-08-01T20:20:00.000","2021-08-01T20:22:00.000","2021-08-01T20:38:00.000","N","Y","228","130","3","2","1"
"2121333270120766","2021-08-01T20:18:00.000","BRONX","3327","HUGHES AVE & E 187 ST","BRONX","10458","48","15","206","10","15","PD Link/Medical","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","13","2021-08-01T20:18:00.000","2021-08-01T20:19:00.000","2021-08-01T20:23:00.000","2021-08-01T20:39:00.000","N","Y","281","268","1","1","0"
"2121360720150743","2021-08-01T20:17:00.000","QUEENS","6072","95 AVE & 125 ST","QUEENS","11419","102","28","409","28","5","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","14","2021-08-01T20:18:00.000","2021-08-01T20:18:00.000",,"2021-08-01T20:18:00.000","N","N","0","0","1","0","0"
"2121373790150741","2021-08-01T20:16:00.000","QUEENS","7379","35 AVE & 21 ST","QUEENS","11106","114","26","401","30","12","Phone","Initial Alarm","First Alarm","Elevator Emergency - Occupied","NonMedical Emergencies","33","2021-08-01T20:17:00.000","2021-08-01T20:17:00.000","2021-08-01T20:21:00.000","2021-08-01T20:32:00.000","N","Y","278","245","0","1","0"
"2121310910140955","2021-08-01T20:16:00.000","BROOKLYN","1091","BEDFORD AVE & HAWTHORNE ST","BROOKLYN","11225","71","40","309","17","9","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","55","2021-08-01T20:17:00.000","2021-08-01T20:17:00.000",,"2021-08-01T20:19:00.000","N","N","0","0","3","2","2"
"2121300410210919","2021-08-01T20:15:00.000","MANHATTAN","41","SOUTH ST & WALL ST","MANHATTAN","10005","1","1","101","2","10","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","8","2021-08-01T20:15:00.000","2021-08-01T20:16:00.000","2021-08-01T20:17:00.000","2021-08-01T20:22:00.000","N","Y","120","112","1","0","0"
"2121319080140953","2021-08-01T20:15:00.000","BROOKLYN","1908","HEGEMAN AV & PENNSYLVANIA AV/G. PAYNE AV","BROOKLYN","11207","75","42","305","19","8","Phone","DEFAULT RECORD","First Alarm","Non-Medical MFA - Phone","NonMedical MFAs","65","2021-08-01T20:16:00.000","2021-08-01T20:16:00.000","2021-08-01T20:19:00.000","2021-08-01T20:19:00.000","N","Y","266","201","1","0","0"
"2121331140120763","2021-08-01T20:13:00.000","BRONX","3114","W BURNSIDE AVE & HENNESSY PL","BRONX","10453","46","14","205","10","15","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T20:13:00.000","2021-08-01T20:13:00.000","2021-08-01T20:20:00.000","2021-08-01T20:32:00.000","N","Y","440","434","1","0","0"
"2121314751010917","2021-08-01T20:13:00.000","MANHATTAN","1475","8 AVE & W 125 ST/KING BLVD","MANHATTAN","10027","28","9","110","5","13","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","38","2021-08-01T20:14:00.000","2021-08-01T20:14:00.000","2021-08-01T20:18:00.000","2021-08-01T20:28:00.000","N","Y","300","262","0","1","0"
"2121310030110915","2021-08-01T20:13:00.000","MANHATTAN","1003","RIVERSIDE BLVD & W 65 ST","MANHATTAN","10069","20","6","107","3","10","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","10","2021-08-01T20:13:00.000","2021-08-01T20:13:00.000","2021-08-01T20:17:00.000","2021-08-01T20:29:00.000","N","Y","244","234","1","0","0"
"2121305630110913","2021-08-01T20:12:00.000","MANHATTAN","563","8 AVE & W 15 ST","MANHATTAN","10011","6","3","102","2","12","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","5","2021-08-01T20:12:00.000","2021-08-01T20:13:00.000",,"2021-08-01T20:14:00.000","N","N","0","0","1","0","0"
"2121303570110912","2021-08-01T20:11:00.000","MANHATTAN","357","BEDFORD ST & CARMINE ST","MANHATTAN","10014","6","3","102","2","10","Phone","Initial Alarm","First Alarm","Multiple Dwelling 'A' - Food on the stove fire","Structural Fires","43","2021-08-01T20:12:00.000","2021-08-01T20:12:00.000","2021-08-01T20:14:00.000","2021-08-01T20:25:00.000","N","Y","179","136","4","2","1"
"2121314870130148","2021-08-01T20:11:00.000","RICHMOND / STATEN ISLAND","1487","SEA VIEW AVE & QUINCY AVE","RICHMOND / STATEN ISLAND","10305","122","50","502","31","11","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","7","2021-08-01T20:11:00.000","2021-08-01T20:12:00.000",,"2021-08-01T20:13:00.000","N","N","0","0","1","0","0"
