"event_id","video_id"
"143428","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143429","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143430","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143431","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143432","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143433","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143434","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143435","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143436","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143437","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143438","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143439","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143440","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143441","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143442","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143443","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143444","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143445","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143446","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143447","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143448","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143449","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143450","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143451","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143452","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143453","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143454","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143455","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143456","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143457","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"143458","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"145519","http://www.youtube.com/watch?v=https://drive.google.com/folderview?id=0B7sW-yV-sOd_TEpUU2J0Q0pfSzA&usp=sharing"
"145645","http://www.youtube.com/watch?v=https://drive.google.com/folderview?id=0B7sW-yV-sOd_TEpUU2J0Q0pfSzA&usp=sharing"
"146066","http://www.youtube.com/watch?v=AoRJbhfKi2g"
"147380","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147381","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147382","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147383","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147384","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147385","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147386","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147387","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147388","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147389","https://www.youtube.com/watch?v=rdNLPuFsHOo"
"147668","https://www.youtube.com/watch?v=X3bNs6Xs3AM&list=PLD3Anc1A7mcbb-amV6FtMRw7so2AtOBTy&index=1"
"152621","http://www.youtube.com/watch?v=TFm_EynqyYk"
"153545","https://www.youtube.com/watch?v=AoRJbhfKi2g"
"153545","https://www.youtube.com/watch?v=_LVbTUnckxc"
"154101","https://www.youtube.com/watch?v=YW7bA683bYU"
"154255","http://www.youtube.com/watch?v=TFm_EynqyYk"
"154496","https://youtu.be/ANek84jNYp8"
"155810","https://youtu.be/RQ6_enQD110"
"155912","https://youtu.be/RQ6_enQD110"
"155916","https://youtu.be/RQ6_enQD110"
"155917","https://youtu.be/RQ6_enQD110"
"155918","https://youtu.be/RQ6_enQD110"
"155919","https://youtu.be/RQ6_enQD110"
"155920","https://youtu.be/RQ6_enQD110"
"155933","https://youtu.be/ANek84jNYp8"
"156101","https://youtu.be/RQ6_enQD110"
"156102","https://youtu.be/RQ6_enQD110"
"156332","https://youtu.be/RQ6_enQD110"
"156361","https://youtu.be/RQ6_enQD110"
"156452","https://www.youtube.com/watch?v=ToEYP3TbpZI&feature=youtu.be"
"157722","http://www.youtube.com/watch?v=k67Z6OUcjKo"
"158070","http://www.youtube.com/watch?v=pO6rV3wTgAU"
"158071","http://www.youtube.com/watch?v=pO6rV3wTgAU"
"159532","http://www.youtube.com/watch?v=BoVbZsk9MQI"
"162428","https://www.youtube.com/watch?v=UV6h7Pqc0KM&feature=youtu.be"
"163590","http://www.youtube.com/watch?v=TFm_EynqyYk"
"165677","http://www.youtube.com/watch?v=cjNNMRSFOTQ"
"165678","http://www.youtube.com/watch?v=qxs4P6u1EiI"
"166781","https://vimeo.com/269415093"
"166797","http://www.youtube.com/watch?v=https://www.facebook.com/172974569440010/videos/1520742921329828/"
"167349","https://www.youtube.com/watch?v=QVxnk3r0d98"
"168371","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168372","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168373","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168374","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168375","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168376","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168377","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168378","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168379","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168380","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168381","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168382","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168383","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168384","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168385","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168386","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168387","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168388","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168389","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168390","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168391","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168392","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168393","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168394","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168395","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168396","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168397","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168398","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168399","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168400","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168401","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168402","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168403","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168404","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"168405","https://www.youtube.com/watch?v=AHAX2tR8zy8&t=42s"
"170170","http://www.youtube.com/watch?v=wAtaSKQ4-T0"
"170171","http://www.youtube.com/watch?v=RzFIb4MmL5A"
"170172","http://www.youtube.com/watch?v=5wfrDhgUMGI"
"170220","http://www.youtube.com/watch?v=U0D3AOldjMU"
"171646","https://www.youtube.com/watch?v=JRslWo_4jLI&frags=pl%2Cwn"
"172380","http://www.youtube.com/watch?v=TFm_EynqyYk"
"172482","https://www.youtube.com/watch?v=GX3xvY7loWk"
"172489","https://www.youtube.com/watch?v=6SDsPbhvztE"
"172525","http://www.youtube.com/watch?v=v5EqXaUELYQ"
"175322","http://www.youtube.com/watch?v=F6qqmjcFTmk"
"175323","http://www.youtube.com/watch?v=KKpvFH_Xb0I"
"175325","http://www.youtube.com/watch?v=nbNcULQFojc"
"177465","https://www.youtube.com/watch?v=kZiGWonIYBg"
"177465","https://www.youtube.com/watch?v=qReRMpwOcH8"
"177782","http://www.youtube.com/watch?v=sRzavIvWhpQ&feature=youtu.be"
"179194","https://www.youtube.com/watch?v=qrJzL_6xI6U"
"179419","https://youtu.be/gW9wRNqQ_P8"
