"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1343288472","BLANKPLATE","99","999","2000-08-11T00:00:00.000","74","SUBN","LINCO","T","41730","35080","35130","0","0069","69","110","353494","T110","0000","1005A",,"K","O","702","FOSTER AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","GN","0","0","-","0",,,,,
"1357021537","CZD1139","NY","PAS","2000-08-11T00:00:00.000","40","SUBN","HONDA","P","35830","14680","14730","20140801","0067","67","61","950845","0061","0000","1220A",,"K","F","2224","E 23 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","6",,,,,
"1353440175","28510PC","99","COM","2000-08-12T00:00:00.000","14","DELV","MERCU","P","10210","18090","18110","20131130","0017","17","401","938460","0401","0000","0435P",,"NY","F","920","3 AVE",,"0","408","F1",,"YYYYYBB","0400P","0700P","BL","0","2014","-","0",,,,,
"1353440072","60390JX","NY","COM","2000-08-13T00:00:00.000","46","VAN","FORD","P","0","0","0","20131031","0020","20","401","935460","0401","0000","0615P",,"NY",,,"C/O E 85","3 AV","0","408","F4",,"BBBBBBB","ALL","ALL","WH","0","2007","-","0",,,,,
"1349721542","WKE20U","NJ","PAS","2000-08-14T00:00:00.000","21","SDN","HONDA","S","19270","24890","10210","0","0025","25","0","582840","MN11","0000","0809A",,"K","F","164","EAST 116 ST",,"0","408","D1",,"YYYYYYB","0800A","0830A","GREY","0","0","-","0",,,,,
"1355695843","FYK4673","NY","PAS","2000-08-14T00:00:00.000","51","SUBN","HONDA","P","38430","86630","73430","20140401","0077","77","77","950993","0077","0000","0927A",,"K","F","1133","EASTERN PKWY",,"0","408","E3",,"BBBBBBB","ALL","ALL","GR","0","0","-","0",,,,,
"1353281140","50296JT","NY","COM","2000-08-14T00:00:00.000","38","VAN","DODGE","P","34550","10610","10810","0","0014","14","420","931498","0420","0000","0628A",,"NY","F","214","W 39TH ST",,"0","408","I3",,"BBBBBBB","ALL","ALL","WHITE","0","2005","-","0",,,,,
"1355560615","FAC3238","NY","PAS","2000-08-16T00:00:00.000","21","SUBN","FORD","S","10880","16480","16530","20140418","0062","62","0","920317","KS11","0000","0750A",,"K",,"1953","86TH ST",,"0","408","D1",,"YYYYYYB","0730A","0800A","WHITE","0","2007","-","0",,,,,
"1351636376","CYY9656","NY","PAS","2000-08-18T00:00:00.000","41","SUBN","NISSA","P","0","40404","40404","20141014","0050","50","50","0","0050","0000","0935P",,"BX","O","3394","SEDWICK AVE",,"0","408","F3",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,
"1354999400","DYN6839","NY","PAS","2000-08-18T00:00:00.000","74","SDN","HONDA","P","10210","18030","18050","20150403","0017","17","17","949117","0017","0000","0230P",,"NY","F","875","3TH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2002","-","0",,,,,
"1359713402","BCR2505","NY","PAS","2000-08-19T00:00:00.000","67","SDN","MAZDA","X","0","0","0","20140210","108","108","108","936403","0108","0000","0830A",,"Q","F",,"W/S OF 59 ST","N/O 48 AVE","0","408","F1",,"BBBBBBB","ALL","ALL","BK","0","2008","-","0",,,,,
"1359495113","55003MB","NY","COM","2000-08-20T00:00:00.000","46","VAN","FRUEH","P","10210","19070","19090","0","0023","23","23","935444","0023","0000","1145A",,"NY","F","1915","3RD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BW","0","2012","-","0",,,,,
"1356082853","FFZ9380","NY","PAS","2000-08-24T00:00:00.000","19","SDN","HYUND","P","8590","17140","17340","20150324","115","115","169","953845","0169","0000","1015P",,"Q","F","84-09","35TH AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL","GY","0","2006","-","0",,,,,
"1333718391","G94BRZ","NJ","PAS","2000-08-24T00:00:00.000","14","SDN","FORD","T","34550","10410","10510","88888888","0014","14","108","345264","T108","0000","1045P",,"NY","F","1","W 39 ST",,"0","408","C",,"YYYYYYY","1000P","0600A","GY","0","0","-","0",,,,,
"1356358550","GDX6055","NY","PAS","2000-08-24T00:00:00.000","27","SDN","NISSA","P","11010","34290","34310","20150504","0010","10","10","951687","0010","0000","0135P",,"NY","F","289","10 AVE",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLK","0","1998","-","0",,,,,
"1350613186","CWT9688","NY","PAS","2000-08-26T00:00:00.000","27","SDN","ME/BE","P","11140","21125","11470","20140601","0045","45","45","948089","0045","0000","0939A",,"BX","F","2136","BARTOW AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","1997","-","0",,,,,
"1356627092","AF20819","PA","PAS","2000-08-27T00:00:00.000","46","TRLR",,"P","86730","28530","32190","0","0076","76","76","939052","0076","0000","0224P",,"K","F","240","VAN BRUNT ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","ORG","0","0","-","0",,,,,
"1348984442","GBJ4251","NY","PAS","2000-08-29T00:00:00.000","20","SDN","NISSA","P","0","0","0","20141115","0075","75","75","951889","0075","0000","0035A",,"K",,,"C/O GLENMORE AV","SHERIDAN","0","408","J2",,"BBBBBBB","ALL","ALL","RED","0","2008","-","0",,,,,
"1356053622","GEB2531","NY","PAS","2000-08-29T00:00:00.000","40","SUBN","CHEVR","P","0","40404","40404","20150222","0046","46","163","952205","0163","0000","1007P",,"BX","F","1523","UNDERCIFF AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1355154935","AE75506","AZ","PAS","2000-08-29T00:00:00.000","98","VAN","FORD","P","8640","6940","7090","0","114","114","114","906136","0114","0000","0630P",,"Q","F","23-17","35 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1340651208","FYB3989","NY","PAS","2000-08-31T00:00:00.000","27","SUBN","CADIL","K","0","0","0","20140401","110","110","3","160501","0003","0000","0525P",,"Q","F",,"INS. FLUSHING MEADOW","CORONA PK AQUEDUCT C","0","408","D1",,"BBBBBBB","ALL","ALL","RD","0","2012","-","0",,,,,
"1359814322","86672MC","NY","COM","2000-09-09T00:00:00.000","78","TWOD","SMART","P","37010","31190","13610","20150430","0033","33","33","941505","0033","0000","1245A",,"NY","F","539","W 162ND ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","YL","0","2013","-","0",,,,,
"1354383126","52777JJ","NY","COM","2000-09-10T00:00:00.000","20","DELV","GMC","P","61090","64320","64320","20131031","109","109","170","894686","0170","0000","1105A",,"Q","O","122-10","ROOSEVELT AV",,"0","408","K5",,"BBBBBBB","ALL","ALL","BR","0","1989","-","0",,,,,
"1341878363","FDC4237","NY","PAS","2000-09-13T00:00:00.000","21","SDN","TOYOT","S","0","40404","40404","20140808","0043","43","0","597478","BX09","0000","0739A",,,"O","1324","HUGH GRAND CIRCLE",,"0","408","K4",,"YYYYYYB","0730A","0800A","GREY","0","2013","-","0",,,,,
"1351310150","FJP8864","NY","PAS","2000-09-13T00:00:00.000","21","SDN","VOLVO","S","36570","10610","10810","20150525","0032","32","0","505412","MN10","0000","1201P",,"NY","F","204","WEST 140 STREET",,"0","408","D1",,"BYBBYBB","1130A","0100P","GRAY","0","2009","-","0",,,,,
"1360125139","EWS6497","NY","PAS","2000-09-18T00:00:00.000","14","SDN","NISSA","P","73480","77740","44430","20140824","0069","69","69","946351","0069","0000","0519P",,"K","F","1410","ROCKAWAY PKWY",,"0","408","F2",,"YYYYYBB","0400P","0700P","GY","0","2005","-","0",,,,,
"1360934900","FHG9609","NY","PAS","2000-09-19T00:00:00.000","46","SDN","BMW","P","13610","36650","36670","20140315","0030","30","30","906089","0030","0000","0545P",,,"F","3525","BROADWAY",,"0","408","K6",,"BBBBBBB","ALL","ALL","BK","0","2008","-","0",,,,,
"1347724795","GBC1837","NY","PAS","2000-09-22T00:00:00.000","71","SUBN","NISSA","P","0","40404","40404","20140805","0079","79","79","937925","0079","0000","1130A",,"K","F","165","HART",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2004","-","0",,,,,
"1358033020","FTB9549","NY","PAS","2000-09-22T00:00:00.000","14","SUBN","ME/BE","P","34550","10410","10510","20131130","0014","14","14","926770","0014","0000","0312A",,"NY","F","38","W 39",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2007","-","0",,,,,
"1359486902","42815JM","NY","COM","2000-09-23T00:00:00.000","46","DELV","MERCU","P","52390","61390","54790","20131031","109","109","109","904614","0109","0000","0430P",,"Q","F","42-20","KISSENA BLVD",,"0","408","E5",,"BBBBBBB","ALL","ALL","BRN","0","1996","-","0",,,,,
"1359243240","XR458W","NJ","PAS","2000-09-23T00:00:00.000","45","DELV","FORD","P","34930","10610","13610","0","0018","18","18","904597","0018","0000","0835A",,"NY","F","207","W 58 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,
"1355174296","DZT2210","NJ","PAS","2000-09-23T00:00:00.000","67",,"AUDI","P","67530","26230","84730","0","0070","70","70","953754","0070","0000","0220A",,"K","F","575","OCEAN AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1361281698","93740PA","NY","999","2000-09-23T00:00:00.000","14","DELV","MACK","P","34710","13610","10810","20130930","0018","18","161","953138","0161","0000","1208P",,"NY","O","226","W 47 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1360036994","ESU7092","NY","PAS","2000-09-26T00:00:00.000","14","SDN","ME/BE","P","53500","52930","21130","20150826","0084","84","30","924069","0030","0000","0527A",,"K","F","80","JOHN ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1355316789","VRS19E","NJ","PAS","2000-09-27T00:00:00.000","74","SDN","TOYOT","P","0","40404","40404","0","101","101","101","936429","0101","0000","0828P",,"Q","O","16 66","SEAGUIRT BLVD",,"0","408","F2",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1359905479","9F65D","NY","SRF","2000-09-28T00:00:00.000","50","SDN","FORD","P","10710","13000","26690","20140228","0006","6","6","933665","0006","0000","0109A",,"NY","F","29","7TH AVE SOUTH",,"0","408","K6",,"BBBBBBB","ALL","ALL","YELLO","0","2011","-","0",,,,,
"1354623575","GCX7578","NY","PAS","2000-09-29T00:00:00.000","98","SDN","HONDA","P","17040","24090","24240","20150227","107","107","107","932185","0107","0000","0145P",,"Q","F","161-22","84 AVE",,"0","408","G3",,"BBBBBBB","ALL","ALL","BLK","0","2007","-","0",,,,,
"1341878089","68636MD","NY","COM","2000-10-01T00:00:00.000","21","VAN","FORD","S","77150","28710","28740","20150731",,"0","0","610441","BX12","0000","0815A",,"BX","O","4334","WHITE PLAINS RD",,"0","408","D1",,"YYYYYYB","0800A","0830A","WHITE","0","2013","-","0",,,,,
"1357541582","FRH8184","NY","PAS","2000-10-01T00:00:00.000","71","SDN","LINCO","P","26860","20735","20790","20150821","105","105","105","930305","0105","0000","0150A",,"Q","F","114-40","220 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","WH","0","1998","-","0",,,,,
"1357541600","FJY5816","NY","PAS","2000-10-01T00:00:00.000","71","SDN","NISSA","P","26740","20890","53890","20150405","105","105","105","930305","0105","0000","0215A",,"Q",,"116-21","217 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","BK","0","2012","-","0",,,,,
"1361680349","222750N","NJ","PAS","2000-10-01T00:00:00.000","27","SUBN","INFIN","P","86630","74230","93830","20131009","0067","67","20","951244","0020","0000","1127A",,"K","F","535","UTICA AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1293095813","BLANKPLATE","99","999","2000-10-02T00:00:00.000","14","SUBN","FORD","X","0","0","0","0",,"0","290","917273","1290","0000","0515P","0515P",,"O","211","W 58 ST",,"20131002","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1319123960","GFV3837","NY","PAS","2000-10-04T00:00:00.000","21","SUBN","CHRYS","S","59430","45730","88530","20150407","0061","61","0","846111","KS15","0000","0740A",,"K","F","2338","MCDONALD AVE",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLUE","0","2013","-","0",,,,,
"1353584252","GJW1834","NY","PAS","2000-10-04T00:00:00.000","71","PICK","TOYOT","T","44750","10575","10575","20150903","121","121","303","355111","T303","0000","0305P",,"R","F","2655","RICHMOND AVE",,"0","408","J6",,"BBBBBBB","ALL","ALL","SILVE","0","2013","-","0",,,,,
"1354992910","JZ3ADJ","NJ","PAS","2000-10-04T00:00:00.000","14","SUBN","NISSA","P","25090","29890","31490","0","0007","7","17","949050","0017","0000","1145P",,"NY","O","152","LUDLOW ST",,"0","408","C",,"BBBBYYY","1100P","0600A","GRAY","0","0","-","0",,,,,
"1356447971","GHE7403","NY","PAS","2000-10-04T00:00:00.000","46","SUBN","ROVER","P","11710","36730","36750","20150730","0030","30","30","949345","0030","0000","0407P",,"NY","F","1786","AMSTERDAM AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2008","-","0",,,,,
"1358121450","70149JU","NY","COM","2000-10-04T00:00:00.000","46","VAN","CHEVR","P","16850","13610","32610","20150228","0001","1","1","898022","0001","0000","1050A",,"NY","F","106","DUANE ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2006","-","0",,,,,
"1359849117","52830JW","NY","COM","2000-10-04T00:00:00.000","46","SUBN","FORD","P","18570","10210","10110","20140731","0019","19","19","930260","0019","0000","0135P",,,,"229","E 79 ST",,"20131004","408","E2",,"BBBBBBB","ALL","ALL","BL","0","2001","-","0",,,,,
"1361471300","49781MX","NY","COM","2000-10-04T00:00:00.000","19","DELV","HINO","X","10410","17430","17450","0","0014","14","401","917677","0401","0000","0321P",,"NY","F","184","5 AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","RD","0","2011","-","0",,,,,
"1355321323","2099028","ID","PAS","2000-10-04T00:00:00.000","78","LCOM","INTER","X","0","0","0","0","101","101","101","951769","0101","0000","1021P",,"Q","F",,"C/O BAY 32ND ST","BEACH CHANNEL DR","0","408","D",,"BBBBBBB","ALL","ALL","YELLO","0","0","-","0",,,,,
"1359522906","X59ABA","NJ","PAS","2000-10-06T00:00:00.000","68","VAN","FORD","P","25390","19390","19410","0","0025","25","25","949211","0025","0000","1132A",,"NY","O","1901","MADISON AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1361562195","VXF77C","NJ","PAS","2000-10-06T00:00:00.000","20","SDN","TOYOT","P","34870","10810","10910","0","0018","18","18","978742","0018","0000","0404P",,"NY","F","330","W 55 ST",,"0","408","C3",,"YYYYYBB","0800A","ALL","GY","0","0","-","0",,,,,
"1361505187","46294SC","NY","COM","2000-10-07T00:00:00.000","18","CONS","CASE","P","0","0","0","0","0013","13","401","918915","0401","0000","0755A",,,,,"W/S 2ND AVE","E 24 ST","0","408","D",,"YYYYYYY","0700A","1000A","YL","0","0","-","0",,,,,
"1361563643","630035M","NY","COM","2000-10-07T00:00:00.000","45","DELV","GMC","P","34870","10810","10910","0","0018","18","18","923425","0018","0000","0156P",,,"F","340","W 55 ST",,"0","408","E1",,"BBBBBBB","ALL","ALL","BR","0","1989","-","0",,,,,
"1361827919","55006MB","NY","COM","2000-10-07T00:00:00.000","46","DELV","FR/LI","P","25390","19170","19190","20141031","0023","23","23","935698","0023","0000","0636P",,"NY","F","1660","MADISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BRN","0","2012","-","0",,,,,
"1361311850","XP904V","NJ","PAS","2000-10-08T00:00:00.000","38","SUBN","CHEVR","P","34470","10810","10910","0","0014","14","161","953284","0161","0000","1242P",,"NY","O","311","W 35 ST",,"0","408","I4",,"YYYYYYB","0600A","0700P","BLUE","0","0","-","0",,,,,
"1353617336","AN919T","NJ","PAS","2000-10-08T00:00:00.000","46","DELV","PETER","P","15350","27880","27050","0","0001","1","401","915748","0401","0000","1212P",,,"F","120","CHURCH ST",,"0","408","F1",,"YYYYYYY","ALL","ALL","WH","0","0","-","0",,,,,
"1361537346","1684203","MA","COM","2000-10-09T00:00:00.000","47","TRLR","MERCU","P","10610","34330","34350","0","0014","14","401","935975","0401","0000","0832A",,"NY","O","324","7 AVE",,"0","408","L2",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,
"1361471189","81738JN","NY","COM","2000-10-09T00:00:00.000","46","DELV","MERCU","P","11710","35690","35710","20131231","0024","24","401","915560","0401","0000","0834A",,"NY","F","747","AMSTERDAM AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","2004","-","0",,,,,
"1342313331","FSG3328","NY","PAS","2000-10-14T00:00:00.000","21","SDN","TOYOT","S","46190","48290","54090","20131026","104","104","0","921376","QW06","0000","0810A",,"Q","F","64-17","FRESH POND RD",,"0","408","D1",,"YYYYYBB","0800A","0830A","WT","0","2006","-","0",,,,,
"1355607723","FTT9109","NY","PAS","2000-10-15T00:00:00.000","71","SDN","FRUEH","P","33970","21790","33390","20131230","0006","6","442","933203","0442","0000","0741P",,"NY","F","277","W 10TH",,"0","408","J6",,"BBBBBBB","ALL","ALL","GRAY","0","2002","-","0",,,,,
"1361545872","AK765E","NJ","PAS","2000-10-16T00:00:00.000","46","DELV","INTER","P","10210","18270","18290","0","0019","19","401","926723","0401","0000","0803A",,"NY","F","1105","3RD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GR","0","0","-","0",,,,,
"1361525721","2188771","99","999","2000-10-16T00:00:00.000","47","VAN","VOLVO","P","18590","10110","10010","0","0017","17","401","915560","0401","0000","0704A",,"NY","F","334","E 80 ST",,"0","408","L2",,"BBBBBBB","0700A","0700P","BLUE","0","0","-","0",,,,,
"1356564665","94SA56","NY","MOT","2000-10-16T00:00:00.000","71","SDN",,"T","29610","32700","27050","0","0001","1","504","343900","T504","0000","0847A",,"NY","F","2","RIVER TERRACE",,"0","408","J6",,"BBBBBBB","ALL","ALL","GR","0","0","-","0",,,,,
"1359830054","DSE2738","PA","PAS","2000-10-21T00:00:00.000","20","SUBN","MERCU","P","22190","36550","36570","20140430","0030","30","30","939529","0030","0000","1220A",,"NY","O","51","HAMILTON PLACE",,"0","408","C4",,"BBBBBBB","ALL","ALL","BEIGE","0","1993","-","0",,,,,
"1359293619","EYG7967","NY","PAS","2000-10-23T00:00:00.000","21","SDN","HYUND","S","16430","19030","15780","20140411","0062","62","0","920317","KS11","0000","0839A",,"K","O","141","BAY 20TH ST",,"0","408","D1",,"BBYBBBB","0830A","1000A","SL","0","2011","-","0",,,,,
"1359223757","AD47063","AZ","PAS","2000-10-24T00:00:00.000","40","VAN","CHEVR","P","34670","11110","11115","0","0018","18","18","947348","0018","0000","0218A",,"NY","F","614","W 45 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","11",,,,,
"1356235220","DRB2574","NY","PAS","2000-10-26T00:00:00.000","40","SUBN","DODGE","P","86030","41030","14230","20140601","0063","63","63","944271","0063","0000","0211A",,"K","F","2153","TROY AVENUE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2005","-","0",,,,,
"1344467271","90601MC","NY","COM","2000-10-26T00:00:00.000","67","DELV","FRUEH","P","64620","26820","29520","20150228",,"0","44","934675","0044","0000","1125A",,,"F","1504","SHERIDAN AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2007","-","0",,,,,
"1362701634","AE30460","AZ","PAS","2000-10-27T00:00:00.000","48","VAN","FORD","X","75530","77730","51030","0","0084","84","89","948135","0089","0000","1121A",,"K","F","189","SCHERMERHORN ST",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1363103507","5502WA","CT","999","2000-10-30T00:00:00.000","67",,"FORD","P","27120","41320","12520","0","0048","48","48","916209","0048","0000","0107P",,"BX","F","653","E 182 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1355866030","JGC3389","PA","PAS","2000-10-31T00:00:00.000","40","SUBN","PONTI","P","36820","40404","40404","0","0049","49","49","907502","0049","0000","0816P",,"BX","F","2055","GREYSTONE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","0","-","1",,,,,
"1361392400","ECH3433","NY","PAS","2000-10-31T00:00:00.000","14","SUBN","BMW","P","60330","91180","91230","20150828","0060","60","60","943630","0060","0000","0152A",,"K","F",,"S/O 1505 MERMAID AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,
"1353719169","I568NX","FL","PAS","2000-11-01T00:00:00.000","38","SDN","TOYOT","T","17450","33990","18510","0","120","120","303","351914","T303","0000","1050A",,"R","O","20","BAY ST",,"0","408","I4",,"YYYYYYB","0800A","0700P","SILVR","0","0","-","0",,,,,
"1358141356","GDF4162","NY","PAS","2000-11-01T00:00:00.000","71","SDN","HYUND","P","62200","32740","33040","20141109","100","100","100","944498","0100","0000","0328A",,"Q","F","8400","SHR FRT",,"0","408","J6",,"BBBBBBB","ALL","ALL",,"0","2009","-","0",,,,,
"1361246911","FSL2693","NY","PAS","2000-11-01T00:00:00.000","71","SDN","NISSA","P","25050","53530","61810","20151027","113","113","113","934482","0113","0000","0130P",,"Q","F","120-27","180 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLUE","0","2012","-","0",,,,,
"1361157641","DLD1136","NY","PAS","2000-11-02T00:00:00.000","67","SUBN","ACURA","P","0","0","0","20131230","106","106","106","940718","0106","0000","0942P",,"Q",,,"N/W 113 ST","C/O 107 AVE","0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2005","-","0",,,,,
"1362240126","FPS5336","NY","999","2000-11-03T00:00:00.000","40","SDN","CHRYS","P","29530","54100","52130","20131107","0083","83","83","950254","0083","0000","0622P",,"K","F","353","CORNELIA ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2002","-","0",,,,,
"1355955520","GDE2238","NY","PAS","2000-11-05T00:00:00.000","71","SUBN","HONDA","P","0","40404","40404","20141016","123","123","123","952310","0123","0000","1113P",,"R","F","91","PEMBROOK LP",,"0","408","J6",,"BBBBBBB","ALL","ALL","GRAY","0","2006","-","0",,,,,
"1360309585","T438185C","NY","SRF","2000-11-06T00:00:00.000","14","SUBN","TOYOT","P","0","40404","40404","20131130","0075","75","75","938833","0075","0000","1158A",,"K","F","300","WORTHMAN",,"0","408","C3",,"BBBBBBB","ALL","ALL","GOLD","0","2004","-","0",,,,,
"1361536871","63538JM","NY","COM","2000-11-06T00:00:00.000","47","DELV","GMC","P","45602","34430","34450","0","0014","14","401","915748","0401","0000","0109P",,,"F","1","PENN PLAZA",,"0","408","L2",,"YYYYYBB","0700A","0700P","BRN","0","1988","-","0",,,,,
"1361536913","31112PC","NY","IRP","2000-11-06T00:00:00.000","47","DELV","MERCU","P","10910","34430","34450","20131130","0014","14","401","915748","0401","0000","0135P",,"NY","O","416","9TH AVE",,"0","408","L2",,"YYYYYBB","0700A","0700P","RED","0","0","-","0",,,,,
"1345667334","FGR5101","NY","PAS","2000-11-07T00:00:00.000","24","SDN","HONDA","P","23532","25490","15010","20150629","0007","7","804","933662","0804","0000","0901P","0850P","NY","O","40","JACKSON ST",,"0","408","D5",,"BBBBBBB","ALL","ALL","SILVE","0","2002","-","0",,,,,
"1361817288","AK913C","NJ","PAS","2000-11-07T00:00:00.000","46",,"FRUEH","P","0","40404","40404","0","0023","23","23","940864","0023","0000","1023A",,"NY","O","1596","LEXINGTON",,"0","408","E2",,"BBBBBBB","ALL","ALL","GR","0","0","-","0",,,,,
"1361934165","EPE9955","NY","PAS","2000-11-08T00:00:00.000","21","SUBN","NISSA","S","67530","33530","32930","20150317","0070","70","0","535024","KS14","0000","1142A",,"K","F","887","OCEAN AVE",,"0","408","D1",,"BBBBBBB","1130A","0100P","BLK","0","2007","-","0",,,,,
"1361844310","55026MB","NY","COM","2000-11-13T00:00:00.000","46","VAN",,"P","24890","19130","19150","0","0023","23","23","935698","0023","0000","0440P",,"NY","F","1751","LEXINGTON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BROWN","0","2012","-","0",,,,,
"1353794805","30880JX","NY","COM","2000-11-13T00:00:00.000","37","VAN","FRUEH","P","10410","10410","10510","0","0018","18","420","921121","0420","0000","0935A","0935A",,"F",,"S/O 510 5TH AVE",,"20131113","408","C",,"BBBBBBB","ALL","ALL","BRN","0","1996","-","0",,,,,
"1354550274","DGX2434","NY","PAS","2000-11-13T00:00:00.000","98","SDN","CADIL","P","10830","40404","40404","20150711","0062","62","62","949545","0062","0000","0142P",,"K","F","8502","85TH ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","BK","0","2013","-","0",,,,,
"1355147207","61242MA","NY","COM","2000-11-14T00:00:00.000","46","DELV","MERCU","P","64290","37290","8440","0","114","114","114","924083","0114","0000","0950A",,"Q","F","32-49","STEINWAY ST",,"0","408","J3",,"BBBBBBB","ALL","ALL","BR","0","1996","-","0",,,,,
"1362986252","ENM4652","NY","PAS","2000-11-17T00:00:00.000","40","SUBN","MERCU","P","69130","94430","30530","20141230","0070","70","70","953780","0070","0000","0302A",,"K","O","45","PARADE PL",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2004","-","3",,,,,
"1361992591","A25CRD","NJ","PAS","2000-11-18T00:00:00.000","21","SDN","NISSA","S","22080","22680","23030","0",,"0","0","594636","KS14","0000","0845A",,"K","O","3133","BRIGHTON 7TH ST",,"0","408","D1",,"YBBYBBB","0800A","0930A","GREY","0","0","-","0",,,,,
"1361350659","OL4001H","NJ","PAS","2000-11-19T00:00:00.000","51","SDN","CADIL","P","10810","21040","35990","0","0028","28","28","932926","0028","0000","0221A",,"NY","F","2040","8TH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1361044627","T612504C","NY","SRF","2000-11-20T00:00:00.000","20","SDN","LINCO","P","0","0","0","20140228","0090","90","90","930294","0090","0000","0259P",,"K","O",,"C/O BROADWAY","FLUSHING","0","408","C",,"BBBBBBB","ALL","ALL","BK","0","2005","-","0",,,,,
"1360383840","GKD2362","NY","PAS","2000-11-22T00:00:00.000","46","SUBN","SUBAR","X","80230","43330","42730","20150917","0088","88","88","941184","0088","0000","0304P",,"K","O","200","ST JAMES PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2014","-","0",,,,,
"1359233519","AP937R","NY","COM","2000-11-23T00:00:00.000","46","DELV","MERCU","X","10510","34870","34890","0","0018","18","18","946322","0018","0000","0840A",,"NY","F","1379","6 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1359293929","GAJ9406","NY","PAS","2000-11-25T00:00:00.000","21","SUBN","TOYOT","S","10880","16530","7080","20140906","0062","62","0","920317","KS11","0000","0740A",,"K","F","1959","86TH ST",,"0","408","D1",,"YYYYYYB","0730A","0800A","BLACK","0","2012","-","0",,,,,
"1360529755","GLC9159","NY","PAS","2000-11-25T00:00:00.000","71","SDN","DODGE","P","74890","23590","11410","20141003","0050","50","50","950521","0050","0000","0945P",,"BX","F","164","W 225 ST",,"0","408","D",,"YYYYYYY","0  :","0  :","PURPL","0","1999","-","0",,,,,
