"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
"2","2020-01-01T00:54:33.000","2020-01-01T01:12:25.000","2","1.76","1","N","41","75","2","12.5","0.5","0.5","0","0","0.3","13.8","0"
"1","2020-01-01T00:34:40.000","2020-01-01T00:38:08.000","1","0.60","1","N","236","262","1","4.5","3","0.5","1.65","0","0.3","9.95","2.5"
"1","2020-01-01T00:39:40.000","2020-01-01T01:03:26.000","2","13.70","1","N","262","134","1","38.5","3","0.5","12.1","6.12","0.3","60.52","2.5"
"1","2020-01-01T00:08:37.000","2020-01-01T00:39:27.000","2","1.50","1","N","90","161","1","18","3","0.5","3","0","0.3","24.8","2.5"
"2","2020-01-01T00:15:13.000","2020-01-01T00:33:57.000","1","3.57","1","N","68","238","2","15","0.5","0.5","0","0","0.3","18.8","2.5"
"2","2020-01-01T00:35:21.000","2020-01-01T00:55:42.000","1","8.20","1","N","238","220","2","25.5","0.5","0.5","0","2.8","0.3","32.1","2.5"
"1","2020-01-01T00:22:58.000","2020-01-01T00:35:46.000","2","2.10","1","N","161","141","1","10.5","3","0.5","1","0","0.3","15.3","2.5"
"1","2020-01-01T00:41:52.000","2020-01-01T00:48:16.000","2","1.30","1","N","237","262","2","6.5","3","0.5","0","0","0.3","10.3","2.5"
"1","2020-01-01T00:58:43.000","2020-01-01T01:12:27.000","1","4.10","1","N","236","226","2","14","3","0.5","0","0","0.3","17.8","2.5"
"2","2020-01-01T00:25:39.000","2020-01-01T00:36:05.000","1","1.65","1","N","249","148","1","9","0.5","0.5","2.56","0","0.3","15.36","2.5"
"2","2020-01-01T00:38:20.000","2020-01-01T00:55:28.000","3","2.53","1","N","148","170","1","12.5","0.5","0.5","3.26","0","0.3","19.56","2.5"
"2","2020-01-01T00:59:05.000","2020-01-01T01:20:51.000","3","1.92","1","N","170","68","1","14","0.5","0.5","3.56","0","0.3","21.36","2.5"
"1","2020-01-01T00:44:31.000","2020-01-01T00:48:46.000","1","0.80","3","N","170","107","1","22.5","0.5","0","4.65","0","0.3","27.95","0"
"1","2020-01-01T00:11:14.000","2020-01-01T00:36:19.000","1","5.20","1","N","231","239","1","21","3","0.5","6.2","0","0.3","31","2.5"
"1","2020-01-01T00:39:34.000","2020-01-01T00:43:42.000","2","0.70","1","N","238","151","1","5","3","0.5","1.76","0","0.3","10.56","2.5"
"1","2020-01-01T00:45:13.000","2020-01-01T00:52:55.000","1","1.60","1","N","238","43","2","7.5","3","0.5","0","0","0.3","11.3","2.5"
"1","2020-01-01T00:54:18.000","2020-01-01T01:23:46.000","1","6.60","1","N","43","114","1","25","3","0.5","4","0","0.3","32.8","2.5"
"1","2020-01-01T00:01:54.000","2020-01-01T00:26:47.000","1","2.30","1","N","161","249","1","16.5","3","0.5","4.05","0","0.3","24.35","2.5"
"1","2020-01-01T00:31:57.000","2020-01-01T01:00:34.000","1","4.50","1","N","249","143","1","20.5","3","0.5","4.86","0","0.3","29.16","2.5"
"2","2020-01-01T00:17:28.000","2020-01-01T00:37:16.000","6","2.11","1","N","142","237","2","13.5","0.5","0.5","0","0","0.3","17.3","2.5"
"2","2020-01-01T00:38:43.000","2020-01-01T00:54:55.000","6","2.48","1","N","236","170","1","12","0.5","0.5","3.16","0","0.3","18.96","2.5"
"2","2020-01-01T00:11:29.000","2020-01-01T00:20:24.000","1","1.79","1","N","144","158","1","8","0.5","0.5","2.36","0","0.3","14.16","2.5"
"2","2020-01-01T00:23:21.000","2020-01-01T00:34:40.000","1","1.25","1","N","158","234","1","8.5","0.5","0.5","3.69","0","0.3","15.99","2.5"
"2","2020-01-01T00:39:10.000","2020-01-01T00:52:11.000","2","1.66","1","N","234","211","1","9.5","0.5","0.5","2.66","0","0.3","15.96","2.5"
"2","2020-01-01T00:53:40.000","2020-01-01T01:08:02.000","1","2.32","1","N","114","45","1","11","0.5","0.5","2.96","0","0.3","17.76","2.5"
"2","2020-01-01T00:13:45.000","2020-01-01T00:21:24.000","1","1.27","1","N","231","211","1","7","0.5","0.5","2.16","0","0.3","12.96","2.5"
"2","2020-01-01T00:27:33.000","2020-01-01T00:55:36.000","1","4.83","1","N","113","75","1","20.5","0.5","0.5","6.08","0","0.3","30.38","2.5"
"2","2020-01-01T00:08:36.000","2020-01-01T00:20:14.000","1","2.64","1","N","141","151","2","11","0.5","0.5","0","0","0.3","14.8","2.5"
"2","2020-01-01T00:22:52.000","2020-01-01T00:35:46.000","1","2.68","1","N","151","141","1","11.5","0.5","0.5","3.06","0","0.3","18.36","2.5"
"2","2020-01-01T00:37:05.000","2020-01-01T00:48:36.000","1","1.42","1","N","141","262","2","9","0.5","0.5","0","0","0.3","12.8","2.5"
"2","2020-01-01T00:57:38.000","2020-01-01T01:02:31.000","1","1.24","1","N","141","229","2","6","0.5","0.5","0","0","0.3","9.8","2.5"
"2","2020-01-01T00:23:11.000","2020-01-01T00:45:03.000","1","5.33","1","N","113","255","1","20","0.5","0.5","4.76","0","0.3","28.56","2.5"
"2","2020-01-01T00:47:40.000","2020-01-01T01:07:25.000","1","5.37","1","N","255","233","1","19.5","0.5","0.5","4.66","0","0.3","27.96","2.5"
"1","2020-01-01T00:40:25.000","2020-01-01T00:44:29.000","3","0.90","1","N","141","262","1","5","3","0.5","1.75","0","0.3","10.55","2.5"
"2","2020-01-01T00:28:56.000","2020-01-01T00:44:28.000","1","1.35","1","N","113","164","1","10.5","0.5","0.5","2.86","0","0.3","17.16","2.5"
"2","2020-01-01T00:48:34.000","2020-01-01T00:55:38.000","1","0.69","1","N","234","113","1","6","0.5","0.5","1.96","0","0.3","11.76","2.5"
"2","2020-01-01T00:57:21.000","2020-01-01T01:10:32.000","1","2.63","1","N","113","229","1","11","0.5","0.5","2.96","0","0.3","17.76","2.5"
"2","2020-01-01T00:30:50.000","2020-01-01T00:55:01.000","1","3.40","1","N","249","233","1","16","0.5","0.5","4.95","0","0.3","24.75","2.5"
"2","2020-01-01T00:40:58.000","2020-01-01T00:50:00.000","1","1.55","1","N","239","237","1","8.5","0.5","0.5","2.46","0","0.3","14.76","2.5"
"2","2020-01-01T00:01:04.000","2020-01-01T00:19:37.000","1","6.72","1","N","75","129","1","21","0.5","0.5","0","0","0.3","24.8","2.5"
"2","2020-01-01T00:22:20.000","2020-01-01T00:28:26.000","1","1.37","1","N","129","226","2","7","0.5","0.5","0","0","0.3","8.3","0"
"2","2020-01-01T00:46:19.000","2020-01-01T00:54:47.000","1","6.32","1","N","132","28","2","18","0.5","0.5","0","0","0.3","19.3","0"
"2","2020-01-01T00:56:32.000","2020-01-01T01:13:53.000","1","11.85","2","N","93","263","1","52","0","0.5","12.28","6.12","0.3","73.7","2.5"
"2","2020-01-01T00:24:07.000","2020-01-01T00:27:48.000","6","0.89","1","N","129","260","2","5.5","0.5","0.5","0","0","0.3","6.8","0"
"2","2020-01-01T00:39:43.000","2020-01-01T00:45:55.000","6","1.47","1","N","226","260","2","7","0.5","0.5","0","0","0.3","8.3","0"
"2","2020-01-01T00:48:29.000","2020-01-01T00:55:05.000","6","1.24","1","N","260","129","1","6.5","0.5","0.5","2.34","0","0.3","10.14","0"
"2","2020-01-01T00:24:13.000","2020-01-01T00:57:38.000","1","15.69","1","N","138","153","1","44","0.5","0.5","10.28","6.12","0.3","61.7","0"
"2","2020-01-01T00:54:09.000","2020-01-01T01:17:53.000","1","1.74","1","N","48","137","1","14.5","0.5","0.5","3.66","0","0.3","21.96","2.5"
"2","2020-01-01T00:07:57.000","2020-01-01T00:32:35.000","2","10.05","1","N","138","142","2","30.5","0.5","0.5","0","6.12","0.3","40.42","2.5"
"2","2020-01-01T00:35:46.000","2020-01-01T00:56:40.000","2","2.39","1","N","142","233","1","14.5","0.5","0.5","3.66","0","0.3","21.96","2.5"
"2","2020-01-01T00:59:39.000","2020-01-01T01:08:21.000","1","1.19","1","N","233","234","1","7.5","0.5","0.5","2","0","0.3","13.3","2.5"
"1","2020-01-01T00:11:24.000","2020-01-01T00:17:15.000","2","1.70","1","N","237","236","2","7","3","0.5","0","0","0.3","10.8","2.5"
"1","2020-01-01T00:25:18.000","2020-01-01T00:33:43.000","3","1.60","1","N","43","262","1","8","3","0.5","2.35","0","0.3","14.15","2.5"
"1","2020-01-01T00:38:02.000","2020-01-01T00:53:28.000","1","2.70","1","N","262","170","2","12.5","3","0.5","0","0","0.3","16.3","2.5"
"1","2020-01-01T00:56:12.000","2020-01-01T00:59:50.000","1","0.50","1","N","170","137","1","4.5","3","0.5","1","0","0.3","9.3","2.5"
"1","2020-01-01T00:32:45.000","2020-01-01T00:36:48.000","1","0.60","1","N","137","107","3","5","3","0.5","0","0","0.3","8.8","2.5"
"1","2020-01-01T00:39:24.000","2020-01-01T00:52:40.000","1","2.90","1","N","107","140","3","12","3","0.5","0","0","0.3","15.8","2.5"
"2","2020-01-01T00:43:10.000","2020-01-01T00:57:20.000","1","2.80","1","N","148","229","1","11.5","0.5","0.5","3.06","0","0.3","18.36","2.5"
"1","2020-01-01T00:16:41.000","2020-01-01T00:36:04.000","2","6.70","1","N","237","87","2","22","3","0.5","0","0","0.3","25.8","2.5"
"1","2020-01-01T00:38:48.000","2020-01-01T00:46:09.000","2","1.80","1","Y","209","66","1","8","3","0.5","2.95","0","0.3","14.75","2.5"
"1","2020-01-01T00:50:35.000","2020-01-01T01:01:02.000","2","2.30","1","N","65","148","2","10","3","0.5","0","0","0.3","13.8","2.5"
"1","2020-01-01T00:21:13.000","2020-01-01T00:50:30.000","1","18.20","2","N","132","116","1","52","0","0.5","0","6.12","0.3","58.92","0"
"1","2020-01-01T00:56:06.000","2020-01-01T01:14:25.000","1","6.00","1","N","116","220","3","19.5","0.5","0.5","0","0","0.3","20.8","0"
"2","2020-01-01T00:09:12.000","2020-01-01T00:17:32.000","2","2.23","1","N","166","239","1","9","0.5","0.5","3.2","0","0.3","16","2.5"
"2","2020-01-01T00:20:23.000","2020-01-01T00:23:39.000","1","0.78","1","N","239","239","2","4.5","0.5","0.5","0","0","0.3","8.3","2.5"
"2","2020-01-01T00:24:09.000","2020-01-01T00:27:19.000","1","0.78","1","N","239","238","1","4.5","0.5","0.5","1.66","0","0.3","9.96","2.5"
"2","2020-01-01T00:28:02.000","2020-01-01T00:59:11.000","2","7.03","1","N","238","232","1","25.5","0.5","0.5","5.86","0","0.3","35.16","2.5"
"1","2020-01-01T00:39:22.000","2020-01-01T00:47:57.000","2","1.00","1","N","90","79","2","7","3","0.5","0","0","0.3","10.8","2.5"
"2","2020-01-01T00:29:59.000","2020-01-01T00:41:57.000","1","3.42","1","N","43","193","2","12","0.5","0.5","0","0","0.3","15.8","2.5"
"1","2020-01-01T00:35:14.000","2020-01-01T00:47:37.000","1","2.80","1","N","229","113","1","11","3","0.5","2.95","0","0.3","17.75","2.5"
"1","2020-01-01T00:50:55.000","2020-01-01T01:43:59.000","1","13.30","1","N","114","55","2","46.5","3","0.5","0","0","0.3","50.3","2.5"
"2","2020-01-01T00:09:07.000","2020-01-01T00:21:03.000","1","2.52","1","N","50","90","1","10.5","0.5","0.5","2.86","0","0.3","17.16","2.5"
"2","2020-01-01T00:37:03.000","2020-01-01T00:48:20.000","1","1.62","1","N","90","79","1","9","0.5","0.5","2.56","0","0.3","15.36","2.5"
"2","2020-01-01T00:56:44.000","2020-01-01T01:09:59.000","1","2.00","1","N","79","90","1","10.5","0.5","0.5","2.86","0","0.3","17.16","2.5"
"2","2020-01-01T00:00:36.000","2020-01-01T00:26:11.000","1","9.84","1","N","148","159","2","30.5","0.5","0.5","0","0","0.3","34.3","2.5"
"2","2020-01-01T00:46:24.000","2020-01-01T00:49:55.000","1","0.79","1","N","141","263","1","5","0.5","0.5","1","0","0.3","9.8","2.5"
"2","2020-01-01T00:53:33.000","2020-01-01T01:08:24.000","1","4.67","1","N","141","4","1","16","0.5","0.5","7.5","0","0.3","27.3","2.5"
"1","2020-01-01T00:26:39.000","2020-01-01T00:27:57.000","1","0.50","1","Y","74","74","2","3.5","0.5","0.5","0","0","0.3","4.8","0"
"1","2020-01-01T00:35:37.000","2020-01-01T00:45:49.000","2","2.10","1","N","236","239","1","9.5","3","0.5","2.65","0","0.3","15.95","2.5"
"1","2020-01-01T00:48:54.000","2020-01-01T01:12:05.000","2","5.00","1","N","239","226","1","19","3","0.5","4.55","0","0.3","27.35","2.5"
"2","2020-01-01T00:07:49.000","2020-01-01T00:12:54.000","1","0.77","1","N","148","4","1","5.5","0.5","0.5","1.86","0","0.3","11.16","2.5"
"2","2020-01-01T00:19:34.000","2020-01-01T00:27:21.000","1","1.09","1","N","79","249","1","7","0.5","0.5","2.16","0","0.3","12.96","2.5"
"2","2020-01-01T00:33:46.000","2020-01-01T00:52:09.000","1","0.24","1","N","234","90","2","11.5","0.5","0.5","0","0","0.3","15.3","2.5"
"2","2020-01-01T00:29:02.000","2020-01-01T00:35:51.000","1","0.79","1","N","114","232","1","6","0.5","0.5","1","0","0.3","10.8","2.5"
"2","2020-01-01T00:48:10.000","2020-01-01T01:13:41.000","1","4.12","1","N","114","189","1","19","0.5","0.5","4.56","0","0.3","27.36","2.5"
"1","2020-01-01T00:30:01.000","2020-01-01T00:39:06.000","0","1.40","1","N","234","114","1","7.5","3","0.5","2.25","0","0.3","13.55","2.5"
"1","2020-01-01T00:40:50.000","2020-01-01T00:50:05.000","0","1.50","1","N","114","137","1","8","3","0.5","2.35","0","0.3","14.15","2.5"
"1","2020-01-01T00:54:17.000","2020-01-01T01:08:08.000","0","2.50","1","Y","137","144","2","11.5","3","0.5","0","0","0.3","15.3","2.5"
"1","2020-01-01T00:28:47.000","2020-01-01T01:01:37.000","2","3.70","1","N","107","143","1","20.5","3","0.5","5","0","0.3","29.3","2.5"
"1","2020-01-01T00:14:18.000","2020-01-01T00:42:24.000","1","2.20","1","N","113","161","2","17.5","3","0.5","0","0","0.3","21.3","2.5"
"1","2020-01-01T00:46:31.000","2020-01-01T01:11:12.000","3","1.90","1","N","161","68","2","15.5","3","0.5","0","0","0.3","19.3","2.5"
"2","2020-01-01T00:35:15.000","2020-01-01T00:41:53.000","1","1.79","1","N","236","239","2","8","0.5","0.5","0","0","0.3","11.8","2.5"
"2","2020-01-01T00:43:19.000","2020-01-01T00:54:48.000","1","2.02","1","N","238","263","1","10","0.5","0.5","2.2","0","0.3","16","2.5"
"2","2020-01-01T00:59:27.000","2020-01-01T01:18:53.000","1","3.83","1","N","262","50","2","16","0.5","0.5","0","0","0.3","19.8","2.5"
"1","2020-01-01T00:33:32.000","2020-01-01T00:39:18.000","2","1.40","1","N","141","263","1","6.5","3","0.5","1.55","0","0.3","11.85","2.5"
"1","2020-01-01T00:51:06.000","2020-01-01T00:57:10.000","2","1.80","1","N","263","229","1","7.5","3","0.5","2.8","0","0.3","14.1","2.5"
"2","2020-01-01T00:50:31.000","2020-01-01T00:53:45.000","1","0.55","1","N","74","74","2","4","0.5","0.5","0","0","0.3","5.3","0"
"2","2020-01-01T00:24:47.000","2020-01-01T00:35:09.000","1","1.20","1","N","161","170","2","8","0.5","0.5","0","0","0.3","11.8","2.5"
"2","2020-01-01T00:47:36.000","2020-01-01T01:13:47.000","2","2.25","1","N","170","142","1","16","0.5","0.5","2.97","0","0.3","22.77","2.5"
"2","2020-01-01T00:05:45.000","2020-01-01T00:19:30.000","2","2.15","1","N","158","79","1","10.5","0.5","0.5","2.86","0","0.3","17.16","2.5"
"2","2020-01-01T00:22:35.000","2020-01-01T00:38:31.000","1","2.80","1","N","79","13","2","13","0.5","0.5","0","0","0.3","16.8","2.5"
"2","2020-01-01T00:42:33.000","2020-01-01T01:03:11.000","1","7.53","1","N","13","141","1","24","0.5","0.5","6.95","0","0.3","34.75","2.5"
"1","2020-01-01T00:34:58.000","2020-01-01T00:45:28.000","0","2.80","1","N","145","224","2","11","3","0.5","0","6.12","0.3","20.92","2.5"
"1","2020-01-01T00:46:41.000","2020-01-01T00:51:14.000","3","0.70","1","N","224","107","1","5","3","0.5","1.75","0","0.3","10.55","2.5"
"1","2020-01-01T00:55:25.000","2020-01-01T01:10:34.000","0","2.60","1","N","137","140","1","11.5","3","0.5","3.05","0","0.3","18.35","2.5"
"1","2020-01-01T00:12:57.000","2020-01-01T00:24:06.000","1","1.80","1","N","90","233","1","9.5","3","0.5","2.65","0","0.3","15.95","2.5"
"1","2020-01-01T00:52:34.000","2020-01-01T01:05:28.000","4","0.70","1","N","161","163","2","9","3","0.5","0","0","0.3","12.8","2.5"
"1","2020-01-01T00:05:04.000","2020-01-01T00:14:12.000","1","1.80","1","N","239","262","1","8.5","3","0.5","3.65","0","0.3","15.95","2.5"
"1","2020-01-01T00:20:49.000","2020-01-01T00:31:07.000","1","1.90","1","N","263","238","1","9","3","0.5","3.8","0","0.3","16.6","2.5"
"1","2020-01-01T00:34:19.000","2020-01-01T00:43:44.000","1","1.30","1","N","239","151","1","8","3","0.5","1","0","0.3","12.8","2.5"
"1","2020-01-01T00:45:58.000","2020-01-01T00:52:15.000","1","1.80","1","N","238","142","1","7.5","3","0.5","2.8","0","0.3","14.1","2.5"
"1","2020-01-01T00:53:24.000","2020-01-01T01:31:06.000","1","2.70","1","N","142","170","1","15.5","3","0.5","1","0","0.3","20.3","2.5"
"1","2020-01-01T00:26:22.000","2020-01-01T00:33:14.000","2","0.30","1","N","90","90","2","5.5","3","0.5","0","0","0.3","9.3","2.5"
"1","2020-01-01T00:45:25.000","2020-01-01T01:12:19.000","1","5.20","1","N","113","37","1","21.5","3","0.5","0","0","0.3","25.3","2.5"
"2","2020-01-01T00:30:59.000","2020-01-01T00:53:36.000","1","9.93","1","N","132","122","1","30","0.5","0.5","6.26","0","0.3","37.56","0"
"1","2020-01-01T00:41:48.000","2020-01-01T01:14:40.000","3","4.40","1","N","48","144","1","22","3","0.5","5.15","0","0.3","30.95","2.5"
"2","2020-01-01T00:29:19.000","2020-01-01T00:39:51.000","1","1.66","1","N","43","262","2","9","0.5","0.5","0","0","0.3","12.8","2.5"
"2","2020-01-01T00:43:09.000","2020-01-01T00:47:52.000","1","0.86","1","N","263","236","1","5.5","0.5","0.5","1.86","0","0.3","11.16","2.5"
"2","2020-01-01T00:41:47.000","2020-01-01T00:49:06.000","1","0.53","1","N","234","234","2","6","0.5","0.5","0","0","0.3","9.8","2.5"
"2","2020-01-01T00:20:53.000","2020-01-01T00:31:57.000","1","2.39","1","N","236","143","1","10.5","0.5","0.5","2.86","0","0.3","17.16","2.5"
"2","2020-01-01T00:33:14.000","2020-01-01T00:39:03.000","1","0.95","1","N","143","48","1","6.5","0.5","0.5","2.06","0","0.3","12.36","2.5"
"2","2020-01-01T00:49:04.000","2020-01-01T00:51:50.000","1","0.40","1","N","143","142","2","4","0.5","0.5","0","0","0.3","7.8","2.5"
"2","2020-01-01T00:59:46.000","2020-01-01T01:09:36.000","1","1.54","1","N","239","238","2","8","0.5","0.5","0","0","0.3","11.8","2.5"
"2","2020-01-01T00:53:34.000","2020-01-01T01:15:49.000","3","1.72","1","N","48","164","2","14","0.5","0.5","0","0","0.3","17.8","2.5"
"1","2020-01-01T00:23:50.000","2020-01-01T00:38:12.000","1","2.80","1","N","234","141","1","12","3","0.5","3.15","0","0.3","18.95","2.5"
"1","2020-01-01T00:59:55.000","2020-01-01T01:14:21.000","1","2.00","1","N","43","262","2","11","3","0.5","0","0","0.3","14.8","2.5"
"2","2020-01-01T00:46:10.000","2020-01-01T01:09:35.000","1","10.91","4","N","132","265","1","45.5","0.5","0.5","9.36","0","0.3","56.16","0"
"1","2020-01-01T00:16:35.000","2020-01-01T00:28:36.000","1","1.90","1","N","68","144","2","9.5","3","0.5","0","0","0.3","13.3","2.5"
"1","2020-01-01T00:32:03.000","2020-01-01T00:43:57.000","2","2.80","1","N","148","256","1","11.5","3","0.5","4.55","0","0.3","19.85","2.5"
"1","2020-01-01T00:51:19.000","2020-01-01T01:05:10.000","1","1.50","1","N","256","225","1","10","0.5","0.5","2.8","0","0.3","14.1","0"
"1","2020-01-01T00:31:48.000","2020-01-01T01:09:59.000","1","5.60","1","N","114","239","1","26","3","0.5","5.95","0","0.3","35.75","2.5"
"2","2020-01-01T00:26:58.000","2020-01-01T00:38:12.000","2","1.63","1","N","90","246","1","9","0.5","0.5","2.56","0","0.3","15.36","2.5"
"2","2020-01-01T00:42:05.000","2020-01-01T00:46:30.000","2","0.36","1","N","48","50","1","4.5","0.5","0.5","1.66","0","0.3","9.96","2.5"
"2","2020-01-01T00:17:34.000","2020-01-01T00:23:09.000","4","1.34","1","N","238","151","1","6.5","0.5","0.5","2.58","0","0.3","12.88","2.5"
"2","2020-01-01T00:28:32.000","2020-01-01T00:45:33.000","3","3.50","1","N","238","229","1","14.5","0.5","0.5","3.66","0","0.3","21.96","2.5"
"1","2020-01-01T00:15:58.000","2020-01-01T00:26:37.000","1","4.30","1","N","132","10","1","14.5","0.5","0.5","3.95","0","0.3","19.75","0"
"1","2020-01-01T00:48:50.000","2020-01-01T00:59:24.000","2","4.00","1","N","132","218","2","13.5","0.5","0.5","0","0","0.3","14.8","0"
"1","2020-01-01T00:20:29.000","2020-01-01T00:49:26.000","1","1.90","1","N","43","186","2","17.5","3","0.5","0","0","0.3","21.3","2.5"
"1","2020-01-01T00:53:44.000","2020-01-01T01:25:18.000","1","6.10","1","N","90","112","1","24","3","0.5","5.55","0","0.3","33.35","2.5"
"2","2020-01-01T00:18:15.000","2020-01-01T00:23:56.000","1","1.17","1","N","238","41","2","6","0.5","0.5","0","0","0.3","7.3","0"
"2","2020-01-01T00:27:47.000","2020-01-01T00:37:35.000","1","1.96","1","N","151","74","2","9.5","0.5","0.5","0","0","0.3","10.8","0"
"2","2020-01-01T00:42:25.000","2020-01-01T00:53:34.000","1","2.36","1","N","41","116","2","10","0.5","0.5","0","0","0.3","11.3","0"
"2","2020-01-01T00:56:15.000","2020-01-01T01:04:56.000","1","1.99","1","N","116","166","1","9","0.5","0.5","2.06","0","0.3","12.36","0"
"2","2020-01-01T00:15:20.000","2020-01-01T00:29:00.000","1","3.74","1","N","141","112","1","13.5","0.5","0.5","3.46","0","0.3","20.76","2.5"
"2","2020-01-01T00:30:34.000","2020-01-01T00:34:24.000","1","0.65","1","N","112","112","2","4.5","0.5","0.5","0","0","0.3","5.8","0"
"2","2020-01-01T00:54:05.000","2020-01-01T00:58:05.000","1","1.42","1","N","140","263","2","6","0.5","0.5","0","0","0.3","9.8","2.5"
"2","2020-01-01T00:46:16.000","2020-01-01T00:49:56.000","1","0.65","1","N","229","229","2","4.5","0.5","0.5","0","0","0.3","8.3","2.5"
"2","2020-01-01T00:52:45.000","2020-01-01T01:13:18.000","1","7.05","1","N","229","116","1","22.5","0.5","0.5","6.58","0","0.3","32.88","2.5"
"1","2020-01-01T00:17:10.000","2020-01-01T00:25:50.000","2","1.20","1","N","237","229","2","7.5","3","0.5","0","0","0.3","11.3","2.5"
"1","2020-01-01T00:28:32.000","2020-01-01T00:39:35.000","2","3.50","1","N","229","179","2","12.5","3","0.5","0","0","0.3","16.3","2.5"
"1","2020-01-01T00:33:12.000","2020-01-01T00:34:20.000","1","0.50","1","N","263","263","2","3.5","3","0.5","0","0","0.3","7.3","2.5"
"1","2020-01-01T00:43:24.000","2020-01-01T00:54:32.000","1","3.30","1","N","263","193","1","12","3","0.5","1","0","0.3","16.8","2.5"
"2","2020-01-01T00:10:27.000","2020-01-01T00:24:39.000","1","1.48","1","N","68","79","1","9.5","0.5","0.5","0","0","0.3","13.3","2.5"
"2","2020-01-01T00:29:00.000","2020-01-01T00:33:45.000","1","0.46","1","N","79","79","1","5","0.5","0.5","0.88","0","0.3","9.68","2.5"
"2","2020-01-01T00:36:06.000","2020-01-01T00:58:01.000","1","9.28","1","N","79","42","1","27","0.5","0.5","6.16","0","0.3","36.96","2.5"
"1","2020-01-01T00:16:21.000","2020-01-01T00:32:53.000","1","2.00","1","N","48","234","1","11.5","3","0.5","2.3","0","0.3","17.6","2.5"
"1","2020-01-01T00:40:01.000","2020-01-01T01:16:16.000","1","13.60","1","N","234","221","2","40.5","3","0.5","0","18.36","0.3","62.66","2.5"
"2","2020-01-01T00:45:19.000","2020-01-01T01:00:10.000","6","3.96","1","N","161","74","2","14.5","0.5","0.5","0","0","0.3","18.3","2.5"
"2","2020-01-01T00:07:14.000","2020-01-01T00:37:35.000","2","18.39","1","N","132","17","1","50.5","0.5","0.5","10.36","0","0.3","62.16","0"
"1","2020-01-01T00:12:22.000","2020-01-01T00:31:19.000","1","4.30","1","N","141","249","1","15.5","3","0.5","3.7","0","0.3","23","2.5"
"2","2020-01-01T00:52:06.000","2020-01-01T01:08:24.000","5","2.09","1","N","140","142","1","12","0.5","0.5","3.16","0","0.3","18.96","2.5"
"2","2020-01-01T00:23:56.000","2020-01-01T00:52:58.000","1","1.85","1","N","43","164","2","17.5","0.5","0.5","0","0","0.3","21.3","2.5"
"2","2020-01-01T00:53:54.000","2020-01-01T01:05:15.000","1","1.23","1","N","164","107","1","8.5","0.5","0.5","3.08","0","0.3","15.38","2.5"
"1","2020-01-01T00:16:18.000","2020-01-01T00:22:46.000","1","1.10","1","N","162","237","2","6.5","3","0.5","0","0","0.3","10.3","2.5"
"1","2020-01-01T00:47:39.000","2020-01-01T01:01:11.000","1","1.50","1","N","161","141","1","10","3","0.5","4.1","0","0.3","17.9","2.5"
"1","2020-01-01T00:49:48.000","2020-01-01T01:35:07.000","2","11.40","1","N","50","255","1","39.5","3","0.5","8.65","0","0.3","51.95","2.5"
"2","2020-01-01T00:31:28.000","2020-01-01T00:45:27.000","1","2.34","1","N","239","229","1","11","0.5","0.5","2.96","0","0.3","17.76","2.5"
"2","2020-01-01T00:47:58.000","2020-01-01T01:02:59.000","1","2.44","1","N","229","236","2","12","0.5","0.5","0","0","0.3","15.8","2.5"
"1","2020-01-01T00:16:15.000","2020-01-01T00:26:07.000","1","3.20","1","N","148","87","1","12","3","0.5","3.15","0","0.3","18.95","2.5"
"1","2020-01-01T00:30:26.000","2020-01-01T00:38:30.000","1","1.70","1","N","87","261","2","8","3","0.5","0","0","0.3","11.8","2.5"
"1","2020-01-01T00:41:15.000","2020-01-01T01:27:28.000","1","14.90","1","N","231","127","1","47.5","3","0.5","5","0","0.3","56.3","2.5"
"1","2020-01-01T00:23:57.000","2020-01-01T00:35:07.000","1","1.40","1","N","68","246","2","9","3","0.5","0","0","0.3","12.8","2.5"
"1","2020-01-01T00:52:29.000","2020-01-01T00:55:46.000","1","0.30","1","N","68","90","3","4","3","0.5","0","0","0.3","7.8","2.5"
"2","2020-01-01T00:28:02.000","2020-01-01T00:31:58.000","1","1.20","1","N","236","237","1","5.5","0.5","0.5","1.86","0","0.3","11.16","2.5"
"2","2020-01-01T00:33:50.000","2020-01-01T00:48:54.000","1","6.44","1","N","237","87","1","20","0.5","0.5","4.76","0","0.3","28.56","2.5"
"2","2020-01-01T00:50:19.000","2020-01-01T01:05:46.000","1","6.15","1","N","87","162","1","19.5","0.5","0.5","4.66","0","0.3","27.96","2.5"
"2","2020-01-01T00:22:06.000","2020-01-01T00:26:40.000","2","0.40","1","N","48","246","2","4.5","0.5","0.5","0","0","0.3","8.3","2.5"
"2","2020-01-01T00:40:09.000","2020-01-01T00:51:20.000","1","1.89","1","N","50","239","1","9.5","0.5","0.5","2.66","0","0.3","15.96","2.5"
"2","2020-01-01T00:54:17.000","2020-01-01T01:27:05.000","1","3.02","1","N","238","68","2","21","0.5","0.5","0","0","0.3","24.8","2.5"
