"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"32794291","2005-06-28T00:00:00.000","08:05:00",,"(null)","66","2007-06-27T00:00:00.000","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","986764","167283","(null)","UNKNOWN","M",,"40.6258375452829","-73.9909448942322","(40.6258375452829, -73.9909448942322)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE","F"
"26731612","2005-06-01T00:00:00.000","12:00:00",,"(null)","81","2007-01-30T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","501","1005319","190473","(null)","(null)","(null)",,"40.6894642952604","-73.9240290899499","(40.6894642952604, -73.9240290899499)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","M"
"140507293","1991-01-01T00:00:00.000","00:01:00","1991-12-31T00:00:00.000","23:59:00","66","2015-01-11T00:00:00.000","116","SEX CRIMES","177","SEXUAL ABUSE","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","986764","167283","45-64","WHITE","M",,"40.6258375452829","-73.9909448942322","(40.6258375452829, -73.9909448942322)","PATROL BORO BKLYN SOUTH","(null)","(null)","UNKNOWN","M"
"25844740","2002-05-20T00:00:00.000","12:00:00","2006-09-07T00:00:00.000","08:00:00","45","2006-12-12T00:00:00.000","109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","BRONX","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1032091","241976","45-64","BLACK","M",,"40.8307223277672","-73.8271260588639","(40.8307223277672, -73.8271260588639)","PATROL BORO BRONX","(null)","45-64","BLACK","F"
"25116773","2003-03-15T00:00:00.000","12:00:00",,"(null)","63","2006-10-31T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000528","168138","(null)","(null)","(null)",,"40.6281697437036","-73.9413587834752","(40.6281697437036, -73.9413587834752)","PATROL BORO BKLYN SOUTH","(null)","18-24","BLACK","F"
"16931137","2002-10-03T00:00:00.000","09:00:00","2002-11-02T00:00:00.000","09:00:00","5","2006-06-28T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","984990","200136","(null)","(null)","(null)",,"40.7160120119955","-73.9973320301008","(40.7160120119955, -73.9973320301008)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","E"
"28380295","2005-04-01T00:00:00.000","11:59:00","2007-04-10T00:00:00.000","09:00:00","61","2007-04-10T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","BROOKLYN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","(null)","UNKNOWN","E"
"37305259","2005-03-01T00:00:00.000","10:00:00","2007-12-24T00:00:00.000","10:00:00","114","2007-12-26T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007788","219633","(null)","(null)","(null)",,"40.7694951184418","-73.9150241703895","(40.7694951184418, -73.9150241703895)","PATROL BORO QUEENS NORTH","(null)","25-44","UNKNOWN","F"
"26768939","2005-06-13T00:00:00.000","11:45:00",,"(null)","60","2007-02-07T00:00:00.000","341","PETIT LARCENY","349","LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","990784","149362","(null)","(null)","(null)",,"40.5766459780433","-73.9764803960699","(40.5766459780433, -73.9764803960699)","PATROL BORO BKLYN SOUTH","(null)","25-44","WHITE","M"
"10755473","2005-08-21T00:00:00.000","00:01:00","2006-03-16T00:00:00.000","14:00:00","108","2006-03-23T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996424","210017","(null)","(null)","(null)",,"40.7431245994984","-73.9560680726795","(40.7431245994984, -73.9560680726795)","PATROL BORO QUEENS NORTH","(null)","45-64","WHITE","F"
"34484754","2005-09-06T00:00:00.000","18:00:00","2006-01-28T00:00:00.000","18:00:00","7","2007-09-18T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","988917","200245","(null)","WHITE","M",,"40.7163099917327","-73.9831660136947","(40.7163099917327, -73.9831660136947)","PATROL BORO MAN SOUTH","(null)","45-64","WHITE","F"
"16706881","2000-05-13T00:00:00.000","14:00:00",,"(null)","83","2006-05-27T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007052","193757","25-44","WHITE HISPANIC","F",,"40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","PATROL BORO BKLYN NORTH","(null)","<18","WHITE HISPANIC","M"
"74303925","2004-01-01T00:00:00.000","00:00:00",,"(null)","115","2010-08-24T00:00:00.000","116","SEX CRIMES","168","SODOMY 1","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1018623","214936","(null)","WHITE HISPANIC","M",,"40.7565675846374","-73.8759315341335","(40.7565675846374, -73.8759315341335)","PATROL BORO QUEENS NORTH","(null)","18-24","WHITE HISPANIC","M"
"10066884","2005-08-22T00:00:00.000","12:00:00","2006-01-06T00:00:00.000","13:00:00","6","2006-01-11T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","982755","206652","(null)","UNKNOWN","U",,"40.7338967584511","-74.0053958373447","(40.7338967584511, -74.0053958373447)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","D"
"24503753","2004-05-20T00:00:00.000","12:00:00",,"(null)","19","2006-09-26T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","994244","218713","(null)","(null)","(null)",,"40.7669956423899","-73.9639223035387","(40.7669956423899, -73.9639223035387)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","F"
"16876192","2005-06-21T00:00:00.000","15:45:00",,"(null)","102","2006-06-22T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","(null)","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE","1","(null)","(null)","(null)","1030953","194101","(null)","BLACK","M","20","40.69932415739","-73.831570887672","(40.69932415739, -73.831570887672)","PATROL BORO QUEENS SOUTH","121 STREET","<18","BLACK","M"
"24084477","2002-01-06T00:00:00.000","12:00:00","2003-09-26T00:00:00.000","08:00:00","1","2006-08-29T00:00:00.000","109","GRAND LARCENY","407","LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","MANHATTAN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","982381","201750","(null)","(null)","(null)",,"40.7204418884676","-74.0067439741913","(40.7204418884676, -74.0067439741913)","PATROL BORO MAN SOUTH","(null)","(null)","UNKNOWN","E"
"25637882","2001-12-04T00:00:00.000","00:01:00","2006-12-01T00:00:00.000","22:00:00","122","2006-12-05T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","954827","148519","(null)","(null)","(null)",,"40.5742856881925","-74.1059144051212","(40.5742856881925, -74.1059144051212)","PATROL BORO STATEN ISLAND","(null)","25-44","WHITE","F"
"13762528","2005-01-01T00:00:00.000","10:00:00",,"(null)","72","2006-05-13T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","984128","179058","(null)","UNKNOWN","F",,"40.6581577535544","-74.0004411548878","(40.6581577535544, -74.0004411548878)","PATROL BORO BKLYN SOUTH","(null)","25-44","UNKNOWN","F"
"86310176","2005-06-01T00:00:00.000","12:00:00","2005-08-01T00:00:00.000","23:59:00","43","2012-08-16T00:00:00.000","116","SEX CRIMES","168","SODOMY 1","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1020219","239110","(null)","(null)","(null)",,"40.8229123084767","-73.8700413043181","(40.8229123084767, -73.8700413043181)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","F"
"68507033","2005-01-01T00:00:00.000","09:00:00","2009-11-16T00:00:00.000","09:00:00","77","2009-12-02T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1003509","185018","(null)","(null)","(null)",,"40.6744956865259","-73.9305713255961","(40.6744956865259, -73.9305713255961)","PATROL BORO BKLYN NORTH","(null)","45-64","BLACK","F"
"10049866","2005-01-10T00:00:00.000","21:50:00",,"(null)","42","2006-01-10T00:00:00.000","117","DANGEROUS DRUGS","503","CONTROLLED SUBSTANCE,INTENT TO","COMPLETED","FELONY","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008690","238862","(null)","(null)","(null)",,"40.8222710411331","-73.911697780277","(40.8222710411331, -73.911697780277)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"32306554","2005-04-25T00:00:00.000","08:00:00","2007-06-15T00:00:00.000","08:00:00","52","2007-06-17T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1017478","256069","(null)","UNKNOWN","(null)",,"40.8694704770483","-73.8798608037303","(40.8694704770483, -73.8798608037303)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","F"
"26019936","2001-01-05T00:00:00.000","10:00:00","2002-01-08T00:00:00.000","15:00:00","20","2006-12-29T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","991202","224999","(null)","(null)","(null)",,"40.7842519786623","-73.9748976664227","(40.7842519786623, -73.9748976664227)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","M"
"26292834","2005-02-14T00:00:00.000","00:01:00","2007-01-12T00:00:00.000","21:10:00","19","2007-01-13T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","994244","218713","(null)","UNKNOWN","(null)",,"40.7669956423899","-73.9639223035387","(40.7669956423899, -73.9639223035387)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","F"
"34273331","2001-08-01T00:00:00.000","00:00:00","2007-09-01T00:00:00.000","00:00:00","68","2007-09-08T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","977947","172030","(null)","(null)","(null)",,"40.6388651705916","-74.0227120876572","(40.6388651705916, -74.0227120876572)","PATROL BORO BKLYN SOUTH","(null)","25-44","WHITE","M"
"11141953","1999-08-01T00:00:00.000","00:01:00","2006-04-28T00:00:00.000","00:01:00","61","2006-05-01T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995122","155693","(null)","(null)","(null)",,"40.5940190586592","-73.9608543158447","(40.5940190586592, -73.9608543158447)","PATROL BORO BKLYN SOUTH","(null)","45-64","WHITE","F"
"11030819","2004-12-01T00:00:00.000","16:00:00","2005-12-31T00:00:00.000","16:00:00","42","2006-04-19T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008690","238862","(null)","(null)","(null)",,"40.8222710411331","-73.911697780277","(40.8222710411331, -73.911697780277)","PATROL BORO BRONX","(null)","25-44","BLACK","F"
"77319255","1998-01-01T00:00:00.000","15:00:00","2011-02-15T00:00:00.000","19:00:00","44","2011-02-15T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006490","244533","(null)","UNKNOWN","U",,"40.8378421209284","-73.9196277517392","(40.8378421209284, -73.9196277517392)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","F"
"34671521","2005-08-02T00:00:00.000","00:01:00","2006-01-14T00:00:00.000","23:59:00","43","2007-09-20T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1020219","239110","(null)","(null)","(null)",,"40.8229123084767","-73.8700413043181","(40.8229123084767, -73.8700413043181)","PATROL BORO BRONX","(null)","45-64","BLACK","M"
"10016251","2005-09-16T00:00:00.000","10:00:00","2005-09-19T00:00:00.000","10:00:00","103","2006-01-06T00:00:00.000","341","PETIT LARCENY","349","LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1041717","197008","(null)","(null)","(null)",,"40.7072398161698","-73.7927267255908","(40.7072398161698, -73.7927267255908)","PATROL BORO QUEENS SOUTH","(null)","45-64","WHITE","M"
"26115459","2005-05-01T00:00:00.000","12:00:00",,"(null)","40","2007-01-04T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005028","234516","(null)","(null)","(null)",,"40.8103518634571","-73.924942325642","(40.8103518634571, -73.924942325642)","PATROL BORO BRONX","(null)","45-64","WHITE HISPANIC","F"
"28661022","2003-09-01T00:00:00.000","00:01:00","2007-03-07T00:00:00.000","08:00:00","88","2007-04-24T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","INGERSOLL","477","995266","190743","(null)","(null)","(null)",,"40.6902236041959","-73.9602785860011","(40.6902236041959, -73.9602785860011)","PATROL BORO BKLYN NORTH","(null)","25-44","WHITE","M"
"10092517","2004-02-27T00:00:00.000","12:00:00","2005-12-12T00:00:00.000","11:00:00","67","2006-01-11T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","(null)","(null)","(null)",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","M"
"16544562","2002-12-01T00:00:00.000","00:01:00","2003-06-01T00:00:00.000","23:59:00","43","2006-05-23T00:00:00.000","104","RAPE","157","RAPE 1","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1020219","239110","(null)","(null)","(null)",,"40.8229123084767","-73.8700413043181","(40.8229123084767, -73.8700413043181)","PATROL BORO BRONX","(null)","<18","BLACK HISPANIC","F"
"34485504","2005-08-08T00:00:00.000","23:00:00","2007-08-08T00:00:00.000","23:30:00","47","2007-09-17T00:00:00.000","104","RAPE","155","RAPE 2","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. HOUSING POLICE","2","(null)","(null)","904","1026480","262584","25-44","BLACK","M",,"40.8873136344706","-73.8472717577564","(40.8873136344706, -73.8472717577564)","PATROL BORO BRONX","(null)","<18","BLACK","F"
"45906186","1998-04-23T00:00:00.000","23:00:00",,"(null)","73","2008-04-23T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008245","183796","(null)","UNKNOWN","(null)",,"40.6711300016904","-73.9135020552048","(40.6711300016904, -73.9135020552048)","PATROL BORO BKLYN NORTH","(null)","(null)","UNKNOWN","M"
"29045349","2001-08-19T00:00:00.000","11:00:00","2007-04-20T00:00:00.000","11:00:00","44","2007-05-14T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006490","244533","(null)","(null)","(null)",,"40.8378421209284","-73.9196277517392","(40.8378421209284, -73.9196277517392)","PATROL BORO BRONX","(null)","65+","BLACK","F"
"23504870","2005-04-01T00:00:00.000","10:00:00",,"(null)","67","2006-07-20T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997843","175671","(null)","(null)","(null)",,"40.6488507469884","-73.951016510623","(40.6488507469884, -73.951016510623)","PATROL BORO BKLYN SOUTH","(null)","25-44","BLACK","F"
"37476734","2003-01-01T00:00:00.000","10:00:00","2008-01-03T00:00:00.000","10:00:00","88","2008-01-03T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995266","190743","(null)","(null)","(null)",,"40.6902236041959","-73.9602785860011","(40.6902236041959, -73.9602785860011)","PATROL BORO BKLYN NORTH","(null)","45-64","BLACK","F"
"26116195","2005-01-04T00:00:00.000","19:18:00",,"(null)","48","2007-01-04T00:00:00.000","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1011751","246839","(null)","(null)","(null)",,"40.8441566000203","-73.9006054489734","(40.8441566000203, -73.9006054489734)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","E"
"9966184","2005-07-01T00:00:00.000","00:00:00","2005-07-31T00:00:00.000","00:00:00","115","2006-01-02T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","ATTEMPTED","FELONY","QUEENS","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1018623","214936","25-44","WHITE HISPANIC","M",,"40.7565675846374","-73.8759315341335","(40.7565675846374, -73.8759315341335)","PATROL BORO QUEENS NORTH","(null)","45-64","WHITE HISPANIC","M"
"88789471","2002-02-01T00:00:00.000","00:01:00","2007-06-30T00:00:00.000","23:59:00","44","2013-01-14T00:00:00.000","116","SEX CRIMES","177","SEXUAL ABUSE","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006490","244533","25-44","WHITE HISPANIC","M",,"40.8378421209284","-73.9196277517392","(40.8378421209284, -73.9196277517392)","PATROL BORO BRONX","(null)","18-24","WHITE HISPANIC","F"
"10744852","2002-06-01T00:00:00.000","18:00:00",,"(null)","25","2006-03-21T00:00:00.000","116","SEX CRIMES","179","AGGRAVATED SEXUAL ASBUSE","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000558","231080","25-44","BLACK","M",,"40.8009303727402","-73.9410982410066","(40.8009303727402, -73.9410982410066)","PATROL BORO MAN NORTH","(null)","<18","BLACK HISPANIC","F"
"138756110","1990-02-01T00:00:00.000","09:00:00",,"(null)","105","2014-09-17T00:00:00.000","109","GRAND LARCENY","422","LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1057738","204079","(null)","(null)","(null)",,"40.7265293769835","-73.7348645378882","(40.7265293769835, -73.7348645378882)","PATROL BORO QUEENS SOUTH","(null)","65+","AMERICAN INDIAN/ALASKAN NATIVE","F"
"23555353","1996-06-01T00:00:00.000","00:01:00","2006-07-19T00:00:00.000","12:20:00","73","2006-07-19T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1008245","183796","(null)","(null)","(null)",,"40.6711300016904","-73.9135020552048","(40.6711300016904, -73.9135020552048)","PATROL BORO BKLYN NORTH","(null)","25-44","BLACK","F"
"54974105","2002-09-28T00:00:00.000","12:00:00",,"(null)","40","2008-12-15T00:00:00.000","109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005028","234516","(null)","(null)","(null)",,"40.8103518634571","-73.924942325642","(40.8103518634571, -73.924942325642)","PATROL BORO BRONX","(null)","25-44","BLACK HISPANIC","F"
"91801801","1999-01-01T00:00:00.000","00:01:00",,"(null)","13","2013-07-20T00:00:00.000","340","FRAUDS","718","FRAUD,UNCLASSIFIED-MISDEMEANOR","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","988886","207857","(null)","(null)","(null)",,"40.7372030985741","-73.9832725981497","(40.7372030985741, -73.9832725981497)","PATROL BORO MAN SOUTH","(null)","25-44","WHITE","M"
"47075711","1985-05-30T00:00:00.000","16:15:00",,"(null)","7","2008-06-04T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","544","988917","200245","(null)","BLACK","M",,"40.7163099917327","-73.9831660136947","(40.7163099917327, -73.9831660136947)","PATROL BORO MAN SOUTH","(null)","18-24","WHITE HISPANIC","F"
"10143007","2005-08-01T00:00:00.000","22:00:00","2006-01-17T00:00:00.000","22:00:00","112","2006-01-18T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1025401","202586","25-44","WHITE HISPANIC","M",,"40.7226409964758","-73.8515418216779","(40.7226409964758, -73.8515418216779)","PATROL BORO QUEENS NORTH","(null)","18-24","WHITE HISPANIC","F"
"25115636","2004-12-01T00:00:00.000","09:00:00","2006-10-06T00:00:00.000","09:00:00","23","2006-11-01T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","9606","998751","226901","(null)","UNKNOWN","(null)",,"40.7894632995555","-73.9476340039424","(40.7894632995555, -73.9476340039424)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","F"
"38972904","2004-08-20T00:00:00.000","12:00:00",,"(null)","75","2008-02-05T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1017036","183890","(null)","(null)","(null)",,"40.6713598203364","-73.8818110231735","(40.6713598203364, -73.8818110231735)","PATROL BORO BKLYN NORTH","(null)","(null)","UNKNOWN","M"
"44802767","2003-09-15T00:00:00.000","07:00:00","2008-03-23T00:00:00.000","09:10:00","66","2008-03-03T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","BROOKLYN","(null)","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","986764","167283","(null)","UNKNOWN","(null)",,"40.6258375452829","-73.9909448942322","(40.6258375452829, -73.9909448942322)","PATROL BORO BKLYN SOUTH","(null)","25-44","WHITE","F"
