"uid","facname","addressnum","streetname","address","city","boro","borocode","zipcode","latitude","longitude","xcoord","ycoord","bin","bbl","commboard","council","censtract","nta","facgroup","facsubgrp","factype","capacity","captype","optype","opname","opabbrev","overlevel","overagency","overabbrev","datasource","facdomain","schooldist","policeprct","servarea"
"069088128609f492c3b9aa8bcd14f787","NYSARC INC NEW YORK CITY CHAPTER","106-15","CONTINENTAL AVENUE","106-15 CONTINENTAL AVENUE","FOREST HILLS","QUEENS","4","11375","40.720166245364901","-73.845460227037407","1027087.932020339998417","201690.299041619000491","4077473","4032340185.000000000000000","406","29","71100","QN17","HUMAN SERVICES","PROGRAMS FOR PEOPLE WITH DISABILITIES","RECREATION-OPWDD, CASE MANAGEMENT-OPWDD, SUMMER CAMP-OPWDD",,,,"NYSARC INC NEW YORK CITY CHAPTER",,"City","NYC Department of Health and Mental Hygiene","NYCDOHMH","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","28","112","Local"
"0690990fdf5930fef38fdd972fce8ffa","LENOX HILL NEIGHBORHOOD HOUSE INC.","331","EAST 70 STREET","331 EAST 70 STREET","NEW YORK","MANHATTAN","1","10021","40.767081572600198","-73.957759927886698","995950.576588877942413","218748.082580101006897","1044838","1014450014.000000000000000","108","5","12600","MN31","HUMAN SERVICES","SENIOR SERVICES","CAREGIVER SERVICES",,,,"LENOX HILL NEIGHBORHOOD HOUSE INC.",,"City","NYC Department for the Aging","NYCDFTA","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","2","19","Local"
"0690fa3de5f19363486cfb345cdf89a7","NEW YORK EDGE INC","574","DUMONT AVENUE","574 DUMONT AVENUE","BROOKLYN","BROOKLYN","3","11207","40.665446890104000","-73.897602689746705","1012657.520123920054175","181733.244138139998540","3084617","3038020015.000000000000000","305","42","113000","BK85","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"NEW YORK EDGE INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","19","75","Local"
"06920cab1bc379073a279d7be270cee8","INNOVATEEDU INC.","250","JAY STREET","250 JAY STREET","BROOKLYN","BROOKLYN","3","11201","40.697069162843000","-73.987389419188304","987746.825995523948222","193237.799707552010659","3000176","3000867501.000000000000000","302","33","1300","BK38","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"InnovateEDU Inc.",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","13","84","Local"
"06922f69db92a3b4851303da0d2922a8","THE HAITIAN-AMERICAN UNITED FOR PROGRESS, INC.","197-25","HILLSIDE AVENUE","197-25 HILLSIDE AVENUE","HOLLIS","QUEENS","4","11423","40.718822536965803","-73.765157466712097","1049348.869233679957688","201250.220318348001456","4224338","4105300001.000000000000000","408","23","47800","QN06","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","The Haitian-Americans United For Progress, Inc.","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","29","107","Local"
"06943fbe7741c2f9e48c02eca02e85ec","ST. LUKE'S SENIOR COMMUNITY PROGRAM","777","EAST 222 STREET","777 EAST 222 STREET","BRONX","BRONX","2","10467","40.885120698920197","-73.858984183691405","1023242.389664980000816","261782.618246553000063","2087706","2048360007.000000000000000","212","12","39600","BX44","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","SOUP KITCHEN",,,"Non-public","St. Luke's Senior Community Program","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","11","47","Local"
"06a2fbc735f23e180a27169585f7b995","YESHIVA MACHZIKEI HADAS","4107","16 AVENUE","4107 16 AVENUE","BROOKLYN","BROOKLYN","3","11204","40.635127547384897","-73.980843804690096","989566.814242298016325","170671.049870190996444","3126466","3053810006.000000000000000","312","39","47800","BK88","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","SCHOOL BASED CHILD CARE - PRESCHOOL",,,"Non-public","Yeshiva Machzikei Hadas","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","20","66","Local"
"06a479a891a276879ac37bf8d1313993","NIA COMMUNITY SERVICES NETWORK INC","345","VAN SICKLEN STREET","345 VAN SICKLEN STREET","BROOKLYN","BROOKLYN","3","11223","40.595999684219400","-73.974671357185002","991284.102853253018111","156416.180004101013765","3192661","3071230066.000000000000000","315","47","39800","BK26","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"NIA COMMUNITY SERVICES NETWORK INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","21","61","Local"
"06a886bf67d7207889a3ce98a5deeb63","HENRY STREET SETTLEMENT","99","ESSEX STREET","99 ESSEX STREET","NEW YORK","MANHATTAN","1","10002","40.718936282793102","-73.988281197004000","987498.476426915964112","201204.615709576988593","1087565","1004100064.000000000000000","103","1","1800","MN27","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","INTERN & EARN",,,,"HENRY STREET SETTLEMENT",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","1","7","Local"
"06a960b70953843af4a1c659206aa25a","UNIKIDS, INC.","3854","HYLAN BOULEVARD","3854 HYLAN BOULEVARD","STATEN ISLAND","STATEN ISLAND","5","10308","40.545146210319899","-74.142706031617394","944588.460560537991114","137920.296728768007597","5107672","5052030012.000000000000000","503","51","15603","SI54","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","Unikids, Inc.","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","31","122","Local"
"06b091fff098bc8710623e9cc56e13b6","NEW YORK EDGE INC","800","GATES AVENUE","800 GATES AVENUE","BROOKLYN","BROOKLYN","3","11221","40.687969546548899","-73.932066303969805","1003090.108743489952758","189929.595795389002888","3044657","3016360001.000000000000000","303","36","29300","BK35","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"NEW YORK EDGE INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","16","81","Local"
"06cc59becdb83bdaf5d532dcc246a252","CORLEARS SCHOOL","324","WEST 15 STREET","324 WEST 15 STREET","NEW YORK","MANHATTAN","1","10011","40.740706947597602","-74.003225421928406","983356.198422973975539","209136.146968626999296","1080380","1007380054.000000000000000","104","3","8300","MN13","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","Corlears School","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","2","10","Local"
"06d2c8554f811f9eecce1ce0809d8089","NEW YORK HARBOR FOUNDATION INC","100","ATTORNEY STREET","100 ATTORNEY STREET","NEW YORK","MANHATTAN","1","10002","40.718121650223097","-73.984115057502606","988653.392723095952533","200908.002082502003759","1004080","1003430001.000000000000000","103","1","1402","MN28","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"NEW YORK HARBOR FOUNDATION INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","1","7","Local"
"06e79c4614b4495ca0098c95af8f10a7","IGLESIA ALIANZA CRISTIANA MISIONERA EBENEZER","43-02","38 STREET","43-02 38 STREET","LONG ISLAND CITY","QUEENS","4","11101","40.745644919817003","-73.927212521075106","1004418.751791559974663","210943.570566173992120","4003143","4002200023.000000000000000","402","26","17900","QN31","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","FOOD PANTRY",,,"Non-public","Iglesia Alianza Cristiana Misionera Ebenezer","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","30","108","Local"
"06f2aedf9d43b4bb4a3cd7fab315fd83","GOOD SHEPHERD SERVICES","778","FOREST AVENUE","778 FOREST AVENUE","BRONX","BRONX","2","10456","40.818712765109197","-73.905390607149300","1010436.652491010027006","237570.431359486014117","2004690","2026550030.000000000000000","201","17","7700","BX34","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"GOOD SHEPHERD SERVICES",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","7","40","Local"
"06f8b85db79649b23b5d79587a5f6cbd","MERCY HOME FOR CHILDREN","273","WILLOUGHBY AVENUE","273 WILLOUGHBY AVENUE","BROOKLYN","BROOKLYN","3","11205","40.693202515981802","-73.960385382762496","995235.493462344049476","191831.298453194991453","3329842","3019100001.000000000000000","303","33","19300","BK69","HUMAN SERVICES","PROGRAMS FOR PEOPLE WITH DISABILITIES","PROGRAMS FOR PEOPLE WITH DISABILITIES",,,"Non-public","Mercy Home For Children","Non-public","State","NYS Office for People With Developmental Disabilities","NYSOPWDD","nysopwdd_providers","HEALTH AND HUMAN SERVICES","14","79","Local"
"06fcaa8bd8a24e5bb49808f5b3bbc30f","THE GREATER RIDGEWOOD RESTORATION CORPORATION","68-56","FOREST AVENUE","68-56 FOREST AVENUE","RIDGEWOOD","QUEENS","4","11385","40.702208089120397","-73.901038262509104","1011689.277820470044389","195125.311159222008428","4083138","4034740020.000000000000000","405","34","55100","QN20","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"THE GREATER RIDGEWOOD RESTORATION CORPORATION",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","24","104","Local"
"06fd0df263ba694f1851067c737c4005","WESTHAB, INC.","1535","STORY AVENUE","1535 STORY AVENUE","BRONX","BRONX","2","10473","40.822521660384801","-73.877273471655599","1018217.162061549955979","238967.802819625998382","2097341","2036520001.000000000000000","209","17","2800","BX09","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY",,,,"Westhab, Inc.",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","8","43","Local"
"0712924c6df844f5d7b39ab144fecbc4","NIA COMMUNITY SERVICES NETWORK INC","8601","RIDGE BOULEVARD","8601 RIDGE BOULEVARD","BROOKLYN","BROOKLYN","3","11209","40.623597573643401","-74.033429922516703","974969.900693207979202","166471.561861399997724","3153416","3060430001.000000000000000","310","43","6000","BK31","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"NIA COMMUNITY SERVICES NETWORK INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","20","68","Local"
"0725e9cca175169acd4cded6058d7584","THE GREATER RIDGEWOOD YOUTH COUNCIL INC","559","CYPRESS AVENUE","559 CYPRESS AVENUE","RIDGEWOOD","QUEENS","4","11385","40.703941864082900","-73.911883816847407","1008681.479446170036681","195753.765729280014057","4082076","4034370001.000000000000000","405","34","54500","QN20","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY",,,,"THE GREATER RIDGEWOOD YOUTH COUNCIL INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","24","104","Local"
"072a40a6c846b6588074510fe4a864f9","SCAN-HARBOR, INC. OP","345","EAST 102 STREET","345 EAST 102 STREET","NEW YORK","MANHATTAN","1","10029","40.787664254505998","-73.942372463888901","1000207.998153890017420","226249.475091581989545","1086440","1016747501.000000000000000","111","8","16400","MN33","HEALTH CARE","SUBSTANCE USE DISORDER TREATMENT PROGRAMS","OUTPATIENT CLINIC",,,,"SCAN-Harbor, Inc.",,"State","NYS Office of Addiction Services and Supports","NYSOASAS","nysoasas_programs","HEALTH AND HUMAN SERVICES","4","23","Regional"
"0730ff758f373e1767facd24a1c182b7","OHEL CHILDREN'S HOME AND FAMILY SERVICES INC.","1268","EAST 14 STREET","1268 EAST 14 STREET","BROOKLYN","BROOKLYN","3","11230","40.618511820266498","-73.961552600944799","994923.756875560036860","164619.259295561991166","3180645","3067330035.000000000000000","314","44","76800","BK43","HUMAN SERVICES","NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES","SUPPORTED HOUSING-OMH",,,,"OHEL CHILDREN'S HOME AND FAMILY SERVICES INC.",,"City","NYC Department of Health and Mental Hygiene","NYCDOHMH","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","21","70","Local"
"07319bfd6d5e2b36b5f8edd09b76aa63","NEW YORK JUNIOR TENNIS LEAGUE INC","98-50","50 AVENUE","98-50 50 AVENUE","CORONA","QUEENS","4","11368","40.741943221756003","-73.862874954350602","1022248.209401629981585","209616.285738415986998","4046834","4018910032.000000000000000","404","21","44302","QN25","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"NEW YORK JUNIOR TENNIS LEAGUE INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","24","110","Local"
"0740f31b03eb77c69a61e57cc54ad121","THE FORTUNE SOCIETY INC","630","RIVERSIDE DRIVE","630 RIVERSIDE DRIVE","NEW YORK","MANHATTAN","1","10031","40.824237847382001","-73.954495018238504","996844.144751886953600","239572.548779753997223","1076736","1020880012.000000000000000","109","7","22500","MN04","HUMAN SERVICES","LEGAL AND INTERVENTION SERVICES","ALTERNATIVE TO INCARCERATION",,,,"THE FORTUNE SOCIETY INC",,"City","NYC Mayor's Office of Criminal Justice","NYCMOCJ","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","6","30","Local"
"0742e33346162df5c53b80ddc9a17de9","THE GREATER RIDGEWOOD YOUTH COUNCIL INC","251-11","WELLER AVENUE","251-11 WELLER AVENUE","ROSEDALE","QUEENS","4","11422","40.659878170186701","-73.734339347910094","1057956.823924310039729","179799.566913085000124","4288640","4135780001.000000000000000","413","31","66000","QN05","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","SCHOOL'S OUT NEW YORK CITY (SONYC)",,,,"THE GREATER RIDGEWOOD YOUTH COUNCIL INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","29","105","Local"
"074a239c41afeeda6d8c12fff02d449e","PRIDE CENTER OF STATEN ISLAND, INC.","138-01","77 AVENUE","138-01 77 AVENUE","FLUSHING","QUEENS","4","11367","40.721547979427697","-73.823572290041596","1033154.176726049976423","202205.168147643009434","4142980","4066060002.000000000000000","408","24","77902","QN37","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"Pride Center of Staten Island, Inc.",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","25","107","Local"
"0753d1671f22a4e109ee52810d573aa5","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC","2951","WEST 3 STREET","2951 WEST 3 STREET","BROOKLYN","BROOKLYN","3","11224","40.577582738889298","-73.970837134385206","992351.151578402961604","149706.755052741995314","3196595","3072810001.000000000000000","313","48","35602","BK23","ADULT SERVICES","ADULT AND IMMIGRANT LITERACY","ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES",,,,"JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","21","60","Local"
"0757201dedfbea7461311f354b93ad5e","ACCENTCARE OF NEW YORK INC",,,,,,"0",,"0.000000000000000","0.000000000000000","0.000000000000000","0.000000000000000","0","0.000000000000000",,,,,"HEALTH CARE","OTHER HEALTH CARE","HOME CARE/ATTENDANT/MAKER AND HOUSEKEEPING SERVICES",,,,"ACCENTCARE OF NEW YORK INC",,"City","NYC Department of Social Services","NYCDSS","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES",,,"Regional"
"0758ce25af32786cfa9e9c9f497b56c1","COMMUNITY KITCHEN AND FOOD PANTRY (PANTRY)","252","WEST 116 STREET","252 WEST 116 STREET","NEW YORK","MANHATTAN","1","10026","40.803948707724800","-73.954992631135894","996710.221417380031198","232180.418787058006274","1055248","1018310060.000000000000000","110","9","21800","MN11","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","FOOD PANTRY",,,"Non-public","Community Kitchen and Food Pantry (Pantry)","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","3","28","Local"
"07631d9f9cd487424cecfb3fa066156a","WOODSIDE ON THE MOVE, INC.","39-07","57 STREET","39-07 57 STREET","WOODSIDE","QUEENS","4","11377","40.747718301611101","-73.905877414398503","1010329.703112349961884","211704.601768474007258","4543408","4012280048.000000000000000","402","26","25700","QN63","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","BEACON",,,,"WOODSIDE ON THE MOVE, INC.",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","30","108","Local"
"0767d2415455993596078b191e39cb7c","1199 SEIU EMPLOYER CHILD CARE CORPORATION","330","WEST 42 STREET","330 WEST 42 STREET","NEW YORK","MANHATTAN","1","10036","40.757506626828999","-73.991582097134099","986582.109682839945890","215256.906145379994996","1024926","1010320048.000000000000000","104","3","11500","MN15","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","SUMMER YOUTH EMPLOYMENT PROGRAM (SYEP)",,,,"1199 SEIU EMPLOYER CHILD CARE CORPORATION",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","2","14","Local"
"076f78857bde3da749409e3089f2ce55","PER SCHOLAS INCORPORATED","787","ATLANTIC AVENUE","787 ATLANTIC AVENUE","BROOKLYN","BROOKLYN","3","11238","40.682596667653598","-73.968229057092103","993061.772832583985291","187966.392373311013216","3335094","3020090001.000000000000000","302","35","19900","BK69","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"PER SCHOLAS INCORPORATED",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","13","88","Local"
"07710c49a4df29316a51a6377e4403a2","CAMBA INC","214","STUYVESANT AVENUE","214 STUYVESANT AVENUE","BROOKLYN","BROOKLYN","3","11221","40.687810848513898","-73.933400746557894","1002720.070695010013878","189871.493298546993174","3044631","3016350041.000000000000000","303","36","29300","BK35","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","CORNERSTONE",,,,"CAMBA INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","16","81","Local"
"0772413f863e7bcb8dc121695ebf0688","CAMBA INC","330","RUGBY ROAD","330 RUGBY ROAD","BROOKLYN","BROOKLYN","3","11226","40.641295279190800","-73.965849523155100","993727.610455075977370","172919.387588695011800","3328235","3051440064.000000000000000","314","40","152200","BK42","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY",,,,"CAMBA INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","22","70","Local"
"07810f634f1f17778754d6f7100cca4c","NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT INC","280","REGIS DRIVE","280 REGIS DRIVE","STATEN ISLAND","STATEN ISLAND","5","10314","40.620325666327901","-74.164432086174600","938601.673033774946816","165320.592878717987332","5032481","5016530001.000000000000000","501","49","30301","SI12","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","31","121","Local"
"07844d4dcdffb6d71c6f80c29f382274","SUNSET PARK HEALTH COUNCIL INC","343","WARREN STREET","343 WARREN STREET","BROOKLYN","BROOKLYN","3","11201","40.685258710665600","-73.990220954269503","986962.141454639961012","188934.805248705000849","3006144","3003910056.000000000000000","302","33","6900","BK38","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","COMPASS ELEMENTARY",,,,"SUNSET PARK HEALTH COUNCIL INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","15","84","Local"
"0785f80203ef4607c6be7945706d3c41","NORTHEAST BRONX DAY CARE CENTER, INC.","5401","POST ROAD","5401 POST ROAD","BRONX","BRONX","2","10471","40.901398559093003","-73.898169783357403","1012400.261464299983345","267698.284234073013067","2084657","2058422002.000000000000000","208","11","34500","BX22","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","Northeast Bronx Day Care Center, Inc.","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","10","50","Local"
"0787fa825a97db9a8393692261e36002","ASSOCIATION OF EAST EUROPEAN JEWRY CORP","1565","EAST 14 STREET","1565 EAST 14 STREET","BROOKLYN","BROOKLYN","3","11230","40.611289634590101","-73.959419162031807","995517.260548143996857","161988.295559519989183","3181829","3067610063.000000000000000","314","48","54200","BK43","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"association of east european jewry corp",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","21","70","Local"
"0789d03c9704b4f3e859901fcf94dabe","THE CHILDRENS AID SOCIETY","4600","BROADWAY","4600 BROADWAY","NEW YORK","MANHATTAN","1","10040","40.860908394699102","-73.930048034006006","1003599.521672780043446","252937.460298691992648","1076756","1021720016.000000000000000","112","10","28500","MN35","ADULT SERVICES","ADULT AND IMMIGRANT LITERACY","ADULT LITERACY",,,,"THE CHILDRENS AID SOCIETY",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","6","34","Local"
"079a27369c7959e59af2cc706b89cf45","THE CHEDER","66-05","108 STREET","66-05 108 STREET","FOREST HILLS","QUEENS","4","11375","40.730070604077497","-73.847735066073398","1026451.082166159991175","205297.653711952996673","4437362","4021740001.000000000000000","406","29","74100","QN17","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","SCHOOL BASED CHILD CARE - PRESCHOOL",,,"Non-public","Yeshiva Sholom Shachna Dba The Cheder","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","28","112","Local"
"079ec6cf4e0b94a4e833851ce477d0a0","AGAPE SOCIAL SERVICES BEULAH MINISTRY","956","MARCY AVENUE","956 MARCY AVENUE","BROOKLYN","BROOKLYN","3","11216","40.680657735874100","-73.946608460703303","999058.744501307024620","187262.898558226006571","3329701","3018500032.000000000000000","303","36","24900","BK75","HUMAN SERVICES","SOUP KITCHENS AND FOOD PANTRIES","SOUP KITCHEN",,,"Non-public","Agape Social Services Beulah Ministry","Non-public",,"Non-public","Non-public","foodbankny_foodbanks","HEALTH AND HUMAN SERVICES","13","79","Local"
"079f61051ee69eb52eea92918c5cd686","THE RIVER PROJECT INC",,,"PIER 40 HOUSTON 3 WEST SIDE","NEW YORK","MANHATTAN","1","10014","40.729351000000001","-74.013036000000000","980636.958515523001552","204999.070557914004894","0","1006560001.000000000000000","102","3","6900","MN23","YOUTH SERVICES","YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","CITY COUNCIL AWARDS",,,,"THE RIVER PROJECT INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","2","1","Local"
"079fca7045bff1f22521bb73ca53fe73","CAMBA INC","4211","14 AVENUE","4211 14 AVENUE","BROOKLYN","BROOKLYN","3","11219","40.637101735621698","-73.985739963315197","988207.765215658000670","171390.040696892014239","3135976","3056000001.000000000000000","312","44","23200","BK88","YOUTH SERVICES","AFTER-SCHOOL PROGRAMS","BEACON",,,,"CAMBA INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","20","66","Local"
"07a6bc03404a08b59c32198f704ab425","THE AUDITORY/ORAL LEARNING CENTER, INC.","3321","AVENUE M","3321 AVENUE M","BROOKLYN","BROOKLYN","3","11210","40.620240206769999","-73.942034176473300","1000342.039427509997040","165251.937895120994654","3209738","3076510001.000000000000000","318","45","74400","BK58","DAY CARE AND PRE-KINDERGARTEN","DAY CARE","DAY CARE",,,"Non-public","The Auditory/Oral Learning Center, Inc.","Non-public","City","NYC Department of Health and Mental Hygiene","NYCDOHMH","dohmh_daycare","EDUCATION, CHILD WELFARE, AND YOUTH","22","63","Local"
"07af4ce8e7f5c79934407a7fc8c3607f","NEW YORK CITY CRIMINAL JUSTICE AGENCY","125-01","QUEENS BOULEVARD","125-01 QUEENS BOULEVARD","KEW GARDENS","QUEENS","4","11415","40.713498941397297","-73.825777400810594","1032548.773118039942347","199271.439903735008556","4206522","4096570001.000000000000000","409","29","21600","QN60","HUMAN SERVICES","LEGAL AND INTERVENTION SERVICES","COURT BASED PROGRAMS",,,,"NEW YORK CITY CRIMINAL JUSTICE AGENCY",,"City","NYC Mayor's Office of Criminal Justice","NYCMOCJ","moeo_socialservicesitelocations","HEALTH AND HUMAN SERVICES","28","102","Local"
"07c4609f469b75fd0cafc7224ab3af7f","HANAC INC","40-10","99 STREET","40-10 99 STREET","CORONA","QUEENS","4","11368","40.748564703898701","-73.866545107253700","1021227.512501040007919","212027.129813209001441","4607476","4016070001.000000000000000","404","21","40900","QN26","ADULT SERVICES","ADULT AND IMMIGRANT LITERACY","ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES",,,,"HANAC INC",,"City","NYC Department of Youth and Community Development","NYCDYCD","moeo_socialservicesitelocations","EDUCATION, CHILD WELFARE, AND YOUTH","24","110","Local"
