"building_id","borough","phn","street_name","total_units","order_issue_date","current_status","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"73803","Bronx","359","EAST MOSHOLU PARKWAY NORTH","21.0","2017-10-27T00:00:00.000","Discharged","10467","40.870931","-73.880124","207","11","2017935","2033320087","425","BX0703"
"74905","Bronx","264","ECHO PLACE","27.0","2014-10-06T00:00:00.000","Discharged","10457","40.849583","-73.903976","205","15","2007710","2028090031","235.02","BX0502"
"76575","Bronx","2485","ELM PLACE","26.0","2022-12-12T00:00:00.000","Active","10458","40.861382","-73.894103","205","15","2011041","2030230089","399.02","BX0503"
"77561","Bronx","709","FAIRMOUNT PLACE","61.0","2022-12-12T00:00:00.000","Discharged","10457","40.844174","-73.891670","206","15","2009965","2029500030","369.01","BX0602"
"77585","Bronx","805","FAIRMOUNT PLACE","35.0","2018-10-03T00:00:00.000","Discharged","10460","40.842664","-73.888943","206","15","2010049","2029550040","365.02","BX0602"
"77973","Bronx","3349","FENTON AVENUE","3.0","2019-10-30T00:00:00.000","Discharged","10469","40.875282","-73.847547","212","12","2060747","2047370017","364","BX1202"
"78261","Bronx","1056","FINDLAY AVENUE","9.0","2017-10-27T00:00:00.000","Discharged","10456","40.829253","-73.914404","204","16","2002224","2024330046","175","BX0401"
"78361","Bronx","1359","FINDLAY AVENUE","11.0","2013-10-02T00:00:00.000","Discharged","10456","40.836677","-73.909964","204","16","2007201","2027830052","177.02","BX0403"
"78629","Bronx","3444","FISH AVENUE","10.0","2022-12-12T00:00:00.000","Discharged","10469","40.876814","-73.850354","212","12","2117047","2047130001","386","BX1202"
"79159","Bronx","756","FOX STREET","24.0","2022-12-09T00:00:00.000","Active","10455","40.815747","-73.898121","202","17","2005725","2027200050","85","BX0202"
"81436","Bronx","1750","GRAND AVENUE","52.0","2019-10-30T00:00:00.000","Discharged","10453","40.849341","-73.913428","205","14","2008514","2028670118","217","BX0501"
"81669","Bronx","1236","GRAND CONCOURSE","30.0","2018-10-03T00:00:00.000","Discharged","10456","40.835266","-73.916955","204","16","2002767","2024570010","179.01","BX0401"
"81739","Bronx","1881","GRAND CONCOURSE","17.0","2018-10-04T00:00:00.000","Discharged","10453","40.848842","-73.906539","205","14","2007631","2028050056","233.01","BX0502"
"81766","Bronx","2060","GRAND CONCOURSE","40.0","2019-10-30T00:00:00.000","Discharged","10457","40.852791","-73.903295","205","15","2013629","2031560003","235.02","BX0502"
"81866","Bronx","2701","GRAND CONCOURSE","65.0","2014-10-06T00:00:00.000","Discharged","10468","40.867269","-73.893479","207","14","2017427","2033140051","403.04","BX0702"
"82201","Bronx","3804","GREYSTONE AVENUE","40.0","2019-10-30T00:00:00.000","Discharged","10463","40.887609","-73.905219","208","11","2084037","2057790810","335","BX0803"
"84203","Bronx","2709","HEATH AVENUE","37.0","2016-10-20T00:00:00.000","Discharged","10463","40.871495","-73.905434","207","14","2015177","2032390077","269","BX0701"
"85467","Bronx","1160","HOE AVENUE","10.0","2017-10-27T00:00:00.000","Discharged","10459","40.827633","-73.890883","203","17","2006168","2027520017","121.01","BX0303"
"85470","Bronx","1163","HOE AVENUE","10.0","2017-10-27T00:00:00.000","Discharged","10459","40.827672","-73.890905","203","17","2006063","2027450036","125","BX0303"
"85944","Bronx","3046","HOLLAND AVENUE","13.0","2019-10-30T00:00:00.000","Discharged","10467","40.870215","-73.865236","212","12","2055612","2045700023","338.02","BX1201"
"85997","Bronx","3644","HOLLAND AVENUE","12.0","2016-10-20T00:00:00.000","Discharged","10467","40.879775","-73.863438","212","12","2057860","2046620040","380","BX1201"
"86507","Bronx","936","HOME STREET","25.0","2017-10-27T00:00:00.000","Discharged","10459","40.828491","-73.892512","203","17","2005810","2027280019","125","BX0303"
"87328","Bronx","2380","HUGHES AVENUE","18.0","2019-10-30T00:00:00.000","Discharged","10458","40.854821","-73.887181","206","15","2092257","2030740019","391","BX0603"
"87780","Bronx","376","HUNTINGTON AVENUE","3.0","2017-10-27T00:00:00.000","Discharged","10465","40.818181","-73.822952","210","13","2087478","2055810130","144","BX1002"
"88503","Bronx","231","JACKSON AVENUE","15.0","2022-12-12T00:00:00.000","Active","10454","40.804572","-73.912923","201","8","2003793","2025660020","27.02","BX0101"
"88534","Bronx","485","JACKSON AVENUE","31.0","2017-10-27T00:00:00.000","Discharged","10455","40.811516","-73.909702","201","8","2003693","2025570046","37","BX0101"
"88698","Bronx","741","JENNINGS STREET","15.0","2016-10-20T00:00:00.000","Discharged","10459","40.831782","-73.898628","203","17","2010207","2029620064","151","BX0301"
"89073","Bronx","1465","JESUP AVENUE","55.0","2017-10-27T00:00:00.000","Discharged","10452","40.842813","-73.919570","204","16","2008689","2028720207","213.02","BX0403"
"89494","Bronx","758","KELLY STREET","38.0","2018-10-03T00:00:00.000","Discharged","10455","40.817427","-73.898772","202","17","2005568","2027080040","85","BX0202"
"90956","Bronx","1315","LAFAYETTE AVENUE","38.0","2022-12-19T00:00:00.000","Active","10474","40.816916","-73.886302","202","17","2006470","2027620123","115.02","BX0201"
"92449","Bronx","991","EAST 173 STREET","31.0","2018-10-04T00:00:00.000","Discharged","10460","40.834608","-73.885506","203","17","2010886","2030020047","161","BX0303"
"92483","Bronx","833","LONGFELLOW AVENUE","26.0","2013-10-02T00:00:00.000","Discharged","10474","40.818057","-73.885509","202","17","2006476","2027620166","115.02","BX0201"
"92616","Bronx","2356","LORILLARD PLACE","31.0","2016-10-20T00:00:00.000","Discharged","10458","40.855447","-73.890068","206","15","2011652","2030540006","387","BX0603"
"92673","Bronx","2333","LORING PLACE","24.0","2017-10-27T00:00:00.000","Discharged","10468","40.862360","-73.907912","207","14","2014965","2032250169","255","BX0701"
"92775","Bronx","1038","LOWELL STREET","11.0","2017-10-27T00:00:00.000","Discharged","10459","40.825961","-73.887349","202","17","2006280","2027570039","121.02","BX0202"
"92783","Bronx","1050","LOWELL STREET","11.0","2016-10-24T00:00:00.000","Discharged","10459","40.825977","-73.886962","202","17","2006282","2027570042","121.02","BX0202"
"93451","Bronx","2446","LYVERE STREET","38.0","2015-10-21T00:00:00.000","Discharged","10461","40.842477","-73.852270","210","18","2042241","2039970030","204","BX1001"
"93750","Bronx","679","MAGENTA STREET","37.0","2016-10-24T00:00:00.000","Discharged","10467","40.875293","-73.867797","212","12","2056950","2046280001","374","BX1201"
"94228","Bronx","2048","MAPES AVENUE","13.0","2019-10-31T00:00:00.000","Discharged","10460","40.845725","-73.886289","206","15","2012953","2031080002","365.01","BX0602"
"94228","Bronx","2048","MAPES AVENUE","13.0","2015-10-21T00:00:00.000","Discharged","10460","40.845725","-73.886289","206","15","2012953","2031080002","365.01","BX0602"
"94269","Bronx","106","MARCY PLACE","58.0","2022-12-12T00:00:00.000","Discharged","10452","40.838068","-73.916247","204","16","2008051","2028400049","221.02","BX0403"
"94338","Bronx","2474","MARION AVENUE","25.0","2014-10-06T00:00:00.000","Discharged","10458","40.860726","-73.893689","205","15","2011067","2030260007","399.02","BX0503"
"94358","Bronx","2557","MARION AVENUE","52.0","2022-12-12T00:00:00.000","Active","10458","40.862742","-73.892330","207","15","2016590","2032860019","399.01","BX0701"
"94375","Bronx","2601","MARION AVENUE","11.0","2018-10-03T00:00:00.000","Discharged","10458","40.863727","-73.891728","207","15","2016610","2032870018","399.01","BX0701"
"94383","Bronx","2654","MARION AVENUE","21.0","2016-10-24T00:00:00.000","Discharged","10458","40.864654","-73.890740","207","15","2016470","2032820019","405.02","BX0702"
"96761","Bronx","2095","MOHEGAN AVENUE","22.0","2019-10-30T00:00:00.000","Discharged","10460","40.845253","-73.883698","206","15","2013094","2031180029","363","BX0601"
"96821","Bronx","1855","MONROE AVENUE","37.0","2022-12-12T00:00:00.000","Active","10457","40.848084","-73.906164","205","14","2007545","2028010018","233.02","BX0502"
"97431","Bronx","1870","MORRIS AVENUE","25.0","2018-10-03T00:00:00.000","Discharged","10453","40.848602","-73.908376","205","14","2007616","2028050008","233.01","BX0502"
"97540","Bronx","2275","MORRIS AVENUE","25.0","2019-10-30T00:00:00.000","Active","10453","40.857618","-73.902229","205","14","2013992","2031820031","239","BX0503"
"97694","Bronx","918","MORRIS AVENUE","44.0","2022-12-12T00:00:00.000","Discharged","10451","40.826931","-73.917699","204","16","2001951","2024220004","173","BX0401"
"99210","Bronx","1525","NELSON AVENUE","26.0","2014-10-06T00:00:00.000","Discharged","10452","40.845407","-73.920145","205","14","2008779","2028740107","213.01","BX0501"
"101049","Bronx","1812","PALISADE PLACE","3.0","2017-10-27T00:00:00.000","Discharged","10453","40.852018","-73.918340","205","14","2008975","2028770551","205.02","BX0501"
"103531","Bronx","1345","PLIMPTON AVENUE","24.0","2022-12-12T00:00:00.000","Active","10452","40.841441","-73.923785","204","16","2003404","2025220124","211","BX0402"
"104356","Bronx","1451","PROSPECT AVENUE","22.0","2022-12-12T00:00:00.000","Active","10456","40.834281","-73.896926","203","15","2009825","2029370045","151","BX0301"
"107768","Bronx","2108","RYER AVENUE","33.0","2019-10-30T00:00:00.000","Discharged","10457","40.853434","-73.900648","205","15","2013534","2031490084","381","BX0502"
"108628","Bronx","1515","SELWYN AVENUE","47.0","2017-10-27T00:00:00.000","Discharged","10457","40.840838","-73.910309","204","16","2007821","2028190051","225","BX0403"
"108749","Bronx","1314","SENECA AVENUE","60.0","2015-10-28T00:00:00.000","Discharged","10474","40.818940","-73.886981","202","17","2006460","2027627501","115.02","BX0201"
"109328","Bronx","1220","SHAKESPEARE AVENUE","61.0","2022-12-12T00:00:00.000","Active","10452","40.837444","-73.923280","204","16","2003078","2025060024","199","BX0402"
"109419","Bronx","1060","SHERIDAN AVENUE","30.0","2019-10-30T00:00:00.000","Discharged","10456","40.830777","-73.918674","204","16","2002734","2024560037","181.02","BX0401"
"109434","Bronx","1221","SHERIDAN AVENUE","54.0","2018-10-03T00:00:00.000","Discharged","10456","40.834574","-73.916233","204","16","2002773","2024570029","179.01","BX0401"
"109960","Bronx","1054","SOUTHERN BOULEVARD","55.0","2018-10-05T00:00:00.000","Discharged","10459","40.824343","-73.891890","202","17","2006021","2027430019","119","BX0202"
"110248","Bronx","910","SOUTHERN BOULEVARD","34.0","2018-10-03T00:00:00.000","Discharged","10459","40.819760","-73.892652","202","17","2005882","2027350005","89","BX0201"
"110409","Bronx","1202","SPOFFORD AVENUE","60.0","2022-12-12T00:00:00.000","Active","10474","40.813844","-73.890801","202","17","2006595","2027650078","93.01","BX0201"
"111430","Bronx","1302","REV JAMES POLITE AVENUE","8.0","2019-10-30T00:00:00.000","Discharged","10459","40.830039","-73.895306","203","17","2010450","2029730053","125","BX0303"
"111964","Bronx","1255","STRATFORD AVENUE","70.0","2018-10-03T00:00:00.000","Discharged","10472","40.830857","-73.875896","209","17","2025349","2037760050","54","BX0901"
"112024","Bronx","1018","SUMMIT AVENUE","35.0","2016-10-24T00:00:00.000","Discharged","10452","40.833740","-73.929891","204","16","2003457","2025250007","189","BX0402"
"112079","Bronx","993","SUMMIT AVENUE","9.0","2022-12-12T00:00:00.000","Discharged","10452","40.832934","-73.930368","204","16","2003430","2025230161","189","BX0402"
"112079","Bronx","993","SUMMIT AVENUE","9.0","2018-10-03T00:00:00.000","Discharged","10452","40.832934","-73.930368","204","16","2003430","2025230161","189","BX0402"
"112400","Bronx","1222","TAYLOR AVENUE","3.0","2014-10-06T00:00:00.000","Discharged","10472","40.830696","-73.865121","209","18","2024768","2037650018","70","BX0901"
"115582","Bronx","1821","TOPPING AVENUE","3.0","2019-10-30T00:00:00.000","Discharged","10457","40.847043","-73.905570","205","14","2007522","2028000044","229.01","BX0502"
"115714","Bronx","2430","TRATMAN AVENUE","20.0","2014-10-06T00:00:00.000","Discharged","10461","40.837955","-73.846936","210","18","2041702","2039730027","202","BX1001"
"116604","Bronx","1657","UNIONPORT ROAD","21.0","2016-10-20T00:00:00.000","Discharged","10462","40.842644","-73.865364","211","13","2042846","2040260024","240","BX1101"
"116845","Bronx","1805","UNIVERSITY AVENUE","26.0","2022-12-12T00:00:00.000","Active","10453","40.850665","-73.915259","205","14","2009099","2028790123","245.01","BX0501"
"116882","Bronx","1974","UNIVERSITY AVENUE","11.0","2014-10-06T00:00:00.000","Discharged","10453","40.854382","-73.911740","205","14","2008553","2028680125","243","BX0501"
"116931","Bronx","2291","UNIVERSITY AVENUE","15.0","2018-10-03T00:00:00.000","Discharged","10468","40.860721","-73.906783","207","14","2014747","2032180064","255","BX0701"
"116949","Bronx","2348","UNIVERSITY AVENUE","9.0","2022-12-12T00:00:00.000","Discharged","10468","40.861533","-73.906023","207","14","2014609","2032120053","253","BX0701"
"117119","Bronx","2682","VALENTINE AVENUE","11.0","2018-10-03T00:00:00.000","Active","10458","40.866047","-73.892878","207","15","2016999","2033000019","405.01","BX0702"
"117787","Bronx","3094","VILLA AVENUE","16.0","2013-10-02T00:00:00.000","Discharged","10468","40.874414","-73.887849","207","14","2017307","2033100023","411","BX0702"
"118846","Bronx","2316","WALLACE AVENUE","33.0","2022-12-09T00:00:00.000","Active","10467","40.860053","-73.864610","211","13","2050093","2043520010","328","BX1104"
"118900","Bronx","2714","WALLACE AVENUE","49.0","2017-10-27T00:00:00.000","Active","10467","40.865960","-73.864435","211","13","2053703","2045120005","340","BX1104"
"119028","Bronx","1097","WALTON AVENUE","62.0","2022-12-12T00:00:00.000","Active","10452","40.832604","-73.920926","204","16","2002950","2024780046","195","BX0401"
"119084","Bronx","1881","WALTON AVENUE","35.0","2022-12-12T00:00:00.000","Active","10453","40.849206","-73.909423","205","14","2008239","2028520027","233.01","BX0502"
"119086","Bronx","1895","WALTON AVENUE","31.0","2017-10-27T00:00:00.000","Discharged","10453","40.849651","-73.909271","205","14","2008238","2028520021","233.01","BX0502"
"119128","Bronx","2160","WALTON AVENUE","48.0","2022-12-12T00:00:00.000","Active","10453","40.855644","-73.904491","205","14","2013969","2031800009","239","BX0503"
"119181","Bronx","2357","WALTON AVENUE","44.0","2017-10-27T00:00:00.000","Discharged","10468","40.859748","-73.901962","205","14","2014086","2031870030","239","BX0503"
"119667","Bronx","1158","WASHINGTON AVENUE","26.0","2013-10-02T00:00:00.000","Discharged","10456","40.828982","-73.908179","203","16","2001294","2023710023","185.01","BX0301"
"120425","Bronx","2856","WEBB AVENUE","25.0","2017-10-27T00:00:00.000","Discharged","10468","40.873363","-73.900622","208","14","2015418","2032500071","267.02","BX0801"
"120624","Bronx","2378","WEBSTER AVENUE","8.0","2023-01-04T00:00:00.000","Active","10458","40.858125","-73.894362","206","15","2011196","2030310036","383.04","BX0603"
"120634","Bronx","2420","WEBSTER AVENUE","8.0","2022-12-12T00:00:00.000","Active","10458","40.859312","-73.893579","206","15","2011219","2030320006","383.04","BX0603"
"120830","Bronx","1801","WEEKS AVENUE","10.0","2016-10-24T00:00:00.000","Discharged","10457","40.846910","-73.907388","205","14","2007901","2028260102","229.01","BX0502"
"120990","Bronx","88","WEST 169 STREET","13.0","2016-10-24T00:00:00.000","Discharged","10452","40.839481","-73.923083","204","16","2003310","2025170030","211","BX0402"
"121299","Bronx","20","WEST 190 STREET","37.0","2014-10-14T00:00:00.000","Discharged","10468","40.864117","-73.901051","207","14","2014359","2032000014","265","BX0701"
"122496","Bronx","806","WESTCHESTER AVENUE","19.0","2022-12-12T00:00:00.000","Discharged","10455","40.818836","-73.903225","201","17","2004990","2026760045","79","BX0102"
"127647","Brooklyn","4420","3 AVENUE","7.0","2019-10-30T00:00:00.000","Discharged","11220","40.650881","-74.011273","307","38","3011094","3007360046","2","BK0702"
"129366","Brooklyn","6022","4 AVENUE","17.0","2016-10-20T00:00:00.000","Discharged","11220","40.640667","-74.018622","307","38","3143388","3057810041","72","BK0702"
"132098","Brooklyn","4623","6 AVENUE","10.0","2016-10-20T00:00:00.000","Discharged","11220","40.645842","-74.005953","307","38","3011953","3007580001","96","BK0703"
"135580","Brooklyn","4120","10 AVENUE","14.0","2017-11-08T00:00:00.000","Discharged","11219","40.643199","-73.994379","312","38","3135558","3055900049","112","BK1201"
"140742","Brooklyn","460","15 STREET","8.0","2018-10-03T00:00:00.000","Discharged","11215","40.661480","-73.980875","307","39","3026702","3011050030","169","BK0701"
"153718","Brooklyn","434","49 STREET","8.0","2022-12-12T00:00:00.000","Discharged","11220","40.646465","-74.011077","307","38","3012919","3007830019","78","BK0702"
"156599","Brooklyn","452","53 STREET","17.0","2015-10-21T00:00:00.000","Discharged","11220","40.644055","-74.013124","307","38","3014251","3008150029","76","BK0702"
"162819","Brooklyn","430","61 STREET","16.0","2018-10-03T00:00:00.000","Discharged","11220","40.639731","-74.018160","307","38","3143728","3057910021","122","BK0703"
"167029","Brooklyn","315","68 STREET","17.0","2017-10-27T00:00:00.000","Discharged","11220","40.636186","-74.025113","310","47","3144695","3058540072","68","BK1001"
"183905","Brooklyn","180","EAST 18 STREET","36.0","2019-10-28T00:00:00.000","Discharged","11226","40.646542","-73.962534","314","40","3117580","3051210007","512","BK1401"
"183906","Brooklyn","1800","ALBEMARLE ROAD","72.0","2019-10-28T00:00:00.000","Discharged","11226","40.647016","-73.962469","314","40","3117590","3051220001","512","BK1401"
"183916","Brooklyn","2020","ALBEMARLE ROAD","41.0","2017-10-27T00:00:00.000","Discharged","11226","40.647315","-73.959755","314","40","3117621","3051240007","510.01","BK1401"
"185969","Brooklyn","2342","ATLANTIC AVENUE","24.0","2017-10-27T00:00:00.000","Discharged","11233","40.676146","-73.907445","316","37","3038651","3014360011","365.02","BK1601"
"186157","Brooklyn","2873","ATLANTIC AVENUE","13.0","2016-10-20T00:00:00.000","Discharged","11207","40.677056","-73.888188","305","37","3087867","3039500044","1170","BK0501"
"187353","Brooklyn","110","AVENUE C","20.0","2013-10-03T00:00:00.000","Discharged","11218","40.640353","-73.978662","312","39","3125955","3053700002","486","BK1203"
"187478","Brooklyn","2714","AVENUE D","24.0","2014-10-06T00:00:00.000","Discharged","11226","40.640776","-73.951158","317","45","3120435","3052140011","828","BK1701"
"188348","Brooklyn","3402","AVENUE I","38.0","2019-10-28T00:00:00.000","Discharged","11210","40.629560","-73.943255","318","45","3207323","3075980058","740","BK1801"
"197847","Brooklyn","125","BAINBRIDGE STREET","3.0","2017-10-27T00:00:00.000","Discharged","11233","40.680810","-73.932525","303","36","3047449","3016800053","297","BK0302"
"198944","Brooklyn","651","BARBEY STREET","6.0","2017-10-27T00:00:00.000","Discharged","11207","40.666555","-73.885927","305","42","3090424","3040770008","1124","BK0503"
"208253","Brooklyn","1259","BERGEN STREET","6.0","2018-10-03T00:00:00.000","Active","11213","40.675741","-73.943226","308","36","3030505","3012150071","313","BK0802"
"209854","Brooklyn","2706","BEVERLY ROAD","20.0","2019-10-28T00:00:00.000","Discharged","11226","40.644962","-73.951602","317","40","3119144","3051710001","826","BK1701"
"209856","Brooklyn","2713","BEVERLY ROAD","12.0","2016-10-20T00:00:00.000","Discharged","11226","40.645000","-73.951277","317","40","3118006","3051380035","826","BK1701"
"209856","Brooklyn","2713","BEVERLY ROAD","12.0","2018-10-02T00:00:00.000","Discharged","11226","40.645000","-73.951277","317","40","3118006","3051380035","826","BK1701"
"209858","Brooklyn","2801","BEVERLEY ROAD","48.0","2015-10-21T00:00:00.000","Discharged","11226","40.645033","-73.950726","317","40","3118059","3051390035","826","BK1701"
"210313","Brooklyn","1147","BLAKE AVENUE","4.0","2016-10-20T00:00:00.000","Discharged","11208","40.670711","-73.875326","305","42","3095638","3042620050","1194","BK0502"
"210667","Brooklyn","160","BLEECKER STREET","6.0","2017-10-27T00:00:00.000","Discharged","11221","40.696455","-73.919901","304","37","3075647","3033060022","419","BK0402"
"217562","Brooklyn","1435","CARROLL STREET","27.0","2019-10-28T00:00:00.000","Discharged","11213","40.666621","-73.940307","309","35","3033742","3012860051","335","BK0901"
"218820","Brooklyn","643","CENTRAL AVENUE","6.0","2018-10-03T00:00:00.000","Discharged","11207","40.687800","-73.907061","304","37","3080003","3034410007","411","BK0402"
"218950","Brooklyn","278","CHAUNCEY STREET","8.0","2022-12-12T00:00:00.000","Discharged","11233","40.681297","-73.921596","303","41","3041003","3015130014","379","BK0302"
"220182","Brooklyn","2728","CHURCH AVENUE","10.0","2016-10-24T00:00:00.000","Discharged","11226","40.650677","-73.952088","317","40","3117262","3051050017","824","BK1701"
"227712","Brooklyn","389","CRESCENT STREET","3.0","2018-10-03T00:00:00.000","Discharged","11208","40.679273","-73.870962","305","37","3093562","3041700105","1190","BK0505"
"227928","Brooklyn","947","CRESCENT STREET","4.0","2014-10-06T00:00:00.000","Discharged","11208","40.664340","-73.867238","305","42","3098975","3045290039","1220","BK0505"
"228652","Brooklyn","776","CROWN STREET","46.0","2019-10-28T00:00:00.000","Discharged","11213","40.665255","-73.932036","309","35","3038278","3014190039","355","BK0901"
"229467","Brooklyn","526","DAHILL ROAD","20.0","2015-10-21T00:00:00.000","Discharged","11218","40.634727","-73.978988","312","39","3126526","3053820033","478","BK1202"
"229987","Brooklyn","1380","DE KALB AVENUE","8.0","2016-10-20T00:00:00.000","Discharged","11221","40.699294","-73.924150","304","37","3073800","3032450028","421","BK0401"
"230002","Brooklyn","1423","DE KALB AVENUE","6.0","2015-10-21T00:00:00.000","Discharged","11237","40.700210","-73.923276","304","37","3073577","3032350047","429","BK0401"
"230045","Brooklyn","1501","DE KALB AVENUE","6.0","2017-10-27T00:00:00.000","Discharged","11237","40.701784","-73.921727","304","37","3073625","3032360049","429","BK0401"
"230073","Brooklyn","1549","DE KALB AVENUE","6.0","2019-10-30T00:00:00.000","Active","11237","40.702936","-73.920597","304","37","3073631","3032370001","445","BK0401"
"230551","Brooklyn","74","DE SALES PLACE","3.0","2015-11-12T00:00:00.000","Discharged","11207","40.682539","-73.904285","304","37","3080503","3034710018","405","BK0402"
"231836","Brooklyn","182","DECATUR STREET","3.0","2015-10-21T00:00:00.000","Active","11233","40.681136","-73.936054","303","36","3047374","3016790022","273","BK0302"
"234354","Brooklyn","90","DOWNING STREET","41.0","2016-10-20T00:00:00.000","Discharged","11238","40.683343","-73.960837","302","35","3056863","3019820069","231","BK0204"
"243980","Brooklyn","9","ARGYLE ROAD","12.0","2017-10-27T00:00:00.000","Discharged","11218","40.649164","-73.967815","314","40","3116436","3050740060","506","BK1402"
"247121","Brooklyn","410","EAST 17 STREET","30.0","2015-10-21T00:00:00.000","Discharged","11226","40.640895","-73.962447","314","40","3118757","3051590023","514","BK1401"
"248745","Brooklyn","855","EAST 19 STREET","60.0","2015-10-21T00:00:00.000","Discharged","11230","40.629940","-73.958407","314","45","3179451","3067030035","764","BK1402"
"249541","Brooklyn","401","EAST 21 STREET","20.0","2016-10-20T00:00:00.000","Discharged","11226","40.644430","-73.958867","314","40","3118560","3051520028","514","BK1401"
"250417","Brooklyn","531","EAST 22 STREET","35.0","2018-10-03T00:00:00.000","Discharged","11226","40.639373","-73.956964","314","40","3120284","3052080046","516.01","BK1401"
"256026","Brooklyn","250","EAST 29 STREET","81.0","2019-10-30T00:00:00.000","Discharged","11226","40.643844","-73.949812","317","40","3119189","3051720023","826","BK1701"
"258825","Brooklyn","414","EAST 34 STREET","12.0","2013-10-02T00:00:00.000","Discharged","11203","40.646559","-73.945240","317","45","3110520","3049180012","856","BK1701"
"258828","Brooklyn","422","EAST 34 STREET","12.0","2015-10-21T00:00:00.000","Discharged","11203","40.646408","-73.945226","317","45","3110521","3049180014","856","BK1701"
"266730","Brooklyn","366","EAST 49 STREET","12.0","2014-10-06T00:00:00.000","Discharged","11203","40.652953","-73.931537","317","41","3102038","3046740017","870","BK1703"
"267701","Brooklyn","522","EAST 51 STREET","6.0","2014-10-06T00:00:00.000","Discharged","11203","40.648933","-73.929079","317","45","3103778","3047220028","862","BK1703"
"268318","Brooklyn","175","EAST 52 STREET","43.0","2015-10-21T00:00:00.000","Discharged","11203","40.657066","-73.928988","317","41","3100251","3046220036","878","BK1703"
"268599","Brooklyn","462","EAST 52 STREET","6.0","2018-10-02T00:00:00.000","Discharged","11203","40.649355","-73.928182","317","45","3103818","3047230019","862","BK1703"
"269641","Brooklyn","92","EAST 53 STREET","32.0","2022-12-12T00:00:00.000","Active","11203","40.657924","-73.928122","317","41","3100246","3046220014","878","BK1703"
"270674","Brooklyn","143","EAST 55 STREET","3.0","2016-10-20T00:00:00.000","Active","11203","40.654676","-73.925840","317","41","3101578","3046610045","864","BK1703"
"271264","Brooklyn","107","EAST 56 STREET","6.0","2014-10-06T00:00:00.000","Discharged","11203","40.654639","-73.924860","317","41","3101614","3046620039","864","BK1703"
"273187","Brooklyn","107","EAST 59 STREET","6.0","2014-10-06T00:00:00.000","Discharged","11203","40.651585","-73.921685","317","42","3103205","3047070020","936","BK1703"
"277854","Brooklyn","545","EAST 82 STREET","25.0","2016-10-20T00:00:00.000","Discharged","11236","40.640567","-73.916333","318","42","3222661","3079610029","954","BK1803"
"282362","Brooklyn","126","EAST 93 STREET","4.0","2016-10-20T00:00:00.000","Discharged","11212","40.661843","-73.926279","317","41","3099892","3046110013","882","BK1704"
"284638","Brooklyn","888","EAST 96 STREET","32.0","2015-10-21T00:00:00.000","Discharged","11236","40.648017","-73.906903","318","42","3228689","3081280001","970","BK1803"
"284987","Brooklyn","308","EAST 98 STREET","4.0","2018-10-03T00:00:00.000","Active","11212","40.660368","-73.917793","317","41","3101282","3046520036","890","BK1704"
"287425","Brooklyn","700","EAST NEW YORK AVENUE","16.0","2016-10-20T00:00:00.000","Discharged","11203","40.662251","-73.939554","309","40","3106610","3047950010","874.01","BK0902"
"287427","Brooklyn","702","EAST NEW YORK AVENUE","20.0","2016-10-20T00:00:00.000","Discharged","11203","40.662254","-73.939500","309","40","3106611","3047950013","874.01","BK0902"
"287427","Brooklyn","702","EAST NEW YORK AVENUE","20.0","2013-10-02T00:00:00.000","Discharged","11203","40.662254","-73.939500","309","40","3106611","3047950013","874.01","BK0902"
"287557","Brooklyn","1225","EASTERN PARKWAY","23.0","2015-10-21T00:00:00.000","Discharged","11213","40.668615","-73.927552","308","41","3037413","3013920078","357.01","BK0802"
"287672","Brooklyn","1588","EASTERN PARKWAY EXTENSION","3.0","2019-10-30T00:00:00.000","Discharged","11233","40.671121","-73.915941","316","41","3039420","3014680046","363","BK1601"
"287853","Brooklyn","500","EASTERN PARKWAY","16.0","2016-10-20T00:00:00.000","Discharged","11225","40.669940","-73.952081","309","35","3032899","3012680021","321","BK0901"
"290614","Brooklyn","127","EVERGREEN AVENUE","8.0","2022-12-12T00:00:00.000","Discharged","11206","40.699089","-73.931064","304","34","3072236","3031720005","425","BK0401"
"292430","Brooklyn","1789","FLATBUSH AVENUE","13.0","2013-10-04T00:00:00.000","Discharged","11210","40.626320","-73.940754","318","45","3208237","3076180030","740","BK1801"
"292430","Brooklyn","1789","FLATBUSH AVENUE","13.0","2014-10-20T00:00:00.000","Discharged","11210","40.626320","-73.940754","318","45","3208237","3076180030","740","BK1801"
"294186","Brooklyn","892","FLUSHING AVENUE","27.0","2015-10-21T00:00:00.000","Discharged","11206","40.702106","-73.936153","304","34","3071834","3031390012","391","BK0401"
"295421","Brooklyn","268","FOUNTAIN AVENUE","13.0","2017-10-27T00:00:00.000","Discharged","11208","40.673269","-73.874867","305","42","3095328","3042460029","1194","BK0502"
"295908","Brooklyn","643","FRANKLIN AVENUE","8.0","2014-10-06T00:00:00.000","Discharged","11238","40.676438","-73.955873","308","35","3030570","3012170009","221","BK0802"
"298148","Brooklyn","3191","FULTON STREET","10.0","2014-10-06T00:00:00.000","Discharged","11208","40.682247","-73.877150","305","37","3092079","3041260068","1176.01","BK0501"
"299407","Brooklyn","425","GATES AVENUE","11.0","2015-10-21T00:00:00.000","Discharged","11216","40.686278","-73.950137","303","36","3050908","3018080085","251","BK0301"
