"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"267923506","2023-05-08T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","110","0","25-44","F","WHITE HISPANIC","1024222","208039","40.737608","-73.85576","POINT (-73.85576 40.737608)"
"268614469","2023-05-21T00:00:00.000","681","CHILD, ENDANGERING WELFARE","233","SEX CRIMES","PL 2601001","M","K","61","0","45-64","M","WHITE","995122","155693","40.5940190586592","-73.9608543158447","POINT (-73.9608543158447 40.5940190586592)"
"262124884","2023-01-19T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","110","0","25-44","M","WHITE HISPANIC","1023153","208658","40.73931","-73.859612","POINT (-73.859612 40.73931)"
"261809401","2023-01-12T00:00:00.000","494","STOLEN PROPERTY 2,1,POSSESSION","111","POSSESSION OF STOLEN PROPERTY","PL 1654501","F","K","62","0","25-44","M","WHITE","989705","156486","40.59619243","-73.98035738","POINT (-73.98035738 40.59619243)"
"266798931","2023-04-17T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","M","34","0","25-44","M","BLACK HISPANIC","1003402","250192","40.853374","-73.930767","POINT (-73.930767 40.853374)"
"266867873","2023-04-18T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","84","0","45-64","M","BLACK","988174","190975","40.690859","-73.985848","POINT (-73.985848 40.690859)"
"267429283","2023-04-28T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","K","69","0","25-44","M","BLACK","1010576","175628","40.648698","-73.905128","POINT (-73.905128 40.648698)"
"261796822","2023-01-12T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","61","0","45-64","M","WHITE","995118","155708","40.594054","-73.960866","POINT (-73.960866 40.594054)"
"262409269","2023-01-24T00:00:00.000","478","THEFT OF SERVICES, UNCLASSIFIE","343","OTHER OFFENSES RELATED TO THEF","PL 1651503","M","K","84","1","18-24","M","BLACK","987772","191476","40.69223342","-73.98729955","POINT (-73.98729955 40.69223342)"
"262411032","2023-01-24T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1402502","F","S","120","0","25-44","M","WHITE","962950","172726","40.640746","-74.076747","POINT (-74.076747 40.640746)"
"265597251","2023-03-24T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553004","F","K","83","0","45-64","M","WHITE HISPANIC","1007127","193705","40.698323","-73.917495","POINT (-73.917495 40.698323)"
"263754605","2023-02-16T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","M","34","0","25-44","F","BLACK HISPANIC","1005857","254467","40.86510128","-73.92188192","POINT (-73.92188192 40.86510128)"
"262837946","2023-02-01T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","83","0","25-44","F","BLACK","1007046","192510","40.695043","-73.917792","POINT (-73.917792 40.695043)"
"263494426","2023-02-12T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","K","61","0","25-44","M","UNKNOWN","995170","154814","40.59159808","-73.96068147","POINT (-73.96068147 40.59159808)"
"270102328","2023-06-20T00:00:00.000","681","CHILD, ENDANGERING WELFARE","233","SEX CRIMES","PL 2601001","M","M","34","0","25-44","F","WHITE HISPANIC","1002173","249401","40.8512131676868","-73.9352160519866","POINT (-73.9352160519866 40.8512131676868)"
"263692641","2023-02-16T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M","34","0","25-44","M","BLACK HISPANIC","1006209","253743","40.86311325","-73.92061167","POINT (-73.92061167 40.86311325)"
"268550612","2023-05-20T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","Q","105","0","25-44","F","ASIAN / PACIFIC ISLANDER","1063396","210151","40.743141","-73.714375","POINT (-73.714375 40.743141)"
"261522066","2023-01-07T00:00:00.000","905","INTOXICATED DRIVING,ALCOHOL","347","INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q","101","0","25-44","F","BLACK","1052435","160592","40.60720192","-73.75443555","POINT (-73.75443555 40.60720192)"
"266571523","2023-04-12T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1657200","F","K","61","0","45-64","M","WHITE","997488","152959","40.586504","-73.952336","POINT (-73.952336 40.586504)"
"270314324","2023-06-23T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601502","F","Q","110","0","25-44","F","WHITE HISPANIC","1020232","210719","40.744981","-73.870144","POINT (-73.870144 40.744981)"
"269269905","2023-06-03T00:00:00.000","750","RESISTING ARREST","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","K","61","0","25-44","M","WHITE","996077","161202","40.60913068","-73.95740454","POINT (-73.95740454 40.60913068)"
"263027195","2023-02-04T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","Q","105","0","45-64","M","WHITE","1057766","203992","40.726284","-73.73476","POINT (-73.73476 40.726284)"
"266498999","2023-04-11T00:00:00.000","115","RECKLESS ENDANGERMENT 2","355","OFFENSES AGAINST THE PERSON","PL 1202000","M","K","83","0","25-44","M","WHITE HISPANIC","1003345","192739","40.695683","-73.931137","POINT (-73.931137 40.695683)"
"268864798","2023-05-26T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","M","6","0","45-64","M","BLACK","983562","205975","40.732031","-74.002481","POINT (-74.002481 40.732031)"
"261563604","2023-01-08T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","Q","105","0","45-64","M","WHITE","1057766","203992","40.726284","-73.73476","POINT (-73.73476 40.726284)"
"263437365","2023-02-11T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","K","76","0","25-44","M","BLACK","982660","185112","40.67476625","-74.00573208","POINT (-74.00573208 40.67476625)"
"264459126","2023-03-03T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","110","0","25-44","F","WHITE HISPANIC","1025013","212350","40.749434","-73.852878","POINT (-73.852878 40.749434)"
"269645914","2023-06-10T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","34","0","65+","M","BLACK HISPANIC","1003301","248151","40.847773","-73.931138","POINT (-73.931138 40.847773)"
"261813963","2023-01-12T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","M","30","0","25-44","M","BLACK HISPANIC","998602","241527","40.82959957","-73.94813938","POINT (-73.94813938 40.82959957)"
"266623637","2023-04-13T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","B","49","0","25-44","M","BLACK","1027430","251104","40.855793","-73.843908","POINT (-73.843908 40.855793)"
"269432779","2023-06-07T00:00:00.000","507","CONTROLLED SUBSTANCE, POSSESSI","117","DANGEROUS DRUGS","PL 2200605","F","K","84","0","25-44","M","WHITE","988983","194223","40.69977273","-73.98293072","POINT (-73.98293072 40.69977273)"
"267067402","2023-04-22T00:00:00.000","905","INTOXICATED DRIVING,ALCOHOL","347","INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q","110","0","25-44","M","WHITE HISPANIC","1014344","211317","40.74664168","-73.89139142","POINT (-73.89139142 40.74664168)"
"262416915","2023-01-24T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","69","0","45-64","F","BLACK","1010509","169087","40.630744","-73.905396","POINT (-73.905396 40.630744)"
"267003705","2023-04-20T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","6","0","25-44","F","BLACK","985815","207054","40.734993","-73.994352","POINT (-73.994352 40.734993)"
"270499911","2023-06-28T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","S","120","0","25-44","F","WHITE","966879","162665","40.613139","-74.062563","POINT (-74.062563 40.613139)"
"261233318","2023-01-02T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","M","28","0","25-44","M","BLACK","997439","233857","40.80855","-73.952355","POINT (-73.952355 40.80855)"
"262415424","2023-01-24T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","84","0","25-44","F","BLACK","988174","190975","40.690859","-73.985848","POINT (-73.985848 40.690859)"
"266189011","2023-04-05T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S","120","0","18-24","M","WHITE","962808","174275","40.644996","-74.077263","POINT (-74.077263 40.644996)"
"262820294","2023-02-01T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","83","0","25-44","M","BLACK","1007127","193705","40.698323","-73.917495","POINT (-73.917495 40.698323)"
"262294386","2023-01-21T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","S","120","0","25-44","F","WHITE","953930","165533","40.620976","-74.109218","POINT (-74.109218 40.620976)"
"263926331","2023-02-20T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","K","61","0","25-44","M","WHITE","995118","155708","40.594054","-73.960866","POINT (-73.960866 40.594054)"
"261870151","2023-01-13T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402501","F","K","75","0","45-64","M","BLACK","1012412","182986","40.668888","-73.89848","POINT (-73.89848 40.668888)"
"267962954","2023-05-09T00:00:00.000","205","TRESPASS 2, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401501","M","K","76","0","25-44","M","BLACK","984110","188363","40.683691","-74.000504","POINT (-74.000504 40.683691)"
"264373447","2023-03-01T00:00:00.000",,"(null)",,"(null)","RPA0076801","M","K","83","0","45-64","F","WHITE HISPANIC","1005946","192340","40.69458","-73.921757","POINT (-73.921757 40.69458)"
"262042027","2023-01-17T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","B","44","0","65+","F","BLACK","1003363","238988","40.822622","-73.930942","POINT (-73.930942 40.822622)"
"261819098","2023-01-12T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","K","75","0","25-44","M","BLACK","1015851","183661","40.67072732","-73.88608249","POINT (-73.88608249 40.67072732)"
"270594724","2023-06-29T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","Q","105","0","25-44","M","BLACK HISPANIC","1058284","198204","40.710393","-73.732955","POINT (-73.732955 40.710393)"
"270188850","2023-06-21T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","M","6","0","18-24","M","BLACK HISPANIC","984302","206426","40.73327","-73.999811","POINT (-73.999811 40.73327)"
"262300695","2023-01-21T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","K","61","0","45-64","M","BLACK","997166","159293","40.60388935","-73.95348611","POINT (-73.95348611 40.60388935)"
"261950595","2023-01-15T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","62","0","45-64","F","WHITE","982502","159669","40.604932","-74.006293","POINT (-74.006293 40.604932)"
"262030383","2023-01-17T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553004","F","Q","103","0","18-24","M","ASIAN / PACIFIC ISLANDER","1041879","197083","40.707439","-73.792139","POINT (-73.792139 40.707439)"
"265569745","2023-03-23T00:00:00.000","269","MISCHIEF,CRIMINAL,    UNCL 2ND","121","CRIMINAL MISCHIEF & RELATED OF","PL 145004B","M","S","120","0","25-44","F","BLACK","964841","163439","40.61526","-74.069907","POINT (-74.069907 40.61526)"
"268540341","2023-05-19T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553004","F","Q","105","0","18-24","M","WHITE HISPANIC","1062525","210378","40.74377","-73.717516","POINT (-73.717516 40.74377)"
"263973902","2023-02-21T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","M","34","0","25-44","M","WHITE","1003016","249040","40.850214","-73.932166","POINT (-73.932166 40.850214)"
"262254968","2023-01-21T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","62","0","25-44","M","WHITE","983289","158770","40.602464","-74.00346","POINT (-74.00346 40.602464)"
"264113710","2023-02-23T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","28","0","25-44","M","BLACK","998948","233793","40.808372","-73.946904","POINT (-73.946904 40.808372)"
"265737479","2023-03-27T00:00:00.000","940","LEAVING THE SCENE / PROPERTY DAMAGE / INJURED ANIMAL","881","OTHER TRAFFIC INFRACTION","VTL060001A","I","Q","105","0","45-64","M","BLACK","1055947","193136","40.696502","-73.74144","POINT (-73.74144 40.696502)"
"270610593","2023-06-30T00:00:00.000","209","BURGLARS TOOLS,UNCLASSIFIED","231","BURGLAR'S TOOLS","PL 1403500","M","K","76","0","45-64","M","ASIAN / PACIFIC ISLANDER","982767","187549","40.681458","-74.005345","POINT (-74.005345 40.681458)"
"268046036","2023-05-10T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","110","0","25-44","F","WHITE HISPANIC","1019946","206619","40.733729","-73.871197","POINT (-73.871197 40.733729)"
"269516690","2023-06-08T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","110","0","18-24","M","WHITE HISPANIC","1018634","211991","40.748476","-73.875904","POINT (-73.875904 40.748476)"
"266749750","2023-04-15T00:00:00.000","419","LARCENY,GRAND FROM PERSON,UNCL","109","GRAND LARCENY","PL 1553005","F","M","34","1","45-64","M","BLACK","1003844","250988","40.85555717","-73.9291699","POINT (-73.9291699 40.85555717)"
"262761990","2023-01-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","103","0","25-44","M","WHITE","1041879","197083","40.707439","-73.792139","POINT (-73.792139 40.707439)"
"265642780","2023-03-25T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","S","120","0","25-44","M","WHITE","962808","174275","40.644996","-74.077263","POINT (-74.077263 40.644996)"
"270558419","2023-06-29T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","K","69","0","45-64","M","BLACK","1013006","177560","40.653991","-73.896363","POINT (-73.896363 40.653991)"
"264795285","2023-03-09T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","84","0","25-44","M","WHITE","988174","190975","40.690859","-73.985848","POINT (-73.985848 40.690859)"
"267299032","2023-04-26T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","28","0","25-44","M","BLACK","998948","233793","40.808372","-73.946904","POINT (-73.946904 40.808372)"
"270199139","2023-06-21T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","K","84","0","45-64","F","BLACK","988897","192631","40.695404","-73.983239","POINT (-73.983239 40.695404)"
"265417252","2023-03-21T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","Q","105","0","25-44","M","BLACK","1057766","203992","40.726284","-73.73476","POINT (-73.73476 40.726284)"
"264497763","2023-03-03T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","M","28","0","25-44","M","WHITE","998948","233793","40.808372","-73.946904","POINT (-73.946904 40.808372)"
"262036488","2023-01-17T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","83","0","25-44","M","WHITE HISPANIC","1002447","193759","40.698482","-73.934374","POINT (-73.934374 40.698482)"
"264669359","2023-03-07T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","83","0","25-44","M","WHITE","1010063","190677","40.690005","-73.906918","POINT (-73.906918 40.690005)"
"262684852","2023-01-29T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","6","0","25-44","M","WHITE","983271","206514","40.733512","-74.003532","POINT (-74.003532 40.733512)"
"268358306","2023-05-17T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","83","0","25-44","M","BLACK","1004310","191650","40.692689","-73.927659","POINT (-73.927659 40.692689)"
"269148533","2023-06-01T00:00:00.000","115","RECKLESS ENDANGERMENT 2","355","OFFENSES AGAINST THE PERSON","PL 1202000","M","S","120","0","25-44","M","WHITE HISPANIC","962761","165415","40.620679","-74.077406","POINT (-74.077406 40.620679)"
"265787128","2023-03-28T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K","84","0","65+","M","BLACK","987177","190475","40.689488","-73.989444","POINT (-73.989444 40.689488)"
"269345760","2023-06-05T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","110","0","25-44","F","BLACK","1020232","210719","40.744981","-73.870144","POINT (-73.870144 40.744981)"
"268613046","2023-05-21T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q","105","0","18-24","M","BLACK","1055351","193031","40.69621661","-73.74359184","POINT (-73.74359184 40.69621661)"
"265470860","2023-03-22T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","M","28","0","25-44","M","BLACK","997144","230833","40.800251","-73.953426","POINT (-73.953426 40.800251)"
"267292714","2023-04-26T00:00:00.000","49","U.S. CODE UNCLASSIFIED","995","FOR OTHER AUTHORITIES","FOA9000049",,"K","84","0","25-44","M","WHITE HISPANIC","987041","193534","40.697883","-73.989934","POINT (-73.989934 40.697883)"
"269976196","2023-06-17T00:00:00.000","490","STOLEN PROPERTY 3,POSSESSION","232","POSSESSION OF STOLEN PROPERTY","PL 1654000","M","Q","110","0","25-44","U","UNKNOWN","1014244","211379","40.74681219","-73.89175204","POINT (-73.89175204 40.74681219)"
"262272167","2023-01-21T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S","120","0","25-44","M","BLACK","961360","160963","40.608453","-74.082436","POINT (-74.082436 40.608453)"
"264171751","2023-02-24T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","M","6","0","45-64","M","WHITE","986159","205842","40.731666","-73.993109","POINT (-73.993109 40.731666)"
"268965291","2023-05-28T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","62","0","25-44","M","BLACK HISPANIC","983488","157328","40.598505","-74.002741","POINT (-74.002741 40.598505)"
"263579882","2023-02-14T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","S","120","0","18-24","M","BLACK","962808","174275","40.644996","-74.077263","POINT (-74.077263 40.644996)"
"261676979","2023-01-10T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M","26","0","25-44","M","BLACK","997306","234541","40.81043","-73.952835","POINT (-73.952835 40.81043)"
"261496265","2023-01-06T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","M","25","0","45-64","M","BLACK","1001167","229824","40.797475","-73.938898","POINT (-73.938898 40.797475)"
"267380829","2023-04-27T00:00:00.000","173","FORCIBLE TOUCHING","233","SEX CRIMES","PL 1305200","M","K","61","0","45-64","M","WHITE","995122","155693","40.5940190586592","-73.9608543158447","POINT (-73.9608543158447 40.5940190586592)"
"261188008","2023-01-01T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q","103","0","25-44","M","BLACK HISPANIC","1035891","195589","40.703374","-73.813747","POINT (-73.813747 40.703374)"
"269052878","2023-05-30T00:00:00.000","847","NY STATE LAWS,UNCLASSIFIED FEL","125","NYS LAWS-UNCLASSIFIED FELONY","VTL21300A1","F","B","49","0","25-44","F","WHITE HISPANIC","1023708","252526","40.85971208","-73.85735482","POINT (-73.85735482 40.85971208)"
"264213597","2023-02-25T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","M","28","0","18-24","M","WHITE HISPANIC","998948","233793","40.808372","-73.946904","POINT (-73.946904 40.808372)"
"265988560","2023-03-31T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q","110","0","25-44","F","WHITE HISPANIC","1020232","210719","40.744981","-73.870144","POINT (-73.870144 40.744981)"
"265697841","2023-03-27T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1451000","F","Q","105","0","25-44","M","BLACK","1053380","186078","40.67715","-73.75077","POINT (-73.75077 40.67715)"
"266496494","2023-04-11T00:00:00.000","419","LARCENY,GRAND FROM PERSON,UNCL","109","GRAND LARCENY","PL 1553005","F","B","49","0","45-64","M","BLACK","1019506","245763","40.84117","-73.872579","POINT (-73.872579 40.84117)"
"265113500","2023-03-14T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","Q","110","0","25-44","F","ASIAN / PACIFIC ISLANDER","1019946","206619","40.733729","-73.871197","POINT (-73.871197 40.733729)"
"263228189","2023-02-08T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","K","62","0","25-44","M","WHITE","983289","158770","40.602464","-74.00346","POINT (-74.00346 40.602464)"
"270126364","2023-06-20T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","Q","105","0","25-44","F","BLACK","1062661","204028","40.726341","-73.717102","POINT (-73.717102 40.726341)"
"267645884","2023-05-03T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","Q","105","0","45-64","M","BLACK","1057766","203992","40.726284","-73.73476","POINT (-73.73476 40.726284)"
"265330396","2023-03-19T00:00:00.000","106","ASSAULT POLICE/PEACE OFFICER","106","FELONY ASSAULT","PL 1200800","F","M","28","1","45-64","F","BLACK","999342","233575","40.80777234","-73.94548329","POINT (-73.94548329 40.80777234)"
"261745106","2023-01-11T00:00:00.000","175","SEXUAL ABUSE 3,2","233","SEX CRIMES","PL 1305201","M","M","25","0","18-24","M","WHITE HISPANIC","1000558","231080","40.8009303727402","-73.9410982410066","POINT (-73.9410982410066 40.8009303727402)"
"262185401","2023-01-19T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","114","0","25-44","M","BLACK","1007817","213416","40.752425","-73.91494","POINT (-73.91494 40.752425)"
"261496259","2023-01-06T00:00:00.000","750","RESISTING ARREST","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","K","75","0","18-24","M","BLACK","1012906","182501","40.667553407032635","-73.89670376041767","POINT (-73.89670376041767 40.667553407032635)"
"270450612","2023-06-27T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","Q","105","0","45-64","M","BLACK","1057766","203992","40.726284","-73.73476","POINT (-73.73476 40.726284)"
"267290019","2023-04-26T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","105","0","25-44","M","BLACK","1057766","203992","40.726284","-73.73476","POINT (-73.73476 40.726284)"
"261822864","2023-01-12T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","K","63","0","25-44","M","BLACK","1005423","161172","40.609031","-73.923744","POINT (-73.923744 40.609031)"
"261566286","2023-01-08T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","M","26","0","18-24","M","BLACK","996342","236149","40.814845","-73.956312","POINT (-73.956312 40.814845)"
"263462448","2023-02-12T00:00:00.000","750","RESISTING ARREST","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","K","69","0","25-44","M","BLACK","1014754","170112","40.633544","-73.890098","POINT (-73.890098 40.633544)"
"262111756","2023-01-18T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","110","0","65+","M","WHITE HISPANIC","1021385","210157","40.743432","-73.865986","POINT (-73.865986 40.743432)"
"263045385","2023-02-05T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601001","F","K","83","0","18-24","M","BLACK","1010431","193025","40.696449","-73.905583","POINT (-73.905583 40.696449)"
"262250453","2023-01-20T00:00:00.000","759","PUBLIC ADMINISTATION,UNCLASS M","359","OFFENSES AGAINST PUBLIC ADMINI","PL 1950001","M","B","49","0","18-24","M","BLACK HISPANIC","1022962","248153","40.847715","-73.860074","POINT (-73.860074 40.847715)"
"261368286","2023-01-04T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","Q","102","0","45-64","M","BLACK","1035435","192551","40.695039","-73.815415","POINT (-73.815415 40.695039)"
"261205501","2023-01-01T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S","122","0","<18","M","WHITE","939862","139534","40.549554","-74.159721","POINT (-74.159721 40.549554)"
