"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"29530","145055","MANHATTAN","133","WEST 4 STREET","10012","4","0","0","0","2023-03-25T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.731207","-73.999921","2","1","65","1008878","1005527505","Greenwich Village"
"28115","112934","MANHATTAN","426","ST NICHOLAS AVENUE","10027","20","0","0","0","2023-06-27T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.814719","-73.949191","10","9","215","1059442","1019580057","Harlem (North)"
"70548","217086","BRONX","918","EAST 225 STREET","10466","6","0","6","0","2022-05-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.885720","-73.853943","12","12","404","2064399","2048600061","Williamsbridge-Olinville"
"389425","335490","BROOKLYN","78","WEBSTER AVENUE","11230","32","0","0","0","2022-01-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.630057","-73.976593","14","44","480","3127764","3054190011","Flatbush (West)-Ditmas Park-Parkville"
"181864","315414","BROOKLYN","364","93 STREET","11209","82","0","0","0","2020-12-28T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.618061","-74.031464","10","47","58","3155255","3061070029","Bay Ridge"
"294871","313251","BROOKLYN","2205","FOSTER AVENUE","11210","17","1","1","0","2021-12-30T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.637289","-73.956414","14","40","51601","3120666","3052220093","Flatbush"
"10274","190012","MANHATTAN","38","DOWNING STREET","10014","18","0","0","0","2019-11-26T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.729215","-74.004030","2","3","67","1008393","1005280036","West Village"
"348629","375913","BROOKLYN","732","OCEAN PARKWAY","11230","3","0","0","0","2019-06-17T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.630561","-73.971686","14","40","480","3128095","3054270038","Flatbush (West)-Ditmas Park-Parkville"
"65704","205477","BRONX","154","EAST 175 STREET","10457","12","0","0","0","2019-01-08T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.846798","-73.908111","5","15","22901","2007424","2027960028","Mount Hope"
"408823","429814","QUEENS","30","23 STREET","11102","3","0","0","0","2023-06-27T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.768743","-73.926890","1","22","73","4006781","4005720119","Astoria (Central)"
"408823","429814","QUEENS","30","23 STREET","11102","3","0","0","0","2023-06-27T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.768743","-73.926890","1","22","73","4006781","4005720119","Astoria (Central)"
"133326","302063","BROOKLYN","4902","7 AVENUE","11220","27","0","0","0","2021-04-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.642919","-74.005434","7","43","98","3013046","3007850037","Sunset Park (Central)"
"238289","344726","BROOKLYN","739","EAST 4 STREET","11218","2","0","0","0","2022-05-25T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.634204","-73.974708","12","40","484","3127166","3053980056","Kensington"
"80096","204987","BRONX","690","GERARD AVENUE","10451","78","0","0","0","2019-01-28T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.823586","-73.927231","4","8","6301","2002894","2024730001","Concourse-Concourse Village"
"245741","330466","BROOKLYN","614","MARLBOROUGH ROAD","11226","8","0","0","0","2022-03-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.634882","-73.963254","14","45","520","3121151","3052350019","Flatbush (West)-Ditmas Park-Parkville"
"173133","365421","BROOKLYN","1434","77 STREET","11228","2","0","0","0","2021-12-29T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.617285","-74.005576","11","43","186","3161262","3062450022","Bensonhurst"
"348620","335734","BROOKLYN","682","OCEAN PARKWAY","11230","41","0","0","0","2022-12-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.631840","-73.971931","14","40","480","3127823","3054200058","Flatbush (West)-Ditmas Park-Parkville"
"348620","335734","BROOKLYN","682","OCEAN PARKWAY","11230","41","0","0","0","2022-12-13T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.631840","-73.971931","14","40","480","3127823","3054200058","Flatbush (West)-Ditmas Park-Parkville"
"14743","127809","MANHATTAN","129","EAST 61 STREET","10065","5","0","0","0","2020-06-25T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.763698","-73.967774","8","4","11402","1041969","1013960012","Upper East Side-Carnegie Hill"
"391591","308221","BROOKLYN","1315","WEST 7 STREET","11204","65","1","1","0","2022-12-22T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.612950","-73.981624","11","44","432","3173363","3065780100","Bensonhurst"
"312675","374556","BROOKLYN","126","HIGHLAWN AVENUE","11223","3","0","0","0","2021-12-30T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.603181","-73.981421","11","43","408","3177927","3066720003","Gravesend (West)"
"842309","223071","BRONX","1360","CLINTON AVENUE","10456","30","1","1","0","2021-04-01T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.832711","-73.899776","3","16","151","2114113","2029340023","Morrisania"
"60340","200906","BRONX","1950","DALY AVENUE","10460","56","0","0","0","2021-02-11T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.841589","-73.884015","6","17","359","2010702","2029920043","West Farms"
"165976","819711","BROOKLYN","561","66 STREET","11220","1","0","0","0","2022-06-30T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.635315","-74.018426","10","43","126","3144207","3058280043","Bay Ridge"
"80123","713583","BRONX","950","GERARD AVENUE","10452","1","0","0","0","2022-01-10T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.829274","-73.923890","4","8","195","2002931","2024760105","Concourse-Concourse Village"
"463841","406792","QUEENS","71","69 PLACE","11385","4","0","0","0","2022-01-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.703013","-73.882395","5","30","625","4089623","4036840035","Glendale"
"825592","223788","BRONX","4432","MONTICELLO AVENUE","10466","3","0","0","0","2021-04-06T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.901058","-73.842077","12","11","444","2071564","2050990108","Wakefield-Woodlawn"
"925974","226092","BRONX","715","FOX STREET","10455","50","0","0","0","2019-12-30T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.814724","-73.899214","2","8","85","2116983","2027070030","Longwood"
"911321","610575","MANHATTAN","17","POMANDER WALK","10025","2","0","0","0","2022-01-18T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.794045","-73.973271","7","7","183","1080426","1012420009","Upper West Side (Central)"
"420660","405763","QUEENS","32","33 STREET","11106","64","0","0","0","2020-12-10T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.760757","-73.924177","1","22","59","4008354","4006127501","Astoria (Central)"
"646415","408410","QUEENS","1862","CORNELIA STREET","11385","6","0","0","0","2021-12-27T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.702300","-73.903441","5","34","551","4083092","4034730008","Ridgewood"
"232539","302756","BROOKLYN","315","DE GRAW STREET","11231","4","0","0","0","2021-02-10T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.683303","-73.994054","6","33","75","3006680","3004140053","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"79167","216100","BRONX","784","FOX STREET","10455","40","0","0","0","2021-04-06T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.816309","-73.897539","2","8","85","2005729","2027200063","Longwood"
"13451","127424","MANHATTAN","143","EAST 37 STREET","10016","6","0","0","0","2019-01-18T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.748105","-73.977848","6","4","80","1019092","1008930030","Murray Hill-Kips Bay"
"144027","334713","BROOKLYN","8313","19 AVENUE","11214","78","0","0","0","2022-12-14T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.607519","-73.998797","11","38","284","3165172","3063280001","Bensonhurst"
"173308","377263","BROOKLYN","1834","77 STREET","11214","4","0","0","0","2022-11-14T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.611735","-73.996395","11","47","274","3161493","3062490019","Bensonhurst"
"27922","116535","MANHATTAN","1056","ST NICHOLAS AVENUE","10032","40","0","0","0","2019-06-21T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.836757","-73.940060","12","7","24301","1062892","1021210010","Washington Heights (South)"
"344297","359727","BROOKLYN","2102","NEWKIRK AVENUE","11226","16","0","0","0","2022-02-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.638294","-73.957559","14","40","51601","3120618","3052210041","Flatbush"
"62432","213394","BRONX","701","EAST 133 STREET","10454","3","0","0","0","2023-04-04T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.801744","-73.915448","1","8","1902","2003754","2025620089","Mott Haven-Port Morris"
"309406","373713","BROOKLYN","75","HAWTHORNE STREET","11225","72","3","3","1","2021-01-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.657376","-73.957954","9","40","79601","3115529","3050420073","Prospect Lefferts Gardens-Wingate"
"12198","144869","MANHATTAN","13","EAST 17 STREET","10003","8","0","0","0","2022-07-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.737534","-73.991271","5","3","52","1016116","1008460012","Midtown South-Flatiron-Union Square"
"364428","322169","BROOKLYN","141","RUSSELL STREET","11222","4","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.725139","-73.944429","1","33","591","3067047","3026860011","Greenpoint"
"63517","227978","BRONX","510","EAST 146 STREET","10455","100","2","2","0","2019-12-22T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.812813","-73.915654","1","8","43","2090711","2022720005","Mott Haven-Port Morris"
"233196","307771","BROOKLYN","92","DIAMOND STREET","11222","6","0","0","0","2023-07-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.725920","-73.947015","1","33","571","3066345","3026520045","Greenpoint"
"161321","370245","BROOKLYN","660","59 STREET","11220","3","0","0","0","2021-11-17T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.637959","-74.012088","7","38","102","3016340","3008650032","Sunset Park (Central)"
"227274","372515","BROOKLYN","2035","COYLE STREET","11229","3","0","0","0","2022-03-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.602221","-73.937379","15","46","568","3199302","3073400066","Madison"
"806178","201566","BRONX","2838","BRONX PARK EAST","10467","39","1","1","0","2019-12-11T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.867188","-73.870460","11","15","33601","2093460","2045060040","Allerton"
"980820","387612","BROOKLYN","185","THOMAS BOYLAND STREET","11233","3","0","0","0","2021-05-04T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.678198","-73.913556","16","41","301","3414165","3015510102","Ocean Hill"
"356286","310618","BROOKLYN","498","PROSPECT AVENUE","11215","3","0","0","0","2021-07-26T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.658527","-73.981265","7","39","169","3016615","3008710013","Windsor Terrace-South Slope"
"526900","403765","QUEENS","103","114 STREET","11419","15","0","0","0","2022-03-24T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.685951","-73.828762","10","28","98","4201926","4095190031","South Ozone Park"
"37163","140498","MANHATTAN","215","WEST 95 STREET","10025","211","1","1","0","2019-01-04T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.793630","-73.971429","7","6","183","1071159","1012437501","Upper West Side (Central)"
"88347","711010","BRONX","895","IRVINE STREET","10474","3","0","0","0","2019-07-19T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.819499","-73.888751","2","17","11502","2006359","2027610074","Hunts Point"
"81703","201362","BRONX","1505","GRAND CONCOURSE","10452","88","1","1","0","2023-01-25T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.841216","-73.912614","4","14","209","2008010","2028350026","Mount Eden-Claremont (West)"
"823768","425940","QUEENS","101","NICOLLS AVENUE","11368","3","0","0","0","2023-07-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.745687","-73.863579","4","21","413","4535496","4016290060","Corona"
"389891","368367","BROOKLYN","1714","WEST 1 STREET","11223","4","0","0","0","2023-07-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.606018","-73.974513","11","44","412","3177031","3066550011","Gravesend (West)"
"3692","138825","MANHATTAN","209","7 AVENUE","10011","5","0","0","0","2023-06-26T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.743526","-73.996045","4","3","91","1014788","1007980001","Chelsea-Hudson Yards"
"16083","136380","MANHATTAN","340","EAST 74 STREET","10021","120","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.769678","-73.956378","8","5","12601","1044913","1014487501","Upper East Side-Lenox Hill-Roosevelt Island"
"326544","330661","BROOKLYN","323","LINCOLN PLACE","11238","10","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.673364","-73.965561","8","35","215","3029533","3011760070","Prospect Heights"
"345996","313003","BROOKLYN","1174","NOSTRAND AVENUE","11225","6","0","0","0","2021-02-12T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.658842","-73.950442","9","40","802","3115473","3050390046","Prospect Lefferts Gardens-Wingate"
"240452","345418","BROOKLYN","1958","EAST 8 STREET","11223","6","0","0","0","2022-12-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.601401","-73.963665","15","47","416","3190533","3070890031","Gravesend (East)-Homecrest"
"79259","200371","BRONX","1190","FRANKLIN AVENUE","10456","20","0","0","0","2018-12-28T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.829805","-73.904062","3","16","18502","2004275","2026140011","Morrisania"
"30183","130379","MANHATTAN","224","WEST 13 STREET","10011","11","0","0","0","2018-12-20T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.738130","-74.000830","2","3","77","1078165","1006170044","West Village"
"899594","382153","BROOKLYN","730","ROCKAWAY AVENUE","11212","64","0","0","0","2020-12-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.661951","-73.908776","16","42","916","3397844","3035890038","Brownsville"
"13020","125292","MANHATTAN","6","EAST 30 STREET","10016","16","0","0","0","2023-03-16T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.745734","-73.985972","5","4","74","1080780","1008590081","Midtown South-Flatiron-Union Square"
"356117","388273","BROOKLYN","207","PROSPECT AVENUE","11215","6","0","0","0","2022-08-10T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.664847","-73.991655","7","38","14102","3024158","3010527502","Windsor Terrace-South Slope"
"937252","430069","QUEENS","93","LAMONT AVENUE","11373","8","0","0","0","2022-12-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.746090","-73.872593","4","21","467","4538686","4015650040","Elmhurst"
"245741","330466","BROOKLYN","614","MARLBOROUGH ROAD","11226","8","0","0","0","2023-03-24T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.634882","-73.963254","14","45","520","3121151","3052350019","Flatbush (West)-Ditmas Park-Parkville"
"354315","354233","BROOKLYN","2588","PITKIN AVENUE","11208","6","0","0","0","2022-03-22T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.674709","-73.876681","5","37","1194","3094922","3042270021","East New York (North)"
"181009","371686","BROOKLYN","116","88 STREET","11209","2","0","0","0","2023-04-02T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.623115","-74.036178","10","43","50","3153937","3060600011","Bay Ridge"
"660541","421217","QUEENS","1937","GREENE AVENUE","11385","3","0","0","0","2020-12-08T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.707918","-73.909622","5","30","591","4080800","4033880041","Ridgewood"
"900718","428727","QUEENS","155","BEACH 26 STREET","11691","3","0","0","0","2020-04-16T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.593872","-73.759115","14","31","99802","4532530","4158180159","Far Rockaway-Bayswater"
"393881","350097","BROOKLYN","1633","WEST 13 STREET","11223","3","0","0","0","2021-04-24T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.606396","-73.986059","11","44","428","3175292","3066190064","Gravesend (West)"
"805497","100203","MANHATTAN","135","WEST 13 STREET","10011","5","0","0","0","2019-12-10T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.737147","-73.998452","2","3","71","1080196","1006090063","West Village"
"184178","302545","BROOKLYN","199","AMBOY STREET","11212","19","0","0","0","2022-01-19T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.665633","-73.913605","16","41","902","3081400","3035400007","Brownsville"
"79691","219491","BRONX","2432","FULLER STREET","10461","3","0","0","0","2023-06-21T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.841450","-73.851391","10","18","204","2042203","2039960018","Westchester Square"
"393505","366709","BROOKLYN","2033","WEST 11 STREET","11223","4","0","0","0","2022-02-04T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.597390","-73.982467","11","43","402","3190917","3070950071","Gravesend (West)"
"292900","309056","BROOKLYN","740","FLATBUSH AVENUE","11226","12","1","1","0","2021-12-04T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.654651","-73.959671","14","40","50803","3116164","3050630035","Flatbush"
"213579","310150","BROOKLYN","693","BRISTOL STREET","11236","4","0","0","0","2022-02-24T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.653700","-73.908564","16","42","922","3083066","3036420019","Brownsville"
"67009","216319","BRONX","2841","EAST 196 STREET","10461","4","0","0","0","2021-07-07T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.853960","-73.833079","10","13","300","2047636","2042430058","Pelham Bay-Country Club-City Island"
"236445","306241","BROOKLYN","638","EAST 2 STREET","11218","30","0","0","0","2020-11-16T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.635407","-73.976847","12","39","478","3126999","3053950008","Borough Park"
"537384","917621","QUEENS","93","123 STREET","11419","2","0","0","0","2022-03-14T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.694354","-73.824593","9","29","148","4199297","4094400118","South Richmond Hill"
"37396","121011","MANHATTAN","246","WEST 102 STREET","10025","10","0","0","0","2022-01-10T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.798686","-73.969520","7","7","187","1056528","1018730157","Upper West Side-Manhattan Valley"
"463858","418103","QUEENS","73","69 PLACE","11385","4","0","0","0","2022-12-26T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.700998","-73.881573","5","30","629","4090391","4037060030","Glendale"
"118925","201791","BRONX","2743","WALLACE AVENUE","10467","4","0","0","0","2023-01-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.866193","-73.864449","11","15","33801","2053679","2045110041","Allerton"
"646401","405019","QUEENS","1825","CORNELIA STREET","11385","6","0","0","0","2021-01-13T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.701513","-73.904275","5","34","551","4082799","4034630038","Ridgewood"
"158227","814173","BROOKLYN","765","55 STREET","11220","4","0","0","0","2022-10-26T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.638749","-74.007325","7","43","10601","3014829","3008260052","Sunset Park (Central)"
"179725","314666","BROOKLYN","2274","85 STREET","11214","4","0","0","0","2022-12-07T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.601612","-73.991696","11","43","296","3165932","3063480035","Gravesend (West)"
"845767","224256","BRONX","3605","BARNES AVENUE","10467","3","0","0","0","2019-06-17T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.878612","-73.861643","12","12","380","2109529","2046610073","Williamsbridge-Olinville"
"644729","424402","QUEENS","51","CODWISE PLACE","11373","3","0","0","0","2022-03-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.735548","-73.883009","4","30","479","4314606","4024730169","Elmhurst"
"26413","102479","MANHATTAN","49","PARK AVENUE","10016","23","0","0","0","2021-04-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.749074","-73.979879","6","4","80","1019076","1008930001","Murray Hill-Kips Bay"
"437228","400066","QUEENS","31","47 STREET","11103","6","0","0","0","2022-03-11T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.757965","-73.912067","1","22","153","4013225","4007270025","Astoria (East)-Woodside (North)"
"893452","381431","BROOKLYN","1830","BATH AVENUE","11214","9","0","0","0","2021-05-18T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.603353","-74.005182","11","43","280","3389717","3064377502","Bath Beach"
"10672","132823","MANHATTAN","126","EAST 4 STREET","10003","20","0","0","0","2021-12-22T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.725393","-73.987553","3","2","38","1006175","1004450029","East Village"
"77601","206429","BRONX","895","FAIRMOUNT PLACE","10460","31","0","0","0","2022-12-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.841388","-73.886350","6","15","36502","2010150","2029600001","Tremont"
"220915","339129","BROOKLYN","3420","CLARENDON ROAD","11203","43","1","1","0","2022-03-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.643493","-73.944627","17","45","830","3111474","3049510006","East Flatbush-Farragut"
"505029","418919","QUEENS","132","95 AVENUE","11419","3","0","0","0","2021-04-30T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.695472","-73.816321","9","29","148","4199424","4094480036","South Richmond Hill"
"98124","206350","BRONX","57","MT HOPE PLACE","10453","60","0","0","0","2021-03-14T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.849006","-73.909044","5","14","23301","2007909","2028270060","Mount Hope"
"920653","226014","BRONX","2468","GLEBE AVENUE","10461","3","0","0","0","2023-05-15T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.839774","-73.847712","10","13","202","2113838","2039780021","Westchester Square"
"319364","342834","BROOKLYN","201","KENT STREET","11222","6","0","0","0","2021-02-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.731069","-73.952751","1","33","575","3064638","3025510044","Greenpoint"
"72083","712556","BRONX","776","EAST 233 STREET","10466","2","0","0","0","2022-12-20T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.892632","-73.855002","12","11","422","2063720","2048460078","Wakefield-Woodlawn"
"303735","369879","BROOKLYN","1080","GREENE AVENUE","11221","3","0","0","0","2023-03-02T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.691963","-73.925089","4","34","395","3075264","3032930010","Bushwick (East)"
"395367","319909","BROOKLYN","2259","WEST STREET","11223","4","0","0","0","2022-10-05T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.593704","-73.970816","15","44","388","3193728","3071520066","Gravesend (East)-Homecrest"
"657860","406190","QUEENS","1678","GATES AVENUE","11385","6","0","0","0","2021-02-19T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.701630","-73.910071","5","34","549","4082373","4034480023","Ridgewood"
"219078","340867","BROOKLYN","471","CHAUNCEY STREET","11233","6","0","0","0","2020-12-08T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.681990","-73.915704","16","41","373","3040912","3015100057","Ocean Hill"
"11206","103297","MANHATTAN","77","EAST 7 STREET","10003","15","0","0","0","2023-06-28T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.727331","-73.986568","3","2","38","1006346","1004490043","East Village"
"396045","317325","BROOKLYN","1084","WILLMOHR STREET","11212","16","0","0","0","2023-05-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.656661","-73.918291","17","42","888","3102579","3046910009","East Flatbush-Remsen Village"
"1683","128762","MANHATTAN","1124","3 AVENUE","10065","3","0","0","0","2020-12-06T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.765733","-73.963546","8","4","120","1042456","1014000138","Upper East Side-Carnegie Hill"
"210821","332529","BROOKLYN","56","BLEECKER STREET","11221","3","0","0","0","2021-04-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.694206","-73.922111","4","37","419","3075610","3033050015","Bushwick (East)"
"948320","143652","MANHATTAN","1635","LEXINGTON AVENUE","10029","42","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.790501","-73.947538","11","8","166","1089312","1016317501","East Harlem (South)"
"142350","326013","BROOKLYN","8784","17 AVENUE","11214","3","0","0","0","2021-06-30T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.604813","-74.008805","11","47","174","3168523","3064320043","Bath Beach"
"136791","364567","BROOKLYN","7603","11 AVENUE","11228","3","0","0","0","2021-10-28T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.622267","-74.012543","10","43","202","3160478","3062310009","Dyker Heights"
"411713","410331","QUEENS","35","CRESCENT STREET","11106","6","0","0","0","2022-06-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.759096","-73.932550","1","26","47","4004013","4003390014","Queensbridge-Ravenswood-Dutch Kills"
"356072","368449","BROOKLYN","1276","PROSPECT AVENUE","11218","3","0","0","0","2023-06-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.652298","-73.975995","7","39","50202","3122475","3052740039","Windsor Terrace-South Slope"
"145042","339199","BROOKLYN","271","20 STREET","11215","6","0","0","0","2022-06-17T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.661383","-73.991948","7","38","143","3017172","3008850062","Sunset Park (West)"
"49168","218812","BRONX","2414","BEAUMONT AVENUE","10458","36","0","0","0","2019-01-24T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.854539","-73.884253","6","15","389","2012900","2031050001","Belmont"
