"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","total_amount","payment_type","trip_type"
"2","2014-03-24T21:59:32.000","2014-03-24T22:06:51.000","N","1","-73.970779418945313","40.687648773193359","-73.974639892578125","40.671077728271484","1","1.48","7.5","0.5","0.5","0","0",,"8.5","2","1"
"2","2014-10-12T09:28:02.000","2014-10-12T09:48:59.000","N","1","-73.960098266601563","40.715602874755859","-73.973625183105469","40.751583099365234","1","5.62","20.5","0","0.5","4.1","0",,"25.1","1","1"
"1","2014-10-22T01:53:38.000","2014-10-22T02:01:46.000","N","1","-73.975334167480469","40.686729431152344","-73.940956115722656","40.677951812744141","1","2","9","0.5","0.5","0","0",,"10","2","1"
"2","2014-02-27T14:50:41.000","2014-02-27T14:52:30.000","N","1","-73.850547790527344","40.875442504882812","-73.846282958984375","40.876888275146484","1","0.38","3.5","0","0.5","0","0",,"4","2","1"
"2","2014-03-18T16:26:52.000","2014-03-18T16:34:19.000","N","1","-73.885604858398438","40.876998901367188","-73.884780883789062","40.837039947509766","1","1.08","6.5","1","0.5","0","0",,"8","2","1"
"1","2014-11-08T19:53:29.000","2014-11-08T20:11:24.000","N","1","-73.955543518066406","40.673030853271484","-73.947845458984375","40.6351318359375","1","3.2","14","0","0.5","0","0",,"14.5","2","1"
"2","2014-09-10T16:47:33.000","2014-09-10T17:36:28.000","N","1","-73.988861083984375","40.693637847900391","-73.989372253417969","40.745883941650391","1","6.4","32.5","1","0.5","6.7","0",,"40.7","1","1"
"2","2014-03-14T01:11:23.000","2014-03-14T01:29:55.000","N","1","-73.891143798828125","40.746990203857422","-73.958984375","40.689064025878906","2","7.06","22.5","0.5","0.5","0","0",,"23.5","2","1"
"1","2014-07-01T14:59:06.000","2014-07-01T15:08:37.000","N","1","-73.871223449707031","40.733734130859375","-73.888725280761719","40.743473052978516","1","1.3","8","0","0.5","0","0",,"8.5","2","1"
"2","2014-12-31T00:11:29.000","2014-12-31T00:29:29.000","N","1","-73.887283325195313","40.747276306152344","-73.860336303710938","40.749477386474609","1","2.11","12.5","0.5","0.5","0","0",,"13.5","2","1"
"2","2014-08-17T12:25:31.000","2014-08-17T12:43:44.000","N","1","-73.994880676269531","40.702743530273438","-74.004814147949219","40.734043121337891","1","3.54","15","0","0.5","1.5","0",,"17","1","1"
"2","2014-12-28T23:36:06.000","2014-12-28T23:38:10.000","N","1","-73.937278747558594","40.804550170898437","-73.939506530761719","40.798511505126953","1","0.6","4","0.5","0.5","0.5","0",,"5.5","1","1"
"2","2014-07-21T02:26:12.000","2014-07-21T02:52:41.000","N","1","-73.962905883789063","40.711921691894531","-73.934661865234375","40.796920776367188","1","9.26","29.5","0.5","0.5","9","0",,"39.5","1","1"
"2","2014-11-23T16:17:11.000","2014-11-23T16:40:24.000","N","1","-73.844291687011719","40.721370697021484","-73.835700988769531","40.786312103271484","1","7.17","23","0","0.5","0","0",,"23.5","2","1"
"2","2014-12-30T11:41:32.000","2014-12-30T11:47:25.000","N","1","-73.961807250976563","40.682437896728516","-73.978675842285156","40.690383911132812","1","1.24","6","0","0.5","0","0",,"6.5","2","1"
"2","2014-04-30T16:08:02.000","2014-04-30T16:14:23.000","N","1","-73.952224731445312","40.789928436279297","-73.972808837890625","40.792671203613281","2","1.41","7","1","0.5","0","0",,"8.5","2","1"
"2","2014-12-15T07:46:59.000","2014-12-15T07:57:42.000","N","1","-73.949226379394531","40.785163879394531","-73.966621398925781","40.793491363525391","1","1.14","8.5","0","0.5","1.36","0",,"10.36","1","1"
"2","2014-10-31T20:20:25.000","2014-10-31T20:39:27.000","N","1","-73.939071655273437","40.84381103515625","-73.989067077636719","40.758903503417969","1","7.38","23","0.5","0.5","4.7","0",,"28.7","1","1"
"2","2014-08-22T08:32:22.000","2014-08-22T08:37:36.000","N","1","-73.954277038574219","40.805812835693359","-73.963104248046875","40.802021026611328","1","0.88","5.5","0","0.5","0","0",,"6","2","1"
"2","2014-07-08T19:14:38.000","2014-07-08T19:18:29.000","N","1","-73.921966552734375","40.678920745849609","-73.922996520996094","40.671955108642578","1","0.71","5","1","0.5","0","0",,"6.5","2","1"
"2","2014-11-23T04:09:48.000","2014-11-23T04:18:04.000","N","1","-73.965003967285156","40.714454650878906","-73.970695495605469","40.692157745361328","1","2.09","8.5","0.5","0.5","0","0",,"9.5","2","1"
"1","2014-06-30T19:38:33.000","2014-06-30T20:02:14.000","N","1","-73.97900390625","40.683624267578125","-73.938316345214844","40.625591278076172","2","4.8","19.5","1","0.5","4.2","0",,"25.2","1","1"
"2","2014-10-09T20:44:11.000","2014-10-09T20:54:04.000","N","1","-73.94830322265625","40.801418304443359","-73.954757690429688","40.827133178710937","1","2.67","10","0.5","0.5","2","0",,"13","1","1"
"2","2014-10-18T00:15:13.000","2014-10-18T00:42:38.000","N","1","-73.957588195800781","40.717823028564453","-74.004020690917969","40.753334045410156","5","5.91","23","0.5","0.5","4.7","0",,"28.7","1","1"
"2","2014-01-15T18:39:44.000","2014-01-15T18:54:56.000","N","1","-73.880210876464844","40.748115539550781","-73.869911193847656","40.725021362304688","3","2.43","12","1","0.5","0","0",,"13.5","2",
"2","2014-04-20T04:01:23.000","2014-04-20T04:05:18.000","N","1","-73.912559509277344","40.766899108886719","-73.914398193359375","40.755119323730469","5","1.28","5.5","0.5","0.5","0.5","0",,"7","1","1"
"1","2014-06-14T04:12:11.000","2014-06-14T04:21:41.000","N","1","-73.957565307617188","40.722217559814453","-73.941314697265625","40.704662322998047","1","1.9","9","0.5","0.5","2","0",,"12","1","1"
"2","2014-09-19T19:19:28.000","2014-09-19T19:30:39.000","N","1","-73.844337463378906","40.721393585205078","-73.8603515625","40.720863342285156","1","1.7","9","1","0.5","0","0",,"10.5","2","1"
"2","2014-09-20T23:51:53.000","2014-09-21T00:12:14.000","N","1","-73.924125671386719","40.768497467041016","-73.95697021484375","40.721076965332031","3","7.44","24","0.5","0.5","0","0",,"25","2","1"
"2","2014-07-08T10:24:38.000","2014-07-08T11:01:33.000","N","1","-73.890716552734375","40.747028350830078","-73.8271484375","40.685836791992188","1","7.46","29.5","0","0.5","0","0",,"30","2","1"
"2","2014-12-16T12:10:20.000","2014-12-16T12:17:59.000","N","1","-73.937423706054687","40.823562622070312","-73.9193115234375","40.8165283203125","1","1.37","7.5","0","0.5","0","0",,"8","2","1"
"1","2014-06-19T14:21:12.000","2014-06-19T15:13:04.000","N","1","-73.991668701171875","40.631931304931641","-73.950111389160156","40.771457672119141","1","13.4","46.5","0","0.5","10.45","5.33",,"62.78","1","1"
"2","2014-05-12T14:25:20.000","2014-05-12T15:12:41.000","N","1","-73.87823486328125","40.737178802490234","-74.008293151855469","40.731208801269531","1","8.69","36","0","0.5","5","0",,"41.5","1","1"
"2","2014-11-09T12:51:44.000","2014-11-09T12:54:58.000","N","1","-73.862106323242188","40.730392456054687","-73.853599548339844","40.730972290039063","1","0.83","4.5","0","0.5","0.9","0",,"5.9","1","1"
"2","2014-11-23T22:34:15.000","2014-11-23T22:38:33.000","N","1","-73.955810546875","40.714149475097656","-73.942115783691406","40.708984375","2","1.06","5.5","0.5","0.5","1.2","0",,"7.7","1","1"
"2","2014-11-07T21:43:27.000","2014-11-07T22:07:24.000","N","1","-73.957771301269531","40.721828460693359","-74.002304077148438","40.726741790771484","1","3.77","17.5","0.5","0.5","5.4","0",,"23.9","1","1"
"2","2014-05-24T16:53:06.000","2014-05-24T17:06:20.000","N","1","-73.874061584472656","40.735118865966797","-73.890312194824219","40.750545501708984","1","1.76","10","0","0.5","0","0",,"10.5","2","1"
"2","2014-05-03T23:00:54.000","2014-05-03T23:25:52.000","N","1","-73.978408813476563","40.670890808105469","-73.980918884277344","40.729740142822266","5","7.04","24.5","0.5","0.5","3.5","0",,"29","1","1"
"2","2014-09-06T17:43:51.000","2014-09-06T17:57:18.000","N","1","-73.944664001464844","40.78741455078125","-73.969894409179688","40.755912780761719","1","2.57","11.5","0","0.5","0","0",,"12","2","1"
"2","2014-02-22T08:29:49.000","2014-02-22T08:40:44.000","N","1","-73.947395324707031","40.801040649414063","-73.942085266113281","40.829303741455078","1","2.23","10.5","0","0.5","0","0",,"11","2","1"
"2","2014-12-03T10:59:03.000","2014-12-03T11:12:35.000","N","1","-73.953369140625","40.788631439208984","-73.950874328613281","40.770706176757813","1","1.94","10.5","0","0.5","2.1","0",,"13.1","1","1"
"2","2014-11-08T15:47:25.000","2014-11-08T16:12:44.000","N","1","-73.940635681152344","40.839427947998047","-73.982063293457031","40.775550842285156","1","5.55","21.5","0","0.5","4.3","0",,"26.3","1","1"
"2","2014-10-24T20:45:05.000","2014-10-24T20:52:49.000","N","1","-73.935440063476562","40.761203765869141","-73.933128356933594","40.771961212158203","1","0.95","6","0.5","0.5","0","0",,"7","2","1"
"2","2014-12-17T10:36:17.000","2014-12-17T10:45:27.000","N","1","-73.966575622558594","40.803955078125","-73.971359252929688","40.784400939941406","1","1.72","8.5","0","0.5","2","0",,"11","1","1"
"2","2014-10-25T15:32:06.000","2014-10-25T15:37:03.000","N","1","-73.930000305175781","40.756393432617188","-73.940345764160156","40.760528564453125","1","0.77","5.5","0","0.5","0","0",,"6","1","1"
"2","2014-08-28T01:00:11.000","2014-08-28T01:07:29.000","N","1","-73.936698913574219","40.804271697998047","-73.918388366699219","40.810642242431641","1","1.38","7","0.5","0.5","0","0",,"8","2","1"
"2","2014-07-21T22:15:15.000","2014-07-21T22:31:33.000","N","1","-73.955917358398438","40.714061737060547","-73.927383422851563","40.76287841796875","1","4.61","16","0.5","0.5","0","0",,"17","2","1"
"2","2014-08-12T12:39:44.000","2014-08-12T12:49:09.000","N","1","-73.979866027832031","40.668968200683594","-73.983528137207031","40.644832611083984","4","2.36","10","0","0.5","0","0",,"10.5","2","1"
"2","2014-11-26T13:46:07.000","2014-11-26T14:30:36.000","N","1","-73.937828063964844","40.848213195800781","-73.835311889648437","40.745426177978516","1","13.7","44.5","0","0.5","0","5.33",,"50.33","2","1"
"1","2014-08-30T00:23:20.000","2014-08-30T00:42:27.000","N","1","-73.981422424316406","40.674938201904297","-73.941444396972656","40.724147796630859","1","5.3","19.5","0.5","0.5","0","0",,"20.5","2","1"
"2","2014-09-20T17:59:51.000","2014-09-20T18:22:52.000","N","1","-73.8692626953125","40.734428405761719","-73.88482666015625","40.757656097412109","1","2.15","15","0","0.5","0","0",,"15.5","2","1"
"2","2014-01-31T16:13:56.000","2014-01-31T16:17:17.000","N","1","-73.844230651855469","40.721099853515625","-73.850418090820313","40.711383819580078","1","0.74","4.5","1","0.5","1.1","0",,"7.1","1",
"2","2014-03-07T06:37:11.000","2014-03-07T07:03:18.000","N","1","-73.9267578125","40.864780426025391","-73.979301452636719","40.760162353515625","1","10.86","32.5","0","0.5","6.5","0",,"39.5","1","1"
"2","2014-01-04T21:48:14.000","2014-01-04T22:00:02.000","N","1","-73.941246032714844","40.747409820556641","-73.978073120117187","40.752178192138672","1","3.13","12","0.5","0.5","0","0",,"13","2",
"1","2014-12-05T08:55:42.000","2014-12-05T09:47:49.000","N","1","-73.994132995605469","40.697246551513672","-73.783638000488281","40.643630981445313","1","13.9","48.5","0","0.5","0","0",,"49","2","1"
"2","2014-10-06T07:47:03.000","2014-10-06T08:00:39.000","N","1","-73.9298095703125","40.830303192138672","-73.943351745605469","40.810810089111328","1","2.22","11","0","0.5","0","0",,"11.5","1","1"
"2","2014-10-08T17:36:19.000","2014-10-08T17:48:31.000","N","1","-73.964988708496094","40.683063507080078","-73.968330383300781","40.707450866699219","1","2.15","10","1","0.5","0","0",,"11.5","2","1"
"1","2014-03-26T21:38:20.000","2014-03-26T21:42:18.000","N","1","-73.958427429199219","40.71722412109375","-73.956253051757813","40.727210998535156","1","0.9","5","0.5","0.5","1.2","0",,"7.2","1",
"2","2014-09-07T19:32:52.000","2014-09-07T19:43:09.000","N","1","-74.010688781738281","40.671974182128906","-73.990852355957031","40.665481567382813","1","1.48","8.5","0","0.5","1.7","0",,"10.7","1","1"
"1","2014-03-03T10:43:10.000","2014-03-03T10:57:32.000","N","1","-73.844131469726563","40.721153259277344","-73.884071350097656","40.738315582275391","1","2.9","13.5","0","0.5","0","0",,"14","2",
"2","2014-11-27T10:31:11.000","2014-11-27T10:40:24.000","N","1","-73.914924621582031","40.763832092285156","-73.862503051757813","40.768882751464844","1","3.53","12","0","0.5","0","0",,"12.5","2","1"
"2","2014-07-26T21:04:50.000","2014-07-26T21:16:42.000","N","1","-73.957771301269531","40.717777252197266","-73.953704833984375","40.743824005126953","5","2.29","10.5","0.5","0.5","0","0",,"11.5","2","1"
"2","2014-06-13T22:32:38.000","2014-06-13T22:55:07.000","N","1","-73.957710266113281","40.729915618896484","-74.011802673339844","40.707515716552734","1","6.02","21","0.5","0.5","4.3","0",,"26.3","1","1"
"2","2014-04-16T13:41:05.000","2014-04-16T13:45:21.000","N","1","-73.991790771484375","40.691013336181641","-73.99908447265625","40.675872802734375","1","1.13","5.5","0","0.5","0","0",,"6","2","1"
"2","2014-07-24T18:00:43.000","2014-07-24T18:07:45.000","N","1","-73.931594848632813","40.814041137695313","-73.951927185058594","40.809188842773438","1","1.62","7","1","0.5","2","0",,"10.5","1","1"
"2","2014-12-06T22:56:22.000","2014-12-06T23:30:08.000","N","1","-73.951980590820313","40.685340881347656","-74.030715942382812","40.617237091064453","1","9.9","32","0.5","0.5","0","0",,"33","1","1"
"2","2014-12-19T09:03:50.000","2014-12-19T09:16:22.000","N","1","-73.909858703613281","40.813461303710937","-73.936347961425781","40.820598602294922","1","1.49","10","0","0.5","0","0",,"10.5","2","1"
"2","2014-08-21T21:22:02.000","2014-08-21T21:43:29.000","N","1","-73.966751098632813","40.683506011962891","-73.992179870605469","40.725353240966797","1","3.53","17","0.5","0.5","0","0",,"18","2","1"
"2","2014-03-08T02:37:56.000","2014-03-08T03:07:28.000","N","1","-73.995956420898438","40.678470611572266","-73.853988647460937","40.692996978759766","1","8.8","28.5","0.5","0.5","3","0",,"32.5","1","1"
"2","2014-12-15T17:05:15.000","2014-12-15T17:16:17.000","N","1","-73.975303649902344","40.674701690673828","-73.962509155273437","40.658100128173828","1","1.61","9.5","1","0.5","2.62","0",,"13.62","1","1"
"2","2014-06-07T21:48:45.000","2014-06-07T21:57:00.000","N","1","-73.952354431152344","40.789684295654297","-73.971221923828125","40.766708374023438","5","2.04","9","0.5","0.5","0","0",,"10","2","1"
"1","2014-01-12T19:31:36.000","2014-01-12T19:35:41.000","N","1","-73.933082580566406","40.850162506103516","-73.935478210449219","40.843250274658203","1","0.7","5","0","0.5","0","0",,"5.5","2",
"2","2014-08-09T19:41:38.000","2014-08-09T19:50:41.000","N","1","-73.956466674804688","40.718654632568359","-73.945098876953125","40.723121643066406","1","0.93","7.5","0","0.5","0","0",,"8","2","1"
"2","2014-07-26T17:28:22.000","2014-07-26T17:39:28.000","N","1","-73.956794738769531","40.814014434814453","-73.966148376464844","40.799850463867188","6","1.94","10","0","0.5","0","0",,"10.5","2","1"
"2","2014-12-05T08:44:16.000","2014-12-05T09:04:47.000","N","1","-73.9404296875","40.822166442871094","-73.892120361328125","40.819080352783203","1","3.31","16","0","0.5","0","0",,"16.5","1","1"
"2","2014-02-18T13:56:22.000","2014-02-18T13:59:55.000","N","1","-73.952690124511719","40.810863494873047","-73.961944580078125","40.805351257324219","1","0.87","5","0","0.5","0","0",,"5.5","2","1"
"2","2014-10-15T00:55:29.000","2014-10-15T00:58:51.000","N","1","-73.890335083007812","40.746963500976563","-73.888336181640625","40.739078521728516","1","0.54","4.5","0.5","0.5","0","0",,"5.5","2","1"
"2","2014-05-02T19:01:26.000","2014-05-02T19:09:34.000","N","1","-73.913078308105469","40.820133209228516","-73.889900207519531","40.819107055664063","1","1.5","7.5","1","0.5","0","0",,"9","2","1"
"2","2014-05-29T11:03:53.000","2014-05-29T11:08:09.000","N","1","-73.957756042480469","40.801239013671875","-73.964714050292969","40.807102203369141","1","0.72","5","0","0.5","0","0",,"5.5","2","1"
"2","2014-12-05T18:51:35.000","2014-12-05T19:00:00.000","N","1","-73.940513610839844","40.840301513671875","-73.947959899902344","40.824527740478516","1","1.39","8","1","0.5","0","0",,"9.5","2","1"
"2","2014-02-06T12:45:03.000","2014-02-06T13:14:34.000","N","1","-73.89263916015625","40.747150421142578","-73.832466125488281","40.713459014892578","3","8.12","28.5","0","0.5","5.7","0",,"34.7","1",
"2","2014-05-27T16:41:34.000","2014-05-27T16:42:07.000","N","1","-73.937690734863281","40.758281707763672","-73.937576293945313","40.758285522460937","1","0","2.5","1","0.5","0","0",,"4","1","1"
"1","2014-08-31T14:47:37.000","2014-08-31T14:49:52.000","N","1","-73.834281921386719","40.757884979248047","-73.834053039550781","40.757457733154297","2","3.1","3.5","0","0.5","0","0",,"4","3","1"
"2","2014-04-22T08:24:56.000","2014-04-22T08:39:09.000","N","1","-73.938728332519531","40.804908752441406","-73.966361999511719","40.794605255126953","1","2.24","11","0","0.5","0","0",,"11.5","2","1"
"2","2014-12-21T00:20:56.000","2014-12-21T00:25:38.000","N","1","-73.930038452148438","40.756511688232422","-73.941490173339844","40.761695861816406","1","0.75","5","0.5","0.5","0","0",,"6","2","1"
"1","2014-10-04T15:27:33.000","2014-10-04T15:43:51.000","N","1","-73.94146728515625","40.791942596435547","-73.979515075683594","40.748760223388672","1","5.5","19","0","0.5","3.9","0",,"23.4","1","1"
"2","2014-01-09T11:06:59.000","2014-01-09T11:36:59.000","N","1","-73.984329223632813","40.689090728759766","-73.867095947265625","40.663532257080078","1","7.67","27","0","0.5","0","0",,"27.5","2",
"2","2014-12-05T20:11:21.000","2014-12-05T20:26:10.000","N","1","-73.992172241210937","40.690086364746094","-73.978858947753906","40.670684814453125","1","2.08","11.5","0.5","0.5","3","0",,"15.5","1","1"
"2","2014-08-17T19:14:02.000","2014-08-17T19:23:07.000","N","1","-73.903793334960937","40.752002716064453","-73.923866271972656","40.753795623779297","1","1.55","8","0","0.5","0","0",,"8.5","2","1"
"2","2014-07-04T21:33:48.000","2014-07-04T21:40:17.000","N","1","-73.994056701660156","40.667888641357422","-74.017471313476562","40.645248413085938","1","2.01","8","0.5","0.5","2.12","0",,"11.12","1","1"
"2","2014-04-25T21:23:50.000","2014-04-25T21:44:38.000","N","1","-73.963081359863281","40.713832855224609","-74.006874084472656","40.719612121582031","1","3.44","16","0.5","0.5","3","0",,"20","1","1"
"1","2014-11-28T20:13:20.000","2014-11-28T20:37:44.000","N","1","-73.945053100585937","40.808204650878906","-73.973892211914063","40.747966766357422","4","4.9","19.5","0.5","0.5","0","0",,"20.5","2","1"
"2","2014-12-05T19:29:39.000","2014-12-05T20:00:10.000","N","1","-73.914268493652344","40.824180603027344","-73.849433898925781","40.876861572265625","1","5.79","23.5","1","0.5","0","0",,"25","2","1"
"2","2014-06-05T12:17:48.000","2014-06-05T12:29:26.000","N","1","-73.955726623535156","40.787769317626953","-73.947059631347656","40.772491455078125","1","1.59","9","0","0.5","2.25","0",,"11.75","1","1"
"2","2014-03-04T14:33:33.000","2014-03-04T14:48:09.000","N","1","-73.950935363769531","40.810123443603516","-73.948883056640625","40.784820556640625","1","2.46","11.5","0","0.5","0","0",,"12","2","1"
"1","2014-09-09T15:20:42.000","2014-09-09T15:24:22.000","N","1","-73.932380676269531","40.857151031494141","-73.928558349609375","40.853858947753906","1","0.6","4.5","0","0.5","0","0",,"5","2","1"
"1","2014-10-05T12:59:16.000","2014-10-05T13:04:25.000","N","1","-73.886817932128906","40.855125427246094","-73.883766174316406","40.846893310546875","1","0.8","5.5","0","0.5","0","0",,"6","2","1"
"2","2014-11-13T09:35:00.000","2014-11-13T09:40:06.000","N","1","-73.965660095214844","40.710445404052734","-73.959197998046875","40.708854675292969","3","0.43","4","0","0.5","0","0",,"4.5","2","1"
"2","2014-11-03T19:06:58.000","2014-11-03T19:12:17.000","N","1","-73.892890930175781","40.7489013671875","-73.889091491699219","40.741664886474609","2","1.08","5.5","1","0.5","0","0",,"7","2","1"
"2","2014-05-18T11:25:16.000","2014-05-18T11:38:32.000","N","1","-73.919036865234375","40.758998870849609","-73.877998352050781","40.748188018798828","1","2.71","11.5","0","0.5","0","0",,"12","2","1"
"2","2014-08-05T23:59:58.000","2014-08-06T00:08:52.000","N","1","-73.94683837890625","40.810798645019531","-73.950706481933594","40.814285278320313","6","1.72","7","0.5","0.5","1.5","0",,"9.5","1","1"
"2","2014-01-09T19:41:36.000","2014-01-09T19:47:20.000","N","1","-73.872650146484375","40.841316223144531","-73.888824462890625","40.849193572998047","1","1.27","6.5","1","0.5","0","0",,"8","2",
"1","2014-09-16T19:30:45.000","2014-09-16T19:39:52.000","N","1","-73.954170227050781","40.789928436279297","-73.949081420898437","40.778354644775391","1","1.2","7.5","1","0.5","1.8","0",,"10.8","1","1"
"2","2014-08-16T10:16:00.000","2014-08-16T10:26:36.000","N","1","-73.939033508300781","40.804958343505859","-73.953811645507813","40.775470733642578","4","2.49","10","0","0.5","2","0",,"12.5","1","1"
"1","2014-07-30T21:59:03.000","2014-07-30T22:29:15.000","N","5","-73.942543029785156","40.836868286132812","-73.925064086914063","40.827827453613281","4","3.1","0","0","0","0","0",,"0","2","2"
"1","2014-09-06T01:26:16.000","2014-09-06T01:37:13.000","N","1","-73.969291687011719","40.689502716064453","-73.9263916015625","40.699546813964844","2","2.7","11","0.5","0.5","3","0",,"15","1","1"
"2","2014-08-13T12:29:32.000","2014-08-13T12:35:24.000","N","1","-73.939826965332031","40.798118591308594","-73.937980651855469","40.816291809082031","1","1.74","7.5","0","0.5","0","0",,"8","2","1"
"1","2014-06-28T11:58:15.000","2014-06-28T12:07:57.000","N","1","-73.915962219238281","40.772743225097656","-73.924087524414063","40.756072998046875","1","1.9","8.5","0","0.5","0","0",,"9","2","1"
"2","2014-07-07T07:06:15.000","2014-07-07T07:16:10.000","N","1","-73.907157897949219","40.8865966796875","-73.886650085449219","40.881641387939453","1","3.68","13.5","0","0.5","1.5","0",,"15.5","1","1"
"2","2014-09-23T09:26:58.000","2014-09-23T09:31:21.000","N","1","-73.954643249511719","40.787456512451172","-73.954742431640625","40.779117584228516","1","0.78","5","0","0.5","1","0",,"6.5","1","1"
"2","2014-12-18T13:35:46.000","2014-12-18T13:53:10.000","N","1","-73.942253112792969","40.841209411621094","-73.967132568359375","40.806938171386719","1","3.08","15","0","0.5","3","0",,"18.5","1","1"
"1","2014-09-29T17:30:37.000","2014-09-29T17:39:43.000","N","1","-73.919097900390625","40.758880615234375","-73.930320739746094","40.744701385498047","1","1.3","8","1","0.5","0","0",,"9.5","2","1"
"2","2014-09-30T01:55:49.000","2014-09-30T02:02:13.000","N","1","-73.958000183105469","40.70849609375","-73.932647705078125","40.697303771972656","1","1.57","7","0.5","0.5","1.88","0",,"9.88","1","1"
"1","2014-03-21T17:24:52.000","2014-03-21T17:46:06.000","N","1","-73.914604187011719","40.814876556396484","-73.91729736328125","40.827232360839844","1","1.7","14","1","0.5","0","0",,"15.5","2",
"2","2014-08-07T23:11:21.000","2014-08-07T23:21:26.000","N","1","-73.900733947753906","40.850067138671875","-73.874664306640625","40.829891204833984","1","2.31","9.5","0.5","0.5","0","0",,"10.5","2","1"
"2","2014-06-13T00:51:10.000","2014-06-13T01:07:14.000","N","1","-73.936607360839844","40.803153991699219","-73.877090454101563","40.880466461181641","1","8.55","25.5","0.5","0.5","0","0",,"26.5","2","1"
"2","2014-01-01T02:03:28.000","2014-01-01T02:11:47.000","N","1","-73.952430725097656","40.810665130615234","-73.954490661621094","40.820896148681641","1","1.38","8","0.5","0.5","0","0",,"9","2",
"1","2014-08-19T17:12:53.000","2014-08-19T17:24:14.000","N","1","-73.962554931640625","40.804824829101563","-73.943962097167969","40.821128845214844","1","1.7","9.5","1","0.5","0","0",,"11","2","1"
"1","2014-12-13T02:49:34.000","2014-12-13T02:54:15.000","N","1","-73.954002380371094","40.587379455566406","-73.940460205078125","40.593734741210937","1","1.1","6","0.5","0.5","0","0",,"7","1","1"
"2","2014-01-27T17:23:28.000","2014-01-27T17:34:22.000","N","1","-73.966705322265625","40.804275512695313","-73.952003479003906","40.798748016357422","1","0.83","7.5","1","0.5","0","0",,"9","2",
"2","2014-10-22T20:59:45.000","2014-10-22T21:02:31.000","N","1","-73.957534790039063","40.717761993408203","-73.963226318359375","40.713691711425781","1","0.6","4","0.5","0.5","1","0",,"6","1","1"
"2","2014-05-25T03:09:42.000","2014-05-25T03:15:08.000","N","1","-73.934661865234375","40.801418304443359","-73.954978942871094","40.80419921875","1","1.37","6.5","0.5","0.5","0","0",,"7.5","2","1"
"2","2014-10-27T20:06:04.000","2014-10-27T20:27:34.000","N","1","-73.98736572265625","40.691886901855469","-73.909904479980469","40.691120147705078","1","4.66","18","0.5","0.5","0","0",,"19","1","1"
"2","2014-11-20T17:13:00.000","2014-11-20T17:24:03.000","N","1","-73.949729919433594","40.807235717773438","-73.970596313476563","40.791667938232422","1","1.88","9.5","1","0.5","2.62","0",,"13.62","1","1"
"2","2014-11-03T02:22:19.000","2014-11-03T02:31:04.000","N","1","-73.890945434570313","40.7469482421875","-73.867919921875","40.752376556396484","1","1.63","8","0.5","0.5","0","0",,"9","2","1"
"2","2014-04-03T00:51:17.000","2014-04-03T00:54:43.000","N","1","-73.956382751464844","40.813545227050781","-73.951133728027344","40.825298309326172","1","0.82","5","0.5","0.5","0","0",,"6","2","1"
"2","2014-05-11T00:13:25.000","2014-05-11T00:32:04.000","N","1","-73.964897155761719","40.806682586669922","-74.006370544433594","40.744415283203125","5","5.88","19.5","0.5","0.5","0","0",,"20.5","1","1"
"2","2014-01-05T06:20:00.000","2014-01-05T06:29:00.000","N","1","-73.925018310546875","40.861923217773438","-73.942573547363281","40.806644439697266","1","2.43","10","0","0.5","0","0",,"10.5","2",
"1","2014-03-28T22:51:57.000","2014-03-28T22:54:53.000","N","1","-73.928726196289063","40.864677429199219","-73.917678833007812","40.868824005126953","1","0.6","4.5","0.5","0.5","0","0",,"5.5","2",
"2","2014-08-16T18:27:32.000","2014-08-16T18:48:47.000","N","1","-73.951408386230469","40.790946960449219","-73.985786437988281","40.763961791992188","1","4.83","19.5","0","0.5","0","0",,"20","2","1"
"2","2014-08-03T00:56:05.000","2014-08-03T01:05:48.000","N","1","-73.919197082519531","40.758773803710937","-73.923744201660156","40.736961364746094","1","1.76","9","0.5","0.5","1.5","0",,"11.5","1","1"
"2","2014-09-15T14:26:06.000","2014-09-15T14:36:51.000","N","1","-73.844291687011719","40.721622467041016","-73.852035522460938","40.729389190673828","1","0.76","5","0","0.5","0","0",,"5.5","2","1"
"2","2014-03-14T21:18:51.000","2014-03-14T21:36:01.000","N","1","-73.878990173339844","40.825969696044922","-73.831634521484375","40.882453918457031","5","7.28","22.5","0.5","0.5","0","0",,"23.5","2","1"
"1","2014-09-29T09:27:45.000","2014-09-29T09:38:10.000","N","1","-73.951072692871094","40.825740814208984","-73.972633361816406","40.794200897216797","1","2.8","11","0","0.5","2.3","0",,"13.8","1","1"
"2","2014-07-13T11:57:07.000","2014-07-13T12:10:04.000","N","1","-73.948577880859375","40.784996032714844","-73.985549926757813","40.722164154052734","1","5.87","18.5","0","0.5","2.5","0",,"21.5","1","1"
"2","2014-08-05T23:41:22.000","2014-08-05T23:48:26.000","N","1","-73.891380310058594","40.746585845947266","-73.900146484375","40.732158660888672","1","1.46","7","0.5","0.5","2","0",,"10","1","1"
