"unique_id","generated_on","site_id","status","ppt_id","address","city","state","zip","boro","latitude","longitude","cross_street_1","cross_street_2","corner","community_board","council_district","census_tract","nta","bbl","bin","install_date","active_date","wifi_status","wifi_status_date","tablet_status","tablet_status_date","phone_status","phone_status_date","geocoded_column"
"2023-04-17.06:00:00.629.qu-03-136451","2023-04-17 06:00:00.629","qu-03-136451","Live","136451","85-05 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74801962","-73.88092373","85 STREET","86 STREET","NE","403","21","4027900","Jackson Heights","4014730045","4036249","2017-08-30 20:00:00.000","2017-10-05 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74801962, -73.88092373)"
"2023-04-17.06:00:00.629.qu-03-136366","2023-04-17 06:00:00.629","qu-03-136366","Live","136366","95-31 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.7491117","-73.87062416","WARREN STREET","95 STREET","NW","403","21","4027300","Jackson Heights","4014830044","4036618","2017-07-21 20:00:00.000","2017-09-07 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.7491117, -73.87062416)"
"2023-04-17.06:00:00.629.qu-03-136305","2023-04-17 06:00:00.629","qu-03-136305","Live","136305","90-13 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74855095","-73.87577475","91 STREET","ELMHURST AVENUE","MIDBLOCK","403","21","4027500","Jackson Heights","4014780040","4036371","2017-08-04 20:00:00.000","2017-09-07 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74855095, -73.87577475)"
"2023-04-17.06:00:00.629.qu-03-134084","2023-04-17 06:00:00.629","qu-03-134084","Live","134084","86-23 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74816825","-73.87951058","87 STREET","86 STREET","NW","403","21","4027900","Jackson Heights","4014740037","4036259","2017-08-30 20:00:00.000","2017-10-03 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74816825, -73.87951058)"
"2023-04-17.06:00:00.629.qu-03-134080","2023-04-17 06:00:00.629","qu-03-134080","Live","134080","77-01 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74722343","-73.888492","77 STREET","78 STREET","NE","403","25","4028700","Jackson Heights","4012880048","4029906","2017-07-07 20:00:00.000","2017-08-24 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74722343, -73.888492)"
"2023-04-17.06:00:00.629.qu-03-134030","2023-04-17 06:00:00.629","qu-03-134030","Live","134030","73-02 NORTHERN BOULEVARD","New York","NY","11372","Queens","40.754507","-73.893639","73 STREET","74 STREET","SE","403","25","4028900","Jackson Heights","4012460001","4028633","2018-04-27 20:00:00.000","2018-06-19 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.754507, -73.893639)"
"2023-04-17.06:00:00.629.qu-03-133667","2023-04-17 06:00:00.629","qu-03-133667","Live","133667","81-03 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74762687","-73.88464352","81 STREET","82 STREET","NE","403","21","4028300","Jackson Heights","4012920048","4030026","2017-07-21 20:00:00.000","2018-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74762687, -73.88464352)"
"2023-04-17.06:00:00.629.qu-03-132974","2023-04-17 06:00:00.629","qu-03-132974","Installed","132974","74-18 37 AVENUE","New York","NY","11372","Queens","40.7489749","-73.8910703","75th Street","74th Street","SW","403","25","QN-289","Jackson Heights","4012850040","4029828","2022-11-30 19:00:00.000",,"null","null","null","null","null","null","
,  
(40.7489749, -73.8910703)"
"2023-04-17.06:00:00.629.qu-03-125430","2023-04-17 06:00:00.629","qu-03-125430","Live","125430","32-52 100 STREET","New York","NY","11369","Queens","40.75748463","-73.86858881","32 AVENUE","NORTHERN BOULEVARD","NW","403","21","4036300","East Elmhurst","4014290034","4035112","2018-04-27 20:00:00.000","2019-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.75748463, -73.86858881)"
"2023-04-17.06:00:00.629.qu-03-125413","2023-04-17 06:00:00.629","qu-03-125413","Live","125413","84-02 NORTHERN BOULEVARD","New York","NY","11372","Queens","40.7555251","-73.8834031","Northern Boulevard","34th Avenue","SE","403","25","QN-281","Jackson Heights","4014320001","4035173","2022-11-11 19:00:00.000","2023-01-10 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.7555251, -73.8834031)"
"2023-04-17.06:00:00.629.qu-03-125402","2023-04-17 06:00:00.629","qu-03-125402","Live","125402","102-02 NORTHERN BOULEVARD","New York","NY","11368","Queens","40.75744562","-73.86643426","102 STREET","103 STREET","SE","403","21","4037900","North Corona","4017170001","4042582","2018-04-27 20:00:00.000","2018-06-28 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.75744562, -73.86643426)"
"2023-04-17.06:00:00.629.qu-03-125399","2023-04-17 06:00:00.629","qu-03-125399","Live","125399","85-10 NORTHERN BOULEVARD","New York","NY","11372","Queens","40.755835","-73.881778","86 STREET","85 STREET","SW","403","25","4028100","Jackson Heights","4014330003","4035201","2018-04-27 20:00:00.000","2018-06-27 20:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.755835, -73.881778)"
"2023-04-17.06:00:00.629.qu-03-125377","2023-04-17 06:00:00.629","qu-03-125377","Live","125377","88-22 37 AVENUE","New York","NY","11372","Queens","40.7503431","-73.8780368","89th Street","88th Street","SW","403","21","QN-277","Jackson Heights","4014760001","4036294","2022-10-28 20:00:00.000","2023-01-16 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.7503431, -73.8780368)"
"2023-04-17.06:00:00.629.qu-03-125359","2023-04-17 06:00:00.629","qu-03-125359","Live","125359","82-01 37 AVENUE","New York","NY","11372","Queens","40.74982932","-73.88415453","82 STREET","83 STREET","NE","403","25","4028300","Jackson Heights","4014560041","4035816","2017-08-18 20:00:00.000","2017-11-07 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74982932, -73.88415453)"
"2023-04-17.06:00:00.629.qu-03-125337","2023-04-17 06:00:00.629","qu-03-125337","Live","125337","82-03 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74772878","-73.88366475","82 STREET","83 STREET","NE","403","21","4028300","Jackson Heights","4014700045","4036213","2017-07-07 20:00:00.000","2017-09-06 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74772878, -73.88366475)"
"2023-04-17.06:00:00.629.qu-03-111054","2023-04-17 06:00:00.629","qu-03-111054","Live","111054","87-15 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74825267","-73.87871569","88 STREET","87 STREET","MIDBLOCK","403","21","4027900","Jackson Heights","4014750027","4036272","2017-07-07 20:00:00.000","2017-09-07 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74825267, -73.87871569)"
"2023-04-17.06:00:00.629.qu-03-100928","2023-04-17 06:00:00.629","qu-03-100928","Live","100928","80-05 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74753882","-73.88549761","80 STREET","81 STREET","NE","403","25","4028300","Jackson Heights","4012910045","4030000","2017-08-18 20:00:00.000","2017-09-24 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74753882, -73.88549761)"
"2023-04-17.06:00:00.629.qu-02-158449","2023-04-17 06:00:00.629","qu-02-158449","Installed","158449","52-19 QUEENS BOULEVARD","New York","NY","11377","Queens","40.7426365","-73.912044","53rd Street","52nd Street","NW","402","26","null","Hunters Point-Sunnyside-West Maspeth","null","null","2023-03-28 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.7426365, -73.912044)"
"2023-04-17.06:00:00.629.qu-02-157852","2023-04-17 06:00:00.629","qu-02-157852","Installed","157852","50-15 ROOSEVELT AVENUE","New York","NY","11377","Queens","40.7443305","-73.9140299","51st Street","50th Street","SW","402","26","null","Hunters Point-Sunnyside-West Maspeth","4001380024","null","2023-02-06 19:00:00.000",,"null","null","null","null","null","null","
,  
(40.7443305, -73.9140299)"
"2023-04-17.06:00:00.629.qu-02-154903","2023-04-17 06:00:00.629","qu-02-154903","Live","154903","49-01 43 AVENUE","New York","NY","11377","Queens","40.744716","-73.9154721","43rd Avenue","Skillman Avenue","NE","402","26","null","Hunters Point-Sunnyside-West Maspeth","null","null","2022-09-20 20:00:00.000","2022-10-31 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.744716, -73.9154721)"
"2023-04-17.06:00:00.629.qu-02-146061","2023-04-17 06:00:00.629","qu-02-146061","Live","146061","10-50 44 Drive","New York","NY","11101","Queens","40.748497","-73.949855","11 STREET","10 STREET","SW","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000510024","4000429","2018-01-16 19:00:00.000","2018-05-30 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.748497, -73.949855)"
"2023-04-17.06:00:00.629.qu-02-146059","2023-04-17 06:00:00.629","qu-02-146059","Live","146059","47-43 VERNON BOULEVARD","New York","NY","11101","Queens","40.74432049","-73.95348371","48 AVENUE","47 ROAD","NE","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000450002","4000266","2018-01-16 19:00:00.000","2018-04-23 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74432049, -73.95348371)"
"2023-04-17.06:00:00.629.qu-02-146051","2023-04-17 06:00:00.629","qu-02-146051","Live","146051","10-58 45 AVENUE","New York","NY","11101","Queens","40.747793","-73.950086","11 STREET","VERNON BOULEVARD","SW","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000500028","4000419","2018-01-16 19:00:00.000","2018-07-10 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.747793, -73.950086)"
"2023-04-17.06:00:00.629.qu-02-145985","2023-04-17 06:00:00.629","qu-02-145985","Live","145985","45-59 46 STREET","New York","NY","11377","Queens","40.74130348","-73.9190056","47 AVENUE","GREENPOINT AVENUE","NE","402","26","4023500","Hunters Point-Sunnyside-West Maspeth","4001530005","4001553","2017-10-13 20:00:00.000","2018-05-22 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74130348, -73.9190056)"
"2023-04-17.06:00:00.629.qu-02-145981","2023-04-17 06:00:00.629","qu-02-145981","Live","145981","43-01 48 AVENUE","New York","NY","11377","Queens","40.73968025","-73.92206966","43 STREET","44 STREET","NE","402","26","4018502","Hunters Point-Sunnyside-West Maspeth","4001730001","4002100","2017-10-13 20:00:00.000","2018-03-14 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.73968025, -73.92206966)"
"2023-04-17.06:00:00.629.qu-02-145926","2023-04-17 06:00:00.629","qu-02-145926","Live","145926","27-35 JACKSON AVENUE","New York","NY","11101","Queens","40.7481039","-73.93995198","DUTCH KILLS STREET","QUEENS STREET","MIDBLOCK","402","26","4001900","Hunters Point-Sunnyside-West Maspeth","4004320008","4005127","2017-09-15 20:00:00.000","2017-10-17 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.7481039, -73.93995198)"
"2023-04-17.06:00:00.629.qu-02-145849","2023-04-17 06:00:00.629","qu-02-145849","Live","145849","69-02 QUEENS BOULEVARD","New York","NY","11377","Queens","40.739922","-73.895296","69 STREET","70 STREET","MIDBLOCK","402","30","4048900","Elmhurst-Maspeth","4024320009","4056320","2017-06-02 20:00:00.000","2017-10-05 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.739922, -73.895296)"
"2023-04-17.06:00:00.629.qu-02-145795","2023-04-17 06:00:00.629","qu-02-145795","Live","145795","48-15 11 STREET","New York","NY","11101","Queens","40.74338234","-73.95080577","11 STREET","48 AVENUE","SW","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000617501","4536917","2017-03-10 19:00:00.000","2018-05-29 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74338234, -73.95080577)"
"2023-04-17.06:00:00.629.qu-02-145792","2023-04-17 06:00:00.629","qu-02-145792","Live","145792","23-03 JACKSON AVENUE","New York","NY","11101","Queens","40.74608863","-73.94524605","DAVIS STREET","PEARSON STREET","NE","402","26","4001900","Hunters Point-Sunnyside-West Maspeth","4000800004","4000690","2017-03-10 19:00:00.000","2017-03-28 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74608863, -73.94524605)"
"2023-04-17.06:00:00.629.qu-02-145791","2023-04-17 06:00:00.629","qu-02-145791","Live","145791","25-01 JACKSON AVENUE","New York","NY","11101","Queens","40.74707469","-73.94279179","44 DRIVE","THOMPSON AVENUE","NE","402","26","4001900","Hunters Point-Sunnyside-West Maspeth","4000790030","4539937","2017-03-10 19:00:00.000","2017-04-13 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74707469, -73.94279179)"
"2023-04-17.06:00:00.629.qu-02-145787","2023-04-17 06:00:00.629","qu-02-145787","Live","145787","46-01 58 STREET","New York","NY","11377","Queens","40.74143396","-73.90753416","QUEENS BOULEVARD","47 AVENUE","SE","402","26","4024500","Woodside","4023137501","4454475","2017-03-10 19:00:00.000","2017-04-04 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74143396, -73.90753416)"
"2023-04-17.06:00:00.629.qu-02-145785","2023-04-17 06:00:00.629","qu-02-145785","Live","145785","2116 JACKSON AVENUE","New York","NY","11101","Queens","40.74492115","-73.94766296","46 ROAD","ARCH STREET","SW","402","26","4001900","Hunters Point-Sunnyside-West Maspeth","4000720001","4000543","2017-03-10 19:00:00.000","2017-03-28 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74492115, -73.94766296)"
"2023-04-17.06:00:00.629.qu-02-145783","2023-04-17 06:00:00.629","qu-02-145783","Live","145783","10-31 JACKSON AVENUE","New York","NY","11101","Queens","40.74228717","-73.95333647","50 AVENUE","51 AVENUE","MIDBLOCK","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000410015","4000229","2017-03-03 19:00:00.000","2017-03-21 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74228717, -73.95333647)"
"2023-04-17.06:00:00.629.qu-02-145782","2023-04-17 06:00:00.629","qu-02-145782","Live","145782","10-51 JACKSON AVENUE","New York","NY","11101","Queens","40.74263091","-73.95267766","50 AVENUE","49 AVENUE","NE","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000420028","4000243","2017-03-03 19:00:00.000","2017-03-21 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74263091, -73.95267766)"
"2023-04-17.06:00:00.629.qu-02-145781","2023-04-17 06:00:00.629","qu-02-145781","Live","145781","23-24 45 AVENUE","New York","NY","11101","Queens","40.74663918","-73.94413828","JACKSON AVENUE","23 STREET","SW","402","26","4001900","Hunters Point-Sunnyside-West Maspeth","4000800001","4000677","2017-03-03 19:00:00.000","2017-04-13 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74663918, -73.94413828)"
"2023-04-17.06:00:00.629.qu-02-145780","2023-04-17 06:00:00.629","qu-02-145780","Live","145780","45-02 VAN DAM STREET","New York","NY","11101","Queens","40.744608","-73.933726","THOMSON AVENUE","47 AVENUE","NW","402","26","4017900","Hunters Point-Sunnyside-West Maspeth","4002790001","4003535","2017-03-03 19:00:00.000","2017-04-13 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.744608, -73.933726)"
"2023-04-17.06:00:00.629.qu-02-145779","2023-04-17 06:00:00.629","qu-02-145779","Live","145779","40-02 QUEENS BOULEVARD","New York","NY","11104","Queens","40.743555","-73.924156","40 STREET","41 STREET","SW","402","26","4018101","Hunters Point-Sunnyside-West Maspeth","4001930025","4002571","2017-03-03 19:00:00.000","2017-04-17 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.743555, -73.924156)"
"2023-04-17.06:00:00.629.qu-02-145778","2023-04-17 06:00:00.629","qu-02-145778","Live","145778","63-14 QUEENS BOULEVARD","New York","NY","11377","Queens","40.740962","-73.901886","64 STREET","61 STREET","SW","402","26","4024500","Woodside","4023247501","4053628","2017-03-03 19:00:00.000","2017-03-27 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.740962, -73.901886)"
"2023-04-17.06:00:00.629.qu-02-145746","2023-04-17 06:00:00.629","qu-02-145746","Live","145746","22-25 JACKSON AVENUE","New York","NY","11101","Queens","40.74541772","-73.94693708","46 AVENUE","46 ROAD","NE","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000760016","4000561","2017-02-24 19:00:00.000","2017-03-28 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74541772, -73.94693708)"
"2023-04-17.06:00:00.629.qu-02-145744","2023-04-17 06:00:00.629","qu-02-145744","Live","145744","58-28 QUEENS BOULEVARD","New York","NY","11377","Queens","40.741506","-73.906524","59 STREET","58 STREET","SW","402","26","4024500","Woodside","4023137501","4454475","2017-02-24 19:00:00.000","2017-06-25 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.741506, -73.906524)"
"2023-04-17.06:00:00.629.qu-02-145743","2023-04-17 06:00:00.629","qu-02-145743","Live","145743","45-01 42 STREET","New York","NY","11104","Queens","40.74331229","-73.92240124","QUEENS BOULEVARD","47 AVENUE","SE","402","26","4018102","Hunters Point-Sunnyside-West Maspeth","4001690022","4540182","2017-02-24 19:00:00.000","2017-03-19 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74331229, -73.92240124)"
"2023-04-17.06:00:00.629.qu-02-145742","2023-04-17 06:00:00.629","qu-02-145742","Live","145742","65-10 QUEENS BOULEVARD","New York","NY","11377","Queens","40.740727","-73.899864","65 PLACE","65 STREET","SW","402","26","4024500","Woodside","4023920023","4437388","2017-02-24 19:00:00.000","2017-03-19 20:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.740727, -73.899864)"
"2023-04-17.06:00:00.629.qu-02-145741","2023-04-17 06:00:00.629","qu-02-145741","Live","145741","49-18 QUEENS BOULEVARD","New York","NY","11377","Queens","40.74254629","-73.91534245","50 STREET","49 STREET","SW","402","26","4023500","Hunters Point-Sunnyside-West Maspeth","4022820030","4052837","2017-02-24 19:00:00.000","2017-03-19 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.74254629, -73.91534245)"
"2023-04-17.06:00:00.629.qu-02-145740","2023-04-17 06:00:00.629","qu-02-145740","Live","145740","70-50 QUEENS BOULEVARD","New York","NY","11377","Queens","40.739393","-73.892498","72 STREET","70 STREET","SW","402","30","4048900","Elmhurst-Maspeth","4024440040","4056418","2017-02-24 19:00:00.000","2017-03-19 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.739393, -73.892498)"
"2023-04-17.06:00:00.629.qu-02-143797","2023-04-17 06:00:00.629","qu-02-143797","Live","143797","45-01 35 STREET","New York","NY","11101","Queens","40.744151","-73.929829","QUEENS BOULEVARD","47 AVENUE","SE","402","26","4017900","Hunters Point-Sunnyside-West Maspeth","4002260001","4436685","2016-11-04 20:00:00.000","2017-02-06 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.744151, -73.929829)"
"2023-04-17.06:00:00.629.qu-02-143422","2023-04-17 06:00:00.629","qu-02-143422","Live","143422","38-18 QUEENS BOULEVARD","New York","NY","11101","Queens","40.743823","-73.926455","39 STREET","38 STREET","SW","402","26","4017900","Hunters Point-Sunnyside-West Maspeth","4002230036","4003170","2016-11-18 19:00:00.000","2017-02-01 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.743823, -73.926455)"
"2023-04-17.06:00:00.629.qu-02-142875","2023-04-17 06:00:00.629","qu-02-142875","Live","142875","37-02 QUEENS BOULEVARD","New York","NY","11101","Queens","40.743976","-73.927772","37 STREET","38 STREET","SE","402","26","4017900","Hunters Point-Sunnyside-West Maspeth","4002240022","4003178","2017-06-23 20:00:00.000","2017-07-17 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.743976, -73.927772)"
"2023-04-17.06:00:00.629.qu-02-142124","2023-04-17 06:00:00.629","qu-02-142124","Live","142124","43-02 QUEENS BOULEVARD","New York","NY","11104","Queens","40.743221","-73.921257","43 STREET","44 STREET","SE","402","26","4018300","Hunters Point-Sunnyside-West Maspeth","4001680026","4001992","2016-11-18 19:00:00.000","2017-02-01 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.743221, -73.921257)"
"2023-04-17.06:00:00.629.qu-02-141373","2023-04-17 06:00:00.629","qu-02-141373","Live","141373","48-19 VERNON BOULEVARD","New York","NY","11101","Queens","40.74355856","-73.95373886","49 AVENUE","48 AVENUE","NE","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000440001","4000254","2017-12-14 19:00:00.000","2018-03-13 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74355856, -73.95373886)"
"2023-04-17.06:00:00.629.qu-02-141148","2023-04-17 06:00:00.629","qu-02-141148","Live","141148","10-93 JACKSON AVENUE","New York","NY","11101","Queens","40.74318379","-73.9516172","11 STREET","49 AVENUE","NW","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000440023","4448532","2017-03-10 19:00:00.000","2017-03-23 20:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.74318379, -73.9516172)"
"2023-04-17.06:00:00.629.qu-02-139595","2023-04-17 06:00:00.629","qu-02-139595","Live","139595","27-20 43 AVENUE","New York","NY","11101","Queens","40.74766699","-73.94141973","JACKSON AVENUE","HUNTER STREET","MIDBLOCK","402","26","4001900","Hunters Point-Sunnyside-West Maspeth","4004330001","4005138","2017-09-15 20:00:00.000","2017-10-17 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74766699, -73.94141973)"
"2023-04-17.06:00:00.629.qu-02-138662","2023-04-17 06:00:00.629","qu-02-138662","Live","138662","62-10 NORTHERN BOULEVARD","New York","NY","11377","Queens","40.75391039","-73.90009406","62 STREET","64 STREET","SE","402","26","4029300","Woodside","4011850001","4027108","2018-06-13 20:00:00.000","2018-07-26 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.75391039, -73.90009406)"
"2023-04-17.06:00:00.629.qu-02-137493","2023-04-17 06:00:00.629","qu-02-137493","Installed","137493","51-05 SKILLMAN AVENUE","New York","NY","11377","Queens","40.7460577","-73.9130555","51st Street","52nd Street","MIDBLOCK","402","26","QN-169","Hunters Point-Sunnyside-West Maspeth","4001280072","4000887","2022-10-28 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.7460577, -73.9130555)"
"2023-04-17.06:00:00.629.qu-02-128387","2023-04-17 06:00:00.629","qu-02-128387","Live","128387","45-02 44 STREET","New York","NY","11104","Queens","40.74306271","-73.9206815","QUEENS BOULEVARD","47 AVENUE","NW","402","26","4018300","Hunters Point-Sunnyside-West Maspeth","4001680031","4001993","2016-11-18 19:00:00.000","2017-02-01 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74306271, -73.9206815)"
"2023-04-17.06:00:00.629.qu-02-125075","2023-04-17 06:00:00.629","qu-02-125075","Live","125075","51-30 NORTHERN BOULEVARD","New York","NY","11377","Queens","40.75313917","-73.90745354","54 STREET","WOODSIDE AVENUE","MIDBLOCK","402","26","4025500","Woodside","4011920041","4437089","2018-04-27 20:00:00.000","2018-06-19 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.75313917, -73.90745354)"
"2023-04-17.06:00:00.629.qu-02-125020","2023-04-17 06:00:00.629","qu-02-125020","Installed","125020","47-50 VAN DAM STREET","New York","NY","11101","Queens","40.7411162","-73.9345278","Van Dam Street","31st Pl","NW","402","26","QN-199","Hunters Point-Sunnyside-West Maspeth","4002800001","4003536","2022-11-14 19:00:00.000",,"null","null","null","null","null","null","
,  
(40.7411162, -73.9345278)"
"2023-04-17.06:00:00.629.qu-02-125016","2023-04-17 06:00:00.629","qu-02-125016","Live","125016","51-04 VERNON BOULEVARD","New York","NY","11101","Queens","40.74188244","-73.95447974","51 AVENUE","BORDEN AVENUE","SW","402","26","4000700","Hunters Point-Sunnyside-West Maspeth","4000340047","4000201","2017-03-03 19:00:00.000","2017-03-21 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.74188244, -73.95447974)"
