"borough","geographical","admin_district","ats_code","location_name","grade_level","building_code","building_name","address","building_ownership","room_no","area","function","is_school_co_located","inside_v_outside","is_the_space_shared","space_used_for_any"
"M","2","2","02M313","James Baldwin School, The: A School for Expeditionary Learning","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","608","594","Weight Room","true","Inside","true","false"
"M","2","2","02M313","James Baldwin School, The: A School for Expeditionary Learning","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","618","777","Dance Room","true","Inside","true","false"
"M","2","2","02M313","James Baldwin School, The: A School for Expeditionary Learning","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","622","861","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M313","James Baldwin School, The: A School for Expeditionary Learning","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYME","7260","Gymnasium","true","Inside","true","false"
"M","2","2","02M313","James Baldwin School, The: A School for Expeditionary Learning","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYMW","5940","Gymnasium","true","Inside","true","false"
"M","2","2","02M316","Urban Assembly School of Business for Young Women, the","High school","M282","Broadway Education Campus - M","26 Broadway","Tax Levy Lease","150","3168","Gymnasium","true","Inside","true","false"
"M","2","2","02M316","Urban Assembly School of Business for Young Women, the","High school","M282","Broadway Education Campus - M","26 Broadway","Tax Levy Lease","150A","1350","Weight Room","true","Inside","true","false"
"M","2","2","02M316","Urban Assembly School of Business for Young Women, the","High school","M282","Broadway Education Campus - M","26 Broadway","Tax Levy Lease","631","1014","Dance Room","true","Inside","true","false"
"M","2","2","02M316","Urban Assembly School of Business for Young Women, the","High school","M282","Broadway Education Campus - M","26 Broadway","Tax Levy Lease","727","940","Dance Room","true","Inside","true","false"
"M","2","2","02M340","Sixth Avenue Elementary School","Elementary","M340","The Sixth Avenue Educational Campus - Manhattan","590 Sixth Avenue","DOE Owned","102","1344","Dance Room","true","Inside","true","false"
"M","2","2","02M340","Sixth Avenue Elementary School","Elementary","M340","The Sixth Avenue Educational Campus - Manhattan","590 Sixth Avenue","DOE Owned","611","1560","Gymnasium","true","Inside","true","false"
"M","2","2","02M343","The Peck Slip School","Elementary","M343","The Peck Slip School - Manhattan","1 Peck Slip","DOE Owned","126","1332","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M343","The Peck Slip School","Elementary","M343","The Peck Slip School - Manhattan","1 Peck Slip","DOE Owned","517","2760","Gymnasium/Auditorium","true","Inside","true","true"
"M","2","2","02M347","The 47 American Sign Language & English Lower School","K-8","M047","J.H.S. 47 (Sch For The Deaf) - M","223 East 23 Street","DOE Owned","508","740","Weight Room","true","Inside","true","false"
"M","2","2","02M347","The 47 American Sign Language & English Lower School","K-8","M047","J.H.S. 47 (Sch For The Deaf) - M","223 East 23 Street","DOE Owned","GYM","5184","Gymnasium","true","Inside","true","false"
"M","2","2","02M347","The 47 American Sign Language & English Lower School","K-8","M047","J.H.S. 47 (Sch For The Deaf) - M","223 East 23 Street","DOE Owned","Outdoor Yard 1","10087","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","1046","3800","Gymnasium","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","1148","989","Dance Room","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","804","1320","Gymnasium","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","804A","1173","Weight Room","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","826","3060","Gymnasium","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","838","575","Weight Room","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B. GYM","598","Gymnasium","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B53","888","Dance Room","true","Inside","true","false"
"M","2","2","02M374","Gramercy Arts High School","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B54","3975","Weight Room","true","Inside","true","false"
"M","2","2","02M376","NYC iSchool","High school","M615","Chelsea Voc Hs - Manhattan","131 Avenue Of The Americas","DOE Owned","102","1081","Weight Room","true","Inside","true","false"
"M","4","4","04M007","P.S. 007 Samuel Stern","K-8","M007","P.S. 7 - Manhattan","160 East 120 Street","DOE Owned","GYM","3723","Gymnasium","true","Inside","true","false"
"M","2","2","02M392","MANHATTAN BUSINESS ACADEMY","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","606","1420","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M392","MANHATTAN BUSINESS ACADEMY","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","608","594","Weight Room","true","Inside","true","false"
"M","2","2","02M392","MANHATTAN BUSINESS ACADEMY","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","618","777","Dance Room","true","Inside","true","false"
"M","2","2","02M392","MANHATTAN BUSINESS ACADEMY","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","622","861","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M392","MANHATTAN BUSINESS ACADEMY","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYME","7260","Gymnasium","true","Inside","true","false"
"M","2","2","02M392","MANHATTAN BUSINESS ACADEMY","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYMW","5940","Gymnasium","true","Inside","true","false"
"M","2","2","02M393","Business Of Sports School","High school","M625","Hs Of Graphic Communication Arts-M","439 West 49Th Street","DOE Owned","247B","816","Dance Room","true","Inside","true","false"
"M","2","2","02M393","Business Of Sports School","High school","M625","Hs Of Graphic Communication Arts-M","439 West 49Th Street","DOE Owned","644","640","Weight Room","true","Inside","true","false"
"M","2","2","02M393","Business Of Sports School","High school","M625","Hs Of Graphic Communication Arts-M","439 West 49Th Street","DOE Owned","B18","6016","Gymnasium","true","Inside","true","false"
"M","2","2","02M394","Emma Lazarus High School","High school","M131","I.S. 131 - Manhattan","100 Hester Street","DOE Owned","106","1720","Dance Room","true","Inside","true","false"
"M","2","2","02M394","Emma Lazarus High School","High school","M131","I.S. 131 - Manhattan","100 Hester Street","DOE Owned","C40","984","Dance Room","true","Inside","true","false"
"M","2","2","02M394","Emma Lazarus High School","High school","M131","I.S. 131 - Manhattan","100 Hester Street","DOE Owned","GYM","5220","Gymnasium","true","Inside","true","false"
"M","2","2","02M394","Emma Lazarus High School","High school","M131","I.S. 131 - Manhattan","100 Hester Street","DOE Owned","Outdoor Yard 1","7998","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M397","Spruce Street School","K-8","M971","The Spruce Street Educational Campus","12 Spruce Street","DOE Owned","345","5046","Gymnasium","true","Inside","true","false"
"M","2","2","02M397","Spruce Street School","K-8","M971","The Spruce Street Educational Campus","12 Spruce Street","DOE Owned","Outdoor Yard 1","5000","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","1046","3800","Gymnasium","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","1148","989","Dance Room","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","804","1320","Gymnasium","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","804A","1173","Weight Room","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","826","3060","Gymnasium","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","838","575","Weight Room","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B. GYM","598","Gymnasium","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B53","888","Dance Room","true","Inside","true","false"
"M","2","2","02M399","The High School For Language And Diplomacy","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B54","3975","Weight Room","true","Inside","true","false"
"M","2","2","02M400","High School for Environmental Studies","High school","M834","Hs For Environmental Studies - M","444 West 56 Street","Tax Levy Lease","3062","10400","Gymnasium","true","Inside","true","false"
"M","2","2","02M400","High School for Environmental Studies","High school","M834","Hs For Environmental Studies - M","444 West 56 Street","Tax Levy Lease","3082","1296","Weight Room","true","Inside","true","false"
"M","2","2","02M400","High School for Environmental Studies","High school","M834","Hs For Environmental Studies - M","444 West 56 Street","Tax Levy Lease","3089","1804","Dance Room","true","Inside","true","false"
"M","2","2","02M407","Institute for Collaborative Education","Secondary School","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","116","2756","Gymnasium","true","Inside","true","false"
"M","2","2","02M407","Institute for Collaborative Education","Secondary School","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","122","1683","Weight Room","true","Inside","true","false"
"M","2","2","02M407","Institute for Collaborative Education","Secondary School","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","322","1248","Dance Room","true","Inside","true","false"
"M","2","2","02M407","Institute for Collaborative Education","Secondary School","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","GYM","9400","Gymnasium","true","Inside","true","false"
"M","2","2","02M408","Professional Performing Arts High School","Secondary School","M017","I.S. 17 - Manhattan","328 West 48 Street","DOE Owned","5A","2146","Dance Room","true","Inside","true","false"
"M","2","2","02M408","Professional Performing Arts High School","Secondary School","M017","I.S. 17 - Manhattan","328 West 48 Street","DOE Owned","5B","2166","Gymnasium","true","Inside","true","false"
"M","2","2","02M408","Professional Performing Arts High School","Secondary School","M017","I.S. 17 - Manhattan","328 West 48 Street","DOE Owned","Outdoor Yard 1","8034","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M411","Baruch College Campus High School","High school","M874","Baruch College Campus Hs - M","55 East 25 Street","Tax Levy Lease","109","2520","Gymnasium","false","Inside","false","false"
"M","2","2","02M412","N.Y.C. Lab School for Collaborative Studies","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","116","286","Weight Room","true","Inside","true","false"
"M","2","2","02M412","N.Y.C. Lab School for Collaborative Studies","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","GYM.","6500","Gymnasium","true","Inside","true","false"
"M","2","2","02M412","N.Y.C. Lab School for Collaborative Studies","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","Outdoor Yard 1","7464","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M412","N.Y.C. Lab School for Collaborative Studies","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","Outdoor Yard 2","5000","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M413","School of the Future High School","Secondary School","M660","Schl Of The Future (Old Bacon) - M","127 East 22 Street","DOE Owned","GYM","3072","Gymnasium","true","Inside","true","false"
"M","2","2","02M414","N.Y.C. Museum School","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","116","286","Weight Room","true","Inside","true","false"
"M","2","2","02M414","N.Y.C. Museum School","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","GYM.","6500","Gymnasium","true","Inside","true","false"
"M","2","2","02M414","N.Y.C. Museum School","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","Outdoor Yard 1","7464","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M414","N.Y.C. Museum School","High school","M070","I.S. 70 - Manhattan","333 West 17 Street","DOE Owned","Outdoor Yard 2","5000","Outdoor Yard","true","Outdoor","true","false"
"M","2","2","02M416","Eleanor Roosevelt High School","High school","M855","Eleanor Roosevelt Hs - Manhattan","411 East 76 Street","Tax Levy Lease","218S","2350","Gymnasium","false","Inside","false","false"
"M","2","2","02M418","Millennium High School","High school","M824","Millennium Hs - Manhattan","75 Broad Street","Tax Levy Lease","1208","1938","Gymnasium","true","Inside","true","false"
"M","2","2","02M419","Landmark High School","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","606","1420","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M419","Landmark High School","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","608","594","Weight Room","true","Inside","true","false"
"M","2","2","02M419","Landmark High School","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","618","777","Dance Room","true","Inside","true","false"
"M","2","2","02M419","Landmark High School","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","622","861","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M419","Landmark High School","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYME","7260","Gymnasium","true","Inside","true","false"
"M","2","2","02M419","Landmark High School","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYMW","5940","Gymnasium","true","Inside","true","false"
"M","2","2","02M420","High School for Health Professions and Human Services","High school","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","116","2756","Gymnasium","true","Inside","true","false"
"M","2","2","02M420","High School for Health Professions and Human Services","High school","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","122","1683","Weight Room","true","Inside","true","false"
"M","2","2","02M420","High School for Health Professions and Human Services","High school","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","322","1248","Dance Room","true","Inside","true","false"
"M","2","2","02M420","High School for Health Professions and Human Services","High school","M475","Health Professions Hs (Ol Sty) - M","345 East 15Th Street","DOE Owned","GYM","9400","Gymnasium","true","Inside","true","false"
"M","2","2","02M422","Quest to Learn","Secondary School","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","606","1420","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M422","Quest to Learn","Secondary School","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","608","594","Weight Room","true","Inside","true","false"
"M","2","2","02M422","Quest to Learn","Secondary School","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","618","777","Dance Room","true","Inside","true","false"
"M","2","2","02M422","Quest to Learn","Secondary School","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","622","861","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M422","Quest to Learn","Secondary School","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYME","7260","Gymnasium","true","Inside","true","false"
"M","2","2","02M422","Quest to Learn","Secondary School","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYMW","5940","Gymnasium","true","Inside","true","false"
"M","2","2","02M425","Leadership and Public Service High School","High school","M894","Hs For Leadership & Public Ser - M","90 Trinity Place","Tax Levy Lease","GYM_B","2173","Gymnasium","false","Inside","false","false"
"M","2","2","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","1014/18","5402","Gymnasium","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","643","420","Dance Room","true","Inside","true","false"
"M","2","2","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","340","814","Dance Room","true","Inside","true","false"
"M","2","2","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","908-910","6956","Gymnasium","true","Inside","true","false"
"M","2","2","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","912","2774","Gymnasium","true","Inside","true","false"
"M","2","2","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","914","2380","Gymnasium","true","Inside","true","false"
"M","2","2","02M432","Murray Hill Academy","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","1014/18","5402","Gymnasium","true","Inside","true","false"
"M","2","2","02M432","Murray Hill Academy","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","340","814","Dance Room","true","Inside","true","false"
"M","2","2","02M432","Murray Hill Academy","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","908-910","6956","Gymnasium","true","Inside","true","false"
"M","2","2","02M432","Murray Hill Academy","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","912","2774","Gymnasium","true","Inside","true","false"
"M","2","2","02M432","Murray Hill Academy","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","914","2380","Gymnasium","true","Inside","true","false"
"M","2","2","02M437","Hudson High School of Learning Technologies","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","606","1420","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M437","Hudson High School of Learning Technologies","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","608","594","Weight Room","true","Inside","true","false"
"M","2","2","02M437","Hudson High School of Learning Technologies","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","618","777","Dance Room","true","Inside","true","false"
"M","2","2","02M437","Hudson High School of Learning Technologies","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","622","861","Auxiliary Exercise Room","true","Inside","true","false"
"M","2","2","02M437","Hudson High School of Learning Technologies","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYME","7260","Gymnasium","true","Inside","true","false"
"M","2","2","02M437","Hudson High School of Learning Technologies","High school","M440","Bayard Rustin Educational Comp-M","351 West 18 Street","DOE Owned","GYMW","5940","Gymnasium","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","1046","3800","Gymnasium","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","1148","989","Dance Room","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","804","1320","Gymnasium","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","804A","1173","Weight Room","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","826","3060","Gymnasium","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","838","575","Weight Room","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B. GYM","598","Gymnasium","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B53","888","Dance Room","true","Inside","true","false"
"M","2","2","02M438","International High School at Union Square","High school","M460","Washington Irving Hs - Manhattan","40 Irving Place","DOE Owned","B54","3975","Weight Room","true","Inside","true","false"
"M","2","2","02M439","Manhattan Village Academy","High school","M873","Manhattan Village Academy - M","43 West 22 Street","Tax Levy Lease","3 FLOOR","2400","Gymnasium/Auditorium/Dance Room","false","Inside","false","true"
"M","2","2","02M442","Ballet Tech, NYC Public School for Dance","K-12 all grades","M905","Ballet Tech/Pub. Scl For Dance - M","890 Broadway","Tax Levy Lease","7-1","2322","Dance Room","false","Inside","false","false"
"M","2","2","02M442","Ballet Tech, NYC Public School for Dance","K-12 all grades","M905","Ballet Tech/Pub. Scl For Dance - M","890 Broadway","Tax Levy Lease","7-2","2580","Dance Room","false","Inside","false","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","268","875","Weight Room","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","2FL GYM","7740","Gymnasium","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","318","903","Dance Room","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","3FL GYM","7740","Gymnasium","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","505","836","Dance Room","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","641","1104","Dance Room","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","BALCGYM","900","Gymnasium","true","Inside","true","false"
"M","2","2","02M449","Vanguard High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","POOL","5135","Swimming Pool","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","268","875","Weight Room","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","2FL GYM","7740","Gymnasium","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","318","903","Dance Room","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","3FL GYM","7740","Gymnasium","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","505","836","Dance Room","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","641","1104","Dance Room","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","643","420","Dance Room","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","BALCGYM","900","Gymnasium","true","Inside","true","false"
"M","2","2","02M459","Manhattan International High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","POOL","5135","Swimming Pool","true","Inside","true","false"
"M","2","2","02M475","Stuyvesant High School","High school","M477","Stuyvesant Hs (New) - Manhattan","345 Chambers Street","DOE Owned","180","6764","Swimming Pool","true","Inside","true","false"
"M","2","2","02M475","Stuyvesant High School","High school","M477","Stuyvesant Hs (New) - Manhattan","345 Chambers Street","DOE Owned","G380","6480","Gymnasium","true","Inside","true","false"
"M","2","2","02M475","Stuyvesant High School","High school","M477","Stuyvesant Hs (New) - Manhattan","345 Chambers Street","DOE Owned","G382","2704","Dance Room","true","Inside","true","false"
"M","2","2","02M475","Stuyvesant High School","High school","M477","Stuyvesant Hs (New) - Manhattan","345 Chambers Street","DOE Owned","G580","900","Weight Room","true","Inside","true","false"
"M","2","2","02M475","Stuyvesant High School","High school","M477","Stuyvesant Hs (New) - Manhattan","345 Chambers Street","DOE Owned","G680","5760","Gymnasium","true","Inside","true","false"
"M","2","2","02M475","Stuyvesant High School","High school","M477","Stuyvesant Hs (New) - Manhattan","345 Chambers Street","DOE Owned","G682","1872","Dance Room","true","Inside","true","false"
"M","2","2","02M489","High School of Economics and Finance","High school","M833","Hs For Economics & Finance - M","100 Trinity Place","Tax Levy Lease","104","483","Weight Room","false","Inside","false","false"
"M","2","2","02M489","High School of Economics and Finance","High school","M833","Hs For Economics & Finance - M","100 Trinity Place","Tax Levy Lease","GYM","2475","Gymnasium","false","Inside","false","false"
"M","2","2","02M500","Unity Center for Urban Technologies","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","1014/18","5402","Gymnasium","true","Inside","true","false"
"M","2","2","02M500","Unity Center for Urban Technologies","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","340","814","Dance Room","true","Inside","true","false"
"M","2","2","02M500","Unity Center for Urban Technologies","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","908-910","6956","Gymnasium","true","Inside","true","false"
"M","2","2","02M500","Unity Center for Urban Technologies","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","912","2774","Gymnasium","true","Inside","true","false"
"M","2","2","02M500","Unity Center for Urban Technologies","High school","M620","Norman Thomas Hs (Ecf) - Manhattan","111 East 33Rd Street","DOE Owned","914","2380","Gymnasium","true","Inside","true","false"
"M","2","2","02M507","Urban Assembly Gateway School for Technology","High school","M625","Hs Of Graphic Communication Arts-M","439 West 49Th Street","DOE Owned","247B","816","Dance Room","true","Inside","true","false"
"M","2","2","02M507","Urban Assembly Gateway School for Technology","High school","M625","Hs Of Graphic Communication Arts-M","439 West 49Th Street","DOE Owned","644","640","Weight Room","true","Inside","true","false"
"M","2","2","02M507","Urban Assembly Gateway School for Technology","High school","M625","Hs Of Graphic Communication Arts-M","439 West 49Th Street","DOE Owned","B18","6016","Gymnasium","true","Inside","true","false"
"M","2","2","02M519","Talent Unlimited High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","268","875","Weight Room","true","Inside","true","false"
"M","2","2","02M519","Talent Unlimited High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","2FL GYM","7740","Gymnasium","true","Inside","true","false"
"M","2","2","02M519","Talent Unlimited High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","318","903","Dance Room","true","Inside","true","false"
"M","2","2","02M519","Talent Unlimited High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","3FL GYM","7740","Gymnasium","true","Inside","true","false"
"M","2","2","02M519","Talent Unlimited High School","High school","M480","Julia Richman Ed. Complex - M","317 East 67 Street","DOE Owned","505","836","Dance Room","true","Inside","true","false"
