"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","consumption_gal"
"INDEPENDENCE","BROOKLYN","INDEPENDENCE",,"Not Applicable",,"140","442","K014000","MIXED FINANCE/LLC2","NY005012340P","East Coast Petroleum, Inc.","8522794","2020-01","2020-01-26T00:00:00.000","2020-01-27T00:00:00.000","1","79435","N","11236.92","11600.00"
"INDEPENDENCE","BROOKLYN","INDEPENDENCE",,"Not Applicable",,"140","442","K014000","MIXED FINANCE/LLC2","NY005012340P","East Coast Petroleum, Inc.","8567928","2020-01","2020-02-02T00:00:00.000","2020-02-03T00:00:00.000","1","79435","N","7519.64","8201.60"
"INDEPENDENCE","BROOKLYN","INDEPENDENCE",,"Not Applicable",,"140","442","K014000","MIXED FINANCE/LLC2","NY005012340P","East Coast Petroleum, Inc.","8568274","2020-01","2020-02-06T00:00:00.000","2020-02-07T00:00:00.000","1","79435","N","15588.28","17002.00"
"INDEPENDENCE","BROOKLYN","INDEPENDENCE",,"Not Applicable",,"140","442","K014000","MIXED FINANCE/LLC2","NY005012340P","East Coast Petroleum, Inc.","8599434","2020-01","2020-02-09T00:00:00.000","2020-02-10T00:00:00.000","1","79435","N","10811.78","11600.00"
"INDEPENDENCE","BROOKLYN","INDEPENDENCE",,"Not Applicable",,"140","442","K014000","MIXED FINANCE/LLC2","NY005012340P","East Coast Petroleum, Inc.","8599344","2020-01","2020-02-11T00:00:00.000","2020-02-12T00:00:00.000","1","79435","N","10811.78","11600.00"
"JEFFERSON","MANHATTAN","JEFFERSON",,"Not Applicable",,"64","219","M006400","FEDERAL","NY005010640P","East River Energy","9678444","2020-12","2020-11-18T00:00:00.000","2020-12-22T00:00:00.000","34","495416020950010-OIL","N","0.00","-533.00"
"KINGSBOROUGH","BROOKLYN","KINGSBOROUGH/KINGSBOROUGH EXTENSION",,"Not Applicable",,"10","0","K001000",,,"East Coast Petroleum, Inc.","9678457","2020-12","2020-11-23T00:00:00.000","2020-12-23T00:00:00.000","30","0308946001-OIL-85.9%","N","0.00","9900.00"
"LA GUARDIA","MANHATTAN","LA GUARDIA/LA GUARDIA ADDITION",,"Not Applicable",,"76","0","M007600",,,"East River Energy","9678387","2020-06","2020-05-20T00:00:00.000","2020-06-22T00:00:00.000","33","495416016700015-OIL-90.7%","N","0.00","300.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8640332","2020-01","2020-02-11T00:00:00.000","2020-02-12T00:00:00.000","1","20676C-98","N","7775.27","8272.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8640335","2020-01","2020-02-12T00:00:00.000","2020-02-12T00:00:00.000","0","20676C-98","N","11026.55","11731.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8640330","2020-01","2020-02-13T00:00:00.000","2020-02-14T00:00:00.000","1","20676C-98","N","10564.85","11239.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8675642","2020-02","2020-02-19T00:00:00.000","2020-02-19T00:00:00.000","0","20676C-98","N","9689.50","5000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8675645","2020-02","2020-02-19T00:00:00.000","2020-02-19T00:00:00.000","0","20676C-98","N","9689.89","5000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8677299","2020-02","2020-02-20T00:00:00.000","2020-02-21T00:00:00.000","1","20676C-98","N","7751.79","8000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8677300","2020-02","2020-02-20T00:00:00.000","2020-02-21T00:00:00.000","1","20676C-98","N","9689.69","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8675623","2020-02","2020-02-27T00:00:00.000","2020-02-28T00:00:00.000","1","20676C-98","N","9388.50","5000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8675621","2020-02","2020-02-28T00:00:00.000","2020-02-28T00:00:00.000","0","20676C-98","N","9388.50","5000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8693014","2020-02","2020-03-03T00:00:00.000","2020-03-04T00:00:00.000","1","20676C-98","N","9129.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8693020","2020-02","2020-03-04T00:00:00.000","2020-03-04T00:00:00.000","0","20676C-98","N","9129.18","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8693027","2020-02","2020-03-04T00:00:00.000","2020-03-04T00:00:00.000","0","20676C-98","N","7305.03","8002.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8716605","2020-02","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000","0","20676C-98","N","5892.55","8000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8716608","2020-02","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000","0","20676C-98","N","7365.65","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8716613","2020-02","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000","0","20676C-98","N","7365.65","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8773605","2020-03","2020-03-19T00:00:00.000","2020-03-20T00:00:00.000","1","20676C-98","N","4000.63","6000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8773604","2020-03","2020-03-19T00:00:00.000","2020-03-20T00:00:00.000","1","20676C-98","N","7337.98","11005.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8797350","2020-03","2020-03-19T00:00:00.000","2020-03-20T00:00:00.000","1","20676C-98","N","7468.00","11200.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8778214","2020-03","2020-03-31T00:00:00.000","2020-04-01T00:00:00.000","1","20676C-98","N","6552.13","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8778212","2020-03","2020-03-31T00:00:00.000","2020-04-01T00:00:00.000","1","20676C-98","N","6552.13","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8848112","2020-03","2020-04-02T00:00:00.000","2020-04-03T00:00:00.000","1","20676C-98","N","6748.69","10300.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8848120","2020-03","2020-04-03T00:00:00.000","2020-04-03T00:00:00.000","0","20676C-98","N","6355.44","9700.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8848871","2020-03","2020-04-09T00:00:00.000","2020-04-10T00:00:00.000","1","20676C-98","N","7299.18","11000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8848879","2020-03","2020-04-10T00:00:00.000","2020-04-10T00:00:00.000","0","20676C-98","N","6635.90","10000.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8848887","2020-03","2020-04-10T00:00:00.000","2020-04-10T00:00:00.000","0","20676C-98","N","5972.61","9001.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8885611","2020-03","2020-04-14T00:00:00.000","2020-04-15T00:00:00.000","1","20676C-98","N","7358.95","11782.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8885622","2020-03","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000","0","20676C-98","N","7119.87","11400.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8973916","2020-04","2020-04-28T00:00:00.000","2020-04-29T00:00:00.000","1","20676C-98","N","3817.07","8506.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8973931","2020-04","2020-04-29T00:00:00.000","2020-04-29T00:00:00.000","0","20676C-98","N","5160.80","11500.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8977560","2020-04","2020-05-07T00:00:00.000","2020-05-08T00:00:00.000","1","20676C-98","N","5075.76","9801.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8977579","2020-04","2020-05-07T00:00:00.000","2020-05-08T00:00:00.000","1","20676C-98","N","5178.60","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8977622","2020-04","2020-05-12T00:00:00.000","2020-05-13T00:00:00.000","1","20676C-98","N","5578.87","10050.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8977662","2020-04","2020-05-12T00:00:00.000","2020-05-13T00:00:00.000","1","20676C-98","N","5607.62","10102.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8977686","2020-05","2020-05-21T00:00:00.000","2020-05-22T00:00:00.000","1","20676C-98","N","6277.00","10001.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","8977696","2020-05","2020-05-21T00:00:00.000","2020-05-22T00:00:00.000","1","20676C-98","N","6276.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9222635","2020-07","2020-08-13T00:00:00.000","2020-08-14T00:00:00.000","1","20676C-98","N","5921.59","7920.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9222642","2020-07","2020-08-14T00:00:00.000","2020-08-14T00:00:00.000","0","20676C-98","N","5921.59","7920.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9280846","2020-08","2020-08-20T00:00:00.000","2020-08-21T00:00:00.000","1","20676C-98","N","8528.29","11375.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9316607","2020-08","2020-08-31T00:00:00.000","2020-09-01T00:00:00.000","1","20676C-98","N","7362.88","9901.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9316618","2020-08","2020-09-01T00:00:00.000","2020-09-01T00:00:00.000","0","20676C-98","N","7281.97","9792.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9338158","2020-08","2020-09-10T00:00:00.000","2020-09-11T00:00:00.000","1","20676C-98","N","6686.15","9901.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9338161","2020-08","2020-09-11T00:00:00.000","2020-09-11T00:00:00.000","0","20676C-98","N","6686.15","9901.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9359630","2020-09","2020-09-24T00:00:00.000","2020-09-25T00:00:00.000","1","20676C-98","N","6886.17","9921.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9359638","2020-09","2020-09-25T00:00:00.000","2020-09-25T00:00:00.000","0","20676C-98","N","6886.17","9921.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9448987","2020-09","2020-10-08T00:00:00.000","2020-10-09T00:00:00.000","1","20676C-98","N","7025.70","9384.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9448998","2020-09","2020-10-09T00:00:00.000","2020-10-09T00:00:00.000","0","20676C-98","N","7037.31","9940.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9448993","2020-09","2020-10-09T00:00:00.000","2020-10-09T00:00:00.000","0","20676C-98","N","7037.16","9940.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9449539","2020-10","2020-10-22T00:00:00.000","2020-10-23T00:00:00.000","1","20676C-98","N","7135.42","9960.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9449545","2020-10","2020-10-23T00:00:00.000","2020-10-23T00:00:00.000","0","20676C-98","N","7134.85","9960.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9449883","2020-10","2020-10-23T00:00:00.000","2020-10-23T00:00:00.000","0","20676C-98","N","7134.85","9960.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9465269","2020-10","2020-10-29T00:00:00.000","2020-10-30T00:00:00.000","1","20676C-98","N","5626.26","7999.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9465277","2020-10","2020-10-30T00:00:00.000","2020-10-30T00:00:00.000","0","20676C-98","N","7736.30","11000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9465281","2020-10","2020-10-30T00:00:00.000","2020-10-30T00:00:00.000","0","20676C-98","N","7738.97","11003.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9546748","2020-10","2020-11-01T00:00:00.000","2020-11-02T00:00:00.000","1","20676C-98","N","8107.90","11720.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9546767","2020-10","2020-11-02T00:00:00.000","2020-11-03T00:00:00.000","1","20676C-98","N","7817.34","11300.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9546754","2020-10","2020-11-02T00:00:00.000","2020-11-03T00:00:00.000","1","20676C-98","N","7817.34","11300.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593801","2020-10","2020-11-03T00:00:00.000","2020-11-04T00:00:00.000","1","20676C-98","N","6918.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593220","2020-10","2020-11-03T00:00:00.000","2020-11-04T00:00:00.000","1","20676C-98","N","6918.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593227","2020-10","2020-11-04T00:00:00.000","2020-11-04T00:00:00.000","0","20676C-98","N","6918.14","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9547374","2020-10","2020-11-05T00:00:00.000","2020-11-06T00:00:00.000","1","20676C-98","N","6918.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9547249","2020-10","2020-11-08T00:00:00.000","2020-11-09T00:00:00.000","1","20676C-98","N","7346.15","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9547284","2020-10","2020-11-12T00:00:00.000","2020-11-13T00:00:00.000","1","20676C-98","N","7346.15","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9547342","2020-11","2020-11-15T00:00:00.000","2020-11-16T00:00:00.000","1","20676C-98","N","2241.30","3000.60"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9547335","2020-11","2020-11-15T00:00:00.000","2020-11-16T00:00:00.000","1","20676C-98","N","6724.04","9002.10"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593773","2020-11","2020-11-19T00:00:00.000","2020-11-20T00:00:00.000","1","20676C-98","N","7469.50","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593753","2020-11","2020-11-19T00:00:00.000","2020-11-20T00:00:00.000","1","20676C-98","N","7469.50","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593771","2020-11","2020-11-20T00:00:00.000","2020-11-20T00:00:00.000","0","20676C-98","N","7469.65","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593735","2020-11","2020-11-22T00:00:00.000","2020-11-23T00:00:00.000","1","20676C-98","N","7919.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593739","2020-11","2020-11-23T00:00:00.000","2020-11-23T00:00:00.000","0","20676C-98","N","7919.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593672","2020-11","2020-11-24T00:00:00.000","2020-11-25T00:00:00.000","1","20676C-98","N","7919.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593673","2020-11","2020-11-25T00:00:00.000","2020-11-25T00:00:00.000","0","20676C-98","N","7919.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593678","2020-11","2020-11-25T00:00:00.000","2020-11-25T00:00:00.000","0","20676C-98","N","7919.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593645","2020-11","2020-11-26T00:00:00.000","2020-11-27T00:00:00.000","1","20676C-98","N","9282.97","11722.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9593648","2020-11","2020-11-27T00:00:00.000","2020-11-27T00:00:00.000","0","20676C-98","N","8948.47","11300.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9595713","2020-11","2020-11-29T00:00:00.000","2020-11-30T00:00:00.000","1","20676C-98","N","4917.08","6001.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9595724","2020-11","2020-11-30T00:00:00.000","2020-11-30T00:00:00.000","0","20676C-98","N","6555.62","8001.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616664","2020-11","2020-12-01T00:00:00.000","2020-12-02T00:00:00.000","1","20676C-98","N","7579.64","9250.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616670","2020-11","2020-12-02T00:00:00.000","2020-12-02T00:00:00.000","0","20676C-98","N","7578.99","9250.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616677","2020-11","2020-12-02T00:00:00.000","2020-12-02T00:00:00.000","0","20676C-98","N","1229.03","1500.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616745","2020-11","2020-12-03T00:00:00.000","2020-12-04T00:00:00.000","1","20676C-98","N","8193.66","10000.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616751","2020-11","2020-12-03T00:00:00.000","2020-12-04T00:00:00.000","1","20676C-98","N","8193.50","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616758","2020-11","2020-12-04T00:00:00.000","2020-12-04T00:00:00.000","0","20676C-98","N","8193.50","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616814","2020-11","2020-12-06T00:00:00.000","2020-12-07T00:00:00.000","1","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616804","2020-11","2020-12-06T00:00:00.000","2020-12-07T00:00:00.000","1","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616444","2020-11","2020-12-08T00:00:00.000","2020-12-09T00:00:00.000","1","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616423","2020-11","2020-12-08T00:00:00.000","2020-12-09T00:00:00.000","1","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9616437","2020-11","2020-12-09T00:00:00.000","2020-12-09T00:00:00.000","0","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9648969","2020-11","2020-12-10T00:00:00.000","2020-12-11T00:00:00.000","1","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9648971","2020-11","2020-12-10T00:00:00.000","2020-12-11T00:00:00.000","1","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9648970","2020-11","2020-12-11T00:00:00.000","2020-12-11T00:00:00.000","0","20676C-98","N","8330.00","10000.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9662901","2020-12","2020-12-15T00:00:00.000","2020-12-16T00:00:00.000","1","20676C-98","N","9948.64","11608.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9629414","2020-12","2020-12-15T00:00:00.000","2020-12-16T00:00:00.000","1","20676C-98","N","9944.52","11603.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9629424","2020-12","2020-12-15T00:00:00.000","2020-12-16T00:00:00.000","1","20676C-98","N","7399.26","8633.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9629419","2020-12","2020-12-15T00:00:00.000","2020-12-16T00:00:00.000","1","20676C-98","N","6858.29","8002.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9633028","2020-12","2020-12-17T00:00:00.000","2020-12-18T00:00:00.000","1","20676C-98","N","9995.09","11662.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9633033","2020-12","2020-12-17T00:00:00.000","2020-12-18T00:00:00.000","1","20676C-98","N","10027.49","11700.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9633137","2020-12","2020-12-20T00:00:00.000","2020-12-21T00:00:00.000","1","20676C-98","N","10104.88","11600.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9633145","2020-12","2020-12-20T00:00:00.000","2020-12-21T00:00:00.000","1","20676C-98","N","9618.48","11042.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9633152","2020-12","2020-12-20T00:00:00.000","2020-12-21T00:00:00.000","1","20676C-98","N","6241.94","7166.00"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9629195","2020-12","2020-12-22T00:00:00.000","2020-12-23T00:00:00.000","1","20676C-98","N","7493.47","8602.80"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9629184","2020-12","2020-12-22T00:00:00.000","2020-12-23T00:00:00.000","1","20676C-98","N","10215.15","11727.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9629190","2020-12","2020-12-23T00:00:00.000","2020-12-23T00:00:00.000","0","20676C-98","N","10164.46","11669.20"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9633210","2020-12","2020-12-23T00:00:00.000","2020-12-24T00:00:00.000","1","20676C-98","N","9245.67","10614.40"
"LINCOLN","MANHATTAN","LINCOLN",,"Not Applicable",,"20","513","M002000","FEDERAL","NY005000200P","East River Energy","9632695","2020-12","2020-12-27T00:00:00.000","2020-12-28T00:00:00.000","1","20676C-98","N","8751.50","10000.00"
