"record_id","certificate_number","business_name","violation_date","industry","borough","charge","charge_count","outcome","counts_settled","counts_guilty","counts_not_guilty","building_number","street","street_2","unit_type","unit","description","city","state","zip","longitude","latitude"
"13586-2014-CMPL","05350097","HJ PARKING LLC","2014-09-16T00:00:00.000","Garage - 049","Manhattan","NYC Admin Code § 20-327(a) - BUSINESS EXCEEDS VEHICLE CAPACITY.","143","Settlement (Pre-Hearing)","143",,,"301","W 51ST ST",,,,,"NEW YORK","NY","10019","-73.98588542894402","40.76302604629823"
"13502-2018-ENFO","06013530","R & G BRENNER INCOME TAX","2018-03-05T00:00:00.000","Tax Preparers - 891","Queens","NYC Admin Code § 20-740.1(b) - BUSINESS FAILS TO PROVIDE CUSTOMERS A CURRENT, LEGIBLE COPY OF NEW YORK CITY'S CONSUMER BILL OF RIGHTS REGARDING TAX PREPARERS","1",,,"1","1","14606","HILLSIDE AVE",,,,,"JAMAICA","NY","11435","-73.81041095986606","40.705535619464904"
"48725-2021-ENFO","21M02069","SMOKE SHOP AT 161 RIVINGTON STREET","2021-12-23T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 17-706(c) - FAILED TO POST AGE RESTRICTION SIGN IN A CONSPICUOUS PLACE","1","Default Decision",,"1",,"161","RIVINGTON ST",,,,,"NEW YORK","NY","10002","-77.51985449901228","40.11248885590266"
"37273-2015-ENFO","05381392","DA 15 FARM INC","2015-06-26T00:00:00.000","Grocery-Retail - 808","Manhattan","6 RCNY § 5-37 - REFUND POLICY IS NOT POSTED AT CASH REGISTER/S OR AT THE ENTRANCES.","1","Pleaded","1",,,"349","E 49TH ST",,,,,"NEW YORK","NY","10017","-73.96780809375454","40.7537616452522"
"4909-2016-ENFO","05391634","1904 PALM JEWELRY INC.","2016-01-21T00:00:00.000","Secondhand Dealer [General] - 006","Brooklyn","6 RCNY § 2-101 - BUSINESS FAILS TO KEEP THE SIGNATURE OF EVERY PERSON FROM WHO IT PURCHASED A SECOND-DEAL ARTICLE","1","Pleaded","1",,,"1904","CHURCH AVE",,,,,"BROOKLYN","NY","11226","-73.96197333243192","40.649832063012084"
"32072-2021-ENFO","21M01587","ERRAND GROCERY & DELI, INC.","2021-09-08T00:00:00.000","Tobacco Retail Dealer","Manhattan","NY Pub Health § 1399-GG(2)(C)  - OFFERING FOR SALE ANY PACKAGE OR OTHER CONTAINER WITH FEWER THAN 20 SHEETS OF CIGARETTE WRAPPING PAPERS, WRAPPING LEAVES, OR TUBES THAT CAN BE USED TO WRAP TOBACCO FOR SMOKING","1","Pleaded","1",,,"65","8TH AVE",,,,,"NEW YORK","NY","10014","-77.51985456535127","40.112488908778516"
"9471-2021-ENFO","21T00615","W 97 TOBACCO CORP","2021-05-06T00:00:00.000","Tobacco Retail Dealer","Manhattan","24 RCNY § 13-03(b) - SELLING OR OFFERING FOR SALE A CIGAR OR PACKAGE OF CIGARS FOR LESS THAN THE CIGAR PRICE FLOOR OF $8.00 FOR THE FIRST CIGAR, PLUS $1.75 FOR EACH ADDITIONAL CIGAR, EXCLUDING OTP AND SALES TAX","1","Hearing Decision",,,"1","2576","BROADWAY",,,,,"NEW YORK","NY","10025","-73.97120815609088","40.79541668660518"
"75402-2017-ENFO","80028647","CASTLE DELI CORP.","2017-12-19T00:00:00.000","Tobacco Prod'T Sales - 890","Brooklyn","NYC Admin Code § 17-706(C) - FAILED TO DISPLAY AGE RESTRICTION SIGN AS SPECIFIED IN 24 RCNY § 13-06(a)","1","Default Decision",,"1",,"500","GRAND ST",,,,,"BROOKLYN","NY","11211","-73.951196692985","40.71094037407576"
"6269-2022-ENFO","22T00582","949 INTERPRISE INC.","2022-02-11T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","4","Default Decision",,"4",,"949","OGDEN AVE",,,,,"BRONX","NY","10452","-73.93009147352322","40.831695283548896"
"65647-2016-ENFO","05401870","MPM ENTERPRISES SEVENTH, INC.","2016-10-06T00:00:00.000","Supermarket - 819","Brooklyn","6 RCNY § 4-112(b) - PERISHABLE FOOD:  ITEM NOT PLAINLY AND CONSPICUOUSLY MARKED WITH THE LAST DAY OR DATE OF SALE OR THE LAST DAY OR DATE OF RECOMMENDED USAGE","1","Pleaded","1",,,"402","7TH AVE",,,,,"BROOKLYN","NY","11215","-73.98341909867716","40.664705631120604"
"68215-2015-ENFO","05389502","80 JOHN GARAGE CORP.","2015-12-04T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 5-32(c ) - RECEIPT DID NOT INCLUDE REQUIRED INFORMATION","1","Pleaded","1",,,"80","JOHN ST",,,,,"NEW YORK","NY","10038","-74.00688558850159","40.70843905513205"
"12398-2022-ENFO","22M00356","YUMMILICIOUS DELI CORP.","2022-03-14T00:00:00.000","Tobacco Retail Dealer","Manhattan","24 RCNY § 13-03(b) - SELLING OR OFFERING FOR SALE A CIGAR OR PACKAGE OF CIGARS FOR LESS THAN THE CIGAR PRICE FLOOR OF $8.00 FOR THE FIRST CIGAR, PLUS $1.75 FOR EACH ADDITIONAL CIGAR, EXCLUDING OTP AND SALES TAX","1",,,,,"4119","BROADWAY",,,,,"NEW YORK","NY","10033","-77.51985435062312","40.112489207759516"
"22320-2020-ENFO","20Q00416","CARPLEX AUTOS, INC.","2020-09-18T00:00:00.000","Secondhand Dealer [General] - 006","Queens","NYC Admin Code § 20-273(e) - RECORDS ARE NOT AVAILABLE FOR INSPECTION","1","Pleaded","1",,,"5748","MASPETH AVE",,,,,"MASPETH","NY","11378","-77.51985424025578","40.11248887505885"
"19681-2018-ENFO","05426321","GSA GAS, CORP.","2018-05-02T00:00:00.000","Tobacco Retail Dealer","Queens","NYC Admin Code § 20-202(a)(1) - UNLICENSED CIGARETTE RETAIL DEALER","1","Default Decision",,"1",,"2065","CLINTONVILLE ST",,,,,"WHITESTONE","NY","11357","-73.80553893637125","40.77947673979626"
"30730-2019-ENFO","70051486","93 DELI INC.","2019-05-19T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-704(a) - SOLD OR OFFERED FOR SALE CIGARETTES REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING","1","Hearing Decision",,"1",,"93","FEATHERBED LN",,,,,"BRONX","NY","10452","-73.91800049787905","40.846272712245124"
"671-2014-LEGL","05333269","ALL ABOUT AUTOMOTIVE II, INC.","2014-05-08T00:00:00.000","Tow Truck Company - 124",,"NYC Admin Code § 19-169.1(e) - STORAGE OF VEH AT FACILITY > 10 MILES","1126",,,,,,,,,,,"NEW YORK",,,,
"7153-2019-CMPL","05441006","FRANK'S GOURMET MARKET, INC.","2019-06-17T00:00:00.000","Supermarket - 819","Manhattan","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","1","Pleaded","1",,,"807","W 187TH ST",,,,,"NEW YORK","NY","10033","-73.93723502673502","40.85522702877572"
"12219-2020-ENFO","05445623","B & N FOOD CORP","2020-03-05T00:00:00.000","Grocery-Retail - 808","Brooklyn","6 RCNY § 5-24(b) - BUSINESS IMPOSES LIMITATIONS ON THE USE OF CREDIT CARDS BUT DOES NOT DISCLOSE THOSE LIMITATIONS.","1","Default Decision",,"1",,"152","ALBANY AVE",,,,,"BROOKLYN","NY","11213","-73.93886077498824","40.675356783052926"
"19104-2016-ENFO","05389193","DUANE READE INC","2016-03-19T00:00:00.000","Drug Store Retail - 810","Manhattan","NYC Admin Code § 20-708.1(d) - SCANNER PRICE EXCEEDED ITEM/SHELF/SALE/ADVERTISED PRICE.","1","Pleaded","1",,,"49","E 52ND ST",,,,,"NEW YORK","NY","10022","-73.97421632319775","40.75892612375733"
"35597-2016-ENFO","05395877","AMANDA M MOHAMMED","2016-05-20T00:00:00.000","Grocery-Retail - 808","Queens","6 RCNY § 5-37 - REFUND POLICY NOT POSTED","1","Pleaded","1",,,"8150","LEFFERTS BLVD",,,,,"KEW GARDENS","NY","11415","-73.83084375207508","40.70818048028021"
"3421-2017-ENFO","05408961","EBENEZER MINI MARKET, INC.","2017-01-18T00:00:00.000","Grocery-Retail - 808","Queens","1 NYCRR § 221.4 - LABEL ON COMMODITY DOES NOT CLEARLY STATE THE NAME AND ADDRESS OF MANUFACTURER, PACKER OR DISTRIBUTOR","2","Pleaded","2",,,"10807","CORONA AVE",,,,,"CORONA","NY","11368","-73.85482211524476","40.743101872913165"
"66204-2016-ENFO","05402843","AARON AUTO REPAIR INC.","2016-10-04T00:00:00.000","Misc Non-Food Retail - 817","Queens","6 RCNY § 5-70(a) - NO PRICE LIST FOR SERVICES DISPLAYED","1","Hearing Decision",,,"1","13106","METROPOLITAN AVE",,,,,"RICHMOND HILL","NY","11418","-73.82129835603222","40.70337094436876"
"17981-2014-CMPL","05351123","GODSONS EVOLUTIONARY DESIGNS INC.","2014-12-15T00:00:00.000","Home Improvement Contractor - 100","Queens","NYC Admin Code § 20-387 - UNLICENSED ACTIVITY","1","Default Decision",,"1",,,,,,,,"ELMONT","NY","11003",,
"48337-2019-ENFO","05442110","ARTVKG INC.","2019-09-11T00:00:00.000","Secondhand Dealer [General] - 006","Manhattan","6 RCNY § 2-101 - BUSINESS FAILS TO KEEP THE SIGNATURE OF EVERY PERSON FROM WHO IT PURCHASED A SECOND-DEAL ARTICLE","1","Hearing Decision",,,"1","40","W 25TH ST",,,,,"NEW YORK","NY","10010","-73.99032117788977","40.74351684700602"
"37838-2019-ENFO","70051854","J & S WEBSTER LAUNDROMAT INC.","2019-07-16T00:00:00.000","Tobacco Retail Dealer","Bronx","NYC Admin Code § 17-715(a) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL FLAVORED TOBACCO PRODUCT","1","Default Decision",,"1",,"2008","WEBSTER AVE",,,,,"BRONX","NY","10457","-73.89937305524035","40.85032836688881"
"61078-2015-ENFO","05380636","PROFESSIONAL EYEBROWS THREADING & WAXING INC","2015-10-27T00:00:00.000","Salons And Barbershop - 841","Queens","6 RCNY § 5-37 - REFUND POLICY NOT POSTED","1","Default Decision",,"1",,"9606","37TH AVE",,,,,"CORONA","NY","11368","-73.87066627659654","40.751585569344094"
"32623-2018-ENFO","05427590","SAM USED AUTO PARTS CORP","2018-06-25T00:00:00.000","Secondhand Dealer Auto - 005","Bronx","6 RCNY § 2-103(m)(2) - BUSINESS PARKS OR STORES VEHICLES ON A SIDEWALK OR OTHER PUBLIC SPACE","1","Default Decision",,"1",,"338","BRYANT AVE",,,,,"BRONX","NY","10474","-73.88375281970278","40.807767836690424"
"10633-2017-ENFO","05407094","SUPER EXPRESS DELI & GROCERY CORP. I","2017-02-08T00:00:00.000","Grocery-Retail - 808","Brooklyn","6 RCNY § 5-41 - Business engaged in deceptive trade practice by collecting sales tax on a non-taxable good or service.","2","Pleaded","2",,,"1205","BEDFORD AVE",,,,,"BROOKLYN","NY","11216","-73.9536730453112","40.68222838047677"
"3794-2020-ENFO","70054960","165 WOODYCREST GROCERY INC","2020-01-26T00:00:00.000","Tobacco Retail Dealer","Bronx","NY Pub Health § 1399-GG(1)  - SOLD OR OFFERED FOR SALE A CIGARETTE REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING","1","Default Decision",,"1",,"82","W 165TH ST",,,,,"BRONX","NY","10452","-73.92717282556788","40.83396061046567"
"19631-2017-ENFO","05408252","CROTONA LOTTO PLUS, INC.","2017-03-17T00:00:00.000","Grocery-Retail - 808","Bronx","NYC Admin Code § 20-708 - TOTAL SELLING PRICE NOT SHOWN","1","Pleaded","1",,,"1936","CROTONA AVE",,,,,"BRONX","NY","10457","-73.89149474260162","40.84496081226477"
"15921-2015-ENFO","05348551","VIC'S MUSIC HUT, INC.","2015-03-24T00:00:00.000","Misc Non-Food Retail - 817","Bronx","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","1","Decision Dismissed",,"1",,"1489","WILLIAMSBRIDGE RD",,,,,"BRONX","NY","10461","-73.84590209027408","40.8441266722663"
"41661-2021-ENFO","21T02331","ASZ DELI AND GROCERY INC.","2021-11-17T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NY Pub Health § 1399-cc(2) - SELLING TOBACCO PRODUCTS TO PERSON UNDER 21 YEARS OF AGE","1","Default Decision",,"1",,"6607","BAY PKWY",,,,,"BROOKLYN","NY","11204","-77.51985447238116","40.112488565730956"
"75305-2022-ENFO","22X01601","GLOBAL EXPRESS LINES INC.","2022-12-28T00:00:00.000","Parking Lot - 050","Bronx","6 RCNY § 2-161(g)(2)(iv) - BUSINESS FAILS TO POST AN EXACT COPY OF ITS RATE SIGNS AT PLACE OF PAYMENT SO THAT THEY CAN BE READILY SEEN BY A CUSTOMER.","1","Pleaded","1",,,"691","E 149TH ST",,,,,"BRONX","NY","10455","-77.51985424230196","40.11248912265345"
"71244-2022-ENFO","22T04771","BABA YAC CONVENIENCE INC.","2022-12-06T00:00:00.000","Electronic Cigarette Dealer","Staten Island","NY Pub Health § 1399-MM1(2) - Selling or offering for sale a flavored vapor product intended or reasonably expected to be used for the consumption of nicotine.","1","Default Decision",,,"1","774","CASTLETON AVE",,,,,"STATEN ISLAND","NY","10310","-77.51985492606053","40.112488610780105"
"41662-2021-ENFO","21T02332","MJB SERVICE STATION INC.","2021-11-17T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NY Pub Health § 1399-cc(2) - SELLING CIGARETTES TO A PERSON UNDER 21 YEARS OF AGE","1","Hearing Decision",,"1",,"321","MCGUINNESS BLVD",,,,,"BROOKLYN","NY","11222","-77.51985438275253","40.11248889862932"
"25614-2021-ENFO","21Q00600","J & L DELI GROCERY CORP","2021-08-02T00:00:00.000","Grocery-Retail - 808","Queens","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","1","Pleaded","1",,,"20026","HOLLIS AVE",,,,,"SAINT ALBANS","NY","11412","-77.51985368038994","40.11248884562572"
"43531-2021-ENFO","05452196","ANDREW J. PANDIANI","2021-09-22T00:00:00.000","Tow Truck Driver - 125","Staten Island","NYC Admin Code § 20-496(b) - Operating a tow truck without a license.","1","Default Decision",,"1",,,,,,,,"STATEN ISLAND","NY","10309",,
"7183-2016-ENFO","05389727","MAY PARKING CORP.","2016-01-28T00:00:00.000","Garage - 049","Manhattan","NYC Admin Code § 20-327(a) - BUSINESS EXCEEDS VEHICLE CAPACITY.","7","Pleaded","7",,,"330","E 70TH ST",,,,,"NEW YORK","NY","10021","-73.95805811942994","40.76694974686414"
"5107-2015-ENFO","06006278","THE REDHILLS CO LLC","2015-01-31T00:00:00.000","Tax Preparers - 891","Brooklyn","6 RCNY § 5-66(c)(1)(iii) - TAX PREPARER FAILS TO POST NOTICE STATING THAT BOTH THE TAX PREPARER AND TAXPAYER MUST SIGN EVERY TAX RETURN","1","Default Decision",,"1",,"893","FLATBUSH AVE",,,,,"BROOKLYN","NY","11226","-73.95862529817569","40.65008891691548"
"66429-2016-ENFO","05394115","PALENQUE SUPERMARKET CORP","2016-10-14T00:00:00.000","Grocery-Retail - 808","Bronx","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","2","Settlement (Pre-Hearing)","2",,,"1815","GRAND CONCOURSE",,"FRNT","1",,"BRONX","NY","10453","-73.908175168756","40.84731104281934"
"30956-2022-ENFO","22M00831","47TH GARAGE LLC","2022-06-13T00:00:00.000","Garage - 049","Manhattan","NYC Admin Code § 20-327(a) - BUSINESS EXCEEDS VEHICLE CAPACITY.","10","Hearing Decision",,"10",,"212","E 47TH ST",,,,"212-214","NEW YORK","NY","10017","-77.51985445516388","40.11248895223762"
"62469-2015-ENFO","05387138","560 RALPH DELI AND GROCERY CORP","2015-11-12T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","6 RCNY § 1-14 - DID NOT ANSWER N/O/H OR SUBPOENA","1","Default Decision",,"1",,"560","RALPH AVE",,,,,"BROOKLYN","NY","11233","-73.9224889475533","40.66999185896368"
"62743-2018-ENFO","05436069","OPEN ROAD MOTORSPORTS LLC","2018-12-12T00:00:00.000","Secondhand Dealer [General] - 006","Queens","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","2","Pleaded","2",,,"3602","38TH ST",,,,,"LONG ISLAND CITY","NY","11101","-73.92440560942694","40.75366448608686"
"9576-2020-ENFO","05449632","NB NET SOLUTIONS 25 INC","2020-02-25T00:00:00.000","Misc Non-Food Retail - 817","Bronx","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","1","Default Decision",,"1",,"2043","BARTOW AVE",,,,,"BRONX","NY","10475","-73.82922604780454","40.8693874212663"
"43167-2019-ENFO","70051468","SUNSET DELI, CORP.","2019-08-12T00:00:00.000","Tobacco Retail Dealer","Brooklyn","NY Pub Health § 1399-CC(2) - SOLD TOBACCO PRODUCTS TO PERSON UNDER 18 YEARS OF AGE","1","Hearing Decision",,"1",,"4301","4TH AVE",,,,,"BROOKLYN","NY","11232","-74.00857696204042","40.65030189802864"
"13757-2018-CMPL","05433084","SAINT MARY'S BAGELS, CORP.","2018-11-08T00:00:00.000","Grocery-Retail - 808","Staten Island","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","1","Pleaded","1",,,"3295","RICHMOND AVE",,,,,"STATEN ISLAND","NY","10312","-74.16927667462843","40.55817191212205"
"19956-2020-CMPL","05448728","LOT LESS NYC INC","2020-05-18T00:00:00.000","Misc Non-Food Retail - 817","Bronx","6 RCNY § 5-42(b)(1) - MERCHANT SELLS OR OFFERS FOR SALE GOODS OR SERVICES WITH AN EXCESSIVE PRICE INCREASE DURING AN IMMINENT THREAT TO PUBLIC HEALTH","25","Hearing Decision",,"25",,"5545","BROADWAY",,,,,"BRONX","NY","10463","-73.90538440156013","40.87809882724177"
"17114-2018-ENFO","05432695","2451 BROADWAY MARKET INC.","2018-10-15T00:00:00.000","Stoop Line Stand - 033","Manhattan","NYC Admin Code § 20-233(a) - UNLIC STOOPLINE STAND","1","Default Decision",,"1",,"2451","BROADWAY",,,,,"NEW YORK","NY","10024","-73.9743266182456","40.791182305051024"
"88-2017-LEGL","1700025HR","UNITED RECOVERY & STORAGE, INC.","2017-05-01T00:00:00.000","Tow Truck Company - 124","Queens","NYC Admin Code § 20-508 - STORED VECHICLE IN UNAUTH.PREM.","1","Settlement (Pre-Hearing)","1",,,"904","38TH AVE",,,,,"LONG ISLAND CITY","NY","11101","-73.94315173864246","40.75892321681977"
"47640-2014-ENFO","05337717","KAY STOP, INC","2014-08-08T00:00:00.000","Grocery-Retail - 808","Queens","1 NYCRR § 221.4 - LABELS DO NOT CLEARLY STATE THE NAME AND ADDRESS OF MANUFACTURER,PACKER OR DISTRIBUTOR","1","Pleaded","1",,,"14907","41ST AVE",,,,,"FLUSHING","NY","11355","-73.815570671379","40.762157419994516"
"10439-2022-ENFO","22X00144","M MULTI SERVICE AND REALTY INC","2022-03-02T00:00:00.000","Tax Preparers - 891","Bronx","6 RCNY § 5-66(c)(2) - Tax preparer fails to prominently and conspicuously post price list sign at each point at which orders are placed or payment is made","1","Default Decision",,"1",,"1489","BEACH AVE",,,,,"BRONX","NY","10460","-77.51985409460666","40.112489194137076"
"59206-2022-ENFO","22Q01088","LUCKY STAR CONVENIENCE INC","2022-10-13T00:00:00.000","Electronic Cigarette Dealer","Queens","NY Pub Health § 1399-MM1(2) - Selling or offering for sale a flavored vapor product intended or reasonably expected to be used for the consumption of nicotine.","20","Default Decision",,,"20","4202","28TH AVE",,,,,"ASTORIA","NY","11103","-77.51985424370736","40.11248898884197"
"28412-2023-ENFO","23T03161","SALEH, JAMIL A","2023-04-12T00:00:00.000","Electronic Cigarette Dealer","Brooklyn","NYC Admin Code § 17-715(b) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL OR OFFER FOR SALE FLAVORED ELECTRONIC CIGARETTE OR E-LIQUID","1","Pleaded","1",,,"91","NORMAN AVE",,,,,"BROOKLYN","NY","11222","-77.51985437966655","40.11248887702389"
"16929-2017-ENFO","06011154","NOTARIA ECUADOR INC","2017-03-09T00:00:00.000","Tax Preparers - 891","Brooklyn","6 RCNY § 5-66(c)(1)(ii) - NO SIGN RE TAXPAYER RT TO COPY/RETURN","1","Settlement (Pre-Hearing)","1",,,"190","WYCKOFF AVE",,"STE","A",,"BROOKLYN","NY","11237","-73.91526044825449","40.70184259081678"
"9548-2019-ENFO","70050635","132 VERMILYEA DELI & GROCERY CORP","2019-02-10T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 17-704(a) - SOLD OR OFFERED FOR SALE CIGARETTES REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING","1","Hearing Decision",,"1",,"132","VERMILYEA AVE",,,,,"NEW YORK","NY","10034","-73.92104135469238","40.86661033188839"
"39758-2021-ENFO","21X00631","5 STARZ CANDY AND GROCERY CORP","2021-11-01T00:00:00.000","Grocery-Retail - 808","Bronx","6 RCNY § 5-37 - REFUND POLICY IS NOT POSTED  AT EACH OF CASH REGISTER/S OR AT EACH OF POINTS OF SALE OR AT EACH OF THE STORE ENTRANCES OR REFUND POLICY IS NOT POSTED CONSPICUOUSLY","1","Default Decision",,"1",,"159","E 170TH ST",,,,,"BRONX","NY","10452","-77.51985426428334","40.112489192702014"
"20932-2014-ENFO","06008077","PABLO INCOME TAX","2014-04-03T00:00:00.000","Tax Preparers - 891","Bronx","6 RCNY § 5-66(c)(1)(i) - FEES SIGN DOESN'T DISLCOSE EXACTLY HOW FEES ARE COMPUTED, INCLUDING PRICE OF SERVICE WITH AND WITHOUT REFUND ANTICIPATION CHECK (RAC), IF BUSINESS OFFERS RAC SERVICE","2","Default Decision",,"2",,"1182","WHEELER AVE",,,,,"BRONX","NY","10472","-73.87993817934229","40.82782509749058"
"68141-2016-ENFO","05400040","DUANE READE INC","2016-10-13T00:00:00.000","Drug Store Retail - 810","Manhattan","NYC Admin Code § 20-822(a) - SALE OF EXPIRED MEDS:  BUSINESS OFFERED FOR SALE OVER-THE COUNTER MEDICATION LATER THAN EXPIRATION DATE ON THE LABEL.","4","Settlement (Pre-Hearing)","4",,,"777","6TH AVE",,,,,"NEW YORK","NY","10001","-73.9913242401921","40.744946941657"
"26249-2019-ENFO","05447102","165 STREET PARKING INC","2019-05-14T00:00:00.000","Garage - 049","Queens","NYC Admin Code § 20-321 - UNLIC GARAGE OR PARKING LOT","1","Pleaded","1",,,"8835","165TH ST",,,,,"JAMAICA","NY","11432","-73.79665368754408","40.70825690941301"
"11278-2014-ENFO","05335905","SECOND HAND FURNITURE","2014-02-22T00:00:00.000","Secondhand Dealer [General] - 006","Bronx","NYC Admin Code § 20-265 - UNLIC SECOND HAND DEALER","1","Default Decision",,"1",,"453","E TREMONT AVE",,,,,"BRONX","NY","10457","-73.89874891116177","40.847176897645"
"45625-2021-ENFO","21T02558","EB DELI AND GROCERY CORP","2021-12-13T00:00:00.000","Electronic Cigarette Dealer","Queens","NYC Admin Code § 17-715(b) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL OR OFFER FOR SALE FLAVORED ELECTRONIC CIGARETTE OR E-LIQUID","12","Default Decision",,"12",,"18520","HILLSIDE AVE",,,,,"JAMAICA","NY","11432","-77.51985375378835","40.11248886567041"
"36139-2022-ENFO","22M00962","333 SMOKE SHOP INC","2022-07-07T00:00:00.000","Tobacco Retail Dealer","Manhattan","NYC Admin Code § 17-706(c) - FAILED TO POST AGE RESTRICTION SIGN IN A CONSPICUOUS PLACE","1","Default Decision",,"1",,"333","PARK AVE S",,,,"6","NEW YORK","NY","10010","-77.51985450342418","40.11248891632764"
"2345-2017-ENFO","05406853","CELLULAR COMMUNICATIONS OF N.Y. INC.","2017-01-04T00:00:00.000","Electronic Store - 001","Brooklyn","NYC Admin Code § 20-485.5(c) - RECEIPT DOES NOT INCLUDE REQUIRED INFORMATION","1","Hearing Decision",,"1",,"199","LEE AVE",,"STE","A",,"BROOKLYN","NY","11211","-73.95580879239793","40.70203547658449"
"32285-2023-ENFO","23M01339","MAMBA CITY CURB 2 INC.","2023-06-15T00:00:00.000","Electronic Cigarette Dealer","Manhattan","NYC Admin Code § 17-715(b) - SOLD, OFFERED FOR SALE, OR POSSESSED WITH INTENT TO SELL OR OFFER FOR SALE FLAVORED ELECTRONIC CIGARETTE OR E-LIQUID","20",,,,,"188","ORCHARD ST",,,,,"NEW YORK","NY","10002","-77.51985450983064","40.11248886362233"
"26579-2023-ENFO","23T03002","3RD AVE STOP SHOP CORP","2023-05-18T00:00:00.000","Tobacco Retail Dealer","Bronx","NY Pub Health § 1399-cc(2) - SELLING TOBACCO PRODUCTS TO PERSON UNDER 21 YEARS OF AGE","1",,,,,"3754","3RD AVE",,,,,"BRONX","NY","10456","-77.51985422052356","40.11248918642623"
"43512-2014-ENFO","70021490","44 NEWSSTAND CORP","2014-07-21T00:00:00.000","Cigarette Retail Dealer - 127","Brooklyn","NYC Admin Code § 17-704 - SELLING A TOBACCO THAT HAD BEEN REMOVED FROM PACKAGING THAT BEARS A HEALTH WARNING (KNOWN AS ''LOOSIES'')","1","Default Decision",,"1",,"383","JAY ST",,,,,"BROOKLYN","NY","11201","-73.98729958637138","40.69207151924587"
"8449-2019-CMPL","05443559","CLAIRE'S","2019-07-15T00:00:00.000","Air Condtioning Law - 899","Brooklyn","NYC Admin Code § 20-910(b) - BUSINESS KEPT EXTERIOR DOOR OR WINDOW OPEN WHILE AN AIR CONDITIONER/CENTRAL COOLING SYSTEM WAS OPERATING THAT COOLED THE AREA ADJACENT TO THE DOOR OR WINDOW","1","Default Decision",,"1",,"523","FULTON ST",,,,,"BROOKLYN","NY","11201","-73.98437552163853","40.690278824954625"
"58230-2022-ENFO","22M01993","333 EAST 69TH STREET GARAGE LLC","2022-10-05T00:00:00.000","Garage - 049","Manhattan","6 RCNY § 2-161(g)(2)(i) - IMPROPER RATE SIGN","1","Pleaded","1",,,"333","E 69TH ST",,,,,"NEW YORK","NY","10021","-77.51985440992499","40.11248898824654"
"4564-2014-ENFO","05337782","J & J NEWS INC.","2014-01-15T00:00:00.000","Grocery-Retail - 808","Queens","NYC Admin Code § 20-708 - STORE DID NOT CONSPICUOUSLY DISPLAY THE TOTAL SELLING PRICE, AT POINT OF DISPLAY, FOR ITEM.","8","Settlement (Pre-Hearing)","8",,,"4520","23RD ST",,,,,"LONG ISLAND CITY","NY","11101","-73.94547212840196","40.74644122848075"
"18247-2016-ENFO","05398703","CENTRAL PARKING SYSTEM OF NEW YORK, INC.","2016-03-16T00:00:00.000","Garage - 049","Manhattan","NYC Admin Code § 20-327(a) - BUSINESS EXCEEDS VEHICLE CAPACITY.","35","Settlement (Pre-Hearing)","35",,,"70","W 95TH ST",,,,,"NEW YORK","NY","10025","-73.9670132669623","40.79175409271742"
