"dbn","school_name","location_type","total_guidance_counselors","total_gc","total_sw","full_time_gc","full_time_sw","part_time_gc","part_time_sw","bilingual_gc","bilingual_sw","gc_serving_more_than_one","sw_serving_more_than_one","high_needs_gc","high_needs_sw","bridging_the_gap","school_response_clinician","single_shepherd","learning_to_work","school_psychologist_providing","cbo_partner_for_mental_health","_2020_21_sy_enrollment","ratio_gc_sw","ratio_gc_only","ratio_sw_only"
"05M200","P.S. 200- The James McCune Smith School","Elementary","2.4","2.0","0.4","2.0","0.4","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","298","124","149","298"
"05M285","Harlem Renaissance High School","High school","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","true","false","no","161","81","161","161"
"05M286","Urban Assembly Academy for Future Leaders","Junior High-Intermediate-Middle","1.2","1.0","0.2","1.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","93","78","93","93"
"05M304","Mott Hall High School","High school","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","207","94","207","173"
"05M318","Thurgood Marshall Academy Lower School","Elementary","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","186","85","186","155"
"05M362","Columbia Secondary School","Secondary School","3.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","700","233","350","700"
"05M369","Urban Assembly School for the Performing Arts","High school","4.0","3.0","1.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","386","97","129","386"
"05M371","School of Earth Exploration and Discovery Harlem (SEED Harlem)","Junior High-Intermediate-Middle","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","78","34","78","60"
"05M499","Frederick Douglass Academy","Secondary School","6.2","4.0","2.2","4.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","994","160","249","452"
"05M514","New Design Middle School","Junior High-Intermediate-Middle","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","135","56","135","96"
"05M517","Teachers College Community School","K-8","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","373","373","373","373"
"05M670","Thurgood Marshall Academy for Learning and Social Change","Secondary School","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","536","168","268","447"
"05M692","High School for Mathematics, Science and Engineering at City College","High school","2.2","2.0","0.2","2.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","496","225","248","496"
"06M004","P.S. 004 Duke Ellington","Elementary","3.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","455","152","455","228"
"06M005","P.S. 005 Ellen Lurie","Elementary","2.8","2.0","0.8","2.0","0.8","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","521","186","261","521"
"06M008","P.S. 008 Luis Belliard","Elementary","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","441","200","441","368"
"06M018","P.S. 018 Park Terrace","K-8","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","318","133","318","227"
"06M028","P.S. 028 Wright Brothers","Elementary","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","469","156","235","469"
"06M048","P.S. 048 P.O. Michael J. Buczek","Elementary","1.8","1.0","0.8","1.0","0.8","0.0","0.0","1.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","421","234","421","421"
"06M052","Harold O. Levy School","Junior High-Intermediate-Middle","1.2","0.0","1.2","0.0","1.2","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","248","207","248","207"
"06M098","P.S. 098 Shorac Kappock","Elementary","2.4","1.0","1.4","1.0","1.4","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","360","150","360","257"
"06M103","Dos Puentes Elementary School","Elementary","2.2","1.0","1.2","1.0","1.2","0.0","0.0","1.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","420","191","420","350"
"06M115","P.S. 115 Alexander Humboldt","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","394","246","394","394"
"06M128","P.S. 128 Audubon","Elementary","1.4","1.0","0.4","1.0","0.4","0.0","0.0","1.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","563","402","563","563"
"06M132","P.S. 132 Juan Pablo Duarte","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","186","116","186","186"
"06M143","J.H.S. 143 Eleanor Roosevelt","Junior High-Intermediate-Middle","2.2","1.0","1.2","1.0","1.2","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","225","102","225","188"
"06M152","P.S. 152 Dyckman Valley","Elementary","3.8","2.0","1.8","2.0","1.8","0.0","0.0","2.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","490","129","245","272"
"06M153","P.S. 153 Adam Clayton Powell","Elementary","1.3","1.0","0.3","1.0","0.3","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","434","334","434","434"
"06M173","P.S. 173","Elementary","1.4","1.0","0.4","1.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","444","317","444","444"
"06M178","Professor Juan Bosch Public School","Elementary","1.6","0.0","1.6","0.0","1.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","262","164","262","164"
"06M187","P.S./I.S. 187 Hudson Cliffs","K-8","3.4","3.0","0.4","3.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","739","217","246","739"
"06M189","P.S. 189","Elementary","2.6","2.0","0.6","2.0","0.6","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","569","219","285","569"
"06M192","P.S. 192 Jacob H. Schiff","Elementary","1.3","0.0","1.3","0.0","1.3","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","316","243","316","243"
"06M209","Hamilton Grange Middle School","Junior High-Intermediate-Middle","3.3","3.0","0.3","3.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","336","102","112","336"
"06M210","P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership","K-8","2.4","1.0","1.4","1.0","1.4","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","423","176","423","302"
"06M211","Inwood Early College for Health and Information Technologies","High school","5.0","2.0","3.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","425","85","213","142"
"06M223","The Mott Hall School","Junior High-Intermediate-Middle","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","269","135","269","269"
"06M278","Paula Hedbavny School","K-8","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","471","196","471","336"
"06M293","City College Academy of the Arts","Secondary School","3.0","3.0","0.0","3.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","611","204","204","611"
"06M311","Amistad Dual Language School","K-8","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","407","185","407","339"
"06M314","Muscota","Elementary","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","293","133","293","244"
"06M319","M.S. 319 - Maria Teresa","Junior High-Intermediate-Middle","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","320","145","320","267"
"06M322","Middle School 322","Junior High-Intermediate-Middle","1.2","1.0","0.2","1.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","292","243","292","292"
"06M324","M.S. 324 - Patria Mirabal","Junior High-Intermediate-Middle","1.2","1.0","0.2","1.0","0.2","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","268","223","268","268"
"06M328","Community Math & Science Prep","Junior High-Intermediate-Middle","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","134","67","134","134"
"06M346","Community Health Academy of the Heights","Secondary School","4.2","2.0","2.2","2.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","660","157","330","300"
"06M348","Washington Heights Expeditionary Learning School","K-12 all grades","5.4","2.0","3.4","2.0","3.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","952","176","476","280"
"06M349","Harbor Heights","Junior High-Intermediate-Middle","1.4","1.0","0.4","1.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","98","70","98","98"
"06M366","Washington Heights Academy","K-8","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","547","249","547","456"
"06M368","The William Lynch School","Elementary","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","208","90","208","160"
"06M423","High School for Excellence and Innovation","High school","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","true","false","no","169","169","169","169"
"06M462","The College Academy","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","2.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","359","112","180","299"
"06M463","High School for Media and Communications","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","328","103","164","273"
"06M467","High School for Law and Public Service","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","449","140","225","374"
"06M468","High School for Health Careers and Sciences","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","396","124","198","330"
"06M513","Castle Bridge School","Elementary","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","179","179","179","179"
"06M528","I.S. 528 Bea Fuller Rodgers School","Junior High-Intermediate-Middle","2.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","254","127","254","254"
"06M540","A. Philip Randolph Campus High School","High school","11.6","9.0","2.6","9.0","2.6","0.0","0.0","2.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","1,505","130","167","579"
"06M552","Gregorio Luperon High School for Science and Mathematics","High school","4.0","4.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","539","135","135","539"
"07X001","P.S. 001 Courtlandt School","Elementary","3.8","2.0","1.8","2.0","1.8","0.0","0.0","0.0","1.0","0.0","0.0","false","no","true","false","false","false","false","no","533","140","267","296"
"07X005","P.S. 5 Port Morris","K-8","5.8","3.0","2.8","3.0","2.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","610","105","203","218"
"07X018","P.S. 018 John Peter Zenger","Elementary","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","444","202","444","370"
"07X025","P.S. 025 Bilingual School","Elementary","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","526","263","526","526"
"07X029","P.S./M.S. 029 Melrose School","K-8","6.0","2.0","4.0","2.0","4.0","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","true","false","false","no","794","132","397","199"
"07X030","P.S. 030 Wilton","Elementary","3.6","2.0","1.6","2.0","1.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","true","false","false","false","false","no","480","133","240","300"
"07X031","P.S./M.S. 031 The William Lloyd Garrison","K-8","8.0","5.0","3.0","5.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","622","78","124","207"
"07X043","P.S. 043 Jonas Bronck","Elementary","1.8","1.0","0.8","1.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","351","195","351","351"
"07X049","P.S. 049 Willis Avenue","Elementary","3.6","2.0","1.6","2.0","1.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","true","false","false","false","false","no","602","167","301","376"
"07X065","P.S. 065 Mother Hale Academy","Elementary","3.4","2.0","1.4","2.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","316","93","158","226"
"07X154","P.S. 154 Jonathan D. Hyatt","Elementary","2.2","2.0","0.2","2.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","312","142","156","312"
"07X157","P.S. 157 Grove Hill","Elementary","3.2","1.0","2.2","1.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","534","167","534","243"
"07X161","P.S. 161 Juan Ponce De Leon School","Elementary","3.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","376","125","188","376"
"07X179","P.S. 179","Elementary","1.4","1.0","0.4","1.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","281","201","281","281"
"07X221","South Bronx Preparatory: A College Board School","Secondary School","5.2","4.0","1.2","4.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","true","true","false","false","no","640","123","160","533"
"07X223","The Laboratory School of Finance and Technology: X223","Secondary School","8.2","6.0","2.2","6.0","2.2","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","715","87","119","325"
"07X224","P.S./I.S. 224","Junior High-Intermediate-Middle","4.2","3.0","1.2","3.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","246","59","82","205"
"07X259","H.E.R.O. High (Health, Education, and Research Occupations High School)","High school","5.0","2.0","3.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","505","101","253","168"
"07X277","P.S. 277","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","373","233","373","373"
"07X296","South Bronx Academy for Applied Media","Junior High-Intermediate-Middle","3.2","1.0","2.2","1.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","244","76","244","111"
"07X298","Academy of Public Relations","Junior High-Intermediate-Middle","5.1","2.0","3.1","2.0","3.1","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","197","39","99","64"
"07X334","International Community High School","High school","7.4","5.0","2.4","5.0","2.4","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","399","54","80","166"
"07X343","Academy of Applied Mathematics and Technology","Junior High-Intermediate-Middle","4.2","2.0","2.2","2.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","301","72","151","137"
"07X359","Concourse Village Elementary School","Elementary","1.3","1.0","0.3","1.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","285","219","285","285"
"07X369","Young Leaders Elementary School","Elementary","1.2","1.0","0.2","1.0","0.2","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","258","215","258","258"
"07X379","Jill Chaifetz Transfer High School","High school","4.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","true","false","no","208","52","104","104"
"07X381","Bronx Haven High School","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","true","true","false","no","156","50","78","138"
"07X427","Community School for Social Justice","High school","7.3","4.0","3.3","4.0","3.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","343","47","86","104"
"07X473","Mott Haven Village Preparatory High School","High school","6.4","2.0","4.4","2.0","4.4","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","253","40","127","58"
"07X495","University Heights Secondary School","High school","8.8","5.4","3.4","5.0","3.4","0.4","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","597","68","111","176"
"07X500","Hostos-Lincoln Academy of Science","Secondary School","6.0","5.0","1.0","5.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","569","95","114","569"
"07X522","Bronx Design and Construction Academy","High school","8.1","5.0","3.1","5.0","3.1","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","true","false","false","no","299","37","60","95"
"07X527","Bronx Leadership Academy II High School","High school","6.3","2.0","4.3","2.0","4.3","0.0","0.0","1.0","1.0","0.0","0.0","false","no","false","false","true","false","false","no","499","79","250","116"
"07X548","Careers in Sports High School","High school","9.1","6.0","3.2","6.0","3.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","527","58","88","167"
"07X551","The Urban Assembly Bronx Academy of Letters","Secondary School","9.2","5.0","4.2","5.0","4.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","611","66","122","145"
"07X557","Mott Haven Community High School","High school","6.0","2.0","4.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","true","false","no","247","41","124","62"
"07X584","I.S. 584","Junior High-Intermediate-Middle","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","230","77","115","230"
"07X600","Alfred E. Smith Career and Technical Education High School","High school","5.1","3.0","2.1","3.0","2.1","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","444","86","148","208"
"07X625","Walkabout Bronx High School","High school","2.3","1.2","1.2","1.0","1.2","0.2","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","51","22","43","44"
"07X670","Health Opportunities High School","High school","7.3","4.0","3.3","4.0","3.3","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","true","false","false","no","387","53","97","117"
"08X014","P.S. X014 Senator John Calandra","Elementary","2.6","1.0","1.6","1.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","580","223","580","363"
"08X036","P.S. 036 Unionport","Elementary","2.6","1.0","1.6","1.0","1.6","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","729","280","729","456"
"08X048","P.S. 048 Joseph R. Drake","Elementary","4.8","2.0","2.8","2.0","2.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","562","117","281","201"
"08X062","P.S. 062 Inocensio Casanova","Elementary","3.0","0.0","3.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","false","no","true","false","false","false","false","no","527","176","527","176"
"08X069","P.S. 069 Journey Prep School","Elementary","2.6","2.0","0.6","2.0","0.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","565","217","283","565"
"08X071","P.S. 071 Rose E. Scala","K-8","5.4","2.0","3.4","2.0","3.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","1,408","261","704","414"
"08X072","P.S. 072 Dr. William Dorney","Elementary","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","687","215","344","573"
"08X075","P.S. 75 School of Research and Discovery","Elementary","2.6","1.0","1.6","1.0","1.6","0.0","0.0","1.0","1.0","0.0","0.0","false","no","true","false","false","false","false","no","530","204","530","331"
"08X093","P.S. 093 Albert G. Oliver","Elementary","1.4","1.0","0.4","1.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","357","255","357","357"
"08X100","P.S. 100 Isaac Clason","Elementary","3.8","2.0","1.8","2.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","536","141","268","298"
"08X101","M.S. X101 Edward R. Byrne","Junior High-Intermediate-Middle","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","548","238","548","422"
"08X107","P.S. 107","Elementary","2.6","1.0","1.6","1.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","525","202","525","328"
"08X119","The Dr. Emmett W. Bassett School","Elementary","2.8","2.0","0.8","2.0","0.8","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","632","226","316","632"
"08X123","J.H.S. 123 James M. Kieran","Junior High-Intermediate-Middle","3.1","2.0","1.1","2.0","1.1","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","500","161","250","455"
"08X130","P.S. 130 Abram Stevens Hewitt","Elementary","2.8","1.0","1.8","1.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","359","128","359","199"
"08X131","J.H.S. 131 Albert Einstein","Junior High-Intermediate-Middle","2.2","2.0","0.2","2.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","413","188","207","413"
"08X138","P.S. 138 Samuel Randall","Elementary","3.6","2.0","1.6","2.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","581","161","291","363"
"08X140","P.S. X140 The Eagle School","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","479","299","479","479"
"08X146","P.S. 146 Edward Collins","Elementary","2.6","1.0","1.6","1.0","1.6","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","344","132","344","215"
"08X152","P.S. 152 Evergreen","Elementary","5.2","3.0","2.2","3.0","2.2","0.0","0.0","1.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","714","137","238","325"
"08X182","P.S. 182","Elementary","2.8","2.0","0.8","2.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","585","209","293","585"
"08X269","Bronx Studio School for Writers and Artists","Secondary School","5.4","3.0","2.4","3.0","2.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","636","118","212","265"
"08X282","Women's Academy of Excellence","High school","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","true","false","false","false","no","199","90","199","166"
"08X293","Renaissance High School for Musical Theater and the Arts","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","447","143","224","394"
"08X301","M.S. 301 Paul L. Dunbar","Junior High-Intermediate-Middle","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","187","78","187","134"
"08X302","M.S. 302 Luisa Dessus Cruz","Junior High-Intermediate-Middle","3.4","3.0","0.4","3.0","0.4","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","452","133","151","452"
"08X304","P.S. 304 Early Childhood School","Elementary","1.2","0.0","1.2","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","528","459","528","459"
"08X312","Millennium Art Academy","High school","3.2","1.0","2.2","1.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","391","123","391","180"
"08X320","Pelham Lab High School","High school","4.1","4.0","0.1","4.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","419","101","105","419"
"08X333","The Longwood Academy of Discovery","Elementary","3.8","2.0","1.8","2.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","true","no","true","false","false","false","false","no","518","136","259","288"
"08X337","The School for Inquiry and Social Justice","Junior High-Intermediate-Middle","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","462","149","231","420"
"08X348","Schuylerville Preparatory High School","High school","1.1","1.0","0.1","1.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","373","329","373","373"
"08X349","Bronx River High School","High school","4.1","3.0","1.1","3.0","1.1","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","464","112","155","409"
"08X367","Archimedes Academy for Math, Science and Technology Applications","Secondary School","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","583","182","292","486"
"08X371","Urban Institute of Mathematics","Junior High-Intermediate-Middle","2.1","2.0","0.1","2.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","373","175","187","373"
"08X375","The Bronx Mathematics Preparatory School","Junior High-Intermediate-Middle","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","188","85","188","157"
"08X376","Antonia Pantoja Preparatory Academy: A College Board School","Secondary School","3.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","405","135","203","405"
"08X377","Bronx Community High School","High school","1.2","0.0","1.2","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","true","ARPA funded","false","false","false","true","false","no","111","95","111","95"
"08X392","Bronx Delta School","Elementary","1.1","1.0","0.1","1.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","450","397","450","450"
"08X405","Herbert H. Lehman High School","High school","10.1","7.0","3.1","7.0","3.1","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","New York Center for Interpersonal Development, Inc.","1,004","99","143","320"
"08X424","Bronx Academy for Multi-Media","Junior High-Intermediate-Middle","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","274","114","274","196"
"08X432","Bronx Bridges High School","High school","4.2","3.0","1.2","3.0","1.2","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","344","83","115","295"
"08X448","Soundview Academy for Culture and Scholarship","Junior High-Intermediate-Middle","2.2","1.0","1.2","1.0","1.2","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","361","164","361","301"
