"extract_run_date","randomized_id","closed_year","case_type","days_from_received_date_to","re_opened","ever_on_da_hold","outcome_path","case_disposition","borough_of_incident","patrol_borough_of_incident","stop_question_frisk_complaint"
"2018-05-25T00:00:00.000","221","2000","CCRB","57","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","222","2000","CCRB","350","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","223","2000","CCRB","113","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","224","2000","CCRB","252","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","225","2000","CCRB","387","false","false","Full Investigation","Substantiated (Charges)","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","226","2000","CCRB","119","false","false","Truncated","Complainant Uncooperative","Bronx","Other","false"
"2018-05-25T00:00:00.000","227","2000","CCRB","120","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","228","2000","CCRB","357","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","229","2000","CCRB","99","false","false","Full Investigation","Substantiated (Charges)","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","230","2000","CCRB","405","false","false","Full Investigation","Unfounded","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","231","2000","CCRB","395","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","232","2000","CCRB","106","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","233","2000","CCRB","372","false","false","Truncated","Complaint Withdrawn","Queens","Queens North","false"
"2018-05-25T00:00:00.000","234","2000","CCRB","99","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","235","2000","CCRB","74","false","false","Truncated","Complaint Withdrawn","Brooklyn","Other","true"
"2018-05-25T00:00:00.000","236","2000","CCRB","179","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","237","2000","CCRB","409","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","238","2000","CCRB","465","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","239","2000","CCRB","184","false","false","Truncated","Complainant Uncooperative","Manhattan","Other","false"
"2018-05-25T00:00:00.000","240","2000","CCRB","167","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","241","2000","CCRB","109","false","false","Truncated","Alleged Victim Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","242","2000","CCRB","99","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","243","2000","CCRB","318","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","244","2000","CCRB","409","false","false","Full Investigation","Exonerated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","245","2000","CCRB","502","true","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","246","2000","CCRB","515","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","247","2000","CCRB","596","false","false","Full Investigation","Substantiated (Command Discipline)","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","248","2000","CCRB","106","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","249","2000","CCRB","200","false","false","Other","Miscellaneous","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","250","2000","CCRB","294","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","251","2000","CCRB","564","true","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","252","2000","CCRB","281","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","253","2000","CCRB","80","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","254","2000","CCRB","132","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","255","2000","CCRB","156","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","256","2000","CCRB","188","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","257","2000","CCRB","113","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","258","2000","CCRB","69","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","259","2000","CCRB","183","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","260","2000","CCRB","173","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","261","2000","CCRB","573","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","262","2000","CCRB","270","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","263","2000","CCRB","374","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","264","2000","CCRB","120","false","false","Truncated","Alleged Victim Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","265","2000","CCRB","397","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","266","2000","CCRB","139","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","267","2000","CCRB","72","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","268","2000","CCRB","226","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","269","2000","CCRB","304","false","false","Full Investigation","Exonerated","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","270","2000","CCRB","64","false","false","Truncated","Complainant Uncooperative","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","271","2000","CCRB","118","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","272","2000","CCRB","229","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","273","2000","CCRB","281","false","false","Full Investigation","Officer(s) Unidentified","Queens","Queens North","false"
"2018-05-25T00:00:00.000","274","2000","CCRB","117","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","275","2000","CCRB","65","false","false","Truncated","Complaint Withdrawn","Manhattan","Other","false"
"2018-05-25T00:00:00.000","276","2000","CCRB","147","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","277","2000","CCRB","57","false","false","Truncated","Complainant Unavailable","Brooklyn","Other","false"
"2018-05-25T00:00:00.000","278","2000","CCRB","340","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","279","2000","CCRB","272","false","false","Other","Miscellaneous","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","280","2000","CCRB","63","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","281","2000","CCRB","407","false","false","Full Investigation","Unfounded","Queens","Queens South","false"
"2018-05-25T00:00:00.000","282","2000","CCRB","77","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","283","2000","CCRB","224","false","false","Truncated","Alleged Victim Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","284","2000","CCRB","125","false","false","Truncated","Complainant Unavailable","Queens","Queens North","false"
"2018-05-25T00:00:00.000","285","2000","CCRB","89","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","286","2000","CCRB","247","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","287","2000","CCRB","122","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","288","2000","CCRB","62","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","289","2000","CCRB","114","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","290","2000","CCRB","177","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","291","2000","CCRB","202","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","292","2000","CCRB","347","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","293","2000","CCRB","354","false","false","Full Investigation","Exonerated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","294","2000","CCRB","338","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","295","2000","CCRB","119","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","296","2000","CCRB","82","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","297","2000","CCRB","757","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","298","2000","CCRB","425","false","false","Full Investigation","Officer(s) Unidentified","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","299","2000","CCRB","38","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","300","2000","CCRB","109","false","false","Truncated","Alleged Victim Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","301","2000","CCRB","112","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","true"
"2018-05-25T00:00:00.000","302","2000","CCRB","263","false","false","Full Investigation","Substantiated (Charges)","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","303","2000","CCRB","306","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","304","2000","CCRB","157","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","305","2000","CCRB","63","false","false","Other","Duplicate - CCRB","Queens","Queens South","false"
"2018-05-25T00:00:00.000","306","2000","CCRB","328","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","true"
"2018-05-25T00:00:00.000","307","2000","CCRB","91","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","308","2000","CCRB","157","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","309","2000","CCRB","306","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","310","2000","CCRB","478","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","311","2000","CCRB","59","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","312","2000","CCRB","361","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","313","2000","CCRB","114","false","false","Truncated","Complaint Withdrawn","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","314","2000","CCRB","436","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","315","2000","CCRB","76","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","316","2000","CCRB","112","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","317","2000","CCRB","267","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","318","2000","CCRB","91","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","319","2000","CCRB","120","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","320","2000","CCRB","66","false","false","Truncated","Alleged Victim Uncooperative","Queens","Queens South","true"
"2018-05-25T00:00:00.000","321","2000","CCRB","252","false","false","Full Investigation","Substantiated (Instructions)","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","322","2000","CCRB","150","false","false","Truncated","Alleged Victim Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","323","2000","CCRB","355","false","false","Full Investigation","Officer(s) Unidentified","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","324","2000","CCRB","245","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","325","2000","CCRB","427","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","326","2000","CCRB","416","false","false","Full Investigation","Substantiated (Command Discipline)","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","327","2000","CCRB","334","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","328","2000","CCRB","104","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan South","true"
"2018-05-25T00:00:00.000","329","2000","CCRB","317","false","false","Full Investigation","Exonerated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","330","2000","CCRB","336","false","false","Full Investigation","Exonerated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","331","2000","CCRB","412","false","false","Full Investigation","Exonerated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","332","2000","CCRB","218","false","false","Full Investigation","Unfounded","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","333","2000","CCRB","139","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","334","2000","CCRB","323","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","335","2000","CCRB","209","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","336","2000","CCRB","105","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","337","2000","CCRB","404","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","338","2000","CCRB","117","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","339","2000","CCRB","97","false","false","Truncated","Complainant Unavailable","Queens","Queens North","true"
"2018-05-25T00:00:00.000","340","2000","CCRB","88","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","341","2000","CCRB","124","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","342","2000","CCRB","252","false","false","Full Investigation","Exonerated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","343","2000","CCRB","242","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","344","2000","CCRB","153","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","345","2000","CCRB","103","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","346","2000","CCRB","80","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","347","2000","CCRB","478","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","348","2000","CCRB","166","false","false","Truncated","Alleged Victim Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","349","2000","CCRB","163","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","350","2000","CCRB","360","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","351","2000","CCRB","490","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","352","2000","CCRB","90","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","353","2000","CCRB","279","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","354","2000","CCRB","228","false","false","Full Investigation","Unfounded","Manhattan","Other","false"
"2018-05-25T00:00:00.000","355","2000","CCRB","46","false","false","Truncated","Complaint Withdrawn","Queens","Brooklyn North","false"
"2018-05-25T00:00:00.000","356","2000","CCRB","150","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","357","2000","CCRB","124","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","358","2000","CCRB","77","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","359","2000","CCRB","181","false","false","Truncated","Complaint Withdrawn","Queens","Queens North","false"
"2018-05-25T00:00:00.000","360","2000","CCRB","91","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","361","2000","CCRB","438","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","362","2000","CCRB","140","false","false","Truncated","Complainant Uncooperative","Queens","Queens South","true"
"2018-05-25T00:00:00.000","363","2000","CCRB","43","false","false","Truncated","Complaint Withdrawn","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","364","2000","CCRB","58","false","false","Full Investigation","Exonerated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","365","2000","CCRB","180","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","366","2000","CCRB","275","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","367","2000","CCRB","279","false","false","Full Investigation","Substantiated (Command Discipline)","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","368","2000","CCRB","72","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","369","2000","CCRB","527","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","true"
"2018-05-25T00:00:00.000","370","2000","CCRB","138","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","371","2000","CCRB","80","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","372","2000","CCRB","252","false","false","Full Investigation","Unsubstantiated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","373","2000","CCRB","128","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","374","2000","CCRB","127","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","375","2000","CCRB","460","false","false","Full Investigation","Exonerated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","376","2000","CCRB","150","false","false","Truncated","Complaint Withdrawn","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","377","2000","CCRB","292","false","false","Full Investigation","Unfounded","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","378","2000","CCRB","193","false","false","Full Investigation","Unfounded","Queens","Queens South","false"
"2018-05-25T00:00:00.000","379","2000","CCRB","847","false","false","Full Investigation","Unfounded","Manhattan","Other","false"
"2018-05-25T00:00:00.000","380","2000","CCRB","127","false","false","Full Investigation","Exonerated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","381","2000","CCRB","419","false","false","Full Investigation","Unsubstantiated","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","382","2000","CCRB","358","false","false","Full Investigation","Unsubstantiated","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","383","2000","CCRB","109","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","384","2000","CCRB","404","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","385","2000","CCRB","354","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","386","2000","CCRB","145","false","false","Truncated","Complaint Withdrawn","Manhattan","Other","false"
"2018-05-25T00:00:00.000","387","2000","CCRB","339","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","388","2000","CCRB","273","false","false","Truncated","Complaint Withdrawn","Queens","Queens South","true"
"2018-05-25T00:00:00.000","389","2000","CCRB","233","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","390","2000","CCRB","264","false","false","Full Investigation","Substantiated (Charges)","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","391","2000","CCRB","265","false","false","Full Investigation","Unfounded","Manhattan","Other","false"
"2018-05-25T00:00:00.000","392","2000","CCRB","289","false","false","Full Investigation","Unsubstantiated","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","393","2000","CCRB","303","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","394","2000","CCRB","93","false","false","Truncated","Alleged Victim Uncooperative","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","395","2000","CCRB","136","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","396","2000","CCRB","118","false","false","Truncated","Complainant Uncooperative","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","397","2000","CCRB","141","false","false","Full Investigation","Substantiated (Command Discipline)","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","398","2000","CCRB","534","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","399","2000","CCRB","326","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","400","2000","CCRB","190","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","401","2000","CCRB","89","false","false","Truncated","Alleged Victim Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","402","2000","CCRB","118","false","false","Truncated","Complainant Unavailable","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","403","2000","CCRB","486","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","404","2000","CCRB","65","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","405","2000","CCRB","265","false","false","Full Investigation","Substantiated (Command Discipline)","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","406","2000","CCRB","100","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","407","2000","CCRB","143","false","false","Truncated","Complainant Uncooperative","Brooklyn","Other","false"
"2018-05-25T00:00:00.000","408","2000","CCRB","155","false","false","Full Investigation","Substantiated (Instructions)","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","409","2000","CCRB","98","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","410","2000","CCRB","237","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","411","2000","CCRB","126","false","false","Truncated","Alleged Victim Uncooperative","Queens","Queens South","false"
"2018-05-25T00:00:00.000","412","2000","CCRB","193","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","413","2000","CCRB","147","false","false","Truncated","Complainant Uncooperative","Queens","Queens North","false"
"2018-05-25T00:00:00.000","414","2000","CCRB","83","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","415","2000","CCRB","253","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","416","2000","CCRB","147","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","417","2000","CCRB","253","false","false","Full Investigation","Unfounded","Queens","Queens North","false"
"2018-05-25T00:00:00.000","418","2000","CCRB","381","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","true"
"2018-05-25T00:00:00.000","419","2000","CCRB","76","false","false","Truncated","Complaint Withdrawn","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","420","2000","CCRB","154","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","421","2000","CCRB","406","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","422","2000","CCRB","293","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","423","2000","CCRB","324","false","false","Full Investigation","Unsubstantiated","Manhattan","Other","true"
"2018-05-25T00:00:00.000","424","2000","CCRB","324","false","false","Full Investigation","Exonerated","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","425","2000","CCRB","329","false","false","Full Investigation","Exonerated","Queens","Queens South","true"
"2018-05-25T00:00:00.000","426","2000","CCRB","392","false","false","Full Investigation","Unfounded","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","427","2000","CCRB","383","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn North","false"
"2018-05-25T00:00:00.000","428","2000","CCRB","373","false","false","Full Investigation","Substantiated (Charges)","Manhattan","Manhattan North","true"
"2018-05-25T00:00:00.000","429","2000","CCRB","238","false","false","Full Investigation","Unfounded","Manhattan","Manhattan North","false"
"2018-05-25T00:00:00.000","430","2000","CCRB","433","false","false","Full Investigation","Officer(s) Unidentified","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","431","2000","CCRB","80","false","false","Truncated","Complainant Unavailable","Queens","Queens South","false"
"2018-05-25T00:00:00.000","432","2000","CCRB","395","false","false","Truncated","Complaint Withdrawn","Staten Island","Staten Island","false"
"2018-05-25T00:00:00.000","433","2000","CCRB","340","false","false","Full Investigation","Unsubstantiated","Brooklyn","Brooklyn South","false"
"2018-05-25T00:00:00.000","434","2000","CCRB","315","false","false","Full Investigation","Unsubstantiated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","435","2000","CCRB","70","false","false","Truncated","Complainant Unavailable","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","436","2000","CCRB","119","false","false","Truncated","Complainant Uncooperative","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","437","2000","CCRB","192","false","false","Full Investigation","Exonerated","Queens","Queens South","false"
"2018-05-25T00:00:00.000","438","2000","CCRB","395","false","false","Full Investigation","Exonerated","Queens","Queens North","false"
"2018-05-25T00:00:00.000","439","2000","CCRB","99","false","false","Truncated","Complainant Unavailable","Manhattan","Manhattan South","false"
"2018-05-25T00:00:00.000","440","2000","CCRB","89","false","false","Truncated","Complainant Uncooperative","Manhattan","Manhattan South","true"
"2018-05-25T00:00:00.000","441","2000","CCRB","477","false","false","Full Investigation","Unfounded","Bronx","Bronx","false"
"2018-05-25T00:00:00.000","442","2000","CCRB","181","false","false","Truncated","Alleged Victim Uncooperative","Brooklyn","Brooklyn South","false"
