"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location_point1"
"41545370","SHRINE, YATENGA","Manhattan","22712269","7 AVENUE",,"2126907807","African","2022-07-27T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","24",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50046026","EL TEMERARIO","Manhattan","198","8 AVENUE","10011","2126452100","Mexican","2019-09-05T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2023-08-27T06:00:08.000","Administrative Miscellaneous / Initial Inspection","40.743499525783","-73.999772644166","104","03","008700","1014011","1007700001","MN13",
"50112012","PARIS BAGUETTE","Queens","24914","HORACE HARDING EXPY","11362","3475027149","Bakery Products/Desserts","2022-05-10T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","19",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.76056746015","-73.731271655742","411","23","152902","4172803","4083360001","QN45",
"50136217","JADE EVENT SPACE","Queens","431B","BEACH  129 STREET","11694","6466201507",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.578494295837","-73.849471247075","414","32","093401","4000000","4162110121","QN10",
"50066109","KORONET PIZZA","Manhattan","2848","BROADWAY","10025","2122221566","Pizza","2022-06-13T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","34",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.80453796204","-73.966410664204","109","07","019900","1056917","1018820063","MN09",
"50110284","CHICKADEE BREAD","Brooklyn","539","ROGERS AVENUE","11225","3473657254",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.658824812711","-73.953332500686","309","40","080200","3115444","3050390004","BK60",
"50139639",,"Manhattan","231","EAST   55 STREET","10022","5706758100",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.758607620445","-73.967657584858","106","04","010800","1038578","1013297501","MN19",
"50129046","UNCLE TAHER RESTAURANT","Brooklyn","7204","5 AVENUE","11209","3474040404",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.631557354079","-74.021796613905","310","43","013000","3147413","3059090039","BK31",
"50139597",,"0","N/A","N/A","N/A","6466038665",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,,,,,,,,,
"50127840","PAPA JOHNS PIZZA","Brooklyn","189","AVENUE U","11223","9173026461","Pizza","2022-09-29T00:00:00.000","Establishment re-opened by DOHMH.",,,"Not Applicable","0","P","2022-09-29T00:00:00.000","2023-08-27T06:00:08.000","Pre-permit (Operational) / Reopening Inspection","40.596552893604","-73.977102194092","311","43","040000","3191212","3071000045","BK29",
"50135094","MUKEUNJI II INC","Manhattan","23","WEST   31 STREET","10001","2013880062",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.747006601525","-73.987054468637","105","03","007600","1015810","1008330027","MN17",
"40871961","TOTA'S","Brooklyn","244","UTICA AVENUE","11213","7187735109","Caribbean","2023-03-23T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","11","A","2023-03-23T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.67027024294","-73.930992440353","308","35","035100","3037076","3013840046","BK61",
"50134358","THE POOL CLUB","Manhattan","1227","BROADWAY","10001","7185640298",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.746627977497","-73.988490921674","105","03","007600","1000000","1008310068","MN17",
"50044438","345 Cantina","Manhattan","345","EAST    6 STREET","10003","2124770617","Mexican","2022-05-10T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","32",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.726936929705","-73.987429998399","103","02","003800","1083485","1004480034","MN22",
"50001769","ZEN VEGETARIAN HOUSE","Brooklyn","773","FLATBUSH AVENUE","11226","7182822255","Vegetarian","2022-01-13T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","28",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.653971650802","-73.959520306763","314","40","079602","3116183","3050640005","BK60",
"50013879","K RICO","Manhattan","772","9 AVENUE","10019","2127579393","American","2022-06-09T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","13","A","2022-06-09T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.764438696522","-73.988235134758","104","03","013300","1025223","1010420064","MN15",
"50108007","MAREZZATA","Manhattan","231","EAST   50 STREET","10022","2125469300",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.755479215401","-73.969940297564","106","04","009800","1038433","1013240014","MN19",
"41395426","CITI FIELD STAND 423","Queens","126","ROOSEVELT AVENUE",,"7185958100","American","2017-06-13T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","8","A","2017-06-13T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50121289","MR Z DIM SUM","Manhattan","313","6 AVENUE","10014","9179466728",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.730854388766","-74.001537065637","102","03","006700","1010077","1005890037","MN23",
"41304673","KEVIN'S","Brooklyn","277","VAN BRUNT AVENUE",,"7185968335","American","2019-06-20T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","32",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50132326","MAISON KINTARO","Manhattan","401","WEST   24 STREET","10011","7188856622",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.747328461903","-74.001270378903","104","03","009300","1012799","1007220037","MN13",
"50128494","DUST TIL DAWN BAR & RESTAURANT","Queens","10605","101ST AVE","11416","5162637115",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.6868659143","-73.83686153835","409","28","011000","4197852","4094080034","QN54",
"50130700","BELLA NONNA","Bronx","123","WESTCHESTER SQ","10461","7186632907",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.840570933856","-73.841582678813","210","18","009600","2128715","2038590011","BX59",
"50138915",,"Queens","11520","QUEENS BLVD","11375","7188982020",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.716293739706","-73.833791523591","406","29","076902","4079940","4033420037","QN17",
"40381595","PIETROS","Manhattan","232","EAST   43 STREET","10017","2126829760","Italian","2022-01-06T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","4","A","2022-01-06T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.751069173359","-73.973114812431","106","04","008800","1037552","1013160023","MN19",
"50059212","I LOVE DIM SUM","Brooklyn","123","AVENUE U","11223","7189962882","Chinese","2022-09-21T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","25",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.59625696493","-73.97980292159","311","43","040000","3191028","3070970043","BK29",
"50072637","GHETTO SHACK","Brooklyn","9320","AVENUE L","11236","3475875819","Caribbean","2020-01-27T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","10","A","2020-01-27T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.63685818076","-73.898084575452","318","46","101000","3232647","3082580040","BK50",
"50136961","CASA CABANA","Staten Island","4","OSGOOD AVENUE","10304","9179121998",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.619071418134","-74.085851739359","501","49","002900","5113158","5006360009","SI37",
"50140387","KARACHI JUICE","Brooklyn","1043","CONEY ISLAND AVENUE","11230","3476662857",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.632232562156","-73.966746315296","314","45","046000","3121082","3052320060","BK42",
"41668282","ROSEMARY'S","Manhattan","1820","GREENWICH AVENUE",,"2126471818","Italian","2019-08-30T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","19",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50120565","Green Lane Coffee","Manhattan","1582","1 AVENUE","10028","4243358752",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.774474695288","-73.951110110591","108","05","013600","1050403","1015620003","MN32",
"50140161","STARBUCKS CHARTWELLS 1ST FLOOR","Manhattan","15","BEEKMAN STREET","10038","7043285184",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.711042495406","-74.006297924565","101","01","001501","1079101","1000920030","MN25",
"50066286","EL CASTILLO DEL POLLO","Queens","12808","111TH AVE","11420","7188454071","Spanish","2022-09-12T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","0","A","2022-09-12T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.682778609894","-73.813266162827","410","28","017200","4250838","4116330004","QN55",
"50126745","THE BOIL","Queens","4011","30TH AVE","11103","9173378006",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.763729605301","-73.914646963989","401","22","014700","4010804","4006630043","QN70",
"40365904","MEE SUM CAFE","Manhattan","26","PELL STREET","10013","2123495260","Coffee/Tea","2021-10-13T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","67",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.714860627928","-73.998199974185","103","01","002900","1001782","1001630009","MN27",
"50114363","DK PubLIC","Queens","3840","29TH ST","11101","7182197010",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.754130199222","-73.933966004134","401","26","003100","4430742","4003850031","QN68",
"50069682","COOK EATERY","Manhattan","1412","BROADWAY","10018","2129977601","American","2022-02-07T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","20",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.753703816993","-73.98704594334","105","04","011300","1080611","1008150014","MN17",
"50005341","FRIEND RESTAURANT","Queens","11015","101ST AVE","11419","7184415484","Chinese","2022-03-16T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12","A","2022-03-16T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.687857260736","-73.83337950066","409","28","011800","4197953","4094120045","QN54",
"50074043","ANTONIO'S","Queens","7602A","21ST AVE","11370","7187289200","Italian","2022-05-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","45",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.770425663404","-73.893557867506","401","22","031700","4021391","4009720001","QN72",
"40374088","PONGSRI THAI RESTAURANT","Manhattan","244","WEST   48 STREET","10036","2125823392","Thai","2019-09-10T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","31",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.760513419363","-73.985817299478","105","03","012500","1024765","1010190059","MN17",
"50118533","JEFFREY KATZ","Manhattan","85","W 10TH ST","10011","2123393970",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.734526878583","-73.998094799158","102","02","006300",,"1","MN23",
"50136721",,"Bronx","28","EAST KINGSBRIDGE ROAD","10468","7185843333",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.867161523696","-73.89666005138","207","14","040100","2014143","2031910042","BX05",
"50141212",,"Brooklyn","142","NASSAU AVENUE","11222","9177975131",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.724792990358","-73.947654341651","301","33","057100","3066880","3026830003","BK76",
"50137135","BLACK NILE SEAFOOD & SOUL FOOD","Brooklyn","705","FLATBUSH AVENUE","11225","7575088472",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.655926076731","-73.959926375913","309","40","079601","3115793","3050480004","BK60",
"41304673","KEVIN'S","Brooklyn","277","VAN BRUNT AVENUE",,"7185968335","American","2019-09-27T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2023-08-27T06:00:08.000","Inter-Agency Task Force / Initial Inspection","0","0",,,,,"3",,
"50141135",,"Brooklyn","228","7 AVENUE","11215","5514271501",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.67009145556","-73.978915316715","306","39","015500","3021145","3009830043","BK37",
"50131788","TOM N TOMS COFFEE","Manhattan","40","WEST   37 STREET","10018","9173485132",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.75090934283","-73.984556123062","105","04","008400","1015951","1008380072","MN17",
"40398045","MIKES PIZZA","Manhattan","415","SECOND AVENUE","10010","2125325196","Pizza","2023-02-17T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","30","Z","2023-02-17T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.738345961988","-73.980578823834","106","02","006400","1078779","1009040029","MN21",
"50098186","JUYOU LOU","Queens","13529","40TH ROAD","11354","7183581818","Chinese","2023-01-18T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","31","N",,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.758865223248","-73.830125755054","407","20","087100","4114126","4050360145","QN22",
"50106666",,"Brooklyn","1258","FLATBUSH AVENUE","11226","7184343555",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.639535044462","-73.954704441712","314","45","051601","3120713","3052230099","BK42",
"50135092","MITOUSHI","Brooklyn","1221","QUENTIN ROAD","11229","7189989882","Japanese","2023-06-27T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","59",,,"2023-08-27T06:00:08.000","Pre-permit (Operational) / Initial Inspection","40.607977726532","-73.960689968096","315","48","055400","3182345","3067750039","BK25",
"50125872","silverfactory","Brooklyn","270","SOUTH    5 STREET","11211","7328872080",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.709404757242","-73.958476562381","301","34","052500","3063572","3024600011","BK73",
"50108239","Travel Traders Hotel Stores, Inc","Manhattan","1535","BROADWAY","10036","3053882510",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.75825992874","-73.985467647469","105","03","011900","1024727","1010170029","MN17",
"50140563",,"Brooklyn","601","DEAN STREET","11238","6313880993",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.68061568349","-73.969992200023","308","35","016300","3428601","3011290050","BK64",
"50112540","YOMIE'S RICE X YOGURT","Queens","8612","JUSTICE AVE","11373","9178619918",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.737647685529","-73.877054599537","404","25","047300","4045399","4018420012","QN29",
"50139524","LACITTA PIZZERIA RESTAURANT","Manhattan","162","3 AVENUE","10003","2247303635",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.734476673488","-73.986324420911","106","02","005000","1017805","1008710047","MN21",
"50012107","GOOD HOPE RESTAURANT","Queens","121-15","LIBERTY AVENUE","11419","7188480225","Chinese","2020-01-16T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","33",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.687063452993","-73.822044970996","410","29","015802","4203809","4095590035","QN55",
"50122638","TACO VILLAGE","Manhattan","106","MACDOUGAL STREET","10012","3475772162",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.729435351463","-74.00094531124","102","02","006500","1008690","1005400002","MN23",
"50072966","BANGKLYN EAST HARLEM","Manhattan","2051","2 AVENUE","10029","6464298128","Thai","2023-04-05T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","44",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.79022570706","-73.942734575724","111","08","017000","1052416","1016550023","MN33",
"50119230",,"Brooklyn","445","ALBEE SQUARE","11201","5168514211",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.690826232689","-73.98345224546","302","33","001500","3397861","3001497501","BK38",
"50141199","MAXELIA CATERING","Brooklyn","276","CHESTNUT STREET","11208","7186885080",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.681122326377","-73.874963501665","305","37","117800","3000000","3041420034","BK83",
"50106205","TACOS AL SUADERO","Queens","3757","90TH ST","11372","3476509575","Mexican","2023-01-11T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","11","A","2023-01-11T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Re-inspection","40.749361905268","-73.876646718684","403","21","027500","4036374","4014780050","QN28",
"50111374","PETNO RESTAURANT INC","Manhattan","549","GREENWICH STREET","10013","6462794255",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.727428590706","-74.008843083253","102","03","003700","1010368","1005970045","MN24",
"50141006",,"Manhattan","285","MADISON AVENUE","10017","6466449901",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.751748542367","-73.980037119915","105","04","008200","1035318","1012750023","MN20",
"50106943","JK WINGS & FISH","Queens","10750","QUEENS BLVD","11375","6462043333",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.721633544","-73.844445947634","406","29","071100","4077486","4032390009","QN17",
"50140991","DARTCOR FOOD SERVICES","Manhattan","195","BROADWAY","10007","9178384442",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.710529012969","-74.009378280217","101","01","001300","1001227","1000800001","MN25",
"50131546",,"Queens","13333","39TH AVE","11354","9176223271",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.759109919719","-73.834160749112","407","20","087100","4000000","4049727504","QN22",
"41181385","EL DESPERTAR MARLENE","Bronx","849","PROSPECT AVENUE","10459","7188930324","Latin American","2020-01-27T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2020-01-27T00:00:00.000","2023-08-27T06:00:09.000","Cycle Inspection / Re-inspection","40.820164832257","-73.901422986645","201","17","007700","2005010","2026770025","BX34",
"50086088","HAK BOX","Manhattan","88","EAST BROADWAY","10002","9179226877","Chinese","2023-05-17T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","24",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.713737879423","-73.994091397933","103","01","000800","1066526","1002820044","MN27",
"50000249","TAMASHII RAMEN","Queens","2905","BROADWAY","11106","7182785888","Japanese","2022-04-07T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","25",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.762659334839","-73.926838859608","401","22","007500","4007472","4005880007","QN70",
"50095837","C. DI PALO LATTICINI FRESCHI","Manhattan","151","MOTT STREET","10013","6464762014",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.719213788553","-73.996421357339","102","01","004100","1006992","1004710052","MN24",
"50107143","COFFEE BAY RESTAURANT","Bronx","3429","EASTCHESTER ROAD","10469","3472723746",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.877631797492","-73.846704889159","212","12","038600","2060215","2047220035","BX03",
"50128411","HOT POT","Queens","20-07","127 STREET","11356","9292738588",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.781448797836","-73.84141334576","407","19","091900","4099328","4041720007","QN23",
"50099186","EARTH FOOD","Queens","20509","HOLLIS AVE","11412","9178051504",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.707015412933","-73.752584872501","412","27","051000","4233468","4109110033","QN07",
"41130663","ROSA'S CAFE","Queens","3003","38 AVENUE","11101","7187847906","Peruvian","2022-02-16T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","20",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.754126693003","-73.932655794781","401","26","005100","4430653","4003720002","QN68",
"50129911",,"Queens","21249","26TH AVE","11360","3475027061",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.778284557126","-73.777247514403","407","19","099704","4439463","4059000002","QN47",
"50066796","ONE STATION PLAZA","Queens","21310","41ST AVE","11361","7182240060","American","2019-12-19T00:00:00.000","Violations were cited in the following area(s).","15F6","Workplace SFAA policy not prominently posted in workplace","Not Applicable",,,,"2023-08-27T06:00:08.000","Smoke-Free Air Act / Initial Inspection","40.76351506631","-73.771705329333","411","19","112900","4309957","4062270299","QN46",
"50138910","Diner 24 NYC","Manhattan","285","3 AVENUE","10010","7864736189",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.738313482928","-73.983505359976","106","02","006400","1082131","1009030001","MN21",
"50122880","ALMA NEGRA","Brooklyn","494","4 AVENUE","11215","3472778691",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.668635495949","-73.990159014601","306","38","011700","3022822","3010210050","BK37",
"50121427","PHO HOANG","Queens","4101","KISSENA BLVD","11355","7187089993","Asian/Asian Fusion","2022-05-24T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","22",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.758411230404","-73.829379721736","407","20","085300","4309526","4050447501","QN22",
"50116229","593 BAR","Queens","3764","103RD ST","11368","9177034906",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.752759589676","-73.864199041088","403","21","040500","4044237","4017680042","QN26",
"50003354","SWEET SPOT","Queens","2272","31ST ST","11105","7187777476","American","2020-01-09T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2023-08-27T06:00:08.000","Smoke-Free Air Act / Initial Inspection","40.774624711287","-73.912546066348","401","22","011500","4537430","4008440067","QN72",
"50136810","SOFUN NOODLE BAR","Queens","1120","43RD RD","11101","7744208825",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.750841223736","-73.948586629416","402","26","001900","4005214","4004450001","QN31",
"41485097","NEW WONJO RESTAURANT","Manhattan","23","WEST   32 STREET","10001","2126955815","Korean","2022-12-21T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2022-12-21T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.747508809168","-73.986332562507","105","04","007600","1015848","1008340028","MN17",
"50115881","SUSHI HATSUNE","Manhattan","50","ELDRIDGE STREET","10002","8028816127","Japanese","2022-12-07T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","36",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.716005000071","-73.993052285617","103","01","001600","1003881","1003000008","MN27",
"50141320",,"Manhattan","600","WEST   57 STREET","10019","5597565355",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.770359428504","-73.991548325409","104","06","013500","1027167","1011040036","MN15",
"50123437",,"0","274","ATLANTIC AVE","11518","9176809065",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,,,,,,,,,
"41223224","SIRICO'S CATERING","Brooklyn","8015 23","13 AVENUE",,"7183312900","Italian","2022-03-31T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","13","A","2022-03-31T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50128267","OLAS KITCHEN","Brooklyn","821","VAN SICLEN AVENUE","11207","7183744577",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.65977032837","-73.885110076226","305","42","110400","3097685","3043530045","BK82",
"50124631","THE PIZZA INN","Brooklyn","198","UNION AVENUE","11211","6469727990",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.706299932279","-73.950341559377","301","34","051100","3325853","3030580100","BK90",
"50086340","AMYLOS TAVERNA","Queens","3319","BROADWAY","11106","2122150028","Greek","2022-04-28T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","2022-04-28T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.761120132174","-73.92355926454","401","22","006100","4617929","4006237501","QN70",
"50135957",,"Brooklyn","1070","45 STREET","11219","9179466946",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.640227329535","-73.99473570146","312","44","022200","3136645","3056140059","BK88",
"50139389","MOMEMTOS SPORT BAR","Queens","4107","99TH ST","11368","9296505098",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2023-08-27T06:00:10.000",,"40.747738256037","-73.865544667639","404","21","040700","4040469","4016160007","QN26",
"50003918","NEW APOLO RESTAURANT","Brooklyn","508","GRAND STREET","11211","7183871773","Chinese/Cuban","2023-04-28T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","31",,,"2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.710985387646","-73.950648262141","301","34","051300","3069497","3027850008","BK73",
"40385157","PANGEA","Manhattan","178","2 AVENUE","10003","2129950900","Mediterranean","2022-02-18T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","10","A","2022-02-18T00:00:00.000","2023-08-27T06:00:08.000","Cycle Inspection / Initial Inspection","40.730576349708","-73.986216980836","103","02","004000","1006471","1004530003","MN22",
