"id","reservation_date","franchisee","status","installation_date","pole_type","borough","x_coord","y_coord","latitude","longitude","zone","on_street","cross_street_1","cross_street_2","park_advisory","historic_advisory","scenic_landmark_advisory","bid_advisory","school_advisory","zipcode","community_board","council_district"
"27370","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Queens","1064612.0000000","208641.0000000","40.7389828","-73.7100082","B","83rd Avenue","259th Street","258th Street",,,,,,"11004","413","23"
"27369","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Queens","1066047.0000000","211254.0000000","40.7461417","-73.7047982","B","80th Avenue","267th Street","266th Street",,,,,,"11004","413","23"
"27368","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Queens","1065915.0000000","209827.0000000","40.7422262","-73.7052919","B","82nd Avenue","265th Street","264th Street",,,,,,"11004","413","23"
"27367","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","976888.0000000","162162.0000000","40.6117705","-74.0265156","B","Battery Avenue","Fort Hill Place","Dead End",,,,,,"11228","310","43"
"27366","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","977412.0000000","161359.0000000","40.6095669","-74.0246275","B","Poly Place","Wainwright Drive","7th Avenue",,,,,,"11209","310","43"
"27365","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","974521.0000000","168193.0000000","40.6283221","-74.0350495","B","Colonial Road","81st Street","82nd Street",,,,,,"11209","310","43"
"27364","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","973621.0000000","167956.0000000","40.6276705","-74.0382914","B","83rd Street","Narrows Avenue","Shore Road",,,,,,"11209","310","43"
"27363","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","974771.0000000","168991.0000000","40.6305127","-74.0341500","B","Colonial Road","78th Street","79th Street",,,,,,"11209","310","43"
"27362","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","973903.0000000","168678.0000000","40.6296526","-74.0372766","B","Narrows Avenue","80th Street","81st Street",,,,,,"11209","310","43"
"27361","2022-08-11T00:00:00.000","Boldyn Infrastructure (ZenFi)","Proposed",,"CITY","Brooklyn","973152.0000000","168333.0000000","40.6287047","-74.0399816","B","Shore Road","82nd Street","83rd Street",,,,,,"11209","310","43"
"27302","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1015640.6600000","260900.7700000","40.8827306","-73.8864799","C","MOSHULU PARKWAY","SEDGWICK AVENUE","MOSHULU PARKWAY SOUTH","Mosholu Parkway",,,,,"10467","207","11"
"27301","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1004668.5700000","233084.0200000","40.8064140","-73.9262437","C","BRUCKNER BOULEVARD","WILLIS AVENUE","ALEXANDER AVENUE",,,,,,"10454","201","8"
"27300","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1004725.6700000","233936.2300000","40.8087530","-73.9260348","C","ALEXANDER AVENUE","EAST 135 STREET","EAST 137 STREET",,,,,,"10454","201","8"
"27299","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1009094.0000000","238031.8700000","40.8199832","-73.9102397","C","ST ANNS AVENUE","EAST 156 STREET","EAST 159 STREET",,,,,,"10456","201","17"
"27298","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Manhattan","1009598.3300000","257573.4800000","40.8736177","-73.9083438","C","WEST 225 STREET","BROADWAY","EXTERIOR STREET",,,,,,"10463","207","10"
"27297","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1014096.9060000","256519.0080000","40.8707094","-73.8920822","C","CRESTON AVENUE","EAST 198 STREET","EAST 196 STREET",,,,,,"10468","207","14"
"27296","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1014886.0450000","256782.1360000","40.8714289","-73.8892277","C","GRAND CONCOURSE","EAST 199 STREET","MINERVA PLACE",,,,,,"10468","207","14"
"27295","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1007269.7460000","247324.6870000","40.8454942","-73.9167988","C","FEATHERBED LANE","MACOMBS ROAD","INWOOD AVENUE",,,,,,"10452","205","14"
"27294","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1007885.3370000","247365.7210000","40.8456052","-73.9145737","C","FEATHERBED LANE","JEROME AVENUE","INWOOD AVENUE","Featherbenches",,,,,"10452","205","14"
"27293","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1008336.0860000","247905.9680000","40.8470868","-73.9129426","C","JEROME AVENUE","CLIFFORD PLACE","EAST 175 STREET",,,,,,"10453","205","14"
"27292","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1007411.0000000","248478.6900000","40.8486612","-73.9162843","C","MACOMBS ROAD","NELSON AVENUE","WEST 174 STREET",,,,,,"10453","205","14"
"27291","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1008507.7870000","249122.0810000","40.8504242","-73.9123176","C","WEST TREMONT AVENUE","WEST 177 STREET","GRAND AVENUE",,,,,,"10453","205","14"
"27290","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1009351.8560000","249688.5760000","40.8519767","-73.9092645","C","WEST TREMONT AVENUE","JEROME AVENUE","DAVIDSON AVENUE",,,,,,"10453","205","14"
"27289","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1009896.0000000","251268.0050000","40.8563102","-73.9072915","C","GRAND AVENUE","WEST 181 STREET","WEST 180 STREET","Grand Playground",,,,,"10453","205","14"
"27288","2023-03-20T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1008277.5000000","250365.8400000","40.8538386","-73.9131455","C","WEST BURNSIDE AVENUE","ANDREWS AVENUE SOUTH","UNIVERSITY AVENUE",,,,,,"10453","205","14"
"27287","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1010442.0000000","252448.0000000","40.8595473","-73.9053132","C","GRAND AVENUE","EVELYN PLACE","WEST 183 STREET",,,,,,"10468","207","14"
"27286","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1008756.4070000","247955.4650000","40.8472215","-73.9114232","C","EAST 175 STREET","TOWNSEND AVENUE","WALTON AVENUE",,,,,,"10453","205","14"
"27285","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1010296.0500000","250906.2070000","40.8553160","-73.9058468","C","JEROME AVENUE","EAST 181 STREET","EAST BURNSIDE AVENUE",,,,,,"10453","205","14"
"27284","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1012725.6870000","251442.0040000","40.8567791","-73.8970617","C","TIEBOUT AVENUE","EAST 183 STREET","EAST 184 STREET",,,,,,"10458","205","15"
"27283","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1011319.0220000","251745.1250000","40.8576155","-73.9021455","C","MORRIS AVENUE","EAST 183 STREET","EAST 182 STREET",,,,,,"10453","205","14"
"27282","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1011351.6400000","252435.2100000","40.8595095","-73.9020248","C","WALTON AVENUE","EAST 184 STREET","EAST 183 STREET",,,,,,"10468","205","14"
"27281","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1013595.0000000","254398.1930000","40.8648901","-73.8939062","C","EAST KINGSBRIDGE ROAD","EAST 194 STREET","EAST 192 STREET",,,,,,"10458","207","15"
"27280","2022-08-11T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1015407.1500000","257377.4700000","40.8730611","-73.8873407","C","GRAND CONCOURSE","EAST 202 STREET","EAST 201 STREET",,,,,,"10468","207","11"
"27279","2022-08-11T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1016030.3300000","257600.5200000","40.8736711","-73.8850864","C","VALENTINE AVENUE","EAST 203 STREET","EAST 204 STREET",,,,,,"10458","207","11"
"27278","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1011377.5500000","216587.8300000","40.7611184","-73.9020760","B","BQE SERVICE ST","27 AVENUE","BULOVA AVENUE",,,,,,"11377","401","22"
"27277","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1011986.0400000","216080.6300000","40.7597243","-73.8998816","B","30 AVENUE","BQE EXIT RAMP E","BQE EXIT RAMP W","St. Michael's Playground",,,,,"11377","401","22"
"27276","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1007511.7700000","213902.0500000","40.7537576","-73.9160398","B","NORTHERN BOULEVARD","46 STREET","47 STREET",,,,,,"11101","401","26"
"27275","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1022621.5200000","206009.1600000","40.7320410","-73.8615484","B","97 STREET","62 DRIVE","63 ROAD",,,,,,"11374","406","29"
"27274","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1023152.0000000","205810.0000000","40.7314920","-73.8596354","B","63 ROAD","98 STREET","97 STREET",,,,,,"11374","406","29"
"27273","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1015559.3600000","212030.3600000","40.7485955","-73.8870019","B","79 STREET","37 AVENUE","ROOSEVELT AVENUE",,"Jackson Heights Historic District",,,,"11372","403","25"
"27272","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1021907.3000000","206895.0000000","40.7344754","-73.8641204","B","HORACE HARDING EXPRESSWAY","JUNCTION BOULEVARD","99 STREET",,,,,,"11368","404","21"
"27271","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1044865.5100000","214047.6700000","40.7539801","-73.7812157","B","FRANCIS LEWIS BOULEVARD","46 ROAD","47 AVENUE",,,,,,"11358","411","19"
"27270","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1028965.4100000","208591.8600000","40.7391000","-73.8386413","B","MEADOW LAKE PR","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27269","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1027462.3300000","208484.3300000","40.7388123","-73.8440659","B","MEADOW LAKE DRIVE","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27268","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1027539.9500000","206870.0600000","40.7343812","-73.8437962","B","MEADOW LAKE DRIVE","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27267","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1029924.7700000","204356.3800000","40.7274698","-73.8352081","B","MEADOW LAKE DRIVE","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27266","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1030037.0000000","205467.1100000","40.7305179","-73.8347957","B","MEADOW LAKE DRIVE","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27265","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1029528.6500000","206546.1800000","40.7334823","-73.8366226","B","MEADOW LAKE DRIVE","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27264","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1029154.6100000","207473.6100000","40.7360297","-73.8379660","B","MEADOW LAKE DRIVE","TBD","TBD","Flushing Meadows Corona Park",,,,,"11367","481","24"
"27263","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1001265.8900000","212571.5800000","40.7501200","-73.9385868","B","QUEENS PLAZA NORTH","28 STREET","29 STREET","Greenstreet",,,,,"11101","402","26"
"27262","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1004364.7500000","208297.3500000","40.7383818","-73.9274153","B","50 AVENUE","39 STREET","GREENPOINT AVENUE",,,,,,"11101","402","26"
"27261","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1024516.0500000","196774.2200000","40.7066849","-73.8547678","B","UNION TURNPIKE","FOREST VIEW CRESCENT ROAD","MARGARET PLACE",,,,,,"11385","406","30"
"27260","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1025851.0000000","206620.3700000","40.7337040","-73.8498920","B","108 STREET","63 DRIVE","63 ROAD",,,,,,"11375","406","29"
"27259","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1021678.9200000","213676.8200000","40.7530908","-73.8649068","B","37 AVENUE","102 STREET","103 STREET",,,,,,"11368","403","21"
"27258","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1031548.4600000","216620.0000000","40.7611218","-73.8292637","B","138 STREET","38 AVENUE","39 AVENUE",,,,"Downtown Flushing",,"11354","407","20"
"27257","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","999341.9700000","214581.4200000","40.7556400","-73.9455261","B","41 AVENUE","10 STREET","11 STREET",,,,,,"11101","401","26"
"27256","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","998577.7000000","210658.8600000","40.7448749","-73.9482930","B","JACKSON AVENUE","21 STREET","46 ROAD",,,,"Long Island City",,"11101","402","26"
"27255","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1042047.9600000","196760.2000000","40.7065492","-73.7915338","B","JAMAICA AVENUE","168 PLACE","168 STREET",,,,"Jamaica Center BID",,"11433","412","27"
"27254","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1038978.6500000","195300.9600000","40.7025635","-73.8026160","B","JAMAICA AVENUE","153 STREET","150 STREET",,,,"Jamaica Center BID",,"11433","412","27"
"27253","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1040487.6600000","195995.8500000","40.7044613","-73.7971678","B","JAMAICA AVENUE","GUY R BREWER BOULEVARD","UNION HALL STREET",,,,"Jamaica Center BID",,"11433","412","27"
"27252","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1037590.5600000","194613.2500000","40.7006844","-73.8076277","B","ARCHER AVENUE","SUTPHIN BOULEVARD","147 PLACE",,,,"Sutphin Boulevard BID",,"11435","412","27"
"27251","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1043120.7600000","198638.9600000","40.7116989","-73.7876480","B","HILLSIDE AVENUE","175 STREET","178 STREET",,,,,,"11432","412","27"
"27250","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1040708.1600000","197886.8100000","40.7096502","-73.7963567","B","HILLSIDE AVENUE","166 STREET","167 STREET",,,,,,"11432","408","24"
"27249","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1023194.8400000","198663.3100000","40.7118759","-73.8595222","B","METROPOLITAN AVENUE","WOODHAVEN BOULEVARD","ALDERTON STREET",,,,,,"11374","406","29"
"27248","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1006996.7300000","209921.6600000","40.7428338","-73.9179123","B","QUEENS BOULEVARD","47 STREET","46 STREET",,,,"Sunnyside Shines",,"11377","402","26"
"27247","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1004247.6300000","210512.3100000","40.7444616","-73.9278314","B","QUEENS BOULEVARD","37 STREET","38 STREET",,,,,,"11101","402","26"
"27246","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1034781.4300000","218129.9000000","40.7652482","-73.8175822","B","NORTHERN BOULEVARD","149 STREET","147 STREET",,,,,,"11354","407","20"
"27245","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1031900.8100000","217544.2000000","40.7636566","-73.8279853","B","UNION STREET","NORTHERN BOULEVARD","37 AVENUE",,,,,,"11354","407","20"
"27244","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1032309.6500000","216318.1200000","40.7602891","-73.8265182","B","UNION STREET","ROOSEVELT AVENUE","41 AVENUE",,,,"Downtown Flushing",,"11354","407","20"
"27243","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1031162.6600000","216016.4400000","40.7594672","-73.8306606","B","ROOSEVELT AVENUE","MAIN STREET","PRINCE STREET",,,,"Downtown Flushing",,"11354","407","20"
"27242","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1030878.9900000","217201.6300000","40.7627217","-73.8316763","B","MAIN STREET","NORTHERN BOULEVARD","37 AVENUE",,,,"Downtown Flushing",,"11354","407","20"
"27241","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1047432.3000000","216084.4900000","40.7595527","-73.7719321","B","NORTHERN BOULEVARD","211 STREET","210 STREET",,,,,,"11361","411","19"
"27240","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1047326.0000000","218519.1900000","40.7662360","-73.7722929","B","BELL BOULEVARD","38 AVENUE","39 AVENUE",,,,"Bayside Village",,"11361","411","19"
"27239","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1047624.3900000","217655.0400000","40.7638620","-73.7712239","B","BELL BOULEVARD","41 AVENUE","40 AVENUE",,,,"Bayside Village",,"11361","411","19"
"27238","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1026455.9600000","202708.5800000","40.7229642","-73.8477337","B","QUEENS BOULEVARD","YELLOWSTONE BOULEVARD","69 ROAD",,,,,,"11375","406","29"
"27237","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1027480.4900000","202062.3300000","40.7211855","-73.8440417","B","QUEENS BOULEVARD","71 AVENUE","71 ROAD",,,,,,"11375","406","29"
"27236","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1000361.0000000","211512.0200000","40.7472135","-73.9418553","B","JACKSON AVENUE","44 DRIVE","PURVES STREET",,,,"Long Island City",,"11101","402","26"
"27235","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1000970.7700000","212115.4900000","40.7488687","-73.9396531","B","42 ROAD","HUNTER STREET","JACKSON AVENUE",,,,,,"11101","402","26"
"27234","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1000111.9400000","211818.8200000","40.7480560","-73.9427534","B","44 ROAD","CRESCENT STREET","HUNTER STREET",,,,,,"11101","402","26"
"27233","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","996603.1400000","211078.6400000","40.7460300","-73.9554182","B","5 STREET","47 AVENUE","46 ROAD",,,,,,"11101","402","26"
"27232","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","995373.2400000","209792.9400000","40.7425027","-73.9598590","B","CENTER BOULEVARD","BORDEN AVENUE","51 AVENUE",,,,,,"11101","402","26"
"27231","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","996304.9800000","211426.9200000","40.7469864","-73.9564936","B","CENTER BOULEVARD","46 AVENUE","47 AVENUE",,,,,,"11101","402","26"
"27230","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","996006.1900000","210820.5200000","40.7453224","-73.9575730","B","CENTER BOULEVARD","47 ROAD","48 AVENUE",,,,,,"11109","402","26"
"27229","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1026073.4100000","202539.1900000","40.7225011","-73.8491149","B","GERARD PLACE","YELLOWSTONE BOULEVARD","69 ROAD",,,,,,"11375","406","29"
"27228","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1020633.2100000","219500.8500000","40.7690806","-73.8686495","B","DITMARS BOULEVARD","LA GUARDIA AIRPORT ENTRANCE","27 AVENUE","Greenstreet",,,,,"11369","403","21"
"27227","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1021971.5000000","216578.5400000","40.7610540","-73.8638345","B","ASTORIA BOULEVARD","31 AVENUE","COUCH PLACE",,,,,,"11369","403","21"
"27226","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1025250.1600000","210667.3500000","40.7448147","-73.8520354","B","111 STREET","51 AVENUE","52 AVENUE","Flushing Meadows Corona Park",,,,,"11368","481","21"
"27225","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1017401.2100000","198945.2500000","40.7126734","-73.8804190","B","METROPOLITAN AVENUE","73 PLACE","PLEASANTVIEW STREET",,,,,,"11379","405","30"
"27224","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1015935.5700000","198783.4800000","40.7122347","-73.8857065","B","METROPOLITAN AVENUE","70 STREET","69 STREET",,,,,,"11379","405","30"
"27223","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1004603.8000000","217116.1000000","40.7625865","-73.9265260","B","BROADWAY","29 STREET","30 STREET",,,,,,"11106","401","22"
"27222","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1020435.0000000","215149.2600000","40.7571374","-73.8693885","B","NORTHERN BOULEVARD","99 STREET","100 STREET",,,,,,"11368","403","21"
"27221","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1017845.9900000","214786.0000000","40.7561506","-73.8787355","B","NORTHERN BOULEVARD","89 STREET","90 STREET",,,,,,"11372","403","25"
"27220","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Queens","1015012.8000000","214389.4400000","40.7550724","-73.8889637","B","NORTHERN BOULEVARD","78 STREET","79 STREET",,,,,,"11372","403","25"
"27219","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Queens","1005764.5100000","218872.2000000","40.7674038","-73.9223304","B","30 AVENUE","30 STREET","29 STREET","Athens Square",,,,"HENRY THOREAU SCHL","11102","401","22"
"27218","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Staten_Island","963367.0000000","173137.0000000","40.6418730","-74.0752479","B","BAY STREET","BOROUGH PLACE","SLOSSON TERRACE",,,,,,"10301","501","49"
"27217","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Staten_Island","962234.9700000","174955.1900000","40.6468608","-74.0793329","B","RICHMOND TERRACE","STUYVESANT PLACE","NICHOLAS STREET","North Shore Esplanade",,,,,"10301","501","49"
"27216","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Staten_Island","961516.1600000","175200.0700000","40.6475312","-74.0819240","B","RICHMOND TERRACE","NICHOLAS STREET","ST PETERS PLACE",,,,,,"10301","501","49"
"27215","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1008824.1200000","239775.0900000","40.8247686","-73.9112084","B","EAST 163 STREET","BROOK AVENUE","WASHINGTON AVENUE",,,,,,"10451","203","17"
"27214","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1022822.8600000","242946.7800000","40.8334239","-73.8606098","B","HUGH J GRANT CIRCLE","WESTCHESTER AVENUE","METROPOLITAN AVENUE","Hugh J. Grant Circle,Greenstreet",,,,,"10462","209","18"
"27213","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1023569.0000000","245211.0000000","40.8396352","-73.8579002","B","METROPOLITAN AVENUE","MAPLE DRIVE","PINE STIVE",,,,,,"10462","209","18"
"27212","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1022740.0500000","245003.2700000","40.8390687","-73.8608973","B","UNIONPORT ROAD","METROPOLITAN OVAL","LAUREL DRIVE",,,,,,"10462","209","18"
"27211","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1015353.0000000","246634.0000000","40.8435737","-73.8875864","B","EAST TREMONT AVENUE","MAPES AVENUE","MARMION AVENUE",,,,,,"10460","206","17"
"27210","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1012318.6000000","249495.0000000","40.8514365","-73.8985415","B","WEBSTER AVENUE","EAST 180 STREET","EAST 179 STREET",,,,,,"10457","206","15"
"27209","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1009187.0000000","242248.0000000","40.8315550","-73.9098881","B","WEBSTER AVENUE","EAST 168 STREET","EAST 167 STREET",,,,,,"10456","203","16"
"27208","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1028635.0200000","245710.0000000","40.8409808","-73.8395882","B","EAST TREMONT AVENUE","TAN PLACE","BLONDELL AVENUE",,,,,,"10461","211","13"
"27207","2022-07-30T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1027751.0000000","245795.0000000","40.8412185","-73.8427826","B","EAST TREMONT AVENUE","FINK AVENUE","PONTON AVENUE",,,,"Westchester Square",,"10461","210","13"
"27206","2023-06-26T00:00:00.000","NY SMSA","Proposed",,"CITY","Bronx","1013535.0000000","247028.0000000","40.8446613","-73.8941554","B","ARTHUR AVENUE","EAST 176 STREET","EAST 175 STREET","Tremont Park",,,,,"10457","206","15"
"27205","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Bronx","1010316.0000000","258743.0000000","40.8768255","-73.9057442","B","WEST 230 STREET","BROADWAY","MAJOR DEEGAN EXPRESSWAY",,,,,,"10463","208","14"
"27204","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Brooklyn","989886.0600000","175098.7400000","40.6472804","-73.9796899","B","CATON AVENUE","MC DONALD AVENUE","EAST 2 STREET",,,,,,"11218","312","39"
"27203","2022-07-30T00:00:00.000","NY SMSA","Approved",,"CITY","Brooklyn","996787.8800000","192413.0400000","40.6947972","-73.9547863","B","MYRTLE AVENUE","SPENCER STREET","WALWORTH STREET",,,,,,"11205","303","33"
"27194","2022-08-20T00:00:00.000","Crown Castle NG","Approved",,"CITY","Brooklyn","987992.0000000","194551.0000000","40.7006735","-73.9865045","B","Prospect St","Jay St","Bridge St","Bridge Park",,,,,"11201","302","33"
"27190","2022-08-17T00:00:00.000","Crown Castle Fiber","Proposed",,"CITY","Queens","1039313.0000000","192248.0000000","40.6941818","-73.8014351","B","Sutphin Blvd","107th Ave","Tuskegee Airmen Way",,,,,,"11435","412","28"
"27189","2022-08-17T00:00:00.000","Crown Castle Fiber","Proposed",,"CITY","Queens","1048248.0000000","183813.0000000","40.6709696","-73.7692945","B","140th Ave","171st St","170th St",,,,,,"11434","412","31"
"27188","2022-08-14T00:00:00.000","Crown Castle Solutions","Proposed",,"CITY","Queens","1023268.0000000","178047.0000000","40.6552886","-73.8593777","B","Shore Pkwy","Erskine St","Cross Bay Blvd","Belt Parkway/Shore Parkway",,,,,"11414","410","32"
"27187","2022-08-14T00:00:00.000","Crown Castle Solutions","Approved",,"CITY","Queens","1016073.0000000","202456.0000000","40.7223144","-73.8851934","B","Eliot Ave","74th St","Lutheran Ave",,,,,,"11379","405","30"
"27186","2022-08-20T00:00:00.000","Crown Castle NG","Proposed",,"CITY","Manhattan","1001482.0000000","235266.0000000","40.8124098","-73.9377486","B","5th Ave","E 135th St","E 132nd St","Abraham Lincoln Playground",,,,,"10037","111","9"
"27185","2022-08-17T00:00:00.000","Crown Castle Fiber","Approved",,"CITY","Brooklyn","982560.0000000","184866.0000000","40.6740910","-74.0060925","B","Hicks St","Lorraine St","Bay St",,,,,,"11231","306","38"
