"incident_type","location","borough","creation_date","closed_date","latitude","longitude"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Utility-Water Main","207 Madison Street","Manhattan","2017-05-03T09:03:18.000",,"40.71442154062271","-74.00607638041981"
"Structural-Crane","225 Park Avenue South","Manhattan","2016-12-09T12:20:14.000",,"40.71442154062271","-74.00607638041981"
"Utility-Water Main","832 Post Avenue","Staten Island","2017-05-03T06:45:39.000",,"40.63102364992261","-74.12878859121969"
"Fire-1st Alarm","151 West 100 Street","New York","2016-12-23T13:36:49.000",,"40.71442154062271","-74.00607638041981"
"Structural-Collapse","705 Lafayette Ave","Brooklyn","2019-06-04T12:23:48.000",,"40.69063440550517","-73.94488659409082"
"Fire-10-76 (Commercial High Rise Fire)","645 Madison Avenue","New York","2019-04-19T13:13:40.000","2019-04-19T15:45:29.000","40.7639929036875","-73.9710743845289"
"Fire-Hospital","121 Dekalb Ave","Brooklyn","2019-04-15T06:50:17.000",,"40.68991568098562","-73.97812328922043"
"Fire-5th Alarm","2118 Flatbush Avenue","Brooklyn","2019-04-17T06:47:50.000",,"40.61825505522539","-73.93215402943036"
"Administration-Other","188 Street & 75 Avenue","Queens","2017-05-10T13:36:12.000",,"40.71400364095638","-73.82998933154158"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Structural-Street Collapse","54 East 181 Street","Bronx","2017-06-10T19:11:46.000",,"40.855235040265995","-73.9045235859939"
"Fire-5th Alarm","72-10 Myrtle ave","Queens","2017-06-24T21:30:28.000",,"40.71400364095638","-73.82998933154158"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Law Enforcement-Suspicious Package","800 2nd Avenue","Manhattan","2017-10-26T15:17:12.000",,"40.780869475028496","-73.96769187839601"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Transportation-Other","Long Island Expressway & Kissena Blvd","Queens","2017-10-23T14:17:33.000",,,
"Fire-1st Alarm","490 East 91 Street","Manhattan","2017-10-22T15:11:56.000",,,
"Fire-3rd Alarm","1216 Halsey Street","Brooklyn","2017-10-23T06:32:59.000",,,
"Structural-Collapse","1294 Park Pl","Brooklyn","2017-10-17T10:00:47.000",,,
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Administration-Other","188 Street & 75 Avenue","Queens","2017-05-10T13:36:12.000",,"40.71400364095638","-73.82998933154158"
"Fire-5th Alarm","56-11 94 Street","Queens","2017-04-11T18:35:24.000",,"40.71400364095638","-73.82998933154158"
"HazMat-Other",,"Staten Island","2017-11-13T10:28:56.000",,,
"Fire-2nd Alarm","328 East 14th Street","Manhattan","2017-05-26T05:47:04.000",,,
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Utility-Water Main","1526 Pacific Street","Brooklyn","2017-11-02T05:17:31.000",,,
"Fire-4th Alarm","150 Nagle Avenue","Manhattan","2017-11-12T10:17:16.000",,,
"HazMat-Chemical",,"Brooklyn","2017-11-09T18:50:46.000",,,
"Structural-Stability Problem","300 East 96 Street","Manhattan","2017-11-09T14:33:16.000",,"40.73135779349652","-73.99245451693689"
"Utility-Water Main",,"Brooklyn","2017-11-11T09:13:05.000",,,
"HazMat-Chemical",,"Brooklyn","2017-11-09T18:50:46.000",,,
"Structural-Stability Problem","300 East 96 Street","Manhattan","2017-11-09T14:33:16.000",,"40.73135779349652","-73.99245451693689"
"Fire-10-76 (Commercial High Rise Fire)","1335 Ave of the Americas","Manhattan","2017-11-12T07:15:39.000",,,
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Utility-Water Main",,"Brooklyn","2017-11-11T09:13:05.000",,,
"Utility-Gas Main Rupture","Fulton Street  & Hoyt Street","Brooklyn","2019-06-05T02:23:38.000",,"40.69057499999999","-73.985121"
"Fire-2nd Alarm","328 East 14th Street","Manhattan","2017-05-26T05:47:04.000",,"40.71442154062271","-74.00607638041981"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Structural-Collapse","705 Lafayette Ave","Brooklyn","2019-06-04T12:23:48.000",,"40.69063440550517","-73.94488659409082"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Structural-Other","526 Logan Street","Brooklyn","2019-06-06T16:13:08.000",,"40.673153399388326","-73.87583541355524"
"Fire-3rd Alarm","134-14 Franklin Ave","Queens","2019-06-08T12:42:28.000",,"40.75366153424913","-73.8293131270992"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Fire-3rd Alarm","787 7th Avenue","Manhattan","2019-06-10T14:08:22.000",,"40.76221276879802","-73.98240503384511"
"Structural-Other","526 Logan Street","Brooklyn","2019-06-06T16:13:08.000",,"40.673153399388326","-73.87583541355524"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Fire-5th Alarm","2118 Flatbush Avenue","Brooklyn","2019-04-17T06:47:50.000",,"40.61825505522539","-73.93215402943036"
"Fire-5th Alarm","255 Mill Road","Staten Island","2017-05-21T04:28:08.000",,"40.56272020977093","-74.11140916120303"
"Fire-5th Alarm","60 East 9th Street","Manhattan","2017-06-28T18:04:26.000",,"40.73135779349652","-73.99245451693689"
"Structural-Other","156 Erasmus Street","Brooklyn","2017-08-17T11:52:31.000",,"40.64971448845881","-73.95052135928213"
"HazMat-Chemical",,"Brooklyn","2017-11-09T18:50:46.000",,,
"Fire-4th Alarm","1686 clay ave","Bronx","2017-12-17T05:31:57.000",,"40.84387029225576","-73.90486685899367"
"Structural-Stability Problem","300 East 96 Street","Manhattan","2017-11-09T14:33:16.000",,"40.73135779349652","-73.99245451693689"
"Fire-6th Alarm","565 West 144 Street","Manhattan","2017-11-17T15:35:42.000",,,
"Fire-5th Alarm","2118 Flatbush Avenue","Brooklyn","2019-04-17T06:47:50.000",,"40.61825505522539","-73.93215402943036"
"Fire-6th Alarm","702 44th street","Brooklyn","2019-04-03T17:10:29.000",,"40.64567498528483","-74.0022560985342"
"Fire-4th Alarm","1488 East 17th Street","Brooklyn","2019-06-13T04:22:10.000",,"40.61386341104509","-73.95735567903502"
"Utility-Gas Service Line","186th street & 73rd Avenue","Brooklyn","2019-06-12T13:28:57.000",,"40.732541999999995","-73.78479899999999"
"Fire-3rd Alarm","787 7th Avenue","Manhattan","2019-06-10T14:08:22.000",,"40.76221276879802","-73.98240503384511"
"Fire-4th Alarm","1488 East 17th Street","Brooklyn","2019-06-13T04:22:10.000",,"40.61386341104509","-73.95735567903502"
"Fire-2nd Alarm","23-49 93rd St","Queens","2019-07-10T16:49:33.000",,"40.76661069830919","-73.87691282817833"
"Administration-Other","Seagirt Blvd & Beach 9 Street","Queens","2016-11-14T15:53:54.000",,"40.71400364095638","-73.82998933154158"
"Law Enforcement-Other","400 West 59th Street","Manhattan","2019-06-20T12:35:39.000",,"40.769518767961294","-73.98555390036927"
"Fire-1st Alarm","151 West 100 Street","New York","2016-12-23T13:36:49.000",,"40.71442154062271","-74.00607638041981"
"Fire-1st Alarm","Northern Boulevard & 39 Street","Queens","2017-05-10T07:08:59.000",,"40.71400364095638","-73.82998933154158"
"Fire-3rd Alarm","2828 West 19 Street","Brooklyn","2019-06-17T00:23:48.000",,"40.57797132722604","-73.98615914239129"
"Structural-Sidewalk Collapse","927 Broadway","Manhattan","2016-10-29T12:13:31.000","2016-11-17T18:06:54.000","40.71442154062271","-74.00607638041981"
"Administration-Other","188 Street & 75 Avenue","Queens","2017-05-10T13:36:12.000",,"40.71400364095638","-73.82998933154158"
"Fire-4th Alarm","1516A  Schenectady Avenue","Brooklyn","2017-11-26T02:40:24.000",,,
"Fire-5th Alarm","56-11 94 Street","Queens","2017-04-11T18:35:24.000",,"40.71400364095638","-73.82998933154158"
"Fire-4th Alarm","1163 Fulton Street","Brooklyn","2017-12-07T05:37:05.000",,"40.68105021233186","-73.95517661726011"
"Fire-3rd Alarm","144 West  9th Street","Manhattan","2017-12-25T15:44:31.000",,"40.73407738818652","-73.99909933303947"
"Transportation-Train Subway","East 53 Street  & Lexington Avenue","Manhattan","2017-12-27T05:20:16.000",,,
"Fire-3rd Alarm","1163 Fulton Street","Brooklyn","2017-12-07T05:37:05.000",,"40.68105021233186","-73.95517661726011"
"Fire-4th Alarm","1163 Fulton Street","Brooklyn","2017-12-07T05:37:05.000",,"40.68105021233186","-73.95517661726011"
"Fire-4th Alarm","3414 Knox Place","Bronx","2017-12-27T04:51:28.000",,,
"Fire-2nd Alarm","109-02 Lefferts Blvd","Queens","2019-06-14T15:43:32.000",,"40.68210090867915","-73.82218280310445"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Medical-Public Health",,"Brooklyn","2020-04-30T07:28:49.000",,,
"Aviation-Small Aircraft","New Dorp Lane & Hylan Blvd","Staten Island","2019-05-01T17:59:50.000",,"40.570515","-74.109843"
"Structural-Other","315 Avenue C","Manhattan","2017-05-10T12:05:03.000",,"40.71442154062271","-74.00607638041981"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Fire-4th Alarm","1516A  Schenectady Avenue","Brooklyn","2017-11-26T02:40:24.000",,,
"Fire-1st Alarm","2441 Adam Clayton Powell Boulevard","New York","2019-05-08T02:51:10.000",,"40.81980588536563","-73.94026593502242"
"Fire-Sensitive Location","60 Norfolk Street","Manhattan","2017-05-14T19:15:30.000",,"40.71442154062271","-74.00607638041981"
"Fire-3rd Alarm","1945 East 14 Street","Brooklyn","2017-12-18T02:27:02.000",,"40.602280588954926","-73.95796689035728"
"Fire-5th Alarm","1486 Watson Avenue","Bronx","2017-10-01T14:50:56.000",,"40.82577659449483","-73.88016707063305"
"Fire-5th Alarm","1920 Walton Street","Bronx","2017-09-27T06:44:58.000",,"40.85053252400602","-73.90891950415494"
"Fire-2nd Alarm","1318 franklin ave","Bronx","2018-04-09T16:29:06.000",,"40.832270665272134","-73.90142592587583"
"Fire-3rd Alarm","795 Garden Street","Bronx","2017-12-27T04:14:38.000",,,
"Fire-7th Alarm","1547 Commonwealth Avenue","Bronx","2018-01-02T05:49:15.000",,"40.83944073105778","-73.86930858604073"
"Fire-2nd Alarm",,"Queens","2018-01-05T18:54:24.000",,,
"Fire-3rd Alarm","93-20 211 Street","Queens","2018-04-29T00:17:29.000",,"40.71756078322474","-73.75035792619293"
"Administration-Other",,"Brooklyn","2017-10-02T06:18:48.000",,,
"Utility-Other",,"Brooklyn","2018-01-06T02:13:47.000",,,
"Structural-Stability Problem","3030 Jerome Avenue","Bronx","2017-04-22T01:05:25.000",,"40.87461553557961","-73.88887046849652"
"Fire-3rd Alarm","134-14 Franklin Ave","Queens","2019-06-08T12:42:28.000",,"40.75366153424913","-73.8293131270992"
"Utility-Water Main","785 St Nicholas Avenue","New York","2019-06-23T14:02:48.000",,"40.826923092705826","-73.94300422511381"
"Law Enforcement-Other","208 west 23rd street","manhattan","2019-06-20T14:29:24.000",,"40.74432687731555","-73.99628248710249"
"Fire-10-77 (Residential High Rise Fire)","3080 Park Ave","Bronx","2019-07-10T16:12:05.000",,"40.823142276703855","-73.91862361045077"
"Fire-4th Alarm","259 Monitor Street","Brooklyn","2019-08-01T00:55:54.000",,"40.72838802331353","-73.94309536831317"
"Structural-Scaffold","500 Brightwater Court","Brooklyn","2019-06-29T19:23:38.000",,"40.57573452899767","-73.96208080099832"
"Fire-4th Alarm","259 Monitor Street","Brooklyn","2019-08-01T00:55:54.000",,"40.72838802331353","-73.94309536831317"
"Fire-1st Alarm","151 West 100 Street","New York","2016-12-23T13:36:49.000",,"40.71442154062271","-74.00607638041981"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000","2017-11-21T11:04:53.000","40.78499400000001","-73.94091300000001"
"Fire-3rd Alarm","4769 White Plains Road","Bronx","2017-11-05T16:19:24.000",,,
"Utility-Water Main",,"Brooklyn","2018-01-07T06:02:18.000",,,
"Fire-7th Alarm","1547 Commonwealth Avenue","Bronx","2018-01-02T05:49:15.000",,"40.83944073105778","-73.86930858604073"
"Fire-3rd Alarm","570 Saint Marys Street","Bronx","2018-01-22T20:20:32.000",,"40.810319780454776","-73.91491491257429"
"Utility-Water Service Line","Anderson Street  & Maryland Avenue","Staten Island","2019-07-09T01:31:22.000",,"40.612572","-74.06712"
"HazMat-High Carbon Monoxide","1750 Grand Course","Bronx","2019-05-02T04:39:54.000",,"40.84970163252355","-73.91319386037867"
"Structural-Collapse","496 Avenue P","Brooklyn","2019-05-06T23:43:08.000",,"40.60921162724344","-73.96917757354724"
"Structural-Collapse","705 Lafayette Ave","Brooklyn","2019-06-04T12:23:48.000",,"40.69063440550517","-73.94488659409082"
"Utility-Water Main","Himrod Street & Fairview Avenue","Queens","2019-05-30T19:42:13.000",,"40.70943","-73.9104435"
"Fire-Manhole","651 West 168 Street","Manhattan","2017-11-27T04:53:34.000",,,
"Fire-2nd Alarm","2250 Aqueduct Avenue","Bronx","2017-11-21T20:50:24.000",,,
"Fire-6th Alarm","565 West 144 Street","Manhattan","2017-11-17T15:35:42.000",,,
"Fire-2nd Alarm","703 Avenue K","Brooklyn","2017-11-27T04:16:20.000",,,
"Fire-4th Alarm","1686 clay ave","Bronx","2017-12-17T05:31:57.000",,"40.84387029225576","-73.90486685899367"
"Fire-6th Alarm","565 West 144 Street","Manhattan","2017-11-17T15:35:42.000",,,
"Fire-3rd Alarm","1945 East 14 Street","Brooklyn","2017-12-18T02:27:02.000",,"40.602280588954926","-73.95796689035728"
"Fire-10-77 (Residential High Rise Fire)","508 w 114th st","new york","2017-11-29T23:40:03.000",,"40.71426940400045","-74.00596992899966"
"Utility-Water Main","East 198 Street  & Grand Concourse","Bronx","2017-12-19T08:01:41.000",,"40.87023300000001","-73.891134"
"Fire-1st Alarm","150-05 Cohancy Street","Queens","2016-11-20T13:03:30.000",,"40.71400364095638","-73.82998933154158"
"Utility-Other","245 East 62","Manhattan","2017-12-20T01:58:26.000",,,
"Fire-1st Alarm","625 8th Avenue","Manhattan","2018-01-24T12:12:36.000",,"40.756313870390656","-73.99049891799864"
"Fire-Haz Mat","20 Lincoln Center Plaza","Manhattan","2018-01-10T13:00:56.000",,"40.7724319940919","-73.98282299502323"
"Fire-3rd Alarm","4769 White Plains Road","Bronx","2017-11-05T16:19:24.000",,,
"Utility-Other","337 Lenox Road","Brooklyn","2018-01-09T13:38:12.000",,"40.65426345657562","-73.94835572745109"
"Structural-Life Safety Violations","85 Bowery","Manhattan","2018-01-18T16:19:55.000",,"40.71691558006811","-73.99561290562072"
"Fire-4th Alarm","259 Monitor Street","Brooklyn","2019-08-01T00:55:54.000",,"40.72838802331353","-73.94309536831317"
"Fire-4th Alarm","1466 Watson Avenue","Bronx","2019-07-12T06:35:31.000",,"40.82568468884546","-73.88088613321604"
"Fire-10-77 (Residential High Rise Fire)","3080 Park Ave","Bronx","2019-07-10T16:12:05.000",,"40.823142276703855","-73.91862361045077"
"Fire-10-77 (Residential High Rise Fire)","3080 Park Ave","Bronx","2019-07-10T16:12:05.000",,"40.823142276703855","-73.91862361045077"
"Fire-4th Alarm","917 Ogden Avenue (BX)","Bronx","2019-07-26T00:00:21.000",,"40.83122913711119","-73.93037144269714"
"Utility-Power Outage","87-84 Parson BLVD","Queens","2019-07-20T16:52:58.000",,"40.707047786082505","-73.8024685933215"
"Law Enforcement-Other","100 centre street","Manhattan","2019-07-15T14:09:22.000",,"40.71615238245143","-74.00136262779168"
"Structural-Partial Collapse","2708 schurz ave","Bronx","2019-07-21T14:58:50.000",,"40.813564348866116","-73.82180960407413"
"Fire-4th Alarm","1875 Carter Avenue","Bronx","2019-07-20T18:27:37.000",,"40.84737550165673","-73.90193213350007"
"Fire-7th Alarm","225 McClellan Street","Bronx","2019-08-05T05:48:49.000",,"40.83227874216628","-73.91658338106646"
"Fire-10-77 (Residential High Rise Fire)","3080 Park Ave","Bronx","2019-07-10T16:12:05.000",,"40.823142276703855","-73.91862361045077"
"Fire-4th Alarm","1686 clay ave","Bronx","2017-12-17T05:31:57.000",,"40.84387029225576","-73.90486685899367"
"Fire-2nd Alarm","529 56 Street","Brooklyn","2018-01-16T01:06:00.000",,"40.64128004025041","-74.01302860185243"
"Structural-Partial Collapse","2708 schurz ave","bronx","2019-07-21T14:58:50.000",,"40.813564348866116","-73.82180960407413"
"Fire-2nd Alarm","447 Wales Avenue","Bronx","2017-07-26T03:06:44.000",,"40.81028097169481","-73.90820617557257"
"Utility-Electric Feeder Cable","321 East 153rd Street","Bronx","2019-08-02T20:00:06.000",,"40.81971300141364","-73.91950363015762"
"Fire-4th Alarm","1875 Carter Avenue","Bronx","2019-07-20T18:27:37.000",,"40.84737550165673","-73.90193213350007"
"Structural-Demolition","1374 Leland Avenue","Bronx","2017-07-21T06:54:15.000",,"40.835117608661754","-73.86402592350989"
"HazMat-High Carbon Monoxide","211 Jackson Street","Brooklyn","2019-08-03T06:45:50.000",,"40.716927387183304","-73.94210198473655"
"Structural-Partial Collapse","2708 schurz ave","bronx","2019-07-21T14:58:50.000",,"40.813564348866116","-73.82180960407413"
"Fire-Manhole","East 20 Street  & 3rd Avenue","Manhattan","2019-08-07T22:49:51.000","2019-08-08T19:33:49.000","40.73695200000001","-73.984509"
"Fire-6th Alarm","225 McClellan Street","Bronx","2019-08-05T05:48:49.000",,"40.83227874216628","-73.91658338106646"
"Fire-4th Alarm","808 Freeman Street","Bronx","2019-08-05T04:21:29.000",,"40.83027456174627","-73.8978966829015"
"Utility-Water Service Line","73 Avenue & 218 Street","Queens","2019-08-08T10:07:13.000",,"40.74137999999999","-73.7564895"
"Fire-2nd Alarm","71 Vermilyea Avenue","Manhattan","2019-08-19T11:35:02.000",,"40.865725823730216","-73.92321583015469"
"Structural-Demolition","350 West 52nd Street","New York","2019-05-30T12:06:51.000",,"40.764220837353584","-73.98691352415024"
"Administration-Other","188 Street & 75 Avenue","Queens","2017-05-10T13:36:12.000",,"40.71400364095638","-73.82998933154158"
"Utility-Water Main","31 MacKay Place","Brooklyn","2018-01-16T07:15:18.000",,"40.63694168388245","-74.03487118789316"
"Fire-7th Alarm","1547 Commonwealth Avenue","Bronx","2018-01-02T05:49:15.000",,"40.83944073105778","-73.86930858604073"
"Fire-6th Alarm","565 West 144 Street","Manhattan","2017-11-17T15:35:42.000",,"40.82561021371684","-73.9505288664955"
"Fire-4th Alarm","1163 Fulton Street","Brooklyn","2017-12-07T05:37:05.000",,"40.68105021233186","-73.95517661726011"
"Structural-Other","526 Logan Street","Brooklyn","2019-06-06T16:13:08.000",,"40.673153399388326","-73.87583541355524"
"Fire-3rd Alarm","134-14 Franklin Ave","Queens","2019-06-08T12:42:28.000",,"40.75366153424913","-73.8293131270992"
"Fire-Sensitive Location","64 Norfolk Street","Manhattan","2017-05-14T19:15:30.000",,"40.71442154062271","-74.00607638041981"
"Fire-Sensitive Location","60 Norfolk Street","Manhattan","2017-05-14T19:15:30.000",,"40.71442154062271","-74.00607638041981"
"Fire-6th Alarm","225 McClellan Street","Bronx","2019-08-05T05:48:49.000",,"40.83227874216628","-73.91658338106646"
"Fire-2nd Alarm","71 Vermilyea Avenue","Manhattan","2019-08-19T11:35:02.000",,"40.865725823730216","-73.92321583015469"
"Structural-Falling Debris","66 Rockwell Place","Brooklyn","2017-05-18T21:07:04.000",,"40.68809894461168","-73.97930223570881"
"Medical-EMS MCI (Multiple Casualty Incident)","7 Avenue & West 42 Street","Manhattan","2017-05-18T12:15:35.000","2017-05-19T03:14:26.000","40.71442154062271","-74.00607638041981"
"Fire-2nd Alarm","71 Vermilyea Avenue","Manhattan","2019-08-19T11:35:02.000",,"40.865725823730216","-73.92321583015469"
"Transportation-Car","FDR Drive & East 20th Street","Manhattan","2019-08-29T06:55:02.000",,"40.73257416389054","-73.97426804937537"
"Utility-Water Main","Broadway  & West 63rd Street","manhattan","2019-08-22T14:25:06.000",,"40.77134099999999","-73.9820385"
"Structural-Street Collapse","FDR Drive & East 14th Street","Manhattan","2017-09-28T19:44:57.000",,"40.78499400000001","-73.94091300000001"
"Fire-4th Alarm","3414 Knox Place","Bronx","2017-12-27T04:51:28.000",,"40.88157493865778","-73.88386113099433"
"Fire-7th Alarm","775 Riverside Drive","Manhattan","2018-01-08T14:13:28.000",,"40.834790360811354","-73.94773493966737"
"Structural-Other","103 Featherbed Lane","Bronx","2018-01-12T09:31:21.000",,"40.846245296150904","-73.9183378513763"
"Law Enforcement-Other","405 East 54 Street","Manhattan","2018-02-12T11:06:31.000",,,
"Fire-Explosion","4683 Park Avenue c/s E 188th street","Bronx","2018-03-02T01:32:31.000",,"40.858762903139244","-73.8927703230711"
"Structural-Life Safety Violations","85 Bowery","Manhattan","2018-01-18T16:19:55.000",,"40.71691558006811","-73.99561290562072"
"Structural-Stability Problem","118-18 Union Turnpike","Queens","2018-02-10T16:44:26.000",,"40.71260968549858","-73.83408588450024"
"Fire-Explosion","820 Friel Place","Brooklyn","2019-09-30T13:33:08.000",,"40.64731066971553","-73.97189923022104"
"Utility-Water Main","OsbornStreet & Pitkin Avenue","Brooklyn","2019-09-02T01:42:36.000",,"40.66999199999999","-73.9089"
"Utility-Other","337 Lenox Road","Brooklyn","2018-01-09T13:38:12.000",,"40.65426345657562","-73.94835572745109"
"Administration-Other","Seagirt Blvd & Beach 9 Street","Queens","2016-11-14T15:53:54.000","2016-11-19T13:26:07.000","40.71400364095638","-73.82998933154158"
"Structural-Partial Collapse","87-13 164th Street","Queens","2018-02-05T00:07:19.000",,"40.70986132889949","-73.79955435455028"
"Fire-7th Alarm","1547 Commonwealth Avenue","Bronx","2018-01-02T05:49:15.000",,,
"Fire-2nd Alarm","6709 11 Avenue","Brooklyn","2017-11-09T07:13:03.000",,,
"Fire-7th Alarm","775 Riverside Drive","Manhattan","2018-01-08T14:13:28.000",,"40.834790360811354","-73.94773493966737"
"Fire-Explosion","151 Bay 49 Street","Brooklyn","2018-01-20T08:39:59.000",,"40.586554802383326","-73.98699970607079"
"Fire-7th Alarm","1547 Commonwealth Avenue","Bronx","2018-01-02T05:49:15.000",,"40.83944073105778","-73.86930858604073"
"Structural-Stability Problem","118-18 Union Turnpike","Queens","2018-02-10T16:44:26.000",,"40.71260968549858","-73.83408588450024"
"Structural-Collapse","705 Lafayette Ave","Brooklyn","2019-06-04T12:23:48.000",,"40.69063440550517","-73.94488659409082"
"Structural-Stability Problem","118-18 Union Turnpike","Queens","2018-02-10T16:44:26.000",,"40.71260968549858","-73.83408588450024"
"Utility-Water Main","40-06 74 Street","Queens","2018-01-12T05:55:30.000",,"40.746507276155604","-73.8913987228921"
"Utility-Water Main","West 157 Street & Broadway","Manhattan","2018-01-24T22:28:51.000",,"40.834080000000014","-73.94497199999999"
"Fire-7th Alarm","775 Riverside Drive","Manhattan","2018-01-08T14:13:28.000",,"40.834790360811354","-73.94773493966737"
"Fire-4th Alarm","240 East 194 Street","Bronx","2018-01-30T23:35:10.000",,"40.86511125644876","-73.89300266778228"
"Utility-Water Main","3351 Fenton Ave","Bronx","2019-06-07T15:36:02.000",,"40.8755220560621","-73.84771208479998"
"Law Enforcement-Suspicious Package","241 East 51 Street","Manhattan","2018-02-20T18:11:08.000","2018-02-20T21:35:07.000","40.755806213716866","-73.96872245031453"
"Fire-7th Alarm","110-14 Liberty Avenue","Queens","2017-03-04T23:13:52.000",,"40.71400364095638","-73.82998933154158"
"Fire-4th Alarm","657 Crotona Park North","Bronx","2017-03-06T18:40:53.000",,"40.84251557063817","-73.89461654911366"
"Fire-3rd Alarm","60-15 Main Street","Queens","2017-03-12T16:25:15.000",,"40.71400364095638","-73.82998933154158"
"Fire-3rd Alarm","7 East 84 Street","Manhattan","2017-03-14T03:04:32.000",,"40.71442154062271","-74.00607638041981"
"Fire-3rd Alarm","667 Jefferson Avenue","Brooklyn","2018-03-05T00:49:27.000",,"40.685477405505175","-73.93117632001268"
"Fire-4th Alarm","2000 2nd Avenue","Manhattan","2018-03-24T01:16:50.000",,"40.78878085261705","-73.94375789174227"
"Fire-5th Alarm","1555 Grand Concourse","Bronx","2019-10-04T20:39:33.000",,"40.84228477269314","-73.91246178310915"
"Fire-7th Alarm","110-14 Liberty Avenue","Queens","2017-03-04T23:13:52.000",,"40.71400364095638","-73.82998933154158"
"Utility-Water Service Line","240 Broadway","Staten Island","2019-09-30T03:16:20.000",,"40.63590970246413","-74.1175237201508"
"Fire-Explosion","820 Friel Place","Brooklyn","2019-09-30T13:33:08.000",,"40.64731066971553","-73.97189923022104"
"Fire-Haz Mat","154-22 118 Avenue","Queens","2019-09-04T17:09:57.000",,"40.6812998151366","-73.78809838092222"
"Fire-2nd Alarm","85 Cooper Street","Brooklyn","2019-10-07T01:25:44.000",,"40.68589980850017","-73.90923962629114"
"Fire-4th Alarm","240 East 194 Street","Bronx","2018-01-30T23:35:10.000",,"40.86511125644876","-73.89300266778228"
"Fire-Manhole","155 East 38th Street","Manhattan","2019-10-06T01:39:44.000",,"40.748714400076246","-73.97721740049033"
"Fire-1st Alarm","151 West 100 Street","New York","2016-12-23T13:36:49.000",,"40.71442154062271","-74.00607638041981"
"Fire-Haz Mat","41-12 12 Street","Queens","2017-06-12T13:36:36.000",,"40.71400364095638","-73.82998933154158"
"Structural-Demolition","169-12 116 Avenue","Queens","2018-03-07T17:27:32.000",,"40.68773545432525","-73.77835322494091"
"Structural-Street Collapse","East 7th Street & 1st Avenue","Manhattan","2018-03-13T12:36:24.000",,"40.726980000000005","-73.985751"
"Fire-3rd Alarm","667 Jefferson Avenue","Brooklyn","2018-03-05T00:49:27.000",,"40.685477405505175","-73.93117632001268"
"Fire-5th Alarm","187-40 Jamaica Ave","Queens","2018-03-16T13:24:26.000",,"40.71019846741915","-73.77184724501586"
"Fire-5th Alarm","773 St. Nicholas Avenue","Manhattan","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Utility-Other",,"Brooklyn","2018-03-22T21:10:33.000",,,
"Fire-5th Alarm","773 st nicholas ave","new york","2018-03-22T23:11:10.000",,"40.82653750735761","-73.94317386914989"
"Fire-2nd Alarm","1332 Prospect Place","Brooklyn","2018-03-26T00:11:37.000",,"40.673307510675805","-73.9324040342778"
"Law Enforcement-Haz Mat","1279 E 68th Street","Brooklyn","2018-03-24T01:49:54.000",,"40.62317568610417","-73.9152795659012"
"Fire-Explosion","820 Friel Place","Brooklyn","2019-09-30T13:33:08.000",,"40.64731066971553","-73.97189923022104"
"Fire-3rd Alarm","667 Jefferson Avenue","Brooklyn","2018-03-05T00:49:27.000",,"40.685477405505175","-73.93117632001268"
"Structural-Demolition","169-12 116 Avenue","Queens","2018-03-07T17:27:32.000",,"40.68773545432525","-73.77835322494091"
