"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pulocationid","dolocationid","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","improvement_surcharge","total_amount","payment_type","trip_type"
"2","2018-01-01T00:19:09.000","2018-01-01T00:32:58.000","N","1","181","33","1","2.13","10.5","0.5","0.5","2.36","0",,"0.3","14.16","1","1"
"2","2018-01-01T00:46:46.000","2018-01-01T00:47:46.000","N","1","49","49","1","0.11","3","0.5","0.5","0","0",,"0.3","4.3","2","1"
"2","2018-01-01T00:49:30.000","2018-01-01T01:20:27.000","N","1","49","173","1","12.87","38","0.5","0.5","0","0",,"0.3","39.3","2","1"
"2","2018-01-01T00:04:17.000","2018-01-01T00:07:56.000","N","1","70","129","5","0.77","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:25:55.000","2018-01-01T00:28:56.000","N","1","223","223","5","0.81","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2018-01-01T00:34:08.000","2018-01-01T00:53:31.000","N","1","223","40","5","11.47","32","0.5","0.5","9.99","0",,"0.3","43.29","1","1"
"1","2018-01-01T00:03:09.000","2018-01-01T00:16:14.000","N","1","112","37","1","2.40","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:32:36.000","2018-01-01T00:46:19.000","N","1","145","148","1","5.35","17","0.5","0.5","3.66","0",,"0.3","21.96","1","1"
"2","2018-01-01T00:59:30.000","2018-01-01T01:06:20.000","N","1","256","255","1","0.86","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1"
"2","2018-01-01T00:40:39.000","2018-01-01T00:48:24.000","N","1","82","83","1","1.35","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:07:59.000","2018-01-01T00:12:54.000","N","1","41","74","1","0.66","5.5","0.5","0.5","2.04","0",,"0.3","8.84","1","1"
"2","2018-01-01T00:33:15.000","2018-01-01T00:44:14.000","N","1","74","166","1","1.65","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:51:02.000","2018-01-01T01:03:11.000","N","1","166","243","1","3.79","13.5","0.5","0.5","0","0",,"0.3","14.8","2","1"
"2","2018-01-01T00:11:48.000","2018-01-01T00:24:32.000","N","1","189","181","1","2.01","10","0.5","0.5","0","0",,"0.3","11.3","2","1"
"2","2018-01-01T00:31:31.000","2018-01-01T00:38:15.000","N","1","181","133","1","2.37","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:45:21.000","2018-01-01T00:51:44.000","N","1","190","40","1","2.84","10","0.5","0.5","4","0",,"0.3","15.3","1","1"
"2","2018-01-01T00:07:51.000","2018-01-01T00:15:23.000","N","1","36","36","2","1.30","7.5","0.5","0.5","1.76","0",,"0.3","10.56","1","1"
"2","2018-01-01T00:19:08.000","2018-01-01T00:38:43.000","N","1","36","61","1","3.89","15.5","0.5","0.5","4.2","0",,"0.3","21","1","1"
"2","2018-01-01T00:52:25.000","2018-01-01T00:54:02.000","N","1","181","181","2","0.43","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1"
"2","2018-01-01T00:59:40.000","2018-01-01T01:08:25.000","N","1","181","52","2","1.79","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:20:11.000","2018-01-01T00:29:25.000","N","1","179","260","5","2.93","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:52:45.000","2018-01-01T01:17:25.000","N","1","7","100","5","7.78","27.5","0.5","0.5","6.91","5.76",,"0.3","41.47","1","1"
"2","2018-01-01T00:27:42.000","2018-01-01T00:38:41.000","N","1","42","243","1","2.33","10.5","0.5","0.5","2.36","0",,"0.3","14.16","1","1"
"2","2018-01-01T00:55:12.000","2018-01-01T01:00:41.000","N","1","244","116","1","0.93","6","0.5","0.5","1.46","0",,"0.3","8.76","1","1"
"2","2018-01-01T00:42:04.000","2018-01-01T00:43:30.000","N","1","55","55","1","0.33","3.5","0.5","0.5","0.08","0",,"0.3","4.88","1","1"
"2","2018-01-01T00:56:51.000","2018-01-01T01:04:16.000","N","1","29","108","1","1.70","8","0.5","0.5","0","0",,"0.3","9.3","1","1"
"2","2018-01-01T00:08:18.000","2018-01-01T00:12:52.000","N","1","7","7","1","0.96","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:34:53.000","2018-01-01T00:39:00.000","N","1","7","7","1","0.83","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:43:20.000","2018-01-01T01:03:29.000","N","1","7","256","1","5.06","19","0.5","0.5","4.06","0",,"0.3","24.36","1","1"
"2","2018-01-01T00:15:42.000","2018-01-01T00:27:31.000","N","1","74","248","5","4.60","15","0.5","0.5","0","0",,"0.3","16.3","2","1"
"2","2018-01-01T00:30:08.000","2018-01-01T00:36:41.000","N","1","212","168","5","3.14","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2018-01-01T00:36:35.000","2018-01-01T00:42:14.000","N","1","260","260","1","1.05","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:23:51.000","2018-01-01T00:33:46.000","N","1","256","17","1","1.94","9","0.5","0.5","2.06","0",,"0.3","12.36","1","1"
"2","2018-01-01T00:39:55.000","2018-01-01T00:50:30.000","N","1","256","37","1","1.74","9","0.5","0.5","2.06","0",,"0.3","12.36","1","1"
"2","2018-01-01T00:15:54.000","2018-01-01T00:29:26.000","N","1","173","223","1","3.78","14","0.5","0.5","3.06","0",,"0.3","18.36","1","1"
"2","2018-01-01T01:43:53.000","2018-01-01T02:19:09.000","N","1","265","196","1","22.50","61.5","0.5","0.5","0","0",,"0.3","62.8","2","1"
"2","2018-01-01T00:32:18.000","2018-01-01T01:05:21.000","N","1","181","68","1","6.64","26","0.5","0.5","0","0",,"0.3","27.3","2","1"
"1","2018-01-01T00:22:44.000","2018-01-01T00:35:53.000","N","1","255","49","1","2.80","12","0.5","0.5","3.3","0",,"0.3","16.6","1","1"
"1","2018-01-01T00:52:23.000","2018-01-01T01:19:00.000","N","1","80","61","1","4.80","20","0.5","0.5","5","0",,"0.3","26.3","1","1"
"2","2018-01-01T00:02:23.000","2018-01-01T00:19:41.000","N","1","41","167","1","3.47","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2018-01-01T00:16:03.000","2018-01-01T00:23:29.000","N","1","7","226","1","1.29","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:42:00.000","2018-01-01T00:45:03.000","N","1","7","7","1","0.43","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"2","2018-01-01T00:16:47.000","2018-01-01T00:27:38.000","N","1","41","238","1","2.16","10","0.5","0.5","2.26","0",,"0.3","13.56","1","1"
"2","2018-01-01T00:27:16.000","2018-01-01T00:48:45.000","N","1","42","243","1","4.03","17","0.5","0.5","5.49","0",,"0.3","23.79","1","1"
"2","2018-01-01T00:52:16.000","2018-01-01T00:53:44.000","N","1","244","244","1","0.42","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1"
"2","2018-01-01T00:55:37.000","2018-01-01T01:00:12.000","N","1","244","243","1","0.69","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"1","2018-01-01T00:45:17.000","2018-01-01T01:02:09.000","N","1","223","95","1","7.50","23","0.5","0.5","4.85","0",,"0.3","29.15","1","1"
"2","2018-01-01T00:24:15.000","2018-01-01T00:38:42.000","N","1","181","33","2","2.58","12","0.5","0.5","3.32","0",,"0.3","16.62","1","1"
"2","2018-01-01T00:42:12.000","2018-01-01T00:48:51.000","N","1","33","97","2","1.14","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1"
"2","2018-01-01T00:58:07.000","2018-01-01T01:11:08.000","N","1","49","89","1","2.40","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"2","2018-01-01T00:19:35.000","2018-01-01T00:28:50.000","N","1","247","212","1","3.21","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:38:13.000","2018-01-01T00:47:10.000","N","1","74","42","1","1.42","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:51:23.000","2018-01-01T00:58:08.000","N","1","42","41","1","1.18","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:43:41.000","2018-01-01T01:00:10.000","N","1","33","17","5","3.32","13.5","0.5","0.5","4.44","0",,"0.3","19.24","1","1"
"2","2018-01-01T00:34:59.000","2018-01-01T00:40:25.000","N","1","106","40","1","0.85","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2018-01-01T00:47:20.000","2018-01-01T00:52:45.000","N","1","25","33","1","0.51","5","0.5","0.5","1.89","0",,"0.3","8.19","1","1"
"2","2018-01-01T00:55:04.000","2018-01-01T01:08:17.000","N","1","33","112","1","5.34","17","0.5","0.5","0","0",,"0.3","18.3","2","1"
"2","2018-01-01T00:22:56.000","2018-01-01T00:29:03.000","N","1","244","244","1","1.03","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2018-01-01T00:32:26.000","2018-01-01T00:44:24.000","N","1","116","243","1","3.42","13","0.5","0.5","2.86","0",,"0.3","17.16","1","1"
"2","2018-01-01T00:54:42.000","2018-01-01T01:01:39.000","N","1","244","244","1","1.19","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1"
"2","2018-01-01T00:48:11.000","2018-01-01T01:14:09.000","N","1","255","181","1","5.54","19","0.5","0.5","0","0",,"0.3","20.3","2","1"
"2","2018-01-01T00:35:35.000","2018-01-01T00:39:40.000","N","1","95","95","1","0.77","5","0.5","0.5","1.26","0",,"0.3","7.56","1","1"
"2","2018-01-01T00:41:02.000","2018-01-01T00:44:34.000","N","1","95","95","1","0.73","5","0.5","0.5","1.89","0",,"0.3","8.19","1","1"
"2","2018-01-01T00:37:08.000","2018-01-01T00:50:33.000","N","1","7","263","1","4.54","15","0.5","0.5","0","0",,"0.3","16.3","2","1"
"2","2018-01-01T00:37:00.000","2018-01-01T00:54:57.000","N","1","18","167","1","6.25","21","0.5","0.5","0","0",,"0.3","22.3","1","1"
"2","2018-01-01T00:40:52.000","2018-01-01T00:57:55.000","N","1","256","87","1","5.74","19","0.5","0.5","4.06","0",,"0.3","24.36","1","1"
"2","2018-01-01T00:16:46.000","2018-01-01T00:34:35.000","N","1","255","260","2","4.67","18","0.5","0.5","3.86","0",,"0.3","23.16","1","1"
"2","2018-01-01T00:42:50.000","2018-01-01T00:43:06.000","N","1","41","41","1","0.00","2.5","0.5","0.5","0","0",,"0.3","3.8","1","1"
"2","2018-01-01T00:44:18.000","2018-01-01T00:46:43.000","N","1","41","75","1","0.60","4","0.5","0.5","0","0",,"0.3","5.3","1","1"
"2","2018-01-01T00:51:15.000","2018-01-01T00:53:51.000","N","1","41","41","1","0.55","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"2","2018-01-01T00:13:55.000","2018-01-01T00:24:38.000","N","1","181","89","1","1.50","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:58:31.000","2018-01-01T01:16:03.000","N","1","25","85","1","3.28","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2018-01-01T00:00:24.000","2018-01-01T00:00:55.000","N","1","74","74","1","0.08","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1"
"2","2018-01-01T00:16:20.000","2018-01-01T00:18:56.000","N","1","42","42","1","0.52","4","0.5","0.5","0","0",,"0.3","5.3","1","1"
"2","2018-01-01T00:20:51.000","2018-01-01T00:24:51.000","N","1","42","41","1","1.01","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2018-01-01T00:27:21.000","2018-01-01T00:34:05.000","N","1","41","42","1","1.14","7","0.5","0.5","1","0",,"0.3","9.3","1","1"
"2","2018-01-01T00:43:48.000","2018-01-01T00:55:29.000","N","1","41","116","1","1.90","10","0.5","0.5","2.82","0",,"0.3","14.12","1","1"
"2","2018-01-01T00:13:56.000","2018-01-01T00:21:00.000","N","1","41","74","1","1.20","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:28:56.000","2018-01-01T00:45:28.000","N","1","42","146","1","5.33","18.5","0.5","0.5","5.11","5.76",,"0.3","30.67","1","1"
"2","2018-01-01T00:13:57.000","2018-01-01T00:27:01.000","N","1","223","82","1","3.02","12.5","0.5","0.5","2.76","0",,"0.3","16.56","1","1"
"2","2018-01-01T00:52:41.000","2018-01-01T01:04:28.000","N","1","223","146","1","2.95","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"2","2018-01-01T00:17:30.000","2018-01-01T00:24:10.000","N","1","75","41","1","1.71","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:28:48.000","2018-01-01T00:32:34.000","N","1","41","152","1","0.55","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2018-01-01T00:43:42.000","2018-01-01T00:54:31.000","N","1","42","119","1","2.34","10","0.5","0.5","0","0",,"0.3","11.3","1","1"
"2","2018-01-01T00:57:17.000","2018-01-01T01:06:21.000","N","1","119","69","1","1.86","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:49:35.000","2018-01-01T01:01:39.000","N","1","256","61","1","3.02","11.5","0.5","0.5","2.56","0",,"0.3","15.36","1","1"
"2","2018-01-01T00:11:55.000","2018-01-01T00:15:25.000","N","1","42","42","1","0.73","4.5","0.5","0.5","0","0",,"0.3","5.8","1","1"
"2","2018-01-01T00:18:06.000","2018-01-01T00:22:45.000","N","1","42","42","1","0.61","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2018-01-01T00:41:44.000","2018-01-01T01:07:57.000","N","1","41","59","1","5.07","20.5","0.5","0.5","0","0",,"0.3","21.8","1","1"
"2","2018-01-01T00:11:45.000","2018-01-01T00:12:52.000","N","1","133","133","1","0.07","3","0.5","0.5","0","0",,"0.3","4.3","2","1"
"1","2018-01-01T00:24:25.000","2018-01-01T00:39:06.000","N","1","65","225","1","4.00","15","0.5","0.5","2","0",,"0.3","18.3","1","1"
"2","2018-01-01T00:16:36.000","2018-01-01T00:16:45.000","N","5","7","7","6","0.00","6","0","0","10","0",,"0","16","1","2"
"2","2018-01-01T00:36:56.000","2018-01-01T01:04:06.000","N","1","223","170","5","6.06","23","0.5","0.5","4.2","0",,"0.3","28.5","1","1"
"1","2018-01-01T00:14:30.000","2018-01-01T00:17:36.000","N","1","7","7","1","0.40","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"1","2018-01-01T00:24:37.000","2018-01-01T00:28:28.000","N","1","7","7","2","0.90","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"1","2018-01-01T00:02:11.000","2018-01-01T00:09:48.000","N","1","74","152","1","1.20","7","0.5","0.5","0","0",,"0.3","8.3","1","1"
"1","2018-01-01T00:16:51.000","2018-01-01T00:29:01.000","N","1","42","244","1","2.40","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"1","2018-01-01T00:35:45.000","2018-01-01T00:46:18.000","N","1","244","41","1","2.00","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2018-01-01T00:22:52.000","2018-01-01T00:36:31.000","N","1","196","260","1","3.06","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1"
"2","2018-01-01T00:05:22.000","2018-01-01T00:15:25.000","N","1","17","36","1","1.95","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:40:45.000","2018-01-01T00:52:14.000","N","1","80","17","1","1.78","9","0.5","0.5","2.06","0",,"0.3","14.31","1","1"
"2","2018-01-01T00:39:27.000","2018-01-01T01:12:58.000","N","1","256","7","1","7.38","27","0.5","0.5","0","0",,"0.3","28.3","2","1"
"2","2018-01-01T00:11:31.000","2018-01-01T00:15:29.000","N","1","7","179","1","0.64","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2018-01-01T00:24:38.000","2018-01-01T00:37:54.000","N","1","7","145","1","1.72","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2018-01-01T00:29:33.000","2018-01-01T00:34:41.000","N","1","255","112","1","0.90","6","0.5","0.5","2.19","0",,"0.3","9.49","1","1"
"2","2018-01-01T00:40:10.000","2018-01-02T00:34:41.000","N","1","112","224","1","5.08","19.5","0.5","0.5","0","0",,"0.3","20.8","1","1"
"1","2018-01-01T00:15:10.000","2018-01-01T00:23:54.000","N","1","189","25","1","1.40","8","0.5","0.5","1.4","0",,"0.3","10.7","1","1"
"1","2018-01-01T00:38:22.000","2018-01-01T00:45:55.000","N","1","65","52","1","1.30","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"1","2018-01-01T00:49:03.000","2018-01-01T01:09:00.000","N","1","40","225","1","4.10","17","0.5","0.5","0","0",,"0.3","18.3","2","1"
"2","2018-01-01T00:27:19.000","2018-01-01T00:35:59.000","N","1","17","97","1","1.44","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2018-01-01T00:40:52.000","2018-01-01T00:59:19.000","N","1","65","177","1","3.99","16","0.5","0.5","0","0",,"0.3","17.3","1","1"
"2","2018-01-01T00:31:42.000","2018-01-01T00:47:50.000","N","1","129","134","1","6.08","19.5","0.5","0.5","4.16","0",,"0.3","24.96","1","1"
"2","2018-01-01T00:19:17.000","2018-01-01T00:47:17.000","N","1","66","186","1","4.94","21","0.5","0.5","0","0",,"0.3","22.3","2","1"
"2","2018-01-01T00:39:07.000","2018-01-01T00:57:11.000","N","1","256","25","1","5.43","19","0.5","0.5","6.09","0",,"0.3","26.39","1","1"
"2","2018-01-01T00:11:35.000","2018-01-01T00:15:58.000","N","1","82","82","1","0.65","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:26:16.000","2018-01-01T00:42:13.000","N","1","129","148","1","6.88","21.5","0.5","0.5","4.56","0",,"0.3","27.36","1","1"
"2","2018-01-01T00:19:44.000","2018-01-01T00:37:27.000","N","1","189","189","2","2.28","13.5","0.5","0.5","4.44","0",,"0.3","19.24","1","1"
"2","2018-01-01T00:40:17.000","2018-01-01T00:56:23.000","N","1","189","195","2","3.22","14","0.5","0.5","3.06","0",,"0.3","18.36","1","1"
"2","2018-01-01T00:27:43.000","2018-01-01T00:33:56.000","N","1","17","61","2","1.45","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:11:38.000","2018-01-01T00:36:02.000","N","1","112","4","1","4.76","20","0.5","0.5","0","0",,"0.3","21.3","2","1"
"2","2018-01-01T00:53:32.000","2018-01-01T01:05:39.000","N","1","256","37","3","1.88","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2018-01-01T00:19:48.000","2018-01-01T00:26:25.000","N","1","41","151","6","0.96","6.5","0.5","0.5","1.63","0",,"0.3","9.43","1","1"
"2","2018-01-01T00:33:06.000","2018-01-01T00:40:07.000","N","1","41","42","6","1.16","7","0.5","0.5","0","0",,"0.3","8.3","1","1"
"2","2018-01-01T00:51:41.000","2018-01-01T01:15:54.000","N","1","41","161","6","4.17","18.5","0.5","0.5","5.94","0",,"0.3","25.74","1","1"
"1","2018-01-01T00:15:55.000","2018-01-01T00:16:37.000","N","1","37","177","1","0.60","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1"
"2","2018-01-01T00:42:42.000","2018-01-01T00:52:54.000","N","1","7","226","2","1.52","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:37:47.000","2018-01-01T00:43:50.000","N","1","41","74","1","0.66","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:06:34.000","2018-01-01T00:15:10.000","N","1","260","129","1","1.55","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:29:43.000","2018-01-01T00:47:11.000","N","1","260","57","1","2.73","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1"
"2","2018-01-01T00:51:07.000","2018-01-01T01:02:23.000","N","1","173","129","1","1.43","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:36:49.000","2018-01-01T01:11:06.000","N","1","82","260","1","9.05","32","0.5","0.5","0","0",,"0.3","33.3","2","1"
"2","2018-01-01T00:39:01.000","2018-01-01T00:46:31.000","N","1","247","127","1","3.16","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"2","2018-01-01T00:03:40.000","2018-01-01T00:06:35.000","N","1","116","244","2","0.50","4","0.5","0.5","1.59","0",,"0.3","6.89","1","1"
"2","2018-01-01T00:19:36.000","2018-01-01T00:38:38.000","N","1","244","265","2","11.55","32.5","0.5","0.5","5","0",,"0.3","38.8","1","1"
"1","2018-01-01T00:24:15.000","2018-01-01T00:43:34.000","N","1","41","60","3","5.20","19","0.5","0.5","0","0",,"0.3","20.3","1","1"
"1","2018-01-01T00:45:54.000","2018-01-01T00:54:10.000","N","1","60","182","1","1.90","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2018-01-01T00:04:52.000","2018-01-01T00:28:36.000","N","1","181","146","1","7.43","25","0.5","0.5","0","0",,"0.3","26.3","2","1"
"2","2018-01-01T00:37:46.000","2018-01-01T00:52:05.000","N","1","145","7","1","2.33","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:54:28.000","2018-01-01T01:27:44.000","N","1","7","13","1","10.33","34.5","0.5","0.5","0","0",,"0.3","35.8","2","1"
"2","2018-01-01T00:12:01.000","2018-01-01T00:25:51.000","N","1","116","168","1","2.52","12","0.5","0.5","3.99","0",,"0.3","17.29","1","1"
"2","2018-01-01T00:02:18.000","2018-01-01T00:09:53.000","N","1","41","42","2","1.58","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:13:05.000","2018-01-01T00:24:55.000","N","1","42","75","3","2.58","11","0.5","0.5","2.46","0",,"0.3","14.76","1","1"
"2","2018-01-01T00:31:09.000","2018-01-01T00:38:33.000","N","1","41","42","3","1.18","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2018-01-01T00:41:18.000","2018-01-01T00:45:05.000","N","1","42","41","3","0.94","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:51:41.000","2018-01-01T00:58:04.000","N","1","41","41","3","0.88","6","0.5","0.5","2.19","0",,"0.3","9.49","1","1"
"2","2018-01-01T00:59:38.000","2018-01-01T01:02:25.000","N","1","41","42","3","0.84","4.5","0.5","0.5","1.74","0",,"0.3","7.54","1","1"
"2","2018-01-01T00:36:03.000","2018-01-01T01:20:34.000","N","1","159","170","5","7.37","32","0.5","0.5","0","0",,"0.3","33.3","2","1"
"2","2018-01-01T00:15:55.000","2018-01-01T00:31:07.000","N","1","69","213","1","4.02","15","0.5","0.5","0","0",,"0.3","16.3","1","1"
"2","2018-01-01T00:35:53.000","2018-01-01T00:46:58.000","N","1","66","88","1","2.55","10.5","0.5","0.5","0","0",,"0.3","11.8","1","1"
"2","2018-01-01T00:03:08.000","2018-01-01T00:03:19.000","N","2","80","80","2","0.01","52","0","0.5","0","0",,"0.3","52.8","2","1"
"2","2018-01-01T00:03:45.000","2018-01-01T00:08:12.000","N","1","80","255","2","0.80","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2018-01-01T00:16:53.000","2018-01-01T00:39:34.000","N","1","255","95","2","11.99","34.5","0.5","0.5","7.16","0",,"0.3","42.96","1","1"
"2","2018-01-01T00:46:31.000","2018-01-01T00:50:43.000","N","1","95","134","1","1.07","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2018-01-01T00:24:44.000","2018-01-01T00:37:06.000","N","1","212","159","1","2.66","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2018-01-01T00:42:00.000","2018-01-01T00:49:54.000","N","5","159","247","1","1.35","10","0","0","0","0",,"0","10","2","2"
"2","2018-01-01T00:15:54.000","2018-01-01T00:39:43.000","N","1","255","61","5","4.02","17.5","0.5","0.5","3.76","0",,"0.3","22.56","1","1"
"2","2018-01-01T00:28:35.000","2018-01-01T01:15:37.000","N","1","181","50","1","7.43","32","0.5","0.5","2","0",,"0.3","35.3","1","1"
"2","2018-01-01T00:33:30.000","2018-01-01T01:03:47.000","N","1","145","166","1","6.76","25","0.5","0.5","5.26","0",,"0.3","31.56","1","1"
"2","2018-01-01T00:31:51.000","2018-01-01T00:46:13.000","N","1","7","83","1","3.39","13","0.5","0.5","0","0",,"0.3","14.3","2","1"
"1","2018-01-01T00:25:52.000","2018-01-01T00:32:59.000","N","1","255","256","2","1.00","6.5","0.5","0.5","1.55","0",,"0.3","9.35","1","1"
"1","2018-01-01T00:35:12.000","2018-01-01T00:42:56.000","N","1","256","80","3","1.20","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"1","2018-01-01T00:54:04.000","2018-01-01T00:57:51.000","N","1","80","256","2","0.60","4.5","0.5","0.5","1.7","0",,"0.3","7.5","1","1"
"2","2018-01-01T00:25:39.000","2018-01-01T00:32:58.000","N","1","41","42","1","1.34","7","0.5","0.5","1","0",,"0.3","9.3","1","1"
"2","2018-01-01T00:08:28.000","2018-01-01T00:34:14.000","N","1","255","188","3","5.38","20.5","0.5","0.5","6.54","0",,"0.3","28.34","1","1"
"2","2018-01-01T00:38:48.000","2018-01-01T00:46:56.000","N","1","188","85","3","1.16","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2018-01-01T00:43:36.000","2018-01-01T00:56:06.000","N","1","97","189","1","1.94","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2018-01-01T00:16:02.000","2018-01-01T00:25:44.000","N","1","41","24","1","1.39","8.5","0.5","0.5","2.94","0",,"0.3","12.74","1","1"
"2","2018-01-01T00:34:41.000","2018-01-01T00:42:46.000","N","1","41","152","1","1.07","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1"
"1","2018-01-01T00:23:24.000","2018-01-01T00:38:02.000","N","1","42","167","1","3.00","12.5","0.5","0.5","0","0",,"0.3","13.8","1","1"
"1","2018-01-01T00:47:00.000","2018-01-01T00:53:57.000","N","1","159","42","1","1.50","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"1","2018-01-01T00:56:34.000","2018-01-01T01:06:12.000","N","1","42","239","1","2.80","10.5","0.5","0.5","1","0",,"0.3","12.8","1","1"
"2","2018-01-01T00:58:10.000","2018-01-01T01:03:13.000","N","1","74","74","2","1.14","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2018-01-01T00:12:29.000","2018-01-01T00:14:50.000","N","1","41","24","1","0.41","3.5","0.5","0.5","0.96","0",,"0.3","7.71","1","1"
"2","2018-01-01T00:44:13.000","2018-01-01T01:08:54.000","N","1","75","113","1","5.11","19","0.5","0.5","0","0",,"0.3","20.3","2","1"
"1","2018-01-01T00:56:45.000","2018-01-01T01:14:30.000","N","1","97","4","1","4.20","16.5","0.5","0.5","1.78","0",,"0.3","19.58","1","1"
"2","2018-01-01T00:11:07.000","2018-01-01T00:15:50.000","N","1","40","33","1","0.94","5.5","0.5","0.5","2.04","0",,"0.3","8.84","1","1"
"2","2018-01-01T00:16:59.000","2018-01-01T00:19:46.000","N","1","33","33","1","0.62","4","0.5","0.5","0","0",,"0.3","5.3","2","1"
"2","2018-01-01T00:18:05.000","2018-01-01T00:37:03.000","N","1","181","67","1","5.86","20.5","0.5","0.5","4.36","0",,"0.3","26.16","1","1"
"2","2018-01-01T00:53:46.000","2018-01-01T01:02:57.000","N","1","181","89","1","2.22","9","0.5","0.5","2.06","0",,"0.3","14.31","1","1"
