"inspection_no","inspection_date","violations","warnings"
"1060623084240","2023-06-05T07:25:00.000","0","0"
"1060623121156","2023-06-05T07:15:00.000","0","0"
"1060523095417","2023-06-04T11:05:00.000","0","0"
"1060523094859","2023-06-04T10:45:00.000","0","0"
"1060523095334","2023-06-04T10:40:00.000","0","0"
"1060523094659","2023-06-04T10:25:00.000","0","0"
"1060523094940","2023-06-04T10:05:00.000","0","0"
"1060523095147","2023-06-04T09:55:00.000","0","0"
"1060523095020","2023-06-04T09:50:00.000","0","0"
"1060523094823","2023-06-04T09:35:00.000","0","0"
"1060523095243","2023-06-04T09:30:00.000","0","0"
"1060523093858","2023-06-04T09:15:00.000","0","0"
"1060523094743","2023-06-04T06:40:00.000","0","0"
"1060523095716","2023-06-02T19:25:00.000","0","0"
"1060523093444","2023-06-02T19:15:00.000","0","0"
"1060523095650","2023-06-02T19:05:00.000","0","0"
"1060523095510","2023-06-02T17:35:00.000","0","0"
"1060523095853","2023-06-02T17:35:00.000","0","0"
"1060523083403","2023-06-02T17:30:00.000","0","0"
"1060523093530","2023-06-02T17:30:00.000","0","0"
"1060523095818","2023-06-02T17:16:00.000","0","0"
"1060523095551","2023-06-02T17:15:00.000","0","0"
"1060523095621","2023-06-02T17:00:00.000","0","0"
"1060523093409","2023-06-02T16:55:00.000","0","0"
"1060523083036","2023-06-02T16:50:00.000","0","0"
"1060523093232","2023-06-02T16:35:00.000","0","0"
"1060623103347","2023-06-02T16:25:00.000","0","1"
"1060623103347","2023-06-02T16:25:00.000","0","1"
"1060523095446","2023-06-02T16:05:00.000","0","0"
"1060523092810","2023-06-02T15:55:00.000","0","0"
"1060523082950","2023-06-02T15:20:00.000","0","0"
"1060523082653","2023-06-02T10:30:00.000","0","0"
"1060523091324","2023-06-02T09:25:00.000","0","0"
"1060523082550","2023-06-02T09:00:00.000","0","0"
"1060523082243","2023-06-02T08:45:00.000","0","0"
"1060523083702","2023-06-02T08:36:00.000","0","0"
"1060523092938","2023-06-02T08:10:00.000","0","0"
"1060523082741","2023-06-02T08:05:00.000","0","0"
"1060523093057","2023-06-02T07:45:00.000","0","0"
"1060523082857","2023-06-02T07:15:00.000","0","0"
"1060523091917","2023-06-02T07:15:00.000","0","0"
"1060223090119","2023-06-01T18:55:00.000","0","0"
"1060223085939","2023-06-01T18:35:00.000","0","0"
"1060223090231","2023-06-01T18:30:00.000","0","0"
"1060223085405","2023-06-01T18:15:00.000","0","0"
"1060223085146","2023-06-01T18:05:00.000","0","0"
"1060223085553","2023-06-01T17:35:00.000","0","0"
"1060223090031","2023-06-01T17:25:00.000","0","0"
"1060223085516","2023-06-01T16:40:00.000","0","0"
"1060223085629","2023-06-01T16:00:00.000","0","0"
"1060223085236","2023-06-01T15:25:00.000","0","0"
"1060223085439","2023-06-01T15:15:00.000","0","0"
"1060223081302","2023-06-01T11:50:00.000","0","0"
"1060223085330","2023-06-01T11:05:00.000","0","0"
"1060223084724","2023-06-01T11:05:00.000","0","0"
"1060223080858","2023-06-01T11:05:00.000","0","0"
"1060223081630","2023-06-01T10:40:00.000","0","0"
"1060523092717","2023-06-01T10:05:00.000","0","0"
"1060223084939","2023-06-01T09:45:00.000","0","0"
"1060223085101","2023-06-01T09:40:00.000","0","0"
"1060223081353","2023-06-01T09:10:00.000","0","0"
"1060223085023","2023-06-01T08:30:00.000","0","0"
"1060223081051","2023-06-01T08:00:00.000","0","0"
"1060223090311","2023-06-01T08:00:00.000","0","0"
"1060223084820","2023-06-01T07:20:00.000","0","0"
"1060223090758","2023-06-01T07:15:00.000","0","0"
"1060223080954","2023-06-01T07:00:00.000","0","0"
"1060123122619","2023-05-31T19:45:00.000","0","0"
"1060123111940","2023-05-31T19:25:00.000","0","0"
"1060123111846","2023-05-31T19:10:00.000","0","0"
"1060123122238","2023-05-31T19:00:00.000","0","0"
"1060823121521","2023-05-31T18:50:00.000","0","0"
"1060123112131","2023-05-31T18:40:00.000","0","0"
"1060123102707","2023-05-31T18:15:00.000","0","0"
"1060123112209","2023-05-31T18:10:00.000","0","0"
"1060123112032","2023-05-31T17:50:00.000","0","0"
"1060123112754","2023-05-31T17:45:00.000","0","0"
"1060123111533","2023-05-31T17:40:00.000","0","0"
"1060123112248","2023-05-31T17:35:00.000","0","0"
"1060123122826","2023-05-31T17:20:00.000","0","0"
"1060123112335","2023-05-31T17:15:00.000","0","0"
"1060123122912","2023-05-31T16:50:00.000","0","0"
"1060123112902","2023-05-31T16:45:00.000","0","0"
"1060123122151","2023-05-31T15:30:00.000","0","0"
"1060123113116","2023-05-31T10:40:00.000","0","0"
"1060123114322","2023-05-31T09:50:00.000","0","0"
"1060123113020","2023-05-31T09:35:00.000","0","0"
"1060123112652","2023-05-31T09:10:00.000","0","0"
"1060123112615","2023-05-31T07:15:00.000","0","0"
"1060123114532","2023-05-30T22:15:00.000","0","0"
"1060123113613","2023-05-30T18:35:00.000","0","0"
"1060123113403","2023-05-30T17:45:00.000","0","0"
"1060123113449","2023-05-30T17:30:00.000","0","0"
"1060123113708","2023-05-30T17:10:00.000","0","0"
"1060123113749","2023-05-30T16:55:00.000","0","0"
"1060123113839","2023-05-30T16:35:00.000","0","0"
"1060123113921","2023-05-30T16:20:00.000","0","0"
"1060123114002","2023-05-30T16:05:00.000","0","0"
"1060123114041","2023-05-30T15:50:00.000","0","0"
"1060123113535","2023-05-30T15:45:00.000","0","0"
"1060123121946","2023-05-30T11:30:00.000","0","0"
"1060123113320","2023-05-30T11:15:00.000","0","0"
"1060123121808","2023-05-30T11:00:00.000","0","0"
"1060123105349","2023-05-30T10:55:00.000","0","0"
"1060123114439","2023-05-30T10:05:00.000","0","0"
"1060123114239","2023-05-30T09:30:00.000","0","0"
"1060123114202","2023-05-30T09:10:00.000","0","0"
"1060123112142","2023-05-30T08:45:00.000","0","0"
"1060123121854","2023-05-30T08:30:00.000","0","0"
"1060123114739","2023-05-30T08:15:00.000","0","0"
"1060123122034","2023-05-30T07:30:00.000","0","0"
"1060123113238","2023-05-30T07:30:00.000","0","0"
"1060123114119","2023-05-30T07:25:00.000","0","0"
"1060123114411","2023-05-27T10:40:00.000","0","0"
"1060123123000","2023-05-27T09:45:00.000","0","0"
"1060123115242","2023-05-27T08:20:00.000","0","1"
"1060123115341","2023-05-27T07:30:00.000","0","0"
"1060123121527","2023-05-26T19:11:00.000","0","0"
"1060123120426","2023-05-26T19:10:00.000","0","0"
"1060123121244","2023-05-26T18:30:00.000","0","0"
"1060123105258","2023-05-26T18:00:00.000","0","0"
"1060123121113","2023-05-26T17:45:00.000","0","0"
"1060123120640","2023-05-26T17:20:00.000","0","0"
"1060123121730","2023-05-26T15:16:00.000","0","0"
"1060123120942","2023-05-26T15:15:00.000","0","0"
"1060123122735","2023-05-26T10:50:00.000","0","0"
"1060123105027","2023-05-26T10:25:00.000","0","0"
"1060623103744","2023-05-26T09:45:00.000","0","1"
"1060623103744","2023-05-26T09:45:00.000","0","1"
"1052523114819","2023-05-26T09:40:00.000","0","0"
"1060123115924","2023-05-26T09:15:00.000","0","0"
"1060123115459","2023-05-26T09:00:00.000","0","0"
"1060123120145","2023-05-26T08:20:00.000","0","0"
"1060123102802","2023-05-26T08:15:00.000","0","0"
"1060123120327","2023-05-26T07:20:00.000","0","0"
"1060123115629","2023-05-26T07:10:00.000","0","0"
"1052623103414","2023-05-26T02:40:00.000","0","0"
"1052623104338","2023-05-26T02:10:00.000","0","0"
"1052623095535","2023-05-26T01:50:00.000","0","0"
"1052623095955","2023-05-26T01:35:00.000","0","0"
"1052623100045","2023-05-26T01:25:00.000","0","0"
"1052623100124","2023-05-26T01:00:00.000","0","0"
"1052623100222","2023-05-26T00:40:00.000","0","0"
"1052623100543","2023-05-26T00:05:00.000","0","0"
"1052623103457","2023-05-26T00:05:00.000","0","0"
"1052623103317","2023-05-25T23:45:00.000","0","0"
"1052523103935","2023-05-25T23:40:00.000","0","0"
"1052623100506","2023-05-25T23:30:00.000","0","0"
"1052623104253","2023-05-25T23:10:00.000","0","0"
"1052623102317","2023-05-25T19:35:00.000","0","0"
"1052623102236","2023-05-25T19:20:00.000","0","0"
"1052623102009","2023-05-25T19:15:00.000","0","0"
"1052623102157","2023-05-25T19:01:00.000","0","0"
"1052623101927","2023-05-25T19:00:00.000","0","0"
"1052623101840","2023-05-25T18:45:00.000","0","0"
"1052623102039","2023-05-25T18:35:00.000","0","0"
"1052623101444","2023-05-25T18:30:00.000","0","0"
"1052623101407","2023-05-25T17:45:00.000","0","0"
"1052623101214","2023-05-25T17:30:00.000","0","0"
"1052623104111","2023-05-25T16:20:00.000","0","0"
"1052623104159","2023-05-25T15:50:00.000","0","0"
"1052623102748","2023-05-25T09:45:00.000","0","0"
"1052623103030","2023-05-25T09:30:00.000","0","0"
"1052623104425","2023-05-25T09:10:00.000","0","0"
"1052623102942","2023-05-25T09:05:00.000","0","0"
"1052623102826","2023-05-25T08:50:00.000","0","0"
"1052623102456","2023-05-25T08:45:00.000","0","0"
"1052623103830","2023-05-25T08:10:00.000","0","0"
"1052623103910","2023-05-25T08:10:00.000","0","0"
"1052623104825","2023-05-25T08:00:00.000","0","0"
"1052623102421","2023-05-25T07:40:00.000","0","0"
"1052623104026","2023-05-25T07:35:00.000","0","0"
"1052623102344","2023-05-25T07:20:00.000","0","0"
"1052523064235","2023-05-25T03:30:00.000","0","0"
"1052523064355","2023-05-25T02:45:00.000","0","0"
"1052523102630","2023-05-25T01:50:00.000","0","0"
"1052523064143","2023-05-25T01:00:00.000","0","0"
"1052523102308","2023-05-25T00:50:00.000","0","0"
"1052523072714","2023-05-24T23:30:00.000","0","0"
"1052623060547","2023-05-24T23:20:00.000","0","0"
"1052523104127","2023-05-24T17:50:00.000","0","0"
"1052523071750","2023-05-24T17:50:00.000","0","0"
"1052523104415","2023-05-24T17:43:00.000","0","0"
"1052523104033","2023-05-24T16:35:00.000","0","0"
"1052523104218","2023-05-24T16:00:00.000","0","0"
"1052523071055","2023-05-24T15:55:00.000","0","0"
"1052523104308","2023-05-24T15:30:00.000","0","0"
"1052523071943","2023-05-24T15:15:00.000","0","0"
"1060123113259","2023-05-24T10:05:00.000","0","0"
"1052523103751","2023-05-24T09:45:00.000","0","0"
"1052523103709","2023-05-24T09:20:00.000","0","0"
"1052523103621","2023-05-24T09:00:00.000","0","0"
"1052523103306","2023-05-24T08:20:00.000","0","0"
"1052523072145","2023-05-24T07:50:00.000","0","0"
"1052523103222","2023-05-24T07:40:00.000","0","0"
"1052523103138","2023-05-24T07:15:00.000","0","0"
"1052523072529","2023-05-24T06:50:00.000","0","0"
"1052423113316","2023-05-24T03:30:00.000","0","0"
"1052423095831","2023-05-24T03:10:00.000","0","0"
"1052423113341","2023-05-24T01:35:00.000","0","0"
"1052423113127","2023-05-24T01:15:00.000","0","0"
"1052423113054","2023-05-24T00:50:00.000","0","0"
"1052423110422","2023-05-24T00:30:00.000","0","0"
"1052423110454","2023-05-24T00:15:00.000","0","0"
"1052423110331","2023-05-24T00:00:00.000","0","0"
"1052523090819","2023-05-23T23:55:00.000","0","0"
"1052423132530","2023-05-23T15:45:00.000","0","0"
"1052423132452","2023-05-23T15:00:00.000","0","0"
"1052423113827","2023-05-23T10:00:00.000","0","0"
"1052523073021","2023-05-23T02:05:00.000","0","0"
"1052523081417","2023-05-23T01:25:00.000","0","0"
"1052523091049","2023-05-23T00:40:00.000","0","0"
"1052623071526","2023-05-22T23:45:00.000","0","0"
"1052623073349","2023-05-22T23:35:00.000","0","0"
"1052423133340","2023-05-22T22:25:00.000","0","0"
"1052423133132","2023-05-22T22:05:00.000","0","0"
"1052423132847","2023-05-22T20:01:00.000","0","0"
"1052423132608","2023-05-22T20:00:00.000","0","0"
"1052423132650","2023-05-22T19:30:00.000","0","0"
"1052523104611","2023-05-22T18:30:00.000","0","0"
"1052523104700","2023-05-22T17:10:00.000","0","0"
"1052523104525","2023-05-22T16:05:00.000","0","0"
"1052523104757","2023-05-22T14:45:00.000","0","0"
"1052523105035","2023-05-22T11:20:00.000","0","0"
"1052423133459","2023-05-22T11:05:00.000","0","0"
"1052423133418","2023-05-22T10:45:00.000","0","0"
"1052523105120","2023-05-22T10:30:00.000","0","0"
"1052423133102","2023-05-22T09:45:00.000","0","0"
"1052423132944","2023-05-22T08:20:00.000","0","0"
"1052523092251","2023-05-22T00:00:00.000","0","0"
"1052223092814","2023-05-21T10:50:00.000","0","0"
"1052223092314","2023-05-21T10:35:00.000","0","0"
"1052223092847","2023-05-21T10:30:00.000","0","0"
"1052223092233","2023-05-21T10:15:00.000","0","0"
"1052223093556","2023-05-21T10:00:00.000","0","0"
"1052223084921","2023-05-21T09:55:00.000","0","0"
"1052223092353","2023-05-21T09:45:00.000","0","0"
"1052223084533","2023-05-21T09:10:00.000","0","0"
"1052423133726","2023-05-20T22:45:00.000","0","0"
"1052423133532","2023-05-20T22:25:00.000","0","0"
"1052423133611","2023-05-20T11:55:00.000","0","0"
"1052423133811","2023-05-20T11:05:00.000","0","0"
"1052523095444","2023-05-20T09:50:00.000","0","0"
"1052523105218","2023-05-20T09:20:00.000","0","0"
"1052523093442","2023-05-20T07:35:00.000","0","0"
"1052423133659","2023-05-20T07:15:00.000","0","0"
"1052523103828","2023-05-19T23:20:00.000","0","0"
"1052623074204","2023-05-19T18:00:00.000","0","0"
"1052523112531","2023-05-19T17:50:00.000","0","0"
"1052623074305","2023-05-19T17:45:00.000","0","0"
"1052623073800","2023-05-19T17:15:00.000","0","0"
"1052623073906","2023-05-19T16:55:00.000","0","0"
"1052623074110","2023-05-19T16:20:00.000","0","0"
"1052623073954","2023-05-19T15:10:00.000","0","0"
"1052523105105","2023-05-19T14:45:00.000","0","0"
"1052223114932","2023-05-19T11:35:00.000","0","0"
"1052223111015","2023-05-19T11:15:00.000","0","0"
"1052623074718","2023-05-19T11:00:00.000","0","0"
"1052623074416","2023-05-19T10:35:00.000","0","0"
"1052623074631","2023-05-19T09:40:00.000","0","0"
"1052223105906","2023-05-19T09:35:00.000","0","0"
"1052223105031","2023-05-19T08:55:00.000","0","0"
"1052223104840","2023-05-19T08:30:00.000","0","0"
"1052223104721","2023-05-19T07:50:00.000","0","0"
"1052223104506","2023-05-19T07:30:00.000","0","0"
"1052623074514","2023-05-19T07:15:00.000","0","0"
"1052523104324","2023-05-19T03:05:00.000","0","1"
"1052523104324","2023-05-19T03:05:00.000","0","1"
"1052623074828","2023-05-19T01:50:00.000","0","0"
"1052523103417","2023-05-19T01:10:00.000","0","0"
"1052523104544","2023-05-18T18:05:00.000","0","0"
"1052623075003","2023-05-18T17:30:00.000","0","0"
"1052523104501","2023-05-18T16:35:00.000","0","0"
"1052523104420","2023-05-18T15:55:00.000","0","0"
"1052623074918","2023-05-18T15:15:00.000","0","0"
"1052523111703","2023-05-18T11:15:00.000","0","0"
"1052223115002","2023-05-18T10:40:00.000","0","0"
"1052623075152","2023-05-18T10:15:00.000","0","0"
"1052223115340","2023-05-18T10:15:00.000","0","0"
"1052223115035","2023-05-18T10:05:00.000","0","0"
"1052223115910","2023-05-18T09:55:00.000","0","0"
"1052223115408","2023-05-18T09:40:00.000","0","0"
"1052223115259","2023-05-18T08:50:00.000","0","0"
"1052223115626","2023-05-18T08:15:00.000","0","0"
"1052223115658","2023-05-18T07:55:00.000","0","0"
"1052223115838","2023-05-18T07:30:00.000","0","0"
"1052623075105","2023-05-18T07:25:00.000","0","0"
"1052223115725","2023-05-18T07:05:00.000","0","0"
"1052223120137","2023-05-18T02:50:00.000","0","0"
"1051823094126","2023-05-18T02:45:00.000","0","0"
"1052223120056","2023-05-18T02:25:00.000","0","0"
"1052623075253","2023-05-18T01:35:00.000","0","0"
"1052223120027","2023-05-18T01:10:00.000","0","0"
"1052223115950","2023-05-18T00:40:00.000","0","0"
"1051823093920","2023-05-18T00:10:00.000","0","0"
"1052623075343","2023-05-18T00:00:00.000","0","0"
"1052223120216","2023-05-17T19:00:00.000","0","0"
"1052223120407","2023-05-17T18:25:00.000","0","0"
"1052223120331","2023-05-17T16:15:00.000","0","0"
"1052223120250","2023-05-17T15:25:00.000","0","0"
"1052223125733","2023-05-17T10:40:00.000","0","0"
"1052623080034","2023-05-17T10:00:00.000","0","0"
"1052623075844","2023-05-17T09:55:00.000","0","0"
"1052223125946","2023-05-17T09:00:00.000","0","0"
"1052623075754","2023-05-17T08:50:00.000","0","0"
"1052523112638","2023-05-17T08:30:00.000","0","0"
"1052623075943","2023-05-17T08:05:00.000","0","0"
"1052223130740","2023-05-17T08:05:00.000","0","0"
"1052623075647","2023-05-17T07:25:00.000","0","0"
"1052623080131","2023-05-17T07:15:00.000","0","0"
"1052223122547","2023-05-17T03:05:00.000","0","0"
"1052223125553","2023-05-17T02:25:00.000","0","0"
"1052323071923","2023-05-17T02:05:00.000","0","0"
"1052323071703","2023-05-17T01:10:00.000","0","0"
"1052223124142","2023-05-17T00:50:00.000","0","0"
"1052223124302","2023-05-17T00:35:00.000","0","0"
"1052323071613","2023-05-16T23:45:00.000","0","0"
"1052223124226","2023-05-16T23:25:00.000","0","0"
"1051823094955","2023-05-16T23:10:00.000","0","0"
"1052323072005","2023-05-16T19:35:00.000","0","0"
"1051823095200","2023-05-16T16:15:00.000","0","0"
"1052523111942","2023-05-16T15:20:00.000","0","0"
"1052523111810","2023-05-16T14:50:00.000","0","0"
"1052223115518","2023-05-16T11:30:00.000","0","0"
"1052523112735","2023-05-16T11:25:00.000","0","0"
"1052523114953","2023-05-16T11:20:00.000","0","0"
"1052523112827","2023-05-16T11:00:00.000","0","0"
"1052523115047","2023-05-16T10:55:00.000","0","0"
"1052523114330","2023-05-16T10:50:00.000","0","0"
"1052523114907","2023-05-16T10:35:00.000","0","0"
"1052223120604","2023-05-16T09:40:00.000","0","0"
"1052523114727","2023-05-16T08:55:00.000","0","0"
"1051623201155","2023-05-16T08:35:00.000","0","0"
"1052523114633","2023-05-16T08:25:00.000","0","0"
"1052223120220","2023-05-16T08:20:00.000","0","0"
"1052523114550","2023-05-16T07:55:00.000","0","0"
"1052223125344","2023-05-16T07:30:00.000","0","0"
"1052523114502","2023-05-16T07:25:00.000","0","0"
"1052223115715","2023-05-16T07:15:00.000","0","0"
"1052323072038","2023-05-16T03:00:00.000","0","0"
"1052323072635","2023-05-16T02:30:00.000","0","0"
"1051823104214","2023-05-16T02:10:00.000","0","0"
"1052323072550","2023-05-16T02:05:00.000","0","0"
"1052323072517","2023-05-16T01:50:00.000","0","0"
"1052223115335","2023-05-16T01:40:00.000","0","0"
"1052323072407","2023-05-16T00:55:00.000","0","0"
"1052323072443","2023-05-16T00:35:00.000","0","0"
"1051823095903","2023-05-16T00:00:00.000","0","0"
"1051823104407","2023-05-15T23:25:00.000","0","0"
"1052323110313","2023-05-15T19:25:00.000","0","0"
"1052323110432","2023-05-15T19:05:00.000","0","0"
"1052323110235","2023-05-15T18:46:00.000","0","0"
"1052323103224","2023-05-15T18:45:00.000","0","0"
"1052323103413","2023-05-15T18:30:00.000","0","0"
"1052323110715","2023-05-15T18:25:00.000","0","0"
"1052323110400","2023-05-15T18:10:00.000","0","0"
"1052323103317","2023-05-15T17:35:00.000","0","0"
"1052323103512","2023-05-15T17:15:00.000","0","0"
"1052323110902","2023-05-15T15:56:00.000","0","0"
"1052323102219","2023-05-15T15:55:00.000","0","1"
"1052323102219","2023-05-15T15:55:00.000","0","1"
"1052323102257","2023-05-15T15:40:00.000","0","0"
"1052323103916","2023-05-15T15:00:00.000","0","0"
"1052223112631","2023-05-15T11:10:00.000","0","0"
"1051823104742","2023-05-15T10:35:00.000","0","0"
"1052223112428","2023-05-15T10:15:00.000","0","0"
"1052223114456","2023-05-15T09:55:00.000","0","0"
"1051823104911","2023-05-15T09:47:00.000","0","0"
"1052223113135","2023-05-15T09:05:00.000","0","0"
"1052223113939","2023-05-15T08:45:00.000","0","0"
"1052223113728","2023-05-15T08:25:00.000","0","0"
"1052223112215","2023-05-15T08:05:00.000","0","0"
"1052223113350","2023-05-15T07:35:00.000","0","0"
"1052223112031","2023-05-15T07:15:00.000","0","0"
"1052323112132","2023-05-15T03:30:00.000","0","0"
"1052323112020","2023-05-15T02:50:00.000","0","0"
"1052323111149","2023-05-15T02:35:00.000","0","0"
"1052323110933","2023-05-15T02:25:00.000","0","0"
"1051923104103","2023-05-15T01:50:00.000","0","0"
"1051823105055","2023-05-15T01:20:00.000","0","0"
"1051923104156","2023-05-15T00:50:00.000","0","0"
"1051823105247","2023-05-15T00:20:00.000","0","0"
"1052323111230","2023-05-15T00:11:00.000","0","0"
"1052323111936","2023-05-14T23:20:00.000","0","0"
"1052223111856","2023-05-13T09:35:00.000","0","0"
"1052223111629","2023-05-13T08:55:00.000","0","0"
"1051823111959","2023-05-13T07:45:00.000","0","0"
"1051823111850","2023-05-13T06:45:00.000","0","0"
"1051323033409","2023-05-12T18:50:00.000","0","0"
"1051323034835","2023-05-12T18:25:00.000","0","0"
"1051323033206","2023-05-12T18:10:00.000","0","0"
"1051323034733","2023-05-12T17:40:00.000","0","0"
"1051323033315","2023-05-12T17:30:00.000","0","0"
"1051323033637","2023-05-12T16:25:00.000","0","0"
"1051823112108","2023-05-12T15:50:00.000","0","0"
"1051323033517","2023-05-12T15:45:00.000","0","0"
"1052323112612","2023-05-12T11:25:00.000","0","0"
"1051623200026","2023-05-12T11:20:00.000","0","0"
"1051623195622","2023-05-12T11:15:00.000","0","0"
"1052323112547","2023-05-12T11:10:00.000","0","0"
"1052323112222","2023-05-12T10:50:00.000","0","0"
"1051623195855","2023-05-12T10:20:00.000","0","0"
"1052323112311","2023-05-12T10:05:00.000","0","0"
"1052323112420","2023-05-12T09:45:00.000","0","0"
"1051823112524","2023-05-12T09:40:00.000","0","0"
"1052323112455","2023-05-12T09:25:00.000","0","0"
"1051623195716","2023-05-12T09:25:00.000","0","0"
"1052323112518","2023-05-12T09:00:00.000","0","0"
"1051623195803","2023-05-12T07:30:00.000","0","0"
"1051623195941","2023-05-12T07:30:00.000","0","0"
"1052323113147","2023-05-12T01:50:00.000","0","0"
"1052323113224","2023-05-12T01:30:00.000","0","0"
"1052323113110","2023-05-12T00:00:00.000","0","0"
"1052323112734","2023-05-11T23:00:00.000","0","0"
"1052323112658","2023-05-11T22:40:00.000","0","0"
"1052523132019","2023-05-11T20:45:00.000","0","0"
"1051223124416","2023-05-11T18:00:00.000","0","0"
"1051823115141","2023-05-11T17:35:00.000","0","0"
"1051223124548","2023-05-11T16:45:00.000","0","0"
"1051823114345","2023-05-11T15:55:00.000","0","0"
"1051223122351","2023-05-11T15:20:00.000","0","0"
"1051223124704","2023-05-11T15:15:00.000","0","0"
"1051223125152","2023-05-11T10:55:00.000","0","0"
"1051623201050","2023-05-11T10:20:00.000","0","0"
"1051623200119","2023-05-11T10:05:00.000","0","0"
"1051223125033","2023-05-11T09:20:00.000","0","0"
"1052523115236","2023-05-11T08:25:00.000","0","0"
"1051623200210","2023-05-11T08:15:00.000","0","0"
"1052523131940","2023-05-11T08:05:00.000","0","0"
"1052223111417","2023-05-11T07:20:00.000","0","0"
"1051223124923","2023-05-11T07:20:00.000","0","0"
"1051623200309","2023-05-11T07:15:00.000","0","0"
"1052323114343","2023-05-11T04:00:00.000","0","0"
"1052323114413","2023-05-11T03:40:00.000","0","0"
"1052323114536","2023-05-11T03:25:00.000","0","0"
"1052323114504","2023-05-11T03:10:00.000","0","0"
"1052323114309","2023-05-11T02:55:00.000","0","0"
"1052323114714","2023-05-11T02:20:00.000","0","0"
"1052323114228","2023-05-11T02:20:00.000","0","0"
"1052323114747","2023-05-11T02:00:00.000","0","0"
"1052323114148","2023-05-11T01:55:00.000","0","0"
"1052323114823","2023-05-11T01:40:00.000","0","0"
"1052323113632","2023-05-11T01:40:00.000","0","0"
"1052323113407","2023-05-11T00:30:00.000","0","0"
"1052323113311","2023-05-11T00:00:00.000","0","0"
"1052323113437","2023-05-10T23:40:00.000","0","0"
"1052223124724","2023-05-10T23:10:00.000","0","1"
"1052223124724","2023-05-10T23:10:00.000","0","1"
"1052323115125","2023-05-10T18:50:00.000","0","0"
"1052323115200","2023-05-10T18:40:00.000","0","0"
"1052323114909","2023-05-10T18:20:00.000","0","0"
"1052323071343","2023-05-10T17:40:00.000","0","0"
"1051923103916","2023-05-10T17:35:00.000","0","0"
"1052323071147","2023-05-10T17:20:00.000","0","0"
"1051923104546","2023-05-10T17:00:00.000","0","0"
"1052323114943","2023-05-10T16:45:00.000","0","0"
"1051923104002","2023-05-10T16:30:00.000","0","0"
"1052323115048","2023-05-10T16:25:00.000","0","0"
"1051623193404","2023-05-10T11:20:00.000","0","0"
"1052423113907","2023-05-10T11:15:00.000","0","0"
"1052323115305","2023-05-10T10:55:00.000","0","0"
"1051623193520","2023-05-10T10:40:00.000","0","0"
"1051623194301","2023-05-10T10:35:00.000","0","0"
"1051623193609","2023-05-10T09:30:00.000","0","0"
"1051623194403","2023-05-10T09:10:00.000","0","0"
"1052323115237","2023-05-10T08:05:00.000","0","0"
"1051623194559","2023-05-10T07:50:00.000","0","0"
"1051623194203","2023-05-10T07:45:00.000","0","0"
"1052523112927","2023-05-10T07:20:00.000","0","0"
"1052523113031","2023-05-10T07:10:00.000","0","0"
"1052523104707","2023-05-10T00:40:00.000","0","0"
"1051023113640","2023-05-10T00:10:00.000","0","0"
"1052523104758","2023-05-10T00:00:00.000","0","0"
"1051023113555","2023-05-09T23:55:00.000","0","0"
"1052523110244","2023-05-09T23:40:00.000","0","0"
"1051023113145","2023-05-09T23:40:00.000","0","0"
"1052523113136","2023-05-09T23:30:00.000","0","0"
"1051023112830","2023-05-09T23:25:00.000","0","0"
"1051023113113","2023-05-09T23:10:00.000","0","0"
"1052523105011","2023-05-09T22:50:00.000","0","0"
"1051023114037","2023-05-09T19:10:00.000","0","0"
"1051023113758","2023-05-09T18:55:00.000","0","0"
"1051023113723","2023-05-09T18:35:00.000","0","0"
"1051023124433","2023-05-09T18:30:00.000","0","0"
