"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","ratecodeid","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","total_amount","pickup_location","dropoff_location"
"VTS","2009-02-01T17:52:00.000","2009-02-01T18:08:00.000","2","7.8700000000000001","-73.954282000000006","40.781081999999998",,,"-74.012248","40.704476999999997","CASH","18.899999999999999","0",,"0","0","18.899999999999999","POINT (-73.954282 40.781082)","POINT (-74.012248 40.704477)"
"CMT","2009-04-01T17:54:50.000","2009-04-01T18:39:41.000","1","7","-73.985726","40.759005999999999",,"0","-73.941945000000004","40.717666999999999","Cash","27.100000000000001","0",,"0","0","27.100000000000001","POINT (-73.985726 40.759006)","POINT (-73.941945 40.717667)"
"VTS","2009-05-27T00:38:00.000","2009-05-27T00:42:00.000","5","1.02","-74.008803","40.713437999999996",,,"-74.013987","40.703946999999999","CASH","4.5","0.5",,"0","0","5","POINT (-74.008803 40.713438)","POINT (-74.013987 40.703947)"
"CMT","2009-10-15T10:28:54.000","2009-10-15T10:52:03.000","1","6","-73.963865999999996","40.768273999999998",,"0","-74.003422999999998","40.710886000000002","Credit","18.5","0",,"2.5","0","21","POINT (-73.963866 40.768274)","POINT (-74.003423 40.710886)"
"VTS","2009-06-20T05:24:00.000","2009-06-20T05:56:00.000","5","10.699999999999999","-73.991427999999999","40.750908000000003",,,"-73.907212000000001","40.661181999999997","CASH","28.100000000000001","0.5",,"0","0","28.600000000000001","POINT (-73.991428 40.750908)","POINT (-73.907212 40.661182)"
"VTS","2009-04-15T07:42:00.000","2009-04-15T07:49:00.000","1","1.26","-73.954605000000001","40.773237000000002",,,"-73.968346999999994","40.764617999999999","CASH","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-73.954605 40.773237)","POINT (-73.968347 40.764618)"
"CMT","2009-01-17T14:57:28.000","2009-01-17T15:01:41.000","1","0.40000000000000002","-73.982009000000005","40.774940999999998",,,"-73.989407","40.776510999999999","Cash","4.0999999999999996","0",,"0","0","4.0999999999999996","POINT (-73.982009 40.774941)","POINT (-73.989407 40.776511)"
"CMT","2009-03-15T13:48:25.000","2009-03-15T14:22:52.000","2","17.699999999999999","-73.984598000000005","40.761946999999999",,"0","-73.782365999999996","40.644190000000002","Cash","45","0",,"0","0","45","POINT (-73.984598 40.761947)","POINT (-73.782366 40.64419)"
"CMT","2009-01-30T14:22:23.000","2009-01-30T14:34:55.000","2","1.3","-73.984280999999996","40.768369",,,"-73.992305999999999","40.753971","Cash","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.984281 40.768369)","POINT (-73.992306 40.753971)"
"CMT","2009-10-09T00:18:44.000","2009-10-09T00:28:30.000","4","1.8","-73.988090999999997","40.744351000000002",,"0","-73.989521999999994","40.72616","Cash","7.7000000000000002","0",,"0","0","7.7000000000000002","POINT (-73.988091 40.744351)","POINT (-73.989522 40.72616)"
"CMT","2009-08-05T19:57:34.000","2009-08-05T20:06:07.000","1","1","-74.002341999999999","40.733215999999999",,"0","-73.994063999999995","40.743454999999997","Cash","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-74.002342 40.733216)","POINT (-73.994064 40.743455)"
"CMT","2009-03-01T08:02:43.000","2009-03-01T08:12:23.000","1","2.8999999999999999","-74.004369999999994","40.721820000000001",,"0","-73.988575999999995","40.693590999999998","Cash","9.6999999999999993","0",,"0","0","9.6999999999999993","POINT (-74.00437 40.72182)","POINT (-73.988576 40.693591)"
"CMT","2009-10-03T10:53:08.000","2009-10-03T10:56:06.000","3","0.69999999999999996","-73.995795000000001","40.743901000000001",,"0","-74.001818","40.735278000000001","Cash","4.0999999999999996","0",,"0","0","4.0999999999999996","POINT (-73.995795 40.743901)","POINT (-74.001818 40.735278)"
"VTS","2009-07-07T22:32:00.000","2009-07-07T22:52:00.000","1","6.1600000000000001","-73.993452000000005","40.724533000000001",,,"-73.980007999999998","40.789827000000002","CASH","17.300000000000001","0.5",,"0","0","17.800000000000001","POINT (-73.993452 40.724533)","POINT (-73.980008 40.789827)"
"VTS","2009-12-09T23:57:00.000","2009-12-09T23:59:00.000","2","0.92000000000000004","-73.965232999999998","40.755040000000001",,,"-73.956958","40.766705000000002","Credit","4.0999999999999996","0.5","0.5","1","0","6.0999999999999996","POINT (-73.965233 40.75504)","POINT (-73.956958 40.766705)"
"VTS","2009-10-21T13:28:00.000","2009-10-21T13:37:00.000","2","0.75","-73.974571999999995","40.762737000000001",,,"-73.986189999999993","40.756614999999996","CASH","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-73.974572 40.762737)","POINT (-73.98619 40.756615)"
"DDS","2009-11-10T17:34:56.000","2009-11-10T17:38:57.000","2","0.90000000000000002","-73.955482000000003","40.785429999999998",,,"-73.961949000000004","40.776479000000002","CASH","4.9000000000000004","1.5",,"0","0","6.4000000000000004","POINT (-73.955482 40.78543)","POINT (-73.961949 40.776479)"
"VTS","2009-09-01T00:34:00.000","2009-09-01T01:04:00.000","1","12.59","-73.991242999999997","40.755853000000002",,,"-73.983857","40.615267000000003","CASH","30.100000000000001","0.5",,"0","0","30.600000000000001","POINT (-73.991243 40.755853)","POINT (-73.983857 40.615267)"
"CMT","2009-02-12T16:49:47.000","2009-02-12T17:00:21.000","1","2.3999999999999999","-73.992417000000003","40.748748999999997",,"1","-74.009653","40.718673000000003","No Charge","9.5","0",,"0","0","9.5","POINT (-73.992417 40.748749)","POINT (-74.009653 40.718673)"
"VTS","2009-08-04T16:01:00.000","2009-08-04T16:07:00.000","5","1.0800000000000001","-73.989447999999996","40.752716999999997",,,"-73.984808000000001","40.760537999999997","CASH","5.7000000000000002","1",,"0","0","6.7000000000000002","POINT (-73.989448 40.752717)","POINT (-73.984808 40.760538)"
"VTS","2009-10-18T12:00:00.000","2009-10-18T12:05:00.000","1","2.04","-73.971827000000005","40.746237000000001",,,"-73.957352","40.770404999999997","Credit","6.5","0",,"1.5","0","8","POINT (-73.971827 40.746237)","POINT (-73.957352 40.770405)"
"CMT","2009-12-11T14:31:11.000","2009-12-11T14:41:45.000","1","1.7","-73.956046999999998","40.767688",,"0","-73.953007999999997","40.786956000000004","Credit","8.0999999999999996","0","0.5","1.72","0","10.32","POINT (-73.956047 40.767688)","POINT (-73.953008 40.786956)"
"VTS","2009-06-18T20:31:00.000","2009-06-18T20:48:00.000","1","3.4500000000000002","-73.964523","40.756298000000001",,,"-73.948215000000005","40.796433","Credit","11.699999999999999","0.5",,"1","0","13.199999999999999","POINT (-73.964523 40.756298)","POINT (-73.948215 40.796433)"
"CMT","2009-03-12T08:57:37.000","2009-03-12T09:12:40.000","1","2.5","-73.986842999999993","40.766435000000001",,"0","-73.991534999999999","40.738841999999998","Cash","10.1","0",,"0","0","10.1","POINT (-73.986843 40.766435)","POINT (-73.991535 40.738842)"
"VTS","2009-05-12T09:01:00.000","2009-05-12T09:19:00.000","1","4.5599999999999996","-73.972553000000005","40.753315000000001",,,"-74.007672999999997","40.728768000000002","Credit","14.1","0",,"3","0","17.100000000000001","POINT (-73.972553 40.753315)","POINT (-74.007673 40.728768)"
"VTS","2009-08-22T21:30:00.000","2009-08-22T21:44:00.000","1","3.1099999999999999","-73.948899999999995","40.777613000000002",,,"-73.981189999999998","40.755122999999998","CASH","10.9","0.5",,"0","0","11.4","POINT (-73.9489 40.777613)","POINT (-73.98119 40.755123)"
"VTS","2009-04-24T11:55:00.000","2009-04-24T12:08:00.000","1","0.73999999999999999","-73.999987000000004","40.738278000000001",,,"-74.008174999999994","40.731892999999999","CASH","4.5","0",,"0","0","4.5","POINT (-73.999987 40.738278)","POINT (-74.008175 40.731893)"
"CMT","2009-06-15T17:35:34.000","2009-06-15T17:43:51.000","1","0.90000000000000002","-74.008686999999995","40.732332999999997",,"0","-73.998577999999995","40.726951","Cash","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-74.008687 40.732333)","POINT (-73.998578 40.726951)"
"VTS","2009-03-30T03:21:00.000","2009-03-30T03:36:00.000","5","7.1500000000000004","-74.009354999999999","40.712676999999999",,,"-73.954997000000006","40.769143","Credit","18.100000000000001","0.5",,"3.7200000000000002","0","22.32","POINT (-74.009355 40.712677)","POINT (-73.954997 40.769143)"
"VTS","2009-06-28T19:27:00.000","2009-06-28T19:40:00.000","1","1.4199999999999999","-73.990449999999996","40.761676999999999",,,"-74.003456999999997","40.743302999999997","CASH","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.99045 40.761677)","POINT (-74.003457 40.743303)"
"VTS","2009-02-28T10:48:00.000","2009-02-28T10:55:00.000","1","0.82999999999999996","-73.970988000000006","40.748068000000004",,,"-73.977692000000005","40.755772999999998","CASH","5.2999999999999998","0",,"0","0","5.2999999999999998","POINT (-73.970988 40.748068)","POINT (-73.977692 40.755773)"
"VTS","2009-09-24T02:48:00.000","2009-09-24T02:53:00.000","1","1.79","-73.977608000000004","40.784077000000003",,,"-73.989990000000006","40.764785000000003","CASH","6.0999999999999996","0.5",,"0","0","6.5999999999999996","POINT (-73.977608 40.784077)","POINT (-73.98999 40.764785)"
"VTS","2009-12-08T21:05:00.000","2009-12-08T21:19:00.000","1","4.8099999999999996","-74.015298000000001","40.714672",,,"-73.982342000000003","40.773195000000001","Credit","13.300000000000001","0.5","0.5","2.5","0","16.800000000000001","POINT (-74.015298 40.714672)","POINT (-73.982342 40.773195)"
"VTS","2009-10-14T21:48:00.000","2009-10-14T21:55:00.000","5","0.92000000000000004","-73.987705000000005","40.728408000000002",,,"-73.996913000000006","40.720512999999997","Credit","5.2999999999999998","0.5",,"4","0","9.8000000000000007","POINT (-73.987705 40.728408)","POINT (-73.996913 40.720513)"
"CMT","2009-08-25T07:05:26.000","2009-08-25T07:13:25.000","1","2.1000000000000001","-73.961305999999993","40.756447000000001",,"0","-73.985173000000003","40.741396000000002","Cash","7.2999999999999998","0",,"0","0","7.2999999999999998","POINT (-73.961306 40.756447)","POINT (-73.985173 40.741396)"
"CMT","2009-07-17T23:53:28.000","2009-07-17T23:58:33.000","1","1.1000000000000001","-73.993414999999999","40.682271999999998",,"0","-73.993962999999994","40.694704000000002","Cash","5.2999999999999998","0",,"0","0","5.2999999999999998","POINT (-73.993415 40.682272)","POINT (-73.993963 40.694704)"
"VTS","2009-01-29T08:30:00.000","2009-01-29T08:50:00.000","2","3.04","-73.992964999999998","40.743827000000003",,,"-73.996262000000002","40.768217","CASH","13.699999999999999","0",,"0","0","13.699999999999999","POINT (-73.992965 40.743827)","POINT (-73.996262 40.768217)"
"CMT","2009-02-16T12:32:57.000","2009-02-16T12:39:06.000","1","1.7","-73.979029999999995","40.736744000000002",,"0","-73.974992","40.755782000000004","Credit","6.5","0",,"2","0","8.5","POINT (-73.97903 40.736744)","POINT (-73.974992 40.755782)"
"VTS","2009-02-04T07:54:00.000","2009-02-04T08:15:00.000","1","4.0599999999999996","-74.000096999999997","40.734848",,,"-73.963988000000001","40.778717999999998","CASH","14.1","0",,"0","0","14.1","POINT (-74.000097 40.734848)","POINT (-73.963988 40.778718)"
"CMT","2009-06-07T13:33:44.000","2009-06-07T13:38:51.000","1","0.90000000000000002","-73.991761999999994","40.750203999999997",,"0","-73.987787999999995","40.740738999999998","Cash","4.9000000000000004","0",,"0","0","4.9000000000000004","POINT (-73.991762 40.750204)","POINT (-73.987788 40.740739)"
"CMT","2009-01-20T06:45:24.000","2009-01-20T06:55:05.000","1","3.2999999999999998","-73.997103999999993","40.722465",,,"-73.974523000000005","40.763527000000003","No Charge","9.6999999999999993","0",,"0","0","9.6999999999999993","POINT (-73.997104 40.722465)","POINT (-73.974523 40.763527)"
"CMT","2009-08-27T15:08:54.000","2009-08-27T15:15:26.000","1","1.3999999999999999","-73.981644000000003","40.743827000000003",,"0","-73.995020999999994","40.729599999999998","Cash","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-73.981644 40.743827)","POINT (-73.995021 40.7296)"
"VTS","2009-06-26T23:56:00.000","2009-06-27T00:25:00.000","1","17.609999999999999","-73.788728000000006","40.642507000000002",,,"-73.991512","40.750273","CASH","45","0",,"0","4.1500000000000004","49.149999999999999","POINT (-73.788728 40.642507)","POINT (-73.991512 40.750273)"
"VTS","2009-02-19T01:12:00.000","2009-02-19T01:23:00.000","2","3.3599999999999999","-73.986807999999996","40.76023",,,"-73.947552000000002","40.779318000000004","CASH","10.1","0.5",,"0","0","10.6","POINT (-73.986808 40.76023)","POINT (-73.947552 40.779318)"
"VTS","2009-09-19T01:56:00.000","2009-09-19T02:01:00.000","2","0.77000000000000002","-73.948902000000004","40.777459999999998",,,"-73.955299999999994","40.772962","Credit","4.5","0.5",,"2","0","7","POINT (-73.948902 40.77746)","POINT (-73.9553 40.772962)"
"VTS","2009-06-07T16:42:00.000","2009-06-07T16:50:00.000","2","1.0600000000000001","-73.99006","40.761555000000001",,,"-73.994978000000003","40.750174999999999","CASH","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-73.99006 40.761555)","POINT (-73.994978 40.750175)"
"CMT","2009-10-16T20:34:50.000","2009-10-16T20:49:38.000","1","2.7999999999999998","-73.992258000000007","40.740631999999998",,"0","-73.965885999999998","40.770980000000002","Cash","10.5","0",,"0","0","10.5","POINT (-73.992258 40.740632)","POINT (-73.965886 40.77098)"
"VTS","2009-06-18T12:45:00.000","2009-06-18T12:57:00.000","5","1.46","-73.981116999999998","40.764732000000002",,,"-73.994439999999997","40.746485","CASH","7.2999999999999998","0",,"0","0","7.2999999999999998","POINT (-73.981117 40.764732)","POINT (-73.99444 40.746485)"
"CMT","2009-04-30T14:21:19.000","2009-04-30T14:30:37.000","1","1.3","-73.987345000000005","40.756037999999997",,"0","-73.969211999999999","40.754637000000002","Cash","6.9000000000000004","0",,"0","0","6.9000000000000004","POINT (-73.987345 40.756038)","POINT (-73.969212 40.754637)"
"CMT","2009-11-05T18:15:13.000","2009-11-05T18:18:30.000","2","0.59999999999999998","-73.967554000000007","40.803158000000003",,"0","-73.973726999999997","40.794542","Credit","4.0999999999999996","1","0.5","0.5","0","6.0999999999999996","POINT (-73.967554 40.803158)","POINT (-73.973727 40.794542)"
"CMT","2009-03-27T22:57:30.000","2009-03-27T23:24:33.000","3","2.5","-73.990675999999993","40.730156999999998",,"0","-73.983258000000006","40.758944","Cash","15.800000000000001","0",,"0","0","15.800000000000001","POINT (-73.990676 40.730157)","POINT (-73.983258 40.758944)"
"VTS","2009-06-04T19:21:00.000","2009-06-04T19:36:00.000","5","3.0499999999999998","-73.986931999999996","40.755899999999997",,,"-74.003129999999999","40.717913000000003","Credit","10.5","1",,"2.5","0","14","POINT (-73.986932 40.7559)","POINT (-74.00313 40.717913)"
"CMT","2009-12-18T23:01:08.000","2009-12-18T23:06:11.000","1","0.90000000000000002","-73.970506","40.794156000000001",,"0","-73.955824000000007","40.787730000000003","Cash","5.2999999999999998","0.5","0.5","0","0","6.2999999999999998","POINT (-73.970506 40.794156)","POINT (-73.955824 40.78773)"
"VTS","2009-07-31T15:43:00.000","2009-07-31T15:47:00.000","1","0.67000000000000004","-73.984371999999993","40.743026999999998",,,"-73.978227000000004","40.751125000000002","CASH","4.0999999999999996","0",,"0","0","4.0999999999999996","POINT (-73.984372 40.743027)","POINT (-73.978227 40.751125)"
"VTS","2009-11-20T18:14:00.000","2009-11-20T18:20:00.000","1","0.97999999999999998","-73.988297000000003","40.759456999999998",,,"-73.981952000000007","40.771687","CASH","4.9000000000000004","1","0.5","0","0","6.4000000000000004","POINT (-73.988297 40.759457)","POINT (-73.981952 40.771687)"
"VTS","2009-07-10T09:11:00.000","2009-07-10T09:18:00.000","6","1.3300000000000001","-73.959213000000005","40.771605000000001",,,"-73.971031999999994","40.761682","CASH","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.959213 40.771605)","POINT (-73.971032 40.761682)"
"CMT","2009-06-06T05:54:36.000","2009-06-06T06:18:04.000","1","19.199999999999999","0","0",,"0","-73.996019000000004","40.614477999999998","Cash","42.100000000000001","0",,"0","0","42.100000000000001","POINT (0 0)","POINT (-73.996019 40.614478)"
"CMT","2009-01-17T16:41:34.000","2009-01-17T17:04:02.000","2","5","-73.996871999999996","40.744667",,,"-73.944940000000003","40.778956000000001","Credit","16.100000000000001","0",,"2.4100000000000001","0","18.510000000000002","POINT (-73.996872 40.744667)","POINT (-73.94494 40.778956)"
"CMT","2009-10-20T10:23:12.000","2009-10-20T10:28:28.000","1","0.29999999999999999","-73.984437999999997","40.745341000000003",,"0","-73.987543000000002","40.745455","Cash","4.5","0","0","0","0","4.5","POINT (-73.984438 40.745341)","POINT (-73.987543 40.745455)"
"CMT","2009-04-17T18:01:00.000","2009-04-17T18:04:39.000","1","0.90000000000000002","-73.959860000000006","40.762794",,"0","-73.950794999999999","40.774979999999999","Cash","4.5","0",,"0","0","4.5","POINT (-73.95986 40.762794)","POINT (-73.950795 40.77498)"
"CMT","2009-10-20T12:20:08.000","2009-10-20T12:57:24.000","1","8.0999999999999996","-73.997022000000001","40.752594999999999",,"0","-74.001275000000007","40.657234000000003","Cash","24.899999999999999","0","0","0","0","24.899999999999999","POINT (-73.997022 40.752595)","POINT (-74.001275 40.657234)"
"VTS","2009-10-24T23:43:00.000","2009-10-25T00:03:00.000","1","5.0899999999999999","-73.944158000000002","40.622813000000001",,,"-73.922437000000002","40.626517","CASH","14.9","0.5",,"0","0","15.4","POINT (-73.944158 40.622813)","POINT (-73.922437 40.626517)"
"CMT","2009-09-12T18:22:11.000","2009-09-12T18:35:55.000","1","2.7000000000000002","-73.996840000000006","40.760235000000002",,"0","-73.975573999999995","40.781717999999998","Cash","10.5","0",,"0","0","10.5","POINT (-73.99684 40.760235)","POINT (-73.975574 40.781718)"
"CMT","2009-03-05T18:50:32.000","2009-03-05T19:08:30.000","1","2.2999999999999998","-73.957351000000003","40.761664000000003",,,"-73.985260999999994","40.747501","Cash","11.5","0",,"0","0","11.5","POINT (-73.957351 40.761664)","POINT (-73.985261 40.747501)"
"CMT","2009-05-31T02:15:19.000","2009-05-31T02:32:01.000","2","8.5999999999999996","-74.009996000000001","40.715586999999999",,"0","-73.919669999999996","40.742992000000001","Cash","20.899999999999999","0",,"0","0","20.899999999999999","POINT (-74.009996 40.715587)","POINT (-73.91967 40.742992)"
"VTS","2009-09-26T15:51:00.000","2009-09-26T16:03:00.000","3","1.8","-73.973685000000003","40.763081999999997",,,"-73.988577000000006","40.739094999999999","Credit","8.5","0",,"1.5","0","10","POINT (-73.973685 40.763082)","POINT (-73.988577 40.739095)"
"VTS","2009-10-24T20:48:00.000","2009-10-24T21:07:00.000","1","4.7599999999999998","-73.977412000000001","40.752253000000003",,,"-74.001863","40.707565000000002","CASH","14.5","0.5",,"0","0","15","POINT (-73.977412 40.752253)","POINT (-74.001863 40.707565)"
"CMT","2009-04-23T07:12:37.000","2009-04-23T07:22:05.000","1","2.5","-73.950141000000002","40.787129999999998",,"0","-73.973146999999997","40.757067999999997","Cash","8.9000000000000004","0",,"0","0","8.9000000000000004","POINT (-73.950141 40.78713)","POINT (-73.973147 40.757068)"
"VTS","2009-10-06T09:56:00.000","2009-10-06T10:36:00.000","5","11.23","-73.86224","40.769035000000002",,,"-73.974935000000002","40.758679999999998","Credit","28.5","0",,"5","4.5700000000000003","38.07","POINT (-73.86224 40.769035)","POINT (-73.974935 40.75868)"
"CMT","2009-06-22T01:05:22.000","2009-06-22T01:23:39.000","1","8.5999999999999996","-73.982350999999994","40.673957000000001",,"0","-73.890083000000004","40.746245000000002","Cash","21.699999999999999","0",,"0","0","21.699999999999999","POINT (-73.982351 40.673957)","POINT (-73.890083 40.746245)"
"CMT","2009-11-16T14:12:46.000","2009-11-16T14:17:34.000","1","0.80000000000000004","-73.967057999999994","40.763964000000001",,"0","-73.974491","40.752935000000001","Cash","4.9000000000000004","0","0.5","0","0","5.4000000000000004","POINT (-73.967058 40.763964)","POINT (-73.974491 40.752935)"
"CMT","2009-08-21T20:35:16.000","2009-08-21T20:51:43.000","1","2.7999999999999998","-73.974239999999995","40.760176000000001",,"0","-73.996223000000001","40.725707","Cash","10.9","0",,"0","0","10.9","POINT (-73.97424 40.760176)","POINT (-73.996223 40.725707)"
"CMT","2009-10-20T15:58:52.000","2009-10-20T16:49:41.000","1","16.399999999999999","-73.986114000000001","40.751936000000001",,"0","-73.786452999999995","40.639133000000001","Credit","45","0","0","9.9100000000000001","4.5700000000000003","59.479999999999997","POINT (-73.986114 40.751936)","POINT (-73.786453 40.639133)"
"CMT","2009-11-11T15:51:23.000","2009-11-11T16:11:11.000","2","3","-73.992525999999998","40.752605000000003",,"0","-74.000420000000005","40.722070000000002","Cash","12.1","0","0.5","0","0","12.6","POINT (-73.992526 40.752605)","POINT (-74.00042 40.72207)"
"VTS","2009-12-09T22:01:00.000","2009-12-09T22:11:00.000","5","1.6599999999999999","-74.001373000000001","40.746521999999999",,,"-73.988453000000007","40.731679999999997","CASH","7.7000000000000002","0.5","0.5","0","0","8.6999999999999993","POINT (-74.001373 40.746522)","POINT (-73.988453 40.73168)"
"VTS","2009-07-15T22:07:00.000","2009-07-15T22:12:00.000","2","1.21","-74.002453000000003","40.728546999999999",,,"-73.997992999999994","40.74277","Credit","5.2999999999999998","0.5",,"2","0","7.7999999999999998","POINT (-74.002453 40.728547)","POINT (-73.997993 40.74277)"
"VTS","2009-01-15T19:40:00.000","2009-01-15T19:52:00.000","1","0.255","-73.977737000000005","40.752597000000002",,,"-74.002412000000007","40.733764999999998","CASH","9.3000000000000007","1",,"0","0","10.300000000000001","POINT (-73.977737 40.752597)","POINT (-74.002412 40.733765)"
"VTS","2009-09-26T17:23:00.000","2009-09-26T17:30:00.000","1","1.1599999999999999","-73.981769999999997","40.724578000000001",,,"-73.990148000000005","40.734765000000003","CASH","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-73.98177 40.724578)","POINT (-73.990148 40.734765)"
"CMT","2009-08-20T04:47:14.000","2009-08-20T04:52:52.000","1","1.3999999999999999","-74.001098999999996","40.746361999999998",,"0","-73.983754000000005","40.734293000000001","Cash","6.0999999999999996","0",,"0","0","6.0999999999999996","POINT (-74.001099 40.746362)","POINT (-73.983754 40.734293)"
"VTS","2009-12-11T03:41:00.000","2009-12-11T03:47:00.000","5","1.98","-73.995197000000005","40.749757000000002",,,"-73.986142999999998","40.772562999999998","CASH","6.9000000000000004","0.5","0.5","0","0","7.9000000000000004","POINT (-73.995197 40.749757)","POINT (-73.986143 40.772563)"
"CMT","2009-06-02T18:18:51.000","2009-06-02T18:34:49.000","1","1.8","-73.977842999999993","40.752592999999997",,"0","-73.995383000000004","40.73995","Cash","9.6999999999999993","0",,"0","0","9.6999999999999993","POINT (-73.977843 40.752593)","POINT (-73.995383 40.73995)"
"CMT","2009-06-06T17:37:57.000","2009-06-06T18:03:31.000","1","4.5999999999999996","-74.006089000000003","40.739933000000001",,"0","-73.959609999999998","40.716267000000002","Credit","16.5","0",,"2.4700000000000002","0","18.969999999999999","POINT (-74.006089 40.739933)","POINT (-73.95961 40.716267)"
"VTS","2009-03-15T12:48:00.000","2009-03-15T12:59:00.000","5","2.0800000000000001","-73.945832999999993","40.773693000000002",,,"-73.975862000000006","40.781931999999998","Credit","8.0999999999999996","0",,"2","0","10.1","POINT (-73.945833 40.773693)","POINT (-73.975862 40.781932)"
"CMT","2009-04-18T13:06:48.000","2009-04-18T13:13:24.000","2","1.1000000000000001","-73.977464999999995","40.751852999999997",,"0","-73.991519999999994","40.750006999999997","Cash","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.977465 40.751853)","POINT (-73.99152 40.750007)"
"CMT","2009-11-12T16:57:15.000","2009-11-12T17:05:44.000","1","1.5","-74.007733999999999","40.741092000000002",,"0","-74.003786000000005","40.725453999999999","Cash","6.5","1","0.5","0","3","11","POINT (-74.007734 40.741092)","POINT (-74.003786 40.725454)"
"VTS","2009-04-26T06:36:00.000","2009-04-26T06:45:00.000","1","2.9700000000000002","-73.972932999999998","40.78537",,,"-73.974446999999998","40.752972999999997","Credit","8.9000000000000004","0",,"0","0","8.9000000000000004","POINT (-73.972933 40.78537)","POINT (-73.974447 40.752973)"
"VTS","2009-08-29T21:41:00.000","2009-08-29T21:50:00.000","2","2.4399999999999999","-74.006846999999993","40.730972000000001",,,"-74.006846999999993","40.730972000000001","CASH","8.5","0.5",,"0","0","9","POINT (-74.006847 40.730972)","POINT (-74.006847 40.730972)"
"CMT","2009-05-16T12:19:18.000","2009-05-16T12:31:21.000","1","1.6000000000000001","-73.991612000000003","40.754936999999998",,"0","-73.973962999999998","40.763976999999997","Cash","8.0999999999999996","0",,"0","0","8.0999999999999996","POINT (-73.991612 40.754937)","POINT (-73.973963 40.763977)"
"VTS","2009-11-18T08:27:00.000","2009-11-18T08:32:00.000","1","0.97999999999999998","-73.992782000000005","40.743096999999999",,,"-73.986315000000005","40.755082000000002","CASH","4.9000000000000004","0","0.5","0","0","5.4000000000000004","POINT (-73.992782 40.743097)","POINT (-73.986315 40.755082)"
"VTS","2009-10-16T23:32:00.000","2009-10-16T23:54:00.000","3","4.29","-73.950365000000005","40.775677999999999",,,"-73.991731999999999","40.726553000000003","CASH","14.1","0.5",,"0","0","14.6","POINT (-73.950365 40.775678)","POINT (-73.991732 40.726553)"
"CMT","2009-04-04T00:00:54.000","2009-04-04T00:12:42.000","1","2.1000000000000001","-73.992245999999994","40.724930999999998",,"0","-73.973226999999994","40.748057000000003","Credit","8.5","0",,"0.59999999999999998","0.5","9.5999999999999996","POINT (-73.992246 40.724931)","POINT (-73.973227 40.748057)"
"VTS","2009-08-10T13:55:00.000","2009-08-10T13:57:00.000","3","0.38","-73.941927000000007","40.798205000000003",,,"-73.946353000000002","40.794334999999997","CASH","3.2999999999999998","0",,"0","0","3.2999999999999998","POINT (-73.941927 40.798205)","POINT (-73.946353 40.794335)"
"CMT","2009-11-22T03:23:47.000","2009-11-22T03:34:45.000","2","1.8999999999999999","-73.985399000000001","40.738532999999997",,"0","-74.007084000000006","40.732993999999998","Credit","7.7000000000000002","0.5","0.5","0","0","8.6999999999999993","POINT (-73.985399 40.738533)","POINT (-74.007084 40.732994)"
"CMT","2009-03-17T23:34:47.000","2009-03-17T23:46:50.000","1","2.6000000000000001","-73.991031000000007","40.750359000000003",,"0","-73.958639000000005","40.760738000000003","Credit","10.199999999999999","0",,"1","0","11.199999999999999","POINT (-73.991031 40.750359)","POINT (-73.958639 40.760738)"
"CMT","2009-05-13T22:33:17.000","2009-05-13T22:41:03.000","1","1.7","-74.003902999999994","40.742941000000002",,"0","-73.97824","40.734299","Cash","6.9000000000000004","0",,"0","0","6.9000000000000004","POINT (-74.003903 40.742941)","POINT (-73.97824 40.734299)"
"CMT","2009-03-27T18:34:06.000","2009-03-27T18:43:50.000","1","1.1000000000000001","-73.988816","40.742094000000002",,"0","-73.987206999999998","40.730034000000003","Cash","7.9000000000000004","0",,"0","0","7.9000000000000004","POINT (-73.988816 40.742094)","POINT (-73.987207 40.730034)"
"VTS","2009-09-18T13:55:00.000","2009-09-18T14:15:00.000","5","6.71","-74.006805","40.744087999999998",,,"-73.964465000000004","40.810842000000001","CASH","18.5","0",,"0","0","18.5","POINT (-74.006805 40.744088)","POINT (-73.964465 40.810842)"
"CMT","2009-03-24T09:45:00.000","2009-03-24T09:51:42.000","1","1.2","-73.989209000000002","40.754437000000003",,"1","-73.992619000000005","40.740571000000003","Cash","5.7000000000000002","0",,"0","0","5.7000000000000002","POINT (-73.989209 40.754437)","POINT (-73.992619 40.740571)"
