"service_id","organization_id","name","status"
"550","152","AFTERSCHOOL PROGRAMS",
"551","153","AFTERSCHOOL PROGRAMS",
"552","153","Next STEPS",
"553","154","AFTERSCHOOL PROGRAMS",
"554","155","AFTERSCHOOL PROGRAMS",
"555","156","AFTERSCHOOL PROGRAMS",
"556","156","READING & WRITING",
"557","156","IMMIGRANT SERVICES",
"558","157","AFTERSCHOOL PROGRAMS",
"559","158","AFTERSCHOOL PROGRAMS",
"560","159","FAMILY SUPPORT",
"561","160","AFTERSCHOOL PROGRAMS",
"562","161","AFTERSCHOOL PROGRAMS",
"563","161","JOBS & INTERNSHIPS",
"564","161","GENERAL PREVENTIVE CARE (PC)",
"565","161","PREVENTIVE SERVICES",
"566","162","AFTERSCHOOL PROGRAMS",
"567","163","AFTERSCHOOL PROGRAMS",
"568","164","AFTERSCHOOL PROGRAMS",
"569","165","AFTERSCHOOL PROGRAMS",
"570","165","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"571","166","AFTERSCHOOL PROGRAMS",
"572","167","AFTERSCHOOL PROGRAMS",
"573","168","AFTERSCHOOL PROGRAMS",
"574","169","AFTERSCHOOL PROGRAMS",
"575","169","FAMILY SUPPORT",
"576","169","SENIOR CENTER",
"577","169","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"578","170","AFTERSCHOOL PROGRAMS",
"579","170","GENERAL PREVENTIVE CARE (PC)",
"580","170","PREVENTIVE SERVICES",
"581","171","AFTERSCHOOL PROGRAMS",
"582","171","JOBS & INTERNSHIPS",
"583","172","AFTERSCHOOL PROGRAMS",
"584","173","AFTERSCHOOL PROGRAMS",
"585","174","AFTERSCHOOL PROGRAMS",
"586","175","AFTERSCHOOL PROGRAMS",
"587","176","FAMILY SUPPORT",
"588","176","SENIOR CENTER",
"589","176","SENIOR CENTER AFFILIATED SITE",
"590","176","ABUSE PREVENTION",
"591","176","SOCIAL SERVICES ONLY",
"592","176","NEW YORK CONNECTS",
"593","176","CASE MANAGEMENT ONLY",
"594","177","IMMIGRANT SERVICES",
"595","177","AFTERSCHOOL PROGRAMS",
"596","177","READING & WRITING",
"597","177","JOBS & INTERNSHIPS",
"598","177","FAMILY SUPPORT",
"599","177","SENIOR CENTER",
"600","177","GENERAL PREVENTIVE CARE (PC)",
"601","177","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"602","177","PREVENTIVE SERVICES",
"603","178","AFTERSCHOOL PROGRAMS",
"604","178","JOBS & INTERNSHIPS",
"605","178","SENIOR CENTER",
"606","178","SENIOR CENTER AFFILIATED SITE",
"607","179","FAMILY SUPPORT",
"608","180","AFTERSCHOOL PROGRAMS",
"609","181","AFTERSCHOOL PROGRAMS",
"610","181","READING & WRITING",
"611","182","AFTERSCHOOL PROGRAMS",
"612","183","FAMILY SUPPORT",
"613","183","SENIOR CENTER",
"614","184","AFTERSCHOOL PROGRAMS",
"615","184","GENERAL PREVENTIVE CARE (PC)",
"616","184","Arches: A Transformative Mentoring Intervention",
"617","184","Next STEPS",
"618","184","Young Adult Justice",
"619","184","FOSTER CARE",
"620","184","PREVENTIVE SERVICES",
"621","185","AFTERSCHOOL PROGRAMS",
"622","186","AFTERSCHOOL PROGRAMS",
"623","186","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"624","187","AFTERSCHOOL PROGRAMS",
"625","187","JOBS & INTERNSHIPS",
"626","187","HOME BASED CRISIS INTERVENTION",
"627","187","VOCATIONAL SERVICES",
"628","187","NON-MEDICAID CARE COORDINATION (OMH)",
"629","187","ADVOCACY SERVICES",
"630","187","NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM)",
"631","187","GENERAL PREVENTIVE CARE (PC)",
"632","187","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"633","187","PREVENTIVE SERVICES",
"634","188","JOBS & INTERNSHIPS",
"635","188","FAMILY SUPPORT",
"636","189","AFTERSCHOOL PROGRAMS",
"637","189","FAMILY SUPPORT",
"638","189","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"639","190","AFTERSCHOOL PROGRAMS",
"640","190","JOBS & INTERNSHIPS",
"641","191","AFTERSCHOOL PROGRAMS",
"642","192","AFTERSCHOOL PROGRAMS",
"643","193","AFTERSCHOOL PROGRAMS",
"644","193","GENERAL PREVENTIVE CARE (PC)",
"645","194","AFTERSCHOOL PROGRAMS",
"646","195","AFTERSCHOOL PROGRAMS",
"647","195","READING & WRITING",
"648","195","JOBS & INTERNSHIPS",
"649","195","FAMILY SUPPORT",
"650","196","RUNAWAY & HOMELESS YOUTH",
"651","196","HIV HOUSING",
"652","196","MEDICALLY MONITORED WITHDRAWAL",
"653","196","DROP-IN CENTERS",
"654","196","SUPPORTED HOUSING",
"655","196","FOOD AND NUTRITION","Master Contract with Public Health Solutions"
"656","196","SHORT-TERM HOUSING SERVICES","Master Contract with Public Health Solutions"
"657","196","NON-MEDICAL CASE MANAGEMENT GENERAL","Master Contract with Public Health Solutions"
"658","196","OUTREACH AND EDUCATION IN SHELTERS","Master Contract with Public Health Solutions"
"659","196","EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS","Master Contract with Public Health Solutions"
"660","196","HARM REDUCTION SERVICES","Master Contract with Public Health Solutions"
"661","196","MENTAL HEALTH SERVICES","Master Contract with Public Health Solutions"
"662","196","LEGAL SERVICES NYC","Master Contract with Public Health Solutions"
"663","197","FAMILY SUPPORT",
"664","198","AFTERSCHOOL PROGRAMS",
"665","198","JOBS & INTERNSHIPS",
"666","199","AFTERSCHOOL PROGRAMS",
"667","200","AFTERSCHOOL PROGRAMS",
"668","201","AFTERSCHOOL PROGRAMS",
"669","202","AFTERSCHOOL PROGRAMS",
"670","202","GENERAL PREVENTIVE CARE (PC)",
"671","202","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"672","202","PREVENTIVE SERVICES",
"673","203","FAMILY SUPPORT",
"674","203","LEGAL SERVICES NYC","Master Contract with Public Health Solutions"
"675","204","FAMILY SUPPORT",
"676","204","AFTERSCHOOL PROGRAMS",
"677","204","JOBS & INTERNSHIPS",
"678","204","RUNAWAY & HOMELESS YOUTH",
"679","204","IMMIGRANT SERVICES",
"680","204","NON-MEDICAID CARE COORDINATION (OMH)",
"681","204","NURSE-FAMILY PARTNERSHIP SERVICES",
"682","204","SUPPORTED HOUSING",
"683","204","GENERAL PREVENTIVE CARE (PC)",
"684","204","FOSTER CARE",
"685","204","PREVENTIVE SERVICES",
"686","205","AFTERSCHOOL PROGRAMS",
"687","206","AFTERSCHOOL PROGRAMS",
"688","207","AFTERSCHOOL PROGRAMS",
"689","208","AFTERSCHOOL PROGRAMS",
"690","208","JOBS & INTERNSHIPS",
"691","209","AFTERSCHOOL PROGRAMS",
"692","209","JOBS & INTERNSHIPS",
"693","210","READING & WRITING",
"694","210","AFTERSCHOOL PROGRAMS",
"695","211","AFTERSCHOOL PROGRAMS",
"696","212","AFTERSCHOOL PROGRAMS",
"697","212","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"698","213","FAMILY SUPPORT",
"699","213","SENIOR CENTER",
"700","214","AFTERSCHOOL PROGRAMS",
"701","215","FAMILY SUPPORT",
"702","215","JOBS & INTERNSHIPS",
"703","215","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"704","216","JOBS & INTERNSHIPS",
"705","217","AFTERSCHOOL PROGRAMS",
"706","217","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"707","218","AFTERSCHOOL PROGRAMS",
"708","219","AFTERSCHOOL PROGRAMS",
"709","219","GENERAL PREVENTIVE CARE (PC)",
"710","220","AFTERSCHOOL PROGRAMS",
"711","221","AFTERSCHOOL PROGRAMS",
"712","222","FAMILY SUPPORT",
"713","222","GENERAL PREVENTIVE CARE (PC)",
"714","222","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"715","223","JOBS & INTERNSHIPS",
"716","223","AFTERSCHOOL PROGRAMS",
"717","224","AFTERSCHOOL PROGRAMS",
"718","225","JOBS & INTERNSHIPS",
"719","226","AFTERSCHOOL PROGRAMS",
"720","227","JOBS & INTERNSHIPS",
"721","228","AFTERSCHOOL PROGRAMS",
"722","228","JOBS & INTERNSHIPS",
"723","228","SCHOOL",
"724","229","FAMILY SUPPORT",
"725","230","AFTERSCHOOL PROGRAMS",
"726","231","AFTERSCHOOL PROGRAMS",
"727","232","AFTERSCHOOL PROGRAMS",
"728","233","JOBS & INTERNSHIPS",
"729","233","IMMIGRANT SERVICES",
"730","233","READING & WRITING",
"731","233","Justice Plus/ Job Readiness Program",
"732","234","AFTERSCHOOL PROGRAMS",
"733","234","JOBS & INTERNSHIPS",
"734","234","SUPPORTED SRO",
"735","234","PREVENTIVE SERVICES",
"736","235","READING & WRITING",
"737","235","AFTERSCHOOL PROGRAMS",
"738","235","IMMIGRANT SERVICES",
"739","236","FAMILY SUPPORT",
"740","237","AFTERSCHOOL PROGRAMS",
"741","238","READING & WRITING",
"742","239","AFTERSCHOOL PROGRAMS",
"743","240","AFTERSCHOOL PROGRAMS",
"744","241","AFTERSCHOOL PROGRAMS",
"745","241","JOBS & INTERNSHIPS",
"746","242","AFTERSCHOOL PROGRAMS",
"747","243","AFTERSCHOOL PROGRAMS",
"748","243","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"749","244","AFTERSCHOOL PROGRAMS",
"750","245","AFTERSCHOOL PROGRAMS",
"751","246","JOBS & INTERNSHIPS",
"752","246","Justice Plus/ Job Readiness Program",
"753","247","JOBS & INTERNSHIPS",
"754","247","AFTERSCHOOL PROGRAMS",
"755","247","SENIOR CENTER",
"756","248","AFTERSCHOOL PROGRAMS",
"757","249","AFTERSCHOOL PROGRAMS",
"758","250","AFTERSCHOOL PROGRAMS",
"759","251","AFTERSCHOOL PROGRAMS",
"760","252","AFTERSCHOOL PROGRAMS",
"761","252","READING & WRITING",
"762","252","SCHOOL BASED HEALTH CENTER FAMILY PLANNING - TEENAGE PREGNANCY INITIATIVE",
"763","252","MEDICAL CASE MANAGEMENT","Master Contract with Public Health Solutions"
"764","252","EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS","Master Contract with Public Health Solutions"
"765","252","EARLY INTERVENTION SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS","Master Contract with Public Health Solutions"
"766","252","CHECK HEP B [574]","Master Contract with Public Health Solutions"
"767","252","COUNCIL LINKAGE PROGRAMS","Master Contract with Public Health Solutions"
"768","252","SENIOR CENTER",
"769","253","AFTERSCHOOL PROGRAMS",
"770","254","READING & WRITING",
"771","255","AFTERSCHOOL PROGRAMS",
"772","256","AFTERSCHOOL PROGRAMS",
"773","256","READING & WRITING",
"774","256","IMMIGRANT SERVICES",
"775","256","JOBS & INTERNSHIPS",
"776","256","MEDICALLY SUPERVISED OUTPATIENT",
"777","256","PRIMARY PREVENTION SERVICES",
"778","256","OTHER PREVENTION SERVICES",
"779","257","IMMIGRANT SERVICES",
"780","257","READING & WRITING",
"781","257","CHECK HEP B [574]","Master Contract with Public Health Solutions"
"782","257","SENIOR CENTER",
"783","258","AFTERSCHOOL PROGRAMS",
"784","259","READING & WRITING",
"785","260","AFTERSCHOOL PROGRAMS",
"786","261","AFTERSCHOOL PROGRAMS",
"787","262","AFTERSCHOOL PROGRAMS",
"788","263","READING & WRITING",
"789","263","AFTERSCHOOL PROGRAMS",
"790","264","AFTERSCHOOL PROGRAMS",
"791","265","JOBS & INTERNSHIPS",
"792","266","AFTERSCHOOL PROGRAMS",
"793","267","AFTERSCHOOL PROGRAMS",
"794","268","AFTERSCHOOL PROGRAMS",
"795","269","READING & WRITING",
"796","269","SENIOR CENTER",
"797","270","AFTERSCHOOL PROGRAMS",
"798","271","AFTERSCHOOL PROGRAMS",
"799","271","FAMILY SUPPORT",
"800","271","JOBS & INTERNSHIPS",
"801","271","READING & WRITING",
"802","272","JOBS & INTERNSHIPS",
"803","273","FAMILY SUPPORT",
"804","274","AFTERSCHOOL PROGRAMS",
"805","275","AFTERSCHOOL PROGRAMS",
"806","275","JOBS & INTERNSHIPS",
"807","276","AFTERSCHOOL PROGRAMS",
"808","276","SENIOR CENTER",
"809","277","JOBS & INTERNSHIPS",
"810","277","RECREATION",
"811","277","CASE MANAGEMENT",
"812","277","SUMMER CAMP",
"813","278","AFTERSCHOOL PROGRAMS",
"814","279","AFTERSCHOOL PROGRAMS",
"815","280","AFTERSCHOOL PROGRAMS",
"816","280","JOBS & INTERNSHIPS",
"817","280","FAMILY SUPPORT",
"818","280","READING & WRITING",
"819","281","READING & WRITING",
"820","282","JOBS & INTERNSHIPS",
"821","282","FAMILY SUPPORT",
"822","283","AFTERSCHOOL PROGRAMS",
"823","283","FAMILY SUPPORT",
"824","283","JOBS & INTERNSHIPS",
"825","283","RECREATION",
"826","283","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"827","284","AFTERSCHOOL PROGRAMS",
"828","284","READING & WRITING",
"829","284","IMMIGRANT SERVICES",
"830","284","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"831","285","AFTERSCHOOL PROGRAMS",
"832","286","AFTERSCHOOL PROGRAMS",
"833","287","IMMIGRANT SERVICES",
"834","287","JOBS & INTERNSHIPS",
"835","288","JOBS & INTERNSHIPS",
"836","289","AFTERSCHOOL PROGRAMS",
"837","290","READING & WRITING",
"838","291","AFTERSCHOOL PROGRAMS",
"839","292","FAMILY SUPPORT",
"840","292","READING & WRITING",
"841","292","SUPPORTED SRO",
"842","292","SUPPORTED HOUSING",
"843","292","STRUCTURAL-LEVEL CHANGE TO ADDRESS BARRIERS TO HIV PREVENTION AMONG HIGH-RISK/HIGH-PREVALENCE POPULATIONS","Master Contract with Public Health Solutions"
"844","292","NON-MEDICAL CASE MANAGEMENT FOR CURRENTLY INCARCERATED OR RECENTLY RELEASED INDIVIDUALS LIVING WITH HIV","Master Contract with Public Health Solutions"
"845","293","JOBS & INTERNSHIPS",
"846","294","AFTERSCHOOL PROGRAMS",
"847","295","AFTERSCHOOL PROGRAMS",
"848","296","AFTERSCHOOL PROGRAMS",
"849","297","AFTERSCHOOL PROGRAMS",
"850","298","AFTERSCHOOL PROGRAMS",
"851","298","JOBS & INTERNSHIPS",
"852","299","AFTERSCHOOL PROGRAMS",
"853","300","READING & WRITING",
"854","301","FAMILY SUPPORT",
"855","301","JOBS & INTERNSHIPS",
"856","301","CITY COUNCIL INITIATIVES [574]","Master Contract with Public Health Solutions"
"857","301","AIM (Advocate, Intervene, Mentor) Program",
"858","301","Young Adult Justice",
"859","301","Justice Plus/ Job Readiness Program",
"860","301","Parent Support Program",
"861","302","AFTERSCHOOL PROGRAMS",
"862","303","AFTERSCHOOL PROGRAMS",
"863","304","RUNAWAY & HOMELESS YOUTH",
"864","305","AFTERSCHOOL PROGRAMS",
"865","306","IMMIGRANT SERVICES",
"866","306","READING & WRITING",
"867","307","RUNAWAY & HOMELESS YOUTH",
"868","308","AFTERSCHOOL PROGRAMS",
"869","309","FAMILY SUPPORT",
"870","309","SENIOR CENTER",
"871","309","SENIOR CENTER AFFILIATED SITE",
"872","310","AFTERSCHOOL PROGRAMS",
"873","311","AFTERSCHOOL PROGRAMS",
"874","311","SENIOR CENTER",
"875","311","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"876","312","AFTERSCHOOL PROGRAMS",
"877","313","AFTERSCHOOL PROGRAMS",
"878","313","HOME BASED CRISIS INTERVENTION",
"879","313","TO BE DETERMINED - UNKNOWN",
"880","313","GENERAL PREVENTIVE CARE (PC)",
"881","313","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"882","313","PREVENTIVE SERVICES",
"883","314","AFTERSCHOOL PROGRAMS",
"884","314","READING & WRITING",
"885","315","AFTERSCHOOL PROGRAMS",
"886","316","AFTERSCHOOL PROGRAMS",
"887","316","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"888","317","JOBS & INTERNSHIPS",
"889","318","READING & WRITING",
"890","318","AFTERSCHOOL PROGRAMS",
"891","318","Arches: A Transformative Mentoring Intervention",
"892","318","Next STEPS",
"893","319","FAMILY SUPPORT",
"894","320","AFTERSCHOOL PROGRAMS",
"895","321","AFTERSCHOOL PROGRAMS",
"896","322","AFTERSCHOOL PROGRAMS",
"897","323","FAMILY SUPPORT",
"898","324","FAMILY SUPPORT",
"899","324","Arches: A Transformative Mentoring Intervention",
"900","324","Parent Support Program",
"901","325","FAMILY SUPPORT",
"902","325","SCHOOL BASED HEALTH CENTER FAMILY PLANNING - TEENAGE PREGNANCY INITIATIVE",
"903","325","MEDICALLY SUPERVISED OUTPATIENT",
"904","325","METHADONE MAINTENANCE",
"905","325","VOCATIONAL REHABILITATION",
"906","325","PREP FOR ADOLESCENTS","Master Contract with Public Health Solutions"
"907","325","CHECK HEP C [574]","Master Contract with Public Health Solutions"
"908","325","PEP CENTERS OF EXCELLENCE","Master Contract with Public Health Solutions"
"909","326","JOBS & INTERNSHIPS",
"910","327","AFTERSCHOOL PROGRAMS",
"911","328","IMMIGRANT SERVICES",
"912","328","FAMILY SUPPORT",
"913","328","AFTERSCHOOL PROGRAMS",
"914","328","READING & WRITING",
"915","329","JOBS & INTERNSHIPS",
"916","329","IMMIGRANT SERVICES",
"917","330","FAMILY SUPPORT",
"918","330","HIV HOUSING",
"919","330","EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS","Master Contract with Public Health Solutions"
"920","330","SUPPORTIVE COUNSELING & FAMILY STABILIZATION SERVICES - GENERAL","Master Contract with Public Health Solutions"
"921","330","OUTREACH AND EDUCATION IN CBOS","Master Contract with Public Health Solutions"
"922","330","CHECK HEP B [574]","Master Contract with Public Health Solutions"
"923","330","LEGAL SERVICES NYC","Master Contract with Public Health Solutions"
"924","331","AFTERSCHOOL PROGRAMS",
"925","332","AFTERSCHOOL PROGRAMS",
"926","333","READING & WRITING",
"927","333","AFTERSCHOOL PROGRAMS",
"928","334","AFTERSCHOOL PROGRAMS",
"929","335","AFTERSCHOOL PROGRAMS",
"930","336","READING & WRITING",
"931","337","AFTERSCHOOL PROGRAMS",
"932","338","AFTERSCHOOL PROGRAMS",
"933","339","AFTERSCHOOL PROGRAMS",
"934","340","AFTERSCHOOL PROGRAMS",
"935","341","JOBS & INTERNSHIPS",
"936","342","AFTERSCHOOL PROGRAMS",
"937","343","AFTERSCHOOL PROGRAMS",
"938","344","AFTERSCHOOL PROGRAMS",
"939","345","AFTERSCHOOL PROGRAMS",
"940","346","AFTERSCHOOL PROGRAMS",
"941","347","READING & WRITING",
"942","348","FAMILY SUPPORT",
"943","349","AFTERSCHOOL PROGRAMS",
"944","350","JOBS & INTERNSHIPS",
"945","350","READING & WRITING",
"946","351","AFTERSCHOOL PROGRAMS",
"947","352","READING & WRITING",
"948","352","JOBS & INTERNSHIPS",
"949","352","AFTERSCHOOL PROGRAMS",
"950","352","MEDICAL CASE MANAGEMENT","Master Contract with Public Health Solutions"
"951","352","NON-MEDICAL CASE MANAGEMENT GENERAL","Master Contract with Public Health Solutions"
"952","352","STATUS-NEUTRAL CARE COORDINATION","Master Contract with Public Health Solutions"
"953","353","AFTERSCHOOL PROGRAMS",
"954","354","AFTERSCHOOL PROGRAMS",
"955","355","AFTERSCHOOL PROGRAMS",
"956","355","IMMIGRANT SERVICES",
"957","355","READING & WRITING",
"958","355","JOBS & INTERNSHIPS",
"959","355","SENIOR CENTER",
"960","356","AFTERSCHOOL PROGRAMS",
"961","357","AFTERSCHOOL PROGRAMS",
"962","358","AFTERSCHOOL PROGRAMS",
"963","359","AFTERSCHOOL PROGRAMS",
"964","360","JOBS & INTERNSHIPS",
"965","361","AFTERSCHOOL PROGRAMS",
"966","361","EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES",
"967","362","AFTERSCHOOL PROGRAMS",
"968","362","SENIOR CENTER",
"969","362","SENIOR CENTER AFFILIATED SITE",
"970","363","AFTERSCHOOL PROGRAMS",
"971","363","JOBS & INTERNSHIPS",
"972","364","AFTERSCHOOL PROGRAMS",
"973","365","FAMILY SUPPORT",
"974","365","SENIOR CENTER",
"975","366","SUPPORTED HOUSING",
"976","366","GENERAL PREVENTIVE CARE (PC)",
"977","367","SCHOOL",
"978","368","HARLEM HEALTH ADVOCACY PARTNERS",
"979","369","SCHOOL",
"980","369","SUPPORTED HOUSING",
"981","369","GENERAL PREVENTIVE CARE (PC)",
"982","370","CHLAMYDIA SCREENING PROGRAM",
"983","370","EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS","Master Contract with Public Health Solutions"
"984","370","COMMUNITY MOBILIZATION INTERVENTIONS FOR HIV PREVENTION","Master Contract with Public Health Solutions"
"985","370","NON-MEDICAL CASE MANAGEMENT GENERAL","Master Contract with Public Health Solutions"
"986","370","CITY COUNCIL INITIATIVES [574]","Master Contract with Public Health Solutions"
"987","370","FAITH-BASED INITIATIVE","Master Contract with Public Health Solutions"
"988","370","COUNCIL LINKAGE PROGRAMS","Master Contract with Public Health Solutions"
"989","370","HARM REDUCTION SERVICES","Master Contract with Public Health Solutions"
"990","371","SCHOOL",
"991","372","ON-SITE REHABILITATION",
"992","372","OUTREACH AND EDUCATION IN CBOS","Master Contract with Public Health Solutions"
"993","373","SUPPORTED SRO",
"994","374","SUPPORTED SRO",
"995","374","SUPPORTED HOUSING",
"996","375","OUTREACH",
"997","375","SUPPORTED HOUSING",
"998","376","NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM)",
"999","376","ASSERTIVE COMMUNITY TREATMENT",
"1000","376","SUPPORTED HOUSING",
