"hvfhs_license_num","dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"HV0003","B02875","2020-01-01T00:16:35.000","2020-01-01T00:29:25.000","113","261",
"HV0003","B02875","2020-01-01T00:35:46.000","2020-01-01T00:50:23.000","88","125",
"HV0003","B02875","2020-01-01T00:51:35.000","2020-01-01T01:18:30.000","249","265",
"HV0005","B02510","2020-01-01T00:19:30.000","2020-01-01T00:44:53.000","229","37",
"HV0005","B02510","2020-01-01T00:49:45.000","2020-01-01T01:17:42.000","36","170",
"HV0005","B02510","2020-01-01T00:49:11.000","2020-01-01T00:55:32.000","148","256",
"HV0005","B02510","2020-01-01T00:59:24.000","2020-01-01T01:20:27.000","256","4",
"HV0003","B02883","2020-01-01T00:33:00.000","2020-01-01T00:40:50.000","237","162",
"HV0003","B02883","2020-01-01T00:49:27.000","2020-01-01T01:11:19.000","162","232",
"HV0003","B02883","2020-01-01T00:17:47.000","2020-01-01T00:37:56.000","77","130",
"HV0003","B02883","2020-01-01T00:43:19.000","2020-01-01T00:49:39.000","130","28",
"HV0003","B02883","2020-01-01T00:55:25.000","2020-01-01T01:19:37.000","130","265",
"HV0003","B02764","2020-01-01T00:21:10.000","2020-01-01T00:30:25.000","47","159",
"HV0003","B02764","2020-01-01T00:36:08.000","2020-01-01T00:46:40.000","69","247",
"HV0003","B02764","2020-01-01T00:49:01.000","2020-01-01T01:07:44.000","247","136",
"HV0003","B02884","2020-01-01T00:11:44.000","2020-01-01T00:18:02.000","95","95",
"HV0003","B02884","2020-01-01T00:20:17.000","2020-01-01T00:24:41.000","95","95",
"HV0003","B02884","2020-01-01T00:30:41.000","2020-01-01T00:37:15.000","95","95",
"HV0003","B02884","2020-01-01T00:44:44.000","2020-01-01T00:54:06.000","95","173",
"HV0003","B02884","2020-01-01T00:59:09.000","2020-01-01T01:38:43.000","56","48",
"HV0003","B02765","2020-01-01T00:14:52.000","2020-01-01T00:57:29.000","7","265",
"HV0003","B02866","2020-01-01T00:21:49.000","2020-01-01T00:38:24.000","224","146",
"HV0003","B02866","2020-01-01T00:44:13.000","2020-01-01T00:54:16.000","145","236",
"HV0005","B02510","2020-01-01T00:22:14.000","2020-01-01T00:46:15.000","231","237",
"HV0005","B02510","2020-01-01T00:52:52.000","2020-01-01T01:03:26.000","237","141",
"HV0003","B02617","2020-01-01T00:24:20.000","2020-01-01T00:52:19.000","79","246","1"
"HV0003","B02617","2020-01-01T00:56:07.000","2020-01-01T01:15:32.000","50","186",
"HV0005","B02510","2020-01-01T00:20:34.000","2020-01-01T00:38:42.000","79","145",
"HV0005","B02510","2020-01-01T00:42:39.000","2020-01-01T00:54:42.000","145","236",
"HV0003","B02872","2020-01-01T00:59:08.000","2020-01-01T01:14:13.000","236","170",
"HV0005","B02510","2020-01-01T00:11:46.000","2020-01-01T00:27:25.000","198","35",
"HV0005","B02510","2020-01-01T00:39:03.000","2020-01-01T00:48:13.000","76","77",
"HV0003","B02875","2020-01-01T00:53:30.000","2020-01-01T01:11:48.000","77","258",
"HV0003","B02764","2020-01-01T00:20:14.000","2020-01-01T00:45:11.000","75","144",
"HV0003","B02764","2020-01-01T00:46:06.000","2020-01-01T00:57:32.000","144","234",
"HV0003","B02882","2020-01-01T00:12:35.000","2020-01-01T00:17:17.000","26","26",
"HV0003","B02882","2020-01-01T00:21:04.000","2020-01-01T00:42:48.000","227","112",
"HV0003","B02882","2020-01-01T00:25:10.000","2020-01-01T00:34:22.000","79","148",
"HV0003","B02882","2020-01-01T00:37:34.000","2020-01-01T01:07:51.000","148","36",
"HV0005","B02510","2020-01-01T00:16:10.000","2020-01-01T00:35:03.000","158","170",
"HV0005","B02510","2020-01-01T00:37:39.000","2020-01-01T01:03:08.000","170","143",
"HV0003","B02878","2020-01-01T00:19:17.000","2020-01-01T00:23:28.000","233","162",
"HV0003","B02878","2020-01-01T00:26:11.000","2020-01-01T00:58:40.000","170","48",
"HV0003","B02765","2020-01-01T00:09:21.000","2020-01-01T00:16:57.000","209","4","1"
"HV0003","B02765","2020-01-01T00:12:40.000","2020-01-01T00:19:12.000","45","4","1"
"HV0003","B02765","2020-01-01T00:22:58.000","2020-01-01T00:37:53.000","4","162",
"HV0003","B02765","2020-01-01T00:39:34.000","2020-01-01T00:57:33.000","162","112",
"HV0003","B02866","2020-01-01T00:05:59.000","2020-01-01T00:20:26.000","36","49",
"HV0003","B02866","2020-01-01T00:28:39.000","2020-01-01T00:52:32.000","190","37",
"HV0003","B02866","2020-01-01T00:56:16.000","2020-01-01T01:15:34.000","37","61",
"HV0003","B02888","2020-01-01T00:05:56.000","2020-01-01T00:26:22.000","164","231",
"HV0003","B02888","2020-01-01T00:30:12.000","2020-01-01T00:51:53.000","231","255",
"HV0003","B02888","2020-01-01T00:57:33.000","2020-01-01T01:03:19.000","255","112",
"HV0003","B02836","2020-01-01T00:29:19.000","2020-01-01T00:39:40.000","148","80",
"HV0003","B02836","2020-01-01T00:43:45.000","2020-01-01T01:05:00.000","37","4",
"HV0003","B02880","2020-01-01T00:35:55.000","2020-01-01T00:50:34.000","224","90",
"HV0003","B02880","2020-01-01T00:51:58.000","2020-01-01T01:21:30.000","90","255",
"HV0005","B02510","2020-01-01T00:31:34.000","2020-01-01T01:08:40.000","170","143","1"
"HV0005","B02510","2020-01-01T00:34:09.000","2020-01-01T00:50:13.000","170","68","1"
"HV0003","B02872","2020-01-01T00:15:20.000","2020-01-01T00:25:56.000","71","39",
"HV0003","B02872","2020-01-01T00:28:03.000","2020-01-01T00:38:20.000","39","35",
"HV0003","B02872","2020-01-01T00:43:57.000","2020-01-01T00:55:31.000","35","39",
"HV0003","B02872","2020-01-01T00:57:42.000","2020-01-01T01:14:09.000","39","76",
"HV0003","B02682","2020-01-01T00:17:35.000","2020-01-01T00:42:28.000","90","141",
"HV0003","B02682","2020-01-01T00:46:56.000","2020-01-01T01:00:44.000","263","137",
"HV0003","B02764","2020-01-01T00:02:18.000","2020-01-01T00:09:16.000","210","150",
"HV0003","B02764","2020-01-01T00:12:03.000","2020-01-01T00:19:30.000","150","108",
"HV0003","B02764","2020-01-01T00:23:30.000","2020-01-01T00:40:11.000","108","210",
"HV0003","B02764","2020-01-01T00:42:28.000","2020-01-01T00:45:38.000","210","149",
"HV0003","B02764","2020-01-01T00:46:46.000","2020-01-01T00:54:26.000","149","123","1"
"HV0003","B02764","2020-01-01T00:52:28.000","2020-01-01T01:03:58.000","123","89","1"
"HV0005","B02510","2020-01-01T00:15:41.000","2020-01-01T00:34:06.000","234","233",
"HV0005","B02510","2020-01-01T00:42:29.000","2020-01-01T01:36:55.000","170","265",
"HV0003","B02617","2020-01-01T00:19:23.000","2020-01-01T00:47:06.000","237","142",
"HV0003","B02682","2020-01-01T00:12:40.000","2020-01-01T00:19:38.000","255","256",
"HV0003","B02682","2020-01-01T00:24:00.000","2020-01-01T00:42:57.000","256","114",
"HV0003","B02682","2020-01-01T00:44:41.000","2020-01-01T01:04:53.000","114","255",
"HV0003","B02617","2020-01-01T00:10:05.000","2020-01-01T00:26:36.000","148","265",
"HV0005","B02510","2020-01-01T00:08:41.000","2020-01-01T00:20:20.000","114","137",
"HV0005","B02510","2020-01-01T00:36:27.000","2020-01-01T01:00:06.000","249","227",
"HV0003","B02872","2020-01-01T00:08:43.000","2020-01-01T00:15:58.000","145","193",
"HV0003","B02872","2020-01-01T00:21:34.000","2020-01-01T00:23:56.000","145","145",
"HV0003","B02872","2020-01-01T00:27:44.000","2020-01-01T01:05:43.000","145","155",
"HV0003","B02882","2020-01-01T00:07:16.000","2020-01-01T00:17:05.000","188","71",
"HV0003","B02882","2020-01-01T00:20:32.000","2020-01-01T00:31:04.000","91","188",
"HV0003","B02882","2020-01-01T00:33:20.000","2020-01-01T00:42:02.000","85","62",
"HV0003","B02882","2020-01-01T00:48:59.000","2020-01-01T01:30:58.000","62","238",
"HV0003","B02872","2020-01-01T00:21:19.000","2020-01-01T00:38:57.000","255","144",
"HV0003","B02872","2020-01-01T00:43:25.000","2020-01-01T00:57:22.000","144","137",
"HV0003","B02765","2020-01-01T00:22:44.000","2020-01-01T00:25:52.000","116","152",
"HV0003","B02765","2020-01-01T00:28:39.000","2020-01-01T00:38:13.000","152","74",
"HV0003","B02765","2020-01-01T00:43:16.000","2020-01-01T00:47:10.000","74","74",
"HV0003","B02765","2020-01-01T00:51:44.000","2020-01-01T00:59:54.000","75","74",
"HV0003","B02764","2020-01-01T00:56:26.000","2020-01-01T01:07:46.000","162","237",
"HV0003","B02869","2020-01-01T00:32:50.000","2020-01-01T00:59:07.000","148","263",
"HV0003","B02617","2020-01-01T00:13:18.000","2020-01-01T00:23:22.000","17","198",
"HV0003","B02617","2020-01-01T00:27:40.000","2020-01-01T00:37:03.000","198","37",
"HV0003","B02617","2020-01-01T00:38:46.000","2020-01-01T00:55:09.000","37","112",
"HV0003","B02617","2020-01-01T00:59:36.000","2020-01-01T01:45:30.000","112","265",
"HV0003","B02872","2020-01-01T00:24:47.000","2020-01-01T00:51:37.000","143","13",
"HV0003","B02889","2020-01-01T00:21:35.000","2020-01-01T00:39:46.000","231","246",
"HV0003","B02889","2020-01-01T00:43:54.000","2020-01-01T01:04:46.000","246","244",
"HV0003","B02617","2020-01-01T00:32:20.000","2020-01-01T00:56:30.000","246","66",
"HV0003","B02617","2020-01-01T00:58:14.000","2020-01-01T01:13:38.000","66","17",
"HV0005","B02510","2020-01-01T00:31:49.000","2020-01-01T00:52:10.000","41","50",
"HV0003","B02872","2020-01-01T00:19:43.000","2020-01-01T00:34:31.000","90","79",
"HV0003","B02872","2020-01-01T00:36:14.000","2020-01-01T00:47:24.000","79","90",
"HV0003","B02872","2020-01-01T00:54:11.000","2020-01-01T01:31:04.000","158","236",
"HV0005","B02510","2020-01-01T00:04:33.000","2020-01-01T00:20:34.000","40","89",
"HV0005","B02510","2020-01-01T00:28:30.000","2020-01-01T00:53:30.000","188","226",
"HV0005","B02510","2020-01-01T00:56:06.000","2020-01-01T01:10:05.000","226","112",
"HV0005","B02510","2020-01-01T00:34:38.000","2020-01-01T00:59:29.000","68","181",
"HV0003","B02864","2020-01-01T00:39:10.000","2020-01-01T01:05:49.000","142","170",
"HV0003","B02869","2020-01-01T00:59:12.000","2020-01-01T01:09:03.000","239","50",
"HV0003","B02864","2020-01-01T00:21:45.000","2020-01-01T00:30:59.000","68","113",
"HV0003","B02864","2020-01-01T00:33:14.000","2020-01-01T00:45:19.000","79","249",
"HV0003","B02864","2020-01-01T00:50:54.000","2020-01-01T01:30:19.000","114","48",
"HV0005","B02510","2020-01-01T00:01:26.000","2020-01-01T00:16:57.000","234","232","1"
"HV0005","B02510","2020-01-01T00:28:35.000","2020-01-01T00:40:18.000","107","170",
"HV0005","B02510","2020-01-01T00:53:23.000","2020-01-01T01:17:16.000","164","25",
"HV0003","B02764","2020-01-01T00:11:43.000","2020-01-01T00:17:30.000","33","25",
"HV0003","B02764","2020-01-01T00:18:37.000","2020-01-01T00:23:59.000","40","106",
"HV0003","B02764","2020-01-01T00:26:15.000","2020-01-01T01:14:54.000","106","139",
"HV0005","B02510","2020-01-01T00:31:52.000","2020-01-01T01:13:57.000","39","61","1"
"HV0005","B02510","2020-01-01T00:37:16.000","2020-01-01T00:54:30.000","39","72","1"
"HV0005","B02510","2020-01-01T00:41:19.000","2020-01-01T00:56:02.000","39","72","1"
"HV0003","B02835","2020-01-01T00:18:27.000","2020-01-01T00:24:51.000","42","116",
"HV0003","B02835","2020-01-01T00:26:35.000","2020-01-01T00:37:14.000","116","168",
"HV0003","B02835","2020-01-01T00:40:03.000","2020-01-01T00:58:56.000","168","83",
"HV0003","B02835","2020-01-01T00:59:58.000","2020-01-01T01:21:03.000","83","37",
"HV0005","B02510","2020-01-01T00:11:32.000","2020-01-01T00:23:45.000","50","48","1"
"HV0005","B02510","2020-01-01T00:30:23.000","2020-01-01T01:27:10.000","48","225","1"
"HV0005","B02510","2020-01-01T00:33:34.000","2020-01-01T01:37:32.000","48","63","1"
"HV0003","B02764","2020-01-01T00:13:03.000","2020-01-01T00:54:06.000","144","50",
"HV0003","B02883","2020-01-01T00:19:56.000","2020-01-01T00:26:37.000","141","229",
"HV0003","B02883","2020-01-01T00:29:48.000","2020-01-01T00:43:20.000","229","7",
"HV0003","B02883","2020-01-01T00:47:32.000","2020-01-01T01:03:30.000","7","145",
"HV0005","B02510","2020-01-01T00:16:34.000","2020-01-01T00:26:43.000","41","142",
"HV0005","B02510","2020-01-01T00:33:49.000","2020-01-01T00:42:47.000","142","236",
"HV0005","B02510","2020-01-01T00:46:29.000","2020-01-01T00:57:12.000","237","238","1"
"HV0005","B02510","2020-01-01T00:58:47.000","2020-01-01T01:12:17.000","238","141",
"HV0003","B02764","2020-01-01T00:36:39.000","2020-01-01T01:11:50.000","37","48",
"HV0003","B02871","2020-01-01T00:04:30.000","2020-01-01T00:27:18.000","231","107",
"HV0003","B02871","2020-01-01T00:32:13.000","2020-01-01T00:56:26.000","224","89",
"HV0005","B02510","2020-01-01T00:29:15.000","2020-01-01T00:37:10.000","148","211",
"HV0005","B02510","2020-01-01T00:39:38.000","2020-01-01T01:08:53.000","114","50",
"HV0003","B02878","2020-01-01T00:34:52.000","2020-01-01T00:59:30.000","179","200",
"HV0003","B02765","2020-01-01T00:08:57.000","2020-01-01T00:32:59.000","87","265",
"HV0005","B02510","2020-01-01T00:18:21.000","2020-01-01T00:24:31.000","166","42","1"
"HV0005","B02510","2020-01-01T00:29:44.000","2020-01-01T00:37:41.000","42","42",
"HV0005","B02510","2020-01-01T00:42:47.000","2020-01-01T00:59:50.000","244","182",
"HV0005","B02510","2020-01-01T00:09:06.000","2020-01-01T00:14:22.000","80","80",
"HV0005","B02510","2020-01-01T00:46:32.000","2020-01-01T01:00:56.000","198","112",
"HV0003","B02764","2020-01-01T00:15:45.000","2020-01-01T00:22:22.000","80","112",
"HV0003","B02764","2020-01-01T00:25:14.000","2020-01-01T00:40:19.000","112","198",
"HV0003","B02764","2020-01-01T00:19:24.000","2020-01-01T00:35:23.000","37","65",
"HV0003","B02764","2020-01-01T00:41:47.000","2020-01-01T01:04:44.000","33","164",
"HV0003","B02395","2020-01-01T00:05:48.000","2020-01-01T00:25:30.000","239","78",
"HV0003","B02395","2020-01-01T00:30:45.000","2020-01-01T00:38:20.000","78","185",
"HV0003","B02395","2020-01-01T00:40:17.000","2020-01-01T00:52:27.000","185","51",
"HV0003","B02395","2020-01-01T00:54:27.000","2020-01-01T01:02:46.000","51","81",
"HV0003","B02869","2020-01-01T00:26:23.000","2020-01-01T00:50:33.000","145","116",
"HV0003","B02869","2020-01-01T00:52:17.000","2020-01-01T01:04:31.000","116","127",
"HV0003","B02880","2020-01-01T00:21:36.000","2020-01-01T00:46:52.000","7","265",
"HV0003","B02764","2020-01-01T00:48:37.000","2020-01-01T01:05:35.000","229","170",
"HV0003","B02884","2020-01-01T00:23:17.000","2020-01-01T00:56:34.000","234","161",
"HV0003","B02887","2020-01-01T00:26:07.000","2020-01-01T00:29:40.000","229","229",
"HV0003","B02887","2020-01-01T00:37:19.000","2020-01-01T00:58:43.000","237","66",
"HV0003","B02617","2020-01-01T00:55:12.000","2020-01-01T01:01:32.000","107","107",
"HV0003","B02866","2020-01-01T00:22:16.000","2020-01-01T00:39:21.000","48","265",
"HV0003","B02835","2020-01-01T00:08:14.000","2020-01-01T00:32:50.000","135","82",
"HV0003","B02835","2020-01-01T00:36:58.000","2020-01-01T01:04:46.000","82","145",
"HV0003","B02866","2020-01-01T00:10:55.000","2020-01-01T00:20:06.000","234","144",
"HV0003","B02866","2020-01-01T00:22:29.000","2020-01-01T00:32:35.000","144","4",
"HV0003","B02866","2020-01-01T00:36:06.000","2020-01-01T00:59:33.000","4","7",
"HV0003","B02865","2020-01-01T00:24:45.000","2020-01-01T00:38:41.000","89","181",
"HV0003","B02865","2020-01-01T00:43:36.000","2020-01-01T00:57:54.000","181","49",
"HV0003","B02764","2020-01-01T00:15:45.000","2020-01-01T00:22:35.000","233","224",
"HV0003","B02764","2020-01-01T00:23:10.000","2020-01-01T01:25:30.000","224","50","1"
"HV0005","B02510","2020-01-01T00:18:20.000","2020-01-01T00:40:52.000","66","237",
"HV0005","B02510","2020-01-01T00:50:23.000","2020-01-01T01:02:05.000","41","74",
"HV0003","B02512","2020-01-01T00:25:16.000","2020-01-01T00:39:32.000","263","145",
"HV0003","B02512","2020-01-01T00:53:57.000","2020-01-01T01:12:03.000","255","231",
"HV0003","B02869","2020-01-01T00:17:50.000","2020-01-01T00:35:51.000","162","142",
"HV0003","B02869","2020-01-01T00:46:57.000","2020-01-01T01:06:37.000","142","265",
"HV0003","B02877","2020-01-01T00:36:47.000","2020-01-01T01:02:53.000","162","15",
"HV0003","B02764","2020-01-01T00:35:42.000","2020-01-01T00:43:16.000","237","143",
"HV0003","B02764","2020-01-01T00:44:01.000","2020-01-01T01:18:27.000","143","224",
"HV0003","B02883","2020-01-01T00:17:02.000","2020-01-01T00:25:40.000","79","107",
"HV0003","B02883","2020-01-01T00:31:43.000","2020-01-01T00:38:05.000","79","79",
"HV0003","B02883","2020-01-01T00:41:38.000","2020-01-01T00:52:44.000","79","231",
"HV0003","B02883","2020-01-01T00:59:59.000","2020-01-01T01:28:47.000","231","62",
"HV0003","B02869","2020-01-01T00:59:23.000","2020-01-01T01:25:15.000","234","142",
"HV0003","B02764","2020-01-01T00:07:00.000","2020-01-01T00:37:59.000","16","265",
"HV0003","B02887","2020-01-01T00:18:11.000","2020-01-01T00:56:10.000","41","37",
"HV0003","B02877","2020-01-01T00:27:25.000","2020-01-01T01:03:42.000","181","76",
"HV0003","B02764","2020-01-01T00:22:01.000","2020-01-01T00:35:03.000","144","246",
"HV0003","B02764","2020-01-01T00:42:51.000","2020-01-01T00:51:58.000","158","68",
"HV0005","B02510","2020-01-01T00:29:49.000","2020-01-01T00:43:58.000","231","148",
"HV0005","B02510","2020-01-01T00:46:14.000","2020-01-01T00:59:48.000","148","80",
"HV0003","B02867","2020-01-01T00:10:41.000","2020-01-01T00:22:13.000","169","119",
"HV0003","B02867","2020-01-01T00:24:11.000","2020-01-01T00:34:07.000","119","75",
"HV0003","B02867","2020-01-01T00:39:20.000","2020-01-01T01:06:31.000","74","164","1"
"HV0003","B02867","2020-01-01T00:39:20.000","2020-01-01T01:10:17.000","74","170","1"
"HV0003","B02867","2020-01-01T00:47:04.000","2020-01-01T00:56:05.000","263","170","1"
"HV0005","B02510","2020-01-01T00:37:02.000","2020-01-01T01:23:01.000","79","48",
"HV0003","B02682","2020-01-01T00:42:18.000","2020-01-01T00:52:25.000","238","236",
"HV0003","B02682","2020-01-01T00:56:07.000","2020-01-01T01:13:15.000","263","107",
"HV0003","B02836","2020-01-01T00:11:08.000","2020-01-01T00:25:26.000","165","22",
"HV0003","B02836","2020-01-01T00:30:22.000","2020-01-01T00:34:30.000","21","21",
"HV0003","B02836","2020-01-01T00:40:13.000","2020-01-01T00:57:10.000","22","29",
"HV0003","B02888","2020-01-01T00:06:44.000","2020-01-01T00:19:41.000","140","151",
"HV0003","B02888","2020-01-01T00:26:54.000","2020-01-01T00:47:13.000","238","223","1"
"HV0003","B02888","2020-01-01T00:59:05.000","2020-01-01T01:13:28.000","129","131",
"HV0003","B02866","2020-01-01T00:30:45.000","2020-01-01T00:39:09.000","223","129",
"HV0003","B02866","2020-01-01T00:42:31.000","2020-01-01T01:19:52.000","70","230",
"HV0005","B02510","2020-01-01T00:35:56.000","2020-01-01T00:46:32.000","34","45",
"HV0005","B02510","2020-01-01T00:52:51.000","2020-01-01T01:08:32.000","144","137",
"HV0003","B02864","2020-01-01T00:47:41.000","2020-01-01T01:11:31.000","142","265",
"HV0003","B02865","2020-01-01T00:38:57.000","2020-01-01T00:54:45.000","211","33",
"HV0003","B02865","2020-01-01T00:56:08.000","2020-01-01T01:12:17.000","33","65",
"HV0003","B02835","2020-01-01T00:35:40.000","2020-01-01T00:55:43.000","239","79","1"
"HV0003","B02835","2020-01-01T00:59:12.000","2020-01-01T01:19:28.000","79","263",
"HV0003","B02880","2020-01-01T00:25:57.000","2020-01-01T01:02:35.000","90","47",
"HV0003","B02764","2020-01-01T00:17:44.000","2020-01-01T00:22:51.000","79","114",
"HV0003","B02764","2020-01-01T00:27:16.000","2020-01-01T00:35:48.000","144","79",
"HV0003","B02764","2020-01-01T00:39:24.000","2020-01-01T01:08:24.000","79","173",
"HV0005","B02510","2020-01-01T00:04:39.000","2020-01-01T00:08:40.000","216","216","1"
"HV0005","B02510","2020-01-01T00:16:14.000","2020-01-01T00:38:34.000","216","61",
"HV0005","B02510","2020-01-01T00:46:04.000","2020-01-01T00:59:25.000","62","91",
"HV0003","B02835","2020-01-01T00:00:44.000","2020-01-01T00:10:55.000","107","144",
"HV0003","B02835","2020-01-01T00:18:29.000","2020-01-01T00:30:11.000","148","233",
"HV0003","B02835","2020-01-01T00:34:26.000","2020-01-01T01:04:51.000","170","238",
"HV0003","B02872","2020-01-01T00:17:35.000","2020-01-01T00:39:16.000","83","219",
"HV0003","B02872","2020-01-01T00:43:12.000","2020-01-01T00:54:36.000","219","218",
"HV0003","B02872","2020-01-01T00:57:15.000","2020-01-01T01:52:32.000","218","89","1"
"HV0003","B02764","2020-01-01T00:10:00.000","2020-01-01T00:35:12.000","151","33",
"HV0003","B02764","2020-01-01T00:40:14.000","2020-01-01T00:52:26.000","33","49",
"HV0003","B02764","2020-01-01T00:55:35.000","2020-01-01T01:18:30.000","49","80",
"HV0005","B02510","2020-01-01T00:25:46.000","2020-01-01T01:31:00.000","79","265","1"
"HV0005","B02510","2020-01-01T00:38:00.000","2020-01-01T00:47:42.000","107","186","1"
"HV0003","B02870","2020-01-01T00:15:32.000","2020-01-01T00:37:45.000","80","181",
"HV0003","B02870","2020-01-01T00:40:59.000","2020-01-01T00:49:51.000","106","228",
"HV0003","B02870","2020-01-01T00:56:48.000","2020-01-01T01:30:55.000","181","198",
"HV0005","B02510","2020-01-01T00:45:55.000","2020-01-01T01:07:46.000","151","250",
"HV0003","B02876","2020-01-01T00:28:34.000","2020-01-01T00:34:07.000","223","223",
"HV0003","B02876","2020-01-01T00:35:19.000","2020-01-01T01:01:58.000","223","225",
"HV0003","B02875","2020-01-01T00:01:04.000","2020-01-01T00:20:53.000","239","107",
"HV0003","B02875","2020-01-01T00:33:45.000","2020-01-01T01:02:05.000","90","143",
"HV0003","B02888","2020-01-01T00:17:05.000","2020-01-01T00:34:14.000","162","231",
"HV0003","B02888","2020-01-01T00:37:33.000","2020-01-01T01:08:08.000","231","92",
"HV0003","B02836","2020-01-01T00:32:08.000","2020-01-01T00:49:00.000","249","148",
"HV0003","B02836","2020-01-01T00:52:58.000","2020-01-01T01:01:31.000","148","261",
"HV0005","B02510","2020-01-01T00:12:16.000","2020-01-01T00:27:35.000","142","161",
"HV0005","B02510","2020-01-01T00:20:08.000","2020-01-01T00:37:48.000","229","255",
"HV0005","B02510","2020-01-01T00:44:16.000","2020-01-01T00:55:04.000","256","37",
"HV0003","B02869","2020-01-01T00:39:53.000","2020-01-01T01:04:13.000","113","140",
"HV0005","B02510","2020-01-01T00:07:12.000","2020-01-01T00:19:09.000","137","68",
"HV0005","B02510","2020-01-01T00:26:34.000","2020-01-01T00:34:44.000","68","90",
"HV0005","B02510","2020-01-01T00:40:39.000","2020-01-01T01:25:16.000","234","265",
"HV0005","B02510","2020-01-01T00:47:35.000","2020-01-01T01:03:46.000","91","39",
"HV0003","B02876","2020-01-01T00:13:18.000","2020-01-01T00:42:55.000","255","91",
"HV0005","B02510","2020-01-01T00:10:12.000","2020-01-01T00:35:14.000","158","146",
"HV0005","B02510","2020-01-01T00:42:14.000","2020-01-01T01:03:49.000","226","126",
"HV0003","B02765","2020-01-01T00:14:39.000","2020-01-01T00:28:07.000","141","239",
"HV0003","B02765","2020-01-01T00:32:28.000","2020-01-01T00:47:20.000","239","263","1"
"HV0003","B02765","2020-01-01T00:37:07.000","2020-01-01T00:48:15.000","239","263","1"
"HV0003","B02765","2020-01-01T00:52:17.000","2020-01-01T01:11:21.000","236","4",
"HV0003","B02764","2020-01-01T00:20:56.000","2020-01-01T00:31:02.000","211","87",
"HV0003","B02764","2020-01-01T00:42:26.000","2020-01-01T01:20:10.000","87","201",
"HV0003","B02835","2020-01-01T00:11:01.000","2020-01-01T00:26:56.000","151","50",
"HV0003","B02835","2020-01-01T00:39:37.000","2020-01-01T01:16:33.000","50","146",
"HV0003","B02876","2020-01-01T00:33:24.000","2020-01-01T00:55:33.000","249","255",
"HV0003","B02872","2020-01-01T00:20:28.000","2020-01-01T00:32:13.000","211","265",
"HV0003","B02617","2020-01-01T00:23:57.000","2020-01-01T00:58:41.000","164","60",
"HV0003","B02888","2020-01-01T00:03:25.000","2020-01-01T00:29:15.000","236","265",
"HV0003","B02682","2020-01-01T00:31:26.000","2020-01-01T00:40:59.000","172","221",
"HV0003","B02682","2020-01-01T00:50:12.000","2020-01-01T01:03:09.000","214","187",
"HV0003","B02765","2020-01-01T00:20:33.000","2020-01-01T00:42:50.000","162","231",
"HV0003","B02765","2020-01-01T00:46:54.000","2020-01-01T01:15:04.000","261","42",
"HV0005","B02510","2020-01-01T00:54:48.000","2020-01-01T01:00:19.000","90","246",
"HV0003","B02879","2020-01-01T00:14:01.000","2020-01-01T00:27:56.000","151","243",
"HV0003","B02879","2020-01-01T00:33:27.000","2020-01-01T00:46:30.000","243","235",
"HV0003","B02879","2020-01-01T00:49:41.000","2020-01-01T01:12:12.000","235","137",
"HV0003","B02764","2020-01-01T00:55:18.000","2020-01-01T01:01:46.000","239","143",
"HV0003","B02836","2020-01-01T00:10:52.000","2020-01-01T00:15:19.000","71","72",
"HV0003","B02836","2020-01-01T00:21:34.000","2020-01-01T00:39:33.000","35","17",
"HV0003","B02836","2020-01-01T00:47:08.000","2020-01-01T01:04:14.000","256","158",
"HV0003","B02871","2020-01-01T00:16:00.000","2020-01-01T00:39:30.000","178","255",
"HV0003","B02871","2020-01-01T00:46:24.000","2020-01-01T00:51:42.000","80","37",
"HV0003","B02889","2020-01-01T00:10:09.000","2020-01-01T00:32:49.000","234","97",
"HV0003","B02889","2020-01-01T00:37:33.000","2020-01-01T00:59:41.000","97","89",
"HV0005","B02510","2020-01-01T00:28:15.000","2020-01-01T00:33:18.000","166","166",
"HV0003","B02877","2020-01-01T00:32:42.000","2020-01-01T00:47:54.000","163","255",
"HV0003","B02877","2020-01-01T00:52:11.000","2020-01-01T01:00:31.000","256","112",
"HV0003","B02765","2020-01-01T00:51:51.000","2020-01-01T01:35:23.000","48","65",
"HV0005","B02510","2020-01-01T00:46:58.000","2020-01-01T00:52:12.000","231","88",
"HV0005","B02510","2020-01-01T00:53:56.000","2020-01-01T01:31:52.000","87","48",
"HV0003","B02866","2020-01-01T00:02:19.000","2020-01-01T00:29:27.000","228","35",
"HV0003","B02866","2020-01-01T00:32:31.000","2020-01-01T00:37:43.000","35","72",
"HV0003","B02866","2020-01-01T00:40:37.000","2020-01-01T00:48:28.000","72","61",
"HV0003","B02866","2020-01-01T00:50:59.000","2020-01-01T01:17:06.000","61","97",
"HV0003","B02869","2020-01-01T00:15:38.000","2020-01-01T00:39:35.000","37","113",
"HV0003","B02869","2020-01-01T00:42:32.000","2020-01-01T01:07:47.000","114","198",
"HV0003","B02877","2020-01-01T00:19:37.000","2020-01-01T00:33:06.000","49","260",
"HV0005","B02510","2020-01-01T00:26:25.000","2020-01-01T00:50:46.000","87","80",
"HV0005","B02510","2020-01-01T00:55:58.000","2020-01-01T01:13:36.000","80","25",
"HV0003","B02869","2020-01-01T00:41:48.000","2020-01-01T00:58:09.000","234","170",
