"record_type","borough","block","lot","easement","account_type","id_account","date_account_period_begins","date_account_period_ends","tax_class","building_class","status","transaction_records_counter","id_internal","date_grace_period_end","amount_liability","amount_collections","amount_initial_total","amount_discount_early_pay","amount_balance","date_update","date_due_period","date_penalty_and_interest"
"1","1","00004","1011",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041011360","2016-07-01","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1011",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041011360","2017-01-03","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1011",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041011360","2017-07-03","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1011",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041011360","2018-01-02","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1011",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041011360","2018-07-02","00000009787.84","00000009787.84","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1011",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041011360","2019-01-02","00000009787.84","00000000000.00","00000000000.00","00000000000.00","00000009787.84","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1011",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041011360","2016-07-01","00000187571.48","00000187571.48","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1011",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041011360","2017-01-03","00000183757.04","00000183757.04","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1011",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041011360","2017-07-03","00000191989.40","00000191989.40","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1011",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041011360","2018-01-02","00000189126.56","00000189126.56","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1011",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041011360","2018-07-02","00000217928.28","00000217928.28","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1011",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041011360","2019-01-02","00000221273.54","00000000000.00","00000000000.00","00000000000.00","00000221273.54","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1012",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041012360","2016-07-01","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1012",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041012360","2017-01-03","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1012",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041012360","2017-07-03","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1012",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041012360","2018-01-02","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1012",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041012360","2018-07-02","00000009787.84","00000009787.84","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1012",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041012360","2019-01-02","00000009787.84","00000000000.00","00000000000.00","00000000000.00","00000009787.84","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1012",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041012360","2016-07-01","00000187571.48","00000187571.48","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1012",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041012360","2017-01-03","00000183757.04","00000183757.04","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1012",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041012360","2017-07-03","00000191989.40","00000191989.40","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1012",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041012360","2018-01-02","00000189126.56","00000189126.56","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1012",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041012360","2018-07-02","00000217928.28","00000217928.28","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1012",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041012360","2019-01-02","00000221273.54","00000000000.00","00000000000.00","00000000000.00","00000221273.54","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1013",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041013360","2016-07-01","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1013",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041013360","2017-01-03","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1013",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041013360","2017-07-03","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1013",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041013360","2018-01-02","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1013",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041013360","2018-07-02","00000009787.84","00000009787.84","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1013",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041013360","2019-01-02","00000009787.84","00000000000.00","00000000000.00","00000000000.00","00000009787.84","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1013",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041013360","2016-07-01","00000187571.48","00000187571.48","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1013",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041013360","2017-01-03","00000183757.04","00000183757.04","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1013",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041013360","2017-07-03","00000191989.40","00000191989.40","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1013",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041013360","2018-01-02","00000189126.56","00000189126.56","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1013",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041013360","2018-07-02","00000217928.28","00000217928.28","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1013",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041013360","2019-01-02","00000221273.54","00000000000.00","00000000000.00","00000000000.00","00000221273.54","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1014",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041014360","2016-07-01","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1014",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041014360","2017-01-03","00000007346.10","00000007346.10","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1014",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041014360","2017-07-03","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1014",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041014360","2018-01-02","00000007480.04","00000007480.04","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1014",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041014360","2018-07-02","00000009787.84","00000009787.84","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1014",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041014360","2019-01-02","00000009787.84","00000000000.00","00000000000.00","00000000000.00","00000009787.84","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1014",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041014360","2016-07-01","00000187571.48","00000187571.48","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1014",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041014360","2017-01-03","00000183757.04","00000183757.04","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1014",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041014360","2017-07-03","00000191989.40","00000191989.40","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1014",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041014360","2018-01-02","00000189126.56","00000189126.56","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1014",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041014360","2018-07-02","00000217928.28","00000217928.28","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1014",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041014360","2019-01-02","00000221273.54","00000000000.00","00000000000.00","00000000000.00","00000221273.54","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1015",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041015360","2016-07-01","00000007343.28","00000007343.28","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1015",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041015360","2017-01-03","00000007343.28","00000007343.28","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1015",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041015360","2017-07-03","00000007477.18","00000007477.18","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1015",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041015360","2018-01-02","00000007477.18","00000007477.18","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1015",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041015360","2018-07-02","00000009784.10","00000009784.10","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1015",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041015360","2019-01-02","00000009784.10","00000000000.00","00000000000.00","00000000000.00","00000009784.10","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1015",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041015360","2016-07-01","00000187474.94","00000187474.94","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1015",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041015360","2017-01-03","00000183661.98","00000183661.98","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1015",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041015360","2017-07-03","00000191891.12","00000191891.12","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1015",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041015360","2018-01-02","00000189029.40","00000189029.40","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1015",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041015360","2018-07-02","00000217826.30","00000217826.30","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1015",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041015360","2019-01-02","00000221171.56","00000000000.00","00000000000.00","00000000000.00","00000221171.56","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1016",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041016360","2016-07-01","00000007198.98","00000007198.98","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1016",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041016360","2017-01-03","00000007198.98","00000007198.98","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1016",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041016360","2017-07-03","00000007330.24","00000007330.24","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1016",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041016360","2018-01-02","00000007330.24","00000007330.24","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1016",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041016360","2018-07-02","00000009591.82","00000009591.82","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1016",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041016360","2019-01-02","00000009591.82","00000000000.00","00000000000.00","00000000000.00","00000009591.82","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1016",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041016360","2016-07-01","00000185089.90","00000185089.90","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1016",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041016360","2017-01-03","00000181326.16","00000181326.16","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1016",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041016360","2017-07-03","00000189449.18","00000189449.18","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1016",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041016360","2018-01-02","00000186624.40","00000186624.40","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1016",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041016360","2018-07-02","00000215040.07","00000215040.07","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1016",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041016360","2019-01-02","00000218340.24","00000000000.00","00000000000.00","00000000000.00","00000218340.24","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1017",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041017360","2016-07-01","00000007198.98","00000007198.98","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1017",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041017360","2017-01-03","00000007198.98","00000007198.98","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1017",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041017360","2017-07-03","00000007330.24","00000007344.71","00000000014.47","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1017",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041017360","2018-01-02","00000007330.24","00000007330.24","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1017",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041017360","2018-07-02","00000009591.82","00000009591.82","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1017",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041017360","2019-01-02","00000009591.82","00000000000.00","00000000000.00","00000000000.00","00000009591.82","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1017",,"270",,"2016-07-01","2016-12-31","4","RB","0","004","1000041017360","2016-07-01","00000244552.36","00000244552.36","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1017",,"270",,"2017-01-01","2017-06-30","4","RB","0","007","1000041017360","2017-01-03","00000240788.62","00000240788.62","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1017",,"270",,"2017-07-01","2017-12-31","4","RB","0","004","1000041017360","2017-07-03","00000248911.64","00000249403.00","00000000491.36","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1017",,"270",,"2018-01-01","2018-06-30","4","RB","0","007","1000041017360","2018-01-02","00000246086.86","00000246086.86","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1017",,"270",,"2018-07-01","2018-12-31","4","RB","0","004","1000041017360","2018-07-02","00000258001.68","00000258001.68","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1017",,"270",,"2019-01-01","2019-06-30","4","RB","D","004","1000041017360","2019-01-02","00000258001.68","00000000000.00","00000000000.00","00000000000.00","00000258001.68","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1018",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041018360","2016-07-01","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1018",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041018360","2017-01-03","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1018",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041018360","2017-07-03","00000007583.12","00000007598.09","00000000014.97","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1018",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041018360","2018-01-02","00000007583.12","00000007583.12","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1018",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041018360","2018-07-02","00000009922.72","00000009922.72","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1018",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041018360","2019-01-02","00000009922.72","00000000000.00","00000000000.00","00000000000.00","00000009922.72","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1018",,"270",,"2016-07-01","2016-12-31","4","RB","0","004","1000041018360","2016-07-01","00000252497.58","00000252497.58","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1018",,"270",,"2017-01-01","2017-06-30","4","RB","0","007","1000041018360","2017-01-03","00000248611.56","00000248611.56","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1018",,"270",,"2017-07-01","2017-12-31","4","RB","0","004","1000041018360","2017-07-03","00000256998.58","00000257505.91","00000000507.33","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1018",,"270",,"2018-01-01","2018-06-30","4","RB","0","007","1000041018360","2018-01-02","00000254082.02","00000254082.02","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1018",,"270",,"2018-07-01","2018-12-31","4","RB","0","004","1000041018360","2018-07-02","00000266383.86","00000266383.86","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1018",,"270",,"2019-01-01","2019-06-30","4","RB","D","004","1000041018360","2019-01-02","00000266383.86","00000000000.00","00000000000.00","00000000000.00","00000266383.86","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1019",,"011",,"2016-01-26","0001-01-01","4","RB","0","001","1000041019360","2016-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-01-26","2016-07-01","2015-07-01"
"1","1","00004","1019",,"019","92000","2016-07-01","2016-12-31","4","RB","0","003","1000041019360","2016-07-01","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2016-07-01","2015-07-01"
"1","1","00004","1019",,"019","92000","2017-01-01","2017-06-30","4","RB","0","003","1000041019360","2017-01-03","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2017-01-01","2015-07-01"
"1","1","00004","1019",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041019360","2017-07-03","00000007583.12","00000007598.09","00000000014.97","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1019",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041019360","2018-01-02","00000007583.12","00000007583.12","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1019",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041019360","2018-07-02","00000009922.72","00000009922.72","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1019",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041019360","2019-01-02","00000009922.72","00000000000.00","00000000000.00","00000000000.00","00000009922.72","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1019",,"270",,"2016-07-01","2016-12-31","4","RB","0","007","1000041019360","2016-07-01","00000191097.60","00000191097.60","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1019",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041019360","2017-01-03","00000187211.58","00000187211.58","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1019",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041019360","2017-07-03","00000195598.60","00000195984.72","00000000386.12","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1019",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041019360","2018-01-02","00000192682.04","00000192682.04","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1019",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041019360","2018-07-02","00000211799.28","00000211799.28","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1019",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041019360","2019-01-02","00000225430.08","00000000000.00","00000000000.00","00000000000.00","00000225430.08","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1020",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041020360","2016-07-01","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1020",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041020360","2017-01-03","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1020",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041020360","2017-07-03","00000007583.12","00000007598.09","00000000014.97","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1020",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041020360","2018-01-02","00000007583.12","00000007583.12","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1020",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041020360","2018-07-02","00000009922.72","00000009922.72","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1020",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041020360","2019-01-02","00000009922.72","00000000000.00","00000000000.00","00000000000.00","00000009922.72","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1020",,"270",,"2016-07-01","2016-12-31","4","RB","0","004","1000041020360","2016-07-01","00000252497.58","00000252497.58","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1020",,"270",,"2017-01-01","2017-06-30","4","RB","0","007","1000041020360","2017-01-03","00000248611.56","00000248611.56","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1020",,"270",,"2017-07-01","2017-12-31","4","RB","0","004","1000041020360","2017-07-03","00000256998.58","00000257505.91","00000000507.33","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1020",,"270",,"2018-01-01","2018-06-30","4","RB","0","007","1000041020360","2018-01-02","00000254082.02","00000254082.02","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1020",,"270",,"2018-07-01","2018-12-31","4","RB","0","004","1000041020360","2018-07-02","00000266383.86","00000266383.86","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1020",,"270",,"2019-01-01","2019-06-30","4","RB","D","004","1000041020360","2019-01-02","00000266383.86","00000000000.00","00000000000.00","00000000000.00","00000266383.86","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1021",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041021360","2016-07-01","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1021",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041021360","2017-01-03","00000007447.32","00000007447.32","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1021",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041021360","2017-07-03","00000007583.12","00000007598.09","00000000014.97","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1021",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041021360","2018-01-02","00000007583.12","00000007583.12","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
