"license_number","name","type","current_status","dmv_license_plate_number","vehicle_vin_number","vehicle_type","model_year","medallion_type","agent_number","agent_name","agent_telephone_number","agent_website_address","agent_address","last_updated_date","last_updated_time"
"9G47","DARREG TAXI CORP","05/31/2025","CUR","Y104100C","2T3LWRFV2LW046464","HYB","2020","NAMED DRIVER","289","BOULEVARD TAXI LEASING INC","(718)932-3312",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"7F91","SPIRANDER TAXI INC.","05/31/2024","CUR","Y102375C","NM0GE9E28K1431047","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4C75","JABEDA LLC","05/31/2025","CUR","Y206134C","JTMLWRFV4PD176152","HYB","2023","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1R58","DUSHA TAXI LLC.","05/31/2024","CUR","Y200795C","3N8CM0JT1GK700983","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3Y29","GULF TAXI CORP","05/31/2024","CUR","3Y29H","4T1BD1FK1FU152555","HYB","2015","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7Y54","MORE TRANSIT INC","05/31/2024","CUR","Y200774C","5TDZZ3DC2LS059989","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"6F96","LY,HUE,NGOC & LY,SUSAN,VUONG","05/31/2024","CUR","6F96A","WD4PG2EE0K3510074","WAV","2019","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2E78","KULAWIK, MICHAL","05/31/2025","CUR","Y206103C","4T3LWRFV8PU089860","HYB","2023","OWNER MUST DRIVE","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3J26","MIKES TOY NINETEENTH CORP","05/31/2025","CUR","Y200095C","4T3LWRFV6NU066168","HYB","2022","NAMED DRIVER","281","AWESOME MANAGEMENT INC.","(212)967-7577",,"520 WEST   44 STREET NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"9E48","USA KHAN LLC","05/31/2025","CUR","Y203501C","NM0GS9E2XM1496512","WAV","2021","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4F16","TITUS,DUBE","05/31/2024","CUR","4F16H","3N8CM0JT1FK710587","WAV","2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1J82","BUNY EXP CAB CORP","05/31/2025","CUR","Y204714C","5TDZZ3DC2HS858193","WAV","2017","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"1D11","SINGH,PARMJIT & MALWA,BALJIT,S.","05/31/2024","CUR","Y102325C","4T3LWRFV9MU019019","HYB","2021","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9P28","ANCHOR CAB CORP","05/31/2024","CUR","Y203074C","JTDZN3EU2GJ047167","HYB","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"7K20","STAR SIXTEEN CAB CORP","05/31/2024","CUR","Y200036C","4T4BF1FK6GR526773",,"2016","NAMED DRIVER","366","I ROSENBERG AUTO REPAIRS INC","(212)279-3166",,"514 WEST   44 STREET NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"9N59","6G77 & 9N59 ACQUISITION LLC","05/31/2025","CUR","Y206073C","4T3LWRFV4PU089693","HYB","2023","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"9L11","BANTA TAXI 33 LLC","05/31/2025","CUR","Y200859C","2T3LWRFV3LW076959","HYB","2020","NAMED DRIVER","354","SEPTUAGINT SOLUTIONS LLC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2W40","KUMAR, PUSHPINDER","05/31/2025","CUR","2W40H","NM0GS9E29L1479134","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"4F66","PGLC 20 LLC","05/31/2024","CUR","Y205764C","JTMMWRFV5KD040545","HYB","2019","OWNER MUST DRIVE","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5K14","DECLINE CAB CORP","05/31/2024","CUR","5K14H","5TDZK3DC6GS760724","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1J40","MOURNE TRANS CORP","05/31/2025","CUR","Y100616C","JTMRJREV8JD231297","HYB","2018","NAMED DRIVER","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"6E98","E&S TAXI LLC","05/31/2025","CUR","Y204821C","NM0GS9E29N1531543","WAV","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9B12","HAR HAR CORP","05/31/2024","CUR","Y103338C","JTMRJREV2JD259564","HYB","2018","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6P14","BRADLEY CAB CORP","05/31/2024","CUR","6P14C","4T1BD1FK5EU124708","HYB","2014","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4L81","GRAND CAB LLC","05/31/2025","CUR","Y202624C","NM0GS9E2XL1461581","WAV","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"9N20","ASHOKA CAB LLC","05/31/2025","CUR","Y201756C","3N8CM0JTXFK717988",,"2015","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"6E94","SIVOTA LLC","05/31/2025","CUR","Y102203C","3N8CM0JT2HK710214","WAV","2017","OWNER MUST DRIVE","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"7Y86","RODENO INC","05/31/2024","CUR","7Y86H","3N8CM0JT8EK702811","WAV","2014","NAMED DRIVER","113","CHECKER MANAGEMENT CORP","(718)361-6300",,"11-05   38 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2M73","NACHIS TAXI INC","05/31/2024","CUR","Y204411C","NM0GS9E23N1526788","WAV","2022","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9T47","TANVIR & SONS LLC","05/31/2024","CUR","Y205250C","2T3LWRFV5MW121854","HYB","2021","OWNER MUST DRIVE","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3P65","MT ATHOS SERVICES LLC","05/31/2024","CUR","Y200287C","3N8CM0JT5GK699370","WAV","2016","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4C61","KAHSAI, YACOB","05/31/2025","CUR","4C61A","4T3LWRFV0MU031284","HYB","2021","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6A90","PARASKEVOULA LLC","05/31/2025","CUR","Y202560C","JTDZN3EU7GJ051005","HYB","2016","NAMED DRIVER","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"6K45","ALEXANDRA TAXI INC","05/31/2024","CUR","Y205537C","5YJYGDEEXMF245406","BEV","2021","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"2D68","LOLO TRANSPORT INC.","05/31/2024","CUR","Y206383C","2T3LWRFV3KW011186","HYB","2019","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8H55","8H54 & 8H55 ACQUISITION, LLC","05/31/2024","CUR","Y201959C","2T3LWRFV7LW066905","HYB","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"6L36","FARRA TAXI INC","05/31/2025","CUR","Y202247C","NM0GS9E20L1478454","WAV","2020","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8C70","DESLIENS,BRUNEL","05/31/2025","CUR","8C70A","JTMRJREV6HD066778","HYB","2017","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2G99","AMAR NS TAXI CORP.","05/31/2023","CUR","Y200175C","4T1B31HK6JU507230","HYB","2018","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"5B86","GULLEY CAB CORP.","05/31/2024","CUR","5B86C","NM0GS9E20N1545251","WAV","2022","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6N28","HAMILTON TRANSIT LLC","05/31/2025","CUR","Y204900C","NM0GS9E23N1531926","WAV","2022","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"9T49","MR TAXI LLC","05/31/2024","CUR","Y203286C","JTML6RFV4LD003306","HYB","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1B98","GGR ENTERPRISE CORP.","05/31/2024","CUR","Y102304C","NM0GE9E26K1431306","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"2N96","ROULA & ELENI INC","05/31/2025","CUR","Y201709C","2T3LWRFV7KW031781","HYB","2019","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2E38","FARZANA & KS FAMILY LLC","05/31/2025","CUR","Y205215C","4T3MWRFV1PU082561","HYB","2023","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"5J19","TAMARA TRANS INC","05/31/2025","CUR","Y202653C","3N8CM0JT6KK704004","WAV","2019","NAMED DRIVER","289","BOULEVARD TAXI LEASING INC","(718)932-3312",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"9L82","7H93 & 9L82 ACQUISITION, LLC","05/31/2024","CUR","Y202287C","4T3LWRFVXMU030921","HYB","2021","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"9A45","MANN CAB LLC","05/31/2025","CUR","Y203338C","4T3RWRFV4MU044906","HYB","2021","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"5N77","SPOILED ROTTEN TRANS INC.","05/31/2025","CUR","Y202493C","3N8CM0JT2GK694725","WAV","2016","NAMED DRIVER","259","MC GUINNESS MANAGEMENT CORP","(718)389-4483",,"330 MC GUINNESS BOULEVARD BKLYN NY 11222","2023-08-27T00:00:00.000","13:20"
"7F89","AKTER NOOR CORP.","05/31/2024","CUR","Y203105C","NM0GS9E27L1477558","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"6H37","RETSINA CAB CORPORATION","05/31/2024","CUR","Y201087C","4T1BD1FK9FU160810","HYB","2015","NAMED DRIVER","110","WINNERS GARAGE INC","(718)458-7000",,"34-14   64 STREET WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"7D23","ZARATE,JOSE","05/31/2024","CUR","7D23A","NM0GS9E24N1544748","WAV","2022","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2P63","JOHNLEF TAXI CORP","05/31/2024","CUR","Y201551C","2T3LWRFVXLW046650","HYB","2020","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"5J27","SKILLA LLC","05/31/2025","CUR","Y102372C","1FMCU9BZ3NUA66216","HYB","2022","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3A97","CHIU,MO,MING","05/31/2025","CUR","3A97B","4T1BD1FKXFU151047","HYB","2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8J39","LATIF M. MIRZA LLC","05/31/2024","CUR","Y202455C","NM0GS9E22L1475717","WAV","2020","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"4C17","VIEUX, VANES","05/31/2025","CUR","Y204844C","JTMRJREV7JD259124","HYB","2018","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8C43","BLUE SNOW LLC","05/31/2025","CUR","Y204121C","JTMLWRFV2ND151473","HYB","2022","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"1T62","NWADUWA TAXI INC.","05/31/2024","CUR","1T62H","5TDZZ3DCXLS084123","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"9C97","DS NY TAXI, LLC","05/31/2025","CUR","Y201277C","NM0GS9E27L1453812","WAV","2020","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"2V54","LAVENDER TAXI CORP.","05/31/2024","CUR","Y200413C","3FA6P0LU4JR138653","HYB","2018","NAMED DRIVER","290","UNITED TAXI MANAGEMENT GROUP, INC.","(718)392-4600",,"43-10   39 STREET LIC NY 11104","2023-08-27T00:00:00.000","13:20"
"8P65","LEROY CAB CORP","05/31/2024","CUR","Y200083C","JTMRJREV9GD034101","HYB","2016","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9V45","DIMOND STAR LLC","05/31/2024","CUR","Y204827C","JTMLWRFV4PD175244","HYB","2023","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"7N22","OM JAI LAXMI NARAYAN LLC","05/31/2025","CUR","7N22H","4T1BD1FK9FU175937","HYB","2015","NAMED DRIVER","999",,,,,"2023-08-27T00:00:00.000","13:20"
"8A36","DESSOURCES,GERARD,W","05/31/2025","CUR","8A36C","5TDZA3EH3CS025979",,"2012","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3T49","DAS,DIPAN","05/31/2024","CUR","3T49B","4T3RWRFV7PU083798","HYB","2023","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6P57","ZEUS TRANSPORT INC","05/31/2024","CUR","Y200551C","3N8CM0JT3GK701777","WAV","2016","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3A66","ZOLTAN TRANS LLC","05/31/2025","CUR","Y103264C","JTMRJREV0JD259515","HYB","2018","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8N55","EMMA CAB CORP","05/31/2025","CUR","8N55J","JTMRJREV9JD219627","HYB","2018","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"2Y18","ACTIVE TAXI CORP","05/31/2024","CUR","2Y18B","4T1BD1FK6EU126077","HYB","2014","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2J13","ELDA CAB CORP","05/31/2025","CUR","Y203813C","4T3LWRFV6NU063917","HYB","2022","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"8E23","LUONG,PETER,M","05/31/2025","CUR","8E23B","NM0GS9E22L1478455","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"8V25","MOTZKIN TAXI INC","05/31/2024","CUR","Y201084C","3N8CM0JT9GK700617","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6L87","ANEMONE TAXI INC","05/31/2025","CUR","6L87B","2T3LWRFV8KW016299","HYB","2019","NAMED DRIVER","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"4P32","GRANDPAS TAXI INC.","05/31/2024","CUR","Y204753C","4T3LWRFV0NU071883","HYB","2022","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6K16","M & H TRANSIT CONNECT LLC","05/31/2024","CUR","Y201453C","NM0GS9E21L1459136","WAV","2020","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"1H82","PORTES TRANSPORT INC.","05/31/2024","CUR","Y102190C","3N8CM0JTXGK699686","WAV","2016","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5K74","BASS CAB CORP","05/31/2024","CUR","Y200509C","JTDZN3EU6FJ023663","HYB","2015","NAMED DRIVER","366","I ROSENBERG AUTO REPAIRS INC","(212)279-3166",,"514 WEST   44 STREET NEW YORK NY 10036","2023-08-27T00:00:00.000","13:20"
"8G44","LEKES TRANS INC","05/31/2023","CUR","8G44H","3N8CM0JT1GK695039","WAV","2016","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"5G41","JEN TAXI LLC","05/31/2025","CUR","Y103959C","3N8CM0JT0FK718714",,"2015","NAMED DRIVER","017","521 WEST 21ST ST MANAGEMENT CORP","(212)665-4900",,"415 WEST  127 STREET NEW YORK NY 10027","2023-08-27T00:00:00.000","13:20"
"7D18","BAINS,BHAJAN,S","05/31/2024","CUR","7D18C","5TDZARFH1FS011570",,"2015","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4L23","TAHITIAN TAXI INC","05/31/2023","CUR","Y100333C","JTDZN3EU5FJ023296","HYB","2015","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3C81","JAAF INC","05/31/2025","CUR","3C81C","5TDGZRBH9MS555947","HYB","2021","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"3C53","HARGUN RATAN LLC","05/31/2025","CUR","Y101678C","JTMRWRFV1PD182498","HYB","2023","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"8F57","DUCLAIR, JEAN E.","05/31/2024","CUR","Y101052C","5TDZZ3DC1JS961398","WAV","2018","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1Y28","RED EXPRESS CAB CORP","05/31/2024","CUR","Y206212C","5TDKRKEC3PS144422","WAV","2023","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"4K41","AZA TAXI LTD","05/31/2024","CUR","Y203523C","NM0GS9E29M1496520","WAV","2021","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6E54","HOQUE, AJMOL","05/31/2025","CUR","Y100975C","JTMRJREVXJD248425","HYB","2018","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"3K71","HAMID TRANS CORP","05/31/2024","CUR","3K71C","4T1BD1FK7FU151720","HYB","2015","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"4K15","BROOKSJOY LLC","05/31/2024","CUR","Y202110C","3N8CM0JT3GK701858","WAV","2016","NAMED DRIVER","325","ARTHUR CAB LEASING CORP.","(718)392-3013",,"25-11   41 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9G69","JEROD TAXI INC.","05/31/2025","CUR","Y203291C","4T1BD1FK3FU149432","HYB","2015","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"6K55","DIMOND STAR LLC","05/31/2024","CUR","Y206657C","4T3RWRFV9NU076686","HYB","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"4D54","MEHTA, GIRISH","05/31/2024","CUR","Y102806C","NM0GE9E20K1431320","WAV","2019","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"3K95","BREB CAB CORP","05/31/2024","CUR","Y201883C","JTDZN3EU5GJ052640","HYB","2016","NAMED DRIVER","325","ARTHUR CAB LEASING CORP.","(718)392-3013",,"25-11   41 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"9P61","HERO CAB CORP","05/31/2024","CUR","Y200115C","NM0GS9E27N1532531","WAV","2022","NAMED DRIVER","292","CITY TRANSPORT MGMT INC.","(718)507-4840",,"54-18 BROADWAY WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"4M59","TROVER CAB CORP","05/31/2024","CUR","Y206604C","2T3MWRFV4KW046193","HYB","2019","NAMED DRIVER","340","ALL TAXI NY LLC","(718)361-0033",,"36-01   43 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"2E86","SINGH,GURPAL","05/31/2025","CUR","Y201389C","NM0GS9E29L1478517","WAV","2020","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"2F95","SUNDANCE OPERATING LLC","05/31/2024","CUR","Y101020C","3N8CM0JT7HK709351","WAV","2017","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9F19","SEKHON, JATINDER SINGH","05/31/2024","CUR","9F19A","4T1BD1FK3FU167722","HYB","2015","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1D98","BHUIYAN,IFTEKHAR R.","05/31/2024","CUR","1D98C","JTMRJREVXGD027867","HYB","2016","OWNER MUST DRIVE","000",,,,,"2023-08-27T00:00:00.000","13:20"
"6P70","JFP TRANSIT LLC","05/31/2024","CUR","Y203112C","1FMCU9BZ3MUA89297","HYB","2021","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"2J10","SANDHYA CAB LLC","05/31/2025","CUR","Y203851C","NM0GS9E22N1526832","WAV","2022","NAMED DRIVER",,,,,,"2023-08-27T00:00:00.000","13:20"
"2Y31","ALCO TAXI CORP","05/31/2024","CUR","Y103661C","1FMCU9BZ0NUA66044","HYB","2022","NAMED DRIVER","013","TEAM SYSTEMS CORP","(718)786-0643",,"30-17   40 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"7K41","BIG D TRANSIT INC","05/31/2024","CUR","Y203251C","1FMCU9BZ9NUA14878","HYB","2022","NAMED DRIVER","358","BIG APPLE TAXI MANAGEMENT LLC","(718)779-5000",,"5411 QUEENS BOULEVARD WOODSIDE NY 11377","2023-08-27T00:00:00.000","13:20"
"3D99","SANGLA HILL TRANSPORT LLC","05/31/2025","CUR","Y202494C","3N8CM0JT9GK700889","WAV","2016","OWNER MUST DRIVE",,,,,,"2023-08-27T00:00:00.000","13:20"
"9P41","G AND SONS TRANS INC.","05/31/2024","CUR","Y204391C","3N8CM0JT8GK701550","WAV","2016","NAMED DRIVER","113","CHECKER MANAGEMENT CORP","(718)361-6300",,"11-05   38 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3Y57","NEL TAXI CORP","05/31/2024","CUR","Y101085C","JTMRJREV0JD223470","HYB","2018","NAMED DRIVER","224","S & R MEDALLION CORP","(212)957-9200",,"625 WEST   51 STREET NEW YORK NY 10019","2023-08-27T00:00:00.000","13:20"
"2N85","ANDY TRANS CORP","05/31/2025","CUR","Y200102C","JTMRJREV7GD032721","HYB","2016","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5F46","KRUPNIKAS,RUVIM","05/31/2024","CUR","Y202982C","JTMRJREV5JD259185","HYB","2018","NAMED DRIVER","253","QUEENS MEDALLION LEASING INC.","(718)784-9292",,"21-03   44 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3V90","ESTEIRAN TRANS CORP","05/31/2024","CUR","Y201130C","5TDZZ3DC6LS029829","WAV","2020","NAMED DRIVER","202","ALL TAXI MANAGEMENT INC","(718)361-0055",,"41-25   36 STREET LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"6E35","MATREIYA TRANS CORP","05/31/2025","CUR","6E35C","JTDZN3EUXE3366107","HYB","2014","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1M17","BADEAU SERVICE CORP","05/31/2024","CUR","Y202387C","3N8CM0JT1FK717992","WAV","2015","NAMED DRIVER","201","GREEN APPLE MANAGEMENT CORP","(718)361-5555",,"34-20   31 STREET LIC NY 11106","2023-08-27T00:00:00.000","13:20"
"3V27","IDIOT WIND CAB CORP","05/31/2024","CUR","Y202717C","NM0GS9E2XN1526805","WAV","2022","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"3V25","HAVANA AFFAIR CAB CORP","05/31/2024","CUR","Y203095C","NM0GS9E23M1494973","WAV","2021","NAMED DRIVER","356","YELLOW DOG LEASING, LLC","(646)883-4280",,"2359 BORDEN AVENUE FLOOR 1 LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"5N27","BAXTER CAB CORP","05/31/2025","CUR","Y102836C","3N8CM0JT6GK702096","WAV","2016","NAMED DRIVER","325","ARTHUR CAB LEASING CORP.","(718)392-3013",,"25-11   41 AVENUE LIC NY 11101","2023-08-27T00:00:00.000","13:20"
"1C93","LY, DAN","05/31/2025","CUR","1C93A","2T3LWRFV1KW002017","HYB","2019","NAMED DRIVER","000",,,,,"2023-08-27T00:00:00.000","13:20"
"1M46","KRIS TRANS CORP","05/31/2024","CUR","Y202418C","3N8CM0JTXGK699204","WAV","2016","NAMED DRIVER","202","ALL TAXI MANAGEMENT INC","(718)361-0055",,"41-25   36 STREET LIC NY 11101","2023-08-27T00:00:00.000","13:20"
