"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
"2","2019-04-15T09:48:25.000","2019-04-15T09:49:37.000","3","0.54","1","N","238","239","2","3.5","0","0.5","0","0","0.3","6.8","2.5"
"2","2019-04-15T09:16:40.000","2019-04-15T09:28:38.000","1","2.26","1","N","79","170","1","10.5","0","0.5","3.45","0","0.3","17.25","2.5"
"2","2019-04-15T09:29:52.000","2019-04-15T09:34:45.000","1","0.83","1","N","170","162","1","5.5","0","0.5","1.76","0","0.3","10.56","2.5"
"2","2019-04-15T09:36:19.000","2019-04-15T10:10:12.000","1","5.49","1","N","163","107","1","24","0","0.5","3.5","0","0.3","30.8","2.5"
"2","2019-04-15T09:35:24.000","2019-04-15T09:51:54.000","1","4.24","1","N","13","97","1","15.5","0","0.5","1","0","0.3","19.8","2.5"
"2","2019-04-15T09:13:02.000","2019-04-15T09:31:08.000","5","4.35","1","N","263","224","2","15.5","0","0.5","0","0","0.3","18.8","2.5"
"2","2019-04-15T09:33:25.000","2019-04-15T09:36:21.000","5","0.86","1","N","107","170","1","4.5","0","0.5","2.34","0","0.3","10.14","2.5"
"2","2019-04-15T09:37:18.000","2019-04-15T09:50:23.000","5","1.67","1","N","170","140","2","10.5","0","0.5","0","0","0.3","13.8","2.5"
"2","2019-04-15T09:54:57.000","2019-04-15T09:59:24.000","5","0.66","1","N","140","262","2","5","0","0.5","0","0","0.3","8.3","2.5"
"2","2019-04-15T08:58:23.000","2019-04-15T09:10:44.000","1","1.58","1","N","234","246","1","9.5","0","0.5","2.56","0","0.3","15.36","2.5"
"2","2019-04-15T09:17:18.000","2019-04-15T09:31:41.000","2","1.64","1","N","68","234","1","10.5","0","0.5","2.76","0","0.3","16.56","2.5"
"2","2019-04-15T09:34:36.000","2019-04-15T09:57:30.000","1","2.05","1","N","113","209","1","15","0","0.5","1.5","0","0.3","19.8","2.5"
"2","2019-04-15T09:15:58.000","2019-04-15T09:36:09.000","1","3.69","1","N","237","166","1","16","0","0.5","3","0","0.3","22.3","2.5"
"2","2019-04-15T09:47:08.000","2019-04-15T09:57:54.000","1","1.65","1","N","238","236","1","9","0","0.5","2.46","0","0.3","14.76","2.5"
"2","2019-04-15T09:21:58.000","2019-04-15T09:53:49.000","1","7.47","1","N","229","261","1","28.5","0","0.5","0","0","0.3","29.3","0"
"2","2019-04-15T09:56:06.000","2019-04-15T10:25:28.000","1","9.06","1","N","261","111","2","29.5","0","0.5","0","0","0.3","32.8","2.5"
"1","2019-04-15T09:19:14.000","2019-04-15T09:29:33.000","1","1.30","1","N","186","50","2","8.5","2.5","0.5","0","0","0.3","11.8","2.5"
"1","2019-04-15T09:40:16.000","2019-04-15T09:51:43.000","1","0.60","1","N","48","68","1","8","2.5","0.5","2.25","0","0.3","13.55","2.5"
"1","2019-04-15T09:58:22.000","2019-04-15T10:18:33.000","1","2.40","1","N","48","238","2","14","2.5","0.5","0","0","0.3","17.3","2.5"
"2","2019-04-15T09:19:25.000","2019-04-15T09:31:34.000","2","2.09","1","N","113","246","1","10","0","0.5","2.66","0","0.3","15.96","2.5"
"2","2019-04-15T09:32:55.000","2019-04-15T09:44:01.000","2","1.02","1","N","246","230","1","8.5","0","0.5","1.77","0","0.3","13.57","2.5"
"2","2019-04-15T09:45:35.000","2019-04-15T10:15:47.000","2","3.61","1","N","230","148","1","20","0","0.5","4.66","0","0.3","27.96","2.5"
"2","2019-04-15T09:18:25.000","2019-04-15T09:23:40.000","1","0.82","1","N","262","263","1","5.5","0","0.5","1.5","0","0.3","10.3","2.5"
"2","2019-04-15T09:24:32.000","2019-04-15T09:31:37.000","1","0.96","1","N","263","141","1","6","0","0.5","1.4","0","0.3","10.7","2.5"
"2","2019-04-15T09:32:07.000","2019-04-15T09:46:03.000","1","1.34","1","N","141","233","1","9.5","0","0.5","2.56","0","0.3","15.36","2.5"
"2","2019-04-15T09:05:15.000","2019-04-15T09:20:39.000","1","1.57","1","N","170","68","1","10.5","0","0.5","2.76","0","0.3","16.56","2.5"
"2","2019-04-15T09:34:57.000","2019-04-15T10:05:22.000","1","5.12","1","N","100","13","2","22.5","0","0.5","0","0","0.3","25.8","2.5"
"2","2019-04-15T09:10:16.000","2019-04-15T09:15:50.000","1","1.34","1","N","236","239","2","6","0","0.5","0","0","0.3","9.3","2.5"
"2","2019-04-15T09:31:09.000","2019-04-15T09:55:03.000","1","3.14","1","N","43","90","1","16.5","0","0.5","3.96","0","0.3","23.76","2.5"
"2","2019-04-15T09:57:57.000","2019-04-15T10:06:27.000","1","1.19","1","N","90","100","1","7.5","0","0.5","2.16","0","0.3","12.96","2.5"
"1","2019-04-15T09:14:32.000","2019-04-15T09:40:43.000","1","7.00","1","N","229","13","1","25","2.5","0.5","5.65","0","0.3","33.95","2.5"
"2","2019-04-15T09:53:16.000","2019-04-15T10:03:12.000","1","0.94","1","N","170","234","1","7.5","0","0.5","2.16","0","0.3","12.96","2.5"
"2","2019-04-15T09:07:35.000","2019-04-15T09:13:26.000","1","1.21","1","N","75","43","1","6.5","0","0.5","1.96","0","0.3","11.76","2.5"
"2","2019-04-15T09:14:44.000","2019-04-15T09:31:33.000","1","2.06","1","N","237","233","2","12","0","0.5","0","0","0.3","15.3","2.5"
"2","2019-04-15T09:41:55.000","2019-04-15T10:10:25.000","1","7.08","1","N","140","138","1","26","0","0.5","4","0","0.3","33.3","2.5"
"1","2019-04-15T09:13:42.000","2019-04-15T09:23:12.000","1","1.70","1","N","75","236","2","8.5","2.5","0.5","0","0","0.3","11.8","2.5"
"1","2019-04-15T09:27:39.000","2019-04-15T09:31:23.000","1","0.40","1","N","237","237","2","4.5","2.5","0.5","0","0","0.3","7.8","2.5"
"1","2019-04-15T09:35:45.000","2019-04-15T09:41:23.000","1","0.30","1","N","237","162","1","5","2.5","0.5","1.5","0","0.3","9.8","2.5"
"1","2019-04-15T09:59:24.000","2019-04-15T10:22:39.000","4","4.30","1","N","170","13","2","18.5","2.5","0.5","0","0","0.3","21.8","2.5"
"2","2019-04-15T09:45:36.000","2019-04-15T10:31:17.000","1","8.45","1","N","264","264","1","34","0","0.5","8.68","6.12","0.3","52.1","2.5"
"1","2019-04-15T09:17:37.000","2019-04-15T09:25:28.000","1","0.60","1","N","237","162","1","6.5","2.5","0.5","1","0","0.3","10.8","2.5"
"1","2019-04-15T09:38:35.000","2019-04-15T10:01:01.000","1","2.10","1","N","229","164","1","14.5","2.5","0.5","3.55","0","0.3","21.35","2.5"
"2","2019-04-15T09:09:10.000","2019-04-15T09:19:56.000","5","1.38","1","N","229","237","2","8.5","0","0.5","0","0","0.3","11.8","2.5"
"2","2019-04-15T09:22:10.000","2019-04-15T09:28:15.000","5","0.68","1","N","237","237","2","5.5","0","0.5","0","0","0.3","8.8","2.5"
"2","2019-04-15T09:29:36.000","2019-04-15T09:34:41.000","5","0.53","1","N","237","162","1","5","0","0.5","1.24","0","0.3","9.54","2.5"
"2","2019-04-15T09:56:12.000","2019-04-15T10:10:44.000","5","1.54","1","N","237","170","1","10.5","0","0.5","2.76","0","0.3","16.56","2.5"
"1","2019-04-15T09:24:11.000","2019-04-15T09:36:07.000","1","1.30","1","N","237","236","2","9","2.5","0.5","0","0","0.3","12.3","2.5"
"1","2019-04-15T09:38:52.000","2019-04-15T09:44:19.000","1","0.50","1","N","142","143","1","5.5","2.5","0.5","1.32","0","0.3","10.12","2.5"
"1","2019-04-15T09:47:22.000","2019-04-15T09:51:46.000","1","0.70","1","N","143","238","2","5","2.5","0.5","0","0","0.3","8.3","2.5"
"2","2019-04-15T09:20:32.000","2019-04-15T09:34:58.000","1","3.88","1","N","79","12","1","14.5","0","0.5","3.56","0","0.3","21.36","2.5"
"2","2019-04-15T09:17:13.000","2019-04-15T09:24:04.000","1","0.74","1","N","162","170","1","6","0","0.5","1.86","0","0.3","11.16","2.5"
"2","2019-04-15T09:25:27.000","2019-04-15T09:41:05.000","1","2.24","1","N","170","144","1","12","0","0.5","1.53","0","0.3","16.83","2.5"
"2","2019-04-15T09:43:40.000","2019-04-15T10:13:28.000","1","4.70","1","N","113","87","1","22","0","0.5","2.5","0","0.3","27.8","2.5"
"1","2019-04-15T09:17:59.000","2019-04-15T09:29:31.000","1","0.70","1","N","161","230","1","8","2.5","0.5","2.25","0","0.3","13.55","2.5"
"1","2019-04-15T09:53:21.000","2019-04-15T10:02:25.000","1","1.10","1","N","142","239","2","7.5","2.5","0.5","0","0","0.3","10.8","2.5"
"2","2019-04-15T09:03:48.000","2019-04-15T09:28:46.000","2","4.24","1","N","75","233","2","18.5","0","0.5","0","0","0.3","21.8","2.5"
"2","2019-04-15T09:32:02.000","2019-04-15T09:46:03.000","3","1.19","1","N","233","140","1","10","0","0.5","3.99","0","0.3","17.29","2.5"
"2","2019-04-15T09:49:07.000","2019-04-15T09:56:56.000","2","1.17","1","N","140","236","1","7","0","0.5","2.06","0","0.3","12.36","2.5"
"2","2019-04-15T09:32:10.000","2019-04-15T09:34:09.000","1","1.74","2","N","216","132","1","52","0","0.5","14.73","6.12","0.3","73.65","0"
"2","2019-04-15T09:13:12.000","2019-04-15T09:40:35.000","1","11.27","1","N","162","138","2","33.5","0","0.5","0","6.12","0.3","42.92","2.5"
"2","2019-04-15T09:10:31.000","2019-04-15T09:31:04.000","1","2.52","1","N","113","246","1","14.5","0","0.5","3.56","0","0.3","21.36","2.5"
"2","2019-04-15T09:39:42.000","2019-04-15T10:05:33.000","1","1.51","1","N","246","234","1","13","0","0.5","3.26","0","0.3","19.56","2.5"
"1","2019-04-15T09:24:06.000","2019-04-15T09:50:27.000","1","3.60","1","N","43","211","2","18","2.5","0.5","0","0","0.3","21.3","2.5"
"1","2019-04-15T09:57:12.000","2019-04-15T10:13:30.000","1","2.40","1","N","113","161","1","12","2.5","0.5","1","0","0.3","16.3","2.5"
"2","2019-04-15T09:12:00.000","2019-04-15T09:16:47.000","3","0.91","1","N","75","236","1","5.5","0","0.5","1.76","0","0.3","10.56","2.5"
"2","2019-04-15T09:48:47.000","2019-04-15T10:01:59.000","3","3.16","1","N","262","233","1","12","0","0.5","3.82","0","0.3","19.12","2.5"
"2","2019-04-15T09:01:24.000","2019-04-15T09:17:35.000","1","2.28","1","N","231","68","1","12.5","0","0.5","3.16","0","0.3","18.96","2.5"
"2","2019-04-15T09:23:18.000","2019-04-15T09:29:35.000","1","1.29","1","N","230","142","2","7","0","0.5","0","0","0.3","10.3","2.5"
"2","2019-04-15T09:34:43.000","2019-04-15T09:53:16.000","1","1.73","1","N","48","68","1","12.5","0","0.5","3.16","0","0.3","18.96","2.5"
"1","2019-04-15T09:15:15.000","2019-04-15T09:36:48.000","1","1.80","1","N","186","162","1","14","2.5","0.5","1","0","0.3","18.3","2.5"
"1","2019-04-15T09:45:19.000","2019-04-15T09:51:49.000","1","1.20","1","N","237","236","1","6.5","2.5","0.5","2","0","0.3","11.8","2.5"
"1","2019-04-15T09:52:35.000","2019-04-15T10:05:13.000","1","2.30","1","N","236","143","1","10.5","2.5","0.5","1","0","0.3","14.8","2.5"
"1","2019-04-15T09:27:29.000","2019-04-15T09:36:28.000","1","2.40","5","N","4","209","1","12","0","0","3.65","0","0.3","15.95","0"
"1","2019-04-15T09:17:50.000","2019-04-15T09:23:04.000","1","0.80","1","N","234","68","1","5.5","2.5","0.5","1.75","0","0.3","10.55","2.5"
"1","2019-04-15T09:38:53.000","2019-04-15T09:58:27.000","2","2.30","1","N","48","237","1","13.5","2.5","0.5","0.01","0","0.3","16.81","2.5"
"2","2019-04-15T09:15:04.000","2019-04-15T09:39:49.000","3","3.37","1","N","230","236","1","17","0","0.5","4.06","0","0.3","24.36","2.5"
"1","2019-04-15T09:01:18.000","2019-04-15T09:22:35.000","1","2.30","1","N","170","140","1","14","2.5","0.5","4.3","0","0.3","21.6","2.5"
"1","2019-04-15T09:27:38.000","2019-04-15T09:48:08.000","1","1.90","1","N","262","238","1","14","2.5","0.5","3.45","0","0.3","20.75","2.5"
"1","2019-04-15T09:40:58.000","2019-04-15T10:49:02.000","2","18.80","2","N","132","163","2","52","2.5","0.5","0","6.12","0.3","61.42","2.5"
"2","2019-04-15T09:48:57.000","2019-04-15T10:29:40.000","1","8.44","1","N","138","164","1","32","0","0.5","8.28","6.12","0.3","49.7","2.5"
"2","2019-04-15T09:36:49.000","2019-04-15T09:53:52.000","1","1.58","1","N","88","231","2","11.5","0","0.5","0","0","0.3","14.8","2.5"
"1","2019-04-15T09:08:37.000","2019-04-15T09:26:28.000","1","3.60","1","N","179","163","1","15","2.5","0.5","3.66","0","0.3","21.96","2.5"
"1","2019-04-15T09:28:54.000","2019-04-15T09:31:53.000","1","0.70","1","N","163","237","2","4.5","2.5","0.5","0","0","0.3","7.8","2.5"
"1","2019-04-15T09:43:46.000","2019-04-15T09:58:54.000","1","1.10","1","N","162","230","2","10","2.5","0.5","0","0","0.3","13.3","2.5"
"1","2019-04-15T09:36:00.000","2019-04-15T10:21:03.000","1","9.80","1","N","138","162","1","34","2.5","0.5","10.85","6.12","0.3","54.27","2.5"
"1","2019-04-15T09:13:18.000","2019-04-15T09:32:17.000","0","1.30","1","N","186","137","1","12.5","2.5","0.5","4.7","0","0.3","20.5","2.5"
"1","2019-04-15T09:35:05.000","2019-04-15T09:42:14.000","0","0.90","1","N","233","233","1","6.5","2.5","0.5","1.5","0","0.3","11.3","2.5"
"1","2019-04-15T09:47:10.000","2019-04-15T10:03:31.000","0","1.50","1","N","162","234","1","11","2.5","0.5","2.85","0","0.3","17.15","2.5"
"2","2019-04-15T09:31:53.000","2019-04-15T09:44:36.000","1","1.64","1","N","79","170","1","9.5","0","0.5","2.56","0","0.3","15.36","2.5"
"2","2019-04-15T09:51:23.000","2019-04-15T10:01:02.000","1","1.24","1","N","170","107","1","8","0","0.5","2.26","0","0.3","13.56","2.5"
"1","2019-04-15T09:12:45.000","2019-04-15T09:24:10.000","1","1.60","1","N","238","43","1","9","2.5","0.5","2","0","0.3","14.3","2.5"
"1","2019-04-15T09:40:44.000","2019-04-15T09:47:12.000","1","1.10","1","N","239","142","1","6","2.5","0.5","2.3","0","0.3","11.6","2.5"
"1","2019-04-15T09:56:44.000","2019-04-15T10:00:19.000","1","0.60","1","N","239","142","1","4.5","0","0.5","0","0","0.3","5.3","0"
"2","2019-04-15T09:06:55.000","2019-04-15T09:14:43.000","1","0.89","1","N","107","164","1","6.5","0","0.5","1.96","0","0.3","11.76","2.5"
"2","2019-04-15T09:26:04.000","2019-04-15T09:46:24.000","1","1.80","1","N","79","100","1","13.5","0","0.5","1","0","0.3","17.8","2.5"
"2","2019-04-15T09:48:38.000","2019-04-15T10:11:50.000","1","5.28","1","N","164","88","1","21.5","0","0.5","4.96","0","0.3","29.76","2.5"
"2","2019-04-15T09:35:23.000","2019-04-15T10:03:15.000","1","4.34","1","N","151","247","1","20.5","0","0.5","4.26","0","0.3","25.56","0"
"1","2019-04-15T09:11:35.000","2019-04-15T09:38:50.000","1","6.70","1","N","13","229","1","24","2.5","0.5","5.45","0","0.3","32.75","2.5"
"2","2019-04-15T09:15:45.000","2019-04-15T09:25:24.000","1","1.10","1","N","13","231","2","7.5","0","0.5","0","0","0.3","10.8","2.5"
"2","2019-04-15T09:39:47.000","2019-04-15T09:40:25.000","1","0.10","2","N","45","45","2","52","0","0.5","0","0","0.3","55.3","2.5"
"2","2019-04-15T09:40:43.000","2019-04-15T09:52:55.000","1","0.80","1","N","45","231","1","9","0","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:07:42.000","2019-04-15T09:29:57.000","2","2.56","1","N","158","163","1","15","0","0.5","4.58","0","0.3","22.88","2.5"
"2","2019-04-15T09:31:52.000","2019-04-16T09:29:57.000","2","1.21","1","N","163","237","1","9","0","0.5","1.84","0","0.3","14.14","2.5"
"2","2019-04-15T09:47:25.000","2019-04-15T10:08:31.000","2","0.76","1","N","237","141","1","13","0","0.5","3.26","0","0.3","19.56","2.5"
"2","2019-04-15T09:25:36.000","2019-04-15T09:45:19.000","1","2.26","1","N","125","100","1","14","0","0.5","3.46","0","0.3","20.76","2.5"
"2","2019-04-15T09:49:05.000","2019-04-15T10:07:46.000","1","1.09","1","N","162","137","1","12","0","0.5","1.53","0","0.3","16.83","2.5"
"1","2019-04-15T09:59:32.000","2019-04-15T10:22:29.000","1","4.30","1","N","100","13","1","18.5","2.5","0.5","4.35","0","0.3","26.15","2.5"
"2","2019-04-15T09:02:10.000","2019-04-15T09:30:04.000","1","12.30","1","N","161","200","1","37","0","0.5","8.62","2.8","0.3","51.72","2.5"
"2","2019-04-15T09:47:13.000","2019-04-15T10:02:52.000","1","5.40","1","N","116","50","1","18","0","0.5","4.26","0","0.3","25.56","2.5"
"2","2019-04-15T09:43:29.000","2019-04-15T09:51:35.000","6","0.99","1","N","264","264","2","7","0","0.5","0","0","0.3","10.3","2.5"
"1","2019-04-15T09:08:33.000","2019-04-15T09:26:55.000","1","2.00","1","N","162","90","2","13","2.5","0.5","0","0","0.3","16.3","2.5"
"1","2019-04-15T09:29:21.000","2019-04-15T09:36:10.000","1","0.70","1","N","90","90","1","6.5","2.5","0.5","1.95","0","0.3","11.75","2.5"
"1","2019-04-15T09:37:33.000","2019-04-15T09:51:33.000","1","1.90","1","N","186","125","1","10.5","2.5","0.5","2.75","0","0.3","16.55","2.5"
"1","2019-04-15T09:56:20.000","2019-04-15T10:06:14.000","1","2.00","1","N","211","100","1","9","2.5","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:20:41.000","2019-04-15T09:23:33.000","1","0.50","1","N","142","163","1","4","0","0.5","1.46","0","0.3","8.76","2.5"
"2","2019-04-15T09:33:55.000","2019-04-15T10:05:41.000","1","8.17","1","N","161","261","1","29","0","0.5","6","0","0.3","38.3","2.5"
"2","2019-04-15T09:24:19.000","2019-04-15T09:44:03.000","1","1.87","1","N","236","161","1","13","0","0.5","3.26","0","0.3","19.56","2.5"
"2","2019-04-15T09:44:52.000","2019-04-15T10:04:07.000","1","2.24","1","N","161","48","2","13","0","0.5","0","0","0.3","16.3","2.5"
"2","2019-04-15T09:36:25.000","2019-04-15T10:07:42.000","5","2.38","1","N","142","170","1","18.5","0","0.5","4.36","0","0.3","26.16","2.5"
"1","2019-04-15T09:11:46.000","2019-04-15T09:24:25.000","2","3.10","1","N","211","230","1","12","2.5","0.5","3.05","0","0.3","18.35","2.5"
"1","2019-04-15T09:47:48.000","2019-04-15T09:58:36.000","2","0.90","1","N","48","142","2","8","2.5","0.5","0","0","0.3","11.3","2.5"
"1","2019-04-15T09:56:18.000","2019-04-15T10:29:24.000","1","6.10","1","N","239","13","1","25","2.5","0.5","4.5","0","0.3","32.8","2.5"
"2","2019-04-15T09:18:49.000","2019-04-15T09:37:42.000","1","2.02","1","N","68","163","1","13","0","0.5","1.75","0","0.3","18.05","2.5"
"2","2019-04-15T09:08:39.000","2019-04-15T09:13:58.000","1","0.82","1","N","68","68","1","5.5","0","0.5","1.76","0","0.3","10.56","2.5"
"2","2019-04-15T09:17:06.000","2019-04-15T09:20:03.000","1","0.75","1","N","48","50","1","4.5","0","0.5","1","0","0.3","8.8","2.5"
"1","2019-04-15T09:07:12.000","2019-04-15T09:25:03.000","1","1.90","1","N","68","163","2","12.5","2.5","0.5","0","0","0.3","15.8","2.5"
"1","2019-04-15T09:40:52.000","2019-04-15T09:56:25.000","1","1.40","1","N","162","234","2","10.5","2.5","0.5","0","0","0.3","13.8","2.5"
"2","2019-04-15T09:21:19.000","2019-04-15T09:37:52.000","2","1.89","1","N","48","186","2","11.5","0","0.5","0","0","0.3","14.8","2.5"
"2","2019-04-15T09:07:04.000","2019-04-15T09:28:59.000","1","1.35","1","N","13","13","2","14","0","0.5","0","0","0.3","17.3","2.5"
"2","2019-04-15T09:58:52.000","2019-04-15T10:13:44.000","2","1.79","1","N","13","234","1","10.5","0","0.5","2.76","0","0.3","16.56","2.5"
"2","2019-04-15T09:01:45.000","2019-04-15T09:28:17.000","1","1.24","1","N","162","100","1","16","0","0.5","3.86","0","0.3","23.16","2.5"
"2","2019-04-15T09:29:53.000","2019-04-15T09:44:23.000","1","1.49","1","N","100","163","2","10.5","0","0.5","0","0","0.3","13.8","2.5"
"2","2019-04-15T09:45:19.000","2019-04-15T09:57:04.000","1","1.10","1","N","162","237","1","8.5","0","0.5","2.36","0","0.3","14.16","2.5"
"2","2019-04-15T09:09:29.000","2019-04-15T09:17:09.000","1","1.00","1","N","158","231","1","7","0","0.5","2.06","0","0.3","12.36","2.5"
"2","2019-04-15T09:20:10.000","2019-04-15T09:21:43.000","1","0.34","1","N","125","249","1","3.5","0","0.5","1.36","0","0.3","8.16","2.5"
"2","2019-04-15T09:26:48.000","2019-04-15T09:46:48.000","1","1.98","1","N","68","161","1","13.5","0","0.5","3.36","0","0.3","20.16","2.5"
"2","2019-04-15T09:15:17.000","2019-04-15T09:27:02.000","1","1.18","1","N","236","43","1","9","0","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:44:40.000","2019-04-15T09:55:06.000","1","1.28","1","N","163","100","1","8","0","0.5","2.26","0","0.3","13.56","2.5"
"2","2019-04-15T09:57:56.000","2019-04-15T10:37:27.000","1","2.98","1","N","100","161","2","24.5","0","0.5","0","0","0.3","27.8","2.5"
"1","2019-04-15T09:05:12.000","2019-04-15T09:13:47.000","1","0.50","1","N","229","163","1","7","2.5","0.5","2.05","0","0.3","12.35","2.5"
"1","2019-04-15T09:25:29.000","2019-04-15T09:47:59.000","1","1.30","1","N","163","170","2","14","2.5","0.5","0","0","0.3","17.3","2.5"
"1","2019-04-15T09:51:06.000","2019-04-15T10:01:34.000","1","0.90","1","N","161","186","1","8","2.5","0.5","1","0","0.3","12.3","2.5"
"1","2019-04-15T09:05:34.000","2019-04-15T09:18:03.000","1","0.80","1","N","237","163","2","8.5","2.5","0.5","0","0","0.3","11.8","2.5"
"1","2019-04-15T09:29:42.000","2019-04-15T09:32:59.000","1","0.70","1","N","237","236","1","4.5","2.5","0.5","1.56","0","0.3","9.36","2.5"
"1","2019-04-15T09:36:54.000","2019-04-15T09:41:02.000","1","0.40","1","N","236","263","2","4.5","2.5","0.5","0","0","0.3","7.8","2.5"
"1","2019-04-15T09:46:04.000","2019-04-15T09:49:15.000","1","0.70","1","N","236","236","1","4.5","2.5","0.5","1.55","0","0.3","9.35","2.5"
"2","2019-04-15T09:03:26.000","2019-04-15T09:06:32.000","2","0.77","1","N","141","263","1","4.5","0","0.5","1","0","0.3","8.8","2.5"
"2","2019-04-15T09:07:15.000","2019-04-15T09:13:07.000","2","1.98","1","N","263","74","1","7.5","0","0.5","1.62","0","0.3","12.42","2.5"
"2","2019-04-15T09:15:02.000","2019-04-15T09:31:42.000","2","2.46","1","N","74","141","2","12","0","0.5","0","0","0.3","15.3","2.5"
"2","2019-04-15T09:33:40.000","2019-04-15T09:42:03.000","2","0.93","1","N","141","237","1","7","0","0.5","1","0","0.3","11.3","2.5"
"2","2019-04-15T09:48:43.000","2019-04-15T09:57:34.000","2","0.61","1","N","233","229","2","7","0","0.5","0","0","0.3","10.3","2.5"
"1","2019-04-15T09:02:37.000","2019-04-15T09:19:18.000","1","3.30","1","N","231","186","2","14.5","2.5","0.5","0","0","0.3","17.8","2.5"
"2","2019-04-15T09:30:38.000","2019-04-15T09:35:26.000","1","0.74","1","N","107","164","2","5.5","0","0.5","0","0","0.3","8.8","2.5"
"2","2019-04-15T09:37:17.000","2019-04-15T09:49:50.000","1","1.32","1","N","164","162","2","9","0","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:06:24.000","2019-04-15T09:36:50.000","1","3.30","1","N","144","48","2","19.5","0","0.5","0","0","0.3","22.8","2.5"
"2","2019-04-15T09:40:42.000","2019-04-15T10:26:57.000","1","11.41","1","N","48","138","2","40.5","0","0.5","0","6.12","0.3","49.92","2.5"
"2","2019-04-15T09:03:25.000","2019-04-15T09:13:47.000","1","0.86","1","N","162","233","1","8","0","0.5","1.5","0","0.3","12.8","2.5"
"2","2019-04-15T09:19:59.000","2019-04-15T09:30:58.000","1","0.92","1","N","233","229","2","8","0","0.5","0","0","0.3","11.3","2.5"
"2","2019-04-15T09:41:45.000","2019-04-15T09:58:43.000","1","1.55","1","N","140","162","2","11.5","0","0.5","0","0","0.3","14.8","2.5"
"1","2019-04-15T09:10:22.000","2019-04-15T09:17:21.000","0","1.10","1","N","236","236","1","6.5","2.5","0.5","1.96","0","0.3","11.76","2.5"
"1","2019-04-15T09:23:25.000","2019-04-15T09:56:09.000","0","5.90","1","N","43","231","1","24.5","2.5","0.5","6.95","0","0.3","34.75","2.5"
"2","2019-04-15T09:40:36.000","2019-04-15T09:56:11.000","1","4.39","1","N","7","168","1","16","0","0.5","4.58","6.12","0.3","27.5","0"
"1","2019-04-15T09:05:13.000","2019-04-15T09:24:45.000","1","5.30","1","N","161","88","1","19.5","2.5","0.5","3.42","0","0.3","26.22","2.5"
"1","2019-04-15T09:38:33.000","2019-04-15T09:44:53.000","1","1.10","1","N","13","231","1","6.5","2.5","0.5","1.95","0","0.3","11.75","2.5"
"1","2019-04-15T09:57:51.000","2019-04-15T10:10:23.000","1","1.70","1","N","90","170","1","10","2.5","0.5","1.5","0","0.3","14.8","2.5"
"2","2019-04-15T09:09:50.000","2019-04-15T09:29:43.000","1","3.46","1","N","48","236","1","15.5","0","0.5","3.76","0","0.3","22.56","2.5"
"2","2019-04-15T09:45:00.000","2019-04-15T09:49:31.000","1","0.37","1","N","43","237","1","4.5","0","0.5","1.56","0","0.3","9.36","2.5"
"2","2019-04-15T09:51:00.000","2019-04-15T09:57:06.000","1","0.72","1","N","237","170","1","5.5","0","0.5","1.2","0","0.3","10","2.5"
"2","2019-04-15T09:09:34.000","2019-04-15T09:23:17.000","1","1.26","1","N","161","234","1","9.5","0","0.5","2.56","0","0.3","15.36","2.5"
"2","2019-04-15T09:53:29.000","2019-04-15T10:22:17.000","1","4.10","1","N","211","48","2","21","0","0.5","0","0","0.3","24.3","2.5"
"1","2019-04-15T09:16:41.000","2019-04-15T09:23:37.000","1","1.30","1","N","237","263","2","7","2.5","0.5","0","0","0.3","10.3","2.5"
"1","2019-04-15T09:43:30.000","2019-04-15T09:50:46.000","1","1.00","1","N","141","236","1","6.5","2.5","0.5","0.9","0","0.3","10.7","2.5"
"1","2019-04-15T09:54:30.000","2019-04-15T10:03:34.000","1","1.20","1","N","237","229","2","7.5","2.5","0.5","0","0","0.3","10.8","2.5"
"2","2019-04-15T09:18:05.000","2019-04-15T10:15:19.000","1","21.76","1","N","32","49","1","64","0","0.5","0","6.12","0.3","70.92","0"
"2","2019-04-15T09:05:26.000","2019-04-15T09:10:41.000","2","0.55","1","N","263","236","1","5","0","0.5","1","0","0.3","9.3","2.5"
"2","2019-04-15T09:12:35.000","2019-04-15T09:17:24.000","2","1.24","1","N","236","75","2","6","0","0.5","0","0","0.3","9.3","2.5"
"2","2019-04-15T09:43:48.000","2019-04-15T10:04:09.000","2","1.84","1","N","161","140","1","13.5","0","0.5","3.36","0","0.3","20.16","2.5"
"2","2019-04-15T09:55:57.000","2019-04-15T10:22:32.000","1","3.57","1","N","217","33","1","19","0","0.5","0","0","0.3","19.8","0"
"2","2019-04-15T09:25:38.000","2019-04-15T10:25:21.000","1","52.61","5","N","132","265","1","250","0","0","20","0","0.3","270.3","0"
"2","2019-04-15T09:02:22.000","2019-04-15T09:04:35.000","1","0.28","1","N","237","237","1","3.5","0","0.5","1","0","0.3","7.8","2.5"
