"evnt_key","violation_date","violation_time","chg_law_cd","violation_code","veh_category","city_nm","rpt_owning_cmd","x_coord_cd","y_coord_cd","latitude","longitude","location_point","juris_cd"
"263247289","2023-02-08T00:00:00.000","17:00:02","VTL","1110A","CAR/SUV","BROOKLYN","077","1003358","182945","40.66879784","-73.93112014","POINT (-73.93112014 40.66879784)","01"
"263330320","2023-02-09T00:00:00.000","16:05:00","VTL","37512A2","CAR/SUV","QUEENS","109","1032466","217798","40.7643501","-73.82594318","POINT (-73.82594318 40.7643501)","01"
"262971936","2023-02-03T00:00:00.000","11:38:30","VTL","1225D","TRUCK/BUS","QUEENS","103","1040443","197748","40.70927085","-73.79731427","POINT (-73.79731427 40.70927085)","01"
"261467409","2023-01-05T00:00:00.000","07:05:00","NYC","403A4","CAR/SUV","MANHATTAN","006","983478","206559","40.73363332","-74.00278558","POINT (-74.00278558 40.73363332)","01"
"261630195","2023-01-09T00:00:00.000","21:30:03","VTL","1180D","CAR/SUV","BRONX","411","1030557","255748","40.86853051","-73.8325741","POINT (-73.8325741 40.86853051)","01"
"264773214","2023-03-09T00:00:00.000","09:17:00","VTL","1229C1A","CAR/SUV","BRONX","046","1011337","247383","40.84564271","-73.90209813","POINT (-73.90209813 40.84564271)","01"
"261532207","2023-01-07T00:00:00.000","15:09:00","VTL","1110A","CAR/SUV","BRONX","041","1014509","238113","40.82018895","-73.89067524","POINT (-73.89067524 40.82018895)","01"
"263114102","2023-02-06T00:00:00.000","15:50:38","VTL","1180D","CAR/SUV","QUEENS","106","1035079","181624","40.6650467","-73.81678357","POINT (-73.81678357 40.6650467)","01"
"261501979","2023-01-06T00:00:00.000","20:06:21","VTL","1141","CAR/SUV","BRONX","047","1022580","265258","40.89466241","-73.86135981","POINT (-73.86135981 40.89466241)","01"
"262549110","2023-01-26T00:00:00.000","13:55:00","VTL","1111D1N","CAR/SUV","BROOKLYN","071","1000916","181160","40.66390334","-73.93992739","POINT (-73.93992739 40.66390334)","01"
"261927522","2023-01-15T00:00:00.000","02:15:00","VTL","1111D1N","CAR/SUV","MANHATTAN","034","1007190","253954","40.86368988","-73.91706434","POINT (-73.91706434 40.86368988)","01"
"262189869","2023-01-20T00:00:00.000","02:52:00","VTL","1172A","CAR/SUV","QUEENS","107","1041507","199626","40.71441868","-73.79346051","POINT (-73.79346051 40.71441868)","01"
"264399415","2023-03-01T00:00:00.000","11:45:00","VTL","1110A","CAR/SUV","MANHATTAN","028","999205","233329","40.80709737","-73.94597872","POINT (-73.94597872 40.80709737)","01"
"263179953","2023-02-07T00:00:00.000","18:04:00","VTL","1110A","CAR/SUV","QUEENS","102","1027842","190655","40.68987331","-73.84281133","POINT (-73.84281133 40.68987331)","01"
"261721384","2023-01-11T00:00:00.000","09:32:57","VTL","1180D","CAR/SUV","QUEENS","115","1022597","217159","40.76264453","-73.86157325","POINT (-73.86157325 40.76264453)","01"
"262380926","2023-01-23T00:00:00.000","23:52:00","NYC","406A1","CAR/SUV","BRONX","040","1008655","232374","40.80445511","-73.9118464","POINT (-73.9118464 40.80445511)","01"
"262487113","2023-01-25T00:00:00.000","17:29:33","NYC","412M","CAR/SUV","STATEN ISLAND","122","955446","149329","40.57650278","-74.10368819","POINT (-74.10368819 40.57650278)","01"
"262763905","2023-01-31T00:00:00.000","12:40:29","VTL","1160B","CAR/SUV","BROOKLYN","078","987578","185225","40.67507592","-73.98800221","POINT (-73.98800221 40.67507592)","01"
"261875794","2023-01-13T00:00:00.000","20:09:00","NYC","406A1","CAR/SUV","MANHATTAN","032","1001901","238191","40.82043723","-73.9362273","POINT (-73.9362273 40.82043723)","01"
"263166796","2023-02-07T00:00:00.000","12:50:00","NYC","413","TRUCK/BUS","BRONX","048","1013357","249367","40.85108177","-73.89478854","POINT (-73.89478854 40.85108177)","01"
"261798950","2023-01-12T00:00:00.000","14:01:00","NYC","412A3","MCL","BROOKLYN","066","984486","168170","40.62826428","-73.99914979","POINT (-73.99914979 40.62826428)","01"
"262034421","2023-01-17T00:00:00.000","15:24:37","NYC","403A1","CAR/SUV","QUEENS","109","1032153","215172","40.75714412","-73.8270918","POINT (-73.8270918 40.75714412)","01"
"264723583","2023-03-08T00:00:00.000","16:56:00","VTL","1110A","CAR/SUV","BROOKLYN","068","980155","170246","40.63396152","-74.0147538","POINT (-74.0147538 40.63396152)","01"
"261507620","2023-01-06T00:00:00.000","22:21:00","VTL","5094","CAR/SUV","BROOKLYN","062","984543","166413","40.623442","-73.998943","POINT (-73.998943 40.623442)","01"
"261925751","2023-01-14T00:00:00.000","22:39:55","VTL","1180D","CAR/SUV","BROOKLYN","412","1013233","166515","40.6236825","-73.89559511","POINT (-73.89559511 40.6236825)","01"
"263122450","2023-02-06T00:00:00.000","16:00:00","VTL","1163D","CAR/SUV","STATEN ISLAND","120","960980","166355","40.62325193","-74.08382565","POINT (-74.08382565 40.62325193)","01"
"262638003","2023-01-28T00:00:00.000","07:59:00","VTL","1111D1N","TRUCK/BUS","QUEENS","102","1027801","192593","40.69519286","-73.84294664","POINT (-73.84294664 40.69519286)","01"
"262360657","2023-01-23T00:00:00.000","13:30:00","VTL","4011A","CAR/SUV","BRONX","049","1025128","248957","40.84990979","-73.85224313","POINT (-73.85224313 40.84990979)","01"
"261881237","2023-01-13T00:00:00.000","11:05:00","VTL","37512A2","CAR/SUV","QUEENS","113","1044430","188652","40.6842783","-73.78301466","POINT (-73.78301466 40.6842783)","01"
"261323899","2023-01-04T00:00:00.000","08:10:06","VTL","1229C3A","CAR/SUV","QUEENS","111","1046010","213562","40.75263916","-73.77708927","POINT (-73.77708927 40.75263916)","01"
"261359777","2023-01-04T00:00:00.000","16:15:00","VTL","1229C1B","CAR/SUV","BROOKLYN","070","993918","166897","40.62476489","-73.96517212","POINT (-73.96517212 40.62476489)","01"
"262755860","2023-01-31T00:00:00.000","09:21:00","VTL","1172A","CAR/SUV","BROOKLYN","060","992373","153619","40.58832105","-73.97075378","POINT (-73.97075378 40.58832105)","01"
"263110579","2023-02-06T00:00:00.000","14:08:00","VTL","3191U","MCL","QUEENS","115","1020959","212322","40.74937516","-73.86751257","POINT (-73.86751257 40.74937516)","01"
"263184556","2023-02-07T00:00:00.000","22:16:23","VTL","1180D","CAR/SUV","BRONX","049","1028815","251321","40.85638042","-73.83890048","POINT (-73.83890048 40.85638042)","01"
"263021513","2023-02-04T00:00:00.000","12:48:00","VTL","5091","CAR/SUV","QUEENS","114","1007788","219633","40.7694951184418","-73.9150241703895","POINT (-73.9150241703895 40.7694951184418)","01"
"261922556","2023-01-14T00:00:00.000","19:51:00","VTL","4021B2","CAR/SUV","BROOKLYN","072","988712","179783","40.66013835","-73.98391762","POINT (-73.98391762 40.66013835)","01"
"264373380","2023-03-01T00:00:00.000","08:14:23","VTL","1229C3A","CAR/SUV","STATEN ISLAND","120","965001","162420","40.61246082","-74.06932956","POINT (-74.06932956 40.61246082)","01"
"262594370","2023-01-27T00:00:00.000","08:54:05","VTL","306B","CAR/SUV","BRONX","042","1011595","244671","40.83819827","-73.90117669","POINT (-73.90117669 40.83819827)","01"
"262250268","2023-01-20T00:00:00.000","18:40:00","VTL","1110A","CAR/SUV","QUEENS","104","1013259","203766","40.72591969","-73.89533971","POINT (-73.89533971 40.72591969)","01"
"262235186","2023-01-20T00:00:00.000","15:08:38","VTL","22641","MCL","QUEENS","109","1032137","216814","40.76165107","-73.82713786","POINT (-73.82713786 40.76165107)","01"
"262532442","2023-01-26T00:00:00.000","08:17:00","VTL","1225D","CAR/SUV","BROOKLYN","078","991330","187303","40.6807856126343","-73.9744751162161","POINT (-73.9744751162161 40.6807856126343)","01"
"264123128","2023-02-23T00:00:00.000","20:07:59","VTL","1180D","CAR/SUV","BROOKLYN","412","972795","167917","40.62757069","-74.04126853","POINT (-74.04126853 40.62757069)","01"
"262794116","2023-02-01T00:00:00.000","02:49:00","VTL","37512A2","CAR/SUV","BROOKLYN","062","991693","159439","40.60429637","-73.97319565","POINT (-73.97319565 40.60429637)","01"
"263081917","2023-02-06T00:00:00.000","00:20:00","VTL","3752A1","CAR/SUV","BRONX","050","1011722","261759","40.88509925","-73.90064767","POINT (-73.90064767 40.88509925)","01"
"263171022","2023-02-07T00:00:00.000","15:42:35","NYC","403A1","CAR/SUV","QUEENS","115","1020035","213111","40.75154455","-73.8708432","POINT (-73.8708432 40.75154455)","01"
"261653047","2023-01-10T00:00:00.000","08:55:00","VTL","1225C2A","CAR/SUV","QUEENS","115","1021756","215354","40.75769388","-73.86461919","POINT (-73.86461919 40.75769388)","01"
"263039694","2023-02-04T00:00:00.000","23:04:08","VTL","5091","CAR/SUV","STATEN ISLAND","123","929317","142956","40.55888678","-74.19769494","POINT (-74.19769494 40.55888678)","01"
"262119004","2023-01-18T00:00:00.000","21:29:21","VTL","4024","CAR/SUV","STATEN ISLAND","122","963092","159859","40.60542705","-74.07619723","POINT (-74.07619723 40.60542705)","01"
"261806607","2023-01-12T00:00:00.000","16:32:00","VTL","1110A","CAR/SUV","BROOKLYN","072","982702","177254","40.65319778","-74.00557887","POINT (-74.00557887 40.65319778)","01"
"262360991","2023-01-23T00:00:00.000","15:03:00","NYC","403A1","CAR/SUV","QUEENS","110","1022069","209159","40.74068885","-73.86352424","POINT (-73.86352424 40.74068885)","01"
"261659170","2023-01-10T00:00:00.000","08:54:00","VTL","1225D","CAR/SUV","MANHATTAN","020","987340","222524","40.77745268","-73.9888431","POINT (-73.9888431 40.77745268)","01"
"263311528","2023-02-09T00:00:00.000","10:29:00","NYC","403A1","CAR/SUV","BRONX","046","1011651","248133","40.84770027","-73.90096016","POINT (-73.90096016 40.84770027)","01"
"263240404","2023-02-08T00:00:00.000","13:38:11","VTL","1180D","CAR/SUV","MANHATTAN","034","1003441","255913","40.86908398","-73.93061403","POINT (-73.93061403 40.86908398)","01"
"262425887","2023-01-24T00:00:00.000","21:00:00","VTL","37512A1","CAR/SUV","BROOKLYN","062","986138","158796","40.60253439","-73.99320095","POINT (-73.99320095 40.60253439)","01"
"261431540","2023-01-05T00:00:00.000","19:19:00","VTL","1180D","CAR/SUV","QUEENS","108","1003830","211459","40.74706096","-73.92933577","POINT (-73.92933577 40.74706096)","01"
"261903484","2023-01-14T00:00:00.000","11:25:00","VTL","5091","CAR/SUV","BRONX","047","1021608","262063","40.88589732","-73.86489337","POINT (-73.86489337 40.88589732)","01"
"264386803","2023-03-01T00:00:00.000","11:30:00","VTL","4101","MCL","QUEENS","114","1006912","218141","40.76539398","-73.91819032","POINT (-73.91819032 40.76539398)","01"
"262594354","2023-01-27T00:00:00.000","08:52:07","VTL","1180D","CAR/SUV","BRONX","411","1017348","266155","40.89715387","-73.880281","POINT (-73.880281 40.89715387)","01"
"262678944","2023-01-29T00:00:00.000","12:05:00","VTL","1210A","CAR/SUV","QUEENS","102","1030447","196760","40.70662","-73.833373","POINT (-73.833373 40.70662)","01"
"262041832","2023-01-17T00:00:00.000","18:14:00","VTL","1111D1C","BIKE","BROOKLYN","090","997966","197002","40.70739107","-73.95052841","POINT (-73.95052841 40.70739107)","01"
"262036095","2023-01-17T00:00:00.000","16:15:00","VTL","1110A","CAR/SUV","QUEENS","107","1035476","195890","40.70420124","-73.8152441","POINT (-73.8152441 40.70420124)","01"
"262714982","2023-01-30T00:00:00.000","14:59:32","VTL","1229C3A","CAR/SUV","MANHATTAN","017","991907","214890","40.75649655","-73.97236197","POINT (-73.97236197 40.75649655)","01"
"261370912","2023-01-04T00:00:00.000","22:40:00","VTL","1180D","CAR/SUV","BRONX","045","1032313","247730","40.84651415","-73.82628262","POINT (-73.82628262 40.84651415)","01"
"263247312","2023-02-08T00:00:00.000","17:09:00","NYC","403C1","CAR/SUV","MANHATTAN","007","986267","199349","40.71384342","-73.99272427","POINT (-73.99272427 40.71384342)","01"
"262918923","2023-02-02T00:00:00.000","12:58:00","VTL","4021B1","CAR/SUV","MANHATTAN","013","986878","208974","40.74026154","-73.99051651","POINT (-73.99051651 40.74026154)","01"
"261986043","2023-01-16T00:00:00.000","11:25:00","VTL","1110A","CAR/SUV","BRONX","052","1009403","253761","40.86315413","-73.90906434","POINT (-73.90906434 40.86315413)","01"
"263577443","2023-02-14T00:00:00.000","12:12:19","NYC","403A1","CAR/SUV","BROOKLYN","075","1014597","179233","40.65857784","-73.89062293","POINT (-73.89062293 40.65857784)","01"
"262306776","2023-01-22T00:00:00.000","09:39:00","VTL","1180D","CAR/SUV","BROOKLYN","063","1010009","156408","40.595944","-73.907243","POINT (-73.907243 40.595944)","01"
"261754158","2023-01-11T00:00:00.000","23:25:52","VTL","1180D","CAR/SUV","BROOKLYN","412","1015920","169034","40.63058742","-73.88590385","POINT (-73.88590385 40.63058742)","01"
"262095510","2023-01-18T00:00:00.000","12:06:21","VTL","1163AT","CAR/SUV","MANHATTAN","019","995187","221866","40.77564041","-73.96051142","POINT (-73.96051142 40.77564041)","01"
"261253828","2023-01-03T00:00:00.000","00:48:38","VTL","1180D","CAR/SUV","STATEN ISLAND","442","954487","161594","40.61017279","-74.10719589","POINT (-74.10719589 40.61017279)","01"
"262030292","2023-01-17T00:00:00.000","12:31:05","VTL","4011A","CAR/SUV","QUEENS","413","1044671","180820","40.66278791","-73.7822173","POINT (-73.7822173 40.66278791)","01"
"261273701","2023-01-03T00:00:00.000","11:57:00","VTL","1225D","CAR/SUV","STATEN ISLAND","121","941746","161157","40.60891312","-74.15307956","POINT (-74.15307956 40.60891312)","01"
"263092314","2023-02-06T00:00:00.000","08:12:12","VTL","1225C2A","CAR/SUV","BROOKLYN","088","990785","192974","40.69634337","-73.97643312","POINT (-73.97643312 40.69634337)","01"
"263786677","2023-02-17T00:00:00.000","06:30:00","VTL","1180D","CAR/SUV","QUEENS","111","1048659","216392","40.7603961392658","-73.7675025349456","POINT (-73.7675025349456 40.7603961392658)","01"
"261684423","2023-01-10T00:00:00.000","21:26:51","VTL","5091","CAR/SUV","MANHATTAN","028","998181","231480","40.80202405","-73.9496815","POINT (-73.9496815 40.80202405)","01"
"263012936","2023-02-04T00:00:00.000","00:12:00","NYC","406A2","CAR/SUV","BROOKLYN","070","992142","168799","40.62998724","-73.97156773","POINT (-73.97156773 40.62998724)","01"
"262098018","2023-01-18T00:00:00.000","13:09:30","VTL","1229C3B","CAR/SUV","BROOKLYN","068","978089","171431","40.6372129","-74.02219844","POINT (-74.02219844 40.6372129)","01"
"261659168","2023-01-10T00:00:00.000","11:20:00","NYC","403A1","CAR/SUV","MANHATTAN","020","992081","224190","40.78202248","-73.97172308","POINT (-73.97172308 40.78202248)","01"
"262678989","2023-01-29T00:00:00.000","14:11:37","NYC","403A1","CAR/SUV","QUEENS","111","1048147","216353","40.76028453","-73.7693497","POINT (-73.7693497 40.76028453)","01"
"262999105","2023-02-03T00:00:00.000","23:42:16","VTL","1180D","CAR/SUV","STATEN ISLAND","442","930567","154213","40.58980085","-74.19328731","POINT (-74.19328731 40.58980085)","01"
"262041925","2023-01-17T00:00:00.000","20:18:45","NYC","406A1","CAR/SUV","BRONX","045","1032091","241976","40.8307223277672","-73.8271260588639","POINT (-73.8271260588639 40.8307223277672)","01"
"262400095","2023-01-24T00:00:00.000","07:52:51","VTL","1110A","CAR/SUV","BRONX","041","1014509","238113","40.82018895","-73.89067524","POINT (-73.89067524 40.82018895)","01"
"261610257","2023-01-09T00:00:00.000","09:56:12","VTL","306B","TRUCK/BUS","BROOKLYN","076","983893","185605","40.67611955","-74.00128704","POINT (-74.00128704 40.67611955)","01"
"261493097","2023-01-06T00:00:00.000","16:16:36","VTL","306BG","CAR/SUV","QUEENS","101","1052204","159911","40.6053345","-73.75527433","POINT (-73.75527433 40.6053345)","01"
"261941881","2023-01-15T00:00:00.000","12:05:35","VTL","1180B","CAR/SUV","BROOKLYN","073","1011702","180522","40.6621253","-73.90105187","POINT (-73.90105187 40.6621253)","01"
"261712902","2023-01-11T00:00:00.000","05:45:55","VTL","1180D","CAR/SUV","QUEENS","413","1060544","208968","40.73991638","-73.72468405","POINT (-73.72468405 40.73991638)","01"
"263579660","2023-02-14T00:00:00.000","13:08:00","VTL","1110A","CAR/SUV","BROOKLYN","078","987578","185225","40.67507592","-73.98800221","POINT (-73.98800221 40.67507592)","01"
"263587025","2023-02-14T00:00:00.000","15:55:19","NYC","406A1","CAR/SUV","BROOKLYN","061","995263","153250","40.5873051","-73.96034916","POINT (-73.96034916 40.5873051)","01"
"263261940","2023-02-08T00:00:00.000","22:04:00","VTL","1180D","CAR/SUV","QUEENS","113","1045643","180391","40.66159545","-73.77871632","POINT (-73.77871632 40.66159545)","01"
"262164899","2023-01-19T00:00:00.000","10:19:00","NYC","403A1","CAR/SUV","BROOKLYN","071","995387","178144","40.65563377","-73.95986165","POINT (-73.95986165 40.65563377)","01"
"261688259","2023-01-10T00:00:00.000","22:17:12","VTL","1110A","CAR/SUV","STATEN ISLAND","122","956061","154007","40.58934493","-74.10149384","POINT (-74.10149384 40.58934493)","01"
"262106656","2023-01-18T00:00:00.000","17:04:00","VTL","1110A","CAR/SUV","BRONX","040","1005212","233366","40.80718672","-73.9242798","POINT (-73.9242798 40.80718672)","01"
"262108658","2023-01-18T00:00:00.000","17:17:00","VTL","1163B","CAR/SUV","BROOKLYN","070","991549","169019","40.6305998504358","-73.9737053160275","POINT (-73.9737053160275 40.6305998504358)","01"
"261850248","2023-01-11T00:00:00.000","16:28:00","VTL","1172A","CAR/SUV","BRONX","046","1012658","251344","40.85651032","-73.8973068","POINT (-73.8973068 40.85651032)","01"
"261435015","2023-01-05T00:00:00.000","16:14:00","VTL","1128A","CAR/SUV","MANHATTAN","024","993383","228393","40.79355734","-73.96701598","POINT (-73.96701598 40.79355734)","01"
"262430106","2023-01-25T00:00:00.000","03:14:51","VTL","1229C3A","CAR/SUV","NEW YORK","033","1001891","245600","40.8407811088581","-73.9362453818218","POINT (-73.9362453818218 40.8407811088581)","01"
"262809304","2023-01-31T00:00:00.000","15:58:00","VTL","3816","MCL","MANHATTAN","014","988143","211260","40.74653558","-73.98595027","POINT (-73.98595027 40.74653558)","01"
"262422301","2023-01-24T00:00:00.000","19:18:20","VTL","1225D","CAR/SUV","BRONX","047","1028842","260388","40.88126639","-73.83874254","POINT (-73.83874254 40.88126639)","01"
"262835542","2023-02-01T00:00:00.000","17:10:50","VTL","1163AT","CAR/SUV","MANHATTAN","007","986921","201302","40.71920377","-73.99036439","POINT (-73.99036439 40.71920377)","01"
"261490439","2023-01-06T00:00:00.000","15:57:09","VTL","1122A","CAR/SUV","BROOKLYN","063","998871","168503","40.62916623","-73.94732602","POINT (-73.94732602 40.62916623)","01"
"264501144","2023-03-03T00:00:00.000","16:00:25","NYC","403A1","CAR/SUV","MANHATTAN","024","993241","228138","40.79285758","-73.96752916","POINT (-73.96752916 40.79285758)","01"
"261352389","2023-01-04T00:00:00.000","16:48:15","VTL","3817","MCL","QUEENS","114","1004921","216892","40.76197068","-73.92538165","POINT (-73.92538165 40.76197068)","01"
"261950686","2023-01-15T00:00:00.000","16:51:23","VTL","1180D","CAR/SUV","STATEN ISLAND","442","963111","160134","40.60619016","-74.07613113","POINT (-74.07613113 40.60619016)","01"
"263975477","2023-02-21T00:00:00.000","15:56:00","VTL","1110A","CAR/SUV","BROOKLYN","077","1004888","182840","40.6685062","-73.92560517","POINT (-73.92560517 40.6685062)","01"
"263168804","2023-02-07T00:00:00.000","13:53:00","VTL","1229C3A","CAR/SUV","BROOKLYN","094","998576","200818","40.71786411","-73.94832011","POINT (-73.94832011 40.71786411)","01"
"262561334","2023-01-26T00:00:00.000","21:00:10","VTL","4021B2","CAR/SUV","MANHATTAN","034","1006302","253558","40.86260525","-73.92027605","POINT (-73.92027605 40.86260525)","01"
"261860557","2023-01-13T00:00:00.000","13:37:56","VTL","1110A","CAR/SUV","MANHATTAN","033","1001076","248476","40.84866818","-73.9391822","POINT (-73.9391822 40.84866818)","01"
"263439531","2023-02-11T00:00:00.000","14:43:00","VTL","1229C3A","CAR/SUV","QUEENS","104","1010288","199020","40.71290231","-73.906077","POINT (-73.906077 40.71290231)","01"
"261736982","2023-01-11T00:00:00.000","15:32:04","VTL","1110HOV","CAR/SUV","BROOKLYN","412","984128","179058","40.6581577535544","-74.0004411548878","POINT (-74.0004411548878 40.6581577535544)","01"
"261548339","2023-01-07T00:00:00.000","22:26:31","NYC","406A1","CAR/SUV","MANHATTAN","013","990197","207745","40.73688663","-73.97854055","POINT (-73.97854055 40.73688663)","01"
"262780653","2023-01-31T00:00:00.000","19:25:20","VTL","1180D","CAR/SUV","BRONX","411","1019134","242540","40.83233102","-73.87394369","POINT (-73.87394369 40.83233102)","01"
"261586252","2023-01-08T00:00:00.000","23:13:03","VTL","1180D","CAR/SUV","QUEENS","413","1043890","209434","40.7413317","-73.78477896","POINT (-73.78477896 40.7413317)","01"
"262837749","2023-02-01T00:00:00.000","17:59:39","VTL","1110A","CAR/SUV","BRONX","049","1022546","254871","40.86615351","-73.86154217","POINT (-73.86154217 40.86615351)","01"
"261875742","2023-01-13T00:00:00.000","16:50:00","VTL","5091","MCL","BROOKLYN","090","997930","197286","40.70817063","-73.95065768","POINT (-73.95065768 40.70817063)","01"
"264328441","2023-02-28T00:00:00.000","08:47:00","VTL","1229C3A","CAR/SUV","BROOKLYN","060","988358","150199","40.5789366","-73.98521154","POINT (-73.98521154 40.5789366)","01"
"261357657","2023-01-04T00:00:00.000","18:49:46","VTL","1110A","CAR/SUV","BRONX","043","1016643","241072","40.82830299","-73.8829509","POINT (-73.8829509 40.82830299)","01"
"262305304","2023-01-22T00:00:00.000","09:03:30","VTL","1110A","CAR/SUV","QUEENS","115","1024252","215581","40.75830599","-73.85560835","POINT (-73.85560835 40.75830599)","01"
"262106475","2023-01-18T00:00:00.000","14:35:00","VTL","37512A2","CAR/SUV","QUEENS","114","1008156","218174","40.76548128","-73.91369937","POINT (-73.91369937 40.76548128)","01"
"262122028","2023-01-18T00:00:00.000","23:13:05","VTL","1180D","CAR/SUV","MANHATTAN","411","1001286","251828","40.85787632","-73.93841608","POINT (-73.93841608 40.85787632)","01"
"261444355","2023-01-06T00:00:00.000","00:38:00","VTL","1110A","CAR/SUV","BRONX","042","1008996","239726","40.82463334","-73.91058756","POINT (-73.91058756 40.82463334)","01"
"261986026","2023-01-16T00:00:00.000","11:12:44","NYC","403A1","CAR/SUV","BRONX","043","1016698","239231","40.82324977","-73.88276106","POINT (-73.88276106 40.82324977)","01"
"261253822","2023-01-03T00:00:00.000","00:25:00","VTL","5091","CAR/SUV","BRONX","044","1003145","241677","40.83000273","-73.93172294","POINT (-73.93172294 40.83000273)","01"
"262119006","2023-01-18T00:00:00.000","21:36:46","NYC","412M","CAR/SUV","QUEENS","102","1025829","190640","40.68984182","-73.8500701","POINT (-73.8500701 40.68984182)","01"
"263456225","2023-02-11T00:00:00.000","20:30:00","VTL","3752A1I","CAR/SUV","BRONX","044","1007764","243599","40.83526697","-73.91502546","POINT (-73.91502546 40.83526697)","01"
"262420847","2023-01-24T00:00:00.000","18:44:44","VTL","4011A","CAR/SUV","QUEENS","102","1035029","195249","40.70244443","-73.81686112","POINT (-73.81686112 40.70244443)","01"
"263334206","2023-02-09T00:00:00.000","18:40:00","NYC","403A1","CAR/SUV","QUEENS","108","1002427","211084","40.74603468","-73.93440021","POINT (-73.93440021 40.74603468)","01"
"262036243","2023-01-17T00:00:00.000","16:55:00","VTL","1126A","CAR/SUV","BROOKLYN","084","984274","191306","40.69176751","-73.99991345","POINT (-73.99991345 40.69176751)","01"
"261247888","2023-01-02T00:00:00.000","18:00:00","VTL","1110A","CAR/SUV","MANHATTAN","017","991952","212459","40.74982403","-73.97220233","POINT (-73.97220233 40.74982403)","01"
"262237670","2023-01-20T00:00:00.000","16:15:00","VTL","1110A","CAR/SUV","QUEENS","100","1035329","152802","40.5859433449759","-73.8161019228725","POINT (-73.8161019228725 40.5859433449759)","01"
"263325096","2023-02-09T00:00:00.000","15:59:16","VTL","1229C3A","CAR/SUV","MANHATTAN","020","989340","222945","40.77860729","-73.98162148","POINT (-73.98162148 40.77860729)","01"
"263766624","2023-02-17T00:00:00.000","05:25:00","VTL","1180D","CAR/SUV","BROOKLYN","077","993280","184460","40.67297219","-73.96744693","POINT (-73.96744693 40.67297219)","01"
"262998628","2023-02-03T00:00:00.000","22:35:00","VTL","306B","MCL","MANHATTAN","411","1003139","231103","40.80098008","-73.93177438","POINT (-73.93177438 40.80098008)","01"
"264732745","2023-03-09T00:00:00.000","01:49:42","VTL","1110A","CAR/SUV","BROOKLYN","083","1008705","193427","40.69755537","-73.91180743","POINT (-73.91180743 40.69755537)","01"
"262667044","2023-01-29T00:00:00.000","04:48:39","VTL","1180D","CAR/SUV","BROOKLYN","412","1015794","169122","40.63082116","-73.88635596","POINT (-73.88635596 40.63082116)","01"
"262422288","2023-01-24T00:00:00.000","17:27:00","VTL","1225D","CAR/SUV","BROOKLYN","090","994938","194913","40.70166143","-73.96145327","POINT (-73.96145327 40.70166143)","01"
"262714799","2023-01-30T00:00:00.000","11:11:00","VTL","4011A","CAR/SUV","BRONX","044","1005429","240007","40.82541387","-73.92347498","POINT (-73.92347498 40.82541387)","01"
"262428055","2023-01-25T00:00:00.000","00:00:00","VTL","3752A1","CAR/SUV","QUEENS","103","1052974","196994","40.70711285","-73.75212341","POINT (-73.75212341 40.70711285)","01"
"262041794","2023-01-17T00:00:00.000","12:50:00","VTL","22641","CAR/SUV","MANHATTAN","028","999342","233575","40.80777234","-73.94548329","POINT (-73.94548329 40.80777234)","01"
"263065442","2023-02-05T00:00:00.000","14:56:27","VTL","1160B","CAR/SUV","BROOKLYN","067","1008576","177607","40.65413341","-73.91232974","POINT (-73.91232974 40.65413341)","01"
"261804154","2023-01-12T00:00:00.000","15:33:13","VTL","1110A","CAR/SUV","BROOKLYN","069","1011359","174331","40.64513343","-73.90231306","POINT (-73.90231306 40.64513343)","01"
"264348151","2023-02-28T00:00:00.000","18:34:00","VTL","1111D1N","CAR/SUV","BROOKLYN","066","983598","169562","40.63208501","-74.00234901","POINT (-74.00234901 40.63208501)","01"
"261669014","2023-01-10T00:00:00.000","15:45:04","VTL","1110A","CAR/SUV","BROOKLYN","067","1003505","177483","40.65380554","-73.93060584","POINT (-73.93060584 40.65380554)","01"
"263044667","2023-02-05T00:00:00.000","03:34:51","VTL","1180D","CAR/SUV","BROOKLYN","412","1012746","161402","40.60964996","-73.89737103","POINT (-73.89737103 40.60964996)","01"
"261688248","2023-01-10T00:00:00.000","16:38:00","VTL","1225C2A","CAR/SUV","BROOKLYN","079","997628","191150","40.69132921","-73.95175915","POINT (-73.95175915 40.69132921)","01"
"261264095","2023-01-03T00:00:00.000","08:00:00","VTL","1252C","MCL","BROOKLYN","077","996650","186732","40.67920424","-73.95529393","POINT (-73.95529393 40.67920424)","01"
"262020821","2023-01-17T00:00:00.000","08:47:08","NYC","403A1","CAR/SUV","BROOKLYN","068","980334","170465","40.63456271","-74.01410901","POINT (-74.01410901 40.63456271)","01"
"262835359","2023-02-01T00:00:00.000","16:46:00","VTL","1163AT","CAR/SUV","MANHATTAN","025","1002089","233265","40.80691636","-73.93556115","POINT (-73.93556115 40.80691636)","01"
"261508312","2023-01-07T00:00:00.000","00:48:00","VTL","1110A","CAR/SUV","QUEENS","103","1041604","191307","40.69158441","-73.79318146","POINT (-73.79318146 40.69158441)","01"
"262479590","2023-01-25T00:00:00.000","15:06:35","VTL","37512A2","CAR/SUV","BRONX","042","1008996","239726","40.82463334","-73.91058756","POINT (-73.91058756 40.82463334)","01"
"262425876","2023-01-24T00:00:00.000","21:01:00","VTL","37512A2","CAR/SUV","BROOKLYN","067","1007676","179158","40.65839299","-73.91556793","POINT (-73.91556793 40.65839299)","01"
