"evt_code","evt_desc","evt_type","evt_date","evt_mrc","evt_printed","evt_obtype","evt_object","evt_standwork","evt_ppm","evt_freq","evt_isstype","evt_class","evt_route","evt_target","evt_duration","evt_parent","evt_reqm","evt_jobtype","evt_priority","evt_reported","evt_start","evt_due","evt_completed","evt_warranty","evt_safety","evt_reopened","evt_schedend","evt_created","evt_updated","evt_updatecount","evt_perioduom","evt_sqlidentity","evt_multiequip","evt_completed_trunc","evt_udfchar01","evt_udfchar02","evt_udfchar03","evt_udfchar04","evt_udfchar05","evt_udfchar06","evt_udfchar08","evt_udfchar10","evt_udfchar11","evt_udfchar12","evt_udfchar13","evt_udfchar14","evt_udfchar15","evt_udfchar16","evt_udfnum01","evt_udfnum02","evt_udfchkbox01","evt_udfchkbox02","evt_udfchkbox03","evt_udfchkbox04","evt_udfchkbox05"
"1919878","GTO Clean-up and Build Out","JOB","Jun 12 2019  2:48PM","B-05","-","S","B485-GT001","Site Prep",,,"F",,,"Jun 12 2019 12:00AM","1",,,"GTBR","2-MED","Jun 12 2019  2:48PM",,,,"-","-","-","Jun 12 2019 12:00AM","Jun 12 2019  2:49PM","Jun 27 2019  2:28PM","3",,"1864495","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1921277","delivery of 4 cubic yards of woodchips to Mobilization for Change Garden","JOB","Jun 17 2019  2:57PM","M-07","-","S","M347-GT001",,,,"F",,,"Jun 17 2019 12:00AM","1",,,"GTBR",,"Jun 17 2019  2:57PM",,,,"-","-","-","Jun 17 2019 12:00AM","Jun 17 2019  2:58PM","Jun 27 2019  2:22PM","2",,"1865887","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1927071","DELIVERY of 15 pieces of lumber for Powers Street Garden","JOB","Jul  1 2019  9:48AM","B-01","-","S","B426-GT001",,,,"F",,,"Jul  1 2019 12:00AM","1",,,"GTBR",,"Jul  1 2019  9:48AM",,,,"-","-","-","Jul  1 2019 12:00AM","Jul  1 2019  9:50AM","Jul  8 2019  3:09PM","1",,"1871573","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"1927072","DELIVERY of 7 cubic yards of woodchips to Powers Street Garden","JOB","Jul  1 2019  9:55AM","B-01","-","S","B426-GT001",,,,"F",,,"Jul  1 2019 12:00AM","1",,,"GTBR",,"Jul  1 2019  9:55AM",,,,"-","-","-","Jul  1 2019 12:00AM","Jul  1 2019  9:55AM","Jul  8 2019  3:09PM","1",,"1871574","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"1927076","DELIVERY of 7 c/y of woodchips to 61 Franklin St. Garden","JOB","Jul  1 2019 10:12AM","B-01","-","S","B553",,,,"F",,,"Jul  1 2019 12:00AM","1",,,"GTBR",,"Jul  1 2019 10:12AM",,,,"-","-","-","Jul  1 2019 12:00AM","Jul  1 2019 10:12AM","Jul  8 2019  3:09PM","1",,"1871578","-",,"2. MED",,"GRNTHUMB",,,,"Franklin St. bet. Oak St. and Calyer St.",,,,"GT Open",,,,,,"-","-","-","+","-"
"2133967","deliver 4 cubic yards of mulch","JOB","Mar 22 2021  9:30AM","M-03","-","S","M312-GT001",,,,"F",,,"Mar 22 2021 12:00AM","1",,,"GTBR","2-MED","Mar 22 2021  9:30AM",,,,"-","-","-","Mar 22 2021 12:00AM","Mar 22 2021  9:31AM","Apr 16 2021 10:54AM","2",,"2058611","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1921610","Howard Garden Scope Gazebo repair","JOB","Jun 18 2019 11:56AM","B-16","-","S","B528",,,,"F",,,"Jun 18 2019 12:00AM","1",,,"GTBR",,"Jun 18 2019 11:56AM",,,,"-","-","-","Jun 18 2019 12:00AM","Jun 18 2019 11:58AM","Jun 27 2019  2:21PM","1",,"1866218","-",,"2. MED",,"GRNTHUMB",,,,"Howard Ave. to Tapscott St. between Dumo",,,,"GT Open",,,,,,"-","-","-","+","-"
"2134096","DELIVERY 12 pieces lumber Granite St (3/3)","JOB","Mar 22 2021 12:27PM","B-04","-","S","B470-GT001",,,,"F",,,"Mar 22 2021 12:00AM","1",,,"GTBR",,"Mar 22 2021 12:27PM",,,,"-","-","-","Mar 22 2021 12:00AM","Mar 22 2021 12:28PM","Mar 24 2021  1:57PM","1",,"2058740","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2127130","Wood materials for community engagement project","JOB","Mar  4 2021  1:32PM","X-03","-","S","X349-GT001",,,,"F",,,"Mar  4 2021 12:00AM","1",,,"GTBR",,"Mar  4 2021  1:32PM",,,,"-","-","-","Mar  4 2021 12:00AM","Mar  4 2021  1:35PM","Mar  5 2021  3:20PM","1",,"2051866","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2128609","DELIVERY of lumber to Prospect Farm","JOB","Mar  8 2021  3:53PM","B-07","-","S","BGT068",,,,"F",,,"Mar  8 2021 12:00AM","1",,,"GTBR",,"Mar  8 2021  3:53PM",,,,"-","-","-","Mar  8 2021 12:00AM","Mar  8 2021  3:53PM","Mar  9 2021  8:45AM","1",,"2053334","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"1971551","Rat abatement at Risse Street Garden","JOB","Oct 21 2019 12:57PM","X-07","-","S","X335-GT001",,,,"F",,,"Oct 21 2019 12:00AM","1",,,"GTBR",,"Oct 21 2019 12:57PM",,,,"-","-","-","Oct 21 2019 12:00AM","Oct 21 2019 12:59PM","Oct 23 2019 11:25AM","1",,"1906774","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1869096","Delivery - lumber","JOB","Mar  7 2019  1:38PM","M-11","-","S","M330-GT001",,,,"F",,,"Mar  7 2019 12:00AM","1",,,"GTBR",,"Mar  7 2019  1:38PM",,,,"-","-","-","Mar  7 2019 12:00AM","Mar  7 2019  1:39PM","Jun  7 2019  9:03AM","4",,"1823074","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1853327","DELIVERY of 30 c/y of soil/compost mix to South Brooklyn Chilren's Garden","JOB","Feb  1 2019  4:15PM","B-06","-","S","B559",,,,"F",,,"Feb  1 2019 12:00AM","1",,,"GTBR",,"Feb  1 2019  4:15PM",,,,"-","-","-","Feb  1 2019 12:00AM","Feb  1 2019  4:16PM","Feb 14 2019  9:41AM","1",,"1807410","-",,"3. HIGH",,"GRNTHUMB",,,,"Columbia St. bet. Sackett St. and De Gra",,,,"GT Open",,,,,,"-","-","-","+","-"
"1853329","DELIVERY of 30 pieces of lumber for South Brooklyn Children's Garden","JOB","Feb  1 2019  4:18PM","B-06","-","S","B559",,,,"F",,,"Feb  1 2019 12:00AM","1",,,"GTBR",,"Feb  1 2019  4:18PM",,,,"-","-","-","Feb  1 2019 12:00AM","Feb  1 2019  4:19PM","Feb 14 2019  9:41AM","1",,"1807412","-",,"3. HIGH",,"GRNTHUMB",,,,"Columbia St. bet. Sackett St. and De Gra",,,,"GT Open",,,,,,"-","-","-","+","-"
"1928362","4'x4' Bed construction and delivery","JOB","Jul  3 2019  9:41AM","X-03","-","S","X318-GT001",,,,"F",,,"Jul  3 2019 12:00AM","1",,,"GTBR",,"Jul  3 2019  9:41AM",,,,"-","-","-","Jul  3 2019 12:00AM","Jul  3 2019  9:57AM","Jul  8 2019  3:09PM","1",,"1872860","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1928576","deliver plants labeled sumpter in plant area before 7.13","JOB","Jul  3 2019  5:34PM","B-03","-","S","B525-GT001",,,,"F",,,"Jul  3 2019 12:00AM","1",,,"GTBR",,"Jul  3 2019  5:34PM",,,,"-","-","-","Jul  3 2019 12:00AM","Jul  3 2019  5:36PM","Jul  8 2019  3:10PM","1",,"1873074","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"1928578","14 cubic yards of woodchips + 10 shovels + plants labeld before 7.27","JOB","Jul  3 2019  5:47PM","B-05","-","S","B483",,,,"F",,,"Jul  3 2019 12:00AM","1",,,"GTBR",,"Jul  3 2019  5:47PM",,,,"-","-","-","Jul  3 2019 12:00AM","Jul  3 2019  5:48PM","Jul  8 2019  3:10PM","1",,"1873076","-",,"3. HIGH",,"GRNTHUMB",,,,"Montauk Ave. and Pitkin Ave.",,,,"GT Open",,,,,,"-","-","-","-","-"
"2149224","Order of lumber for bed replacement","JOB","May 19 2021  5:05PM","X-03","-","S","X339-GT001",,,,"F",,,"May 19 2021 12:00AM","1",,,"GTBR",,"May 19 2021  5:05PM",,,,"-","-","-","May 19 2021 12:00AM","May 19 2021  5:07PM","May 21 2021  2:39PM","1",,"2073659","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2199193","250 square feet of fabric","JOB","Aug 19 2021  2:41PM","X-04","-","S","X328-GT001",,,,"F",,,"Aug 19 2021 12:00AM","1",,,"GTBR",,"Aug 19 2021  2:41PM",,,,"-","-","-","Aug 19 2021 12:00AM","Aug 19 2021  2:42PM","Aug 26 2021 10:33AM","1",,"2105360","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2141008","Removal of bulk materials from old chicken coop from Carolina Garden","JOB","Apr 20 2021 10:26AM","M-11","-","S","M388-GT001",,,,"F",,,"Apr 20 2021 12:00AM","1",,,"GTBR",,"Apr 20 2021 10:26AM",,,,"-","-","-","Apr 20 2021 12:00AM","Apr 20 2021 10:28AM","Apr 20 2021 10:57AM","1",,"2065500","-",,"4. URG",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2177941","DELIVERY of 10 pieces of lumber to Diamante Garden","JOB","Jun 17 2021  1:03PM","M-11","-","S","M323-GT001",,,,"F",,,"Jun 17 2021 12:00AM","1",,,"GTBR",,"Jun 17 2021  1:03PM",,,,"-","-","-","Jun 17 2021 12:00AM","Jun 17 2021  1:04PM","Jun 25 2021 11:07AM","1",,"2084337","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2208433","14 yards of mulch","JOB","Sep  7 2021 10:00AM","X-06","-","S","X326-GT001",,,,"F",,,"Sep  7 2021 12:00AM","1",,,"GTBR",,"Sep  7 2021 10:00AM",,,,"-","-","-","Sep  7 2021 12:00AM","Sep  7 2021 10:02AM","Sep  8 2021  2:54PM","1",,"2114552","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","-","-"
"2209334","Front gate repair","JOB","Sep 10 2021  3:05PM","X-03","-","S","X350-GT001",,,,"F",,,"Sep 10 2021 12:00AM","1",,,"GTBR",,"Sep 10 2021  3:05PM",,,,"-","-","-","Sep 10 2021 12:00AM","Sep 10 2021  3:06PM","Nov 16 2021  2:47PM","1",,"2115427","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","+"
"2212878","1 0f 2 Two double high raised beds 4X8","JOB","Sep 21 2021  2:13PM","B-18","-","S","B571-GT001",,,,"F",,,"Sep 21 2021 12:00AM","1",,,"GTBR",,"Sep 21 2021  2:13PM",,,,"-","-","-","Sep 21 2021 12:00AM","Sep 21 2021  2:18PM","Sep 23 2021 11:00AM","1",,"2118920","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2215998","Entryway sidewalk repair","JOB","Sep 30 2021  9:53AM","X-01","-","S","X246-GT001",,,,"F",,,"Sep 30 2021 12:00AM","1",,,"GTBR",,"Sep 30 2021  9:53AM",,,,"-","-","-","Sep 30 2021 12:00AM","Sep 30 2021  9:56AM","Oct  7 2021  2:27PM","1",,"2121986","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2193720","7 cu feet wood chips","JOB","Aug  4 2021  1:57PM","B-05","-","S","B417-GT001",,,,"F",,,"Aug  4 2021 12:00AM","1",,,"GTBR",,"Aug  4 2021  1:57PM",,,,"-","-","-","Aug  4 2021 12:00AM","Aug  4 2021  2:00PM","Aug  5 2021 12:07PM","1",,"2099898","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2224694","Trash pick up","JOB","Oct 22 2021 11:36AM","X-06","-","S","X326-GT001",,,,"F",,,"Oct 22 2021 12:00AM","1",,,"GTBR",,"Oct 22 2021 11:36AM",,,,"-","-","-","Oct 22 2021 12:00AM","Oct 22 2021 11:43AM","Oct 22 2021  1:38PM","1",,"2130587","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,"311-08103662",,,"-","-","+","+","-"
"2205642","Garden kit supplies","JOB","Aug 27 2021 12:13PM","X-09","-","S","X088A-GT001",,,,"F",,,"Aug 27 2021 12:00AM","1",,,"GTBR",,"Aug 27 2021 12:13PM",,,,"-","-","-","Aug 27 2021 12:00AM","Aug 27 2021 12:16PM","Sep  1 2021 12:49PM","1",,"2111776","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2228153","Tree limb removal - UCC Youth Farm","JOB","Nov  1 2021  3:39PM","B-05","-","S","B515-GT001",,,,"F",,,"Nov  1 2021 12:00AM","1",,,"GTBR",,"Nov  1 2021  3:39PM",,,,"-","-","-","Nov  1 2021 12:00AM","Nov  1 2021  3:41PM","Jan 28 2022  6:18PM","2",,"2134001","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","+"
"2228781","Remove dead Peach Tree at Farmers Garden","JOB","Nov  3 2021 10:50AM","B-16","-","S","B464-GT001",,,,"F",,,"Nov  3 2021 12:00AM","1",,,"GTBR",,"Nov  3 2021 10:50AM",,,,"-","-","-","Nov  3 2021 12:00AM","Nov  3 2021 10:53AM","Nov  5 2021 10:30AM","1",,"2134624","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1596055","F 2123602496 -V","IN","Dec 14 2017  1:26PM","M","-","F","2123602496",,,,"F",,,"Dec 14 2017 12:00AM","1",,,,,"Dec 14 2017  1:26PM",,,"Dec 14 2017  1:26PM","-","-","-","Dec 14 2017 12:00AM","Dec 14 2017  1:26PM",,"1",,"1569710","-","Dec 14 2017 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"2257876","Advice on clearance of fence line junk - Ponderosa Garden","JOB","Jan  6 2022  2:56PM","B-18","-","S","B504-GT001","Gate Repair",,,"F",,,"Jan  6 2022 12:00AM","1",,,"GTBR","2-MED","Jan  6 2022  2:56PM",,,,"-","-","-","Jan  6 2022 12:00AM","Jan  6 2022  2:59PM","Jan 28 2022  6:15PM","2",,"2154536","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2270193","(3/3) 14 cy woodchips to Harlem Grown 134th St Farm","JOB","Feb  3 2022 10:00AM","M-10","-","S","M297-GT001",,,,"F",,,"Feb  3 2022 12:00AM","1",,,"GTBR",,"Feb  3 2022 10:00AM",,,,"-","-","-","Feb  3 2022 12:00AM","Feb  3 2022 10:01AM","Feb  4 2022 12:35PM","1",,"2166768","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2272177","Garden request wheelbarrow (w/soil delivery request) - Franklin Mem","JOB","Feb 10 2022  9:41AM","X-03","-","S","X318-GT001",,,,"F",,,"Feb 10 2022 12:00AM","1",,,"GTBR",,"Feb 10 2022  9:41AM",,,,"-","-","-","Feb 10 2022 12:00AM","Feb 10 2022  9:51AM","Feb 14 2022 12:04PM","2",,"2168750","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2273536","(2/4) DELIVERY 7 cy compost to Imani II Community Garden","JOB","Feb 16 2022 10:14AM","B-08","-","S","B579-GT001",,,,"F",,,"Feb 16 2022 12:00AM","1",,,"GTBR",,"Feb 16 2022 10:14AM",,,,"-","-","-","Feb 16 2022 12:00AM","Feb 16 2022 10:14AM","Feb 17 2022  9:55AM","1",,"2170088","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2288457","2 of 2 Delivery of Garbage Bags to River Garden","JOB","Mar  2 2022  1:20PM","X-06","-","S","X245-GT001",,,,"F",,,"Mar  2 2022 12:00AM","1",,,"GTBR",,"Mar  2 2022  1:20PM",,,,"-","-","-","Mar  2 2022 12:00AM","Mar  2 2022  1:22PM","Mar  7 2022 10:42AM","1",,"2175996","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2288496","(4 of 5) Deliver 7 yds. of bagged woodchips if available.","JOB","Mar  2 2022  2:51PM","B-03","-","S","B499-GT001",,,,"F",,,"Mar  2 2022 12:00AM","1",,,"GTBR",,"Mar  2 2022  2:51PM",,,,"-","-","-","Mar  2 2022 12:00AM","Mar  2 2022  2:53PM","Mar  7 2022 10:42AM","1",,"2176035","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2286748","DELIVERY of box of garbage bags to Green Dome","JOB","Feb 23 2022  4:17PM","B-01","-","S","B058-GT001",,,,"F",,,"Feb 23 2022 12:00AM","1",,,"GTBR",,"Feb 23 2022  4:17PM",,,,"-","-","-","Feb 23 2022 12:00AM","Feb 23 2022  4:23PM","Feb 23 2022  4:26PM","0",,"2174297","-",,"4. URG",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","-","+","-"
"2284896","(3/6) DELIVERY 14 cy topsoil to El Coqui Community Garden","JOB","Feb 22 2022  1:40PM","X-03","-","S","X350-GT001",,,,"F",,,"Feb 22 2022 12:00AM","1",,,"GTBR",,"Feb 22 2022  1:40PM",,,,"-","-","-","Feb 22 2022 12:00AM","Feb 22 2022  1:46PM","Mar  7 2022 10:44AM","1",,"2172445","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2284897","(4/6) DELIVERY 14 cy compost to El Coqui Community Garden","JOB","Feb 22 2022  1:47PM","X-03","-","S","X350-GT001",,,,"F",,,"Feb 22 2022 12:00AM","1",,,"GTBR",,"Feb 22 2022  1:47PM",,,,"-","-","-","Feb 22 2022 12:00AM","Feb 22 2022  1:48PM","Mar  7 2022 10:44AM","1",,"2172446","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2287002","Delivery of 14 Cubic yards of Compost Soil Mix to Hispanos Unidos","JOB","Feb 24 2022  3:14PM","X-06","-","S","X326-GT001",,,,"F",,,"Feb 24 2022 12:00AM","1",,,"GTBR",,"Feb 24 2022  3:14PM",,,,"-","-","-","Feb 24 2022 12:00AM","Feb 24 2022  3:15PM","Mar  7 2022 10:43AM","1",,"2174551","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2294438","DELIVERY of 4 c/y of compost (bagged) to Keap Fourth Community Garden","JOB","Mar 18 2022  6:36PM","B-01","-","S","B550-GT001",,,,"F",,,"Mar 18 2022 12:00AM","1",,,"GTBR",,"Mar 18 2022  6:36PM",,,,"-","-","-","Mar 18 2022 12:00AM","Mar 18 2022  6:37PM","Mar 18 2022  6:37PM","0",,"2181946","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2294443","DELIVERY of 7 c/y of mulch for Keap Fourth Community Garden","JOB","Mar 18 2022  6:48PM","B-01","-","S","B550-GT001",,,,"F",,,"Mar 18 2022 12:00AM","1",,,"GTBR",,"Mar 18 2022  6:48PM",,,,"-","-","-","Mar 18 2022 12:00AM","Mar 18 2022  6:49PM","Mar 18 2022  6:49PM","0",,"2181951","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Work Request",,,,,,"-","-","+","+","-"
"2293042","Deliver 7 yards soil","JOB","Mar 15 2022  3:56PM","B-08","-","S","B579-GT001","Soil",,,"F",,,"Mar 15 2022 12:00AM","1",,,"GTBR","2-MED","Mar 15 2022  3:56PM",,,,"-","-","-","Mar 15 2022 12:00AM","Mar 15 2022  3:59PM","Mar 17 2022  2:18PM","1",,"2180550","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2293044","Deliver 14 yards woodchips","JOB","Mar 15 2022  4:02PM","B-08","-","S","B579-GT001",,,,"F",,,"Mar 15 2022 12:00AM","1",,,"GTBR","2-MED","Mar 15 2022  4:02PM",,,,"-","-","-","Mar 15 2022 12:00AM","Mar 15 2022  4:04PM","Mar 17 2022  2:17PM","1",,"2180552","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1483726","PM_AC_Annual_Marcus Garvey Pool Bldng","PPM","May 30 2017 10:16AM","M-11","-","S","M058-ZN01-BUILDING",,"PM1-M058-ZN01-BUILDI","1","F","AC Start-up",,"Mar 15 2017 12:00AM","90",,,"PRMT","02-MED",,,"Mar 15 2017 12:00AM",,"-","-","-","Jun 12 2017 12:00AM","May 30 2017 10:16AM",,"0","Y","1466995","-",,,,"CW-FACS",,,"ELECTRICIAN",,,,,"Awaiting Release",,,,,,,,,,
"1707689","Lumber","JOB","Jun  7 2018  9:57AM","X-06","-","S","X346-GT001",,,,"F",,,"Jun  7 2018 12:00AM","1",,,"GTBR",,"Jun  7 2018  9:57AM",,,,"-","-","+","Jun  7 2018 12:00AM","Jun  7 2018 10:27AM","May  1 2019  8:26AM","8",,"1680515","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2092314","Fix or Replace Sterling left Gate hinge","JOB","Nov 27 2020  4:05PM","B-16","-","S","B505-GT001",,,,"F",,,"Nov 27 2020 12:00AM","1",,,"GTBR",,"Nov 27 2020  4:05PM",,,,"-","-","-","Nov 27 2020 12:00AM","Nov 27 2020  4:06PM","Nov 30 2020  9:06AM","1",,"2026490","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2124209","Special Project: Raised Bedbuild at Serenity Community Garden","JOB","Feb 22 2021  2:14PM","B-18","-","S","BGT069","Lumber",,,"F",,,"Feb 22 2021 12:00AM","1",,,"GTBR","2-MED","Feb 22 2021  2:14PM",,,,"-","-","-","Feb 22 2021 12:00AM","Feb 22 2021  2:19PM","Jan 25 2022  4:00PM","5",,"2049130","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2094772","(2 of 2) Repair brick pathway and fill in sunken area - Kosciusko","JOB","Dec  7 2020  3:12PM","B-03","-","S","B398-GT001",,,,"F",,,"Dec  7 2020 12:00AM","1",,,"GTBR",,"Dec  7 2020  3:12PM",,,,"-","-","-","Dec  7 2020 12:00AM","Dec  7 2020  3:14PM","Jan 28 2022  6:38PM","2",,"2028933","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2127462","Special Project to repair existing beds","JOB","Mar  5 2021  2:39PM","Q-01","-","S","Q507-GT001","Lumber",,,"F",,,"Mar  5 2021 12:00AM","1",,,"GTBR","3-HIGH","Mar  5 2021  2:39PM",,,,"-","-","-","Mar  5 2021 12:00AM","Mar  5 2021  2:39PM","Mar 10 2022  2:46PM","2",,"2052188","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"2092316","Level clean fill and fill depression front of shed Sterling CG","JOB","Nov 27 2020  4:18PM","B-16","-","S","B505-GT001",,,,"F",,,"Nov 27 2020 12:00AM","1",,,"GTBR",,"Nov 27 2020  4:18PM",,,,"-","-","-","Nov 27 2020 12:00AM","Nov 27 2020  4:22PM","Nov 30 2020  9:06AM","1",,"2026492","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2124218","Soil/Compost for 5 4 X 8 double high beds (2 of 2)","JOB","Feb 22 2021  2:39PM","B-18","-","S","BGT069",,,,"F",,,"Feb 22 2021 12:00AM","1",,,"GTBR",,"Feb 22 2021  2:39PM",,,,"-","-","-","Feb 22 2021 12:00AM","Feb 22 2021  2:40PM","Feb 23 2021  8:46AM","2",,"2049139","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","-","+","-"
"1603444","T 36067 -V","IN","Dec 15 2017  3:27PM","X","-","T","36067",,,,"F",,,"Dec 15 2017 12:00AM","1",,,,,"Dec 15 2017  3:27PM",,,"Dec 15 2017  3:27PM","-","-","-","Dec 15 2017 12:00AM","Dec 15 2017  3:27PM",,"1",,"1577097","-","Dec 15 2017 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
"2124605","30 yards soil/compost (1 of 2)","JOB","Feb 24 2021  9:26AM","B-05","-","S","B449-GT002",,,,"F",,,"Feb 24 2021 12:00AM","1",,,"GTBR",,"Feb 24 2021  9:26AM",,,,"-","-","-","Feb 24 2021 12:00AM","Feb 24 2021  9:28AM","Feb 24 2021 10:19AM","2",,"2049503","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2150508","Tree collapse into garden from space adjacent Bronx River - River Garden","JOB","May 24 2021  2:38PM","X-06","-","S","X245-GT001",,,,"F",,,"May 24 2021 12:00AM","1",,,"GTBR",,"May 24 2021  2:38PM",,,,"-","-","-","May 24 2021 12:00AM","May 24 2021  2:51PM","Feb  7 2022  1:42PM","1",,"2074940","-",,"3. HIGH",,"GRNTHUMB",,,,,,,,"GT Needs Scoping",,,,,,"-","-","-","+","+"
"2138763","(1 of 2) 12 pieces of lumber and 42' ft. of landscape fabric for 4 new beds.","JOB","Apr  9 2021  2:22PM","B-03","-","S","B507-GT001",,,,"F",,,"Apr  9 2021 12:00AM","1",,,"GTBR",,"Apr  9 2021  2:22PM",,,,"-","-","-","Apr  9 2021 12:00AM","Apr  9 2021  2:27PM","Apr 12 2021  3:20PM","1",,"2063277","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"2140300","Deliver forteen (14) 2x10 Lumber to Phoenix CG","JOB","Apr 16 2021  4:05PM","B-16","-","S","B517-GT001",,,,"F",,,"Apr 16 2021 12:00AM","1",,,"GTBR",,"Apr 16 2021  4:05PM",,,,"-","-","-","Apr 16 2021 12:00AM","Apr 16 2021  4:09PM","Apr 19 2021  3:10PM","1",,"2064799","-",,"2. MED",,"GRNTHUMB",,,,,,,,"GT Open",,,,,,"-","-","+","+","-"
"1596049","F 2123607484 -V","IN","Dec 14 2017  1:26PM","M","-","F","2123607484",,,,"F",,,"Dec 14 2017 12:00AM","1",,,,,"Dec 14 2017  1:26PM",,,"Dec 14 2017  1:26PM","-","-","-","Dec 14 2017 12:00AM","Dec 14 2017  1:26PM",,"1",,"1569704","-","Dec 14 2017 12:00AM",,,,,,,,,,,"Completed",,,,,,"-","-","-","-","-"
