"fiscal_year","location","print_order","attribute_reference","attribute_category","need_name","category","sub_category","column_l_fy15_weight","column_m_fy15_per_capita_no_ats_growth","column_n_fy14_actual_registers","column_o_projected_register","column_p_projected_formula","column_q_register_change","column_r_register_dollar_change"
"2015","K088","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","841","870","2746270.05","29","150977.50"
"2015","K089","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","659","675","1113828.91","16","42264.71"
"2015","K090","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","610","604","762351.11","-6","71822.99"
"2015","K091","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","629","531","753619.83","-98","-105285.17"
"2015","K092","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","553","528","608784.43","-25","-16914.83"
"2015","K093","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","380","337","361345.32","-43","-44294.57"
"2015","K094","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","2391","2418","2778551.24","27","-25064.96"
"2015","K095","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","895","842","1260183.34","-53","-194812.41"
"2015","K096","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","581","569","1462110.49","-12","-7497.86"
"2015","K097","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","806","798","1342814.55","-8","-78498.33"
"2015","K098","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","159","226","929492.04","67","443896.66"
"2015","K099","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","932","931","1129617.06","-1","-35764.33"
"2015","K100","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","496","505","710271.48","9","19489.43"
"2015","K101","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","860","857","1454661.82","-3","150299.20"
"2015","K102","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1141","1182","1601817.58","41","66388.28"
"2015","K104","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","935","918","1081962.42","-17","-6299.64"
"2015","K105","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","2594","2493","2678174.98","-101","-213008.35"
"2015","K106","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","735","753","990326.06","18","-68192.65"
"2015","K107","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","112","95","351851.93","-17","-25792.04"
"2015","K108","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1056","1021","1452925.57","-35","-91562.30"
"2015","K109","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","616","600","833382.97","-16","-52739.38"
"2015","K110","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","233","219","297824.88","-14","-91265.73"
"2015","K112","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","540","559","977823.54","19","119660.38"
"2015","K113","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","422","393","1034447.15","-29","-88380.84"
"2015","K114","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","628","532","735050.99","-96","-208140.76"
"2015","K115","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","975","967","1220656.67","-8","58014.32"
"2015","K116","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","748","697","947384.40","-51","-76104.58"
"2015","K118","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","36","5","24282.63","-31","-7464.10"
"2015","K119","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","396","345","455600.51","-51","-107700.78"
"2015","K120","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","498","481","487331.55","-17","-29997.26"
"2015","K121","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","331","363","505600.52","32","43086.53"
"2015","K122","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","155","233","649951.60","78","192896.86"
"2015","K123","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1132","1095","1358026.00","-37","-30292.81"
"2015","K124","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","379","362","400150.20","-17","-14717.51"
"2015","K126","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","292","256","678097.54","-36","-140334.75"
"2015","K127","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","539","543","836677.36","4","29646.60"
"2015","K128","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","444","476","582074.59","32","7468.55"
"2015","K130","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","723","815","1015176.68","92","107680.23"
"2015","K131","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1443","1494","1954687.15","51","26634.00"
"2015","K132","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","598","599","492687.92","1","12141.35"
"2015","K133","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","256","353","405205.99","97","74185.36"
"2015","K134","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","598","619","627101.18","21","-47739.12"
"2015","K135","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","614","575","444419.89","-39","-69751.25"
"2015","K136","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","660","632","1506489.30","-28","-44606.73"
"2015","K137","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","325","308","413452.82","-17","-24162.91"
"2015","K138","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","749","679","861909.22","-70","1885.41"
"2015","K139","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1117","1073","1297855.03","-44","-20362.05"
"2015","K145","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1053","1004","1286190.41","-49","-51216.92"
"2015","K146","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","308","307","1074220.01","-1","65968.72"
"2015","K147","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","257","304","312176.71","47","6037.18"
"2015","K149","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","722","731","716697.30","9","-82533.71"
"2015","K150","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","308","263","303599.67","-45","-109534.74"
"2015","K151","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","537","484","761486.50","-53","-65909.73"
"2015","K152","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","866","865","1175413.81","-1","40039.82"
"2015","K153","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","589","570","645968.14","-19","-107918.54"
"2015","K154","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","219","189","508168.17","-30","-46376.71"
"2015","K155","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","592","580","645278.67","-12","7557.43"
"2015","K156","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","738","780","892064.12","42","762.10"
"2015","K157","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","639","670","989328.83","31","-51482.25"
"2015","K158","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","568","564","672718.82","-4","12533.29"
"2015","K159","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","906","873","899757.73","-33","-81863.14"
"2015","K160","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1788","2014","2439388.81","226","270442.04"
"2015","K161","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","591","545","567979.68","-46","-53264.30"
"2015","K162","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","457","387","978120.52","-70","-202922.38"
"2015","K163","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","758","731","1027731.34","-27","-33497.31"
"2015","K164","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","614","610","841655.63","-4","-71642.42"
"2015","K165","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","546","435","538888.11","-111","-206169.18"
"2015","K166","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","279","126","355383.32","-153","-417023.03"
"2015","K167","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","391","110.814","147446.52","-280.186","-177046.46"
"2015","K168","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","108","161","423229.92","53","111370.13"
"2015","K169","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","2288","2305","2875983.67","17","-53058.45"
"2015","K170","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1164","1280","1565119.93","116","111068.65"
"2015","K171","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","602","603","1354161.86","1","-65632.78"
"2015","K172","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","777","744","1214518.96","-33","-65910.20"
"2015","K174","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","401","130.345","217955.07","-270.655","-263902.37"
"2015","K176","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1355","1465","1649931.86","110","27892.96"
"2015","K177","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1019","1023","1394388.81","4","-39451.30"
"2015","K178","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","511","443","474660.79","-68","-77709.93"
"2015","K179","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1337","1346","1798934.75","9","-791.80"
"2015","K180","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1212","1265","1685547.74","53","13214.00"
"2015","K181","5","NEED_WEIGHT_TOTAL","Need Weights","NA","NA","NA","0","0.00","1009","952","1217624.50","-57","-18746.83"
"2015","K216","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","538","546","2250909.92","8","32980.37"
"2015","K215","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","862","915","3772129.27","53","218494.92"
"2015","K212","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","616","609","2510630.30","-7","-28857.82"
"2015","K209","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","458","475","1958209.18","17","70083.28"
"2015","K199","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","445","419","1727346.63","-26","-107186.19"
"2015","K188","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","561","478","1970576.82","-83","-342171.29"
"2015","K690","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K153","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","499","494","2036537.55","-5","-20612.73"
"2015","K228","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K121","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","244","239","985288.41","-5","-20612.73"
"2015","K101","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","880","843","3475305.98","-37","-152534.19"
"2015","K100","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","713","723","2980600.50","10","41225.46"
"2015","K099","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","528","545","2246787.38","17","70083.28"
"2015","K098","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K097","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","771","781","3219708.15","10","41225.46"
"2015","K177","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","881","912","3759761.63","31","127798.91"
"2015","K329","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","444","414","1706733.90","-30","-123676.37"
"2015","K559","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K540","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K525","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K468","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K410","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K348","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K225","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","537","577","2378708.84","40","164901.83"
"2015","K337","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K226","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","658","668","2753860.49","10","41225.46"
"2015","K303","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K288","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","343","361","1488238.98","18","74205.82"
"2015","K281","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K253","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","770","790","3256811.06","20","82450.91"
"2015","K239","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K238","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","342","333","1372807.70","-9","-37102.91"
"2015","K381","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K344","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q012","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1280","1279","5272735.88","-1","-4122.55"
"2015","Q061","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q058","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","853","830","3421712.89","-23","-94818.55"
"2015","Q049","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","765","763","3145502.33","-2","-8245.09"
"2015","Q028","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","533","525","2164336.46","-8","-32980.37"
"2015","Q019","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1961","2021","8331664.75","60","247352.74"
"2015","Q016","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1737","1768","7288660.70","31","127798.91"
"2015","K647","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q013","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1607","1638","6752729.77","31","127798.91"
"2015","Q073","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q007","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1121","1098","4526555.12","-23","-94818.55"
"2015","Q005","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K697","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K671","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K668","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K326","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","206","215","886347.31","9","37102.91"
"2015","Q014","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1689","1695","6987714.87","6","24735.27"
"2015","Q093","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q153","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1283","1291","5322206.43","8","32980.37"
"2015","Q143","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1808","1828","7536013.44","20","82450.91"
"2015","Q128","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","628","662","2729125.22","34","140166.55"
"2015","Q125","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","212","0","0.00","-212","-873979.68"
"2015","Q119","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","245","338","1393420.43","93","383396.74"
"2015","Q113","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","646","634","2613693.94","-12","-49470.55"
"2015","Q068","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","744","748","3083664.14","4","16490.18"
"2015","Q102","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","863","861","3549511.80","-2","-8245.09"
"2015","Q071","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","945","894","3685555.81","-51","-210249.83"
"2015","Q091","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","798","782","3223830.69","-16","-65960.73"
"2015","Q089","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1981","1975","8142027.65","-6","-24735.27"
"2015","Q088","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1059","1083","4464716.93","24","98941.10"
"2015","Q087","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","334","333","1372807.70","-1","-4122.55"
"2015","Q081","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","1026","1001","4126668.19","-25","-103063.64"
"2015","Q077","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K646","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","Q110","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","140","199","820386.58","59","243230.19"
"2015","K630","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K178","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","267","257","1059494.23","-10","-41225.46"
"2015","K165","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","294","263","1084229.50","-31","-127798.91"
"2015","K156","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","746","773","3186727.78","27","111308.73"
"2015","K155","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","307","309","1273866.60","2","8245.09"
"2015","K150","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","213","193","795651.31","-20","-82450.91"
"2015","K137","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","180","177","729690.58","-3","-12367.64"
"2015","K664","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K041","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","386","375","1545954.62","-11","-45348.00"
"2015","K298","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","219","204","840999.31","-15","-61838.18"
"2015","K611","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K555","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K535","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K495","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K425","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K405","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K073","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","126","75","309190.92","-51","-210249.83"
"2015","K493","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K644","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K643","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K634","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K631","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","95","43","177269.46","-52","-214372.37"
"2015","K599","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","113","151","622504.39","38","156656.73"
"2015","K522","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K184","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","379","382","1574812.44","3","12367.64"
"2015","K514","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K284","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","348","371","1529464.43","23","94818.55"
"2015","K446","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","220","273","1125454.96","53","218494.92"
"2015","K401","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","211","218","898714.95","7","28857.82"
"2015","K392","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K363","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K327","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","396","385","1587180.07","-11","-45348.00"
"2015","K323","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","228","215","886347.31","-13","-53593.09"
"2015","Q261","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","K518","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R032","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","747","701","2889904.50","-46","-189637.10"
"2015","R044","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","811","834","3438203.07","23","94818.55"
"2015","R042","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","871","836","3446448.16","-35","-144289.10"
"2015","R041","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","662","667","2749737.95","5","20612.73"
"2015","R039","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","553","551","2271522.65","-2","-8245.09"
"2015","R038","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","329","331","1364562.61","2","8245.09"
"2015","R036","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","877","856","3528899.07","-21","-86573.46"
"2015","R023","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","468","458","1888125.91","-10","-41225.46"
"2015","R034","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R047","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R031","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","447","437","1801552.45","-10","-41225.46"
"2015","R030","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","789","785","3236198.33","-4","-16490.18"
"2015","R029","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","766","737","3038316.14","-29","-119553.82"
"2015","R027","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R026","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","177","193","795651.31","16","65960.73"
"2015","R064","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R035","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","369","369","1521219.34","0","0.00"
"2015","R054","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","762","737","3038316.14","-25","-103063.64"
"2015","Q228","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","313","307","1265621.51","-6","-24735.27"
"2015","R061","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R060","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","870","878","3619595.08","8","32980.37"
"2015","R059","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","45","83","342171.29","38","156656.73"
"2015","R058","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","774","771","3178482.69","-3","-12367.64"
"2015","R057","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","601","604","2490017.57","3","12367.64"
"2015","R045","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","911","895","3689678.35","-16","-65960.73"
"2015","R055","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","629","599","2469404.84","-30","-123676.37"
"2015","R046","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","320","323","1331582.24","3","12367.64"
"2015","R053","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","612","626","2580713.57","14","57715.64"
"2015","R052","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","502","454","1871635.72","-48","-197882.19"
"2015","R051","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","0","0","0.00","0","0.00"
"2015","R050","2","ATTRIBUTE_01","Grade Weights","NA","K-5","NA","1","4122.55","832","843","3475305.98","11","45348.00"
