"hour_beginning","location","pedestrians","towards_manhattan","towards_brooklyn","weather_summary","temperature","precipitation","lat","long","events","geocoded_column"
"2019-01-27T04:00:00.000","Brooklyn Bridge","1","0","1","clear-night","27","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-15T19:00:00.000","Brooklyn Bridge","2296","945","1351","partly-cloudy-day","78","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-12T23:00:00.000","Brooklyn Bridge","3","0","3","rain","36","0.0191","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-11T09:00:00.000","Brooklyn Bridge","257","123","134","clear-day","22","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-16T03:00:00.000","Brooklyn Bridge","1","0","1","clear-night","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-23T20:00:00.000","Brooklyn Bridge","61","60","1","clear-night","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-13T14:00:00.000","Brooklyn Bridge","1589","663","926","rain","75","0.0049","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-19T21:00:00.000","Brooklyn Bridge","59","54","5","clear-night","61","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-12T02:00:00.000","Brooklyn Bridge","1","0","1","clear-night","31","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-13T15:00:00.000","Brooklyn Bridge","3524","1647","1877","clear-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-21T21:00:00.000","Brooklyn Bridge","3","2","1","partly-cloudy-night","48","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-22T13:00:00.000","Brooklyn Bridge","1481","676","805","clear-day","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-21T10:00:00.000","Brooklyn Bridge","900","524","376","partly-cloudy-day","26","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-21T03:00:00.000","Brooklyn Bridge","0","0","0","cloudy","44","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-07T05:00:00.000","Brooklyn Bridge","1","0","1","cloudy","39","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-18T16:00:00.000","Brooklyn Bridge","1632","739","893","cloudy","44","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-30T05:00:00.000","Brooklyn Bridge","28","12","16","cloudy","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-13T15:00:00.000","Brooklyn Bridge","3335","1431","1904","partly-cloudy-day","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-22T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","79","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-25T15:00:00.000","Brooklyn Bridge","2353","1099","1254","partly-cloudy-day","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-24T19:00:00.000","Brooklyn Bridge","15","14","1","partly-cloudy-night","45","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-10T23:00:00.000","Brooklyn Bridge","1","0","1","cloudy","69","0.0041","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-09T14:00:00.000","Brooklyn Bridge","2818","1218","1600","partly-cloudy-day","76","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-25T23:00:00.000","Brooklyn Bridge","9","1","8","clear-night","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-27T03:00:00.000","Brooklyn Bridge","1","0","1","rain","51","0.0124","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-24T14:00:00.000","Brooklyn Bridge","3157","1394","1763","partly-cloudy-day","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-25T12:00:00.000","Brooklyn Bridge","2521","1174","1347","partly-cloudy-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-19T03:00:00.000","Brooklyn Bridge","2","1","1","partly-cloudy-night","58","0.00040","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-21T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-22T14:00:00.000","Brooklyn Bridge","959","416","543","clear-day","28","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-29T21:00:00.000","Brooklyn Bridge","8","0","8","clear-night","36","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-19T02:00:00.000","Brooklyn Bridge","1","0","1","partly-cloudy-night","36","0.0014","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-15T03:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","63","0","40.7081639691088","-73.9995087014816","Tax Day","(40.7081639691088, -73.9995087014816)"
"2019-09-29T08:00:00.000","Brooklyn Bridge","368","217","151","partly-cloudy-day","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-12T03:00:00.000","Brooklyn Bridge","1","0","1","cloudy","48","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-14T08:00:00.000","Brooklyn Bridge","311","196","115","partly-cloudy-day","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-15T09:00:00.000","Brooklyn Bridge","881","548","333","partly-cloudy-day","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-01T13:00:00.000","Brooklyn Bridge","354","138","216","sleet","32","0.0089","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-15T03:00:00.000","Brooklyn Bridge","0","0","0","clear-night","40","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-10T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","24","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-24T14:00:00.000","Brooklyn Bridge","2928","1354","1574","clear-day","57","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-20T12:00:00.000","Brooklyn Bridge","663","374","289","rain","38","0.076","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-11T09:00:00.000","Brooklyn Bridge","269","142","127","snow","32","0.0267","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-17T15:00:00.000","Brooklyn Bridge","2745","1181","1564","clear-day","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-05T21:00:00.000","Brooklyn Bridge","43","17","26","clear-night","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-13T01:00:00.000","Brooklyn Bridge","1","0","1","cloudy","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-24T17:00:00.000","Brooklyn Bridge","2513","1256","1257","partly-cloudy-day","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-15T04:00:00.000","Brooklyn Bridge","0","0","0","partly-cloudy-night","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-17T07:00:00.000","Brooklyn Bridge","279","136","143","partly-cloudy-day","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-11T02:00:00.000","Brooklyn Bridge","1","0","1","clear-night","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-12T03:00:00.000","Brooklyn Bridge","0","0","0","cloudy","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-10T18:00:00.000","Brooklyn Bridge","105","97","8","clear-night","32","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-17T00:00:00.000","Brooklyn Bridge","2","0","2","cloudy","55","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-26T16:00:00.000","Brooklyn Bridge","1354","540","814","cloudy","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-07T23:00:00.000","Brooklyn Bridge","4","4","0","partly-cloudy-night","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-29T18:00:00.000","Brooklyn Bridge","1973","1087","886","clear-day","80","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-09T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","26","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-01T03:00:00.000","Brooklyn Bridge","1","0","1","cloudy","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-01T00:00:00.000","Brooklyn Bridge","144","24","120","rain","46","0.1363","40.7081639691088","-73.9995087014816","New Year's Day","(40.7081639691088, -73.9995087014816)"
"2019-06-13T15:00:00.000","Brooklyn Bridge","1395","708","687","cloudy","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-13T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","53","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-19T02:00:00.000","Brooklyn Bridge","2","1","1","clear-night","45","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-22T16:00:00.000","Brooklyn Bridge","703","251","452","cloudy","60","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-27T05:00:00.000","Brooklyn Bridge","1","0","1","cloudy","46","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-19T03:00:00.000","Brooklyn Bridge","0","0","0","clear-night","25","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-06T18:00:00.000","Brooklyn Bridge","1084","388","696","cloudy","69","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-09T18:00:00.000","Brooklyn Bridge","1885","1062","823","partly-cloudy-day","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-17T14:00:00.000","Brooklyn Bridge","255","145","110","rain","33","0.006","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-08T03:00:00.000","Brooklyn Bridge","0","0","0","rain","53","0.0805","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-15T02:00:00.000","Brooklyn Bridge","0","0","0","clear-night","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-27T21:00:00.000","Brooklyn Bridge","19","8","11","partly-cloudy-night","67","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-26T22:00:00.000","Brooklyn Bridge","5","3","2","cloudy","45","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-18T23:00:00.000","Brooklyn Bridge","55","53","2","clear-night","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-20T02:00:00.000","Brooklyn Bridge","1","0","1","partly-cloudy-night","22","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-02T09:00:00.000","Brooklyn Bridge","0","0","0","clear-day","19","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-29T14:00:00.000","Brooklyn Bridge","1842","796","1046","cloudy","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-24T03:00:00.000","Brooklyn Bridge","0","0","0","cloudy","51","0.0034","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-29T12:00:00.000","Brooklyn Bridge","1590","674","916","partly-cloudy-day","88","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-01T14:00:00.000","Brooklyn Bridge","1900","818","1082","partly-cloudy-day","77","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-17T00:00:00.000","Brooklyn Bridge","13","7","6","clear-night","80","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-17T18:00:00.000","Brooklyn Bridge","786","413","373","partly-cloudy-day","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-31T13:00:00.000","Brooklyn Bridge","798","341","457","rain","70","0.0158","40.7081639691088","-73.9995087014816","Halloween","(40.7081639691088, -73.9995087014816)"
"2019-01-28T18:00:00.000","Brooklyn Bridge","124","119","5","clear-night","27","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-23T05:00:00.000","Brooklyn Bridge","9","4","5","rain","71","0.014","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-31T18:00:00.000","Brooklyn Bridge","6","5","1","partly-cloudy-night","42","0","40.7081639691088","-73.9995087014816","New Year's Eve","(40.7081639691088, -73.9995087014816)"
"2019-03-17T18:00:00.000","Brooklyn Bridge","1563","679","884","clear-day","44","0","40.7081639691088","-73.9995087014816","St. Patrick's Day","(40.7081639691088, -73.9995087014816)"
"2019-11-05T03:00:00.000","Brooklyn Bridge","0","0","0","clear-night","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-08T14:00:00.000","Brooklyn Bridge","2587","1058","1529","partly-cloudy-day","76","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-23T23:00:00.000","Brooklyn Bridge","15","15","0","cloudy","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-29T23:00:00.000","Brooklyn Bridge","8","5","3","clear-night","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-23T12:00:00.000","Brooklyn Bridge","2341","1231","1110","clear-day","42","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-21T14:00:00.000","Brooklyn Bridge","1570","736","834","partly-cloudy-day","87","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-23T06:00:00.000","Brooklyn Bridge","29","25","4","partly-cloudy-night","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-28T00:00:00.000","Brooklyn Bridge","28","22","6","clear-night","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-02T19:00:00.000","Brooklyn Bridge","1990","1033","957","partly-cloudy-day","80","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-23T14:00:00.000","Brooklyn Bridge","1456","690","766","clear-day","88","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-04T16:00:00.000","Brooklyn Bridge","2111","910","1201","clear-day","45","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-03T12:00:00.000","Brooklyn Bridge","1321","479","842","partly-cloudy-day","34","0.00040","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-26T06:00:00.000","Brooklyn Bridge","116","81","35","clear-night","38","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-06T13:00:00.000","Brooklyn Bridge","819","379","440","partly-cloudy-day","25","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-06T00:00:00.000","Brooklyn Bridge","14","14","0","rain","41","0.0198","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-11T12:00:00.000","Brooklyn Bridge","1787","820","967","clear-day","58","0","40.7081639691088","-73.9995087014816","Veterans Day","(40.7081639691088, -73.9995087014816)"
"2019-03-06T18:00:00.000","Brooklyn Bridge","128","51","77","partly-cloudy-night","25","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-24T08:00:00.000","Brooklyn Bridge","543","233","310","partly-cloudy-day","71","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-08T15:00:00.000","Brooklyn Bridge","2566","1206","1360","clear-day","41","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-16T06:00:00.000","Brooklyn Bridge","46","32","14","clear-night","36","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-13T04:00:00.000","Brooklyn Bridge","0","0","0","cloudy","44","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-12T06:00:00.000","Brooklyn Bridge","35","29","6","partly-cloudy-night","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-21T01:00:00.000","Brooklyn Bridge","2","1","1","partly-cloudy-night","12","0","40.7081639691088","-73.9995087014816","Martin Luther King Jr. Day","(40.7081639691088, -73.9995087014816)"
"2019-06-23T14:00:00.000","Brooklyn Bridge","2720","1124","1596","clear-day","82","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-15T16:00:00.000","Brooklyn Bridge","897","420","477","clear-day","35","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-11T16:00:00.000","Brooklyn Bridge","2192","1044","1148","cloudy","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-04T18:00:00.000","Brooklyn Bridge","1576","784","792","clear-day","58","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-09T11:00:00.000","Brooklyn Bridge","1220","576","644","cloudy","48","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-19T07:00:00.000","Brooklyn Bridge","186","71","115","clear-night","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-03T08:00:00.000","Brooklyn Bridge","499","161","338","clear-day","63","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-20T00:00:00.000","Brooklyn Bridge","17","17","0","clear-night","30","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-15T20:00:00.000","Brooklyn Bridge","571","225","346","partly-cloudy-night","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-28T13:00:00.000","Brooklyn Bridge","1598","641","957","clear-day","49","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-18T11:00:00.000","Brooklyn Bridge","1057","577","480","cloudy","72","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-28T06:00:00.000","Brooklyn Bridge","158","79","79","clear-day","64","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-13T22:00:00.000","Brooklyn Bridge","56","48","8","partly-cloudy-night","62","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-25T11:00:00.000","Brooklyn Bridge","1832","882","950","clear-day","80","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-13T16:00:00.000","Brooklyn Bridge","949","398","551","clear-day","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-08-16T06:00:00.000","Brooklyn Bridge","185","84","101","partly-cloudy-night","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-10T09:00:00.000","Brooklyn Bridge","521","263","258","cloudy","70","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-14T22:00:00.000","Brooklyn Bridge","22","0","22","clear-night","50","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-13T17:00:00.000","Brooklyn Bridge","223","109","114","rain","48","0.0551","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-18T00:00:00.000","Brooklyn Bridge","17","9","8","cloudy","31","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-10T17:00:00.000","Brooklyn Bridge","1035","451","584","partly-cloudy-day","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-30T12:00:00.000","Brooklyn Bridge","2328","1145","1183","clear-day","40","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-08T02:00:00.000","Brooklyn Bridge","3","1","2","partly-cloudy-night","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-03T18:00:00.000","Brooklyn Bridge","1657","993","664","clear-day","78","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-08T22:00:00.000","Brooklyn Bridge","35","13","22","partly-cloudy-night","70","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-03T09:00:00.000","Brooklyn Bridge","639","305","334","clear-day","65","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-02T11:00:00.000","Brooklyn Bridge","1225","577","648","clear-day","83","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-21T08:00:00.000","Brooklyn Bridge","449","199","250","clear-day","51","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-10T23:00:00.000","Brooklyn Bridge","33","0","33","cloudy","59","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-17T16:00:00.000","Brooklyn Bridge","172","109","63","rain","33","0.0117","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-20T11:00:00.000","Brooklyn Bridge","788","387","401","cloudy","30","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-16T06:00:00.000","Brooklyn Bridge","66","40","26","rain","68","0.002","40.7081639691088","-73.9995087014816","Father's Day","(40.7081639691088, -73.9995087014816)"
"2019-11-25T15:00:00.000","Brooklyn Bridge","2286","1060","1226","partly-cloudy-day","52","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-09-10T15:00:00.000","Brooklyn Bridge","1900","818","1082","cloudy","75","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-16T10:00:00.000","Brooklyn Bridge","1020","611","409","clear-day","82","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-01-22T19:00:00.000","Brooklyn Bridge","142","126","16","clear-night","27","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-06-18T05:00:00.000","Brooklyn Bridge","61","29","32","cloudy","68","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-25T13:00:00.000","Brooklyn Bridge","2015","856","1159","clear-day","51","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-18T06:00:00.000","Brooklyn Bridge","24","16","8","rain","35","0.0255","40.7081639691088","-73.9995087014816","Presidents' Day (regional holiday)","(40.7081639691088, -73.9995087014816)"
"2019-04-07T05:00:00.000","Brooklyn Bridge","0","0","0","clear-night","47","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-15T16:00:00.000","Brooklyn Bridge","1702","814","888","partly-cloudy-day","54","0","40.7081639691088","-73.9995087014816","Tax Day","(40.7081639691088, -73.9995087014816)"
"2019-01-25T06:00:00.000","Brooklyn Bridge","16","10","6","partly-cloudy-night","33","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-05T00:00:00.000","Brooklyn Bridge","25","23","2","cloudy","56","0","40.7081639691088","-73.9995087014816","Cinco de Mayo","(40.7081639691088, -73.9995087014816)"
"2019-02-01T18:00:00.000","Brooklyn Bridge","60","55","5","partly-cloudy-night","20","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-07-02T08:00:00.000","Brooklyn Bridge","447","175","272","clear-day","74","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-10-02T00:00:00.000","Brooklyn Bridge","0","0","0","clear-night","73","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-08T12:00:00.000","Brooklyn Bridge","1588","647","941","partly-cloudy-day","39","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-05-09T00:00:00.000","Brooklyn Bridge","3","2","1","partly-cloudy-night","56","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-26T08:00:00.000","Brooklyn Bridge","397","154","243","clear-day","40","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-19T01:00:00.000","Brooklyn Bridge","0","0","0","clear-night","21","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-22T04:00:00.000","Brooklyn Bridge","0","0","0","rain","45","0.0478","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-02-11T21:00:00.000","Brooklyn Bridge","2","1","1","partly-cloudy-night","34","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-04-03T02:00:00.000","Brooklyn Bridge","0","0","0","cloudy","43","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-13T11:00:00.000","Brooklyn Bridge","818","373","445","clear-day","30","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-12-05T16:00:00.000","Brooklyn Bridge","1215","545","670","cloudy","40","0.00030","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-03-30T05:00:00.000","Brooklyn Bridge","0","0","0","cloudy","50","0","40.7081639691088","-73.9995087014816",,"(40.7081639691088, -73.9995087014816)"
"2019-11-27T19:00:00.000","Brooklyn Bridge","5","2","3","cloudy","56","0","40.7081639691088","-73.9995087014816","Thanksgiving Day","(40.7081639691088, -73.9995087014816)"
