"building_id","boro","phn","street_address","total_units","aep_start_date","of_b_c_violations_at_start","current_status","discharge_date","aep_round","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"132098","Brooklyn","4623","6 AVENUE","10","2017-01-31T00:00:00.000","420","AEP Active",,"Aep Round 10","11220","40.645842","-74.005953","7","38","96","3011953","3007580001","Sunset Park (Central)"
"85683","Bronx","1731","HOLLAND AVENUE","3","2008-11-13T00:00:00.000","224","AEP Discharged","2012-10-04T00:00:00.000","Aep Round 2","10462","40.844671","-73.864001","11","13","238","2043078","2040340012","Pelham Parkway-Van Nest"
"248745","Brooklyn","855","EAST 19 STREET","60","2016-02-01T00:00:00.000","1099","AEP Discharged","2016-06-15T00:00:00.000","Aep Round 9","11230","40.62994","-73.958407","14","45","764","3179451","3067030035","Flatbush (West)-Ditmas Park-Parkville"
"71074","Bronx","870","EAST 228 STREET","3","2012-01-31T00:00:00.000","271","AEP Active",,"Aep Round 5","10466","40.888405","-73.854552","12","12","406","2064002","2048520071","Williamsbridge-Olinville"
"56","Manhattan","1134","1 AVENUE","8","2022-01-31T00:00:00.000","119","AEP Discharged","2023-01-26T00:00:00.000","Aep Round 15","10065","40.761673","-73.960448","8","5","10602","1045314","1014570003","Upper East Side-Lenox Hill-Roosevelt Island"
"379430","Brooklyn","205","SUMPTER STREET","6","2017-01-31T00:00:00.000","431","AEP Discharged","2018-10-31T00:00:00.000","Aep Round 10","11233","40.680284","-73.917512","3","41","379","3041292","3015190048","Bedford-Stuyvesant (East)"
"63730","Bronx","456","EAST 149 STREET","16","2007-11-13T00:00:00.000","833","AEP Discharged","2012-05-04T00:00:00.000","Aep Round 1","10455","40.815325","-73.9159","1","8","43","2000539","2022930056","Mott Haven-Port Morris"
"136102","Brooklyn","304","10 STREET","25","2013-01-31T00:00:00.000","796","AEP Discharged","2016-06-15T00:00:00.000","Aep Round 6","11215","40.669422","-73.988555","6","38","139","3022521","3010160005","Park Slope"
"225110","Brooklyn","3126","CONEY ISLAND AVENUE","38","2017-01-31T00:00:00.000","1082","AEP Discharged","2017-07-05T00:00:00.000","Aep Round 10","11235","40.579826","-73.959792","13","48","362","3245011","3086780059","Brighton Beach"
"69950","Bronx","812","EAST 223 STREET","4","2014-01-31T00:00:00.000","426","AEP Discharged","2018-09-11T00:00:00.000","Aep Round 7","10466","40.885258","-73.857701","12","12","396","2063748","2048470043","Williamsbridge-Olinville"
"65767","Bronx","806","EAST 175 STREET","43","2008-11-13T00:00:00.000","3201","AEP Discharged","2013-02-12T00:00:00.000","Aep Round 2","10460","40.84103","-73.890388","6","15","367","2010010","2029520046","Tremont"
"42778","Manhattan","529","WEST 158 STREET","31","2016-02-01T00:00:00.000","1884","AEP Discharged","2016-05-11T00:00:00.000","Aep Round 9","10032","40.833898","-73.942531","12","7","245","1062778","1021170054","Washington Heights (South)"
"65958","Bronx","234","EAST 178 STREET","13","2009-11-12T00:00:00.000","646","AEP Discharged","2010-03-11T00:00:00.000","Aep Round 3","10457","40.850316","-73.904097","5","15","23502","2092051","2028100020","Mount Hope"
"295908","Brooklyn","643","FRANKLIN AVENUE","8","2015-02-02T00:00:00.000","451","AEP Discharged","2017-06-12T00:00:00.000","Aep Round 8","11238","40.676438","-73.955873","8","35","221","3030570","3012170009","Crown Heights (North)"
"31257","Manhattan","229","WEST 22 STREET","8","2019-01-31T00:00:00.000","333","AEP Discharged","2019-03-25T00:00:00.000","Aep Round 12","10011","40.743819","-73.997026","4","3","91","1014113","1007720030","Chelsea-Hudson Yards"
"671","Manhattan","940","1 AVENUE","6","2018-01-31T00:00:00.000","64","AEP Discharged","2019-03-12T00:00:00.000","Aep Round 11","10022","40.754906","-73.965393","6","4","8603","1040147","1013630049","East Midtown-Turtle Bay"
"658472","Queens","10-26","GIPSON STREET","3","2021-02-01T00:00:00.000","231","AEP Discharged","2021-07-14T00:00:00.000","Aep Round 14","11691","40.603123","-73.759384","14","31","100803","4300277","4157140027","Far Rockaway-Bayswater"
"210447","Brooklyn","625","BLAKE AVENUE","5","2015-02-02T00:00:00.000","108","AEP Discharged","2019-01-16T00:00:00.000","Aep Round 8","11207","40.667717","-73.895662","5","42","1156","3084285","3037710001","East New York (North)"
"3627","Manhattan","2516","ADAM C POWELL BOULEVARD","21","2013-01-31T00:00:00.000","1658","AEP Discharged","2013-06-05T00:00:00.000","Aep Round 6","10039","40.822119","-73.938737","10","9","232","1060486","1020310037","Harlem (North)"
"119863","Bronx","2268","WASHINGTON AVENUE","20","2009-11-12T00:00:00.000","1635","AEP Discharged","2010-04-09T00:00:00.000","Aep Round 3","10457","40.85488","-73.893438","6","15","385","2011547","2030500020","Belmont"
"326938","Brooklyn","333","LINCOLN ROAD","8","2015-02-02T00:00:00.000","269","AEP Discharged","2015-06-18T00:00:00.000","Aep Round 8","11225","40.66151","-73.951817","9","40","800","3035374","3013290057","Prospect Lefferts Gardens-Wingate"
"395865","Brooklyn","566","WILLIAMS AVENUE","4","2011-01-31T00:00:00.000","113","AEP Discharged","2019-02-15T00:00:00.000","Aep Round 4","11207","40.661883","-73.897178","5","42","1130","3085408","3038350038","East New York-New Lots"
"92483","Bronx","833","LONGFELLOW AVENUE","26","2014-01-31T00:00:00.000","701","AEP Discharged","2016-09-14T00:00:00.000","Aep Round 7","10474","40.818057","-73.885509","2","17","11502","2006476","2027620166","Hunts Point"
"28053","Manhattan","17","ST NICHOLAS AVENUE","34","2021-02-01T00:00:00.000","531","AEP Active",,"Aep Round 14","10026","40.799308","-73.952436","10","9","216","1054960","1018210046","Harlem (South)"
"42739","Manhattan","504","WEST 157 STREET","9","2023-01-31T00:00:00.000","678","AEP Active",,"Aep Round 16","10032","40.833039","-73.942467","12","10","241","1062711","1021150032","Washington Heights (South)"
"6207","Manhattan","248","AUDUBON AVENUE","36","2017-01-31T00:00:00.000","518","AEP Discharged","2017-06-23T00:00:00.000","Aep Round 10","10033","40.846481","-73.933998","12","10","261","1063238","1021330076","Washington Heights (South)"
"381865","Brooklyn","237","TROUTMAN STREET","6","2007-11-13T00:00:00.000","474","AEP Discharged","2010-08-05T00:00:00.000","Aep Round 1","11237","40.702523","-73.926855","4","34","427","3072330","3031740042","Bushwick (West)"
"334925","Brooklyn","786","MAC DONOUGH STREET","3","2009-11-12T00:00:00.000","240","AEP Discharged","2015-08-05T00:00:00.000","Aep Round 3","11233","40.684271","-73.915268","16","41","373","3040417","3015020035","Ocean Hill"
"65066","Bronx","616","EAST 168 STREET","2","2011-01-31T00:00:00.000","75","AEP Discharged","2015-12-24T00:00:00.000","Aep Round 4","10456","40.830158","-73.903187","3","16","18502","2004282","2026140029","Morrisania"
"21283","Manhattan","369","EDGECOMBE AVENUE","16","2017-01-31T00:00:00.000","311","AEP Discharged","2017-12-29T00:00:00.000","Aep Round 10","10031","40.827741","-73.940878","9","9","23501","1061167","1020540016","Hamilton Heights-Sugar Hill"
"19098","Manhattan","159","EAST 106 STREET","8","2016-02-01T00:00:00.000","396","AEP Discharged","2019-03-01T00:00:00.000","Aep Round 9","10029","40.792015","-73.945713","11","8","172","1052029","1016340028","East Harlem (South)"
"372153","Brooklyn","338","SOUTH 3 STREET","41","2020-01-31T00:00:00.000","1096","AEP Active",,"Aep Round 13","11211","40.709289","-73.953719","1","34","527","3063350","3024370011","Williamsburg"
"371679","Brooklyn","11","SOMERS STREET","3","2014-01-31T00:00:00.000","85","AEP Discharged","2016-07-29T00:00:00.000","Aep Round 7","11233","40.678511","-73.912997","16","41","371","3041863","3015380067","Ocean Hill"
"287348","Brooklyn","489","EAST NEW YORK AVENUE","4","2015-02-02T00:00:00.000","74","AEP Discharged","2015-03-27T00:00:00.000","Aep Round 8","11225","40.661829","-73.946551","9","40","806","3000000","3013310042","Prospect Lefferts Gardens-Wingate"
"344252","Brooklyn","1311","NEWKIRK AVENUE","20","2022-01-31T00:00:00.000","288","AEP Active",,"Aep Round 15","11230","40.634784","-73.964897","14","40","520","3120139","3051990035","Flatbush (West)-Ditmas Park-Parkville"
"180694","Brooklyn","367","86 STREET","6","2022-01-31T00:00:00.000","141","AEP Active",,"Aep Round 15","11209","40.622958","-74.028959","10","47","62","3153129","3060340056","Bay Ridge"
"43371","Manhattan","508","WEST 180 STREET","21","2018-01-31T00:00:00.000","942","AEP Discharged","2018-07-10T00:00:00.000","Aep Round 11","10033","40.847635","-73.931907","12","10","261","1063599","1021520041","Washington Heights (South)"
"92783","Bronx","1050","LOWELL STREET","11","2008-11-13T00:00:00.000","1946","AEP Discharged","2009-05-11T00:00:00.000","Aep Round 2","10459","40.825977","-73.886962","2","17","12102","2006282","2027570042","Longwood"
"102917","Bronx","3158","PERRY AVENUE","51","2022-01-31T00:00:00.000","1030","AEP Discharged","2022-07-15T00:00:00.000","Aep Round 15","10467","40.873731","-73.877906","7","11","425","2018304","2033450019","Norwood"
"314175","Brooklyn","553","HOWARD AVENUE","12","2020-01-31T00:00:00.000","1035","AEP Discharged","2020-10-22T00:00:00.000","Aep Round 13","11233","40.668777","-73.920064","16","41","361","3039579","3014760006","Ocean Hill"
"101924","Bronx","3011","PAULDING AVENUE","7","2022-01-31T00:00:00.000","331","AEP Discharged","2022-05-05T00:00:00.000","Aep Round 15","10469","40.869872","-73.858541","12","12","342","2055849","2045760051","Allerton"
"359185","Brooklyn","281","QUINCY STREET","25","2019-01-31T00:00:00.000","473","AEP Discharged","2019-06-13T00:00:00.000","Aep Round 12","11216","40.687104","-73.949462","3","36","251","3050644","3018030074","Bedford-Stuyvesant (West)"
"264702","Brooklyn","491","EAST 45 STREET","16","2018-01-31T00:00:00.000","339","AEP Discharged","2021-11-12T00:00:00.000","Aep Round 11","11203","40.649505","-73.934974","17","45","860","3110302","3049130001","East Flatbush-Rugby"
"515679","Queens","32-17","104 STREET","6","2018-01-31T00:00:00.000","429","AEP Discharged","2018-07-17T00:00:00.000","Aep Round 11","11369","40.759089","-73.864862","3","21","365","4042112","4016990063","East Elmhurst"
"325949","Brooklyn","415","LINCOLN AVENUE","30","2011-01-31T00:00:00.000","1747","AEP Discharged","2011-08-03T00:00:00.000","Aep Round 4","11208","40.679766","-73.868296","5","37","1188","3093975","3041810020","East New York-City Line"
"922458","Bronx","791","JENNINGS STREET","3","2012-01-31T00:00:00.000","180","AEP Discharged","2020-12-01T00:00:00.000","Aep Round 5","10459","40.832024","-73.89621","3","16","153","2114933","2029630146","Crotona Park East"
"631946","Queens","408","BEACH 25 STREET","3","2016-02-01T00:00:00.000","149","AEP Discharged","2016-06-03T00:00:00.000","Aep Round 9","11691","40.597796","-73.759846","14","31","99801","4436114","4157740053","Far Rockaway-Bayswater"
"68193","Bronx","766","EAST 215 STREET","6","2020-01-31T00:00:00.000","695","AEP Discharged","2020-03-04T00:00:00.000","Aep Round 13","10467","40.880013","-73.862331","12","12","380","2057872","2046620056","Williamsbridge-Olinville"
"339060","Brooklyn","530","MONROE STREET","3","2009-11-12T00:00:00.000","102","AEP Discharged","2012-11-20T00:00:00.000","Aep Round 3","11221","40.687057","-73.936712","3","36","277","3044796","3016390032","Bedford-Stuyvesant (East)"
"225845","Brooklyn","304","COOPER STREET","4","2008-11-13T00:00:00.000","193","AEP Discharged","2012-01-30T00:00:00.000","Aep Round 2","11237","40.692095","-73.903092","4","37","409","3080059","3034430034","Bushwick (East)"
"389245","Brooklyn","85","WAVERLY AVENUE","3","2023-01-31T00:00:00.000","77","AEP Active",,"Aep Round 16","11205","40.694972","-73.968183","2","35","191","3054358","3018890029","Clinton Hill"
"4037","Manhattan","2359","FREDERICK DOUGLASS BOULEVARD","10","2015-02-02T00:00:00.000","535","AEP Discharged","2018-12-13T00:00:00.000","Aep Round 8","10027","40.811195","-73.950433","10","9","215","1059343","1019530033","Harlem (North)"
"302890","Brooklyn","86","BUSHWICK AVENUE","12","2021-02-01T00:00:00.000","288","AEP Active",,"Aep Round 14","11211","40.712289","-73.940865","1","34","495","3069482","3027840021","East Williamsburg"
"315782","Brooklyn","211","IRVING AVENUE","6","2016-02-01T00:00:00.000","769","AEP Discharged","2022-04-06T00:00:00.000","Aep Round 9","11237","40.701175","-73.91815","4","37","443","3074849","3032800004","Bushwick (West)"
"674616","Queens","188-05","LINDEN BOULEVARD","3","2016-02-01T00:00:00.000","106","AEP Discharged","2020-01-23T00:00:00.000","Aep Round 9","11412","40.691866","-73.76391","12","27","398","4457682","4103810078","St. Albans"
"287492","Brooklyn","1018","EASTERN PARKWAY","34","2023-01-31T00:00:00.000","2293","AEP Active",,"Aep Round 16","11213","40.668992","-73.934811","9","35","35302","3037516","3013950033","Crown Heights (South)"
"302318","Brooklyn","363","GRAND AVENUE","24","2017-01-31T00:00:00.000","387","AEP Discharged","2017-06-20T00:00:00.000","Aep Round 10","11238","40.685158","-73.962151","2","35","231","3056405","3019690093","Clinton Hill"
"346370","Brooklyn","1948","NOSTRAND AVENUE","24","2022-01-31T00:00:00.000","834","AEP Active",,"Aep Round 15","11210","40.63789","-73.948202","14","45","78801","3121052","3052310034","Flatbush"
"216509","Brooklyn","150","CALYER STREET","8","2019-01-31T00:00:00.000","643","AEP Discharged","2019-06-17T00:00:00.000","Aep Round 12","11222","40.727726","-73.954478","1","33","561","3065306","3025950017","Greenpoint"
"321734","Brooklyn","473","KOSCIUSZKO STREET","4","2011-01-31T00:00:00.000","333","AEP Discharged","2017-10-23T00:00:00.000","Aep Round 4","11221","40.692398","-73.936007","3","36","289","3043250","3016020078","Bedford-Stuyvesant (East)"
"46662","Bronx","2670","BAINBRIDGE AVENUE","69","2016-02-01T00:00:00.000","1579","AEP Discharged","2016-06-27T00:00:00.000","Aep Round 9","10458","40.86547","-73.891472","7","15","40502","2016620","2032870031","Bedford Park"
"890737","Brooklyn","285","POWELL STREET","3","2015-02-02T00:00:00.000","102","AEP Discharged","2018-11-09T00:00:00.000","Aep Round 8","11212","40.667417","-73.903383","16","42","910","3391689","3037630115","Brownsville"
"293955","Brooklyn","108","FLUSHING AVENUE","6","2019-01-31T00:00:00.000","265","AEP Discharged","2019-06-19T00:00:00.000","Aep Round 12","11205","40.697916","-73.972873","2","35","211","3057991","3020310033","Fort Greene"
"107783","Bronx","2234","RYER AVENUE","21","2014-01-31T00:00:00.000","1256","AEP Discharged","2014-04-11T00:00:00.000","Aep Round 7","10457","40.855944","-73.899545","5","15","38301","2013558","2031500003","Fordham Heights"
"198184","Brooklyn","541","BAINBRIDGE STREET","3","2009-11-12T00:00:00.000","161","AEP Discharged","2012-04-16T00:00:00.000","Aep Round 3","11233","40.682778","-73.915371","16","41","373","3040668","3015060048","Ocean Hill"
"9515","Manhattan","87","CHRISTOPHER STREET","22","2016-02-01T00:00:00.000","290","AEP Discharged","2016-06-08T00:00:00.000","Aep Round 9","10014","40.73348","-74.003792","2","3","73","1011173","1006190082","West Village"
"632174","Queens","224","BEACH 30 STREET","6","2022-01-31T00:00:00.000","130","AEP Discharged","2022-05-24T00:00:00.000","Aep Round 15","11691","40.595124","-73.762834","14","31","99802","4301600","4158050038","Far Rockaway-Bayswater"
"294912","Brooklyn","2913","FOSTER AVENUE","56","2019-01-31T00:00:00.000","1933","AEP Active",,"Aep Round 12","11210","40.638571","-73.949005","17","45","828","3120543","3052160060","East Flatbush-Erasmus"
"228082","Brooklyn","2107","CROPSEY AVENUE","17","2021-02-01T00:00:00.000","414","AEP Discharged","2021-06-14T00:00:00.000","Aep Round 14","11214","40.598615","-74.000486","11","47","292","3168912","3064450009","Bath Beach"
"94510","Bronx","2001","MARMION AVENUE","36","2022-01-31T00:00:00.000","492","AEP Active",,"Aep Round 15","10460","40.844196","-73.886085","6","15","36501","2012949","2031070029","Tremont"
"661715","Queens","1720","HARMAN STREET","6","2015-02-02T00:00:00.000","189","AEP Discharged","2015-06-16T00:00:00.000","Aep Round 8","11385","40.705075","-73.913684","5","34","545","4081964","4034330008","Ridgewood"
"211474","Brooklyn","564","BRADFORD STREET","4","2022-01-31T00:00:00.000","493","AEP Active",,"Aep Round 15","11207","40.664863","-73.890194","5","42","1126","3085154","3038260033","East New York-New Lots"
"42435","Manhattan","501","WEST 150 STREET","5","2013-01-31T00:00:00.000","248","AEP Discharged","2018-05-11T00:00:00.000","Aep Round 6","10031","40.828655","-73.945878","9","7","237","1062154","1020820027","Hamilton Heights-Sugar Hill"
"385467","Brooklyn","583","VAN SICLEN AVENUE","6","2015-02-02T00:00:00.000","458","AEP Discharged","2020-11-17T00:00:00.000","Aep Round 8","11207","40.665139","-73.888374","5","42","1124","3090677","3040880015","East New York-New Lots"
"94487","Bronx","1801","MARMION AVENUE","26","2015-02-02T00:00:00.000","544","AEP Discharged","2015-06-03T00:00:00.000","Aep Round 8","10460","40.840329","-73.889728","6","15","367","2010012","2029520053","Tremont"
"56762","Bronx","105","CLARKE PLACE EAST","67","2013-01-31T00:00:00.000","3345","AEP Discharged","2013-05-16T00:00:00.000","Aep Round 6","10452","40.837536","-73.916815","4","16","22102","2008050","2028400047","Mount Eden-Claremont (West)"
"119093","Bronx","1926","WALTON AVENUE","26","2009-11-12T00:00:00.000","2091","AEP Discharged","2013-09-13T00:00:00.000","Aep Round 3","10453","40.850595","-73.908926","5","14","23301","2007911","2028280011","Mount Hope"
"302449","Brooklyn","71","GRAND AVENUE","6","2011-01-31T00:00:00.000","366","AEP Discharged","2013-01-30T00:00:00.000","Aep Round 4","11205","40.695133","-73.964342","2","35","191","3054574","3018930019","Clinton Hill"
"303066","Brooklyn","2","GRANT AVENUE","5","2013-01-31T00:00:00.000","164","AEP Discharged","2014-11-05T00:00:00.000","Aep Round 6","11208","40.690562","-73.868938","5","37","118202","3323786","3041110057","Cypress Hills"
"323916","Brooklyn","296","LEGION STREET","3","2013-01-31T00:00:00.000","179","AEP Discharged","2019-11-20T00:00:00.000","Aep Round 6","11212","40.661512","-73.916681","16","41","894","3081848","3035670001","Brownsville"
"658196","Queens","1810","GEORGE STREET","6","2021-02-01T00:00:00.000","198","AEP Active",,"Aep Round 14","11385","40.699452","-73.901224","5","34","557","4086286","4035750010","Ridgewood"
"367889","Brooklyn","232","SCHENECTADY AVENUE","6","2020-01-31T00:00:00.000","1723","AEP Discharged","2020-09-30T00:00:00.000","Aep Round 13","11213","40.671306","-73.933677","8","35","35301","3036759","3013770031","Crown Heights (North)"
"31891","Manhattan","136","WEST 28 STREET","22","2021-02-01T00:00:00.000","803","AEP Active",,"Aep Round 14","10001","40.74652","-73.991678","5","3","95","1015092","1008030060","Midtown South-Flatiron-Union Square"
"297842","Brooklyn","2228","FULTON STREET","3","2008-11-13T00:00:00.000","459","AEP Discharged","2018-01-04T00:00:00.000","Aep Round 2","11233","40.678075","-73.907247","16","37","367","3042283","3015530010","Ocean Hill"
"46777","Bronx","3210","BAINBRIDGE AVENUE","7","2014-01-31T00:00:00.000","141","AEP Discharged","2014-06-09T00:00:00.000","Aep Round 7","10467","40.876039","-73.879594","7","11","423","2018151","2033430005","Norwood"
"377792","Brooklyn","362","STOCKTON STREET","22","2020-01-31T00:00:00.000","1079","AEP Discharged","2020-11-19T00:00:00.000","Aep Round 13","11206","40.697479","-73.937441","3","36","287","3042869","3015840007","Bedford-Stuyvesant (East)"
"240439","Brooklyn","1942","EAST 8 STREET","6","2018-01-31T00:00:00.000","271","AEP Discharged","2018-07-03T00:00:00.000","Aep Round 11","11223","40.601673","-73.963719","15","48","416","3190528","3070890026","Gravesend (East)-Homecrest"
"301838","Brooklyn","180","GRAFTON STREET","16","2018-01-31T00:00:00.000","288","AEP Active",,"Aep Round 11","11212","40.663769","-73.917998","16","41","894","3081513","3035510034","Brownsville"
"527226","Queens","39-06","114 STREET","70","2019-01-31T00:00:00.000","1561","AEP Discharged","2019-06-13T00:00:00.000","Aep Round 12","11368","40.753209","-73.852941","3","21","39902","4044993","4017860017","North Corona"
"40878","Manhattan","226","WEST 136 STREET","8","2019-01-31T00:00:00.000","217","AEP Discharged","2019-05-28T00:00:00.000","Aep Round 12","10030","40.816393","-73.944223","10","9","228","1058905","1019410046","Harlem (North)"
"114475","Bronx","2483","TIEBOUT AVENUE","26","2021-02-01T00:00:00.000","983","AEP Discharged","2021-06-18T00:00:00.000","Aep Round 14","10458","40.861562","-73.895047","5","15","39902","2013481","2031480027","Fordham Heights"
"64641","Bronx","851","EAST 163 STREET","36","2020-01-31T00:00:00.000","2964","AEP Discharged","2020-07-15T00:00:00.000","Aep Round 13","10459","40.822053","-73.900326","2","17","12901","2005206","2026900100","Longwood"
"327705","Brooklyn","308","LINDEN STREET","3","2013-01-31T00:00:00.000","328","AEP Discharged","2014-06-12T00:00:00.000","Aep Round 6","11237","40.698458","-73.914421","4","37","433","3076324","3033350026","Bushwick (East)"
"27943","Manhattan","1238","ST NICHOLAS AVENUE","40","2013-01-31T00:00:00.000","2145","AEP Discharged","2013-05-21T00:00:00.000","Aep Round 6","10032","40.843593","-73.937904","12","10","253","1063086","1021290001","Washington Heights (South)"
"314756","Brooklyn","175","HULL STREET","3","2015-02-02T00:00:00.000","191","AEP Discharged","2016-08-26T00:00:00.000","Aep Round 8","11233","40.679664","-73.909855","16","37","369","3041742","3015340056","Ocean Hill"
"321433","Brooklyn","802","KNICKERBOCKER AVENUE","6","2019-01-31T00:00:00.000","351","AEP Discharged","2019-03-22T00:00:00.000","Aep Round 12","11207","40.692636","-73.907519","4","37","437","3078890","3034120039","Bushwick (East)"
"150018","Brooklyn","1424","43 STREET","16","2016-02-01T00:00:00.000","325","AEP Discharged","2019-05-20T00:00:00.000","Aep Round 9","11219","40.636622","-73.985718","12","44","232","3136246","3056060015","Borough Park"
"379032","Brooklyn","69","STUYVESANT AVENUE","6","2016-02-01T00:00:00.000","844","AEP Discharged","2016-06-22T00:00:00.000","Aep Round 9","11221","40.693588","-73.934167","3","36","289","3043159","3015990003","Bedford-Stuyvesant (East)"
"324829","Brooklyn","319","LEWIS AVENUE","3","2009-11-12T00:00:00.000","71","AEP Discharged","2011-04-06T00:00:00.000","Aep Round 3","11221","40.684729","-73.935387","3","36","295","3045731","3016550008","Bedford-Stuyvesant (East)"
"45436","Bronx","1197","ANDERSON AVENUE","52","2022-01-31T00:00:00.000","489","AEP Discharged","2022-06-22T00:00:00.000","Aep Round 15","10452","40.837068","-73.923505","4","16","199","2097865","2025100040","Highbridge"
"115714","Bronx","2430","TRATMAN AVENUE","20","2015-02-02T00:00:00.000","614","AEP Discharged","2015-06-02T00:00:00.000","Aep Round 8","10461","40.837955","-73.846936","10","18","202","2041702","2039730027","Westchester Square"
"380440","Brooklyn","316","SUYDAM STREET","6","2016-02-01T00:00:00.000","497","AEP Discharged","2016-07-05T00:00:00.000","Aep Round 9","11237","40.703163","-73.922692","4","34","429","3073224","3032200028","Bushwick (West)"
"87234","Bronx","2082","HUGHES AVENUE","28","2022-01-31T00:00:00.000","2686","AEP Discharged","2022-05-25T00:00:00.000","Aep Round 15","10457","40.848515","-73.890697","6","15","373","2012316","2030800019","Tremont"
"335844","Brooklyn","371","MENAHAN STREET","6","2009-11-12T00:00:00.000","792","AEP Discharged","2011-04-19T00:00:00.000","Aep Round 3","11237","40.701696","-73.913598","4","37","441","3075814","3033110046","Bushwick (West)"
"563279","Queens","106-43","156 STREET","4","2015-02-02T00:00:00.000","607","AEP Active",,"Aep Round 8","11433","40.696814","-73.798059","12","28","25401","4215747","4101240039","South Jamaica"
"375070","Brooklyn","947","ST MARKS AVENUE","13","2009-11-12T00:00:00.000","955","AEP Discharged","2010-03-09T00:00:00.000","Aep Round 3","11213","40.674672","-73.940102","8","36","311","3030846","3012230066","Crown Heights (North)"
"354272","Brooklyn","2488","PITKIN AVENUE","3","2015-02-02T00:00:00.000","328","AEP Discharged","2015-10-05T00:00:00.000","Aep Round 8","11208","40.674161","-73.880485","5","42","1166","3089314","3040210019","East New York (North)"
"11972","Manhattan","513","EAST 13 STREET","28","2017-01-31T00:00:00.000","991","AEP Discharged","2022-03-24T00:00:00.000","Aep Round 10","10009","40.729391","-73.98004","3","2","34","1005262","1004070054","East Village"
"269424","Brooklyn","354","EAST 53 STREET","30","2020-01-31T00:00:00.000","1262","AEP Discharged","2020-08-18T00:00:00.000","Aep Round 13","11203","40.651196","-73.927405","17","41","862","3102944","3047000025","East Flatbush-Rugby"
"262465","Brooklyn","216","EAST 39 STREET","9","2022-01-31T00:00:00.000","294","AEP Discharged","2022-05-04T00:00:00.000","Aep Round 15","11203","40.652099","-73.941062","17","40","814","3108855","3048750025","East Flatbush-Rugby"
"315712","Brooklyn","121","IRVING AVENUE","6","2018-01-31T00:00:00.000","301","AEP Discharged","2018-05-29T00:00:00.000","Aep Round 11","11237","40.703387","-73.922035","4","34","445","3073254","3032210006","Bushwick (West)"
"396935","Brooklyn","441","WILSON AVENUE","12","2007-11-13T00:00:00.000","867","AEP Discharged","2011-01-19T00:00:00.000","Aep Round 1","11221","40.693805","-73.91359","4","37","435","3077060","3033700003","Bushwick (East)"
"120830","Bronx","1801","WEEKS AVENUE","10","2018-01-31T00:00:00.000","701","AEP Discharged","2020-03-03T00:00:00.000","Aep Round 11","10457","40.84691","-73.907388","5","14","22901","2007901","2028260102","Mount Hope"
"292843","Brooklyn","621","FLATBUSH AVENUE","9","2021-02-01T00:00:00.000","570","AEP Discharged","2021-05-25T00:00:00.000","Aep Round 14","11225","40.65819","-73.960437","9","40","79801","3115281","3050370001","Prospect Lefferts Gardens-Wingate"
"5979","Manhattan","572","AMSTERDAM AVENUE","13","2018-01-31T00:00:00.000","177","AEP Discharged","2018-11-29T00:00:00.000","Aep Round 11","10024","40.788786","-73.974223","7","6","175","1033214","1012350035","Upper West Side (Central)"
"203564","Brooklyn","105","BAY 50 STREET","3","2022-01-31T00:00:00.000","133","AEP Discharged","2022-06-01T00:00:00.000","Aep Round 15","11214","40.586529","-73.985908","13","47","308","3187519","3069240055","Gravesend (South)"
"69950","Bronx","812","EAST 223 STREET","4","2008-11-13T00:00:00.000","426","AEP Discharged","2012-05-04T00:00:00.000","Aep Round 2","10466","40.885258","-73.857701","12","12","396","2063748","2048470043","Williamsbridge-Olinville"
"105950","Bronx","2755","RESERVOIR AVENUE","64","2018-01-31T00:00:00.000","1243","AEP Active",,"Aep Round 11","10468","40.869868","-73.898736","8","14","26702","2015310","2032490038","Kingsbridge Heights-Van Cortlandt Village"
"904894","Queens","137","BEACH 26 STREET","3","2012-01-31T00:00:00.000","189","AEP Discharged","2020-03-04T00:00:00.000","Aep Round 5","11691","40.593551","-73.759059","14","31","99802","4532813","4158180071","Far Rockaway-Bayswater"
"396876","Brooklyn","276","WILSON AVENUE","8","2011-01-31T00:00:00.000","607","AEP Discharged","2011-08-01T00:00:00.000","Aep Round 4","11237","40.697075","-73.919363","4","37","419","3075395","3032970034","Bushwick (East)"
"129280","Brooklyn","5605","4 AVENUE","16","2020-01-31T00:00:00.000","361","AEP Discharged","2020-11-05T00:00:00.000","Aep Round 13","11220","40.643003","-74.016165","7","38","74","3015313","3008390008","Sunset Park (West)"
"106306","Bronx","3816","REVIEW PLACE","59","2023-01-31T00:00:00.000","855","AEP Active",,"Aep Round 16","10463","40.885025","-73.899585","8","11","283","2016213","2032710132","Kingsbridge-Marble Hill"
"19547","Manhattan","241","EAST 115 STREET","23","2019-01-31T00:00:00.000","578","AEP Discharged","2019-06-17T00:00:00.000","Aep Round 12","10029","40.796604","-73.938963","11","8","188","1052534","1016650022","East Harlem (North)"
"40690","Manhattan","520","WEST 134 STREET","24","2020-01-31T00:00:00.000","405","AEP Discharged","2020-10-26T00:00:00.000","Aep Round 13","10031","40.81884","-73.954192","9","7","219","1059748","1019870050","Manhattanville-West Harlem"
