"vendor_id","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","mta_tax","tip_amount","tolls_amount","total_amount","imp_surcharge","extra","rate_code"
"CMT","2014-12-21T21:07:27.000","2014-12-21T21:23:13.000","1","3.1000000000000001","-73.982028","40.757781999999999","N","-73.948758999999995","40.781556000000002","CRD","13","0.5","2","0","16","0.5",,"1"
"VTS","2014-03-06T06:42:00.000","2014-03-06T07:23:00.000","1","19.059999999999999","-73.966767000000004","40.800657000000001",,"-73.782735000000002","40.648876999999999","CRD","52","0.5","11.470000000000001","5.3300000000000001","69.299999999999997","0",,"2"
"VTS","2014-02-14T20:54:00.000","2014-02-14T21:24:00.000","6","3.71","-73.988228000000007","40.764682000000001",,"-73.996044999999995","40.721820000000001","CSH","19.5","0.5","0","0","20.5","0.5",,"1"
"CMT","2014-08-14T20:09:11.000","2014-08-14T20:13:47.000","1","0.59999999999999998","-73.973315999999997","40.755682999999998","N","-73.973243999999994","40.748494999999998","CRD","5","0.5","1","0","7","0.5",,"1"
"CMT","2014-10-23T18:26:12.000","2014-10-23T18:36:31.000","1","1.6000000000000001","-73.978352999999998","40.750565999999999","N","-73.961236","40.766482000000003","CRD","8.5","0.5","2","0","12","1",,"1"
"CMT","2014-01-14T22:38:12.000","2014-01-14T22:44:47.000","1","2.7000000000000002","-73.984826999999996","40.721671999999998","N","-74.006325000000004","40.709685","CRD","9.5","0.5","2.1000000000000001","0","12.6","0.5",,"1"
"CMT","2014-01-17T17:23:52.000","2014-01-17T17:32:24.000","1","1.3","-73.966967999999994","40.769804999999998","N","-73.951036999999999","40.777740000000001","CRD","7.5","0.5","1.8","0","10.800000000000001","1",,"1"
"CMT","2014-02-22T02:39:22.000","2014-02-22T02:43:08.000","1","1.3","-73.984313999999998","40.742733000000001","N","-73.974292000000005","40.758797999999999","CSH","6","0.5","0","0","7","0.5",,"1"
"VTS","2014-02-19T21:53:00.000","2014-02-19T21:59:00.000","1","1.47","-73.961477000000002","40.764822000000002",,"-73.976022","40.749085000000001","CRD","6.5","0.5","1.3999999999999999","0","8.9000000000000004","0.5",,"1"
"VTS","2014-03-31T22:41:00.000","2014-03-31T23:02:00.000","1","5.9699999999999998","-73.980855000000005","40.688927",,"-73.897059999999996","40.696680000000001","CSH","20.5","0.5","0","0","21.5","0.5",,"1"
"VTS","2014-01-05T20:34:00.000","2014-01-05T20:37:00.000","5","0.73999999999999999","-73.985847000000007","40.748942",,"-73.981104999999999","40.743637","CRD","4.5","0.5","1.25","0","6.75","0.5",,"1"
"VTS","2014-07-16T14:29:00.000","2014-07-16T14:45:00.000","1","1.3300000000000001","-73.978980000000007","40.763347000000003",,"-73.991337000000001","40.750205000000001","CRD","11.5","0.5","1.1100000000000001","0","13.109999999999999","0",,"1"
"VTS","2014-01-09T18:34:00.000","2014-01-09T18:46:00.000","1","1.8500000000000001","-73.977397999999994","40.754085000000003",,"-73.955920000000006","40.776645000000002","CRD","9.5","0.5","2.6200000000000001","0","13.619999999999999","1",,"1"
"VTS","2014-01-17T12:52:00.000","2014-01-17T13:09:00.000","1","6.8600000000000003","-74.004476999999994","40.724451999999999",,"-73.938758000000007","40.816932000000001","CSH","21.5","0.5","0","0","22","0",,"1"
"VTS","2014-11-10T11:32:00.000","2014-11-10T11:39:00.000","1","0.98999999999999999","-73.996880000000004","40.731619999999999",,"-74.003360000000001","40.722180000000002","CRD","6.5","0.5","1","0","8","0",,"1"
"VTS","2014-12-17T15:34:00.000","2014-12-17T16:23:00.000","1","13.460000000000001","-73.862909999999999","40.769550000000002",,"-74.000320000000002","40.746029999999998","CRD","42.5","0.5","9.5700000000000003","5.3300000000000001","57.899999999999999","0",,"1"
"CMT","2014-05-28T13:47:35.000","2014-05-28T14:14:16.000","1","1.8999999999999999","-73.961340000000007","40.771611999999998","N","-73.982236","40.754036999999997","CRD","16.5","0.5","4.25","0","21.25","0",,"1"
"CMT","2014-05-15T11:02:39.000","2014-05-15T11:26:08.000","1","2.8999999999999999","-73.990004999999996","40.734276000000001","N","-73.961207999999999","40.764006999999999","CRD","16","0.5","1","0","17.5","0",,"1"
"VTS","2014-12-24T13:34:00.000","2014-12-24T13:37:00.000","1","0.65000000000000002","-73.945099999999996","40.791119999999999",,"-73.946370000000002","40.797820000000002","CSH","4.5","0.5","0","0","5","0",,"1"
"VTS","2014-11-01T02:59:00.000","2014-11-01T03:06:00.000","5","1.3700000000000001","-73.981741999999997","40.768161999999997",,"-73.980275000000006","40.785572000000002","CRD","7.5","0.5","1.6000000000000001","0","10.1","0.5",,"1"
"CMT","2014-12-18T08:44:36.000","2014-12-18T09:08:38.000","2","11.5","-73.982472999999999","40.760648000000003","N","-73.864677","40.770161999999999","CSH","33","0.5","0","5.3300000000000001","38.829999999999998","0",,"1"
"VTS","2014-11-04T15:10:00.000","2014-11-04T15:29:00.000","1","2.7200000000000002","-73.979320000000001","40.751956999999997",,"-73.952344999999994","40.783092000000003","CSH","14","0.5","0","0","14.5","0",,"1"
"VTS","2014-07-24T00:28:00.000","2014-07-24T00:33:00.000","5","0.78000000000000003","-73.979434999999995","40.762132000000001",,"-73.966987000000003","40.757485000000003","CSH","5.5","0.5","0","0","6.5","0.5",,"1"
"CMT","2014-10-10T20:07:50.000","2014-10-10T20:16:19.000","1","1.1000000000000001","-73.983301999999995","40.761147000000001","N","-73.968615999999997","40.767471999999998","CRD","7","0.5","1","0","9","0.5",,"1"
"CMT","2014-05-09T23:10:26.000","2014-05-09T23:18:27.000","1","1.3","-73.995103999999998","40.734116999999998","N","-73.992726000000005","40.747239","CSH","7","0.5","0","0","8","0.5",,"1"
"VTS","2014-03-28T10:45:00.000","2014-03-28T11:29:00.000","1","4.3600000000000003","-73.967127000000005","40.772210000000001",,"-74.008527000000001","40.735576999999999","CRD","27.5","0.5","5.5","0","33.5","0",,"1"
"VTS","2014-03-25T18:56:00.000","2014-03-25T18:59:00.000","1","0.56999999999999995","-73.982100000000003","40.768174999999999",,"-73.984537000000003","40.760762","CRD","4.5","0.5","1.1000000000000001","0","7.0999999999999996","1",,"1"
"VTS","2014-06-29T09:18:00.000","2014-06-29T09:30:00.000","1","2.7000000000000002","-73.964740000000006","40.764097",,"-73.998272","40.755127000000002","CRD","11","0.5","2","0","13.5","0",,"1"
"CMT","2014-03-25T14:50:58.000","2014-03-25T14:53:57.000","1","0.5","-73.978767000000005","40.788074999999999","N","-73.970457999999994","40.784253999999997","CRD","4","0.5","0.90000000000000002","0","5.4000000000000004","0",,"1"
"VTS","2014-08-15T10:35:00.000","2014-08-15T10:37:00.000","1","0.12","-73.993480000000005","40.746516999999997",,"-73.995289999999997","40.744996999999998","CSH","3.5","0.5","0","0","4","0",,"1"
"CMT","2014-10-25T22:05:51.000","2014-10-25T22:20:48.000","1","3.5","-73.965267999999995","40.714153000000003","N","-73.907715999999994","40.710934000000002","CRD","13.5","0.5","2.8999999999999999","0","17.399999999999999","0.5",,"1"
"CMT","2014-02-02T02:11:32.000","2014-02-02T02:20:35.000","1","2.8999999999999999","-73.994561000000004","40.719588999999999","N","-73.963520000000003","40.718502000000001","CRD","11","0.5","2","0","14","0.5",,"1"
"CMT","2014-10-20T00:23:11.000","2014-10-20T00:26:06.000","1","0.5","-73.986450000000005","40.755142999999997","N","-73.980649999999997","40.753886999999999","CSH","4.5","0.5","0","0","5.5","0.5",,"1"
"VTS","2014-02-15T19:32:00.000","2014-02-15T19:38:00.000","5","0.70999999999999996","-73.981827999999993","40.744750000000003",,"-73.981492000000003","40.754652","CSH","6","0.5","0","0","6.5","0",,"1"
"CMT","2014-06-05T09:03:44.000","2014-06-05T09:09:59.000","2","0.80000000000000004","-73.968119000000002","40.787078999999999","N","-73.980061000000006","40.789850999999999","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-12-09T19:53:00.000","2014-12-09T20:00:00.000","2","0.85999999999999999","-73.994713000000004","40.749459999999999",,"-73.980472000000006","40.743471999999997","CRD","6","0.5","1.3999999999999999","0","8.9000000000000004","1",,"1"
"VTS","2014-12-04T14:23:00.000","2014-12-04T14:44:00.000","5","6.0199999999999996","-73.984857000000005","40.758116999999999",,"-74.011060000000001","40.701852000000002","CRD","21","0.5","4.2000000000000002","0","25.699999999999999","0",,"1"
"CMT","2014-01-16T02:26:18.000","2014-01-16T02:30:27.000","1","0.40000000000000002","-73.994113999999996","40.718288999999999","N","-74.000362999999993","40.718380000000003","CSH","4.5","0.5","0","0","5.5","0.5",,"1"
"VTS","2014-08-05T00:42:00.000","2014-08-05T00:52:00.000","1","2.7000000000000002","-73.975167999999996","40.752327000000001",,"-74.002319999999997","40.731382000000004","CRD","10.5","0.5","2.2000000000000002","0","13.699999999999999","0.5",,"1"
"VTS","2014-06-09T20:45:00.000","2014-06-09T20:50:00.000","1","1.6599999999999999","-73.966852000000003","40.769669999999998",,"-73.976262000000006","40.780957000000001","CSH","6.5","0.5","0","0","7.5","0.5",,"1"
"CMT","2014-02-20T23:52:06.000","2014-02-21T00:01:47.000","1","1.3999999999999999","-73.996030000000005","40.748517999999997","N","-73.996492000000003","40.763379","CRD","8","0.5","1.8","0","10.800000000000001","0.5",,"1"
"VTS","2014-06-03T11:45:00.000","2014-06-03T11:55:00.000","3","1.3500000000000001","0","0",,"0","0","CRD","8.5","0.5","1.7","0","10.699999999999999","0",,"1"
"VTS","2014-04-29T19:52:00.000","2014-04-29T20:03:00.000","1","1.1000000000000001","-73.998626999999999","40.740065000000001",,"-73.986161999999993","40.731155000000001","CRD","8.5","0.5","1.8999999999999999","0","11.9","1",,"1"
"VTS","2014-10-21T17:43:00.000","2014-10-21T17:57:00.000","1","0.93999999999999995","-73.990229999999997","40.757350000000002",,"-73.988569999999996","40.748579999999997","CRD","10","0.5","2.2000000000000002","0","13.699999999999999","1",,"1"
"CMT","2014-12-16T21:17:46.000","2014-12-16T21:26:08.000","1","1.2","-73.979617000000005","40.748046000000002","N","-73.965434999999999","40.758913999999997","CSH","7","0.5","0","0","8","0.5",,"1"
"VTS","2014-09-02T09:53:00.000","2014-09-02T10:06:00.000","1","1.51","-73.952870000000004","40.772080000000003",,"-73.970200000000006","40.762439999999998","CRD","9.5","0.5","2.5","0","12.5","0",,"1"
"VTS","2014-12-25T17:43:00.000","2014-12-25T17:57:00.000","1","2.4399999999999999","-73.987862000000007","40.728382000000003",,"-73.974855000000005","40.753697000000003","CSH","12","0.5","0","0","12.5","0",,"1"
"CMT","2014-08-01T23:36:58.000","2014-08-01T23:48:25.000","3","3.7999999999999998","-73.994056999999998","40.751542000000001","N","-73.984718000000001","40.711235000000002","CSH","13","0.5","0","0","14","0.5",,"1"
"VTS","2014-01-02T00:08:00.000","2014-01-02T00:11:00.000","3","0.81000000000000005","-73.987742999999995","40.732531999999999",,"-74.000562000000002","40.737336999999997","CRD","5","0.5","1","0","7","0.5",,"1"
"CMT","2014-07-19T09:12:14.000","2014-07-19T09:18:30.000","1","1.5","-73.953050000000005","40.772562000000001","N","-73.970023999999995","40.759462999999997","CSH","7.5","0.5","0","0","8","0",,"1"
"CMT","2014-01-15T08:57:29.000","2014-01-15T09:33:09.000","1","9.5999999999999996","-73.966238000000004","40.640759000000003","N","-73.989493999999993","40.742432999999998","CRD","32.5","0.5","9.5500000000000007","5.3300000000000001","47.880000000000003","0",,"1"
"CMT","2014-09-29T19:45:48.000","2014-09-29T19:53:55.000","2","1.5","-73.997365000000002","40.721604999999997","N","-74.006512999999998","40.737242999999999","CSH","7.5","0.5","0","0","9","1",,"1"
"CMT","2014-04-05T19:32:37.000","2014-04-05T19:38:37.000","2","0.90000000000000002","-73.991057999999995","40.733812","N","-74.001947999999999","40.728043","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-02-08T18:13:00.000","2014-02-08T18:17:00.000","1","0.83999999999999997","-73.955586999999994","40.779381999999998",,"-73.957238000000004","40.769866999999998","CSH","5","0.5","0","0","5.5","0",,"1"
"VTS","2014-03-29T18:36:00.000","2014-03-29T18:53:00.000","5","1.9099999999999999","-73.962888000000007","40.774329999999999",,"-73.983987999999997","40.764344999999999","CRD","12","0.5","3.6000000000000001","0","16.100000000000001","0",,"1"
"CMT","2014-12-13T21:58:25.000","2014-12-13T22:03:22.000","1","1","-73.954930000000004","40.773490000000002","N","-73.967179999999999","40.771977999999997","CRD","5.5","0.5","0.97999999999999998","0","7.4800000000000004","0.5",,"1"
"VTS","2014-06-18T20:13:00.000","2014-06-18T20:16:00.000","1","1","-73.967389999999995","40.793810000000001",,"-73.966149999999999","40.804839999999999","CRD","5","0.5","1.1000000000000001","0","7.0999999999999996","0.5",,"1"
"CMT","2014-06-19T10:39:50.000","2014-06-19T10:45:59.000","1","1.1000000000000001","-73.967203999999995","40.788165999999997","N","-73.979427999999999","40.780456000000001","CRD","6.5","0.5","1.3999999999999999","0","8.4000000000000004","0",,"1"
"VTS","2014-08-24T06:29:00.000","2014-08-24T06:35:00.000","2","1.8200000000000001","-73.996972","40.762999999999998",,"-73.998917000000006","40.743152000000002","CSH","7.5","0.5","0","0","8","0",,"1"
"VTS","2014-04-25T00:16:00.000","2014-04-25T00:37:00.000","1","10.119999999999999","-73.968356999999997","40.755712000000003",,"-73.837010000000006","40.715981999999997","CRD","29","0.5","5.9000000000000004","0","35.899999999999999","0.5",,"1"
"CMT","2014-06-28T08:29:59.000","2014-06-28T08:35:03.000","1","1.3999999999999999","-73.980924000000002","40.774428","N","-73.963811000000007","40.774023","CSH","6.5","0.5","0","0","7","0",,"1"
"CMT","2014-05-11T00:59:53.000","2014-05-11T01:20:07.000","1","3.6000000000000001","0","0","N","0","0","CRD","15.5","0.5","0","0","16.5","0.5",,"1"
"CMT","2014-01-19T14:22:10.000","2014-01-19T14:36:00.000","1","1.8","-73.973658999999998","40.756084999999999","N","-74.000811999999996","40.757655","CRD","10","0.5","1","0","11.5","0",,"1"
"VTS","2014-11-24T21:49:00.000","2014-11-24T21:56:00.000","2","1.1399999999999999","-73.999539999999996","40.728434999999998",,"-73.988832000000002","40.736756999999997","CRD","6.5","0.5","1.3999999999999999","0","8.9000000000000004","0.5",,"1"
"CMT","2014-04-29T07:23:28.000","2014-04-29T07:31:52.000","1","1.3999999999999999","-73.972648000000007","40.748995999999998","N","-73.989829999999998","40.738374999999998","CRD","7.5","0.5","1.6000000000000001","0","9.5999999999999996","0",,"1"
"VTS","2014-09-27T00:45:00.000","2014-09-27T01:01:00.000","1","2.3700000000000001","-73.985510000000005","40.747390000000003",,"-73.993160000000003","40.719729999999998","CRD","12.5","0.5","3.25","0","16.75","0.5",,"1"
"VTS","2014-12-02T15:26:00.000","2014-12-02T16:11:00.000","1","18.719999999999999","-73.788138000000004","40.641674999999999",,"-73.946877999999998","40.784666999999999","CRD","52","0.5","11.470000000000001","5.3300000000000001","69.299999999999997","0",,"2"
"CMT","2014-06-16T12:43:29.000","2014-06-16T12:58:21.000","1","3.7999999999999998","-74.003215999999995","40.760427","Y","-74.013779","40.709465999999999","CSH","15","0.5","0","0","15.5","0",,"1"
"VTS","2014-02-06T23:04:00.000","2014-02-06T23:22:00.000","5","4.6699999999999999","-74.002236999999994","40.740037000000001",,"-73.952894999999998","40.781739999999999","CSH","17","0.5","0","0","18","0.5",,"1"
"VTS","2014-10-13T09:09:00.000","2014-10-13T09:26:00.000","1","7.3799999999999999","-73.952624999999998","40.789375",,"-73.905807999999993","40.880105","CRD","22","0.5","2.5","0","25","0",,"1"
"CMT","2014-02-27T12:00:50.000","2014-02-27T12:11:43.000","2","1.1000000000000001","-73.966560999999999","40.804521999999999","N","-73.953031999999993","40.809310000000004","CSH","8.5","0.5","0","0","9","0",,"1"
"VTS","2014-03-22T02:22:00.000","2014-03-22T02:32:00.000","2","4.2800000000000002","-74.003043000000005","40.725529999999999",,"-73.978243000000006","40.777247000000003","CSH","13.5","0.5","0","0","14.5","0.5",,"1"
"VTS","2014-05-15T07:18:00.000","2014-05-15T07:23:00.000","2","1.3799999999999999","-73.979607000000001","40.743521999999999",,"-73.970996999999997","40.76005","CRD","6.5","0.5","1","0","8","0",,"1"
"VTS","2014-05-04T20:02:00.000","2014-05-04T20:07:00.000","2","1.21","-73.997","40.737155000000001",,"-73.981717000000003","40.740912000000002","CSH","6","0.5","0","0","7","0.5",,"1"
"CMT","2014-09-19T01:35:23.000","2014-09-19T01:56:03.000","1","5.7999999999999998","-73.982097999999993","40.758428000000002","N","-73.995768999999996","40.691648000000001","CRD","19","0.5","4","0","24","0.5",,"1"
"VTS","2014-08-04T07:18:00.000","2014-08-04T07:22:00.000","2","1.3","-73.997752000000006","40.736207999999998",,"-73.985825000000006","40.752602000000003","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-12-12T08:55:00.000","2014-12-12T08:58:00.000","1","0.42999999999999999","-73.953877000000006","40.782049999999998",,"-73.959085000000002","40.780087000000002","CRD","4","0.5","0.5","0","5","0",,"1"
"CMT","2014-04-12T07:37:06.000","2014-04-12T07:41:55.000","1","1.6000000000000001","-73.991348000000002","40.745336000000002","N","-73.976926000000006","40.764108","CSH","6.5","0.5","0","0","7","0",,"1"
"CMT","2014-04-17T09:27:51.000","2014-04-17T09:39:50.000","1","6.5999999999999996","-73.781813","40.644821","N","-73.808567999999994","40.710216000000003","CSH","20","0.5","0","0","20.5","0",,"1"
"CMT","2014-02-11T15:31:29.000","2014-02-11T15:56:17.000","1","4.5999999999999996","-73.990060999999997","40.75779","N","-74.011287999999993","40.707572999999996","CRD","19.5","0.5","4","0","24","0",,"1"
"CMT","2014-06-09T10:53:54.000","2014-06-09T10:57:47.000","1","0.90000000000000002","-73.989301999999995","40.730110000000003","N","-73.980968000000004","40.741993000000001","CRD","5","0.5","1","0","6.5","0",,"1"
"CMT","2014-01-27T09:30:06.000","2014-01-27T09:38:30.000","1","0.69999999999999996","-73.984645","40.745606000000002","N","-73.978717000000003","40.753802","CSH","7","0.5","0","0","7.5","0",,"1"
"VTS","2014-12-20T07:49:00.000","2014-12-20T07:56:00.000","1","1.5700000000000001","-73.99194","40.7498",,"-73.978570000000005","40.759079999999997","CSH","7.5","0.5","0","0","8","0",,"1"
"CMT","2014-12-29T07:06:58.000","2014-12-29T07:13:32.000","1","2.3999999999999999","-73.964236999999997","40.756430999999999","N","-73.941603999999998","40.787666999999999","CRD","9","0.5","3","0","12.5","0",,"1"
"VTS","2014-08-03T13:31:00.000","2014-08-03T13:37:00.000","1","1.21","-73.991969999999995","40.759467000000001",,"-73.983531999999997","40.767932000000002","CRD","6.5","0.5","1","0","8","0",,"1"
"CMT","2014-06-28T10:05:39.000","2014-06-28T10:25:55.000","2","8.5999999999999996","-73.866003000000006","40.770935000000001","N","-73.981736999999995","40.746713","CSH","26.5","0.5","0","5.3300000000000001","32.329999999999998","0",,"1"
"CMT","2014-09-05T23:22:33.000","2014-09-05T23:32:56.000","1","1.8999999999999999","-73.990386999999998","40.723092999999999","N","-74.013103999999998","40.709302000000001","CRD","9","0.5","2","0","12","0.5",,"1"
"CMT","2014-11-10T09:19:16.000","2014-11-10T09:37:43.000","1","2.6000000000000001","-73.947342000000006","40.752454","N","-73.973321999999996","40.765053000000002","CSH","14","0.5","0","0","14.5","0",,"1"
"VTS","2014-02-04T23:34:00.000","2014-02-04T23:43:00.000","5","1.6399999999999999","-73.960462000000007","40.766052000000002",,"-73.983924999999999","40.767086999999997","CRD","8","0.5","1","0","10","0.5",,"1"
"CMT","2014-11-26T17:01:49.000","2014-11-26T17:06:56.000","1","0.80000000000000004","-73.990497000000005","40.751040000000003","N","-73.990319999999997","40.742106999999997","CRD","5.5","0.5","1.5","0","8.5","1",,"1"
"CMT","2014-11-22T21:54:47.000","2014-11-22T22:10:38.000","1","4.9000000000000004","-73.961707000000004","40.764215","N","-73.994849000000002","40.725791000000001","CRD","18","0.5","2","0","21","0.5",,"1"
"CMT","2014-06-15T14:00:23.000","2014-06-15T14:17:58.000","1","6","-73.944688999999997","40.779471000000001","N","-73.992795000000001","40.717835000000001","CRD","20","0.5","4.0999999999999996","0","24.600000000000001","0",,"1"
"CMT","2014-06-19T02:23:12.000","2014-06-19T02:35:19.000","1","3.7000000000000002","-73.998734999999996","40.745437000000003","N","-74.016489000000007","40.705212000000003","CRD","14","0.5","1","0","16","0.5",,"1"
"VTS","2014-06-07T03:47:00.000","2014-06-07T03:59:00.000","1","2.8399999999999999","0","0",,"0","0","CRD","11.5","0.5","2.3999999999999999","0","14.9","0.5",,"1"
"VTS","2014-02-22T13:34:00.000","2014-02-22T13:36:00.000","5","0.62","-73.998724999999993","40.750042000000001",,"-74.004057000000003","40.742772000000002","CRD","4","0.5","0.80000000000000004","0","5.2999999999999998","0",,"1"
"VTS","2014-11-29T09:29:00.000","2014-11-29T09:37:00.000","2","1.1000000000000001","-73.978350000000006","40.762599999999999",,"-73.989949999999993","40.751469999999998","CSH","6.5","0.5","0","0","7","0",,"1"
"CMT","2014-12-14T01:55:26.000","2014-12-14T02:02:13.000","2","1.2","-73.989140000000006","40.742845000000003","N","-74.004006000000004","40.734729999999999","CRD","6.5","0.5","0.5","0","8","0.5",,"1"
"VTS","2014-04-28T19:30:00.000","2014-04-28T19:34:00.000","1","0.78000000000000003","-73.989616999999996","40.720480000000002",,"-73.989046999999999","40.714154999999998","CSH","5","0.5","0","0","6.5","1",,"1"
"VTS","2014-06-29T13:23:00.000","2014-06-29T13:57:00.000","1","13.48","-73.934759999999997","40.755279999999999",,"-73.849559999999997","40.830669999999998","CSH","39.5","0.5","0","0","40","0",,"1"
"VTS","2014-02-02T21:26:00.000","2014-02-02T21:35:00.000","1","2.46","-73.954475000000002","40.781061999999999",,"-73.983535000000003","40.766936999999999","CSH","10","0.5","0","0","11","0.5",,"1"
"CMT","2014-01-24T08:58:31.000","2014-01-24T09:11:01.000","1","1","-73.979454000000004","40.746454999999997","N","-73.973115000000007","40.756636","CRD","9","0.5","1","0","10.5","0",,"1"
"VTS","2014-05-13T12:56:00.000","2014-05-13T13:11:00.000","1","1.54","-73.972971999999999","40.758757000000003",,"-73.976861999999997","40.741954999999997","CSH","10.5","0.5","0","0","11","0",,"1"
"VTS","2014-02-27T08:59:00.000","2014-02-27T09:11:00.000","1","1.1699999999999999","-73.989256999999995","40.743402000000003",,"-73.982932000000005","40.756791999999997","CRD","9","0.5","1.8","0","11.300000000000001","0",,"1"
"VTS","2014-07-30T15:05:00.000","2014-07-30T15:28:00.000","1","3.02","-74.006664999999998","40.743867000000002",,"-73.989391999999995","40.718240000000002","CRD","17","0.5","3.3999999999999999","0","20.899999999999999","0",,"1"
"VTS","2014-06-18T07:45:00.000","2014-06-18T08:00:00.000","6","2.0899999999999999","-74.005880000000005","40.748399999999997",,"-73.995779999999996","40.725079999999998","CRD","11.5","0.5","2.2999999999999998","0","14.300000000000001","0",,"1"
"VTS","2014-10-31T17:20:00.000","2014-10-31T17:32:00.000","1","3.0699999999999998","-73.872744999999995","40.773916999999997",,"-73.923207000000005","40.764867000000002","CRD","12","0.5","2.6000000000000001","0","16.100000000000001","1",,"1"
"CMT","2014-09-07T11:37:56.000","2014-09-07T11:42:24.000","1","0.80000000000000004","-73.976393999999999","40.765830999999999","N","-73.981995999999995","40.775134000000001","CRD","5.5","0.5","1.2","0","7.2000000000000002","0",,"1"
"VTS","2014-06-25T00:26:00.000","2014-06-25T00:31:00.000","1","0.98999999999999999","-73.983238","40.764589999999998",,"-73.993067999999994","40.757764999999999","CSH","6","0.5","0","0","7","0.5",,"1"
"VTS","2014-10-14T07:30:00.000","2014-10-14T07:41:00.000","1","2.5800000000000001","-73.966099999999997","40.789819999999999",,"-73.960059999999999","40.76285","CSH","11","0.5","0","0","11.5","0",,"1"
"CMT","2014-05-10T19:41:42.000","2014-05-10T19:49:07.000","1","0.80000000000000004","-73.991564999999994","40.749923000000003","N","-73.982100000000003","40.745941000000002","CRD","6.5","0.5","1.5","0","8.5","0",,"1"
"VTS","2014-06-22T11:13:00.000","2014-06-22T11:19:00.000","1","0.93000000000000005","-73.996177000000003","40.740507000000001",,"-73.984859999999998","40.742756999999997","CSH","6","0.5","0","0","6.5","0",,"1"
"CMT","2014-03-27T18:14:42.000","2014-03-27T18:37:48.000","1","4.5999999999999996","-73.978847999999999","40.783372999999997","N","-74.002818000000005","40.734105","CRD","19","0.5","3","0","23.5","1",,"1"
"VTS","2014-06-15T16:46:00.000","2014-06-15T16:53:00.000","1","1.3999999999999999","-73.991707000000005","40.72645",,"-73.99494","40.739075","CSH","7.5","0.5","0","0","8","0",,"1"
"VTS","2014-12-07T01:45:00.000","2014-12-07T01:54:00.000","1","1.51","-73.968689999999995","40.79927",,"-73.973219999999998","40.782710000000002","CSH","8.5","0.5","0","0","9.5","0.5",,"1"
"VTS","2014-03-07T02:01:00.000","2014-03-07T02:05:00.000","3","1.8100000000000001","-73.958687999999995","40.763734999999997",,"-73.942426999999995","40.786402000000002","CRD","7","0.5","1.5","0","9.5","0.5",,"1"
"VTS","2014-08-07T11:03:00.000","2014-08-07T11:14:00.000","2","1.3799999999999999","-73.974930000000001","40.741861999999998",,"-73.976392000000004","40.755581999999997","CSH","8.5","0.5","0","0","9","0",,"1"
"VTS","2014-04-11T11:51:00.000","2014-04-11T12:00:00.000","1","1.48","-73.974834999999999","40.746372000000001",,"-73.981584999999995","40.729134999999999","CSH","7.5","0.5","0","0","8","0",,"1"
"CMT","2014-08-26T16:17:57.000","2014-08-26T16:21:51.000","1","0.40000000000000002","-73.978099999999998","40.754970999999998","N","-73.972566","40.753813999999998","CSH","4.5","0.5","0","0","6","1",,"1"
"CMT","2014-02-24T10:58:07.000","2014-02-24T11:00:48.000","1","0.59999999999999998","-73.974476999999993","40.750897999999999","Y","-73.966982999999999","40.755842000000001","CRD","4","0.5","0.90000000000000002","0","5.4000000000000004","0",,"1"
"CMT","2014-10-20T19:55:13.000","2014-10-20T19:59:24.000","1","0.80000000000000004","-73.966896000000006","40.770037000000002","N","-73.957001000000005","40.775030999999998","CRD","5","0.5","2.5800000000000001","0","9.0800000000000001","1",,"1"
"CMT","2014-01-24T16:48:18.000","2014-01-24T17:47:29.000","2","18.899999999999999","-73.790075000000002","40.646479999999997","N","-74.003979999999999","40.71828","CRD","52","0.5","11.550000000000001","5.3300000000000001","69.379999999999995","0",,"2"
"VTS","2014-06-17T10:24:00.000","2014-06-17T10:35:00.000","1","1.3500000000000001","-73.988151999999999","40.737721999999998",,"-73.975724999999997","40.753632000000003","CRD","8.5","0.5","1.7","0","10.699999999999999","0",,"1"
"CMT","2014-11-12T16:52:17.000","2014-11-12T17:12:28.000","1","1.8999999999999999","-73.987070000000003","40.751787","N","-73.967072999999999","40.764242000000003","CRD","13","0.5","3.3300000000000001","0","17.829999999999998","1",,"1"
"CMT","2014-07-29T09:02:06.000","2014-07-29T09:21:13.000","2","1.5","-73.990746000000001","40.756182000000003","N","-73.970310999999995","40.762856999999997","CSH","12.5","0.5","0","0","13","0",,"1"
"CMT","2014-11-20T22:42:24.000","2014-11-20T23:07:59.000","1","10.6","-73.866628000000006","40.771062999999998","N","-73.967571000000007","40.673116999999998","CRD","32.5","0.5","6.7000000000000002","0","40.200000000000003","0.5",,"1"
"VTS","2014-08-17T13:19:00.000","2014-08-17T13:24:00.000","1","0.97999999999999998","-73.982742000000002","40.75065",,"-73.990921999999998","40.739652","CRD","5.5","0.5","1.1000000000000001","0","7.0999999999999996","0",,"1"
"VTS","2014-09-26T19:22:00.000","2014-09-26T19:31:00.000","5","0.67000000000000004","-73.987565000000004","40.761307000000002",,"-73.977635000000006","40.760727000000003","CRD","7","0.5","1.6000000000000001","0","10.1","1",,"1"
