"report_date","borough","geographic_subset","geographic_identifier","client_died","does_not_reside_in_nyc","no_risk","referred_person_has_sufficient","referred_person_retains","someone_else_willing_and","unable_to_locate","under_18","total_ineligible_by_geographic","client_died_by_geographic","does_not_reside_in_nyc_by","no_risk_by_geographic_subset","referred_person_has_sufficient_1","referred_person_retains_1","someone_else_willing_and_1","unable_to_locate_by_geographic","under_18_by_geographic_subset","total_ineligible_referrals","client_died_citywide","does_not_reside_in_nyc_1","no_risk_citywide","referred_person_has_sufficient_2","referred_person_retains_2","someone_else_willing_and_2","unable_to_locate_citywide","under_18_citywide","total_ineligible_referrals_1"
"2023-06-30T00:00:00.000","QUEENS","City Council District","31","0","7","60","105","0","44","36","4","256","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11207","4","2","18","57","0","25","26","0","132","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","City Council District","51","0","2","25","25","0","17","12","0","81","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","3","1","3","21","92","2","21","39","0","179","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","9","4","3","35","121","0","25","52","0","240","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10282","0","0","0","1","0","1","0","0","2","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11219","1","0","4","15","1","8","10","0","39","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","27","0","0","0","0","0","0","0","1","1","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","UNABLE TO MATCH","0","1","2","0","0","0","2","0","5","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11212","4","0","28","92","0","38","40","0","202","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11208","4","2","13","38","1","23","26","0","107","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","8","4","2","9","60","0","20","21","0","116","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11430","0","0","0","0","0","0","0","0","0","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11422","0","4","6","21","0","7","5","0","43","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","18","2","3","21","80","2","28","17","1","154","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","9","3","2","22","61","0","25","27","0","140","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","4","3","2","16","42","0","19","34","0","116","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10035","1","3","11","34","0","11","16","0","76","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11206","2","4","5","40","1","32","22","0","106","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","City Council District","19","0","2","14","23","0","22","8","0","69","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","15","3","6","41","133","0","28","54","1","266","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","City Council District","27","4","3","49","57","2","63","33","1","212","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","10","1","0","2","4","0","1","0","0","8","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","17","0","5","42","148","1","34","58","0","288","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","City Council District","35","3","6","13","84","1","43","30","0","180","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","5","4","2","29","115","2","21","41","0","214","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","City Council District","44","2","1","10","33","0","11","20","0","77","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","City Council District","39","0","0","10","26","2","22","16","0","76","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","City Council District","34","1","4","9","45","0","34","18","0","111","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Community District","4","3","5","57","129","1","38","53","1","287","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10314","0","1","13","15","0","15","11","0","55","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10310","0","1","5","6","0","3","3","0","18","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Zip Code","10305","0","2","5","8","0","7","6","0","28","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","6","2","1","6","34","4","23","19","0","89","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Community District","1","0","1","3","11","0","6","7","0","28","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11694","1","0","4","3","0","3","4","0","15","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11691","0","2","35","44","0","22","23","1","127","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","5","8","5","31","111","1","57","52","0","265","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11211","0","1","3","13","0","10","3","0","30","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11433","0","0","14","15","0","17","3","0","49","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10475","2","3","5","27","0","9","8","0","54","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","UNABLE TO MATCH","0","1","1","3","0","0","0","0","5","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11428","0","0","3","5","0","3","2","0","13","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11429","3","0","2","12","1","11","9","0","38","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11435","1","0","16","12","1","12","8","0","50","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Community District","56","0","0","0","0","0","0","0","0","0","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11365","1","0","6","17","0","14","9","0","47","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11423","0","0","3","7","1","4","10","0","25","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","City Council District","5","1","7","33","66","1","15","33","0","156","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","3","1","7","12","43","0","30","18","0","111","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Community District","3","0","3","31","31","0","16","13","0","94","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","City Council District","8","3","2","34","101","1","21","45","0","207","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11436","0","0","6","7","0","5","4","0","22","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","2","0","2","15","34","0","16","13","1","81","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11418","0","1","4","12","0","8","9","0","34","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11414","0","0","4","12","0","6","2","0","24","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11368","0","2","14","24","0","11","10","0","61","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Community District","2","1","3","21","27","0","23","18","0","93","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11385","0","0","10","16","0","10","9","0","45","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11411","0","0","7","11","0","8","1","0","27","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11416","0","1","4","9","0","6","2","0","22","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","STATEN ISLAND","Community District","1","2","8","40","77","1","29","31","0","188","3","14","92","135","1","68","64","0","377","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10456","1","4","26","78","0","23","29","0","161","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11377","0","2","14","24","0","16","13","0","69","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10453","2","1","15","84","2","14","28","0","146","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10463","1","1","14","47","0","7","18","0","88","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11204","1","1","4","12","0","6","4","0","28","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11373","0","0","11","17","1","10","11","0","50","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11417","0","0","4","8","0","5","3","0","20","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10462","1","1","19","36","0","10","26","0","93","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BRONX","Zip Code","10451","2","0","15","54","1","15","27","0","114","34","34","323","1058","9","266","432","2","2158","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11367","0","3","4","14","0","15","7","0","43","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","82","0","0","0","0","0","0","0","0","0","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11203","0","1","3","51","0","21","17","0","93","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11363","0","0","0","1","0","1","0","0","2","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11364","0","0","4","4","0","8","4","0","20","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11369","0","4","3","13","0","4","1","0","25","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11201","2","2","3","9","1","8","10","0","35","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11412","1","3","18","12","0","18","7","0","59","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Zip Code","11360","0","2","1","0","0","5","2","0","10","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","QUEENS","Community District","9","1","4","18","44","0","30","21","1","119","16","42","371","661","7","477","298","11","1883","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","MANHATTAN","Zip Code","10463","0","0","0","7","0","1","2","0","10","24","36","315","773","5","302","395","1","1851","131","162","1363","3696","47","1629","1647","15","8690"
"2023-06-30T00:00:00.000","BROOKLYN","Zip Code","11249","0","0","2","9","0","5","0","0","16","54","36","262","1069","25","516","458","1","2421","131","162","1363","3696","47","1629","1647","15","8690"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","2","5","1","27","78","0","16","37","1","165","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","3","10","2","15","60","0","23","31","0","141","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","1","2","1","25","30","0","18","24","0","100","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","48","3","2","13","46","5","29","31","0","129","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","UNABLE TO MATCH","0","0","0","1","0","0","2","0","3","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","47","3","1","21","36","4","32","16","0","113","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","4","5","2","13","37","0","5","19","0","81","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","44","0","0","7","24","3","17","9","0","60","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","43","1","0","10","40","2","20","21","0","94","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","45","1","0","26","48","3","24","18","0","120","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","10","1","5","27","48","2","24","35","0","142","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","46","1","5","19","40","1","23","20","0","109","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","5","2","0","22","59","0","18","38","0","139","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","3","3","3","26","79","3","22","19","0","155","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","30","0","1","9","20","1","31","2","0","64","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","37","2","0","24","43","1","23","20","0","113","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","UNABLE TO MATCH","0","3","1","4","0","1","5","1","15","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","34","0","0","2","5","0","7","2","0","16","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","29","1","5","16","50","2","36","12","0","122","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","City Council District","51","1","2","19","15","0","14","15","0","66","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","17","1","6","39","107","5","33","25","0","216","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","City Council District","UNABLE TO MATCH","0","0","0","0","0","0","0","0","0","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","13","0","0","26","47","1","19","12","1","106","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","39","2","2","12","26","0","10","13","0","65","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","6","2","7","33","82","1","18","36","0","179","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","14","1","1","27","83","3","20","25","0","160","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","City Council District","21","1","2","7","28","0","26","18","0","82","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","7","1","2","24","71","4","19","14","0","135","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","36","0","1","31","59","2","29","18","1","141","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","9","2","3","30","79","0","25","22","0","161","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","41","2","1","28","67","2","41","38","0","179","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","34","1","1","26","37","0","22","6","0","93","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","11","0","0","22","47","1","15","11","1","97","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","56","0","0","0","0","0","0","0","0","0","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10314","1","0","13","14","0","9","10","0","47","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","City Council District","38","0","1","16","36","1","15","19","0","88","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","UNABLE TO MATCH","0","3","1","4","0","1","5","1","15","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","Community District","10","0","3","25","49","1","16","9","0","103","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10305","1","1","8","10","0","7","8","0","35","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10309","0","1","6","3","0","5","2","0","17","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","12","1","1","11","20","2","14","13","0","62","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11693","0","0","7","5","0","1","1","0","14","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11692","0","0","8","14","0","3","4","0","29","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10301","1","2","8","8","0","7","12","0","38","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","8","1","2","23","37","0","22","17","1","103","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11430","0","0","0","0","0","0","0","0","0","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11429","0","0","5","8","0","4","3","0","20","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11435","0","2","12","14","1","13","9","0","51","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","City Council District","7","2","3","34","79","0","27","37","0","182","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11436","1","0","8","2","0","4","1","0","16","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","STATEN ISLAND","Zip Code","10312","0","0","4","6","0","1","8","0","19","6","11","80","74","0","61","78","0","310","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BRONX","City Council District","11","0","4","19","77","2","31","16","0","149","12","35","267","748","18","226","202","2","1510","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","16","0","0","19","32","1","17","24","0","93","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","BROOKLYN","Community District","9","1","4","18","45","2","26","19","0","115","23","29","337","730","33","398","347","1","1898","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","1","0","0","5","7","0","3","5","0","20","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11412","0","3","13","8","0","9","3","0","36","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11416","0","0","5","1","0","3","2","0","11","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","3","4","1","33","69","0","23","39","1","170","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11373","0","1","6","13","0","19","7","0","46","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11372","0","3","5","12","0","17","0","0","37","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11378","0","0","1","1","0","7","0","0","9","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","7","3","9","44","100","1","24","50","0","231","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11364","1","0","1","5","0","4","1","0","12","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","QUEENS","Zip Code","11368","1","1","6","23","0","18","13","0","62","20","29","273","481","9","493","188","1","1494","99","128","1218","2620","67","1366","1147","5","6650"
"2022-12-31T00:00:00.000","MANHATTAN","Community District","11","3","2","34","44","1","19","32","0","135","38","24","261","587","7","188","332","1","1438","99","128","1218","2620","67","1366","1147","5","6650"
