"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","additional_details","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","status","due_date","resolution_description","resolution_action_updated","community_board","council_district","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","latitude","longitude","location"
"58542353","2023-08-17T06:54:58.000","2023-08-17T07:25:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10036","450 WEST 42 STREET","WEST 42 STREET","DYER AVENUE","10 AVENUE","DYER AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST 42 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-17T07:25:10.000","04 MANHATTAN","03","1010517502","MANHATTAN","985788","215868","ONLINE","40.7590387","-73.9949718","POINT (-73.9949718 40.7590387)"
"58541311","2023-08-17T06:49:30.000","2023-08-17T07:09:55.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10458","2829 VALENTINE AVENUE","VALENTINE AVENUE","EAST 197 STREET","EAST 198 STREET","EAST 197 STREET","EAST198 STREET","ADDRESS","BRONX","VALENTINE AVENUE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-17T07:10:00.000","07 BRONX","15","2033040136","BRONX","1014584","255919","MOBILE","40.8692807","-73.890562","POINT (-73.890562 40.8692807)"
"58540108","2023-08-17T05:51:01.000","2023-08-17T06:04:40.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11105","20-58 STEINWAY STREET","STEINWAY STREET","20 ROAD","21 AVENUE","20 ROAD","21 AVENUE","ADDRESS","ASTORIA","STEINWAY STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-17T06:04:44.000","01 QUEENS","22","4008090056","QUEENS","1011042","221701","MOBILE","40.7753515","-73.9034399","POINT (-73.9034399 40.7753515)"
"58536246","2023-08-17T05:34:34.000","2023-08-17T06:03:19.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10467","3211 PARKSIDE PLACE","PARKSIDE PLACE","WEBSTER AVENUE","EAST 207 STREET","WEBSTER AVENUE","EAST207 STREET","ADDRESS","BRONX","PARKSIDE PLACE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-17T06:03:26.000","07 BRONX","11","2033547501","BRONX","1019034","257802","MOBILE","40.8737386","-73.8748545","POINT (-73.8748545 40.8737386)"
"58526083","2023-08-16T23:39:57.000","2023-08-17T02:18:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11357","24-04 146 STREET","146 STREET","24 AVENUE","WILLETS POINT BOULEVARD","24 AVENUE","WILLETS POINT BOULEVARD","ADDRESS","WHITESTONE","146 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-17T02:18:27.000","07 QUEENS","19","4046410043","QUEENS","1033661","222590","PHONE","40.7774582","-73.8218289","POINT (-73.8218289 40.7774582)"
"58531349","2023-08-16T22:31:24.000","2023-08-17T03:20:34.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Stopping' Area","Street/Sidewalk","11419","120-08 ATLANTIC AVENUE","ATLANTIC AVENUE","120 STREET","121 STREET","120 STREET","121 STREET","ADDRESS","SOUTH RICHMOND HILL","ATLANTIC AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-17T03:20:44.000","09 QUEENS","29",,"QUEENS","1032292","192298","ONLINE","40.6943599","-73.8267534","POINT (-73.8267534 40.6943599)"
"58531348","2023-08-16T21:04:19.000","2023-08-16T21:24:15.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10019","911 8 AVENUE","8 AVENUE","WEST 54 STREET","WEST 55 STREET","WEST 54 STREET","WEST 55 STREET","ADDRESS","NEW YORK","8 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T21:24:19.000","04 MANHATTAN","03","1010450029","MANHATTAN","988620","217947","ONLINE","40.7652326","-73.9844013","POINT (-73.9844013 40.7652326)"
"58528408","2023-08-16T19:43:43.000","2023-08-17T01:10:41.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11426","244-16 86 AVENUE","86 AVENUE","CROSS ISLAND PARKWAY","246 STREET","CROSS ISLAND PARKWAY","246 STREET","ADDRESS","BELLEROSE","86 AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-17T01:10:46.000","13 QUEENS","23","4086230012","QUEENS","1061160","205957","PHONE","40.7314243","-73.7224965","POINT (-73.7224965 40.7314243)"
"58533772","2023-08-16T18:31:22.000","2023-08-16T19:16:45.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10282","200 MURRAY STREET","MURRAY STREET","WEST STREET","NORTH END AVENUE","WEST STREET","NORTH END AVENUE","ADDRESS","NEW YORK","MURRAY STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T19:16:49.000","01 MANHATTAN","01","1000160260","MANHATTAN","980314","199903","MOBILE","40.7147238","-74.0144434","POINT (-74.0144434 40.7147238)"
"58524874","2023-08-16T18:20:07.000","2023-08-16T21:42:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11419","121-20 97 AVENUE","97 AVENUE","121 STREET","123 STREET","121 STREET","123 STREET","ADDRESS","SOUTH RICHMOND HILL","97 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T21:42:27.000","09 QUEENS","29","4094610010","QUEENS","1032962","191370","PHONE","40.6918025","-73.8235795","POINT (-73.8235795 40.6918025)"
"58528410","2023-08-16T17:38:07.000","2023-08-16T19:05:47.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11235","KNAPP STREET","KNAPP STREET","SHORE PARKWAY","EMMONS AVENUE","SHORE PARKWAY","EMMONS AVENUE","BLOCKFACE",,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T19:05:52.000","Unspecified BROOKLYN",,,"BROOKLYN",,,"PHONE",,,
"58526167","2023-08-16T17:14:48.000","2023-08-16T18:08:39.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11693","91-15 ROCKAWAY BEACH BOULEVARD","ROCKAWAY BEACH BOULEVARD","BEACH 91 STREET","BEACH 92 STREET","BEACH 91 STREET","BEACH 92 STREET","ADDRESS","FAR ROCKAWAY","ROCKAWAY BEACH BOULEVARD","Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2023-08-16T18:08:42.000","14 QUEENS","32","4161340023","QUEENS","1035680","153078","MOBILE","40.5864081","-73.8149579","POINT (-73.8149579 40.5864081)"
"58524877","2023-08-16T16:11:01.000","2023-08-16T16:18:56.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11223","2575 CONEY ISLAND AVENUE","CONEY ISLAND AVENUE","GRAVESEND NECK ROAD","AVENUE W","GRAVESEND NECK ROAD","AVENUE W","ADDRESS","BROOKLYN","CONEY ISLAND AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T16:19:01.000","15 BROOKLYN","48","3073710052","BROOKLYN","995122","155693","PHONE","40.5941205","-73.9604351","POINT (-73.9604351 40.5941205)"
"58533774","2023-08-16T15:37:34.000","2023-08-16T16:15:59.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Bike Lane","Street/Sidewalk","10467","3016 WEBSTER AVENUE","WEBSTER AVENUE","MOSHOLU PARKWAY","EAST MOSHOLU PARKWAY NORTH","MOSHOLU PARKWAY","EAST MOSHOLU PARKWAY NORTH","ADDRESS","BRONX","WEBSTER AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-16T16:16:01.000","07 BRONX","11","2033250005","BRONX","1017485","256073","ONLINE","40.8685845","-73.8804395","POINT (-73.8804395 40.8685845)"
"58529734","2023-08-16T14:59:44.000","2023-08-16T15:40:07.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11358","172-06 CROCHERON AVENUE","CROCHERON AVENUE","172 STREET","UTOPIA PARKWAY","172 STREET","UTOPIA PARKWAY","ADDRESS","FLUSHING","CROCHERON AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T15:40:11.000","07 QUEENS","19","4053030165","QUEENS","1041315","217335","PHONE","40.7627984","-73.7937653","POINT (-73.7937653 40.7627984)"
"58528725","2023-08-16T14:01:08.000","2023-08-16T14:20:44.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","205 GREENPOINT AVENUE","GREENPOINT AVENUE","MCGUINNESS BOULEVARD","NEWEL STREET","MCGUINNESS BOULEVARD","NEWEL STREET","ADDRESS","BROOKLYN","GREENPOINT AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-16T14:20:47.000","01 BROOKLYN","33","3025600050","BROOKLYN","997815","205425","MOBILE","40.7307328","-73.95111","POINT (-73.95111 40.7307328)"
"58532294","2023-08-16T12:37:04.000","2023-08-16T12:53:57.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11219","6811 11 AVENUE","11 AVENUE","OVINGTON AVENUE","BAY RIDGE AVENUE","OVINGTON AVENUE","BAY RIDGE AVENUE","ADDRESS","BROOKLYN","11 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T12:54:01.000","10 BROOKLYN","43","3057730003","BROOKLYN","982049","167602","ONLINE","40.6264003","-74.0078822","POINT (-74.0078822 40.6264003)"
"58532569","2023-08-16T12:22:30.000","2023-08-16T14:46:06.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10019","911 8 AVENUE","8 AVENUE","WEST 54 STREET","WEST 55 STREET","WEST 54 STREET","WEST 55 STREET","ADDRESS","NEW YORK","8 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T14:46:10.000","04 MANHATTAN","03","1010450029","MANHATTAN","988620","217947","ONLINE","40.7652326","-73.9844013","POINT (-73.9844013 40.7652326)"
"58524876","2023-08-16T11:57:23.000","2023-08-16T12:56:49.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","10306","4 MILBANK ROAD","MILBANK ROAD","NEUTRAL AVENUE","CEDAR GROVE AVENUE","NEUTRAL AVENUE","CEDAR GROVE AVENUE","ADDRESS","STATEN ISLAND","MILBANK ROAD","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T12:56:53.000","02 STATEN ISLAND","50","5040920047","STATEN ISLAND","955640","143789","ONLINE","40.5613545","-74.1033372","POINT (-74.1033372 40.5613545)"
"58524875","2023-08-16T11:45:00.000","2023-08-16T14:03:40.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10310","68 DAVIS AVENUE","DAVIS AVENUE","DELAFIELD PLACE","ARLINGTON COURT","DELAFIELD PLACE","ARLINGTON COURT","ADDRESS","STATEN ISLAND","DAVIS AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T14:03:42.000","01 STATEN ISLAND","49","5001490078","STATEN ISLAND","953589","173504","MOBILE","40.6426511","-74.1109184","POINT (-74.1109184 40.6426511)"
"58525879","2023-08-16T11:30:05.000","2023-08-16T11:40:41.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11235","66 NEPTUNE AVENUE","NEPTUNE AVENUE","GUIDER AVENUE","EAST 12 STREET","GUIDER AVENUE","EAST 12 STREET","ADDRESS","BROOKLYN","NEPTUNE AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T11:40:45.000","13 BROOKLYN","48",,"BROOKLYN","996306","151546","PHONE","40.5826266","-73.956597","POINT (-73.956597 40.5826266)"
"58532295","2023-08-16T11:10:53.000","2023-08-16T11:41:45.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11219","6813 11 AVENUE","11 AVENUE","OVINGTON AVENUE","BAY RIDGE AVENUE","OVINGTON AVENUE","BAY RIDGE AVENUE","ADDRESS","BROOKLYN","11 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T11:41:50.000","10 BROOKLYN","43","3057730002","BROOKLYN","982047","167600","ONLINE","40.6263564","-74.0079254","POINT (-74.0079254 40.6263564)"
"58528723","2023-08-16T10:59:10.000","2023-08-16T11:06:34.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10065","889 LEXINGTON AVENUE","LEXINGTON AVENUE","EAST 66 STREET","EAST 67 STREET","EAST 66 STREET","EAST 67 STREET","ADDRESS","NEW YORK","LEXINGTON AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-16T11:06:40.000","08 MANHATTAN","04","1014010020","MANHATTAN","993970","218608","ONLINE","40.7666335","-73.964477","POINT (-73.964477 40.7666335)"
"58528411","2023-08-16T10:57:42.000","2023-08-16T11:21:00.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11205","802 KENT AVENUE","KENT AVENUE","LITTLE NASSAU STREET","PARK AVENUE","LITTLE NASSAU STREET","PARK AVENUE","ADDRESS","BROOKLYN","KENT AVENUE","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-16T11:21:05.000","03 BROOKLYN","33","3018830029","BROOKLYN","995358","193282","PHONE","40.6971184","-73.9602081","POINT (-73.9602081 40.6971184)"
"58528407","2023-08-16T10:33:40.000","2023-08-16T11:30:29.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11219","6811 11 AVENUE","11 AVENUE","OVINGTON AVENUE","BAY RIDGE AVENUE","OVINGTON AVENUE","BAY RIDGE AVENUE","ADDRESS","BROOKLYN","11 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T11:30:32.000","10 BROOKLYN","43","3057730003","BROOKLYN","982049","167602","ONLINE","40.6264003","-74.0078822","POINT (-74.0078822 40.6264003)"
"58528724","2023-08-16T09:21:11.000","2023-08-16T09:54:49.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11205","2 PARK AVENUE","PARK AVENUE","NAVY STREET","MONUMENT WALK","NAVY STREET","MONUMENT WALK","ADDRESS","BROOKLYN","PARK AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T09:54:54.000","02 BROOKLYN","35",,"BROOKLYN","989818","192917","MOBILE","40.6961876","-73.9799204","POINT (-73.9799204 40.6961876)"
"58527436","2023-08-16T09:20:46.000","2023-08-16T09:24:00.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11222","100 MESEROLE AVENUE","MESEROLE AVENUE","LORIMER STREET","MANHATTAN AVENUE","LORIMER STREET","MANHATTAN AVENUE","ADDRESS","BROOKLYN","MESEROLE AVENUE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T09:24:03.000","01 BROOKLYN","33","3026190001","BROOKLYN","997282","204143","MOBILE","40.7266988","-73.9531803","POINT (-73.9531803 40.7266988)"
"58530045","2023-08-16T09:17:06.000","2023-08-16T09:19:44.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10065","889 LEXINGTON AVENUE","LEXINGTON AVENUE","EAST 66 STREET","EAST 67 STREET","EAST 66 STREET","EAST 67 STREET","ADDRESS","NEW YORK","LEXINGTON AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-16T09:19:48.000","08 MANHATTAN","04","1014010020","MANHATTAN","993970","218608","ONLINE","40.7666335","-73.964477","POINT (-73.964477 40.7666335)"
"58527435","2023-08-16T08:59:10.000","2023-08-16T09:02:40.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10065","889 LEXINGTON AVENUE","LEXINGTON AVENUE","EAST 66 STREET","EAST 67 STREET","EAST 66 STREET","EAST 67 STREET","ADDRESS","NEW YORK","LEXINGTON AVENUE","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-16T09:02:44.000","08 MANHATTAN","04","1014010020","MANHATTAN","993970","218608","ONLINE","40.7666335","-73.964477","POINT (-73.964477 40.7666335)"
"58532296","2023-08-16T07:43:48.000","2023-08-16T10:48:23.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11379","66-72 70 STREET","70 STREET","66 DRIVE","METROPOLITAN AVENUE","66 DRIVE","METROPOLITAN AVENUE","ADDRESS","MIDDLE VILLAGE","70 STREET","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T10:48:26.000","05 QUEENS","30",,"QUEENS","1016089","198975","ONLINE","40.7127598","-73.8851522","POINT (-73.8851522 40.7127598)"
"58528409","2023-08-16T07:24:26.000","2023-08-16T08:46:39.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10036","450 WEST 42 STREET","WEST 42 STREET","DYER AVENUE","10 AVENUE","DYER AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST 42 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-16T08:46:42.000","04 MANHATTAN","03","1010517502","MANHATTAN","985788","215868","ONLINE","40.7590387","-73.9949718","POINT (-73.9949718 40.7590387)"
"58524878","2023-08-16T06:27:20.000","2023-08-16T06:56:39.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11217","232 3 AVENUE","3 AVENUE","SACKETT STREET","UNION STREET","SACKETT STREET","UNION STREET","ADDRESS","BROOKLYN","3 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T06:56:45.000","06 BROOKLYN","39","3004330028","BROOKLYN","988390","186614","MOBILE","40.6787921","-73.9856473","POINT (-73.9856473 40.6787921)"
"58529735","2023-08-16T05:46:34.000","2023-08-16T06:31:52.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","11694","169 BEACH 101 STREET","BEACH 101 STREET","SHORE FRONT PARKWAY","ROCKAWAY BEACH BOULEVARD","SHORE FRONT PARKWAY","ROCKAWAY BEACH BOULEVARD","ADDRESS","FAR ROCKAWAY","BEACH 101 STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T06:31:54.000","14 QUEENS","32","4161740047","QUEENS","1033842","151770","ONLINE","40.5826827","-73.8214665","POINT (-73.8214665 40.5826827)"
"58526166","2023-08-16T05:38:54.000","2023-08-16T06:02:24.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11220","6302 3 AVENUE","3 AVENUE","63 STREET","64 STREET","63 STREET","64 STREET","ADDRESS","BROOKLYN","3 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T06:02:30.000","07 BROOKLYN","38","3058070040","BROOKLYN","977996","172627","MOBILE","40.6404378","-74.0231147","POINT (-74.0231147 40.6404378)"
"58533773","2023-08-16T05:36:28.000","2023-08-16T06:01:58.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11220","5902 3 AVENUE","3 AVENUE","59 STREET","60 STREET","59 STREET","60 STREET","ADDRESS","BROOKLYN","3 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T06:02:05.000","07 BROOKLYN","38","3008610037","BROOKLYN","978725","173363","MOBILE","40.6428345","-74.0207446","POINT (-74.0207446 40.6428345)"
"58530046","2023-08-16T05:35:54.000","2023-08-16T06:03:20.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11217","231 3 AVENUE","3 AVENUE","SACKETT STREET","UNION STREET","SACKETT STREET","UNION STREET","ADDRESS","BROOKLYN","3 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T06:03:25.000","06 BROOKLYN","39","3004340001","BROOKLYN","988396","186611","MOBILE","40.6785532","-73.9849227","POINT (-73.9849227 40.6785532)"
"58530044","2023-08-16T05:32:30.000","2023-08-16T10:00:38.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Blocking Driveway","Street/Sidewalk","11378","53-54 65 PLACE","65 PLACE","53 AVENUE","53 DRIVE","53 AVENUE","53 DRIVE","ADDRESS","MASPETH","65 PLACE","Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2023-08-16T10:00:44.000","05 QUEENS","30","4023740186","QUEENS","1011905","205192","MOBILE","40.7298383","-73.900522","POINT (-73.900522 40.7298383)"
"58519683","2023-08-16T01:58:52.000","2023-08-16T03:09:31.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11417","107-42 88 STREET","88 STREET","107 AVENUE","SUTTER AVENUE","107 AVENUE","SUTTER AVENUE","ADDRESS","OZONE PARK","88 STREET","Closed",,"The Police Department issued a summons in response to the complaint.","2023-08-16T03:09:35.000","10 QUEENS","32","4091480028","QUEENS","1025965","186224","MOBILE","40.6768198","-73.8494396","POINT (-73.8494396 40.6768198)"
"58520920","2023-08-15T23:52:24.000","2023-08-16T00:09:51.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked At Bus Stop","Street/Sidewalk","11693","91-15 ROCKAWAY BEACH BOULEVARD","ROCKAWAY BEACH BOULEVARD","BEACH 91 STREET","BEACH 92 STREET","BEACH 91 STREET","BEACH 92 STREET","ADDRESS","FAR ROCKAWAY","ROCKAWAY BEACH BOULEVARD","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-16T00:09:56.000","14 QUEENS","32","4161340023","QUEENS","1035680","153078","MOBILE","40.5864081","-73.8149579","POINT (-73.8149579 40.5864081)"
"58518376","2023-08-15T22:41:34.000","2023-08-16T00:28:48.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11220","574 51 STREET","51 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","BROOKLYN","51 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-16T00:28:54.000","07 BROOKLYN","38","3008000037","BROOKLYN","981638","173771","MOBILE","40.6432779","-74.0092319","POINT (-74.0092319 40.6432779)"
"58518377","2023-08-15T20:16:18.000","2023-08-15T20:30:45.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","11232","154 28 STREET","28 STREET","3 AVENUE","4 AVENUE","3 AVENUE","4 AVENUE","ADDRESS","BROOKLYN","28 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T20:30:49.000","07 BROOKLYN","38","3006640028","BROOKLYN","984136","179431","MOBILE","40.6590169","-74.0005983","POINT (-74.0005983 40.6590169)"
"58514430","2023-08-15T19:13:13.000","2023-08-15T21:09:21.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In Front Of Fire Hydrant","Street/Sidewalk","10462","2126 WHITE PLAINS ROAD","WHITE PLAINS ROAD","MARAN PLACE","LYDIG AVENUE","MARAN PLACE","LYDIG AVENUE","ADDRESS","BRONX","WHITE PLAINS ROAD","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T21:09:25.000","11 BRONX","13","2042870024","BRONX","1020848","250486","MOBILE","40.8540782","-73.8673582","POINT (-73.8673582 40.8540782)"
"58517037","2023-08-15T18:33:30.000","2023-08-15T19:14:37.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11354","33-60 PRINCE STREET","PRINCE STREET","LINNEAUS PLACE","35 AVENUE","LINNEAUS PLACE","35 AVENUE","ADDRESS","FLUSHING","PRINCE STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T19:14:41.000","07 QUEENS","20","4049460037","QUEENS","1030407","217890","MOBILE","40.7648584","-73.8337394","POINT (-73.8337394 40.7648584)"
"58520918","2023-08-15T18:27:07.000","2023-08-15T19:14:32.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked On Sidewalk","Street/Sidewalk","11354","33-60 PRINCE STREET","PRINCE STREET","LINNEAUS PLACE","35 AVENUE","LINNEAUS PLACE","35 AVENUE","ADDRESS","FLUSHING","PRINCE STREET","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T19:14:36.000","07 QUEENS","20","4049460037","QUEENS","1030407","217890","MOBILE","40.7648584","-73.8337394","POINT (-73.8337394 40.7648584)"
"58518066","2023-08-15T17:54:31.000","2023-08-15T17:59:54.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Not Provided","Street/Sidewalk","10023","15 WEST 72 STREET","WEST 72 STREET","CENTRAL PARK EXIT WEST 72 ST","COLUMBUS AVENUE","CENTRAL PARK EXIT WEST 72 ST","COLUMBUS AVENUE","ADDRESS","NEW YORK","WEST 72 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T17:59:58.000","07 MANHATTAN","06","1011250024","MANHATTAN","990592","222254","PHONE","40.7770749","-73.9768487","POINT (-73.9768487 40.7770749)"
"58518372","2023-08-15T17:45:15.000","2023-08-15T17:48:48.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10019","911 8 AVENUE","8 AVENUE","WEST 54 STREET","WEST 55 STREET","WEST 54 STREET","WEST 55 STREET","ADDRESS","NEW YORK","8 AVENUE","Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2023-08-15T17:48:53.000","04 MANHATTAN","03","1010450029","MANHATTAN","988620","217947","ONLINE","40.7652326","-73.9844013","POINT (-73.9844013 40.7652326)"
"58519681","2023-08-15T17:42:48.000","2023-08-15T17:58:28.000","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Parked In 'No Standing' Area","Street/Sidewalk","10023","344 WEST 72 STREET","WEST 72 STREET","RIVERSIDE DRIVE","RIVERSIDE BOULEVARD","RIVERSIDE DRIVE","RIVERSIDE BOULEVARD","ADDRESS","NEW YORK","WEST 72 STREET","Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2023-08-15T17:58:32.000","07 MANHATTAN","06","1011830053","MANHATTAN","988149","223598","ONLINE","40.7801917","-73.9865173","POINT (-73.9865173 40.7801917)"
