"dbn","school_name","year","total_enrollment","grade_3k_pk_half_day_full","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multi_racial","multi_racial_1","native_american","native_american_1","white","white_1","missing_race_ethnicity_data","missing_race_ethnicity_data_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index"
"02M130","P.S. 130 Hernando De Soto","2018-19","858","35","119","138","116","119","156","175","0","0","0","0","0","0","0","405","0.472","453","0.528","749","0.873","7","0.008","48","0.056","29","0.034","1","0.001","24","0.028","0","0.0","143","0.167","137","0.16","396","46.2%","55.5%"
"02M130","P.S. 130 Hernando De Soto","2019-20","796","36","110","123","134","121","121","151","0","0","0","0","0","0","0","378","0.475","418","0.525","696","0.874","3","0.004","42","0.053","33","0.041","1","0.001","21","0.026","0","0.0","140","0.176","127","0.16","372","46.7%","56.9%"
"02M130","P.S. 130 Hernando De Soto","2020-21","749","35","120","110","120","130","114","120","0","0","0","0","0","0","0","364","0.486","385","0.514","647","0.864","5","0.007","40","0.053","33","0.044","1","0.001","22","0.029","1","0.001","120","0.16","133","0.178","351","46.9%","54.3%"
"02M131","M.S. 131","2016-17","457","0","0","0","0","0","0","0","162","125","170","0","0","0","0","193","0.422","264","0.578","382","0.836","26","0.057","43","0.094","2","0.004","1","0.002","3","0.007","0","0.0","110","0.241","156","0.341","428","93.7%","78.0%"
"02M131","M.S. 131","2017-18","436","0","0","0","0","0","0","0","132","165","139","0","0","0","0","189","0.433","247","0.567","355","0.814","26","0.06","46","0.106","0","0.0","1","0.002","8","0.018","0","0.0","111","0.255","142","0.326","408","93.6%","85.7%"
"02M131","M.S. 131","2018-19","401","0","0","0","0","0","0","0","101","134","166","0","0","0","0","159","0.397","242","0.603","320","0.798","26","0.065","45","0.112","2","0.005","1","0.002","7","0.017","0","0.0","103","0.257","101","0.252","359","89.5%","84.4%"
"02M131","M.S. 131","2019-20","304","0","0","0","0","0","0","0","59","105","140","0","0","0","0","124","0.408","180","0.592","223","0.734","26","0.086","46","0.151","2","0.007","0","0.0","7","0.023","0","0.0","72","0.237","70","0.23","271","89.1%","85.2%"
"02M131","M.S. 131","2020-21","252","0","0","0","0","0","0","0","73","70","109","0","0","0","0","112","0.444","140","0.556","154","0.611","36","0.143","54","0.214","1","0.004","0","0.0","7","0.028","0","0.0","75","0.298","68","0.27","217","86.1%","88.3%"
"02M135","The Urban Assembly School for Emergency Management","2016-17","315","0","0","0","0","0","0","0","0","0","0","93","87","61","74","170","0.54","145","0.46","18","0.057","84","0.267","193","0.613","1","0.003","2","0.006","15","0.048","2","0.006","60","0.19","21","0.067","207","65.7%","71.4%"
"02M135","The Urban Assembly School for Emergency Management","2017-18","281","0","0","0","0","0","0","0","0","0","0","91","80","55","55","139","0.495","142","0.505","18","0.064","83","0.295","166","0.591","1","0.004","2","0.007","9","0.032","2","0.007","59","0.21","14","0.05","230","81.9%","81.4%"
"02M135","The Urban Assembly School for Emergency Management","2018-19","265","0","0","0","0","0","0","0","0","0","0","78","75","56","56","141","0.532","124","0.468","15","0.057","76","0.287","159","0.6","2","0.008","3","0.011","8","0.03","2","0.008","59","0.223","9","0.034","224","84.5%","81.3%"
"02M135","The Urban Assembly School for Emergency Management","2019-20","256","0","0","0","0","0","0","0","0","0","0","76","72","53","55","133","0.52","123","0.48","12","0.047","75","0.293","158","0.617","1","0.004","2","0.008","7","0.027","1","0.004","56","0.219","11","0.043","207","80.9%","81.1%"
"02M135","The Urban Assembly School for Emergency Management","2020-21","272","0","0","0","0","0","0","0","0","0","0","86","70","64","52","153","0.563","119","0.438","15","0.055","81","0.298","163","0.599","1","0.004","3","0.011","7","0.026","2","0.007","59","0.217","20","0.074","234","86.0%","80.5%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2016-17","378","0","0","0","0","0","0","0","0","0","0","120","100","94","64","116","0.307","262","0.693","10","0.026","99","0.262","235","0.622","2","0.005","2","0.005","28","0.074","2","0.005","103","0.272","26","0.069","313","82.8%","69.8%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2017-18","394","0","0","0","0","0","0","0","0","0","0","112","111","85","86","127","0.322","267","0.678","8","0.02","102","0.259","260","0.66","0","0.0","3","0.008","19","0.048","2","0.005","100","0.254","26","0.066","333","84.5%","82.0%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2018-19","401","0","0","0","0","0","0","0","0","0","0","117","114","92","78","146","0.364","255","0.636","17","0.042","106","0.264","253","0.631","1","0.002","5","0.012","17","0.042","2","0.005","103","0.257","29","0.072","326","81.3%","83.0%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2019-20","416","0","0","0","0","0","0","0","0","0","0","115","108","108","85","155","0.373","261","0.627","16","0.038","104","0.25","259","0.623","2","0.005","8","0.019","22","0.053","5","0.012","110","0.264","24","0.058","343","82.5%","83.5%"
"02M139","Stephen T. Mather Building Arts & Craftsmanship Hi","2020-21","406","0","0","0","0","0","0","0","0","0","0","96","109","102","99","154","0.379","252","0.621","17","0.042","101","0.249","253","0.623","2","0.005","9","0.022","17","0.042","7","0.017","120","0.296","29","0.071","333","82.0%","83.7%"
"02M150","P.S. 150","2016-17","186","18","28","27","28","30","28","27","0","0","0","0","0","0","0","90","0.484","96","0.516","30","0.161","7","0.038","22","0.118","21","0.113","0","0.0","106","0.57","0","0.0","28","0.151","5","0.027","16","8.6%","14.1%"
"02M150","P.S. 150","2017-18","187","18","29","30","28","30","25","27","0","0","0","0","0","0","0","88","0.471","99","0.529","39","0.209","2","0.011","20","0.107","17","0.091","0","0.0","109","0.583","0","0.0","26","0.139","5","0.027","24","12.8%","14.7%"
"02M150","P.S. 150","2018-19","189","18","28","30","29","30","29","25","0","0","0","0","0","0","0","90","0.476","99","0.524","39","0.206","1","0.005","18","0.095","17","0.09","0","0.0","114","0.603","0","0.0","26","0.138","4","0.021","34","18.0%","14.1%"
"02M150","P.S. 150","2019-20","190","18","28","26","31","30","30","27","0","0","0","0","0","0","0","86","0.453","104","0.547","56","0.295","1","0.005","17","0.089","20","0.105","1","0.005","95","0.5","0","0.0","29","0.153","5","0.026","38","20.0%","11.0%"
"02M150","P.S. 150","2020-21","180","17","29","28","23","25","29","29","0","0","0","0","0","0","0","84","0.467","96","0.533","48","0.267","0","0.0","20","0.111","23","0.128","1","0.006","87","0.483","1","0.006","23","0.128","7","0.039","19","10.6%","11.7%"
"02M151","Yorkville Community School","2016-17","537","19","84","71","73","91","88","111","0","0","0","0","0","0","0","271","0.505","266","0.495","34","0.063","77","0.143","131","0.244","27","0.05","4","0.007","264","0.492","0","0.0","95","0.177","26","0.048","216","40.2%","34.6%"
"02M151","Yorkville Community School","2017-18","515","40","67","84","76","72","94","82","0","0","0","0","0","0","0","251","0.487","264","0.513","35","0.068","78","0.151","116","0.225","28","0.054","3","0.006","255","0.495","0","0.0","94","0.183","20","0.039","223","43.3%","40.2%"
"02M151","Yorkville Community School","2018-19","486","58","67","59","79","70","60","93","0","0","0","0","0","0","0","251","0.516","235","0.484","32","0.066","72","0.148","114","0.235","28","0.058","2","0.004","238","0.49","0","0.0","99","0.204","20","0.041","187","38.5%","36.6%"
"02M151","Yorkville Community School","2019-20","475","66","84","63","56","76","68","62","0","0","0","0","0","0","0","241","0.507","234","0.493","34","0.072","63","0.133","120","0.253","27","0.057","1","0.002","230","0.484","0","0.0","91","0.192","19","0.04","178","37.5%","39.7%"
"02M151","Yorkville Community School","2020-21","425","42","69","69","57","53","69","66","0","0","0","0","0","0","0","206","0.485","219","0.515","34","0.08","53","0.125","109","0.256","21","0.049","1","0.002","206","0.485","1","0.002","86","0.202","17","0.04","156","36.7%","37.3%"
"02M158","P.S. 158 Bayard Taylor","2016-17","781","71","134","122","134","107","121","92","0","0","0","0","0","0","0","367","0.47","414","0.53","99","0.127","18","0.023","60","0.077","34","0.044","6","0.008","564","0.722","0","0.0","117","0.15","44","0.056","81","10.4%","8.5%"
"02M158","P.S. 158 Bayard Taylor","2017-18","793","72","139","123","114","132","107","106","0","0","0","0","0","0","0","380","0.479","413","0.521","94","0.119","22","0.028","60","0.076","40","0.05","6","0.008","571","0.72","0","0.0","127","0.16","38","0.048","97","12.2%","11.0%"
"02M158","P.S. 158 Bayard Taylor","2018-19","796","72","135","135","109","120","124","101","0","0","0","0","0","0","0","379","0.476","417","0.524","103","0.129","16","0.02","64","0.08","45","0.057","6","0.008","561","0.705","1","0.001","124","0.156","43","0.054","100","12.6%","11.7%"
"02M158","P.S. 158 Bayard Taylor","2019-20","804","69","153","118","128","106","108","122","0","0","0","0","0","0","0","390","0.485","414","0.515","103","0.128","16","0.02","66","0.082","52","0.065","5","0.006","562","0.699","0","0.0","127","0.158","35","0.044","81","10.1%","10.9%"
"02M158","P.S. 158 Bayard Taylor","2020-21","667","61","122","107","98","101","80","98","0","0","0","0","0","0","0","323","0.484","344","0.516","87","0.13","15","0.022","53","0.079","44","0.066","3","0.004","465","0.697","0","0.0","109","0.163","45","0.067","53","7.9%","8.1%"
"02M167","J.H.S. 167 Robert F. Wagner","2016-17","1357","0","0","0","0","0","0","0","487","434","436","0","0","0","0","645","0.475","712","0.525","316","0.233","110","0.081","235","0.173","43","0.032","8","0.006","638","0.47","7","0.005","215","0.158","51","0.038","456","33.6%","26.7%"
"02M167","J.H.S. 167 Robert F. Wagner","2017-18","1336","0","0","0","0","0","0","0","450","457","429","0","0","0","0","632","0.473","704","0.527","280","0.21","80","0.06","213","0.159","48","0.036","7","0.005","696","0.521","12","0.009","227","0.17","42","0.031","419","31.4%","29.8%"
"02M167","J.H.S. 167 Robert F. Wagner","2018-19","1379","0","0","0","0","0","0","0","464","448","467","0","0","0","0","623","0.452","756","0.548","251","0.182","94","0.068","226","0.164","57","0.041","8","0.006","733","0.532","10","0.007","246","0.178","41","0.03","428","31.0%","28.9%"
"02M167","J.H.S. 167 Robert F. Wagner","2019-20","1346","0","0","0","0","0","0","0","427","471","448","0","0","0","0","618","0.459","728","0.541","249","0.185","98","0.073","215","0.16","53","0.039","7","0.005","719","0.534","5","0.004","242","0.18","46","0.034","400","29.7%","28.4%"
"02M167","J.H.S. 167 Robert F. Wagner","2020-21","1275","0","0","0","0","0","0","0","452","394","429","0","0","0","0","596","0.467","679","0.533","236","0.185","102","0.08","209","0.164","54","0.042","7","0.005","655","0.514","12","0.009","204","0.16","53","0.042","426","33.4%","28.5%"
"02M177","Yorkville East Middle School","2016-17","213","0","0","0","0","0","0","0","79","84","50","0","0","0","0","103","0.484","110","0.516","21","0.099","22","0.103","57","0.268","2","0.009","2","0.009","102","0.479","7","0.033","60","0.282","3","0.014","61","28.6%","21.1%"
"02M177","Yorkville East Middle School","2017-18","233","0","0","0","0","0","0","0","75","76","82","0","0","0","0","116","0.498","117","0.502","20","0.086","28","0.12","59","0.253","4","0.017","3","0.013","115","0.494","4","0.017","61","0.262","4","0.017","82","35.2%","32.8%"
"02M177","Yorkville East Middle School","2018-19","230","0","0","0","0","0","0","0","78","76","76","0","0","0","0","119","0.517","111","0.483","15","0.065","20","0.087","53","0.23","5","0.022","1","0.004","133","0.578","3","0.013","60","0.261","3","0.013","69","30.0%","26.4%"
"02M177","Yorkville East Middle School","2019-20","227","0","0","0","0","0","0","0","76","76","75","0","0","0","0","113","0.498","114","0.502","17","0.075","14","0.062","58","0.256","7","0.031","1","0.004","125","0.551","5","0.022","64","0.282","4","0.018","55","24.2%","27.4%"
"02M177","Yorkville East Middle School","2020-21","240","0","0","0","0","0","0","0","98","68","74","0","0","0","0","114","0.475","126","0.525","25","0.104","20","0.083","45","0.188","9","0.038","0","0.0","134","0.558","7","0.029","64","0.267","5","0.021","64","26.7%","23.3%"
"02M183","P.S. 183 Robert L. Stevenson","2016-17","567","21","113","101","93","76","90","73","0","0","0","0","0","0","0","274","0.483","293","0.517","96","0.169","19","0.034","49","0.086","19","0.034","0","0.0","384","0.677","0","0.0","107","0.189","40","0.071","38","6.7%","5.1%"
"02M183","P.S. 183 Robert L. Stevenson","2017-18","588","40","102","107","96","84","74","85","0","0","0","0","0","0","0","286","0.486","302","0.514","98","0.167","14","0.024","52","0.088","24","0.041","0","0.0","400","0.68","0","0.0","96","0.163","28","0.048","65","11.1%","5.9%"
"02M183","P.S. 183 Robert L. Stevenson","2018-19","554","40","99","89","93","78","83","72","0","0","0","0","0","0","0","269","0.486","285","0.514","88","0.159","15","0.027","47","0.085","32","0.058","1","0.002","371","0.67","0","0.0","99","0.179","34","0.061","67","12.1%","6.9%"
"02M183","P.S. 183 Robert L. Stevenson","2019-20","604","40","124","108","90","84","79","79","0","0","0","0","0","0","0","299","0.495","305","0.505","96","0.159","15","0.025","56","0.093","31","0.051","2","0.003","404","0.669","0","0.0","93","0.154","48","0.079","63","10.4%","6.4%"
"02M183","P.S. 183 Robert L. Stevenson","2020-21","541","35","97","92","83","82","77","75","0","0","0","0","0","0","0","268","0.495","273","0.505","99","0.183","10","0.018","56","0.104","25","0.046","1","0.002","350","0.647","0","0.0","87","0.161","51","0.094","61","11.3%","6.7%"
"02M198","P.S. 198 Isador E. Ida Straus","2016-17","468","55","71","83","67","55","72","65","0","0","0","0","0","0","0","224","0.479","244","0.521","95","0.203","43","0.092","107","0.229","6","0.013","4","0.009","212","0.453","1","0.002","103","0.22","30","0.064","187","40.0%","26.4%"
"02M198","P.S. 198 Isador E. Ida Straus","2017-18","461","51","71","67","87","57","61","67","0","0","0","0","0","0","0","220","0.477","241","0.523","96","0.208","46","0.1","108","0.234","10","0.022","3","0.007","197","0.427","1","0.002","108","0.234","27","0.059","180","39.0%","36.2%"
"02M198","P.S. 198 Isador E. Ida Straus","2018-19","488","56","80","67","75","90","57","63","0","0","0","0","0","0","0","249","0.51","239","0.49","111","0.227","51","0.105","104","0.213","15","0.031","5","0.01","201","0.412","1","0.002","114","0.234","29","0.059","198","40.6%","36.2%"
"02M198","P.S. 198 Isador E. Ida Straus","2019-20","491","52","98","74","68","65","81","53","0","0","0","0","0","0","0","243","0.495","248","0.505","93","0.189","40","0.081","109","0.222","20","0.041","4","0.008","225","0.458","0","0.0","100","0.204","29","0.059","171","34.8%","35.6%"
"02M198","P.S. 198 Isador E. Ida Straus","2020-21","460","41","81","81","67","58","53","79","0","0","0","0","0","0","0","236","0.513","224","0.487","82","0.178","36","0.078","112","0.243","20","0.043","5","0.011","204","0.443","1","0.002","97","0.211","30","0.065","171","37.2%","35.3%"
"02M212","P.S. 212 Midtown West","2016-17","375","36","55","56","56","57","57","58","0","0","0","0","0","0","0","202","0.539","173","0.461","46","0.123","21","0.056","90","0.24","36","0.096","1","0.003","181","0.483","0","0.0","55","0.147","10","0.027","80","21.3%","19.1%"
"02M212","P.S. 212 Midtown West","2017-18","366","36","53","57","54","56","53","57","0","0","0","0","0","0","0","185","0.505","181","0.495","51","0.139","23","0.063","89","0.243","32","0.087","0","0.0","171","0.467","0","0.0","42","0.115","13","0.036","85","23.2%","26.0%"
"02M212","P.S. 212 Midtown West","2018-19","363","36","53","52","61","54","57","50","0","0","0","0","0","0","0","189","0.521","174","0.479","60","0.165","25","0.069","85","0.234","25","0.069","0","0.0","168","0.463","0","0.0","45","0.124","8","0.022","76","20.9%","25.4%"
"02M212","P.S. 212 Midtown West","2019-20","370","36","56","56","56","54","53","59","0","0","0","0","0","0","0","192","0.519","178","0.481","56","0.151","28","0.076","86","0.232","35","0.095","0","0.0","165","0.446","0","0.0","46","0.124","12","0.032","82","22.2%","29.7%"
"02M212","P.S. 212 Midtown West","2020-21","328","35","52","49","44","51","52","45","0","0","0","0","0","0","0","166","0.506","162","0.494","55","0.168","27","0.082","91","0.277","28","0.085","0","0.0","127","0.387","0","0.0","38","0.116","6","0.018","86","26.2%","33.8%"
"02M217","P.S./I.S. 217 Roosevelt Island","2016-17","613","28","101","89","102","106","66","58","24","21","18","0","0","0","0","306","0.499","307","0.501","180","0.294","81","0.132","93","0.152","23","0.038","3","0.005","233","0.38","0","0.0","76","0.124","68","0.111","206","33.6%","23.3%"
"02M217","P.S./I.S. 217 Roosevelt Island","2017-18","616","36","97","80","80","89","101","58","32","22","21","0","0","0","0","314","0.51","302","0.49","185","0.3","70","0.114","92","0.149","29","0.047","3","0.005","237","0.385","0","0.0","83","0.135","101","0.164","211","34.3%","28.0%"
"02M217","P.S./I.S. 217 Roosevelt Island","2018-19","617","31","95","89","68","73","85","88","29","31","28","0","0","0","0","317","0.514","300","0.486","179","0.29","83","0.135","88","0.143","40","0.065","3","0.005","224","0.363","0","0.0","91","0.147","87","0.141","206","33.4%","29.3%"
"02M217","P.S./I.S. 217 Roosevelt Island","2019-20","640","40","98","96","89","77","69","80","34","27","30","0","0","0","0","337","0.527","303","0.473","203","0.317","73","0.114","95","0.148","40","0.063","2","0.003","227","0.355","0","0.0","75","0.117","97","0.152","174","27.2%","26.1%"
"02M217","P.S./I.S. 217 Roosevelt Island","2020-21","620","32","103","94","86","85","71","61","32","31","25","0","0","0","0","334","0.539","286","0.461","198","0.319","59","0.095","98","0.158","37","0.06","2","0.003","226","0.365","0","0.0","76","0.123","96","0.155","175","28.2%","19.9%"
"02M225","Ella Baker School","2016-17","311","38","38","36","35","30","38","26","26","22","22","0","0","0","0","157","0.505","154","0.495","18","0.058","52","0.167","117","0.376","14","0.045","8","0.026","102","0.328","0","0.0","70","0.225","9","0.029","113","36.3%","32.7%"
"02M225","Ella Baker School","2017-18","320","40","45","31","36","38","32","39","13","25","21","0","0","0","0","159","0.497","161","0.503","18","0.056","53","0.166","103","0.322","20","0.063","7","0.022","119","0.372","0","0.0","74","0.231","3","0.009","109","34.1%","34.4%"
"02M225","Ella Baker School","2018-19","324","38","47","41","29","38","35","30","30","11","25","0","0","0","0","156","0.481","168","0.519","19","0.059","49","0.151","99","0.306","20","0.062","10","0.031","127","0.392","0","0.0","74","0.228","5","0.015","96","29.6%","35.9%"
"02M225","Ella Baker School","2019-20","332","35","45","42","40","28","39","36","26","30","11","0","0","0","0","152","0.458","180","0.542","26","0.078","53","0.16","98","0.295","23","0.069","10","0.03","122","0.367","0","0.0","72","0.217","4","0.012","106","31.9%","37.0%"
"02M225","Ella Baker School","2020-21","343","36","47","42","37","38","28","39","24","24","28","0","0","0","0","170","0.496","173","0.504","32","0.093","49","0.143","100","0.292","25","0.073","11","0.032","126","0.367","0","0.0","76","0.222","4","0.012","89","25.9%","35.0%"
"02M234","P.S. 234 Independence School","2016-17","683","0","119","130","118","111","112","93","0","0","0","0","0","0","0","331","0.485","352","0.515","72","0.105","11","0.016","55","0.081","68","0.1","1","0.001","476","0.697","0","0.0","128","0.187","16","0.023","Below 5%","Below 5%","5.4%"
"02M234","P.S. 234 Independence School","2017-18","642","0","107","101","121","107","99","107","0","0","0","0","0","0","0","318","0.495","324","0.505","61","0.095","9","0.014","49","0.076","58","0.09","0","0.0","463","0.721","2","0.003","108","0.168","10","0.016","64","10.0%","8.9%"
"02M234","P.S. 234 Independence School","2018-19","638","0","135","106","94","109","100","94","0","0","0","0","0","0","0","313","0.491","325","0.509","56","0.088","11","0.017","56","0.088","54","0.085","0","0.0","460","0.721","1","0.002","114","0.179","8","0.013","71","11.1%","9.2%"
"02M234","P.S. 234 Independence School","2019-20","638","0","116","114","117","95","103","93","0","0","0","0","0","0","0","326","0.511","312","0.489","51","0.08","13","0.02","53","0.083","61","0.096","2","0.003","458","0.718","0","0.0","97","0.152","7","0.011","57","8.9%","10.1%"
"02M234","P.S. 234 Independence School","2020-21","466","0","80","85","75","86","67","73","0","0","0","0","0","0","0","233","0.5","233","0.5","50","0.107","13","0.028","42","0.09","45","0.097","1","0.002","314","0.674","1","0.002","81","0.174","5","0.011","69","14.8%","12.0%"
"02M255","M.S. 255 Salk School of Science","2016-17","390","0","0","0","0","0","0","0","131","132","127","0","0","0","0","227","0.582","163","0.418","72","0.185","9","0.023","40","0.103","30","0.077","0","0.0","238","0.61","1","0.003","60","0.154","1","0.003","42","10.8%","9.0%"
"02M255","M.S. 255 Salk School of Science","2017-18","386","0","0","0","0","0","0","0","130","128","128","0","0","0","0","224","0.58","162","0.42","64","0.166","7","0.018","44","0.114","32","0.083","1","0.003","237","0.614","1","0.003","65","0.168","2","0.005","41","10.6%","14.6%"
"02M255","M.S. 255 Salk School of Science","2018-19","394","0","0","0","0","0","0","0","135","128","131","0","0","0","0","230","0.584","164","0.416","72","0.183","8","0.02","38","0.096","31","0.079","1","0.003","244","0.619","0","0.0","61","0.155","1","0.003","58","14.7%","14.2%"
"02M255","M.S. 255 Salk School of Science","2019-20","383","0","0","0","0","0","0","0","126","129","128","0","0","0","0","239","0.624","144","0.376","71","0.185","4","0.01","38","0.099","30","0.078","1","0.003","238","0.621","1","0.003","60","0.157","1","0.003","47","12.3%","14.6%"
"02M255","M.S. 255 Salk School of Science","2020-21","361","0","0","0","0","0","0","0","123","111","127","0","0","0","0","226","0.626","135","0.374","87","0.241","3","0.008","37","0.102","28","0.078","1","0.003","204","0.565","1","0.003","64","0.177","2","0.006","54","15.0%","16.2%"
"02M260","The Clinton School","2016-17","489","0","0","0","0","0","0","0","99","97","94","105","94","0","0","333","0.681","156","0.319","63","0.129","25","0.051","55","0.112","15","0.031","4","0.008","314","0.642","13","0.027","81","0.166","3","0.006","52","10.6%","16.9%"
"02M260","The Clinton School","2017-18","604","0","0","0","0","0","0","0","97","99","97","122","106","83","0","412","0.682","192","0.318","76","0.126","28","0.046","69","0.114","19","0.031","6","0.01","387","0.641","19","0.031","101","0.167","2","0.003","86","14.2%","20.4%"
"02M260","The Clinton School","2018-19","726","0","0","0","0","0","0","0","97","97","99","121","128","105","79","494","0.68","232","0.32","92","0.127","29","0.04","90","0.124","27","0.037","5","0.007","462","0.636","21","0.029","120","0.165","2","0.003","125","17.2%","21.0%"
"02M260","The Clinton School","2019-20","776","0","0","0","0","0","0","0","98","95","97","130","125","128","103","519","0.669","257","0.331","100","0.129","23","0.03","93","0.12","32","0.041","4","0.005","502","0.647","22","0.028","129","0.166","0","0.0","133","17.1%","22.2%"
"02M260","The Clinton School","2020-21","791","0","0","0","0","0","0","0","95","96","95","131","128","120","126","513","0.649","278","0.351","108","0.137","27","0.034","89","0.113","42","0.053","4","0.005","497","0.628","24","0.03","143","0.181","2","0.003","121","15.3%","20.7%"
"02M267","East Side Elementary School, PS 267","2016-17","401","20","82","73","56","66","58","46","0","0","0","0","0","0","0","204","0.509","197","0.491","42","0.105","5","0.012","35","0.087","6","0.015","0","0.0","313","0.781","0","0.0","75","0.187","16","0.04","24","6.0%","Below 5%"
"02M267","East Side Elementary School, PS 267","2017-18","398","0","93","78","71","52","54","50","0","0","0","0","0","0","0","202","0.508","196","0.492","48","0.121","2","0.005","45","0.113","7","0.018","0","0.0","296","0.744","0","0.0","64","0.161","21","0.053","44","11.1%","7.7%"
"02M267","East Side Elementary School, PS 267","2018-19","414","0","89","83","71","64","54","53","0","0","0","0","0","0","0","204","0.493","210","0.507","52","0.126","4","0.01","43","0.104","11","0.027","0","0.0","303","0.732","1","0.002","61","0.147","19","0.046","56","13.5%","9.1%"
"02M267","East Side Elementary School, PS 267","2019-20","438","0","86","83","86","71","63","49","0","0","0","0","0","0","0","213","0.486","225","0.514","50","0.114","5","0.011","48","0.11","21","0.048","0","0.0","314","0.717","0","0.0","66","0.151","16","0.037","53","12.1%","10.7%"
"02M267","East Side Elementary School, PS 267","2020-21","397","0","74","63","71","69","61","59","0","0","0","0","0","0","0","171","0.431","226","0.569","47","0.118","6","0.015","49","0.123","24","0.06","0","0.0","271","0.683","0","0.0","63","0.159","13","0.033","36","9.1%","10.3%"
"02M276","Battery Park City School","2016-17","850","0","100","90","89","92","107","100","98","83","91","0","0","0","0","400","0.471","450","0.529","169","0.199","42","0.049","90","0.106","66","0.078","0","0.0","482","0.567","1","0.001","158","0.186","14","0.016","74","8.7%","10.5%"
"02M276","Battery Park City School","2017-18","827","0","95","90","87","90","87","103","99","92","84","0","0","0","0","395","0.478","432","0.522","162","0.196","34","0.041","109","0.132","74","0.089","0","0.0","447","0.541","1","0.001","159","0.192","26","0.031","112","13.5%","14.9%"
"02M276","Battery Park City School","2018-19","849","18","100","87","92","86","96","88","97","94","91","0","0","0","0","402","0.473","447","0.527","172","0.203","34","0.04","116","0.137","79","0.093","1","0.001","447","0.527","0","0.0","170","0.2","27","0.032","137","16.1%","17.3%"
"02M276","Battery Park City School","2019-20","854","18","100","89","83","95","88","96","98","92","95","0","0","0","0","421","0.493","433","0.507","182","0.213","27","0.032","112","0.131","83","0.097","0","0.0","449","0.526","1","0.001","147","0.172","30","0.035","143","16.7%","15.4%"
"02M276","Battery Park City School","2020-21","791","17","83","78","79","67","87","94","99","97","90","0","0","0","0","388","0.491","403","0.509","180","0.228","22","0.028","91","0.115","74","0.094","0","0.0","423","0.535","1","0.001","145","0.183","29","0.037","116","14.7%","14.1%"
"02M280","Manhattan Early College School for Advertising","2016-17","279","0","0","0","0","0","0","0","0","0","0","106","85","88","0","148","0.53","131","0.47","19","0.068","98","0.351","124","0.444","1","0.004","3","0.011","26","0.093","8","0.029","61","0.219","9","0.032","228","81.7%","60.3%"
"02M280","Manhattan Early College School for Advertising","2017-18","367","0","0","0","0","0","0","0","0","0","0","108","98","80","81","207","0.564","160","0.436","23","0.063","127","0.346","173","0.471","0","0.0","5","0.014","29","0.079","10","0.027","79","0.215","14","0.038","298","81.2%","68.7%"
"02M280","Manhattan Early College School for Advertising","2018-19","416","0","0","0","0","0","0","0","0","0","0","120","104","95","97","222","0.534","194","0.466","41","0.099","150","0.361","187","0.45","0","0.0","6","0.014","22","0.053","10","0.024","76","0.183","16","0.038","306","73.6%","72.8%"
"02M280","Manhattan Early College School for Advertising","2019-20","445","0","0","0","0","0","0","0","0","0","0","114","119","99","113","233","0.524","212","0.476","47","0.106","154","0.346","203","0.456","1","0.002","9","0.02","24","0.054","7","0.016","74","0.166","21","0.047","333","74.8%","77.8%"
"02M280","Manhattan Early College School for Advertising","2020-21","460","0","0","0","0","0","0","0","0","0","0","110","132","104","114","232","0.504","228","0.496","49","0.107","150","0.326","224","0.487","2","0.004","5","0.011","20","0.043","10","0.022","83","0.18","27","0.059","345","75.0%","79.5%"
"02M281","The River School","2016-17","187","34","56","48","24","25","0","0","0","0","0","0","0","0","0","83","0.444","104","0.556","54","0.289","19","0.102","26","0.139","5","0.027","0","0.0","83","0.444","0","0.0","39","0.209","25","0.134","42","22.5%","18.8%"
"02M281","The River School","2017-18","272","36","85","54","38","27","32","0","0","0","0","0","0","0","0","135","0.496","137","0.504","89","0.327","23","0.085","35","0.129","6","0.022","0","0.0","118","0.434","1","0.004","41","0.151","49","0.18","75","27.6%","18.4%"
"02M281","The River School","2018-19","338","36","74","77","51","40","28","32","0","0","0","0","0","0","0","167","0.494","171","0.506","110","0.325","31","0.092","42","0.124","15","0.044","0","0.0","139","0.411","1","0.003","55","0.163","59","0.175","102","30.2%","19.3%"
"02M281","The River School","2019-20","422","72","96","62","68","48","44","32","0","0","0","0","0","0","0","204","0.483","218","0.517","125","0.296","33","0.078","58","0.137","18","0.043","1","0.002","187","0.443","0","0.0","64","0.152","61","0.145","95","22.5%","19.2%"
"02M281","The River School","2020-21","459","71","87","83","60","61","56","41","0","0","0","0","0","0","0","233","0.508","226","0.492","143","0.312","38","0.083","70","0.153","21","0.046","3","0.007","183","0.399","1","0.002","75","0.163","70","0.153","99","21.6%","20.1%"
