"contract_id","contract_number","start_date","end_date","amount","fiscal_year","purpose","program_id","provider_id","agency_name"
"257","CT126020201413246","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","42000","FY2020","Funds used to provide food to 275 pantries and soup kitchens","264","209","DYCD"
"258","CT126020201414404","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","TO FUND GIRLS GYMNASTIC TEAM AND BASKETBALL PROGRAMMING.","264","210","DYCD"
"259","CT112520201413787","2019-11-01T00:00:00.000","2021-06-30T00:00:00.000","1276362","FY2020","PROVIDE SENIOR CENTER SERVICES TO OLDER ADULTS","464","211","DFTA"
"263","CT126020201415040","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","7500","FY2020","Support expenses related to weekly classes, year-end perform","264","215","DYCD"
"264","CT126020201409904","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","This program offers afterschool literacy and sports programs","264","216","DYCD"
"265","CT126020201409844","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","29416","FY2020","To support consumable supplies for soup kitchen,","264","217","DYCD"
"266","CT126020201413217","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","28500","FY2020","Fund will support the YMCA's Teen Journalism Program","264","16","DYCD"
"267","CT126020201412813","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To fund computer based training and learning.","264","195","DYCD"
"272","CT126020201415271","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support Economic Empowerment/Training program","264","221","DYCD"
"273","CT126020201412904","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","29500","FY2020","To support the emergency food program for those in need.","264","205","DYCD"
"3448","CT126020180000602","2017-07-01T00:00:00.000","2021-06-30T00:00:00.000","849714","FY2021","Adult Literacy Program","272","65","DYCD"
"274","CT181620201413759","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","63000","FY2020","Screen older adults for depression and alcohol/substance use","300","222","DOHMH"
"275","CT126020201407248","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund additional computer carts for each grade for compute","264","223","DYCD"
"277","CT126020201412276","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","130000","FY2020","To provide education for a youth fellowship program","264","224","DYCD"
"278","CT181620201414851","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","70000","FY2020","Fast Break Mental Health Program","300","159","DOHMH"
"279","CT126020201411360","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","37111","FY2020","Funding will support the operations of the Housing Stability","264","225","DYCD"
"280","CT126020201411283","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Support swimming instruction for neighborhood youth.","264","226","DYCD"
"281","CT181620201414253","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","110046","FY2020","All-Together After School","300","227","DOHMH"
"282","CT181620201413607","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","97103","FY2020","Developmental, Psychological and Behavioral Health Services","300","228","DOHMH"
"285","CT181620201413742","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Autism Awareness","297","105","DOHMH"
"287","CT126020201411569","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","525250","FY2020","To support Youth Education Job Training Program & employment","264","174","DYCD"
"289","CT126020200000304","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","94740","FY2020","Provides instructions for youth boat making","285","191","DYCD"
"291","CT181620201414315","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","305000","FY2020","Court-Involved Youth Mental Health Initiative","300","233","DOHMH"
"292","CT126020201414551","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support operational intervention reading program","264","234","DYCD"
"293","CT181620201414746","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Hands-on sessions for students with autism & staff","297","160","DOHMH"
"294","CT106920201413276","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Provision of legal services for Affordable Housing Program","120","235","DSS"
"295","CT112520201413114","2020-01-01T00:00:00.000","2022-06-30T00:00:00.000","1506164","FY2020","PROVIDE CAREGIVER SERVICES TO THE ELDERLY","455","8","DFTA"
"296","CT126020201413639","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","26047","FY2020","this program offers food pantries supplies city-wide .","264","236","DYCD"
"297","CT126020201414927","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To support programing and operational cost of Literacy","264","237","DYCD"
"299","CT126020201414750","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support a graffiti removal program.","264","239","DYCD"
"302","CT181620201413520","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","60000","FY2020","Geriatric Mental Health","300","241","DOHMH"
"303","CT126020201409139","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","1239000","FY2020","To fund youth mentoring programs in community based program.","264","242","DYCD"
"305","CT126020201413292","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","Leadership dev.training programs for young women & girl.","264","244","DYCD"
"306","CT181620201414074","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","86000","FY2020","Geriatric Mental Health","300","245","DOHMH"
"309","CT126020200002388","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","13486494","FY2020","To provide various services within NYC community centers","281","31","DYCD"
"310","CT126020201409572","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","85000","FY2020","To support workshops for immigrant rights and education","264","247","DYCD"
"312","CT181620201414734","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","124187","FY2020","Autism Awareness","297","248","DOHMH"
"313","CT126020201412768","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","90000","FY2020","To fund cleaning services street sweeping, litter pickup","264","230","DYCD"
"315","CT181620201413681","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","284603","FY2020","Developmental, Psychological and Behavioral Health Services","453","218","DOHMH"
"318","CT181620201414957","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","9000","FY2020","Autism Awareness","297","250","DOHMH"
"320","CT106920201406713","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","45000","FY2020","Provision of Immigrant Opportunities Initiative services.","120","252","DSS"
"321","CT126020201414643","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support civic engagement and existing work for youths.","264","253","DYCD"
"322","CT126020201413205","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","80000","FY2020","To fund after-school youth programs.","264","254","DYCD"
"323","CT126020201409241","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","To support music studio programming.","264","99","DYCD"
"324","CT126020201414416","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","12500","FY2020","Maintain the 9/11 Memorial and help with costs of events.","264","255","DYCD"
"325","CT126020201410232","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","275000","FY2020","Funds will support social services & community programming","264","256","DYCD"
"326","CT126020201409954","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","128000","FY2020","Provides mentoring programs to HS girls.","264","257","DYCD"
"327","CT126020201414629","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund operational costs of the leadership academy.","264","258","DYCD"
"328","CT126020201414553","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","9000","FY2020","Support NAGs public outreach campaigns with staff & supplies","264","259","DYCD"
"330","CT126020201414628","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Provide seniors with concert tickets at Forest Hills Stadium","264","260","DYCD"
"331","CT106920201414103","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","75000","FY2020","Legal Services for the Working Poor","120","261","DSS"
"332","CT126020201414101","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","12000","FY2020","To fund leadership development training programs for women","264","258","DYCD"
"333","CT126020201413780","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support the Martin Luther King Concert Series","264","262","DYCD"
"335","CT106920201413309","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","2000000","FY2020","Provision of Legal Services for Low-Income  New Yorkers","120","30","DSS"
"337","CT126020201413764","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","192500","FY2020","To support basic literacy and education.","400","106","DYCD"
"338","CT126020201414296","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Maintenance and cleanup efforts for Council District 7.","264","264","DYCD"
"339","CT126020201407488","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","389500","FY2020","To assist in providing HES classes & employment readiness","264","265","DYCD"
"340","CT181620201412170","2019-07-01T00:00:00.000","2034-06-30T00:00:00.000","10500000","FY2020","Permanent & supportive housing for families and individuals","311","266","DOHMH"
"343","CT181620201414041","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","245500","FY2020","Geriatric Mental Health / Medicaid Redesign Transition","300","268","DOHMH"
"344","CT126020201410216","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","Basic literacy, English for Speakers of Other Languages","273","269","DYCD"
"346","CT126020201411600","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","118000","FY2020","Funds for the Robotic and Digital Inclusion Program in CD 42","264","271","DYCD"
"347","CT126020201411327","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","120250","FY2020","To fund chess programming and college prep services.","264","272","DYCD"
"349","CT126020201410488","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","114000","FY2020","To fund and support Pan-Asian American groups.","264","274","DYCD"
"350","CT126020201412346","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","90000","FY2020","To support A Greener NYC environmental program","264","275","DYCD"
"351","CT126020201404674","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","762750","FY2020","To support Community Based SYEP Older Youth","267","179","DYCD"
"352","CT126020201408315","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","This program offers a Literacy Program for adults.","264","276","DYCD"
"353","CT126020201413667","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To support Literacy, and  high school equivalency classes","264","237","DYCD"
"355","CT181620201410478","2019-10-01T00:00:00.000","2034-09-30T00:00:00.000","11287500","FY2020","NY/NY III CONGREGATE SUPPORTED HOUSING PROGRAM MHY 293","311","278","DOHMH"
"357","CT181620201413682","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","75000","FY2020","Opioid Prevention and Treatment","302","279","DOHMH"
"358","CT126020201412767","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","295000","FY2020","TO FUND EDUCATIONAL REFORM AND EQUITY.","264","280","DYCD"
"361","CT126020201413741","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support expenses for Youth Service Opportunities Project","264","282","DYCD"
"362","CT126020201413688","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Support tree stewardship & pruning workshops in  District 4.","264","283","DYCD"
"363","CT126020201412151","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Support the purchase of new uniforms and/or sports equipment","264","284","DYCD"
"366","CT181620201413861","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","60000","FY2020","Suicide Prevention","300","286","DOHMH"
"369","CT181620201412752","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","175000","FY2020","Conference & workshop autism spectrum disorder individuals","297","289","DOHMH"
"371","CT181620201413322","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150000","FY2020","Court-Involved Youth Mental Health Initiative","300","107","DOHMH"
"372","CT126020201409964","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","Provides assistance to those w/ immigration issues","264","291","DYCD"
"373","CT126020201404757","2019-03-11T00:00:00.000","2022-03-10T00:00:00.000","2856400","FY2020","To support Community Based SYEP Older Youth","399","179","DYCD"
"374","CT126020201407234","2019-07-01T00:00:00.000","2022-06-30T00:00:00.000","216720","FY2020","COMPASS  Explore Program providing afterschool program","285","292","DYCD"
"375","CT126020201413789","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To provide food to over 275 pantries/soup kitchens","264","293","DYCD"
"376","CT181620201413039","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","To hire social worker w/ trauma-informed mental health backg","300","294","DOHMH"
"377","CT126020201408585","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","100000","FY2020","To support basic literacy, ESL, GED classes for adults","272","295","DYCD"
"378","CT126020201412316","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","40000","FY2020","Supports Cornerstone afterschool & pre-kindergarten programs","264","145","DYCD"
"379","CT126020201411286","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","145000","FY2020","Provide food/nutritional education for 5 Community-Based Org","264","226","DYCD"
"380","CT126020201413671","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund food pantries and soup kitchens citywide.","264","296","DYCD"
"381","CT126020201411854","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","45000","FY2020","Funds support Environment friendly community Program.","264","29","DYCD"
"382","CT126020201411372","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","To fund cooking demonstrations related to the Caribbean.","264","297","DYCD"
"383","CT106920201412422","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","Legal svcs for recent immigrants to assist with applications","120","222","DSS"
"386","CT126020201411002","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","250000","FY2020","To fund services to empower the transgender/gender community","264","297","DYCD"
"387","CT126020201413636","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","This program offers literacy classes for young adults.","264","276","DYCD"
"388","CT126020201411851","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","17500","FY2020","Funds will support I WILL GRADUATE program.","264","299","DYCD"
"389","CT126020201413054","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Funds used to purchase uniforms, trophies and equipment.","264","300","DYCD"
"390","CT126020201411123","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Support the NSCC programs - swimming and dance instruction.","264","226","DYCD"
"391","CT126020201410966","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","250000","FY2020","To fund the outer borough LGBT Services Consortium.","264","297","DYCD"
"394","CT126020201410758","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","440618","FY2020","To provide a Greener program that improves the environment","264","58","DYCD"
"395","CT126020201406679","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","21500","FY2020","To support a college prep program & flag football activities","264","38","DYCD"
"397","CT126020201412709","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Provide baseball and sports equipment and supplies","264","304","DYCD"
"400","CT181620201412528","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","353603","FY2020","Developmental, Psychological and Behavioral Health Services","300","305","DOHMH"
"401","CT126020200000785","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","571113","FY2020","COMPASS Elementary School at PS 165 Edith K. Bergtraum","271","37","DYCD"
"403","CT126020201410540","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","708500","FY2020","To support consulate identification services to immigrants","264","307","DYCD"
"404","CT181620201412184","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","293970","FY2020","Anti-Poverty/ Medicaid Redesign Transition / Member Items","297","308","DOHMH"
"406","CT126020201411044","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","75000","FY2020","Provide comprehensive education training/leadership program.","264","226","DYCD"
"407","CT126020201409573","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","To support basic literacy for speakers of other languages","264","247","DYCD"
"408","CT181620201413036","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","113136","FY2020","Training professional's techniques  parents, families, careg","297","310","DOHMH"
"409","CT126020201412181","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","604768","FY2020","COMPASS Elementary at PS64 - Robert E. Simon Elementary","271","311","DYCD"
"410","CT126020201411358","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","94111","FY2020","Support youth job training programs &computer based training","264","312","DYCD"
"411","CT126020201411361","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","Funds to support first time home buyers program & giveaway","264","313","DYCD"
"413","CT126020201411282","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","160000","FY2020","FUND AFTERSCHOOL ARTS PROGRAMS AND DADDY & ME SWIM PROGRAMS.","264","311","DYCD"
"414","CT126020201413776","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To provide food to 275 food pantries and soup kitchens","264","315","DYCD"
"415","CT126020201413458","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","13000","FY2020","To support operating expenses and gym rentals.","264","316","DYCD"
"416","CT126020201411717","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","21000","FY2020","Funding support sports, youth leadership, health& welness","264","16","DYCD"
"417","CT126020201413186","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Funds used for supplies for the annual Memorial Day Parade","264","317","DYCD"
"418","CT126020201411148","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","161500","FY2020","TO FUND AFTERSCHOOL  AND CLEAN-UP COMMUNITY PROGRAMS","264","318","DYCD"
"419","CT126020201413758","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support the stipends in the Career Access program","264","319","DYCD"
"420","CT106920201414071","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","3500","FY2020","Free civil legal services for low-income New Yorkers","120","320","DSS"
"421","CT126020201412653","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To support on-site mental health programming and services","264","321","DYCD"
"422","CT126020201412232","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","8000","FY2020","Funds will be used for software, trees, plants & tree guards","264","322","DYCD"
"423","CT126020201413220","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","6000","FY2020","To provide basketball progm to the children of the community","264","323","DYCD"
"424","CT126020201411629","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","1064000","FY2020","To support After-School and Summer Programs.","264","324","DYCD"
"425","CT126020201411269","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","This program offers assistance to immigrants for citizenship","264","208","DYCD"
"426","CT126020201407462","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","385000","FY2020","Supports a coalition of nonprofit that foster literacy prog.","264","325","DYCD"
"427","CT126020201413501","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To fund the HEAF's program staff, program, supplies/material","264","326","DYCD"
"428","CT126020201410026","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","TO SUPPORT ENVIRONMENTALLY FRIENDLY PROGRAMS.","264","327","DYCD"
"429","CT181620201411599","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","50000","FY2020","Raise Awareness For Opioid Addiction","302","139","DOHMH"
"430","CT126020201411943","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","Supports leadership development training for young women.","264","74","DYCD"
"431","CT126020201413201","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","To fund clean up services in CD 37.","264","328","DYCD"
"432","CT126020201409392","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","136390","FY2020","To support Food Pantries Citywide","264","329","DYCD"
"433","CT126020201413669","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","14500","FY2020","To fund veterinary services.","264","330","DYCD"
"434","CT106920201411991","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","30000","FY2020","Provision of Immigrant Opportunities Initiative","120","207","DSS"
"435","CT126020201413531","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Funds will be used to support Immigration Services","264","331","DYCD"
"436","CT126020201411149","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","To provide food pantry programs for families in need","264","332","DYCD"
"437","CT126020201413518","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","this program offers assistance, welfare and housing.","264","333","DYCD"
"438","CT126020201412918","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","To provide leadership development training programs","264","101","DYCD"
"439","CT126020201411285","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","26000","FY2020","FUND STREET CLEANING AND BEAUTIFICATION PROJECTS.","264","155","DYCD"
"440","CT126020201413606","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","20000","FY2020","Provide computer  based training and learning District 51","264","334","DYCD"
"441","CT126020201411267","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150000","FY2020","To provide adult literacy English classes","273","335","DYCD"
"442","CT126020201408901","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","237797","FY2020","Support career readiness training for residents of the NYCHA","264","336","DYCD"
"443","CT126020201411899","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","122000","FY2020","Funds will be used to support technical training","264","336","DYCD"
"444","CT126020201413249","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","7000","FY2020","To support DJ, music production, photo & video creation, etc","264","337","DYCD"
"445","CT126020201411500","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","61000","FY2020","Funding to support youth education programming","264","146","DYCD"
"446","CT126020201410441","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","1000000","FY2020","TO SUPPORT 25 FOOD & HYGIENE PANTRIES IN PUBLIC SCHOOLS.","264","44","DYCD"
"447","CT126020201413171","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","10000","FY2020","Funding used to support basic literacy and education.","264","200","DYCD"
"448","CT126020201411566","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","Funding will support the Health & Wellness Expo.","264","338","DYCD"
"449","CT126020201409912","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","46000","FY2020","This program offers computer training and mentoring.","264","314","DYCD"
"450","CT126020201408283","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","200000","FY2020","Program support health and human service to LGBT families","264","339","DYCD"
"452","CT126020201409533","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","40000","FY2020","Provide afterschool services at PS126","264","340","DYCD"
"453","CT126020201409631","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","133000","FY2020","Funds for the after school education college prep program.","264","341","DYCD"
"454","CT181620201412182","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","65500","FY2020","Special Sports Athletic Program: Member Items","297","63","DOHMH"
"455","CT181620201412453","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","531103","FY2020","Opioid Prevention/ Treatment: Developmental, Psychological","453","342","DOHMH"
"456","CT181620201410606","2019-09-01T00:00:00.000","2028-06-30T00:00:00.000","10003110","FY2020","Permanent & supportive affordable housing for families.","311","11","DOHMH"
"457","CT106920201411284","2017-04-01T00:00:00.000","2020-03-31T00:00:00.000","1","FY2020","Provision of Home Care Services for HCPS clients","132","343","DSS"
"458","CT126020201410217","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","47500","FY2020","Food pantry program and other social service programs.","264","344","DYCD"
"459","CT126020201411362","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","46900","FY2020","Fund food to over 275 pantries and soup kitchens citywide","264","345","DYCD"
"460","CT126020201407367","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","150000","FY2020","To support a Eating for Good Health Program","264","346","DYCD"
"461","CT126020201411029","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","25000","FY2020","Educational, Recreational and Social programming.","264","347","DYCD"
"462","CT181620201412421","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","206938","FY2020","Autism Awareness / Member Items","297","250","DOHMH"
"463","CT126020201407085","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","To support youth 8-12 who participate in musical theatre","264","348","DYCD"
"465","CT126020201408913","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","14000","FY2020","To support Caribbean Heritage summer workshop series.","264","350","DYCD"
"466","CT126020201410414","2019-09-01T00:00:00.000","2020-08-31T00:00:00.000","470758","FY2020","COMPASS Middle School program. at Tompkins Square  M839","279","311","DYCD"
"467","CT126020201412406","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To provide funding for community events.","264","292","DYCD"
"468","CT126020201412543","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","18500","FY2020","To provide Job training and Youth Services","264","31","DYCD"
"470","CT126020201411032","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","21000","FY2020","Funding will support free, comprehensive legal services","264","352","DYCD"
"472","CT126020201409153","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","750000","FY2020","Funds for Health and human services for the LBGT community","264","354","DYCD"
"473","CT181620201411642","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","147132","FY2020","Autism Awareness","297","355","DOHMH"
"474","CT181620201411716","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","270000","FY2020","Court-Involved Youth MH Initiative / Opioid prevention","453","356","DOHMH"
"475","CT126020201411179","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","75000","FY2020","To support college readiness and educational programs","264","145","DYCD"
"476","CT126020201409365","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","122500","FY2020","Funs to support education trainings and workshops.","264","354","DYCD"
"479","CT126020201409966","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","23000","FY2020","To support Youth Leadership & Career Pathway program.","264","359","DYCD"
"481","CT126020201410686","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","35000","FY2020","Provides food to over 275 pantries &soup kitchens citywide.","264","360","DYCD"
"482","CT106920201411479","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","47500","FY2020","Provision of Legal Services for the Working Poor.","120","1","DSS"
"483","CT126020201411298","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","309500","FY2020","To support after school and community programming.","264","361","DYCD"
"484","CT106920201411988","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","5000","FY2020","Provision to support anti-eviction legal services","120","190","DSS"
"485","CT112520201411540","2019-12-01T00:00:00.000","2021-06-30T00:00:00.000","686584","FY2020","PROVIDE SENIOR CENTER SERVICES TO OLDER ADULTS","464","353","DFTA"
"486","CT126020201410907","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","15000","FY2020","To support educational and recreational programs","264","362","DYCD"
"490","CT126020201410625","2019-07-01T00:00:00.000","2020-06-20T00:00:00.000","25000","FY2020","To support Literacy and HS Equivalency for adults.","264","361","DYCD"
"491","CT126020201408298","2018-07-01T00:00:00.000","2020-06-30T00:00:00.000","166952","FY2020","To assist participants take action accessing housing/benefit","276","363","DYCD"
"492","CT181620201411641","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","55000","FY2020","Autism Awareness","297","364","DOHMH"
"493","CT126020201412575","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","8000","FY2020","Funding to support the youth & senior program in Atlantic Te","264","365","DYCD"
"494","CT126020201413067","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","9000","FY2020","Cover administrative and operational expenses.","264","366","DYCD"
"496","CT126020201411034","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","210000","FY2020","To provide job training and placement services","264","367","DYCD"
"497","CT106920201409908","2020-01-01T00:00:00.000","2023-01-01T00:00:00.000","3315686.26","FY2020","Job Plus Services- East Harlem","121","368","DSS"
