"license_nbr","license_type","lic_expir_dd","license_status","license_creation_date","industry","business_name","business_name_2","address_building","address_street_name","address_street_name_2","address_city","address_state","address_zip","contact_phone","address_borough","detail","community_board","council_district","bin","bbl","nta","census_tract","detail_2","longitude","latitude","location"
"2074170-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-22T00:00:00.000","Electronic Cigarette Dealer","INWOOD PARK GROCERY CORP",,"630","W 207TH ST",,"NEW YORK","NY","10034","917-306-2892","Manhattan","1","112","10","1064982","1022410014","MN01","295",,"-73.92154926021996","40.86820260246147","
,  
(40.86820260246147, -73.92154926021996)"
"2045761-DCA","Business","2019-03-15T00:00:00.000","Inactive","2016-11-21T00:00:00.000","Dealer In Products","International Medical Equipment LLC","HELP MEDICAL SUPPLIES","57","W 57TH ST",,"NEW YORK","NY","10019","8554357144","Manhattan","1","105","04","1035062","1012730001","MN17","11201",,"-73.97574145656893","40.76371877676414","
,  
(40.76371877676414, -73.97574145656893)"
"2107524-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-15T00:00:00.000","Secondhand Dealer - General","ECOATM LLC","ecoATM","770","PORT RICHMOND AVE",,"STATEN ISLAND","NY","10302","8587667242","Staten Island","5","501","49","5026396","5011400002",,,,"-74.14452166049198","40.62524754714254","
,  
(40.62524754714254, -74.14452166049198)"
"2035915-1-DCA","Business","2023-12-31T00:00:00.000","Active","2016-04-12T00:00:00.000","Tobacco Retail Dealer","L STOP GOURMET DELI CORP.",,"223","MONTROSE AVE",,"BROOKLYN","NY","11206","347-889-6608","Brooklyn","3","301","34","3071163","3030540026","BK78","493",,"-73.94021260626926","40.70762775314755","
,  
(40.70762775314755, -73.94021260626926)"
"2102954-DCA","Individual","2023-07-31T00:00:00.000","Active","2021-12-03T00:00:00.000","Ticket Seller","IDRISSOU, AHAMED",,,,,"NEW YORK","NY","10030",,,,,,,,,,,,,
"2066822-1-DCA","Business","2023-12-31T00:00:00.000","Active","2018-02-23T00:00:00.000","Tobacco Retail Dealer","BISMILAH UNIDOS INC","THE DULCE ESQUINA","340","E 174TH ST",,"BRONX","NY","10457","718-822-3430","Bronx","2","204","15","2009336","2028890044","BX01","165",,"-73.90384567687367","40.84438989086224","
,  
(40.84438989086224, -73.90384567687367)"
"2115176-DCA","Business","2023-07-31T00:00:00.000","Active","2023-07-18T00:00:00.000","Secondhand Dealer - General","M AUTO COLLISION AND REPAIR LLC",,"3631A","22ND ST",,"ASTORIA","NY","11106","5163064493","Queens","4","401","26","4004258","4003470005",,,,"-73.93628250704103","40.75900745406336","
,  
(40.75900745406336, -73.93628250704103)"
"2107575-DCA","Business","2024-06-30T00:00:00.000","Active","2022-07-19T00:00:00.000","Electronic & Appliance Service","US MOBIL SERVICE INC",,"512","DITMAS AVE",,"BROOKLYN","NY","11218","7186866840","Brooklyn","3","312","39","3127184","3053990001",,,,"-73.9738458712789","40.63600165837657","
,  
(40.63600165837657, -73.9738458712789)"
"1423186-DCA","Business","2021-02-28T00:00:00.000","Inactive","2012-03-27T00:00:00.000","Home Improvement Contractor","F. J. SCIAME CONSTRUCTION CO., INC.",,"14","WALL ST",,"NEW YORK","NY","10005","2122322005","Manhattan","1","101","1","1001025","1000460009","MN25","7",,"-74.01099728403673","40.70734631986123","
,  
(40.70734631986123, -74.01099728403673)"
"2107591-DCA","Individual","2024-02-28T00:00:00.000","Active","2022-07-19T00:00:00.000","Process Server Individual","MARTINEZ, JASON",,,,,"WOOD RIDGE","NJ","07075",,,,,,,,,,,,,
"2093972-DCA","Individual","2023-07-31T00:00:00.000","Active","2020-01-28T00:00:00.000","Ticket Seller","ADEBAYO, OLUWASEGUN",,,,,"NEW YORK","NY","10017",,,,,,,,,,,,,
"2043752-1-DCA","Business","2023-12-31T00:00:00.000","Active","2016-09-15T00:00:00.000","Tobacco Retail Dealer","SUNRISE GROCERY CORP",,"6005","5TH AVE",,"BROOKLYN","NY","11220","646-966-2245","Brooklyn","3","307","38","3143470","3057830008","BK32","122",,"-74.01626473312574","40.63937133577816","
,  
(40.63937133577816, -74.01626473312574)"
"2038297-DCA","Business","2019-02-28T00:00:00.000","Inactive","2016-05-26T00:00:00.000","Home Improvement Contractor","LEZAMA, LANCE",,"624","ROCKAWAY AVE",,"BROOKLYN","NY","11212","646-966-8755","Brooklyn","3","316","41","3389277","3035600137","BK81","924",,"-73.90950055714252","40.664813956378005","
,  
(40.664813956378005, -73.90950055714252)"
"1283824-DCA","Business","2025-03-31T00:00:00.000","Active","2008-05-01T00:00:00.000","Garage","CHAMPION PARKING 74 LLC.",,"2109","BROADWAY",,"NEW YORK","NY","10023","2123085959","Manhattan","1","107","6","1030544","1011650503","MN14","159","Vehicle Spaces: 110, Bicycle Spaces: 11","-73.98194613812201","40.77976840490512","
,  
(40.77976840490512, -73.98194613812201)"
"2049395-DCA","Business","2021-02-28T00:00:00.000","Inactive","2017-03-09T00:00:00.000","Home Improvement Contractor","FAIRFIELD RENOVATIONS CORP.",,"186","E 104TH ST",,"NEW YORK","NY","10029","6465225855","Manhattan","1","111","08","1051952","1016310140","MN33","166",,"-73.94603198567474","40.79041498347454","
,  
(40.79041498347454, -73.94603198567474)"
"1113256-DCA","Business","2019-07-31T00:00:00.000","Inactive","2002-06-24T00:00:00.000","Secondhand Dealer - Auto","SILVER STAR AUTO RESOURCES, LLC","SILVER STAR MOTORS","3714","36TH ST",,"LONG ISLAND CITY","NY","11101","718-361-2332","Queens","4","401","26","4004569","4003770023","QN68","55",,"-73.92743496253836","40.752653622495934","
,  
(40.752653622495934, -73.92743496253836)"
"2095956-1-DCA","Business","2023-11-30T00:00:00.000","Active","2020-07-15T00:00:00.000","Electronic Cigarette Dealer","SAMMY TOBACCO INC",,"17001","JAMAICA AVE",,"JAMAICA","NY","11432","929-257-9790","Queens","4","412","27","4209742","4098040012",,,,"-73.78966321350295","40.70720407996868","
,  
(40.70720407996868, -73.78966321350295)"
"1144259-DCA","Business","2023-07-31T00:00:00.000","Inactive","2003-07-07T00:00:00.000","Secondhand Dealer - General","PARTS ARE US, INC.","A & G USED AUTO PARTS","1937","FLUSHING AVE",,"RIDGEWOOD","NY","11385","7184973900","Queens","4","405","34","4080421","4033750033",,,,"-73.91703173631379","40.7130562459018","
,  
(40.7130562459018, -73.91703173631379)"
"2039385-DCA","Business","2025-02-28T00:00:00.000","Active","2016-06-23T00:00:00.000","Home Improvement Contractor","FIVE BORO RESTORATION GC CORP",,"2750","BRIGHTON 7TH ST",,"BROOKLYN","NY","11235","3479672973","Brooklyn","3","313","48","3196139","3072420109",,,,"-73.9623422301357","40.58365248374449","
,  
(40.58365248374449, -73.9623422301357)"
"2077796-DCA","Business","2020-05-15T00:00:00.000","Inactive","2018-09-04T00:00:00.000","Sidewalk Cafe","PHILLIES PIZZERIA II INC.","Phillies Pizzeria Restaurant","7402","ELIOT AVE",,"MIDDLE VILLAGE","NY","11379","718-397-1340","Queens","4","405","30","4067019","4029300001","QN21","66501","Sidewalk Cafe Type: Enclosed, Square Feet: 350, Tables: 16, Chairs: 33","-73.88551491874715","40.72207046435732","
,  
(40.72207046435732, -73.88551491874715)"
"1223083-DCA","Business","2018-07-06T00:00:00.000","Inactive","2006-04-07T00:00:00.000","Garage","SP PLUS CORPORATION",,"2020","BOSTON RD",,"BRONX","NY","10460","2126954568","Bronx","2","206","15","2013281","2031390001","BX17","361","Vehicle Spaces: 375, Bicycle Spaces: 21","-73.87964394139102","40.84067005288546","
,  
(40.84067005288546, -73.87964394139102)"
"2090719-DCA","Business","2020-08-15T00:00:00.000","Inactive","2019-09-20T00:00:00.000","Sidewalk Cafe","HEX EAST, LLC",,"1462","1ST AVE",,"NEW YORK","NY","10075",,"Manhattan","1","108","05","1045946","1014710001","MN31","132","Sidewalk Cafe Type: Enclosed, Square Feet: 359, Tables: 12, Chairs: 32","-73.95403405574395","40.770480692768984","
,  
(40.770480692768984, -73.95403405574395)"
"0730872-DCA","Business","2024-06-30T00:00:00.000","Active","1994-06-30T00:00:00.000","Electronic & Appliance Service","CAMPBELL, LEBERT","LEBELL ELECTRONIC","2411","WALTON AVE",,"BRONX","NY","10468","7187337834","Bronx","2","205","14","2014104","2031880075",,,,"-73.90102308605971","40.8612839044097","
,  
(40.8612839044097, -73.90102308605971)"
"2103692-DCA","Business","2024-03-31T00:00:00.000","Active","2022-01-31T00:00:00.000","Stoop Line Stand","MOUNT EVEREST MARKET & DELI, INC","Mount Everest Deli & Grocery","5609","MYRTLE AVE","Myrtle Ave","RIDGEWOOD","NY","11385","6465257906","Queens","4","405","34","4082756","4034610058",,,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0","-73.9059506991776","40.70016105205616","
,  
(40.70016105205616, -73.9059506991776)"
"2098308-DCA","Business","2024-06-30T00:00:00.000","Active","2021-04-07T00:00:00.000","Electronic & Appliance Service","THE PRO TEAM INC",,"106","PELICAN CIR",,"STATEN ISLAND","NY","10306","2124767742","Staten Island","5","503","50","5128991","5041310010",,,,"-74.11273491676147","40.55757983064668","
,  
(40.55757983064668, -74.11273491676147)"
"2097473-1-DCA","Business","2023-12-31T00:00:00.000","Active","2021-01-11T00:00:00.000","Tobacco Retail Dealer","FOUR KANYA INC",,"105","E 23RD ST",,"NEW YORK","NY","10010","5167109488","Manhattan","1","105","02","1018033","1008790001",,,,"-73.98591195733462","40.74000585562675","
,  
(40.74000585562675, -73.98591195733462)"
"1333376-DCA","Business","2018-07-06T00:00:00.000","Inactive","2009-09-21T00:00:00.000","Garage","SP PLUS CORPORATION",,"5817","JUNCTION BLVD",,"ELMHURST","NY","11373","2126954568","Queens","4","404","25","4047312","4019180025","QN25","455","Vehicle Spaces: 870, Bicycle Spaces: 26","-73.8653997616267","40.735816416989366","
,  
(40.735816416989366, -73.8653997616267)"
"2000805-2-DCA","Business","2022-12-31T00:00:00.000","Inactive","2013-11-18T00:00:00.000","Tobacco Retail Dealer","A.S. CANDY & GROCERY INC.",,"9201A","165TH ST",,"JAMAICA","NY","11433","7188802145","Queens","4","412","27","4216215","4101550001","QN61","444",,"-73.79471882165248","40.705250695192845","
,  
(40.705250695192845, -73.79471882165248)"
"2010405-1-DCA","Business","2023-12-31T00:00:00.000","Inactive","2014-07-07T00:00:00.000","Tobacco Retail Dealer","2374 KING DELI & GROCERY  LLC",,"2374","JEROME AVE",,"BRONX","NY","10468","718-450-3222","Bronx","2","205","14","2014093","2031880001","BX40","239",,"-73.90232866353077","40.860950163541865","
,  
(40.860950163541865, -73.90232866353077)"
"1281648-DCA","Business","2017-11-03T00:00:00.000","Inactive","2008-04-11T00:00:00.000","Garage","SP PLUS CORPORATION",,"2201","NOSTRAND AVE",,"BROOKLYN","NY","11210","2126954568","Brooklyn","3","314","45","3396696","3075760000","BK42","774","Vehicle Spaces: 502, Bicycle Spaces: 23","-73.94748667237448","40.63103829853603","
,  
(40.63103829853603, -73.94748667237448)"
"1288838-DCA","Business","2017-12-31T00:00:00.000","Inactive","2008-06-11T00:00:00.000","Laundry","GOOD FRIEND LAUNDROMAT INC",,"970","POST AVE",,"STATEN ISLAND","NY","10302","9176567588","Staten Island","5","501","49","5024230","5010330038","SI28","213",,"-74.13312321777185","40.63227425545382","
,  
(40.63227425545382, -74.13312321777185)"
"2073566-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-16T00:00:00.000","Electronic Cigarette Dealer","GUN HILL FUEL CORP",,"1255","E GUN HILL RD",,"BRONX","NY","10469","718-297-7016","Bronx","2","212","12","2060519","2047330072","BX03","364",,"-73.85053367959421","40.872320878244615","
,  
(40.872320878244615, -73.85053367959421)"
"2067534-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-03-09T00:00:00.000","Electronic Cigarette Dealer","LIC NEWSPAPER STORE, INC",,"2123","49TH AVE",,"LONG ISLAND CITY","NY","11101","7184828776","Queens","4","402","26","4436625","4000720255","QN31","19",,"-73.94857173752693","40.74240512645203","
,  
(40.74240512645203, -73.94857173752693)"
"2093913-DCA","Business","2024-06-30T00:00:00.000","Active","2020-01-27T00:00:00.000","Electronic & Appliance Service","Best Wireless Graham Avenue Inc",,"31","GRAHAM AVE",,"BROOKLYN","NY","11206","2122222292","Brooklyn","3","301","34","3071561","3031130022",,,,"-73.94241005416572","40.7024495016966","
,  
(40.7024495016966, -73.94241005416572)"
"2095405-1-DCA","Business","2023-12-31T00:00:00.000","Active","2020-03-17T00:00:00.000","Tobacco Retail Dealer","BIG SIX DELI CORP",,"6116","QUEENS BLVD",,"WOODSIDE","NY","11377","7186060691","Queens","4","402","26",,,,,,"-73.90310667137645","40.74133284470868","
,  
(40.74133284470868, -73.90310667137645)"
"2053138-DCA","Business","2024-06-30T00:00:00.000","Active","2017-05-17T00:00:00.000","Electronic & Appliance Service","URBAEZ, STALIN",,"5605","MYRTLE AVE",,"RIDGEWOOD","NY","11385","3477916372","Queens","4","405","34","4082758","4034610060",,,,"-73.90603726965931","40.70015014369125","
,  
(40.70015014369125, -73.90603726965931)"
"2058335-2-DCA","Business","2020-12-31T00:00:00.000","Inactive","2017-09-18T00:00:00.000","Tobacco Retail Dealer","KANOWA FOOD INC",,"1711","BLEECKER ST",,"RIDGEWOOD","NY","11385","718-418-3663","Queens","4","405","34","4082075","4034360071","QN20","545",,"-73.91230367263299","40.70412951137969","
,  
(40.70412951137969, -73.91230367263299)"
"1243909-DCA","Business","2019-03-31T00:00:00.000","Inactive","2006-11-20T00:00:00.000","Parking Lot","SP PLUS CORPORATION",,"294","HUDSON ST",,"NEW YORK","NY","10013","2126954568","Manhattan","1",,,,,"MN24","37","Vehicle Spaces: 43, Bicycle Spaces:","-77.51958437167269","40.11238533659802","
,  
(40.11238533659802, -77.51958437167269)"
"2093383-DCA","Business","2024-09-30T00:00:00.000","Active","2020-01-07T00:00:00.000","Newsstand","PATEL, SURYA",,"S/W/C","WALL STREET","WILLIAM STREET","NEW YORK","NY","10005","2019207063","Manhattan","1","101","01",,,,,,"-74.00950391062128","40.70638029595102","
,  
(40.70638029595102, -74.00950391062128)"
"2095945-1-DCA","Business","2023-11-30T00:00:00.000","Inactive","2020-07-10T00:00:00.000","Electronic Cigarette Dealer","7-ELEVEN, INC.",,"2474","FLATBUSH AVE",,"BROOKLYN","NY","11234","7327275030","Brooklyn","3","318","46","3241945","3085420001",,,,"-73.9228393973037","40.61011182394454","
,  
(40.61011182394454, -73.9228393973037)"
"2064682-DCA","Individual","2024-03-31T00:00:00.000","Active","2018-01-09T00:00:00.000","Sightseeing Guide","Williams, Elizabeth",,,,,"CARENCRO","LA","70520",,,,,,,,,,,,,
"2107611-DCA","Individual","2023-09-30T00:00:00.000","Active","2022-07-20T00:00:00.000","General Vendor","GORY, BABA",,,,,"BRONX","NY","10453",,,,,,,,,,"General Vendor Type: General Vendor (White)",,,
"2041230-DCA","Individual","2023-07-31T00:00:00.000","Active","2016-07-27T00:00:00.000","Ticket Seller","BOUKABOU, MADJID",,,,,"JERSEY CITY","NJ","07304",,,,,,,,,,,,,
"2096021-1-DCA","Business","2023-12-31T00:00:00.000","Active","2020-07-22T00:00:00.000","Tobacco Retail Dealer","71 DELI & GRILL INC",,"7102","NEW UTRECHT AVE",,"BROOKLYN","NY","11228","7182136157","Brooklyn","3","311","43","3157768","3061800029",,,,"-73.99908507523914","40.618822245760214","
,  
(40.618822245760214, -73.99908507523914)"
"2065365-1-DCA","Business","2023-12-31T00:00:00.000","Active","2018-01-25T00:00:00.000","Tobacco Retail Dealer","S & S CONVENIENCE STORE NY CORP",,"3974","61ST ST",,"WOODSIDE","NY","11377","716-3228486","Queens","4","402","26","4030037","4012930001","QN63","259",,"-73.90349416208333","40.74537618967035","
,  
(40.74537618967035, -73.90349416208333)"
"2107606-DCA","Individual","2024-03-31T00:00:00.000","Active","2022-07-20T00:00:00.000","Sightseeing Guide","Nahon, Laurent",,,,,"NEW YORK","NY","10023",,,,,,,,,,,,,
"2111863-DCA","Business","2024-07-31T00:00:00.000","Active","2023-03-24T00:00:00.000","Ticket Seller Business","GOD IS MY BANNER SIGHTSEEING TOUR LLC",,"469","S 3RD AVE",,"MOUNT VERNON","NY","10550","3474355270","Outside NYC",,,,,,,,,,,
"2072928-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-06-08T00:00:00.000","Electronic Cigarette Dealer","ANNA GALSTYAN",,"8505","4TH AVE",,"BROOKLYN","NY","11209",,"Brooklyn","3","310","43","3153141","3060350006","BK31","138",,"-74.02808364673353","40.62343281376904","
,  
(40.62343281376904, -74.02808364673353)"
"1292558-DCA","Business","2017-03-31T00:00:00.000","Inactive","2008-07-16T00:00:00.000","Garage","SP PLUS CORPORATION",,"401","W 110TH ST",,"NEW YORK","NY","10025","2126954568","Manhattan","1","109","9","1087754","1018650040","MN09","19701","Vehicle Spaces: 148, Bicycle Spaces: 14","-73.96148909506633","40.801984727411416","
,  
(40.801984727411416, -73.96148909506633)"
"2105479-DCA","Individual","2024-03-31T00:00:00.000","Active","2022-04-22T00:00:00.000","Sightseeing Guide","Rosenthal, William",,,,,"EAST ORANGE","NJ","07018",,,,,,,,,,,,,
"0864865-DCA","Individual","2021-02-28T00:00:00.000","Inactive","2007-10-25T00:00:00.000","Home Improvement Salesperson","BERETIN, NEDILJKO",,,,,"BROOKLYN","NY","11218",,,,,,,,,,,,,
"1333142-DCA","Business","2020-12-31T00:00:00.000","Inactive","2009-09-15T00:00:00.000","Tobacco Retail Dealer","GREENLAND TROPICAL DELI & GROCERY INC.",,"1737","DR MARTIN L KING JR BLVD",,"BRONX","NY","10453","718-294-4740","Bronx","2","205","14","2009019","2028780208","BX36","21501",,"-73.91633697499526","40.849867082970505","
,  
(40.849867082970505, -73.91633697499526)"
"1325687-DCA","Business","2021-12-31T00:00:00.000","Inactive","2009-07-13T00:00:00.000","Tobacco Retail Dealer","RIMAR GOURMET DELI INC.",,"2611","FREDERICK DOUGLASS BLVD",,"NEW YORK","NY","10030","917-541-3040","Manhattan","1","110","09","1085457","1020427502","MN03","22102",,"-73.94466472430894","40.81909671541169","
,  
(40.81909671541169, -73.94466472430894)"
"1259748-DCA","Business","2017-12-31T00:00:00.000","Inactive","2007-06-25T00:00:00.000","Laundry Jobber","YIM, IEK JAE","YIM'S ACE CLEANERS","155","E 84TH ST",,"NEW YORK","NY","10028","212249-1319","Manhattan","1","108","05","1047700","1015130124","MN40","14801",,"-73.95602919881996","40.77797186208834","
,  
(40.77797186208834, -73.95602919881996)"
"2095545-1-DCA","Business","2023-11-30T00:00:00.000","Active","2020-03-25T00:00:00.000","Electronic Cigarette Dealer","BIG SIX DELI CORP",,"6116","QUEENS BLVD",,"WOODSIDE","NY","11377","7186060691","Queens","4","402","26",,,,,,"-73.90310667137645","40.74133284470868","
,  
(40.74133284470868, -73.90310667137645)"
"1243354-DCA","Business","2022-12-31T00:00:00.000","Inactive","2011-05-09T00:00:00.000","Tobacco Retail Dealer","E-Z STATION, INC.",,"4040","CRESCENT ST",,"LONG IS CITY","NY","11101","718-472-0878","Queens","4","401","26","4004903","4004070001","QN68","33",,"-73.93845389701008","40.75294549071444","
,  
(40.75294549071444, -73.93845389701008)"
"2092978-DCA","Business","2023-02-28T00:00:00.000","Inactive","2019-12-16T00:00:00.000","Home Improvement Contractor","LCNY CONSTRUCTION INC",,"15009","24TH AVE",,"WHITESTONE","NY","11357","3478278674","Queens","4","407","19","4308678","4046930009",,,,"-73.81453249573478","40.77719147145135","
,  
(40.77719147145135, -73.81453249573478)"
"2072139-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-05-30T00:00:00.000","Electronic Cigarette Dealer","3014 RAYYAN CORP","SUNRISE GOURMET DELI","3014","RICHMOND RD",,"STATEN ISLAND","NY","10306","718-681-1158","Staten Island","5","503","50","5107629","5043020093","SI25","138",,"-74.12232923427611","40.57527128294534","
,  
(40.57527128294534, -74.12232923427611)"
"2035498-1-DCA","Business","2023-12-31T00:00:00.000","Active","2016-04-04T00:00:00.000","Tobacco Retail Dealer","NEILL GOURMET DELI LLC",,"1074","NEILL AVE",,"BRONX","NY","10461","718-684-4050","Bronx","2","211","13","2048437","2042710001","BX49","250",,"-73.85676889546612","40.85312685309395","
,  
(40.85312685309395, -73.85676889546612)"
"1030045-DCA","Business","2025-03-31T00:00:00.000","Active","2000-03-29T00:00:00.000","Garage","BATTERY PLACE CAR PARK, LLC","GGMC","50","BATTERY PL",,"NEW YORK","NY","10280","2129966363","Manhattan","1","101","1","1085938","1000160015","MN25","31704","Vehicle Spaces: 42, Bicycle Spaces:","-74.01790411531843","40.70628322913576","
,  
(40.70628322913576, -74.01790411531843)"
"2048922-DCA","Individual","2024-03-31T00:00:00.000","Active","2017-03-01T00:00:00.000","Sightseeing Guide","LEMMO, STEVEN",,,,,"MORRISTOWN","NJ","07960",,,,,,,,,,,,,
"1418717-DCA","Business","2020-04-30T00:00:00.000","Inactive","2012-02-01T00:00:00.000","Pawnbroker","JBOFAMERICA LLC",,"15","W 47TH ST",,"NEW YORK","NY","10036","2127192626","Manhattan","1","105","04","1034483","1012630024","MN17","96",,"-73.97936787890136","40.75700309561677","
,  
(40.75700309561677, -73.97936787890136)"
"2004979-DCA","Individual","2024-03-31T00:00:00.000","Active","2014-03-19T00:00:00.000","Sightseeing Guide","Costabile, Jose",,,,,"STAMFORD","CT","06906",,,,,,,,,,,,,
"2083257-DCA","Business","2021-03-31T00:00:00.000","Inactive","2019-03-15T00:00:00.000","Garage","ONE PARKING 703, INC.",,"21010","23RD AVE",,"BAYSIDE","NY","11360","5618337222","Queens","4","407","19","4131229","4058937501","QN47","99704","Vehicle Spaces: 900, Bicycle Spaces: 27","-73.78106977275347","40.779172099307246","
,  
(40.779172099307246, -73.78106977275347)"
"2023638-DCA","Business","2017-02-28T00:00:00.000","Inactive","2015-06-01T00:00:00.000","Home Improvement Contractor","SM CONTRACTORS CORP",,"26","VANDERWATER AVE",,"FLORAL PARK","NY","11001","3473224654","Queens","4",,,,,,,,,,
"1200639-DCA","Individual","2024-03-31T00:00:00.000","Active","2005-07-06T00:00:00.000","Sightseeing Guide","MATAR, SAMIR A.",,,,,"JERSEY CITY","NJ","07304",,,,,,,,,,,,,
"2103383-1-DCA","Business","2023-11-30T00:00:00.000","Active","2022-01-10T00:00:00.000","Electronic Cigarette Dealer","PRIZE PARAGON 2 INC","7 ELEVEN STORE #32406B","16201","46TH AVE",,"FLUSHING","NY","11358","9293054786","Queens","4","407","20","4534967","4054410086",,,,"-73.80481631495475","40.75376821012182","
,  
(40.75376821012182, -73.80481631495475)"
"2013710-1-DCA","Business","2019-12-31T00:00:00.000","Inactive","2014-09-22T00:00:00.000","Tobacco Retail Dealer","76 MADISON GROCERY CORP",,"76","MADISON ST",,"NEW YORK","NY","10002","212-385-3535","Manhattan","1","103","01","1003322","1002760052","MN27","8",,"-73.99623778613015","40.712128160609446","
,  
(40.712128160609446, -73.99623778613015)"
"1306493-DCA","Business","2021-03-31T00:00:00.000","Inactive","2008-12-22T00:00:00.000","Garage","69 ENTERPRISE PARKING LLC",,"219","E 69TH ST",,"NEW YORK","NY","10021","2126270012","Manhattan","1","108","4","1043906","1014240010","MN31","126","Vehicle Spaces: 52, Bicycle Spaces: 5","-73.96082322207336","40.76731851558099","
,  
(40.76731851558099, -73.96082322207336)"
"2069012-DCA","Business","2023-12-31T00:00:00.000","Active","2018-04-06T00:00:00.000","Laundries","JMCJC LTD","Best Today's Laundromat","4815","31ST AVE",,"ASTORIA","NY","11103","7182049226","Queens","4","401","22","4013656","4007390001","QN70","151","Laundry Type: Industrial Laundry with Delivery","-73.91047817250097","40.75823274178157","
,  
(40.75823274178157, -73.91047817250097)"
"2026192-2-DCA","Business","2022-12-31T00:00:00.000","Inactive","2015-07-27T00:00:00.000","Tobacco Retail Dealer","UNCLE & COUSINS DELI GROCERY CORP",,"9706","SEAVIEW AVE",,"BROOKLYN","NY","11236","718-531-6333","Brooklyn","3","318","46","3235260","3083290001","BK50","1034",,"-73.88940944971365","40.63397520269555","
,  
(40.63397520269555, -73.88940944971365)"
"2083256-DCA","Business","2021-03-31T00:00:00.000","Inactive","2019-03-15T00:00:00.000","Garage","ONE PARKING 703, INC.",,"209-90","23RD AVE",,"Bayside","NY","11360","5618337222","Queens","4","407","19","4131229","4058937501","QN47","99704","Vehicle Spaces: 702, Bicycle Spaces: 25","-73.78151780031351","40.779082373059005","
,  
(40.779082373059005, -73.78151780031351)"
"2054551-DCA","Business","2018-12-31T00:00:00.000","Inactive","2017-06-16T00:00:00.000","Electronics Store","TCC WIRELESS, INC.","T-MOBILE","1400","5TH AVE",,"NEW YORK","NY","10026","6304802224","Manhattan","1","110","09","1086518","1015997501","MN11","190",,"-73.94684037039517","40.80015914885864","
,  
(40.80015914885864, -73.94684037039517)"
"0976957-DCA","Business","2025-02-28T00:00:00.000","Active","2002-10-16T00:00:00.000","Home Improvement Contractor","GREG'S CONSTRUCTION CO",,"747","E 45TH ST",,"BROOKLYN","NY","11203","3474582698","Brooklyn","3","317","45","3112238","3049620066",,,,"-73.93428172211199","40.64298780408061","
,  
(40.64298780408061, -73.93428172211199)"
"2080442-DCA","Business","2021-03-31T00:00:00.000","Inactive","2018-12-04T00:00:00.000","Parking Lot","456 PARKING LLC","XTELL PARKING","456","GRAND ST",,"BROOKLYN","NY","11211","917-592-4762","Brooklyn","3","301","34","3062872","3023990001","BK73","513","Vehicle Spaces: 50, Bicycle Spaces: 0","-73.9525924157633","40.711226412656714","
,  
(40.711226412656714, -73.9525924157633)"
"2075000-1-DCA","Business","2023-11-30T00:00:00.000","Active","2018-07-03T00:00:00.000","Electronic Cigarette Dealer","120 CIRCLE DELI GROCERY, INC",,"120","HUGH J GRANT CIR",,"BRONX","NY","10472","7187925555","Bronx","2","209","18","2025960","2037940100","BX55","72",,"-73.86151016643578","40.832915102059815","
,  
(40.832915102059815, -73.86151016643578)"
"2107505-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-15T00:00:00.000","Secondhand Dealer - General","ECOATM LLC","ecoATM","1834","NOSTRAND AVE","(INSIDE PLS FINANCIAL SERVICES CC938)","BROOKLYN","NY","11226","8587667242","Brooklyn","3","317","45","3120053","3051957501",,,,"-73.94857034264163","40.641361934413524","
,  
(40.641361934413524, -73.94857034264163)"
"2094808-DCA","Individual","2024-02-28T00:00:00.000","Active","2020-02-26T00:00:00.000","Process Server Individual","MASTERS JR, JOSEPH",,,,,"BROOKLYN","NY","11211",,,,,,,,,,,,,
"2107494-DCA","Business","2023-07-31T00:00:00.000","Active","2022-07-15T00:00:00.000","Secondhand Dealer - General","ECOATM LLC","ecoATM","2264","FOREST AVE","(INSIDE DOLLAR GENERAL 19243)","STATEN ISLAND","NY","10303","8587667242","Staten Island","5","501","49","5149439","5016850050",,,,"-74.16508877211164","40.62706984498879","
,  
(40.62706984498879, -74.16508877211164)"
"2107656-DCA","Individual","2023-09-30T00:00:00.000","Active","2022-07-21T00:00:00.000","General Vendor","FLOWERS JR., DERRICK",,,,,"BROOKLYN","NY","11226",,,,,,,,,,"General Vendor Type: Citywide Specialized Vendor (Yellow)",,,
"0964031-DCA","Business","2018-07-06T00:00:00.000","Inactive","1997-06-17T00:00:00.000","Garage","SP PLUS CORPORATION",,"21","E 15TH ST",,"NEW YORK","NY","10003","2126954568","Manhattan","1","105","2","1078700","1008430022","MN13","52","Vehicle Spaces: 48, Bicycle Spaces:","-73.99255581798758","40.73646300153797","
,  
(40.73646300153797, -73.99255581798758)"
