"object_id","orgname","appronstre","boroughname","apprfromst","apprtostre","apprdayswe","reviewstat","apprmonope","apprmonclo","apprtueope","apprtueclo","apprwedope","apprwedclo","apprthuope","apprthuclo","apprfriope","apprfriclo","apprsatope","apprsatclo","apprsunope","apprsunclo","sunday_end","apprenddat","shape_stle","the_geom","segmentidt","segmentidf","lionversion"
"73","Cervo's","CANAL STREET","Manhattan","ESSEX STREET","ORCHARD STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","15:00","00:00","15:00","00:00","15:00","00:00","15:00","00:00","15:00","00:00","15:00","00:00","15:00","2023-04-01T00:00:00.000","00:00","2023-11-15T00:00:00.000","225.982538265","MULTILINESTRING ((986708.1578013897 199649.68638031185, 986498.2828930616 199733.47558280826))","0024164","0024164",
"74","Atlantic Avenue Business Improvement District","HOYT STREET","Brooklyn","ATLANTIC AVENUE","STATE STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","23:00","12:00","2023-04-22T00:00:00.000","23:00","2023-10-29T00:00:00.000","260.548044131","MULTILINESTRING ((987975.0220655501 190082.40925505757, 987855.3077380508 189850.99239505827))","0024187","0024187",
"75","Downtown Brooklyn Partnership","WILLOUGHBY STREET","Brooklyn","PEARL STREET","JAY STREET","mon,tue,wed,thu,fri","approvedFull","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,"2023-05-01T00:00:00.000",,"2024-04-30T00:00:00.000","246.472028027","MULTILINESTRING ((987526.1909422278 191491.84869340062, 987772.1681405604 191476.23848839104))","0024200","0024200",
"76","Downtown Brooklyn Partnership","PEARL STREET","Brooklyn","FULTON STREET","DEAD END","mon,tue,wed,thu,fri","approvedFull","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,"2023-05-01T00:00:00.000",,"2024-04-30T00:00:00.000","376.866044733","MULTILINESTRING ((987536.7388213873 191868.56710006297, 987526.1909422278 191491.84869340062))","0024201","0024201",
"77","Dumbo Improvement District","WASHINGTON STREET","Brooklyn","FRONT STREET","WATER STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","2023-04-01T00:00:00.000","21:00","2023-12-31T00:00:00.000","246.748284732","MULTILINESTRING ((987138.2619280517 195471.29250614345, 987127.0972522199 195224.79693613946))","0024288","0024288",
"78","Office Ho Jonot","JEFFERSON STREET","Manhattan","EAST BROADWAY","MADISON STREET","thu,fri,sat,sun","approvedFull",,,,,,,"15:00","21:00","15:00","22:00","10:00","22:00","10:00","2023-03-11T00:00:00.000","21:00","2023-12-17T00:00:00.000","247.41273405","MULTILINESTRING ((987382.0764010549 199473.76022297144, 987410.4332997203 199227.9779061377))","0024368","0024368",
"79","Office Ho Jonot","JEFFERSON STREET","Manhattan","EAST BROADWAY","MADISON STREET","thu,fri,sat,sun","approvedFull",,,,,,,"15:00","21:00","15:00","22:00","10:00","22:00","10:00","2023-03-11T00:00:00.000","21:00","2023-12-17T00:00:00.000","272.111257433","MULTILINESTRING ((987410.4332997203 199227.9779061377, 987442.631398052 198957.7783153057))","0024371","0024371",
"80","Brooklyn RISE Charter School","HANOVER PLACE","Brooklyn","FULTON STREET","LIVINGSTON STREET","mon,tue,wed,thu,fri","approvedFull","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00",,,,"2023-02-01T00:00:00.000",,"2024-06-30T00:00:00.000","179.623023589","MULTILINESTRING ((989126.4534897208 190260.41742922366, 989043.7075922191 190100.98861423135))","0024559","0024559",
"81","Brooklyn RISE Charter School","HANOVER PLACE","Brooklyn","FULTON STREET","LIVINGSTON STREET","mon,tue,wed,thu,fri","approvedFull","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00","07:30","17:00",,,,"2023-02-01T00:00:00.000",,"2024-06-30T00:00:00.000","190.04514752","MULTILINESTRING ((989214.8457013816 190428.65528172255, 989126.4534897208 190260.41742922366))","0024560","0024560",
"82","Yeshivat Darchei Eres","LOCUST AVENUE","Brooklyn","CONEY ISLAND AVENUE","EAST 12 STREET","mon,tue,wed,thu,fri,sun","approvedFullSchools","10:00","16:00","10:00","16:00","10:00","16:00","10:00","16:00","10:00","13:00",,,"10:00","2023-01-01T00:00:00.000","14:00","2024-06-30T00:00:00.000","290.254727373","MULTILINESTRING ((994275.1042816341 164432.7141634822, 994540.8944324702 164549.3477884829))","0026991","0026991",
"83","New York City Department of Transportation","BEVERLEY ROAD","Brooklyn","CHURCH AVENUE","EAST 2 STREET","sat,sun","approvedFull",,,,,,,,,,,"10:00","18:00","10:00","2023-04-22T00:00:00.000","18:00","2023-11-26T00:00:00.000","218.525763997","MULTILINESTRING ((990072.6520566344 173529.08671872318, 990286.3130466342 173483.23379206657))","0027702","0027702",
"84","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","CONEY ISLAND AVENUE","EAST 17 STREET","sun","approvedFull",,,,,,,,,,,,,"12:00","2023-06-11T00:00:00.000","20:00","2023-07-30T00:00:00.000","399.18600521","MULTILINESTRING ((993357.9341999739 170153.4566589743, 993700.4961788803 170358.39752206206))","0028049","0028049",
"85","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","CONEY ISLAND AVENUE","EAST 17 STREET","sun","approvedFull",,,,,,,,,,,,,"12:00","2023-06-11T00:00:00.000","20:00","2023-07-30T00:00:00.000","285.003920556","MULTILINESTRING ((993700.4961788803 170358.39752206206, 993941.4008807987 170510.68724372983))","0028054","0028054",
"86","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","CONEY ISLAND AVENUE","EAST 17 STREET","sun","approvedFull",,,,,,,,,,,,,"12:00","2023-06-11T00:00:00.000","20:00","2023-07-30T00:00:00.000","284.450266881","MULTILINESTRING ((993941.4008807987 170510.68724372983, 994181.9679849744 170662.4746698141))","0028056","0028056",
"87","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","CONEY ISLAND AVENUE","EAST 17 STREET","sun","approvedFull",,,,,,,,,,,,,"12:00","2023-06-11T00:00:00.000","20:00","2023-07-30T00:00:00.000","295.360620876","MULTILINESTRING ((994663.4105916321 170966.1846923083, 994912.5964449644 171124.75425705314))","0028164","0028164",
"88","Saint Saviour Catholic Academy","7 STREET","Brooklyn","8 AVENUE","PROSPECT PARK WEST","mon,tue,wed,thu,fri","approvedFullSchools","11:30","13:30","11:30","13:30","11:30","13:30","11:30","13:30","11:30","13:30",,,,"2023-09-06T00:00:00.000",,"2024-06-30T00:00:00.000","781.939686996","MULTILINESTRING ((990294.2103405595 182269.8661531508, 990954.946879968 181851.70721256733))","0028886","0028886",
"89","Park Slope Fifth Avenue BID","5 AVENUE","Brooklyn","STERLING PLACE","UNION STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,"2023-05-06T00:00:00.000",,"2023-10-28T00:00:00.000","257.752016366","MULTILINESTRING ((990025.627872467 186404.00453838706, 989908.9584863931 186174.16904005408))","0028923","0028923",
"90","Park Slope Fifth Avenue BID","5 AVENUE","Brooklyn","STERLING PLACE","UNION STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,"2023-05-06T00:00:00.000",,"2023-10-28T00:00:00.000","41.9142882848","MULTILINESTRING ((990045.490037471 186440.91391339898, 990025.627872467 186404.00453838706))","0028924","0028924",
"91","Park Slope Fifth Avenue BID","5 AVENUE","Brooklyn","STERLING PLACE","UNION STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,"2023-05-06T00:00:00.000",,"2023-10-28T00:00:00.000","260.138995659","MULTILINESTRING ((990164.40088889 186672.2848417312, 990045.490037471 186440.91391339898))","0028927","0028927",
"92","Park Slope Fifth Avenue BID","5 AVENUE","Brooklyn","BERGEN STREET","PROSPECT PLACE","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,"2023-05-06T00:00:00.000",,"2023-10-28T00:00:00.000","220.787352797","MULTILINESTRING ((990503.2092663944 187330.2789325565, 990403.0880755484 187133.4978300631))","0028941","0028941",
"93","Park Slope Fifth Avenue BID","5 AVENUE","Brooklyn","BERGEN STREET","PROSPECT PLACE","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,"2023-05-06T00:00:00.000",,"2023-10-28T00:00:00.000","260.151509548","MULTILINESTRING ((990622.8038434684 187561.31127889454, 990503.2092663944 187330.2789325565))","0028943","0028943",
"94","Polhemus Place Block Association","POLHEMUS PLACE","Brooklyn","CARROLL STREET","GARFIELD PLACE","sat","approvedLimited",,,,,,,,,,,"10:30","16:30",,"2023-03-25T00:00:00.000",,"2023-11-18T00:00:00.000","404.607973319","MULTILINESTRING ((991052.4995063841 184421.68894922733, 990834.5632624775 184080.79100897908))","0029010","0029010",
"95","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","2023-04-21T00:00:00.000","23:00","2023-11-19T00:00:00.000","332.339787365","MULTILINESTRING ((992887.5811380595 186169.44135922194, 992799.4415505528 185849.0023675561))","0029160","0029160",
"96","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","2023-04-21T00:00:00.000","23:00","2023-11-19T00:00:00.000","331.918439247","MULTILINESTRING ((992975.4677733034 186489.51289756596, 992887.5811380595 186169.44135922194))","0029162","0029162",
"97","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","328.847351165","MULTILINESTRING ((993511.129759714 185308.83317230642, 993421.5705556422 184992.4161542207))","0029222","0029222",
"98","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","331.714423632","MULTILINESTRING ((993598.9281405509 185628.71737505496, 993511.129759714 185308.83317230642))","0029224","0029224",
"99","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","332.842876347","MULTILINESTRING ((993687.8646424711 185949.45820339024, 993598.9281405509 185628.71737505496))","0029226","0029226",
"100","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","2023-04-21T00:00:00.000","23:00","2023-11-19T00:00:00.000","330.946898839","MULTILINESTRING ((993062.8619554639 186808.71206231415, 992975.4677733034 186489.51289756596))","0029228","0029228",
"101","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","332.02883948","MULTILINESTRING ((993775.3546249717 186269.75283838809, 993687.8646424711 185949.45820339024))","0029230","0029230",
"102","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","332.170327956","MULTILINESTRING ((993863.3203283101 186590.06387755275, 993775.3546249717 186269.75283838809))","0029232","0029232",
"103","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","289.876341274","MULTILINESTRING ((993939.2325780541 186869.82381673157, 993863.3203283101 186590.06387755275))","0029234","0029234",
"104","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","2023-04-21T00:00:00.000","23:00","2023-11-19T00:00:00.000","290.652320799","MULTILINESTRING ((993138.4234841317 187089.37062172592, 993062.8619554639 186808.71206231415))","0029236","0029236",
"105","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","2023-04-21T00:00:00.000","23:00","2023-11-19T00:00:00.000","289.384405452","MULTILINESTRING ((993214.7523997277 187368.50720256567, 993138.4234841317 187089.37062172592))","0029238","0029238",
"106","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","2023-04-21T00:00:00.000","23:00","2023-11-19T00:00:00.000","830.556950951","MULTILINESTRING ((993214.7523997277 187368.50720256567, 994015.8790782988 187149.37050172687))","0029239","0029239",
"107","Prospect Heights Neighborhood Development Council","UNDERHILL AVENUE","Brooklyn","PACIFIC STREET","ST JOHNS PLACE","mon,tue,wed,thu,fri","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","16:00",,,,"2023-04-03T00:00:00.000",,"2050-12-31T00:00:00.000","289.863821633","MULTILINESTRING ((994015.8790782988 187149.37050172687, 993939.2325780541 186869.82381673157))","0029335","0029335",
"108","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","HALSEY STREET","GATES AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","2023-06-04T00:00:00.000","20:00","2023-11-26T00:00:00.000","270.156503579","MULTILINESTRING ((999730.4641057998 188738.05498839915, 999771.2940766364 188471.00171673298))","0029891","0029891",
"109","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","HALSEY STREET","GATES AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","2023-06-04T00:00:00.000","20:00","2023-11-26T00:00:00.000","269.732469191","MULTILINESTRING ((999811.8186018914 188203.97469173372, 999852.6324966401 187937.3479283899))","0029893","0029893",
"110","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","HALSEY STREET","GATES AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","2023-06-04T00:00:00.000","20:00","2023-11-26T00:00:00.000","269.973137578","MULTILINESTRING ((999690.0770474672 189004.99015006423, 999730.4641057998 188738.05498839915))","0029897","0029897",
"111","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","HALSEY STREET","GATES AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","2023-06-04T00:00:00.000","20:00","2023-11-26T00:00:00.000","270.209554451","MULTILINESTRING ((999649.1322474778 189272.0795108974, 999690.0770474672 189004.99015006423))","0029899","0029899",
"112","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","HALSEY STREET","GATES AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","2023-06-04T00:00:00.000","20:00","2023-11-26T00:00:00.000","270.06590323","MULTILINESTRING ((999608.472879976 189539.0671658963, 999649.1322474778 189272.0795108974))","0029901","0029901",
"113","Volunteers","SOUTH PORTLAND AVENUE","Brooklyn","DEKALB AVENUE","LAFAYETTE AVENUE","sat,sun","approvedLimited",,,,,,,,,,,"08:00","20:00","08:00","2023-02-01T00:00:00.000","20:00","2050-12-31T00:00:00.000","923.318930075","MULTILINESTRING ((991153.7886738926 190552.81841923296, 991289.6903049648 189639.55581006408))","0030057","0030057",
"114","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","273.836003866","MULTILINESTRING ((991587.71169056 191285.28414589167, 991861.3591091335 191275.12307697535))","0030069","0030069",
"115","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","275.931939594","MULTILINESTRING ((991861.3591091335 191275.12307697535, 992136.9327049702 191261.06503422558))","0030076","0030076",
"116","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","280.554477616","MULTILINESTRING ((992136.9327049702 191261.06503422558, 992417.1355566382 191247.02306756377))","0030173","0030173",
"117","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","285.470518501","MULTILINESTRING ((992417.1355566382 191247.02306756377, 992702.2695008069 191233.16482755542))","0030177","0030177",
"118","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","285.279008973","MULTILINESTRING ((992702.2695008069 191233.16482755542, 992987.4690616429 191226.43255755305))","0030181","0030181",
"119","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","269.067670814","MULTILINESTRING ((992987.4690616429 191226.43255755305, 993254.0961530507 191262.59062172472))","0030185","0030185",
"120","NYCDOT","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","2023-01-31T00:00:00.000","23:59","2050-12-31T00:00:00.000","270.681035982","MULTILINESTRING ((993254.0961530507 191262.59062172472, 993521.6740299761 191303.45996256173))","0030291","0030291",
"121","Hall Street Block Association","HALL STREET","Brooklyn","PARK AVENUE","MYRTLE AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","2023-04-01T00:00:00.000","19:00","2050-12-31T00:00:00.000","821.236968575","MULTILINESTRING ((993578.5079058111 192726.13428255916, 993704.7150024772 191914.65296588838))","0030313","0030313",
"122","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","193.806547857","MULTILINESTRING ((993850.8994213939 198317.09390114248, 993816.8768516332 198126.29703864455))","0030447","0030447",
"123","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","316.051415812","MULTILINESTRING ((994101.9943916351 198846.70242197812, 993964.8325924724 198561.96545864642))","0030588","0030588",
"124","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","250.555828926","MULTILINESTRING ((994210.3898441344 199072.5976394713, 994101.9943916351 198846.70242197812))","0030614","0030614",
"125","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","301.504251909","MULTILINESTRING ((994340.7012633085 199344.4868594706, 994210.3898441344 199072.5976394713))","0030616","0030616",
"126","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","254.667676041","MULTILINESTRING ((994451.2095724642 199573.92865781486, 994340.7012633085 199344.4868594706))","0030618","0030618",
"127","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","264.896430635","MULTILINESTRING ((994568.7224608064 199811.333038643, 994451.2095724642 199573.92865781486))","0030620","0030620",
"128","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","2023-01-19T00:00:00.000","20:00","2050-12-31T00:00:00.000","219.232796055","MULTILINESTRING ((994704.2175966352 199983.6817753166, 994568.7224608064 199811.333038643))","0030624","0030624",
"129","The Carter G. Woodson Elementary School PS 23 K","WILLOUGHBY AVENUE","Brooklyn","MARCY AVENUE","TOMPKINS AVENUE","mon,wed,fri","approvedFullSchools","07:30","15:00","07:30",,"07:30","15:00",,,"07:30","15:00",,,,"2023-09-04T00:00:00.000",,"2023-12-01T00:00:00.000","795.159816743","MULTILINESTRING ((998416.4837941378 192088.83207947016, 999202.6862899661 192207.84791755676))","0031175","0031175",
"130","Pizzette","GRAHAM AVENUE","Brooklyn","SCHOLES STREET","MONTROSE AVENUE","sat,sun","approvedFull",,,,,,,,,,,"11:00","23:00","11:00","2023-04-01T00:00:00.000","23:00","2023-12-01T00:00:00.000","270.026537187","MULTILINESTRING ((999997.1991366446 196982.71336780488, 999963.557471633 197250.6360603124))","0031380","0031380",
"131","Pizzette","GRAHAM AVENUE","Brooklyn","SCHOLES STREET","MONTROSE AVENUE","sat,sun","approvedFull",,,,,,,,,,,"11:00","23:00","11:00","2023-04-01T00:00:00.000","23:00","2023-12-01T00:00:00.000","260.957236383","MULTILINESTRING ((999963.557471633 197250.6360603124, 999930.9098991305 197509.5430228114))","0031393","0031393",
"132","PS 132 The Conselyea School","CONSELYEA STREET","Brooklyn","GRAHAM AVENUE","MANHATTAN AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:30","14:45","09:30","14:45","09:30","14:45","09:30","14:45","09:30","14:45",,,,"2023-01-31T00:00:00.000",,"2024-06-28T00:00:00.000","470.894504241","MULTILINESTRING ((999168.4311091304 199799.40064780414, 999635.6513033062 199858.11116030812))","0031413","0031413",
"133","KioRestaurant, LLC","DUANE STREET","Manhattan","WEST BROADWAY","HUDSON STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","12:00","23:00","12:00","2023-01-16T00:00:00.000","23:00","2023-12-31T00:00:00.000","237.648835072","MULTILINESTRING ((981927.4324547201 200348.7729086429, 981723.121839717 200470.1571803093))","0031558","0031558",
"134","PS3 Charrette School","BEDFORD STREET","Manhattan","GROVE STREET","CHRISTOPHER STREET","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30",,,,"2023-09-04T00:00:00.000",,"2024-06-28T00:00:00.000","277.589105013","MULTILINESTRING ((982735.9971105605 206127.20590555668, 982625.5002842993 206381.85500256717))","0031974","0031974",
"135","Meatpacking District Management Association","LITTLE WEST 12 STREET","Manhattan","WASHINGTON STREET","9 AVENUE","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","2023-04-01T00:00:00.000","22:00","2023-12-31T00:00:00.000","507.137913625","MULTILINESTRING ((982495.0034980476 208744.2282305658, 982049.6963178068 208986.90162973106))","0032022","0032022",
"136","Meatpacking District Management Association","WEST 13 STREET","Manhattan","HUDSON STREET","WASHINGTON STREET","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","2023-04-01T00:00:00.000","22:00","2023-12-31T00:00:00.000","512.377481829","MULTILINESTRING ((982624.9343405515 208973.87344056368, 982176.5461297184 209221.8224197328))","0032026","0032026",
"137","Meatpacking District Management Association","WEST 13 STREET","Manhattan","HUDSON STREET","WASHINGTON STREET","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","2023-04-01T00:00:00.000","22:00","2023-12-31T00:00:00.000","180.830129365","MULTILINESTRING ((982783.5695219636 208887.07243305445, 982624.9343405515 208973.87344056368))","0032034","0032034",
"138","St Tropez Soho, LLC","SPRING STREET","Manhattan","SULLIVAN STREET","THOMPSON STREET","tue,wed,thu,fri,sat,sun","approvedFull",,,"16:00","23:00","15:00","23:00","15:00","23:00","15:00","00:00","11:00","00:00","11:00","2023-04-15T00:00:00.000","23:00","2023-11-01T00:00:00.000","249.75919928","MULTILINESTRING ((983524.0631197244 203369.90170888603, 983314.1947730482 203505.30826222897))","0032132","0032132",
"139","RDK Restaurant Corp dba Bistro Les Amis","SPRING STREET","Manhattan","THOMPSON STREET","WEST BROADWAY","mon,tue,wed,thu,fri,sat,sun","approvedFull","10:00","22:00","10:00","22:00","10:00","22:00","10:00","23:00","10:00","23:00","10:00","23:00","10:00","2023-01-09T00:00:00.000","23:00","2023-12-31T00:00:00.000","224.509148057","MULTILINESTRING ((983714.0660205483 203250.30549138784, 983524.0631197244 203369.90170888603))","0032136","0032136",
