"kit_id_number","borough","zipcode","date_collected","received_date","first_draw_at_the_tap_lead","first_draw_at_the_tap_copper"
"22190472","STATEN ISLAND","10309","2022-06-10T08:12:00.000","2022-06-13T12:29:20.000","3","0.142"
"22190301","STATEN ISLAND","10304","2022-06-10T08:00:00.000","2022-06-13T12:17:32.000","69","0.194"
"22190408","QUEENS","11357","2022-06-10T07:45:00.000","2022-06-13T12:41:21.000","11","0.233"
"22190389","STATEN ISLAND","10312","2022-06-10T07:35:00.000","2022-06-13T12:54:20.000","1","0.074"
"22190401","QUEENS","11103","2022-06-10T07:30:00.000","2022-06-15T12:10:54.000","2","0.088"
"22190359","BROOKLYN","11224","2022-06-10T07:30:00.000","2022-06-13T12:51:52.000","0","0.114"
"22190286","QUEENS","11375","2022-06-10T07:30:00.000","2022-06-13T12:33:42.000","6","0.147"
"22190186","QUEENS","11415","2022-06-10T07:30:00.000","2022-06-13T12:42:33.000","2","0.072"
"22190214","STATEN ISLAND","10312","2022-06-10T07:20:00.000","2022-06-13T12:47:41.000","2","0.194"
"22190414","STATEN ISLAND","10310","2022-06-10T07:00:00.000","2022-06-13T12:20:41.000","5","0.214"
"22190560","BROOKLYN","11224","2022-06-10T07:00:00.000","2022-06-13T12:36:12.000","12","0.127"
"22190386","STATEN ISLAND","10308","2022-06-10T06:30:00.000","2022-06-13T12:45:22.000","0","0.142"
"22190194","QUEENS","11385","2022-06-10T06:17:00.000","2022-06-21T13:01:05.000","5","0.033"
"22190390","STATEN ISLAND","10312","2022-06-10T06:15:00.000","2022-06-13T12:28:24.000","0","0.149"
"22190513","STATEN ISLAND","10309","2022-06-10T06:10:00.000","2022-06-16T12:01:07.000","0","0.122"
"22190318","BROOKLYN","11212","2022-06-10T06:00:00.000","2022-06-13T12:31:31.000","0","0.113"
"22190260","STATEN ISLAND","10312","2022-06-10T06:00:00.000","2022-06-13T12:46:51.000","0","0.12"
"22190380","STATEN ISLAND","10310","2022-06-10T05:20:00.000","2022-06-13T12:52:43.000","18","0.074"
"22190568","QUEENS","11379","2022-06-10T05:17:00.000","2022-06-13T12:51:06.000","0","0.166"
"22190246","QUEENS","11432","2022-06-10T05:14:00.000","2022-06-13T12:53:29.000","2","0.111"
"22190479","BROOKLYN","11211","2022-06-10T04:45:00.000","2022-06-21T12:58:02.000","2","0.147"
"22190537","STATEN ISLAND","10303","2022-06-09T20:00:00.000","2022-06-10T13:47:34.000","0","0.161"
"22190175","BRONX","10463","2022-06-09T17:30:00.000","2022-06-15T12:10:26.000","2","0.093"
"22190278","BROOKLYN","11228","2022-06-09T12:15:00.000","2022-06-10T14:04:03.000","8","0.229"
"22190247","QUEENS","11427","2022-06-09T09:30:00.000","2022-06-13T12:57:36.000","6","0.125"
"22190267","STATEN ISLAND","10309","2022-06-09T09:00:00.000","2022-06-15T12:47:25.000","0","0.062"
"22190322","BROOKLYN","11223","2022-06-09T08:30:00.000","2022-06-10T13:49:37.000","3","0.055"
"22190497","QUEENS","11418","2022-06-09T08:30:00.000","2022-06-10T13:54:46.000","1","0.014"
"22190364","QUEENS","11412","2022-06-09T08:17:00.000","2022-06-10T14:18:03.000","1","0.121"
"22190361","BROOKLYN","11229","2022-06-09T08:15:00.000","2022-06-10T14:16:18.000","16","0.108"
"22190203","STATEN ISLAND","10307","2022-06-09T08:00:00.000","2022-06-10T13:58:58.000","3","0.08"
"22190458","STATEN ISLAND","10306","2022-06-09T08:00:00.000","2022-06-13T12:26:08.000","3","0.08"
"22190218","STATEN ISLAND","10309","2022-06-09T07:54:00.000","2022-06-10T14:08:33.000","1","0.146"
"22190547","STATEN ISLAND","10309","2022-06-09T07:40:00.000","2022-06-10T13:55:39.000","0","0.05"
"22190178","BRONX","10471","2022-06-09T07:23:00.000","2022-06-13T12:22:51.000","0","0.096"
"22190418","STATEN ISLAND","10306","2022-06-09T07:15:00.000","2022-06-10T13:51:46.000","0","0.142"
"22190554","BROOKLYN","11215","2022-06-09T07:15:00.000","2022-06-10T14:13:42.000","4","0.15"
"22190516","BROOKLYN","11231","2022-06-09T07:00:00.000","2022-06-10T13:53:49.000","4","0.139"
"22190498","QUEENS","11432","2022-06-09T06:50:00.000","2022-06-10T14:10:41.000","0","0.083"
"22190307","STATEN ISLAND","10312","2022-06-09T06:44:00.000","2022-06-10T14:12:57.000","3","0.133"
"22190346","STATEN ISLAND","10309","2022-06-09T06:35:00.000","2022-06-10T14:09:38.000","9","0.116"
"22190279","BROOKLYN","11214","2022-06-09T06:00:00.000","2022-06-10T14:02:00.000","3","0.123"
"22190382","STATEN ISLAND","10306","2022-06-09T06:00:00.000","2022-06-10T14:15:25.000","0","0.163"
"22190319","BROOKLYN","11218","2022-06-09T04:30:00.000","2022-06-10T14:05:57.000","171","0.166"
"22190450","QUEENS","11691","2022-06-09T04:15:00.000","2022-06-10T13:50:37.000","0","0.22"
"22190447","QUEENS","11385","2022-06-09T04:00:00.000","2022-06-13T12:27:27.000","9","0.087"
"22190416","STATEN ISLAND","10308","2022-06-08T17:05:00.000","2022-06-13T12:55:58.000","0","0.11"
"22190575","QUEENS","11378","2022-06-08T14:30:00.000","2022-06-09T12:30:19.000","4","0.098"
"22190502","STATEN ISLAND","10306","2022-06-08T14:00:00.000","2022-06-10T14:18:24.000","0","0.156"
"22190259","STATEN ISLAND","10308","2022-06-08T09:05:00.000","2022-06-09T12:40:22.000","0","0.113"
"22190512","STATEN ISLAND","10309","2022-06-08T08:45:00.000","2022-06-09T13:01:18.000","0","0.104"
"22190345","STATEN ISLAND","10312","2022-06-08T08:29:00.000","2022-06-10T14:20:49.000","0","0.123"
"22190212","STATEN ISLAND","10312","2022-06-08T08:15:00.000","2022-06-09T12:33:20.000","0","0.094"
"22190562","BROOKLYN","11223","2022-06-08T08:00:00.000","2022-06-10T13:48:28.000","19","0.04"
"22190415","STATEN ISLAND","10306","2022-06-08T07:45:00.000","2022-06-09T13:05:36.000","0","0.128"
"22190468","STATEN ISLAND","10312","2022-06-08T07:45:00.000","2022-06-10T13:52:47.000","0","0.089"
"22190368","QUEENS","11372","2022-06-08T07:45:00.000","2022-06-10T13:45:11.000","7","0.03"
"22190300","STATEN ISLAND","10301","2022-06-08T07:35:00.000","2022-06-09T13:06:46.000","2","0.176"
"22190227","BROOKLYN","11221","2022-06-08T07:30:00.000","2022-06-10T14:14:31.000","7","0.17"
"22190407","QUEENS","11363","2022-06-08T07:15:00.000","2022-06-09T13:09:46.000","2","0.133"
"22190191","QUEENS","11375","2022-06-08T07:15:00.000","2022-06-16T12:08:50.000","0","0.157"
"22190369","QUEENS","11375","2022-06-08T07:15:00.000","2022-06-13T12:59:48.000","2","0.074"
"22190180","BROOKLYN","11215","2022-06-08T07:10:00.000","2022-06-13T12:37:54.000","3","0.145"
"22190225","BROOKLYN","11215","2022-06-08T07:05:00.000","2022-06-09T13:04:40.000","8","0.108"
"22190353","BRONX","10461","2022-06-08T07:00:00.000","2022-06-13T12:34:57.000","12","0.082"
"22190448","QUEENS","11361","2022-06-08T07:00:00.000","2022-06-09T12:37:41.000","10","0.027"
"22190344","STATEN ISLAND","10308","2022-06-08T07:00:00.000","2022-06-09T13:08:45.000","1","0.142"
"22190531","QUEENS","11417","2022-06-08T06:45:00.000","2022-06-09T12:46:36.000","2","0.015"
"22190383","STATEN ISLAND","10306","2022-06-08T06:30:00.000","2022-06-09T13:11:31.000","0","0.14"
"22190557","BROOKLYN","11220","2022-06-08T06:30:00.000","2022-06-10T14:07:31.000","8","0.123"
"22190198","QUEENS","11361","2022-06-08T06:30:00.000","2022-06-09T13:12:29.000","0","0.097"
"22190433","STATEN ISLAND","10312","2022-06-08T06:20:00.000","2022-06-10T14:02:58.000","5","0.127"
"22190566","QUEENS","11368","2022-06-08T06:15:00.000","2022-06-15T13:12:43.000","2","0.01"
"22190231","BROOKLYN","11220","2022-06-08T06:10:00.000","2022-06-09T12:36:22.000","6","0.11"
"22190455","STATEN ISLAND","10314","2022-06-08T06:00:00.000","2022-06-21T13:05:05.000","0","0.083"
"22190209","STATEN ISLAND","10314","2022-06-08T06:00:00.000","2022-06-13T12:15:28.000","0","0.195"
"22190503","QUEENS","11379","2022-06-08T06:00:00.000","2022-06-09T13:00:14.000","5","0.178"
"22190545","STATEN ISLAND","10309","2022-06-08T06:00:00.000","2022-06-09T12:56:27.000","0","0.142"
"22190312","BROOKLYN","11231","2022-06-08T06:00:00.000","2022-06-09T12:38:42.000","4","0.124"
"22190163","STATEN ISLAND","10302","2022-06-08T05:56:00.000","2022-06-09T13:02:24.000","4","0.134"
"22190388","STATEN ISLAND","10312","2022-06-08T05:50:00.000","2022-06-10T13:56:46.000","1","0.163"
"22190216","STATEN ISLAND","10312","2022-06-08T05:46:00.000","2022-06-09T13:07:46.000","2","0.128"
"22190306","STATEN ISLAND","10306","2022-06-08T05:45:00.000","2022-06-10T13:57:46.000","0","0.128"
"22190525","QUEENS","11385","2022-06-08T05:30:00.000","2022-06-10T14:05:32.000","10","0.018"
"22190373","QUEENS","11432","2022-06-08T05:05:00.000","2022-06-09T13:03:33.000","9","0.193"
"22190173","STATEN ISLAND","10309","2022-06-08T05:00:00.000","2022-06-13T12:55:10.000","0","0.059"
"22190446","QUEENS","11378","2022-06-08T05:00:00.000","2022-06-09T12:51:37.000","8","0.104"
"22190192","QUEENS","11385","2022-06-08T04:20:00.000","2022-06-09T12:58:36.000","2","0.121"
"22190538","STATEN ISLAND","10314","2022-06-07T18:33:00.000","2022-06-13T12:59:05.000","0","0.064"
"22190534","QUEENS","11354","2022-06-07T16:39:00.000","2022-06-13T12:58:23.000","1","0.199"
"22190252","QUEENS","11691","2022-06-07T15:00:00.000","2022-06-10T14:19:57.000","0","0.119"
"22190495","QUEENS","11358","2022-06-07T10:00:00.000","2022-06-13T12:43:14.000","27","0.345"
"22190296","QUEENS","11432","2022-06-07T06:30:00.000","2022-06-09T13:10:49.000","2","0.042"
"22190426","QUEENS","11418","2022-06-07T05:00:00.000","2022-06-10T14:17:20.000","3","0.069"
"21180286","Staten Island","10308","2021-09-30T15:34:00.000","2021-10-05T11:44:07.000","0","0.119"
"21180371","Brooklyn","11218","2021-09-30T08:00:00.000","2021-10-05T11:44:48.000","4","0.053"
"21180198","Staten Island","10308","2021-09-30T04:06:00.000","2021-10-06T11:55:33.000","0","0.131"
"21180080","Brooklyn","11212","2021-09-29T07:10:00.000","2021-10-05T11:41:52.000","1","0.098"
"21180358","Queens","11368","2021-09-29T05:30:00.000","2021-10-05T11:40:09.000","3","0.016"
"21180245","Staten Island","10312","2021-09-26T10:00:00.000","2021-09-28T11:39:20.000","0","0.158"
"21180056","Queens","11427","2021-09-26T08:00:00.000","2021-09-28T11:39:04.000","0","0.004"
"21180140","Brooklyn","11226","2021-09-24T06:00:00.000","2021-10-04T11:50:42.000","7","0.137"
"21180346","Brooklyn","11236","2021-09-23T08:30:00.000","2021-10-04T11:50:02.000","15","0.243"
"21180324","Bronx","10465","2021-09-22T07:00:00.000","2021-10-04T11:49:27.000","4","0.213"
"21179950","Queens","11101","2021-09-16T07:30:00.000","2021-09-24T10:01:24.000","13","0.158"
"21180077","Brooklyn","11217","2021-09-15T06:30:00.000","2021-09-20T11:58:04.000","2","0.164"
"21180254","Brooklyn","11207","2021-09-13T06:30:00.000","2021-09-24T10:02:51.000","4","0.189"
"21180244","Staten Island","10312","2021-09-13T05:40:00.000","2021-09-14T12:44:36.000","0","0.118"
"21179963","Queens","11360","2021-09-10T12:30:00.000","2021-09-14T12:00:00.000","4","0.05"
"21181805","Brooklyn","11225","2021-09-10T07:45:00.000","2021-09-14T12:45:37.000","12","0.091"
"21180209","Staten Island","10309","2021-09-09T06:40:00.000","2021-09-14T12:47:12.000","23","0.09"
"21180352","Brooklyn","11209","2021-09-07T08:45:00.000","2021-09-14T12:43:21.000","14","0.14"
"21180153","Brooklyn","11217","2021-09-07T06:00:00.000","2021-09-09T11:29:47.000","4","0.17"
"21180145","Queens","11413","2021-09-06T07:45:00.000","2021-09-09T11:31:19.000","1","0.205"
"21180276","Queens","11415","2021-09-06T06:00:00.000","2021-09-14T12:46:18.000","16","0.182"
"21180025","Staten Island","10308","2021-09-05T06:30:00.000","2021-09-09T11:30:28.000","0","0.107"
"21180364","Brooklyn","11228","2021-09-03T07:43:00.000","2021-09-09T11:30:04.000","8","0.147"
"21182434","Staten Island","10314","2021-08-30T19:00:00.000","2021-09-07T10:04:49.000","1","0.158"
"21180296","Bronx","10471","2021-08-30T09:00:00.000","2021-09-09T11:30:55.000","8","0.168"
"21180305","Queens","11358","2021-08-29T06:03:00.000","2021-08-31T13:07:07.000","9","0.076"
"21179978","Staten Island","10312","2021-08-28T08:10:00.000","2021-08-31T13:03:16.000","0","0.025"
"21179953","Queens","11415","2021-08-27T07:05:00.000","2021-09-01T12:04:10.000","2","0.215"
"21180236","Staten Island","10304","2021-08-26T08:00:00.000","2021-09-01T12:05:26.000","0","0.111"
"21180255","Brooklyn","11207","2021-08-25T07:00:00.000","2021-09-01T12:06:10.000","0","0.038"
"21180342","Bronx","10465","2021-08-24T07:45:00.000","2021-08-25T11:29:20.000","4","0.181"
"21180202","Staten Island","10312","2021-08-24T07:15:00.000","2021-08-25T11:28:50.000","0","0.097"
"21180373","Brooklyn","11228","2021-08-22T09:00:00.000","2021-08-25T11:28:11.000","2","0.12"
"21180340","Queens","11356","2021-08-21T00:05:00.000","2021-08-24T12:49:39.000","6","0.128"
"21179924","Staten Island","10314","2021-08-20T07:05:00.000","2021-08-24T12:49:07.000","3","0.126"
"21180341","Brooklyn","11217","2021-08-19T05:47:00.000","2021-08-20T11:42:36.000","7","0.117"
"21180179","Queens","11357","2021-08-17T23:45:00.000","2021-08-24T12:48:42.000","12","0.21"
"21180303","Brooklyn","11234","2021-08-17T06:00:00.000","2021-08-20T11:42:10.000","0","0.108"
"21180267","Queens","11358","2021-08-15T10:00:00.000","2021-08-19T11:25:26.000","21","0.185"
"21180194","Queens","11358","2021-08-14T07:00:00.000","2021-08-17T12:11:53.000","2","0.185"
"21180008","Queens","11361","2021-08-13T07:00:00.000","2021-08-20T11:42:57.000","5","0.119"
"21180043","Brooklyn","11206","2021-08-12T07:05:00.000","2021-08-17T12:13:24.000","21","0.23"
"21180144","Queens","11412","2021-08-12T06:30:00.000","2021-08-17T12:10:49.000","2","0.15"
"21180237","Queens","11104","2021-08-11T15:20:00.000","2021-08-16T12:34:39.000","19","0.146"
"21179986","Staten Island","10307","2021-08-11T08:00:00.000","2021-08-12T11:40:10.000","0","0.043"
"21180164","Staten Island","10309","2021-08-11T07:00:00.000","2021-08-12T11:40:40.000","0","0.092"
"21180024","Queens","11428","2021-08-10T07:00:00.000","2021-08-11T11:24:14.000","89","0.07"
"21179934","Staten Island","10308","2021-08-10T05:15:00.000","2021-08-17T12:12:27.000","2","0.119"
"21180312","Queens","11377","2021-08-07T23:30:00.000","2021-08-16T12:34:03.000","5","0.152"
"21179928","Staten Island","10314","2021-08-05T08:16:00.000","2021-08-10T11:39:08.000","0","0.088"
"21180263","Brooklyn","11209","2021-08-05T07:00:00.000","2021-08-10T11:41:00.000","4","0.062"
"21180112","Queens","11434","2021-08-04T07:15:00.000","2021-08-10T11:42:54.000","5","0.032"
"21180304","Brooklyn","11204","2021-08-04T07:00:00.000","2021-08-06T11:34:02.000","5","0.093"
"21180000","Brooklyn","11214","2021-08-04T06:00:00.000","2021-08-06T11:43:40.000","2","0.131"
"21281937","Queens","11420","2021-08-03T07:04:00.000","2021-08-05T14:19:59.000","1","0.37"
"21180226","Queens","11417","2021-08-01T08:34:00.000","2021-08-05T11:30:55.000","2","0.169"
"21180264","Brooklyn","11223","2021-08-01T06:00:00.000","2021-08-10T11:38:26.000","2","0.02"
"21180308","Queens","11434","2021-07-29T09:48:00.000","2021-07-30T11:36:32.000","16","0.052"
"21180067","Staten Island","10304","2021-07-28T08:00:00.000","2021-07-30T11:37:19.000","0","0.093"
"21180023","Staten Island","10314","2021-07-27T07:30:00.000","2021-07-30T11:40:48.000","0","0.106"
"21180134","Queens","11358","2021-07-26T15:00:00.000","2021-07-30T11:38:37.000","4","0.121"
"21180347","Queens","11378","2021-07-26T07:00:00.000","2021-07-27T12:03:16.000","0","0.146"
"21180208","Staten Island","10309","2021-07-26T06:32:00.000","2021-07-28T13:30:46.000","1","0.092"
"21180200","Staten Island","10308","2021-07-24T12:45:00.000","2021-07-30T11:38:08.000","2","0.091"
"21180006","Queens","11358","2021-07-24T07:20:00.000","2021-07-27T12:07:36.000","11","0.042"
"21179983","Staten Island","10309","2021-07-23T19:45:00.000","2021-07-27T12:01:06.000","0","0.1"
"21181471","Brooklyn","11203","2021-07-23T16:53:00.000","2021-07-27T11:48:17.000","11","0.104"
"21180181","Queens","11001","2021-07-23T06:40:00.000","2021-07-27T12:14:46.000","42","0.114"
"21179942","Bronx","10461","2021-07-23T06:03:00.000","2021-07-27T11:36:45.000","10","0.178"
"21179971","Queens","11412","2021-07-22T10:00:00.000","2021-07-27T11:50:39.000","3","0.141"
"21180098","Queens","11415","2021-07-22T10:00:00.000","2021-07-27T11:54:54.000","0","0.044"
"21180246","Staten Island","10309","2021-07-22T07:00:00.000","2021-07-27T11:45:47.000","0","0.087"
"21180011","Queens","11354","2021-07-22T07:00:00.000","2021-07-28T13:31:20.000","3","0.125"
"21179947","Brooklyn","11225","2021-07-21T17:10:00.000","2021-07-27T12:09:49.000","12","0.164"
"21180015","Queens","11385","2021-07-21T10:00:00.000","2021-07-27T11:58:36.000","152","0.201"
"21180027","Staten Island","10312","2021-07-21T07:03:00.000","2021-07-22T11:48:39.000","3","0.095"
"21180199","Staten Island","10308","2021-07-21T06:00:00.000","2021-07-27T11:43:41.000","1","0.169"
"21180356","Queens","11361","2021-07-19T09:50:00.000","2021-07-27T11:40:37.000","5","0.039"
"21180013","Queens","11412","2021-07-19T07:02:00.000","2021-07-23T11:58:21.000","3","0.183"
"21179992","Brooklyn","11217","2021-07-18T10:00:00.000","2021-07-22T11:50:09.000","0","0.107"
"21180057","Queens","11375","2021-07-18T08:03:00.000","2021-07-20T11:42:33.000","87","0.157"
"21180039","Brooklyn","11213","2021-07-16T18:00:00.000","2021-07-23T12:05:02.000","2","0.098"
"21180325","Staten Island","10308","2021-07-16T07:20:00.000","2021-07-23T12:04:12.000","0","0.091"
"21180275","Queens","11413","2021-07-16T07:01:00.000","2021-07-30T11:39:53.000","0","0.146"
"21179932","Staten Island","10306","2021-07-16T07:00:00.000","2021-07-23T11:59:11.000","3","0.112"
"21180129","Brooklyn","11218","2021-07-15T08:15:00.000","2021-07-23T12:01:13.000","3","0.141"
"21180089","Brooklyn","11217","2021-07-15T06:45:00.000","2021-07-20T11:45:21.000","4","0.148"
"21180206","Staten Island","10309","2021-07-14T07:15:00.000","2021-07-20T11:46:20.000","0","0.088"
"21180007","Queens","11375","2021-07-14T07:15:00.000","2021-07-20T11:44:23.000","7","0.092"
"21179960","Queens","11385","2021-07-14T07:00:00.000","2021-07-20T11:48:42.000","10","0.145"
"21180168","Manhattan","10128","2021-07-13T06:49:00.000","2021-07-20T11:41:53.000","20","0.278"
"21180005","Queens","11101","2021-07-12T13:00:00.000","2021-07-23T12:00:58.000","2","0.23"
"21180302","Brooklyn","11228","2021-07-12T09:00:00.000","2021-07-15T11:52:39.000","1","0.123"
"21179979","Staten Island","10301","2021-07-12T08:51:00.000","2021-07-20T11:43:29.000","0","0.188"
"21180351","Brooklyn","11214","2021-07-12T07:30:00.000","2021-07-15T12:35:48.000","0","0.044"
"21180166","Bronx","10471","2021-07-12T07:00:00.000","2021-07-22T11:49:34.000","7","0.154"
"21180299","Brooklyn","11212","2021-07-12T06:39:00.000","2021-07-15T11:42:58.000","0","0.244"
"21180113","Queens","11363","2021-07-12T06:30:00.000","2021-07-15T11:33:34.000","0","0.073"
"21179927","Staten Island","10303","2021-07-12T06:19:00.000","2021-07-15T12:10:57.000","1","0.106"
"21180046","Brooklyn","11234","2021-07-11T17:04:00.000","2021-07-23T12:00:13.000","15","0.091"
"21180320","Staten Island","10306","2021-07-10T08:00:00.000","2021-07-15T12:13:18.000","3","0.183"
"21179997","Brooklyn","11229","2021-07-10T08:00:00.000","2021-07-20T11:40:48.000","8","0.203"
"21180075","Bronx","10463","2021-07-10T07:30:00.000","2021-07-23T12:02:25.000","2","0.109"
"21180060","Brooklyn","11212","2021-07-10T06:02:00.000","2021-07-15T11:58:29.000","0","0.095"
"21180339","Brooklyn","11228","2021-07-08T18:03:00.000","2021-07-15T12:41:59.000","64","0.031"
"21180108","Staten Island","10312","2021-07-08T17:32:00.000","2021-07-15T12:16:20.000","2","0.082"
"21180175","Queens","11377","2021-07-08T11:15:00.000","2021-07-15T12:40:04.000","21","0.14"
"21180158","Staten Island","10308","2021-07-08T08:30:00.000","2021-07-15T12:40:33.000","13","0.423"
"21180119","Staten Island","10306","2021-07-08T05:23:00.000","2021-07-15T11:46:40.000","2","0.143"
"21179967","Staten Island","10307","2021-07-07T08:00:00.000","2021-07-12T11:36:39.000","7","0.101"
"21180143","Queens","11379","2021-07-07T07:30:00.000","2021-07-20T11:47:56.000","8","0.215"
"21179996","Brooklyn","11230","2021-07-06T19:00:00.000","2021-07-15T12:31:28.000","9","0.061"
"21179958","Brooklyn","11229","2021-07-06T18:15:00.000","2021-07-08T11:53:20.000","8","0.092"
"21180096","Queens","11354","2021-07-06T12:10:00.000","2021-07-15T11:49:07.000","3","0.193"
"21179939","Bronx","10462","2021-07-06T09:30:00.000","2021-07-06T12:23:11.000","4","0.192"
"21180118","Staten Island","10309","2021-07-06T09:15:00.000","2021-07-12T11:38:45.000","0","0.029"
"21180235","Staten Island","10305","2021-07-06T08:50:00.000","2021-07-12T11:56:46.000","1","0.139"
"21180233","Staten Island","10314","2021-07-06T08:00:00.000","2021-07-15T11:56:25.000","0","0.157"
"21180234","Staten Island","10314","2021-07-06T07:45:00.000","2021-07-08T12:23:19.000","0","0.2"
"21180055","Queens","11432","2021-07-06T06:45:00.000","2021-07-08T12:03:20.000","4","0.222"
"21180269","Queens","11415","2021-07-06T06:00:00.000","2021-07-08T12:00:24.000","0","0.075"
"21180122","Brooklyn","11222","2021-07-05T22:52:00.000","2021-07-12T12:01:24.000","0","0.18"
"21180127","Brooklyn","11210","2021-07-05T18:45:00.000","2021-07-08T12:25:42.000","4","0.149"
"21179989","Brooklyn","11220","2021-07-05T17:20:00.000","2021-07-08T11:38:58.000","3","0.225"
"21180139","Queens","11375","2021-07-05T09:17:00.000","2021-07-08T12:05:31.000","8","0.105"
"21180306","Queens","11358","2021-07-05T09:08:00.000","2021-07-08T11:37:46.000","10","0.1"
"21179935","Staten Island","10312","2021-07-05T07:27:00.000","2021-07-12T11:48:37.000","1","0.096"
"21180354","Queens","11354","2021-07-04T15:30:00.000","2021-07-08T11:42:42.000","11","0.105"
"21180115","Queens","11432","2021-07-04T06:00:00.000","2021-07-08T12:07:18.000","1","0.123"
"21180348","Queens","11379","2021-07-04T05:58:00.000","2021-07-08T12:21:09.000","3","0.13"
"21180297","Brooklyn","11231","2021-07-04T05:00:00.000","2021-07-12T11:34:08.000","9","0.17"
"21179962","Queens","11358","2021-07-03T11:00:00.000","2021-07-15T11:40:24.000","2","0.11"
"21180003","Brooklyn","11205","2021-07-03T08:23:00.000","2021-07-06T12:24:32.000","7","0.219"
"21180230","Staten Island","10304","2021-07-03T05:40:00.000","2021-07-12T11:51:51.000","10","0.122"
"21180093","Brooklyn","11204","2021-07-02T21:55:00.000","2021-07-12T11:54:31.000","8","0.206"
"21180148","Staten Island","10314","2021-07-02T07:20:00.000","2021-07-06T12:32:57.000","2","0.114"
"21180232","Brooklyn","11216","2021-07-02T05:48:00.000","2021-07-15T12:02:25.000","4","0.243"
"21180123","Brooklyn","11204","2021-07-02T04:00:00.000","2021-07-07T12:27:10.000","7","0.14"
"21180337","Brooklyn","11217","2021-07-01T18:15:00.000","2021-07-06T12:37:17.000","19","0.066"
"21179969","Queens","11420","2021-07-01T09:00:00.000","2021-07-08T12:31:09.000","2","0.175"
"21180026","Staten Island","10308","2021-07-01T08:30:00.000","2021-07-06T12:27:59.000","2","0.12"
"21180101","Queens","11361","2021-07-01T06:35:00.000","2021-07-08T11:51:11.000","1","0.114"
"21180301","Brooklyn","11218","2021-06-30T11:22:00.000","2021-06-30T12:27:35.000","7","0.097"
"21180274","Brooklyn","11211","2021-06-30T11:00:00.000","2021-06-30T12:36:38.000","1","0.202"
"21180083","Staten Island","10312","2021-06-30T05:52:00.000","2021-07-02T12:41:17.000","1","0.141"
"21180049","Brooklyn","11203","2021-06-29T15:30:00.000","2021-07-01T11:58:36.000","9","0.114"
"21180171","Brooklyn","11223","2021-06-29T15:00:00.000","2021-07-01T11:59:49.000","3","0.121"
"21180186","Brooklyn","11212","2021-06-29T10:23:00.000","2021-06-30T12:37:46.000","0","0.114"
"21180040","Bronx","10462","2021-06-29T08:30:00.000","2021-07-08T11:33:46.000","2","0.038"
"21180224","Brooklyn","11234","2021-06-29T08:16:00.000","2021-07-08T11:57:11.000","0","0.003"
"21180334","Staten Island","10309","2021-06-29T06:05:00.000","2021-07-01T11:55:40.000","0","0.165"
"21180029","Staten Island","10312","2021-06-28T09:15:00.000","2021-07-06T12:39:02.000","0","0.111"
"21180004","Brooklyn","11221","2021-06-28T07:30:00.000","2021-07-01T12:02:28.000","5","0.097"
"21179929","Staten Island","10314","2021-06-28T07:00:00.000","2021-07-01T11:56:54.000","0","0.092"
"21179975","Staten Island","10306","2021-06-28T06:30:00.000","2021-06-30T12:31:06.000","0","0.157"
"21180258","Brooklyn","11224","2021-06-28T06:00:00.000","2021-06-29T12:08:57.000","0","0.152"
"21180192","Staten Island","10306","2021-06-28T05:00:00.000","2021-07-01T12:01:12.000","1","0.143"
"21180321","Staten Island","10306","2021-06-27T11:00:00.000","2021-06-30T12:32:19.000","0","0.148"
"21180105","Staten Island","10304","2021-06-27T09:40:00.000","2021-06-29T12:23:01.000","2","0.227"
"21180091","Brooklyn","11229","2021-06-27T08:45:00.000","2021-06-29T12:28:13.000","14","0.124"
"21180189","Staten Island","10301","2021-06-27T06:02:00.000","2021-07-08T12:15:03.000","6","0.147"
"21180001","Brooklyn","11214","2021-06-26T16:00:00.000","2021-07-06T12:42:25.000","2","0.056"
"21180265","Queens","11357","2021-06-26T10:00:00.000","2021-07-01T11:56:25.000","8","0.087"
"21180243","Staten Island","10312","2021-06-26T09:45:00.000","2021-06-29T12:03:52.000","0","0.081"
"21180085","Brooklyn","11224","2021-06-26T09:00:00.000","2021-06-29T12:13:15.000","0","0.027"
"21180252","Brooklyn","11217","2021-06-26T08:48:00.000","2021-06-29T12:39:15.000","1","0.097"
"21180222","Queens","11435","2021-06-26T08:00:00.000","2021-06-29T13:19:24.000","1","0.084"
"21180150","Staten Island","10314","2021-06-26T07:05:00.000","2021-06-29T12:01:18.000","1","0.19"
"21180147","Queens","11691","2021-06-26T05:45:00.000","2021-07-01T11:58:00.000","0","0.166"
"21180165","Staten Island","10307","2021-06-26T05:15:00.000","2021-06-29T11:58:03.000","0","0.122"
"21180219","Queens","11385","2021-06-26T04:00:00.000","2021-06-29T13:15:15.000","5","0.34"
"21180355","Brooklyn","11219","2021-06-25T12:20:00.000","2021-06-29T12:41:54.000","2","0.074"
"21180210","Staten Island","10309","2021-06-25T11:00:00.000","2021-06-29T12:11:06.000","3","0.318"
"21180078","Bronx","10461","2021-06-25T08:40:00.000","2021-06-29T13:21:26.000","9","0.137"
"21180270","Queens","11418","2021-06-25T07:30:00.000","2021-06-29T13:17:27.000","0","0.011"
"21180009","Queens","11427","2021-06-25T07:30:00.000","2021-06-29T12:19:44.000","4","0.118"
