"contract_id","organization_id","agency_id","agency_name","service_id","contract_amount","contract_end","contract_start","contract_number","fiscal_year"
"313","56","125","DFTA","250","1100632","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402301","FY2018"
"314","56","125","DFTA","250","1646578","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402300","FY2018"
"315","56","125","DFTA","250","909302","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402299","FY2018"
"316","56","125","DFTA","251","1646578","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402300","FY2018"
"317","56","125","DFTA","252","1381824","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402375","FY2018"
"318","56","125","DFTA","253","2751000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402302","FY2018"
"319","56","125","DFTA","254","603156","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402374","FY2018"
"320","60","125","DFTA","265","1022000","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000776","FY2018"
"321","60","125","DFTA","266","864000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171408866","FY2018"
"322","60","125","DFTA","267","617835","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002842","FY2018"
"323","60","125","DFTA","267","615924","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002843","FY2018"
"324","63","125","DFTA","281","981916","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401644","FY2018"
"325","63","125","DFTA","282","2100988","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003575","FY2018"
"326","63","125","DFTA","283","809607","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003574","FY2018"
"327","65","125","DFTA","289","2177054","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400647","FY2018"
"328","65","125","DFTA","290","398126","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401263","FY2018"
"329","65","125","DFTA","291","5223000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400648","FY2018"
"330","70","125","DFTA","313","518932","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401609","FY2018"
"331","70","125","DFTA","313","1028846","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401645","FY2018"
"332","70","125","DFTA","313","883480","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401611","FY2018"
"333","70","125","DFTA","314","841533","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401267","FY2018"
"334","75","125","DFTA","322","1473354","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000249","FY2018"
"335","75","125","DFTA","322","2760872","2018-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000963","FY2018"
"336","75","125","DFTA","322","1371118","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000247","FY2018"
"337","75","125","DFTA","322","1068022","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000248","FY2018"
"338","75","125","DFTA","322","700877","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000250","FY2018"
"339","75","125","DFTA","323","4158000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000387","FY2018"
"340","75","125","DFTA","323","2961000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000093","FY2018"
"341","75","125","DFTA","324","620622","2018-03-31T00:00:00.000","2017-01-01T00:00:00.000","CT112520181401892","FY2018"
"342","75","125","DFTA","325","888378","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002267","FY2018"
"343","75","125","DFTA","325","839574","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002266","FY2018"
"344","75","125","DFTA","325","737178","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002268","FY2018"
"345","76","125","DFTA","330","516254","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000274","FY2018"
"346","76","125","DFTA","330","674673","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000276","FY2018"
"347","76","125","DFTA","330","870732","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000271","FY2018"
"348","76","125","DFTA","330","988927","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000272","FY2018"
"349","76","125","DFTA","330","1894673","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001006","FY2018"
"350","76","125","DFTA","330","661003","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000273","FY2018"
"351","76","125","DFTA","330","1023988","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000377","FY2018"
"352","76","125","DFTA","330","788570","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000632","FY2018"
"353","76","125","DFTA","330","534504","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000383","FY2018"
"354","76","125","DFTA","330","641567","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000723","FY2018"
"355","76","125","DFTA","330","1049689","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000775","FY2018"
"356","76","125","DFTA","330","1033287","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000275","FY2018"
"357","76","125","DFTA","330","858750","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000773","FY2018"
"358","76","125","DFTA","330","1182183","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000633","FY2018"
"359","76","125","DFTA","330","967128","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000277","FY2018"
"360","76","125","DFTA","330","1675676","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001054","FY2018"
"361","76","125","DFTA","330","1287238","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000278","FY2018"
"362","76","125","DFTA","331","1699369","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400264","FY2018"
"363","76","125","DFTA","336","1948484","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400263","FY2018"
"364","76","125","DFTA","331","765498","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400265","FY2018"
"365","76","125","DFTA","332","2460000","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000436","FY2018"
"366","76","125","DFTA","332","2520000","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000438","FY2018"
"367","76","125","DFTA","333","988927","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000272","FY2018"
"368","76","125","DFTA","333","1894673","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001006","FY2018"
"369","76","125","DFTA","333","1182183","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000633","FY2018"
"370","76","125","DFTA","333","1675676","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001054","FY2018"
"371","76","125","DFTA","334","576000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171408134","FY2018"
"372","76","125","DFTA","335","3489000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000466","FY2018"
"373","76","125","DFTA","335","3612000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000468","FY2018"
"374","76","125","DFTA","335","2193000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000467","FY2018"
"375","76","125","DFTA","335","2553000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000469","FY2018"
"376","76","125","DFTA","335","1509000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000386","FY2018"
"377","76","125","DFTA","337","618377","2018-03-31T00:00:00.000","2017-01-01T00:00:00.000","CT112520181403684","FY2018"
"378","76","125","DFTA","338","397227","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002629","FY2018"
"379","76","125","DFTA","339",,,,,"FY2018"
"380","76","125","DFTA","339","1675676","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001054","FY2018"
"381","76","125","DFTA","340","514260","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402603","FY2018"
"382","76","125","DFTA","341","843657","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400261","FY2018"
"383","76","125","DFTA","341","849210","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002272","FY2018"
"384","76","125","DFTA","341","583032","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002270","FY2018"
"385","76","125","DFTA","341","305556","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002271","FY2018"
"386","76","125","DFTA","341","606504","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002269","FY2018"
"387","83","125","DFTA","371","1388821","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002751","FY2018"
"388","94","125","DFTA","397","969289","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000384","FY2018"
"389","94","125","DFTA","398","306915","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002850","FY2018"
"390","94","125","DFTA","398","783693","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402282","FY2018"
"391","95","125","DFTA","403","1603500","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003813","FY2018"
"392","95","125","DFTA","404","748809","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401641","FY2018"
"393","95","125","DFTA","404","3688500","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401804","FY2018"
"394","95","125","DFTA","404","811101","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401640","FY2018"
"395","95","125","DFTA","405",,,,"CT1125201500001AB","FY2018"
"396","95","125","DFTA","406","855693","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401803","FY2018"
"397","97","125","DFTA","411","251390","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402601","FY2018"
"398","107","125","DFTA","434","1450276","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401336","FY2018"
"399","107","125","DFTA","434","661205","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401337","FY2018"
"400","107","125","DFTA","435","1450276","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401336","FY2018"
"401","109","125","DFTA","440","901496","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003260","FY2018"
"402","109","125","DFTA","440","1789851","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003261","FY2018"
"403","109","125","DFTA","440","3122350","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003263","FY2018"
"404","109","125","DFTA","440","1051460","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003262","FY2018"
"405","109","125","DFTA","440","3712890","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402582","FY2018"
"406","109","125","DFTA","441","3122350","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003263","FY2018"
"407","109","125","DFTA","442","1700673","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402585","FY2018"
"408","109","125","DFTA","442","1322098","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402584","FY2018"
"409","109","125","DFTA","443","2976000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003259","FY2018"
"410","126","125","DFTA","475","3206331","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002839","FY2018"
"411","126","125","DFTA","475","1412308","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401953","FY2018"
"412","126","125","DFTA","476","842814","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002838","FY2018"
"413","127","125","DFTA","482","1547115","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001411","FY2018"
"414","127","125","DFTA","483","1414064","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001411","FY2018"
"415","130","125","DFTA","494","2161591","2018-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160001491","FY2018"
"416","130","125","DFTA","494","770888","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001055","FY2018"
"417","130","125","DFTA","494","1007355","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001056","FY2018"
"418","130","125","DFTA","495","399136","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003515","FY2018"
"419","137","125","DFTA","512","1276675","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401524","FY2018"
"420","137","125","DFTA","512","966205","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401521","FY2018"
"421","137","125","DFTA","512","811536","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401523","FY2018"
"422","137","125","DFTA","512","760021","2018-07-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401613","FY2018"
"423","137","125","DFTA","512","858982","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401615","FY2018"
"424","148","125","DFTA","545","739072","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400889","FY2018"
"425","150","125","DFTA","548","839935","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003076","FY2018"
"426","169","125","DFTA","576","974910","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002753","FY2018"
"427","176","125","DFTA","588","2447280","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002628","FY2018"
"428","176","125","DFTA","588","1184108","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400634","FY2018"
"429","176","125","DFTA","588","1065769","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400649","FY2018"
"430","176","125","DFTA","589","2447280","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002628","FY2018"
"431","176","125","DFTA","590","1365000","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000445","FY2018"
"432","176","125","DFTA","591",,,,"CT112520171400650","FY2018"
"433","176","125","DFTA","592","618377","2018-03-31T00:00:00.000","2017-01-01T00:00:00.000","CT112520181403683","FY2018"
"434","176","125","DFTA","593","3180000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400559","FY2018"
"435","177","125","DFTA","599","1873949","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000254","FY2018"
"436","177","125","DFTA","599","2786038","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000242","FY2018"
"437","177","125","DFTA","599","1445765","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000253","FY2018"
"438","178","125","DFTA","605","673825","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401339","FY2018"
"439","178","125","DFTA","605","1005263","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401338","FY2018"
"440","178","125","DFTA","606","1005263","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401338","FY2018"
"441","183","125","DFTA","613","716672","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002974","FY2018"
"442","183","125","DFTA","613","831961","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002975","FY2018"
"443","213","125","DFTA","699","863121","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003301","FY2018"
"444","247","125","DFTA","755","803348","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000931","FY2018"
"445","252","125","DFTA","768","615141","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002977","FY2018"
"446","257","125","DFTA","782","1542065","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001231","FY2018"
"447","257","125","DFTA","782","1077355","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001232","FY2018"
"448","269","125","DFTA","796","1152535","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000215","FY2018"
"449","269","125","DFTA","796","1122576","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000214","FY2018"
"450","269","125","DFTA","796","798766","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000251","FY2018"
"451","276","125","DFTA","808","782188","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001682","FY2018"
"452","309","125","DFTA","870","1868764","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171403154","FY2018"
"453","309","125","DFTA","871","1868764","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520171403154","FY2018"
"454","311","125","DFTA","874",,,,"CT112520131409534","FY2018"
"455","355","125","DFTA","959","857733","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000722","FY2018"
"456","362","125","DFTA","968","776407","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401131","FY2018"
"457","362","125","DFTA","968","1315346","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401236","FY2018"
"458","362","125","DFTA","968","1155389","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401221","FY2018"
"459","362","125","DFTA","968","3040773","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401240","FY2018"
"460","362","125","DFTA","968","737596","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401222","FY2018"
"461","362","125","DFTA","968","1039232","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401238","FY2018"
"462","362","125","DFTA","968","676710","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401237","FY2018"
"463","362","125","DFTA","968","691326","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401114","FY2018"
"464","362","125","DFTA","968","1758391","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401231","FY2018"
"465","362","125","DFTA","968","893427","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401118","FY2018"
"466","362","125","DFTA","968","762197","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401130","FY2018"
"467","362","125","DFTA","969","3040773","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401240","FY2018"
"468","365","125","DFTA","974","1009403","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001057","FY2018"
"469","388","125","DFTA","1046","1003978","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002749","FY2018"
"470","388","125","DFTA","1046","336613","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002748","FY2018"
"471","388","125","DFTA","1046","777799","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002747","FY2018"
"472","388","125","DFTA","1046","772599","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002746","FY2018"
"473","428","125","DFTA","1190","2323146","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003109","FY2018"
"474","436","125","DFTA","1226","1956659","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400241","FY2018"
"475","436","125","DFTA","1227","2241234","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400577","FY2018"
"476","437","125","DFTA","1229","1692858","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001053","FY2018"
"477","437","125","DFTA","1230","1692858","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001053","FY2018"
"478","445","125","DFTA","1246","793617","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171410037","FY2018"
"479","453","125","DFTA","1271","2483009","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000618","FY2018"
"480","453","125","DFTA","1272","399830","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003213","FY2018"
"481","453","125","DFTA","1273","772344","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003211","FY2018"
"482","453","125","DFTA","1273","793872","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180003212","FY2018"
"483","459","125","DFTA","1295","610457","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001007","FY2018"
"484","460","125","DFTA","1298",,,,"CT112520170000482","FY2018"
"485","460","125","DFTA","1299","2199348","2018-12-31T00:00:00.000","2015-07-01T00:00:00.000","CT112520160001141","FY2018"
"486","460","125","DFTA","1299","884087","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000634","FY2018"
"487","460","125","DFTA","1300","3981000","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000526","FY2018"
"488","480","125","DFTA","1342","1664719","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402243","FY2018"
"489","480","125","DFTA","1342","1426261","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402243","FY2018"
"490","480","125","DFTA","1343","1426261","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402243","FY2018"
"491","580","125","DFTA","1579","979634","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400756","FY2018"
"492","580","125","DFTA","1579","902793","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400753","FY2018"
"493","580","125","DFTA","1579","2276398","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400755","FY2018"
"494","580","125","DFTA","1580","1477500","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402151","FY2018"
"495","580","125","DFTA","1581","2276398","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400755","FY2018"
"496","625","125","DFTA","1628","928123","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002057","FY2018"
"497","626","125","DFTA","1629","1151631","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170001966","FY2018"
"498","627","125","DFTA","1630","1231591","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402076","FY2018"
"499","627","125","DFTA","1630","1743966","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402077","FY2018"
"500","627","125","DFTA","1631","1743966","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171402077","FY2018"
"501","628","125","DFTA","1632","1454974","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400185","FY2018"
"502","628","125","DFTA","1632","1251111","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400183","FY2018"
"503","628","125","DFTA","1633","1535940","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400361","FY2018"
"504","629","125","DFTA","1634","986396","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002404","FY2018"
"505","630","125","DFTA","1635","1204343","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003309","FY2018"
"506","630","125","DFTA","1636","1183117","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402120","FY2018"
"507","631","125","DFTA","1637","969066","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400560","FY2018"
"508","632","125","DFTA","1638",,,,"CT112520150002673","FY2018"
"509","633","125","DFTA","1639","614682","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002837","FY2018"
"510","633","125","DFTA","1639","612090","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002836","FY2018"
"511","634","125","DFTA","1640","1365956","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000252","FY2018"
"512","635","125","DFTA","1641","571237","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401642","FY2018"
"513","636","125","DFTA","1642","1266263","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003258","FY2018"
"514","637","125","DFTA","1643","655202","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400737","FY2018"
"515","637","125","DFTA","1644","1971737","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181402149","FY2018"
"516","638","125","DFTA","1645","2451750","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181400362","FY2018"
"517","638","125","DFTA","1646","1112603","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002883","FY2018"
"518","638","125","DFTA","1646","1147620","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002884","FY2018"
"519","638","125","DFTA","1647","1105601","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002884","FY2018"
"520","638","125","DFTA","1648","645000","2018-06-30T00:00:00.000","2015-07-01T00:00:00.000","CT112520160000439","FY2018"
"521","638","125","DFTA","1649","354065","2018-03-31T00:00:00.000","2017-01-01T00:00:00.000","CT112520181401891","FY2018"
"522","638","125","DFTA","1650","3878997","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002882","FY2018"
"523","639","125","DFTA","1651","835614","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520181416398","FY2018"
"524","640","125","DFTA","1652","1657911","2019-06-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401340","FY2018"
"525","641","125","DFTA","1653","829233","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401115","FY2018"
"526","641","125","DFTA","1654","1104872","2018-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520181401266","FY2018"
"527","642","125","DFTA","1655","3269306","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003077","FY2018"
"528","642","125","DFTA","1655","1901992","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003077","FY2018"
"529","642","125","DFTA","1656","1901992","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003077","FY2018"
"530","643","125","DFTA","1657","761419","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002886","FY2018"
"531","644","125","DFTA","1658","1054795","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171400890","FY2018"
"532","645","125","DFTA","1659","946509","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170002750","FY2018"
"533","646","125","DFTA","1660","1208773","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520171401116","FY2018"
"534","647","125","DFTA","1662","686698","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000771","FY2018"
"535","647","125","DFTA","1662","608972","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000770","FY2018"
"536","648","125","DFTA","1663","901074","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003303","FY2018"
"537","648","125","DFTA","1663","1066888","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003306","FY2018"
"538","648","125","DFTA","1663","1614563","2018-11-30T00:00:00.000","2016-07-01T00:00:00.000","CT112520170003304","FY2018"
"539","648","125","DFTA","1663","3022083","2020-06-30T00:00:00.000","2017-07-01T00:00:00.000","CT112520180002630","FY2018"
"540","649","125","DFTA","1664","857505","2018-10-31T00:00:00.000","2016-07-01T00:00:00.000","CT112520170000243","FY2018"
