"vendorid","tpep_pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","ratecodeid","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","total_amount","pickup_location","dropoff_location"
"CMT","2010-05-28T15:28:08.000","2010-05-28T16:07:27.000","1","5.2999999999999998","-73.980530999999999","40.774915","1","0","-73.985189000000005","40.719214999999998","Cre","21.300000000000001","0","0.5","0.20000000000000001","0","22","POINT (-73.980531 40.774915)","POINT (-73.985189 40.719215)"
"VTS","2010-02-10T18:55:00.000","2010-02-10T19:11:00.000","1","1.74","-73.983095000000006","40.759414999999997","1",,"-73.972918000000007","40.756177999999998","CSH","8.9000000000000004","1","0.5","0","0","10.4","POINT (-73.983095 40.759415)","POINT (-73.972918 40.756178)"
"VTS","2010-03-08T09:20:00.000","2010-03-08T09:27:00.000","2","1.1599999999999999","-73.974967000000007","40.755513000000001","1",,"-73.981482999999997","40.74333","CRD","5.7000000000000002","0","0.5","2","0","8.1999999999999993","POINT (-73.974967 40.755513)","POINT (-73.981483 40.74333)"
"CMT","2010-09-23T18:40:50.000","2010-09-23T18:48:56.000","1","1.3","-73.968307999999993","40.801707999999998","1","N","-73.976727999999994","40.785302999999999","CSH","6.5","1","0.5","0","0","8","POINT (-73.968308 40.801708)","POINT (-73.976728 40.785303)"
"CMT","2010-09-23T18:40:50.000","2010-09-23T18:48:56.000","1","1.3","-73.968307999999993","40.801707999999998","1","N","-73.976727999999994","40.785302999999999","CSH","6.5","1","0.5","0","0","8","POINT (-73.968308 40.801708)","POINT (-73.976728 40.785303)"
"VTS","2010-12-18T13:12:00.000","2010-12-18T13:21:00.000","5","1.6599999999999999","-73.955160000000006","40.785787999999997","1",,"-73.966575000000006","40.770538000000002","CSH","6.9000000000000004","0","0.5","0","0","7.4000000000000004","POINT (-73.95516 40.785788)","POINT (-73.966575 40.770538)"
"VTS","2010-05-15T12:39:00.000","2010-05-15T12:47:00.000","5","1.8999999999999999","-73.987380000000002","40.750571999999998","1",,"-73.966211999999999","40.765287999999998","Cre","6.9000000000000004","0","0.5","2","0","9.4000000000000004","POINT (-73.98738 40.750572)","POINT (-73.966212 40.765288)"
"CMT","2010-05-08T17:55:42.000","2010-05-08T18:04:12.000","1","1.5","-73.987809999999996","40.732712999999997","1","0","-73.990525000000005","40.748457000000002","Cas","6.9000000000000004","0","0.5","0","0","7.4000000000000004","POINT (-73.98781 40.732713)","POINT (-73.990525 40.748457)"
"CMT","2010-09-14T13:19:35.000","2010-09-14T13:23:14.000","1","1","-73.993598000000006","40.741895","1","N","-73.979742000000002","40.751891999999998","CRD","4.5","0","0.5","1","0","6","POINT (-73.993598 40.741895)","POINT (-73.979742 40.751892)"
"VTS","2010-07-03T12:23:00.000","2010-07-03T12:28:00.000","1","1.27","-73.957040000000006","40.770577000000003","1",,"-73.968896999999998","40.754468000000003","CAS","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-73.95704 40.770577)","POINT (-73.968897 40.754468)"
"CMT","2010-08-17T16:09:57.000","2010-08-17T16:16:13.000","1","0.59999999999999998","-73.966896000000006","40.766772000000003","1","N","-73.976101999999997","40.765636999999998","CSH","4.9000000000000004","0","0.5","0","0","5.4000000000000004","POINT (-73.966896 40.766772)","POINT (-73.976102 40.765637)"
"VTS","2010-11-16T07:17:00.000","2010-11-16T07:23:00.000","1","1.26","-73.990849999999995","40.756168000000002","1",,"-73.974490000000003","40.760255000000001","CSH","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-73.99085 40.756168)","POINT (-73.97449 40.760255)"
"CMT","2010-05-29T11:32:34.000","2010-05-29T11:41:00.000","1","2","-73.990221000000005","40.761854","1","0","-74.001835","40.737743999999999","Cas","7.2999999999999998","0","0.5","0","0","7.7999999999999998","POINT (-73.990221 40.761854)","POINT (-74.001835 40.737744)"
"VTS","2010-11-30T14:39:00.000","2010-11-30T14:42:00.000","5","0.51000000000000001","-74.002960000000002","40.745497999999998","1",,"-73.999375000000001","40.745744999999999","CSH","3.7000000000000002","0","0.5","0","0","4.2000000000000002","POINT (-74.00296 40.745498)","POINT (-73.999375 40.745745)"
"CMT","2010-01-17T18:49:00.000","2010-01-17T18:53:29.000","5","0.80000000000000004","-73.970512999999997","40.759073999999998","1","0","-73.978789000000006","40.762321","Cas","4.5","0.5","0.5","0","0","5.5","POINT (-73.970513 40.759074)","POINT (-73.978789 40.762321)"
"CMT","2010-10-28T19:13:34.000","2010-10-28T19:31:17.000","1","5.2999999999999998","-73.985136999999995","40.740723000000003","1","N","-73.989455000000007","40.701613000000002","CRD","14.9","1","0.5","2","0","18.399999999999999","POINT (-73.985137 40.740723)","POINT (-73.989455 40.701613)"
"VTS","2010-04-07T07:56:00.000","2010-04-07T07:59:00.000","1","0.78000000000000003","-73.982465000000005","40.770870000000002","1",,"-73.982309999999998","40.781846999999999","CAS","4.0999999999999996","0","0.5","0","0","4.5999999999999996","POINT (-73.982465 40.77087)","POINT (-73.98231 40.781847)"
"CMT","2010-10-26T20:06:26.000","2010-10-26T20:13:51.000","1","1.6000000000000001","-73.999713","40.743437","1","N","-73.979268000000005","40.752862","CRD","6.5","0.5","0.5","1.5","0","9","POINT (-73.999713 40.743437)","POINT (-73.979268 40.752862)"
"CMT","2010-11-25T20:34:28.000","2010-11-25T20:41:10.000","1","3.2000000000000002","-73.938428999999999","40.804718999999999","1","N","-73.918952000000004","40.770958","CRD","8.9000000000000004","0.5","0.5","2.1699999999999999","4.5700000000000003","16.640000000000001","POINT (-73.938429 40.804719)","POINT (-73.918952 40.770958)"
"VTS","2010-08-18T21:26:00.000","2010-08-18T21:48:00.000","2","10.630000000000001","-73.870968000000005","40.773716999999998","1",,"-73.977292000000006","40.759452000000003","CSH","25.300000000000001","0.5","0.5","0","4.5700000000000003","30.870000000000001","POINT (-73.870968 40.773717)","POINT (-73.977292 40.759452)"
"VTS","2010-09-04T00:54:00.000","2010-09-04T01:09:00.000","3","5.0599999999999996","-73.982271999999995","40.773969999999998","1",,"-73.923015000000007","40.771372999999997","CSH","13.699999999999999","0.5","0.5","0","0","14.699999999999999","POINT (-73.982272 40.77397)","POINT (-73.923015 40.771373)"
"VTS","2010-01-04T13:22:00.000","2010-01-04T13:30:00.000","1","1.45","-73.998378000000002","40.740406999999998","1",,"-73.983620000000002","40.746693","Cre","6.0999999999999996","0","0.5","1.3999999999999999","0","8","POINT (-73.998378 40.740407)","POINT (-73.98362 40.746693)"
"VTS","2010-11-20T01:08:00.000","2010-11-20T02:13:00.000","4","20.690000000000001","-73.973894999999999","40.751072000000001","1",,"-74.031854999999993","40.620972000000002","CRD","53.700000000000003","0.5","0.5","10.84","4.5700000000000003","70.109999999999999","POINT (-73.973895 40.751072)","POINT (-74.031855 40.620972)"
"VTS","2010-06-05T10:33:00.000","2010-06-05T10:47:00.000","4","5.8300000000000001","-73.977001999999999","40.743178","1",,"-73.888262999999995","40.724043000000002","CAS","14.9","0","0.5","0","4.5700000000000003","19.969999999999999","POINT (-73.977002 40.743178)","POINT (-73.888263 40.724043)"
"VTS","2010-12-03T15:09:00.000","2010-12-03T15:14:00.000","1","0.62","0","0","1",,"0","0","CSH","4.5","0","0.5","0","0","5","POINT (0 0)","POINT (0 0)"
"VTS","2010-10-30T06:44:00.000","2010-10-30T06:46:00.000","2","0.94999999999999996","-73.982842000000005","40.762492999999999","1",,"-73.991197999999997","40.750326999999999","CSH","4.0999999999999996","0","0.5","0","0","4.5999999999999996","POINT (-73.982842 40.762493)","POINT (-73.991198 40.750327)"
"CMT","2010-05-19T18:17:46.000","2010-05-19T18:37:22.000","1","1.2","-73.982194000000007","40.768279999999997","1","0","-73.979947999999993","40.755060999999998","Cre","10.5","1","0.5","2.3999999999999999","0","14.4","POINT (-73.982194 40.76828)","POINT (-73.979948 40.755061)"
"CMT","2010-12-19T13:01:55.000","2010-12-19T13:11:26.000","1","1.7","-73.987647999999993","40.775253999999997","1","N","-73.959190000000007","40.763365","CRD","7.2999999999999998","0","0.5","1.1699999999999999","0","8.9700000000000006","POINT (-73.987648 40.775254)","POINT (-73.95919 40.763365)"
"CMT","2010-08-24T13:18:46.000","2010-08-24T13:27:29.000","1","1.6000000000000001","-73.989705999999998","40.737667999999999","1","N","-73.975673","40.756402000000001","CSH","6.9000000000000004","0","0.5","0","0","7.4000000000000004","POINT (-73.989706 40.737668)","POINT (-73.975673 40.756402)"
"VTS","2010-06-06T22:30:00.000","2010-06-06T22:46:00.000","1","3.9399999999999999","-73.969234999999998","40.763354999999997","1",,"-74.003354999999999","40.717153000000003","Cre","12.5","0.5","0.5","2","0","15.5","POINT (-73.969235 40.763355)","POINT (-74.003355 40.717153)"
"CMT","2010-12-29T20:39:38.000","2010-12-29T20:50:36.000","4","1.3","-73.962315000000004","40.773803000000001","1","N","-73.976110000000006","40.759926","CRD","7.7000000000000002","0.5","0.5","1.74","0","10.44","POINT (-73.962315 40.773803)","POINT (-73.97611 40.759926)"
"CMT","2010-04-03T21:48:24.000","2010-04-03T21:57:51.000","1","2.1000000000000001","-73.966390000000004","40.762048999999998","1","0","-73.991127000000006","40.751285000000003","Cas","7.7000000000000002","0.5","0.5","0","0","8.6999999999999993","POINT (-73.96639 40.762049)","POINT (-73.991127 40.751285)"
"VTS","2010-12-05T02:07:00.000","2010-12-05T02:12:00.000","1","0.76000000000000001","-73.986450000000005","40.733899999999998","1",,"-73.977971999999994","40.739027","CRD","4.5","0.5","0.5","1","0","6.5","POINT (-73.98645 40.7339)","POINT (-73.977972 40.739027)"
"CMT","2010-05-06T12:14:25.000","2010-05-06T12:33:16.000","1","1","-73.994269000000003","40.750999","1","0","-73.978314999999995","40.750658000000001","Cre","10.1","0","0.5","2.1200000000000001","0","12.720000000000001","POINT (-73.994269 40.750999)","POINT (-73.978315 40.750658)"
"VTS","2010-04-02T08:34:00.000","2010-04-02T08:53:00.000","1","12.869999999999999","-73.978927999999996","40.777501999999998","1",,"-73.879324999999994","40.881455000000003","Cre","28.899999999999999","0","0.5","0","2.0899999999999999","31.489999999999998","POINT (-73.978928 40.777502)","POINT (-73.879325 40.881455)"
"VTS","2010-04-01T09:30:00.000","2010-04-01T09:39:00.000","1","1.1299999999999999","-73.985815000000002","40.773722999999997","1",,"-73.971782000000005","40.760367000000002","CAS","6.5","0","0.5","0","0","7","POINT (-73.985815 40.773723)","POINT (-73.971782 40.760367)"
"VTS","2010-08-31T21:39:00.000","2010-08-31T21:45:00.000","2","1.29","-73.972020000000001","40.765858000000001","1",,"-73.980152000000004","40.775595000000003","CRD","5.7000000000000002","0.5","0.5","2","0","8.6999999999999993","POINT (-73.97202 40.765858)","POINT (-73.980152 40.775595)"
"VTS","2010-07-17T00:10:00.000","2010-07-17T00:26:00.000","1","4.3200000000000003","-74.015307000000007","40.715432","1",,"-73.990847000000002","40.689900000000002","CAS","12.5","0.5","0.5","0","0","13.5","POINT (-74.015307 40.715432)","POINT (-73.990847 40.6899)"
"VTS","2010-10-21T17:54:00.000","2010-10-21T18:13:00.000","1","1.3700000000000001","-73.971112000000005","40.764111999999997","1",,"-73.986372000000003","40.760590000000001","CRD","10.5","1","0.5","2","0","14","POINT (-73.971112 40.764112)","POINT (-73.986372 40.76059)"
"VTS","2010-11-02T16:27:00.000","2010-11-02T16:36:00.000","1","1.54","-74.003707000000006","40.743243","1",,"-73.991046999999995","40.750152","CSH","6.0999999999999996","0","0.5","0","0","6.5999999999999996","POINT (-74.003707 40.743243)","POINT (-73.991047 40.750152)"
"CMT","2010-12-12T12:58:22.000","2010-12-12T13:13:41.000","2","2.1000000000000001","-73.990302","40.741019999999999","1","N","-73.972161999999997","40.762264000000002","CSH","9.6999999999999993","0","0.5","0","0","10.199999999999999","POINT (-73.990302 40.74102)","POINT (-73.972162 40.762264)"
"VTS","2010-06-24T20:01:00.000","2010-06-24T20:06:00.000","2","0.66000000000000003","-73.980395000000001","40.781238000000002","1",,"-73.981386999999998","40.774113","CAS","4.5","0.5","0.5","0","0","5.5","POINT (-73.980395 40.781238)","POINT (-73.981387 40.774113)"
"CMT","2010-10-25T18:19:44.000","2010-10-25T18:34:11.000","1","2.2000000000000002","-73.994135999999997","40.751266999999999","1","N","-73.982883000000001","40.780178999999997","CSH","10.1","1","0.5","0","0","11.6","POINT (-73.994136 40.751267)","POINT (-73.982883 40.780179)"
"CMT","2010-06-22T02:38:35.000","2010-06-22T02:52:26.000","1","5.2000000000000002","-73.967336000000003","40.756552999999997","1","0","-73.910704999999993","40.781832999999999","Cas","14.1","0.5","0.5","0","0","15.1","POINT (-73.967336 40.756553)","POINT (-73.910705 40.781833)"
"CMT","2010-03-19T11:11:14.000","2010-03-19T11:20:46.000","1","1.8","-74.002815999999996","40.760575000000003","1","0","-73.982600000000005","40.773170999999998","Cre","7.2999999999999998","0","0.5","1.2","0","9","POINT (-74.002816 40.760575)","POINT (-73.9826 40.773171)"
"CMT","2010-04-06T07:56:06.000","2010-04-06T07:58:58.000","1","0.69999999999999996","-73.980475999999996","40.765389999999996","1","0","-73.987206","40.755772999999998","Cas","4.0999999999999996","0","0.5","0","0","4.5999999999999996","POINT (-73.980476 40.76539)","POINT (-73.987206 40.755773)"
"VTS","2010-11-14T17:12:00.000","2010-11-14T17:32:00.000","5","4.0899999999999999","-73.999437","40.727992999999998","1",,"-73.959980000000002","40.770077000000001","CSH","13.699999999999999","0","0.5","0","0","14.199999999999999","POINT (-73.999437 40.727993)","POINT (-73.95998 40.770077)"
"CMT","2010-05-13T00:42:26.000","2010-05-13T00:46:39.000","2","0.80000000000000004","-73.989757999999995","40.726228999999996","1","0","-74.002253999999994","40.726506999999998","Cre","4.5","0.5","0.5","0.81999999999999995","0","6.3200000000000003","POINT (-73.989758 40.726229)","POINT (-74.002254 40.726507)"
"CMT","2010-04-21T19:22:35.000","2010-04-21T19:23:52.000","2","0.10000000000000001","-73.943534","40.776992999999997","1","0","-73.945999","40.777771000000001","Cas","2.8999999999999999","1","0.5","0","0","4.4000000000000004","POINT (-73.943534 40.776993)","POINT (-73.945999 40.777771)"
"VTS","2010-02-26T00:37:00.000","2010-02-26T00:48:00.000","1","1.76","-73.973252000000002","40.752625000000002","4",,"-73.990768000000003","40.734932999999998","CSH","7.2999999999999998","0.5","0.5","0","0","8.3000000000000007","POINT (-73.973252 40.752625)","POINT (-73.990768 40.734933)"
"CMT","2010-06-28T13:42:55.000","2010-06-28T13:51:46.000","1","1","-73.984408999999999","40.761705999999997","1","0","-73.970267000000007","40.752679999999998","Cas","6.0999999999999996","0","0.5","0","0","6.5999999999999996","POINT (-73.984409 40.761706)","POINT (-73.970267 40.75268)"
"VTS","2010-12-21T07:43:00.000","2010-12-21T07:48:00.000","2","0.82999999999999996","-73.988545000000002","40.748702000000002","1",,"-73.977429999999998","40.753152999999998","CSH","4.9000000000000004","0","0.5","0","0","5.4000000000000004","POINT (-73.988545 40.748702)","POINT (-73.97743 40.753153)"
"VTS","2010-11-30T13:44:00.000","2010-11-30T13:50:00.000","1","0.55000000000000004","-73.962945000000005","40.778182000000001","1",,"-73.962742000000006","40.772337999999998","CSH","4.5","0","0.5","0","0","5","POINT (-73.962945 40.778182)","POINT (-73.962742 40.772338)"
"VTS","2010-08-18T20:23:00.000","2010-08-18T20:39:00.000","1","4.2599999999999998","-73.971536999999998","40.782142999999998","1",,"-74.007311999999999","40.73377","CSH","12.5","0.5","0.5","0","0","13.5","POINT (-73.971537 40.782143)","POINT (-74.007312 40.73377)"
"CMT","2010-12-10T15:48:59.000","2010-12-10T15:59:27.000","1","1","-73.989807999999996","40.732537999999998","1","N","-74.004576","40.741664","CSH","6.9000000000000004","0","0.5","0","0","7.4000000000000004","POINT (-73.989808 40.732538)","POINT (-74.004576 40.741664)"
"VTS","2010-02-25T11:30:00.000","2010-02-25T11:39:00.000","1","1.8999999999999999","-73.991797000000005","40.744382000000002","1",,"-73.973128000000003","40.764113000000002","CSH","7.2999999999999998","0","0.5","0","0","7.7999999999999998","POINT (-73.991797 40.744382)","POINT (-73.973128 40.764113)"
"CMT","2010-01-31T03:31:34.000","2010-01-31T03:50:59.000","1","6.0999999999999996","-74.005210000000005","40.751327000000003","1","0","-73.928698999999995","40.766809000000002","Cre","16.899999999999999","0.5","0.5","3","0","20.899999999999999","POINT (-74.00521 40.751327)","POINT (-73.928699 40.766809)"
"VTS","2010-01-02T18:45:00.000","2010-01-02T18:47:00.000","2","0.40000000000000002","-73.970039999999997","40.756861999999998","1",,"-73.965348000000006","40.761097999999997","CAS","3.7000000000000002","0","0.5","0","0","4.2000000000000002","POINT (-73.97004 40.756862)","POINT (-73.965348 40.761098)"
"VTS","2010-08-19T08:55:00.000","2010-08-19T08:59:00.000","1","0.69999999999999996","-73.995788000000005","40.726410000000001","1",,"-73.998634999999993","40.718552000000003","CRD","4.5","0","0.5","1","0","6","POINT (-73.995788 40.72641)","POINT (-73.998635 40.718552)"
"VTS","2010-12-14T06:17:00.000","2010-12-14T06:20:00.000","1","1.5600000000000001","-73.955117000000001","40.780011999999999","1",,"-73.9696","40.760379999999998","CSH","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.955117 40.780012)","POINT (-73.9696 40.76038)"
"CMT","2010-01-17T02:26:41.000","2010-01-17T02:31:18.000","1","0.5","-73.990879000000007","40.743769999999998","1","0","-73.985552999999996","40.744238000000003","Cas","4.5","0.5","0.5","0","0","5.5","POINT (-73.990879 40.74377)","POINT (-73.985553 40.744238)"
"VTS","2010-07-26T21:48:00.000","2010-07-26T22:01:00.000","1","2.1400000000000001","-73.958702000000002","40.768652000000003","1",,"-73.979129999999998","40.751221999999999","CAS","8.9000000000000004","0.5","0.5","0","0","9.9000000000000004","POINT (-73.958702 40.768652)","POINT (-73.97913 40.751222)"
"VTS","2010-04-09T10:36:00.000","2010-04-09T10:45:00.000","1","1.4399999999999999","-73.980592999999999","40.738557999999998","1",,"-73.996870000000001","40.728878000000002","Cre","6.9000000000000004","0","0.5","1","0","8.4000000000000004","POINT (-73.980593 40.738558)","POINT (-73.99687 40.728878)"
"VTS","2010-03-10T09:43:00.000","2010-03-10T09:59:00.000","1","5.2400000000000002","-73.984870000000001","40.760260000000002","1",,"-73.940062999999995","40.751978000000001","CSH","14.9","0","0.5","0","0","15.4","POINT (-73.98487 40.76026)","POINT (-73.940063 40.751978)"
"VTS","2010-04-04T03:47:00.000","2010-04-04T04:33:00.000","1","11.59","-73.999853000000002","40.728233000000003","1",,"-73.920254999999997","40.818309999999997","CAS","35.700000000000003","0.5","0.5","0","0","36.700000000000003","POINT (-73.999853 40.728233)","POINT (-73.920255 40.81831)"
"CMT","2010-05-25T09:40:48.000","2010-05-25T10:10:51.000","1","14.4","-73.998705000000001","40.742882999999999","3","0","-74.176992999999996","40.694957000000002","Cas","48.700000000000003","0","0","0","6","54.700000000000003","POINT (-73.998705 40.742883)","POINT (-74.176993 40.694957)"
"VTS","2010-06-24T21:45:00.000","2010-06-24T21:58:00.000","5","3.8799999999999999","-73.998597000000004","40.764408000000003","1",,"-74.010475","40.713921999999997","CAS","11.699999999999999","0.5","0.5","0","0","12.699999999999999","POINT (-73.998597 40.764408)","POINT (-74.010475 40.713922)"
"VTS","2010-11-03T12:45:00.000","2010-11-03T12:54:00.000","1","1.23","-74.005302999999998","40.741211999999997","1",,"-73.995862000000002","40.748218000000001","CRD","6.9000000000000004","0","0.5","2","0","9.4000000000000004","POINT (-74.005303 40.741212)","POINT (-73.995862 40.748218)"
"CMT","2010-06-30T13:41:42.000","2010-06-30T14:24:05.000","2","10.699999999999999","-73.957992000000004","40.769201000000002","1","0","-73.834963000000002","40.760717999999997","Cre","30.100000000000001","0","0.5","2.8300000000000001","4.5700000000000003","38","POINT (-73.957992 40.769201)","POINT (-73.834963 40.760718)"
"VTS","2010-09-12T18:47:00.000","2010-09-12T18:59:00.000","1","2.6000000000000001","-73.963054999999997","40.804367999999997","1",,"-73.967123000000001","40.799377","CSH","8.9000000000000004","0","0.5","0","0","9.4000000000000004","POINT (-73.963055 40.804368)","POINT (-73.967123 40.799377)"
"CMT","2010-10-08T16:04:03.000","2010-10-08T16:17:07.000","1","1.8999999999999999","-74.004317999999998","40.742190000000001","1","N","-73.983879999999999","40.756897000000002","CSH","8.5","0","0.5","0","0","9","POINT (-74.004318 40.74219)","POINT (-73.98388 40.756897)"
"VTS","2010-07-13T18:45:00.000","2010-07-13T18:51:00.000","5","1.3","-73.976870000000005","40.751854999999999","1",,"-73.969087999999999","40.767111999999997","CAS","5.7000000000000002","1","0.5","0","0","7.2000000000000002","POINT (-73.97687 40.751855)","POINT (-73.969088 40.767112)"
"CMT","2010-10-10T00:02:16.000","2010-10-10T00:32:12.000","2","3","-73.974507000000003","40.756881","1","N","-73.987500999999995","40.721922999999997","CRD","16.100000000000001","0.5","0.5","3.4199999999999999","0","20.52","POINT (-73.974507 40.756881)","POINT (-73.987501 40.721923)"
"CMT","2010-01-22T11:26:01.000","2010-01-22T11:45:35.000","1","3.2000000000000002","-74.006226999999996","40.717202","1","0","-73.978110999999998","40.748646999999998","Cre","12.1","0","0.5","1.8899999999999999","0","14.49","POINT (-74.006227 40.717202)","POINT (-73.978111 40.748647)"
"VTS","2010-06-10T12:15:00.000","2010-06-10T12:26:00.000","5","1.5700000000000001","-73.949692999999996","40.772128000000002","1",,"-73.969336999999996","40.764003000000002","CAS","7.7000000000000002","0","0.5","0","0","8.1999999999999993","POINT (-73.949693 40.772128)","POINT (-73.969337 40.764003)"
"CMT","2010-11-11T11:28:22.000","2010-11-11T11:52:49.000","1","4.2000000000000002","-73.999508000000006","40.723666000000001","1","N","-73.961336000000003","40.774506000000002","CRD","15.300000000000001","0","0.5","2","0","17.800000000000001","POINT (-73.999508 40.723666)","POINT (-73.961336 40.774506)"
"CMT","2010-07-07T09:17:21.000","2010-07-07T09:29:11.000","1","1.2","-73.980298000000005","40.764468000000001","1","0","-73.992836999999994","40.748004999999999","Cas","7.2999999999999998","0","0.5","0","0","7.7999999999999998","POINT (-73.980298 40.764468)","POINT (-73.992837 40.748005)"
"VTS","2010-02-17T08:19:00.000","2010-02-17T08:35:00.000","2","1.8600000000000001","-73.965677999999997","40.790452999999999","1",,"-73.949062999999995","40.773474999999998","CRD","9.6999999999999993","0","0.5","2","0","12.199999999999999","POINT (-73.965678 40.790453)","POINT (-73.949063 40.773475)"
"CMT","2010-12-10T06:10:06.000","2010-12-10T06:16:24.000","1","2.3999999999999999","-73.888341999999994","40.755330999999998","1","N","-73.920484999999999","40.766534","CSH","7.7000000000000002","0","0.5","0","0","8.1999999999999993","POINT (-73.888342 40.755331)","POINT (-73.920485 40.766534)"
"CMT","2010-04-04T05:20:35.000","2010-04-04T05:33:19.000","1","4.9000000000000004","-73.988449000000003","40.762739000000003","1","0","-73.914140000000003","40.746101000000003","Cas","12.9","0.5","0.5","0","0","13.9","POINT (-73.988449 40.762739)","POINT (-73.91414 40.746101)"
"CMT","2010-07-19T01:32:45.000","2010-07-19T01:46:54.000","2","4.5999999999999996","-74.009353000000004","40.725839999999998","1","0","-73.979388","40.670847000000002","Cas","13.300000000000001","0.5","0.5","0","0","14.300000000000001","POINT (-74.009353 40.72584)","POINT (-73.979388 40.670847)"
"CMT","2010-07-13T14:16:16.000","2010-07-13T14:33:22.000","1","3.5","-74.009969999999996","40.71087","1","0","-73.995040000000003","40.750373000000003","Cas","12.5","0","0.5","0","0","13","POINT (-74.00997 40.71087)","POINT (-73.99504 40.750373)"
"VTS","2010-06-19T18:47:00.000","2010-06-19T18:58:00.000","5","1.49","-74.003756999999993","40.726112000000001","1",,"-73.980576999999997","40.721711999999997","CAS","7.7000000000000002","0","0.5","0","0","8.1999999999999993","POINT (-74.003757 40.726112)","POINT (-73.980577 40.721712)"
"CMT","2010-08-28T17:49:05.000","2010-08-28T17:59:43.000","2","1.5","-73.965046999999998","40.759819999999998","1","N","-73.983196000000007","40.755200000000002","CSH","7.2999999999999998","0","0.5","0","0","7.7999999999999998","POINT (-73.965047 40.75982)","POINT (-73.983196 40.7552)"
"CMT","2010-06-21T10:19:48.000","2010-06-21T10:36:16.000","1","3.7999999999999998","-73.966414999999998","40.804704000000001","1","0","-73.971958999999998","40.760457000000002","Cas","12.1","0","0.5","0","0","12.6","POINT (-73.966415 40.804704)","POINT (-73.971959 40.760457)"
"CMT","2010-10-02T17:45:25.000","2010-10-02T18:16:12.000","2","5.7000000000000002","-73.972790000000003","40.785732000000003","1","N","-73.992751999999996","40.721415","CRD","19.300000000000001","0","0.5","3.96","0","23.760000000000002","POINT (-73.97279 40.785732)","POINT (-73.992752 40.721415)"
"VTS","2010-01-16T20:05:00.000","2010-01-16T20:10:00.000","2","1.46","-73.960148000000004","40.776248000000002","1",,"-73.976662000000005","40.788428000000003","CAS","5.7000000000000002","0.5","0.5","0","0","6.7000000000000002","POINT (-73.960148 40.776248)","POINT (-73.976662 40.788428)"
"VTS","2010-02-20T18:31:00.000","2010-02-20T18:37:00.000","1","0.95999999999999996","-73.971272999999997","40.763832000000001","1",,"-73.975211999999999","40.756856999999997","CSH","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.971273 40.763832)","POINT (-73.975212 40.756857)"
"CMT","2010-05-14T00:33:33.000","2010-05-14T00:54:24.000","1","6.4000000000000004","-74.000418999999994","40.752834","1","0","-73.937483999999998","40.823664000000001","Cas","17.300000000000001","0.5","0.5","0","0","18.300000000000001","POINT (-74.000419 40.752834)","POINT (-73.937484 40.823664)"
"CMT","2010-01-16T11:35:02.000","2010-01-16T11:45:35.000","1","2.7999999999999998","-73.952561000000003","40.771298000000002","1","0","-73.982536999999994","40.762371999999999","Cas","9.3000000000000007","0","0.5","0","0","9.8000000000000007","POINT (-73.952561 40.771298)","POINT (-73.982537 40.762372)"
"CMT","2010-08-05T12:53:00.000","2010-08-05T13:10:45.000","1","6.2000000000000002","-73.979311999999993","40.749578999999997","1","N","-73.990966999999998","40.692740999999998","CSH","16.899999999999999","0","0.5","0","0","17.399999999999999","POINT (-73.979312 40.749579)","POINT (-73.990967 40.692741)"
"CMT","2010-03-30T10:28:38.000","2010-03-30T10:34:22.000","1","1","-73.965418","40.754947000000001","1","0","-73.955665999999994","40.765777","Cre","5.2999999999999998","0","0.5","0.87","0","6.6699999999999999","POINT (-73.965418 40.754947)","POINT (-73.955666 40.765777)"
"VTS","2010-02-11T08:34:00.000","2010-02-11T09:06:00.000","5","4.4800000000000004","-74.004831999999993","40.737397000000001","1",,"-73.953602000000004","40.766832000000001","CRD","18.100000000000001","0","0.5","2","0","20.600000000000001","POINT (-74.004832 40.737397)","POINT (-73.953602 40.766832)"
"CMT","2010-06-04T19:03:51.000","2010-06-04T19:32:11.000","1","4.9000000000000004","-73.961826000000002","40.764290000000003","1","0","-74.009155000000007","40.716161","Cas","17.300000000000001","1","0.5","0","0","18.800000000000001","POINT (-73.961826 40.76429)","POINT (-74.009155 40.716161)"
"CMT","2010-01-29T19:49:26.000","2010-01-29T19:56:10.000","2","1.3","-73.963091000000006","40.757669999999997","1","0","-73.953811000000002","40.774467000000001","Cas","6.0999999999999996","1","0.5","0","0","7.5999999999999996","POINT (-73.963091 40.75767)","POINT (-73.953811 40.774467)"
"VTS","2010-09-08T18:51:00.000","2010-09-08T19:01:00.000","1","1.4399999999999999","-73.951567999999995","40.769374999999997","1",,"-73.966662999999997","40.762225000000001","CSH","7.7000000000000002","1","0.5","0","0","9.1999999999999993","POINT (-73.951568 40.769375)","POINT (-73.966663 40.762225)"
