"origid","name","address","borough","zipcode","facility_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"41380931","ZWEIHORN CHANINAH - DDS","4119 13 AVENUE","BROOKLYN","11219","Dental X-Ray","40.639345","-73.987612","312","39","36047023200","3135716","3055940003","BK88"
"40503050","STEINBERG DANIEL DMD","405 AVENUE I","BROOKLYN","11230","Dental X-Ray","40.626346","-73.973057","312","44","36047046201","3170447","3065070025","BK42"
"50091549","SUNSET PARK HEALTH COUNCIL INC","850 KENT AVE","BROOKLYN","11205","Dental X-Ray","40.695417","-73.959571","303","33","36047123700","3054671","3018970013","BK75"
"41113252","UCHITELEV VSEVOLOD - DDS","907 ST MARKS AVENUE","BROOKLYN","11213","Dental X-Ray","40.674749","-73.941522","308","36","36047031100","3030805","3012230005","BK61"
"41725400","PORTMAN RIMMA - DDS","144 NORTH 8 STREET","BROOKLYN","11215","Dental X-Ray","40.718799","-73.957807","301","33","36047055300","3061917","3023197501","BK73"
"50060512","BEDFORD STUYVESANT VETERINARY CLINIC","1403 FULTON ST","BROOKLYN","11216","Veterinary X-Ray","40.680155","-73.945068","303","36","36047026900","3053471","3018540061","BK75"
"50069971","LIVE WELL DENTAL SERVICES PLLC","86 PIERREPONT ST","BROOKLYN","11201","Dental X-Ray","40.695418","-73.993848","302","33","36047000502","3001992","3002430027","BK09"
"50094870","LIVE WELL DENTAL SERVICES PLLC","86 PIERREPONT ST","BROOKLYN","11201","Dental CBCT X-Ray","40.695418","-73.993848","302","33","36047000502","3001992","3002430027","BK09"
"50018346","BIOMECHANIX INC.","409 FULTON ST","BROOKLYN","11201","Non-Hospital X-Ray","40.692003","-73.988692","302","33","36047001100","3000281","3001440001","BK38"
"40501418","BLUSTIN VLADIMIR DDS","1916 AVENUE K","BROOKLYN","11230","Dental X-Ray","40.623236","-73.956823","314","45","36047076000","3180555","3067300059","BK43"
"40507092","NYC DEPT OF HEALTH","295 FLATBUSH AVENUE EXTENSION","BROOKLYN","11201","Non-Hospital X-Ray","40.691986","-73.982496","302","35","36047001500","3058406","3020790021","BK38"
"50051380","BROOKLYN MEDICAL PC","410 DITMAS AVE","BROOKLYN","11218","Non-Hospital X-Ray","40.635892","-73.974830","312","39","36047048400","3127139","3053980004","BK41"
"50008480","CITY MEDICAL OF UPPER EAST SIDE PLLC","8712 4TH AVE","BROOKLYN","11209","Non-Hospital X-Ray","40.621860","-74.028749","310","43","36047006000","3153726","3060490041","BK31"
"41175953","BONET MIRIAM - DDS","264 JAMAICA AVENUE","BROOKLYN","11207","Dental X-Ray","40.681012","-73.891390","305","37","36047114600","3086852","3039190010","BK83"
"50033021","ALISON ANIMAL HOSPITAL","224 PROSPECT PARK W FRNT","BROOKLYN","11215","Veterinary X-Ray","40.659952","-73.980757","307","39","36047016900","3026919","3011090045","BK40"
"40495883","ZAWAHIR M. & ZAWAHIR R.","656 72 STREET","BROOKLYN","11209","Non-Hospital X-Ray","40.629460","-74.017974","310","43","36047013400","3147542","3059110031","BK31"
"40903840","ANTHONY G. - MD SALEH","7206 7 AVENUE","BROOKLYN","11209","Non-Hospital X-Ray","40.629224","-74.017865","310","43","36047013400","3147542","3059110031","BK31"
"50013574","BOSS DENTAL P.C","1504 AVENUE U FRNT","BROOKLYN","11229","Dental X-Ray","40.598851","-73.956169","315","48","36047058000","3337284","3073480001","BK44"
"40498076","BIENENSTOCK MARTIN DDS","2940 OCEAN PKWY","BROOKLYN","11235","Dental X-Ray","40.579480","-73.967816","313","48","36047035602","3196582","3072740020","BK23"
"40498237","GRAYSON ISABEL W. - DDS","539 EAST 18 STREET","BROOKLYN","11226","Dental X-Ray","40.637719","-73.960842","314","40","36047051800","3120230","3052040050","BK42"
"50053527","MODERN PHYSICIAN SERVICES PC","366 KNICKERBOCKER AVENUE","BROOKLYN","11237","Non-Hospital X-Ray","40.700549","-73.921429","304","37","36047043100","3074148","3032570029","BK77"
"50058909","COMMUNITY URGENT CARE P.C.","5902 18TH AVE","BROOKLYN","11204","Non-Hospital X-Ray","40.622522","-73.986772","312","44","36047024400","3131783","3055110038","BK88"
"40503523","AVRAMENKO LAWRENCE DDS","501 BRIGHTON BEACH AVE","BROOKLYN","11235","Dental X-Ray","40.577449","-73.962227","313","48","36047036200","3326870","3086750043","BK19"
"50046489","PROSPECT AVE MEDICAL P.C.","501 BRIGHTON BEACH AVE FL 2","BROOKLYN","11235","Non-Hospital X-Ray","40.577449","-73.962227","313","48","36047036200","3326870","3086750043","BK19"
"50089060","CONEY ISLAND DENTAL P.C.","501 BRIGHTON BEACH AVE","BROOKLYN","11235","Dental X-Ray","40.577449","-73.962227","313","48","36047036200","3326870","3086750043","BK19"
"50065963","PROHEALTH CARE ASSOCIATES","2005 CONEY ISLAND AVE","BROOKLYN","11223","Non-Hospital X-Ray","40.608496","-73.962080","315","48","36047055400","3182313","3067740052","BK25"
"40839592","ICL HEALTH CARE CHOICES INC.","6209 16TH AVE","BROOKLYN","11204","Dental X-Ray","40.623596","-73.993242","311","38","36047024800","3132709","3055310006","BK28"
"40968160","BACKER STEVEN - DDS","690 FLATBUSH AVENUE","BROOKLYN","11225","Dental X-Ray","40.656526","-73.960095","309","40","36047079802","3114644","3050260250","BK60"
"41681503","GORODINSKY EDWARD - DDS","389 COURT STREET","BROOKLYN","11231","Dental X-Ray","40.680078","-73.996990","306","39","36047007700","3007780","3004590004","BK33"
"50010800","CITYWIDE HEALTH FACILITY INC","105 KINGS HWY","BROOKLYN","11214","Non-Hospital X-Ray","40.606196","-73.987791","311","44","36047042800","3329040","3062537502","BK29"
"50046617","NYU LUTHERAN ASSOCIATES- 77TH STREET PODIATRY","441 77TH ST","BROOKLYN","11209","Podiatric X-Ray","40.628773","-74.024609","310","43","36047013600","3149279","3059510068","BK31"
"50019140","NYU LANGONE BROOKLYN MEDICAL ASSOCIATES - MARINE PARK","4013 AVENUE U","BROOKLYN","11234","Non-Hospital X-Ray","40.608458","-73.924664","318","46","36047066200","3241851","3085400005","BK45"
"91-3712-01","Robert Hyman M.D.","8115 7TH AVENUE","BROOKLYN","11238","Radioactive Materials","40.621999","-74.019769","310","43","36047014000","3151846","3060010005","BK30"
"40507055","ENRICO DC FERDICO","1736 86 STREET","BROOKLYN","11214","Non-Hospital X-Ray","40.607964","-74.003836","311","43","36047017800","3166546","3063670044","BK27"
"41735441","RASKIN SIMON - DPM PC","1471 46 STREET","BROOKLYN","11219","Dental X-Ray","40.634519","-73.986730","312","44","36047023200","3136782","3056180051","BK88"
"50003070","CHANDHOKE NIRMOLRATTAN","1154 FULTON STREET","BROOKLYN","11216","Dental X-Ray","40.680950","-73.954849","303","36","36047022700","3057752","3020170024","BK69"
"50092041","NIRMOLAR DENTAL PC","1154 FULTON ST","BROOKLYN","11216","Dental CBCT X-Ray","40.680950","-73.954849","303","36","36047022700","3057752","3020170024","BK69"
"41064085","DMITRIY & ZATS TOKAR","1918 AVENUE U","BROOKLYN","11229","Dental X-Ray","40.599278","-73.952272","315","48","36047057800","3199757","3073520007","BK44"
"41587087","PREVENTIVE DIAGNOSTICS INC.","12 SPENCER STREET FL 2ND","BROOKLYN","11205","Non-Hospital X-Ray","40.698512","-73.955970","303","33","36047123700","3048278","3017150029","BK75"
"50070056","BP IMMEDIATE MEDICAL CARE P.C.","735 BEDFORD AVE","BROOKLYN","11205","Non-Hospital X-Ray","40.698413","-73.956897","303","33","36047123700","3048278","3017150029","BK75"
"50036501","AI MEDICAL URGENT CARE PLLC","76 BELMONT AVE","BROOKLYN","11212","Non-Hospital X-Ray","40.668853","-73.907430","316","41","36047090600","3081146","3035260310","BK81"
"91-3646-01","Ijaz Ahmad M.D.","76/78 BELMONT AVE","BROOKLYN","11212","Radioactive Materials","40.668853","-73.907430","316","41","36047090600","3081146","3035260310","BK81"
"50035633","NASSAU DENTAL PARK PC","4522 18TH AVE","BROOKLYN","11204","Dental X-Ray","40.630159","-73.978431","312","44","36047047600","3128550","3054350052","BK88"
"50071404","ERIC LEIBOWITZ","4522 18TH AVE","BROOKLYN","11204","Dental X-Ray","40.630159","-73.978431","312","44","36047047600","3128550","3054350052","BK88"
"40505564","VADER BONNIE DPM","621 AMBOY STREET","BROOKLYN","11212","Podiatric X-Ray","40.654841","-73.910855","316","42","36047089000","3082922","3036320018","BK96"
"40507507","DC37 JORALEMON DENTA","186 JORALEMON STREET","BROOKLYN","11201","Dental X-Ray","40.692662","-73.991843","302","33","36047000900","3002548","3002650040","BK09"
"40605524","GODDARD DAVID - M.D.","186 JORALEMON ST FL 8TH 8TH FLOOR","BROOKLYN","11201","Non-Hospital X-Ray","40.692662","-73.991843","302","33","36047000900","3002548","3002650040","BK09"
"41476824","MENEZES NELSON S. - M.D.","186 JORALEMON STREET","BROOKLYN","11201","Non-Hospital X-Ray","40.692662","-73.991843","302","33","36047000900","3002548","3002650040","BK09"
"41565601","DR. DAVID PULVER","186 JORALEMON STREET 5TH FLOOR","BROOKLYN","11201","Non-Hospital X-Ray","40.692662","-73.991843","302","33","36047000900","3002548","3002650040","BK09"
"50075677","NYU SCHOOL OF MEDICINE","186 JORALEMON ST FL 8","BROOKLYN","11201","Non-Hospital X-Ray","40.692662","-73.991843","302","33","36047000900","3002548","3002650040","BK09"
"50063452","DECENT DENTAL SERVICES P.C.","5801 5TH AVE","BROOKLYN","11220","Dental X-Ray","40.640538","-74.015058","307","38","36047010200","3016046","3008560008","BK34"
"41302643","VLADISLAV UMANSKY - DDS","1620 OCEAN AVENUE SUITE A-1","BROOKLYN","11230","Dental X-Ray","40.622445","-73.955782","314","45","36047076000","3320893","3067300063","BK43"
"50047899","ALL CREATURES VETERINARY HOSPITAL OF BROOKLYN PLLC","643 WASHINGTON AVE FRNT","BROOKLYN","11238","Veterinary X-Ray","40.678137","-73.963818","308","35","36047020500","3414921","3011470009","BK64"
"40731676","CHUDINOVA SOFIYA - DDS","2200 OCEAN AVENUE SUITE 1U","BROOKLYN","11229","Dental X-Ray","40.607935","-73.953037","315","48","36047055000","3183163","3068020014","BK44"
"41247957","HO KENNY - DDS","8618 25 AVENUE","BROOKLYN","11214","Dental X-Ray","40.597421","-73.987732","311","47","36047030000","3185643","3068660051","BK29"
"50046883","THE BROOKLYN HOSPITAL CENTER AT CHURCH AVE","2244 CHURCH AVE","BROOKLYN","11226","Dental X-Ray","40.650424","-73.957825","314","40","36047079400","3117228","3051030042","BK95"
"52-3186-01","New York City Transit Authority","130 LIVINGSTON STREET","BROOKLYN","11201","Radioactive Materials","40.690782","-73.988753","302","33","36047003700","3319419","3001630001","BK38"
"40502558","SPERANZA RONALD - DDS","2361 85TH ST","BROOKLYN","11214","Dental X-Ray","40.600421","-73.989690","311","47","36047029800","3185229","3068550053","BK29"
"50004024","SCHIFF CARL","4915 10TH AVE","BROOKLYN","11219","Non-Hospital X-Ray","40.638870","-73.998858","312","44","36047011400","3137601","3056390001","BK88"
"40504975","SINGER SOLOMON DPM","1421 48 STREET","BROOKLYN","11219","Podiatric X-Ray","40.633874","-73.988680","312","44","36047023400","3137300","3056300068","BK88"
"40501999","PEREZ NELSON","8820 20TH AVE","BROOKLYN","11214","Dental X-Ray","40.600056","-74.002982","311","43","36047028200","3169913","3064660020","BK27"
"40500696","YABLONOVICH GERARDO DDS","1559 49 STREET","BROOKLYN","11219","Dental X-Ray","40.631623","-73.986464","312","44","36047023400","3327495","3054470051","BK88"
"50052576","PRABODH LATHIGARA","1507 DEKALB AVE","BROOKLYN","11237","Dental X-Ray","40.701872","-73.921644","304","37","36047042900","3073623","3032360047","BK77"
"50059611","ORTHO CLUB PC","1122 AVENUE Z FL 1","BROOKLYN","11235","Dental X-Ray","40.587448","-73.958992","315","48","36047060600","3204814","3074557503","BK17"
"50067110","CONCORD NURSING HOME INC","300 MADISON ST","BROOKLYN","11216","Dental X-Ray","40.685206","-73.946287","303","36","36047026700","3051657","3018240012","BK75"
"50083680","ICL HEALTHCARE CHOICES INC","179 JAMAICA AVE","BROOKLYN","11207","Non-Hospital X-Ray","40.679640","-73.894262","305","37","36047114201","3080618","3034870010","BK83"
"40991994","DR. LEVIT LEONID - DDS","3045 OCEAN PARKWAY SUITE 1D","BROOKLYN","11235","Dental X-Ray","40.576647","-73.968441","313","48","36047036200","3244590","3086690068","BK19"
"50079448","LEONID LEVIT DENTAL PC","3045 OCEAN PKWY APT 1D","BROOKLYN","11235","Dental CBCT X-Ray","40.576647","-73.968441","313","48","36047036200","3244590","3086690068","BK19"
"50014485","ANIMAL CLINIC OF MARINE PARK","3616 QUENTIN RD","BROOKLYN","11234","Veterinary X-Ray","40.614765","-73.936600","318","46","36047065600","3213057","3077190048","BK45"
"41736648","MENON RAKESH - M.D.","187 CONKLIN AVE","BROOKLYN","11236","Non-Hospital X-Ray","40.644033","-73.901803","318","46","36047096800","3229686","3081840055","BK50"
"50007574","PROSPECT PARK OPERATING LLC","1455 CONEY ISLAND AVE","BROOKLYN","11230","Non-Hospital X-Ray","40.621803","-73.964601","314","44","36047053400","3180225","3067220073","BK43"
"50003993","BIRCH GREGORY","6414 BAY PKWY BSMT","BROOKLYN","11204","Podiatric X-Ray","40.614300","-73.980972","311","47","36047025400","3133703","3055500036","BK28"
"41587620","USTININA YELENA - DDS P","2084 EAST 17 STREET","BROOKLYN","11229","Dental X-Ray","40.599600","-73.954631","315","48","36047058000","3198174","3073210040","BK44"
"50045672","NYU LUTHERN MEDICAL CENTER PS 288","2950 W 25TH ST","BROOKLYN","11224","Dental X-Ray","40.574411","-73.991940","313","47","36047034200","3189538","3070540045","BK21"
"50068539","SUNSET PARK HEALTH COUNCIL INC. PS 288","2950 W 25TH ST","BROOKLYN","11224","Dental X-Ray","40.574411","-73.991940","313","47","36047034200","3189538","3070540045","BK21"
"40594459","KHABENSKIY ALEKSANDR-D.D.S.","1615 QUENTIN ROAD STE A1","BROOKLYN","11229","Dental X-Ray","40.608398","-73.957023","315","48","36047055200","3182454","3067790042","BK44"
"50078181","HARMONY DENTAL STUDIO PLLC","622 AVENUE U","BROOKLYN","11223","Dental X-Ray","40.597896","-73.964862","315","47","36047039200","3193032","3071330008","BK25"
"40500110","DIAMONDSTEIN NELSON DDS","9229 FLATLANDS AVE","BROOKLYN","11236","Dental X-Ray","40.641301","-73.904333","318","46","36047096400","3254767","3081800001","BK50"
"40504540","PAWSON J. & SURAN S. DPM","9229 FLATLANDS AVE","BROOKLYN","11236","Podiatric X-Ray","40.641301","-73.904333","318","46","36047096400","3254767","3081800001","BK50"
"41338083","ZAK OKSANA - DDS","7806 FLATLAND AVENUE","BROOKLYN","11236","Dental X-Ray","40.634634","-73.914618","318","46","36047095600","3224809","3080150041","BK50"
"41319960","JUPITER BARRY - MD","2569 OCEAN AVENUE","BROOKLYN","11229","Non-Hospital X-Ray","40.598704","-73.951264","315","48","36047057800","3391180","3073537501","BK44"
"40502460","LEE ELLEN-D.D.S.","9311 3 AVENUE","BROOKLYN","11209","Dental X-Ray","40.618505","-74.033074","310","43","36047005800","3155240","3061070008","BK31"
"40657417","SHAPIRO EUGENE - DPM","301 OCEANVIEW AVENUE","BROOKLYN","11235","Podiatric X-Ray","40.579018","-73.964843","313","48","36047036400","3244362","3086630307","BK19"
"40500165","AURBACH SIDNEY DDS","425 NEPTUNE AVE","BROOKLYN","11224","Dental X-Ray","40.580037","-73.969407","313","47","36047035601","3320734","3072530001","BK23"
"40503748","SCHWARTZ STEVEN R DDS","2844 OCEAN PARKWAY","BROOKLYN","11235","Dental X-Ray","40.581022","-73.967459","313","47","36047035601","3320735","3072530001","BK23"
"40561891","KHRAKOVSKY VADIM DDS","2791 WEST 5 STREET","BROOKLYN","11224","Dental X-Ray","40.580307","-73.971664","313","47","36047035601","3320736","3072530001","BK23"
"40842992","NATAPOV BORIS - DDS","2844 OCEAN PARKWAY","BROOKLYN","11235","Dental X-Ray","40.581022","-73.967459","313","47","36047035601","3320735","3072530001","BK23"
"50061525","A+ PODIATRIC CARE P.C.","2844 OCEAN PKWY STE 6","BROOKLYN","11235","Podiatric X-Ray","40.581022","-73.967459","313","47","36047035601","3320735","3072530001","BK23"
"50064058","BRIGHT SMILE DENTAL PC","2791 W 5TH ST","BROOKLYN","11224","Dental CBCT X-Ray","40.580307","-73.971664","313","47","36047035601","3320736","3072530001","BK23"
"41744042","CARUSO JILL - DVM","2455 MCDONALD AVENUE","BROOKLYN","11223","Veterinary X-Ray","40.591975","-73.973932","315","47","36047038600","3194370","3071730001","BK26"
"50050628","YAKOV S EISENBERGER DDS","1365 48TH ST","BROOKLYN","11219","Dental X-Ray","40.634786","-73.990193","312","44","36047023400","3137252","3056290051","BK88"
"50076371","SUNSET PARK HEALTH COUNCIL INC","700 CORTELYOU RD","BROOKLYN","11218","Dental X-Ray","40.638686","-73.971651","312","40","36047049000","3126842","3053910001","BK41"
"40838867","ESSES ABRAHAM - D.D.S","2245 OCEAN AVENUE","BROOKLYN","11229","Dental X-Ray","40.607115","-73.952857","315","48","36047055000","3183215","3068030062","BK44"
"40970169","ROBERT B. SOUFERIAN- DDS","8301 3RD AVE","BROOKLYN","11209","Dental X-Ray","40.625587","-74.030181","310","43","36047006200","3152411","3060170010","BK31"
"41422176","KOHN DESIDER - D.M.D","5118 14 AVENUE","BROOKLYN","11219","Dental X-Ray","40.632423","-73.991252","312","44","36047023600","3138390","3056560045","BK88"
"41083867","MAIMONIDES DIVISION OF RADIATION ON FPP","6300 8 AVENUE","BROOKLYN","11220","Non-Hospital X-Ray","40.633715","-74.011425","310","38","36047011800","3143889","3057940100","BK34"
"50093280","ALLIANCE HEALTHCARE SERVICES INC","6300 8TH AVE","BROOKLYN","11220","Non-Hospital X-Ray","40.633715","-74.011425","310","38","36047011800","3143889","3057940100","BK34"
"77-0000047","Maimonides Medical Center/Maimonides Cancer Center","6300 8TH AVENUE","BROOKLYN","11220","Linear Accelerator","40.633715","-74.011425","310","38","36047011800","3143889","3057940100","BK34"
"50083542","SIMON RASKIN DPM PC","1078 FULTON ST","BROOKLYN","11238","Podiatric X-Ray","40.681569","-73.957805","303","36","36047022700","3397114","3020167501","BK69"
"41326646","WOHL THEODORE - DMD","1680 EAST 19 STREET","BROOKLYN","11229","Dental X-Ray","40.609199","-73.954502","315","48","36047055200","3182489","3067810037","BK44"
"40734278","COPULSKY ROBERT - M.D.","3131 KINGS HIGHWAY SUITE C11","BROOKLYN","11234","Non-Hospital X-Ray","40.617700","-73.943186","318","45","36047074600","3210426","3076670074","BK58"
"50063298","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","3131 KINGS HWY STE A4","BROOKLYN","11234","Non-Hospital X-Ray","40.617700","-73.943186","318","45","36047074600","3210426","3076670074","BK58"
"91-3198-01","Barry L. Huppert M.D.","3131 KINGS HIGHWAY","BROOKLYN","11234","Radioactive Materials","40.617700","-73.943186","318","45","36047074600","3210426","3076670074","BK58"
"50074607","SUNSET PARK HEALTH COUNCIL INC SOUTHWEST BROOKLYN DENTAL PRACTICE PLLC","215 54TH ST","BROOKLYN","11220","Dental X-Ray","40.646532","-74.018702","307","38","36047002000","3337290","3008130074","BK32"
"50074609","SUNSET PARK HEALTH COUNCIL INC SOUTTHWEST BROOKLYN DENTAL PRACTICE PLLC","215 54TH ST","BROOKLYN","11220","Dental CBCT X-Ray","40.646532","-74.018702","307","38","36047002000","3337290","3008130074","BK32"
"41093540","LEFKOWITZ MATHEW - MD","185 MONTAGUE STREET 6TH FLOOR","BROOKLYN","11201","Non-Hospital X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"41423412","ENDODONTIC ASSOCIATES AT H","185 MONTAGUE STREET 9TH FLOOR","BROOKLYN","11201","Dental X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"41534648","ZIDILE MICHAEL - DDS","185 MONTAGUE STREET","BROOKLYN","11201","Dental X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"50088589","BROOKLYN PERIDONTICS AND IMPLANT DENTISTRY PC","185 MONTAGUE ST FL 9","BROOKLYN","11201","Dental CBCT X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"50038042","ENDODONTIC ASSOCIATES AT HANSON PLACE PC","185 MONTAGUE ST FL 9","BROOKLYN","11201","Dental CBCT X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"50060285","IRWIN KOLIN D.D.S. P.C.","185 MONTAGUE ST FL 8","BROOKLYN","11201","Dental X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"50060653","STANLEY HARRIS","185 MONTAGUE ST FL 8","BROOKLYN","11201","Dental X-Ray","40.694120","-73.991832","302","33","36047000900","3002009","3002440013","BK09"
"50038048","CITY PRACTICE GROUP OF NEW YORK LLC","1305 KINGS HWY","BROOKLYN","11229","Non-Hospital X-Ray","40.608103","-73.959887","315","48","36047055400","3182394","3067760044","BK25"
"50065749","HOWARD HSU DDS PC","7121 20TH AVE FL 1","BROOKLYN","11204","Dental X-Ray","40.612954","-73.989559","311","47","36047026600","3158029","3061850002","BK28"
"40502824","DIGREGORIO JOHN J. - DDS","574 BAY RIDGE PARKWAY","BROOKLYN","11209","Dental X-Ray","40.628512","-74.021043","310","43","36047013400","3148847","3059420038","BK31"
"50081208","JOHN DIGREGORIO","574 BAY RIDGE PKWY","BROOKLYN","11209","Dental CBCT X-Ray","40.628512","-74.021043","310","43","36047013400","3148847","3059420038","BK31"
"91-3500-01","K. Peter Rentrop M.D.","2329 NOSTRAND AVENUE","BROOKLYN","11210","Radioactive Materials","40.627953","-73.947086","318","45","36047074200","3207055","3075940022","BK58"
"40498432","TAGLIANETTI ROBERT DDS","7825 4TH AVE","BROOKLYN","11209","Dental X-Ray","40.628413","-74.026043","310","43","36047013600","3150336","3059700001","BK31"
"50075400","AESTHETIC AND IMPLANT DENTAL ARTS PC","7825 4TH AVE APT A2","BROOKLYN","11209","Dental X-Ray","40.628413","-74.026043","310","43","36047013600","3150336","3059700001","BK31"
"50080042","AESTHETIC AND IMPLANT DENTAL ARTS PC","7825 4TH AVE APT A2","BROOKLYN","11209","Dental CBCT X-Ray","40.628413","-74.026043","310","43","36047013600","3150336","3059700001","BK31"
"41290531","DIAZ ORLANDO R. - DV","760 GRAND ST","BROOKLYN","11211","Veterinary X-Ray","40.711741","-73.942784","301","34","36047049500","3069613","3027890018","BK90"
"40502962","INGBERMAN S. DDS","749 OCEAN PKWY","BROOKLYN","11230","Dental X-Ray","40.630210","-73.971600","314","40","36047048200","3128121","3054280001","BK42"
"50074362","M & M DENTAL OFFICE PC","106 BEVERLEY RD","BROOKLYN","11218","Dental X-Ray","40.642939","-73.978870","312","39","36047048600","3125226","3053530001","BK41"
"41457474","ACCORD PHYSICIANS PLLC","2632 EAST 14 STREET","BROOKLYN","11235","Non-Hospital X-Ray","40.586903","-73.955097","315","48","36047060600","3394282","3074580018","BK17"
"40935054","BELENKIY SERGEY - DMD","10 PLAZA ST E STE 1F SUITE 1F","BROOKLYN","11238","Dental X-Ray","40.675474","-73.970647","308","39","36047015900","3029306","3011690001","BK37"
"41259718","SCANTLEBURY SOPHIA - DDS","10 PLAZA ST EAST STE 1H","BROOKLYN","11238","Dental X-Ray","40.675474","-73.970647","308","39","36047015900","3029306","3011690001","BK37"
"41442675","YANG JANE - DDS","5115 8 AVENUE","BROOKLYN","11220","Dental X-Ray","40.640410","-74.004432","312","38","36047010800","3138130","3056510004","BK34"
"40503312","GRINBERG SOLOMON DDS","1414 AVENUE P","BROOKLYN","11229","Dental X-Ray","40.610317","-73.959287","315","48","36047055400","3182408","3067770005","BK25"
"50065393","BAY RIDGE CHIROPRACTIC P.C.","7601 5TH AVE","BROOKLYN","11209","Non-Hospital X-Ray","40.628589","-74.022995","310","43","36047013600","3149302","3059520010","BK31"
"50050611","OCEAN-SIDE DENTAL PC","3260 CONEY ISLAND AVE APT A4","BROOKLYN","11235","Dental X-Ray","40.576480","-73.959531","313","48","36047036002","3245127","3086920041","BK19"
"40714468","SANTANA JOSE E. - DDS","7115 5 AVENUE","BROOKLYN","11209","Dental X-Ray","40.632355","-74.021455","310","43","36047013000","3146647","3058930008","BK31"
"41180548","AVANESSOV VALENTIN - M.D.","3059 BRIGHTON 13 STREET","BROOKLYN","11235","Non-Hospital X-Ray","40.578875","-73.956297","313","48","36047061004","3245651","3087160078","BK19"
"41745528","KYAZIMOVA GYULNARA","1906 MERMAID AVENUE","BROOKLYN","11224","Dental X-Ray","40.576480","-73.986033","313","47","36047032600","3398528","3070600010","BK21"
"50058230","SUNSET PARK HEALTH COUNCIL INC","6214 4TH AVE","BROOKLYN","11220","Dental X-Ray","40.639571","-74.019760","307","38","36047007200","3143927","3057990038","BK32"
"50078929","PM PEDIATRICS REALTY-BENSONHURST LLC","1823 86TH ST","BROOKLYN","11214","Non-Hospital X-Ray","40.606990","-74.002186","311","47","36047027800","3165786","3063440066","BK28"
"40501377","CHUBAK BRUCE DDS","1358 43RD ST","BROOKLYN","11219","Dental X-Ray","40.637629","-73.987386","312","39","36047023200","3136201","3056050037","BK88"
"50080455","NASSI FIGDOR","540 E NEW YORK AVE","BROOKLYN","11225","Dental X-Ray","40.661927","-73.944716","309","40","36047080600","3392222","3047937503","BK60"
"50096576","ZWANGER & PESIRI RADIOLOGY GROUP LLP","1128 EASTERN PKWY","BROOKLYN","11213","Non-Hospital X-Ray","40.668765","-73.930659","309","41","36047034900","3037571","3013970006","BK61"
"40503225","NARAYAN PATEL","326 7 STREET","BROOKLYN","11215","Dental X-Ray","40.670207","-73.984946","306","39","36047013700","3021885","3009990010","BK37"
"40556866","IFTIKHAR DIN & KAZEEM S","326 7 STREET","BROOKLYN","11215","Non-Hospital X-Ray","40.670207","-73.984946","306","39","36047013700","3021885","3009990010","BK37"
"41127198","RAMOS JR. MAXIMO J. - D.M","2375 OCEAN AVENUE CORNER AVE SOUTH - APT. 1F CORNER AVE","BROOKLYN","11229","Dental X-Ray","40.603458","-73.952172","315","48","36047056000","3197060","3072990001","BK44"
"50005161","FAMILY SMILE DENTAL","1985 OCEAN AVE APT 1D","BROOKLYN","11230","Dental X-Ray","40.613126","-73.954002","314","48","36047054600","3182067","3067670001","BK43"
"41384570","NY METHODIST FAMIL","1910 NOSTRAND AVENUE","BROOKLYN","11226","Dental X-Ray","40.639109","-73.948331","317","45","36047082800","3256665","3052160058","BK95"
"40506220","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHNECTADY AVENUE","BROOKLYN","11203","Hospital X-Ray","40.659322","-73.934111","309","41","36047087800","3327565","3046020005","BK60"
"41709175","BRADY LINDA - MD","585 SCHENECTADY AVENUE","BROOKLYN","11203","Dental X-Ray","40.659322","-73.934111","309","41","36047087800","3327565","3046020005","BK60"
"91-3018-01","Kingsbrook Jewish Medical Center","585 SCHENECTADY AVENUE","BROOKLYN","11203","Radioactive Materials","40.659322","-73.934111","309","41","36047087800","3327565","3046020005","BK60"
"50046439","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES PC","1000 CHURCH AVE","BROOKLYN","11218","Non-Hospital X-Ray","40.646651","-73.970166","314","40","36047152200","3116361","3050710080","BK42"
"40505233","LOUIS DPM JABLIN","6105 FIFTH AVENUE","BROOKLYN","11220","Podiatric X-Ray","40.638795","-74.016866","307","38","36047012200","3143771","3057920008","BK32"
"50059830","STARRET CITY MEDICAL PC","10510 FLATLANDS AVE","BROOKLYN","11236","Non-Hospital X-Ray","40.647622","-73.894522","318","46","36047098400","3398452","3082130038","BK50"
"41630598","KHAYTSIN EUGENE - DDS P","154 AVENUE T","BROOKLYN","11223","Dental X-Ray","40.598539","-73.979485","311","47","36047040000","3191059","3070980001","BK29"
