"unique_id","publish_date","site_id","status","ppt_id","address","city","state","zip","boro","latitude","longitude","cross_street_1","cross_street_2","corner","install_date","active_date","wifi_status","tablet_status","phone_status","community_board","council_district","census_tract","nta","nta_name"
"20181120_041521.mn-07-133629","2018-11-20T04:15:21.000","mn-07-133629","Link Active!","133629","2396 BROADWAY","New York","NY","10024","Manhattan","40.789424","-73.975391","WEST 87 STREET","WEST 88 STREET","SEC","2017-11-22T00:00:00.000","2018-04-11T00:00:00.000","up","up","up","7","6","175","MN12","Upper West Side"
"20181120_041521.mn-07-133635","2018-11-20T04:15:21.000","mn-07-133635","Link Active!","133635","2495 BROADWAY","New York","NY","10025","Manhattan","40.79269555","-73.97343761","WEST 93 STREET","WEST 92 STREET","SWC","2017-11-22T00:00:00.000","2018-03-15T00:00:00.000","up","up","up","7","6","179","MN12","Upper West Side"
"20181120_041521.mn-07-138046","2018-11-20T04:15:21.000","mn-07-138046","Link Active!","138046","155 WEST 68 STREET","New York","NY","10023","Manhattan","40.775999","-73.983247","AMSTERDAM AVENUE","BROADWAY","NE","2016-07-15T00:00:00.000","2016-07-21T00:00:00.000","up","up","up","7","6","153","MN14","Lincoln Square"
"20181120_041521.mn-08-107873","2018-11-20T04:15:21.000","mn-08-107873","Link Active!","107873","1220 1 AVENUE","New York","NY","10065","Manhattan","40.76385539762169","-73.95875952098561","EAST 66 STREET","EAST 65 STREET","SE","2017-12-07T00:00:00.000","2018-03-06T00:00:00.000","up","up","up","8","5","116","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-108268","2018-11-20T04:15:21.000","mn-08-108268","Link Active!","108268","1187 1 AVENUE","New York","NY","10065","Manhattan","40.76292088","-73.95971503","EAST 64 STREET","EAST 65 STREET","NW","2018-03-23T00:00:00.000","2018-06-07T00:00:00.000","up","up","up","8","5","118","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-119825","2018-11-20T04:15:21.000","mn-08-119825","Link Active!","119825","184 EAST 87 STREET","New York","NY","10028","Manhattan","40.779535","-73.953715","3 AVENUE","LEXINGTON AVENUE","SW","2016-02-26T00:00:00.000","2016-03-23T00:00:00.000","up","down","up","8","5","14802","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-08-119830","2018-11-20T04:15:21.000","mn-08-119830","Link Active!","119830_119831","1675 3 AVENUE","New York","NY","10128","Manhattan","40.78328877","-73.9505618","EAST 93 STREET","EAST 94 STREET","NE","2016-07-01T00:00:00.000","2016-07-15T00:00:00.000","up","up","up","8","5","154","MN32","Yorkville"
"20181120_041521.mn-08-120850","2018-11-20T04:15:21.000","mn-08-120850","Link Active!","120850_120851","1494 1 AVENUE","New York","NY","10075","Manhattan","40.77152635","-73.95313791","EAST 78 STREET","EAST 77 STREET","SE","2018-01-25T00:00:00.000","2018-05-10T00:00:00.000","up","up","up","8","5","132","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-121767","2018-11-20T04:15:21.000","mn-08-121767","Link Active!","121767_121768","300 EAST 61 STREET","New York","NY","10065","Manhattan","40.76174825","-73.96331113","2 AVENUE","ED KOCH QUEENSBORO BRIDGE EXIT","SE","2017-11-11T00:00:00.000","2018-02-16T00:00:00.000","up","up","up","8","5","110","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-128743","2018-11-20T04:15:21.000","mn-08-128743","Link Active!","128743","228 EAST 86 STREET","New York","NY","10028","Manhattan","40.77823255727984","-73.95282089266084","2 AVENUE","3 AVENUE","SW","2016-11-04T00:00:00.000","2017-02-01T00:00:00.000","up","up","up","8","5","14601","MN32","Yorkville"
"20181120_041521.mn-08-134739","2018-11-20T04:15:21.000","mn-08-134739","Link Active!","134739","1347 3 AVENUE","New York","NY","10021","Manhattan","40.77281462","-73.95822043","EAST 77 STREET","EAST 76 STREET","SE","2016-04-16T00:00:00.000","2016-05-16T00:00:00.000","up","up","up","8","4","134","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135066","2018-11-20T04:15:21.000","mn-08-135066","Link Active!","135066_135107","1223 2 AVENUE","New York","NY","10065","Manhattan","40.76389092","-73.96208669","EAST 64 STREET","EAST 65 STREET","NW","2018-01-27T00:00:00.000","2018-04-11T00:00:00.000","up","up","up","8","4","118","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135080","2018-11-20T04:15:21.000","mn-08-135080","Link Active!","135080_135081","400 EAST 68 STREET","New York","NY","10065","Manhattan","40.76511946","-73.95769383","1 AVENUE","YORK AVENUE","SE","2018-01-25T00:00:00.000","2018-06-15T00:00:00.000","up","up","up","8","5","116","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135869","2018-11-20T04:15:21.000","mn-08-135869","Link Installed; Connecting Power and Fiber","135869","1208 1 AVENUE","New York","NY","10065","Manhattan","40.76343296","-73.95903881","EAST 65 STREET","EAST 66 STREET","NE","2018-03-23T00:00:00.000",,"Not Available","Not Available","Not Available","8","5","116","MN31","Lenox Hill-Roosevelt Island"
"20181120_041521.mn-08-135983","2018-11-20T04:15:21.000","mn-08-135983","Link Active!","135983_136025","20 EAST 60 STREET","New York","NY","10022","Manhattan","40.764097","-73.970823","MADISON AVENUE","PARK AVENUE","SE","2017-01-29T00:00:00.000","2017-05-19T00:00:00.000","up","up","up","8","4","11401","MN40","Upper East Side-Carnegie Hill"
"20181120_041521.mn-09-120573","2018-11-20T04:15:21.000","mn-09-120573","Link Active!","120573","1781 AMSTERDAM AVENUE","New York","NY","10031","Manhattan","40.827195","-73.946043","WEST 148 STREET","WEST 149 STREET","NE","2016-07-19T00:00:00.000","2016-08-10T00:00:00.000","up","up","up","9","7","231","MN04","Hamilton Heights"
"20181120_041521.mn-09-134111","2018-11-20T04:15:21.000","mn-09-134111","Link Active!","134111","1760 AMSTERDAM AVENUE","New York","NY","10031","Manhattan","40.82670709","-73.9466648","WEST 148 STREET","WEST 147 STREET","NW","2018-03-15T00:00:00.000","2018-08-01T00:00:00.000","up","up","up","9","7","233","MN04","Hamilton Heights"
"20181120_041521.mn-09-134420","2018-11-20T04:15:21.000","mn-09-134420","Link Active!","134420","1659 AMSTERDAM AVENUE","New York","NY","10031","Manhattan","40.82312201","-73.94901382","WEST 142 STREET","WEST 141 STREET","SE","2017-06-17T00:00:00.000","2017-08-16T00:00:00.000","up","up","up","9","7","227","MN04","Hamilton Heights"
"20181120_041521.mn-09-134699","2018-11-20T04:15:21.000","mn-09-134699","Link Active!","134699_135706","3647 BROADWAY","New York","NY","10031","Manhattan","40.829809","-73.948201","WEST 150 STREET","WEST 151 STREET","NWC","2018-02-25T00:00:00.000","2018-04-25T00:00:00.000","up","up","up","9","7","237","MN04","Hamilton Heights"
"20181120_041521.mn-09-135619","2018-11-20T04:15:21.000","mn-09-135619","Link Active!","135619_135683","3501 BROADWAY","New York","NY","10031","Manhattan","40.82531855","-73.95148795","WEST 143 STREET","WEST 144 STREET","NW","2017-06-17T00:00:00.000","2017-08-18T00:00:00.000","up","up","up","9","7","229","MN04","Hamilton Heights"
"20181120_041521.mn-09-136457","2018-11-20T04:15:21.000","mn-09-136457","Link Active!","136457_136458","1780 AMSTERDAM AVENUE","New York","NY","10031","Manhattan","40.82730494","-73.94622593","WEST 149 STREET","WEST 148 STREET","NW","2018-03-15T00:00:00.000","2018-04-26T00:00:00.000","up","up","up","9","7","233","MN04","Hamilton Heights"
"20181120_041521.mn-10-120062","2018-11-20T04:15:21.000","mn-10-120062","Link Active!","120062_120063","201 WEST 145 STREET","New York","NY","10039","Manhattan","40.821828","-73.939286","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","NW","2017-07-19T00:00:00.000","2017-09-12T00:00:00.000","up","up","up","10","9","232","MN03","Central Harlem North-Polo Grounds"
"20181120_041521.mn-10-131051","2018-11-20T04:15:21.000","mn-10-131051","Link Active!","131051","2097 FREDERICK DOUGLASS BOULEVARD","New York","NY","10026","Manhattan","40.80260688","-73.95679626","WEST 113 STREET","WEST 114 STREET","NW","2016-09-24T00:00:00.000","2016-10-20T00:00:00.000","up","up","up","10","9","19702","MN11","Central Harlem South"
"20181120_041521.mn-10-136677","2018-11-20T04:15:21.000","mn-10-136677","Link Active!","136677_136698","2079 FREDERICK DOUGLASS BOULEVARD","New York","NY","10026","Manhattan","40.80234988","-73.95698009","WEST 113 STREET","WEST 112 STREET","SW","2016-10-08T00:00:00.000","2016-10-31T00:00:00.000","up","up","up","10","9","19702","MN11","Central Harlem South"
"20181120_041521.mn-10-137208","2018-11-20T04:15:21.000","mn-10-137208","Link Active!","137208_137237","2640 FREDERICK DOUGLASS BOULEVARD","New York","NY","10030","Manhattan","40.8201217","-73.94377622","WEST 141 STREET","WEST 140 STREET","SE","2016-11-17T00:00:00.000","2016-12-16T00:00:00.000","up","up","up","10","9","230","MN03","Central Harlem North-Polo Grounds"
"20181120_041521.mn-10-138528","2018-11-20T04:15:21.000","mn-10-138528","Link Active!","138528_138529","99 WEST 116 STREET","New York","NY","10026","Manhattan","40.80194888","-73.9492591","LENOX AVENUE","5 AVENUE","NE","2016-12-21T00:00:00.000","2017-02-06T00:00:00.000","up","up","up","10","9","190","MN11","Central Harlem South"
"20181120_041521.mn-10-142554","2018-11-20T04:15:21.000","mn-10-142554","Link Active!","142554","2570 ADAM CLAYTON POWELL JR. BOULEVARD","New York","NY","10039","Manhattan","40.8240811","-73.93750775","WEST 149 STREET","WEST 148 STREET","SW","2017-07-19T00:00:00.000","2017-09-15T00:00:00.000","up","up","up",,,,,
"20181120_041521.mn-10-142858","2018-11-20T04:15:21.000","mn-10-142858","Link Active!","142858","2070 FREDERICK DOUGLASS BOULEVARD","New York","NY","10026","Manhattan","40.801938","-73.957067","WEST 112 STREET","WEST 113 STREET","NE","2017-06-30T00:00:00.000","2017-08-07T00:00:00.000","up","up","up","10","9","216","MN11","Central Harlem South"
"20181120_041521.mn-12-111735","2018-11-20T04:15:21.000","mn-12-111735","Link Active!","111735","3800 BROADWAY","New York","NY","10032","Manhattan","40.834722","-73.944176","WEST 158 STREET","WEST 159 STREET","NE","2017-06-10T00:00:00.000","2017-07-20T00:00:00.000","up","up","up","12","7","245","MN36","Washington Heights South"
"20181120_041521.mn-12-111956","2018-11-20T04:15:21.000","mn-12-111956","Link Active!","111956","1952 AMSTERDAM AVENUE","New York","NY","10032","Manhattan","40.83273107","-73.94226576","WEST 157 STREET","WEST 156 STREET","SW","2016-07-15T00:00:00.000","2016-07-21T00:00:00.000","up","up","up","12","7","241","MN36","Washington Heights South"
"20181120_041521.mn-12-120334","2018-11-20T04:15:21.000","mn-12-120334","Link Active!","120334","600 WEST 162 STREET","New York","NY","10032","Manhattan","40.837241","-73.942876","BROADWAY","FORT WASHINGTON AVENUE","SWC","2017-11-11T00:00:00.000","2018-02-06T00:00:00.000","up","up","up","12","7","245","MN36","Washington Heights South"
"20181120_041521.mn-12-120451","2018-11-20T04:15:21.000","mn-12-120451","Link Active!","120451","580 WEST 156 STREET","New York","NY","10032","Manhattan","40.83328532","-73.94509159","BROADWAY","AMSTERDAM AVENUE","SE","2016-12-20T00:00:00.000","2017-02-01T00:00:00.000","up","up","up","12","7","241","MN36","Washington Heights South"
"20181120_041521.mn-12-120460","2018-11-20T04:15:21.000","mn-12-120460","Link Active!","120460","1976 AMSTERDAM AVENUE","New York","NY","10032","Manhattan","40.833447","-73.94174","WEST 158 STREET","WEST 157 STREET","SW","2016-07-15T00:00:00.000","2016-07-21T00:00:00.000","up","up","up","12","7","241","MN36","Washington Heights South"
"20181120_041521.mn-12-120469","2018-11-20T04:15:21.000","mn-12-120469","Link Active!","120469","2048 AMSTERDAM AVENUE","New York","NY","10032","Manhattan","40.835729","-73.940075","WEST 162 STREET","WEST 161 STREET","SW","2016-10-22T00:00:00.000","2016-12-02T00:00:00.000","up","up","up","12","7","245","MN36","Washington Heights South"
"20181120_041521.mn-12-120655","2018-11-20T04:15:21.000","mn-12-120655","Link Active!","120655","1495 ST. NICHOLAS AVENUE","New York","NY","10033","Manhattan","40.85162018","-73.93218652","WEST 184 STREET","WEST 185 STREET","SWC","2017-11-22T00:00:00.000","2018-02-20T00:00:00.000","up","up","up","12","10","271","MN35","Washington Heights North"
"20181120_041521.qu-01-142852","2018-11-20T04:15:21.000","qu-01-142852","Link Active!","142852","35-01 BROADWAY","New York","NY","11106","Queens","40.76047267","-73.92201908","35 STREET","36 STREET","NE","2017-03-25T00:00:00.000","2017-05-23T00:00:00.000","up","up","up","1","22","61","QN70","Astoria"
"20181120_041521.qu-01-143435","2018-11-20T04:15:21.000","qu-01-143435","Link Active!","143435","41-01 BROADWAY","New York","NY","11103","Queens","40.75859125","-73.91801561","41 STREET","42 STREET","NE","2017-05-12T00:00:00.000","2017-07-10T00:00:00.000","up","up","up","1","22","155","QN70","Astoria"
"20181120_041521.qu-01-145923","2018-11-20T04:15:21.000","qu-01-145923","Link Active!","145923","38-02 31 STREET","New York","NY","11101","Queens","40.75371822","-73.93221564","38 AVENUE","39 AVENUE","NE","2017-09-16T00:00:00.000","2018-02-12T00:00:00.000","up","up","up","1","26","31","QN68","Queensbridge-Ravenswood-Long Island City"
"20181120_041521.qu-01-145947","2018-11-20T04:15:21.000","qu-01-145947","Link Active!","145947","34-24 30 AVENUE","New York","NY","11103","Queens","40.76540165","-73.91836041","35 STREET","34 STREET","SE","2017-09-16T00:00:00.000","2017-10-25T00:00:00.000","up","up","up","1","22","63","QN70","Astoria"
"20181120_041521.qu-01-145953","2018-11-20T04:15:21.000","qu-01-145953","Link Active!","145953","45-18 BROADWAY","New York","NY","11103","Queens","40.75672431","-73.9143831","46 STREET","45 STREET","SW","2017-09-30T00:00:00.000","2018-01-10T00:00:00.000","up","up","up","1","26","161","QN70","Astoria"
"20181120_041521.qu-01-145957","2018-11-20T04:15:21.000","qu-01-145957","Link Active!","145957","43-60 NORTHERN BOULEVARD","New York","NY","11101","Queens","40.75374563","-73.9177028","45 STREET","44 STREET","NW","2017-09-30T00:00:00.000","2017-11-07T00:00:00.000","up","down","up","1","26","171","QN31","Hunters Point-Sunnyside-West Maspeth"
"20181120_041521.qu-01-146035","2018-11-20T04:15:21.000","qu-01-146035","Link Active!","146035","32-50 50 STREET","New York","NY","11103","Queens","40.75448755","-73.9116866","NEWTOWN ROAD","NORTHERN BOULEVARD","NW","2017-12-15T00:00:00.000","2018-02-28T00:00:00.000","up","up","up","1","26","163","QN70","Astoria"
"20181120_041521.qu-01-146038","2018-11-20T04:15:21.000","qu-01-146038","Link Active!","146038","35-19 31 AVENUE","New York","NY","11103","Queens","40.762564","-73.919579","36 STREET","35 STREET","NW","2017-12-15T00:00:00.000","2018-03-08T00:00:00.000","up","up","up","1","22","63","QN70","Astoria"
"20181120_041521.qu-03-125430","2018-11-20T04:15:21.000","qu-03-125430","Link Installed; Connecting Power and Fiber","125430_125431","32-52 100 STREET","New York","NY","11369","Queens","40.75748463","-73.86858881","32 AVENUE","NORTHERN BOULEVARD","NW","2018-04-28T00:00:00.000",,"Not Available","Not Available","Not Available","3","21","363","QN27","East Elmhurst"
"20181120_041521.qu-03-134080","2018-11-20T04:15:21.000","qu-03-134080","Link Active!","134080","77-01 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74722343","-73.888492","77 STREET","78 STREET","NE","2017-07-08T00:00:00.000","2017-08-25T00:00:00.000","up","up","up","3","25","287","QN28","Jackson Heights"
"20181120_041521.qu-03-136451","2018-11-20T04:15:21.000","qu-03-136451","Link Active!","136451","85-05 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74801962","-73.88092373","85 STREET","86 STREET","NE","2017-08-31T00:00:00.000","2017-10-06T00:00:00.000","up","up","up","3","21","279","QN28","Jackson Heights"
"20181120_041521.qu-03-136656","2018-11-20T04:15:21.000","qu-03-136656","Link Active!","136656","93-19 ROOSEVELT AVENUE","New York","NY","11372","Queens","40.74886920151078","-73.87293329570082","94 STREET","93 STREET","NW","2017-08-05T00:00:00.000","2017-09-08T00:00:00.000","up","up","up","3","21","273","QN28","Jackson Heights"
"20181120_041521.qu-03-139608","2018-11-20T04:15:21.000","qu-03-139608","Link Active!","139608","37-69 80 STREET","New York","NY","11372","Queens","40.74760297","-73.8857513","ROOSEVELT AVENUE","37 AVENUE","NE","2017-08-31T00:00:00.000","2017-10-13T00:00:00.000","up","up","up","3","25","283","QN28","Jackson Heights"
"20181120_041521.qu-03-143455","2018-11-20T04:15:21.000","qu-03-143455","Link Active!","143455","81-02 37 AVENUE","New York","NY","11372","Queens","40.7496063","-73.88507204","81 STREET","82 STREET","SEC","2017-08-19T00:00:00.000","2017-11-08T00:00:00.000","up","up","up","3","21","283","QN28","Jackson Heights"
"20181120_041521.bk-01-109262","2018-11-20T04:15:21.000","bk-01-109262","Link Active!","109262","101 GRAHAM AVENUE","New York","NY","11206","Brooklyn","40.70506042","-73.94291758","MCKIBBIN STREET","SEIGEL STREET","SW","2017-04-28T00:00:00.000","2017-05-23T00:00:00.000","up","up","up","1","34","491","BK90","East Williamsburg"
"20181120_041521.bk-01-109252","2018-11-20T04:15:21.000","bk-01-109252","Link Active!","109252","395 BROADWAY","New York","NY","11211","Brooklyn","40.70720786","-73.95419488","HOOPER STREET","KEAP STREET","NE","2017-12-02T00:00:00.000","2018-02-27T00:00:00.000","up","up","up","1","34","527","BK73","North Side-South Side"
"20181120_041521.bk-01-126659","2018-11-20T04:15:21.000","bk-01-126659","Link Active!","126659","4 Graham Avenue","New York","NY","11206","Brooklyn","40.70099","-73.94209","LAWTON STREET","HART STREET","SEC","2018-02-26T00:00:00.000","2018-04-04T00:00:00.000","up","up","up","1","34","491","BK90","East Williamsburg"
"20181120_041521.qu-06-145955","2018-11-20T04:15:21.000","qu-06-145955","Link Active!","145955","107-15 70th Road","New York","NY","11375","Queens","40.72117684","-73.84560657","AUSTIN STREET","QUEENS BOULEVARD","Midblock","2017-09-30T00:00:00.000","2018-01-16T00:00:00.000","up","up","up","6","29","711","QN17","Forest Hills"
"20181120_041521.qu-09-108791","2018-11-20T04:15:21.000","qu-09-108791","Link Active!","108791","102-01 JAMAICA AVENUE","New York","NY","11418","Queens","40.695225","-73.845226","102 STREET","104 STREET","NE","2017-05-20T00:00:00.000","2017-07-07T00:00:00.000","up","up","up","9","32","26","QN54","Richmond Hill"
"20181120_041521.qu-09-124172","2018-11-20T04:15:21.000","qu-09-124172","Link Active!","124172","80-02 KEW GARDENS ROAD","New York","NY","11415","Queens","40.713983","-73.830838","UNION TURNPIKE","80 ROAD","SE","2016-11-05T00:00:00.000","2016-11-30T00:00:00.000","up","up","up","9","29","773","QN60","Kew Gardens"
"20181120_041521.qu-09-124792","2018-11-20T04:15:21.000","qu-09-124792","Link Active!","124792","101-21 JAMAICA AVENUE","New York","NY","11418","Queens","40.695205","-73.845595","102 STREET","101 STREET","NW","2017-05-20T00:00:00.000","2017-07-07T00:00:00.000","up","up","up","9","32","24","QN54","Richmond Hill"
"20181120_041521.qu-09-124798","2018-11-20T04:15:21.000","qu-09-124798","Link Active!","124798","86-33 FOREST PARKWAY","New York","NY","11421","Queens","40.69245106","-73.86085811","JAMAICA AVENUE","85 ROAD","NE","2017-06-24T00:00:00.000","2017-07-13T00:00:00.000","up","up","up","9","32","12","QN53","Woodhaven"
"20181120_041521.qu-09-127841","2018-11-20T04:15:21.000","qu-09-127841","Link Active!","127841","118-18 JAMAICA AVENUE","New York","NY","11418","Queens","40.699887832826796","-73.8311311976127","LEFFERTS BOULEVARD","MYRTLE AVENUE","SW","2017-05-12T00:00:00.000","2017-06-26T00:00:00.000","up","up","up","9","29","122","QN54","Richmond Hill"
"20181120_041521.qu-09-133287","2018-11-20T04:15:21.000","qu-09-133287","Link Active!","133287","86-15 JAMAICA AVENUE","New York","NY","11421","Queens","40.692672","-73.857547","87 STREET","86 STREET","NWC","2017-10-14T00:00:00.000","2018-01-16T00:00:00.000","up","up","up","9","32","12","QN53","Woodhaven"
"20181120_041521.si-02-145738","2018-11-20T04:15:21.000","si-02-145738","Link Active!","145738","2754 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.564789","-74.115318","RENO AVENUE","CANNON BOULEVARD","NE","2017-02-19T00:00:00.000","2017-02-28T00:00:00.000","up","up","up","2","50","12806","SI25","Oakwood-Oakwood Beach"
"20181120_041521.si-02-145822","2018-11-20T04:15:21.000","si-02-145822","Link Active!","145822","2455 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57143702","-74.10895942","BACHE AVENUE","JACQUES AVENUE","SW","2017-04-10T00:00:00.000","2017-05-25T00:00:00.000","up","up","up","2","50","122","SI45","New Dorp-Midland Beach"
"20181120_041521.si-02-145826","2018-11-20T04:15:21.000","si-02-145826","Link Active!","145826","1678 RICHMOND ROAD","New York","NY","10304","Staten Island","40.589032","-74.101684","DONGAN HILLS AVENUE","BUEL AVENUE","SE","2017-04-10T00:00:00.000","2017-05-25T00:00:00.000","up","up","up","2","50","11401","SI36","Old Town-Dongan Hills-South Beach"
"20181120_041521.si-02-146098","2018-11-20T04:15:21.000","si-02-146098","Link Active!","146098","1660 RICHMOND ROAD","New York","NY","10304","Staten Island","40.58948831","-74.10127071","BUEL AVENUE","LIBERTY AVENUE","NE","2018-06-29T00:00:00.000","2018-07-19T00:00:00.000","up","up","up","2","50","11401","SI36","Old Town-Dongan Hills-South Beach"
"20181120_041521.mn-07-140140","2018-11-20T04:15:21.000","mn-07-140140","Link Installed; Connecting Power and Fiber","140140","2029 BROADWAY","New York","NY","10023","Manhattan","40.776625562335575","-73.98232347220903","WEST 69 STREET","WEST 70 STREET","NWC","2018-04-04T00:00:00.000",,"Not Available","Not Available","Not Available","7","6","153","MN14","Lincoln Square"
"20181120_041521.mn-07-133410","2018-11-20T04:15:21.000","mn-07-133410","Link Active!","133410_133411","2095 BROADWAY","New York","NY","10023","Manhattan","40.77933083","-73.98198995","WEST 73 STREET","WEST 72 STREET","SW","2016-03-29T00:00:00.000","2016-04-27T00:00:00.000","up","up","up","7","6","159","MN14","Lincoln Square"
"20181120_041521.mn-07-133393","2018-11-20T04:15:21.000","mn-07-133393","Link Active!","133393_133394","2245 BROADWAY","New York","NY","10024","Manhattan","40.784712","-73.979564","WEST 80 STREET","WEST 81 STREET","NW","2016-11-05T00:00:00.000","2016-11-21T00:00:00.000","up","up","up","7","6","167","MN12","Upper West Side"
"20181120_041521.mn-07-120536","2018-11-20T04:15:21.000","mn-07-120536","Link Active!","120536","836 AMSTERDAM AVENUE","New York","NY","10025","Manhattan","40.79717824","-73.96822346","WEST 101 STREET","WEST 100 STREET","SW","2016-07-30T00:00:00.000","2016-10-10T00:00:00.000","up","up","up","7","7","187","MN12","Upper West Side"
"20181120_041521.mn-04-122766","2018-11-20T04:15:21.000","mn-04-122766","Link Active!","122766","727 6 AVENUE","New York","NY","10011","Manhattan","40.74351013","-73.99250826","WEST 24 STREET","WEST 23 STREET","SWC","2017-11-11T00:00:00.000","2018-03-06T00:00:00.000","up","up","up","4","3","91","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"20181120_041521.mn-07-120391","2018-11-20T04:15:21.000","mn-07-120391","Link Active!","120391","2740 BROADWAY","New York","NY","10025","Manhattan","40.800581","-73.967782","WEST 105 STREET","WEST 106 STREET","NE","2016-06-24T00:00:00.000","2016-07-11T00:00:00.000","up","up","up","7","7","191","MN12","Upper West Side"
"20181120_041521.mn-07-120267","2018-11-20T04:15:21.000","mn-07-120267","Link Active!","120267","300 WEST 108 STREET","New York","NY","10025","Manhattan","40.80298423","-73.96785533","BROADWAY","RIVERSIDE DRIVE","SW","2016-10-08T00:00:00.000","2016-10-25T00:00:00.000","up","up","up","7","6","195","MN09","Morningside Heights"
"20181120_041521.mn-06-136181","2018-11-20T04:15:21.000","mn-06-136181","Link Active!","136181","936 3 AVENUE","New York","NY","10022","Manhattan","40.759756","-73.968048","EAST 56 STREET","EAST 57 STREET","NW","2016-02-28T00:00:00.000","2016-03-15T00:00:00.000","up","up","up","6","4","11203","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-135586","2018-11-20T04:15:21.000","mn-06-135586","Link Active!","135586_135587","633 3 AVENUE","New York","NY","10017","Manhattan","40.74965755","-73.97510442","EAST 40 STREET","EAST 41 STREET","NE","2017-07-29T00:00:00.000","2018-01-05T00:00:00.000","up","up","up","6","4","88","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-134845","2018-11-20T04:15:21.000","mn-06-134845","Link Active!","134845_134846","541 3 AVENUE","New York","NY","10016","Manhattan","40.74685005","-73.97715884","EAST 36 STREET","EAST 35 STREET","SE","2017-10-28T00:00:00.000","2018-04-10T00:00:00.000","up","up","up","6","4","78","MN20","Murray Hill-Kips Bay"
"20181120_041521.mn-06-136682","2018-11-20T04:15:21.000","mn-06-136682","Link Active!","136682_136683","828 2 AVENUE","New York","NY","10017","Manhattan","40.75118754","-73.97106076","EAST 44 STREET","EAST 45 STREET","NE","2018-01-27T00:00:00.000","2018-04-18T00:00:00.000","up","up","up","6","4","90","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-121813","2018-11-20T04:15:21.000","mn-06-121813","Link Active!","121813_121826","770 3 AVENUE","New York","NY","10017","Manhattan","40.75451175","-73.97187609","EAST 48 STREET","EAST 47 STREET","SW","2016-02-08T00:00:00.000","2016-02-28T00:00:00.000","up","up","up","6","4","92","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-121785","2018-11-20T04:15:21.000","mn-06-121785","Link Active!","121785_121786","962 2 AVENUE","New York","NY","10022","Manhattan","40.755335","-73.968041","EAST 51 STREET","EAST 50 STREET","SEC","2017-10-07T00:00:00.000","2018-02-08T00:00:00.000","up","up","up","6","4","98","MN19","Turtle Bay-East Midtown"
"20181120_041521.mn-06-121780","2018-11-20T04:15:21.000","mn-06-121780","Link Active!","121780_121781","1043 2 AVENUE","New York","NY","10022","Manhattan","40.7579749","-73.96642136","EAST 55 STREET","EAST 54 STREET","SWC","2017-10-07T00:00:00.000","2017-12-15T00:00:00.000","up","up","up","6","4","108","MN19","Turtle Bay-East Midtown"
"20181120_041521.bk-01-140788","2018-11-20T04:15:21.000","bk-01-140788","Link Active!","140788","326 Graham Avenue","New York","NY","11211","Brooklyn","40.713913","-73.944206","DEVOE STREET","METROPOLITAN AVENUE","NE","2017-04-08T00:00:00.000","2017-04-28T00:00:00.000","up","up","up","1","34","497","BK90","East Williamsburg"
"20181120_041521.bk-01-143982","2018-11-20T04:15:21.000","bk-01-143982","Link Active!","143982","32 GRAHAM AVENUE","New York","NY","11206","Brooklyn","40.70193034387478","-73.94223923853747","DEBEVOISE STREET","COOK STREET","NE","2017-07-01T00:00:00.000","2017-08-02T00:00:00.000","up","up","up","1","34","491","BK90","East Williamsburg"
"20181120_041521.bk-01-145859","2018-11-20T04:15:21.000","bk-01-145859","Link Active!","145859","475 MANHATTAN AVENUE","New York","NY","11222","Brooklyn","40.720111","-73.947627","ECKFORD STREET","NEWTON STREET","MIDBLK","2017-06-30T00:00:00.000","2017-08-15T00:00:00.000","up","up","up","1","33","499","BK76","Greenpoint"
"20181120_041521.bk-02-127278","2018-11-20T04:15:21.000","bk-02-127278","Link Active!","127278","126 SMITH STREET","New York","NY","11201","Brooklyn","40.6874966","-73.99002262","DEAN STREET","PACIFIC STREET","NW","2017-07-01T00:00:00.000","2017-09-18T00:00:00.000","up","up","up","2","33","43","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
