"event_id","event_name","start_date_time","end_date_time","event_agency","event_type","event_borough","event_location","event_street_side","street_closure_type","community_board","police_precinct"
"321742","Cypress Hills youthmarket","2017-11-17T11:00:00.000","2017-11-17T18:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," FULTON STREET between RICHMOND STREET and LOGAN STREET","South","Partial Sidewalk Closure ","5, ","75, "
"338048","Radio Control Airplanes","2017-11-27T08:00:00.000","2017-11-27T14:00:00.000","Parks Department","Special Event","Bronx","Ferry Point Park: Ferry Point Park ",,"N/A","10, ","45, "
"320250","Super Soccer Stars Fall 2017","2017-11-24T09:00:00.000","2017-11-24T12:30:00.000","Parks Department","Special Event","Brooklyn","South Oxford Park: Lawn ",,"N/A","2, ","88, "
"370420","Bike Safety Classes","2017-11-18T11:00:00.000","2017-11-18T13:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Southwest MPPA ",,"N/A","26, ","50, "
"376143","Walker Park Afterschool","2017-11-09T11:00:00.000","2017-11-09T19:00:00.000","Parks Department","Special Event","Staten Island","Walker Park: Walker Park - Whole Park ",,"N/A","1, ","120, "
"377038","Wedding celebration","2017-11-18T16:30:00.000","2017-11-18T17:00:00.000","Police Department","Parade","Brooklyn"," OLD FULTON STREET between FURMAN STREET and EVERIT STREET,  WATER STREET between OLD FULTON STREET and PEARL STREET, 155 WATER STREET","Both","Full Street Closure ","2, ","84, "
"337439","Public Tours - Wednesdays","2017-11-08T11:00:00.000","2017-11-08T12:00:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Fountain Terrace ",,"N/A","5, ","14, "
"379604","Permitted Film Event","2017-10-22T09:40:00.000","2017-12-31T12:59:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","Walter Kerr Theatre: 219 West 48th Street ",,"N/A","5, ","18, "
"324814","Model Helicopter Flying","2017-11-25T08:00:00.000","2017-11-25T19:00:00.000","Parks Department","Special Event","Brooklyn","Calvert Vaux Park: Hobby Field ",,"N/A","13, ","60, "
"375716","Yeshiva League Cross Country Meet","2017-11-12T15:00:00.000","2017-11-12T17:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Cross Country Parade Ground Broadway 1 ",,"N/A","26, ","50, "
"381186","E. 102nd Landscape Winter Closure until April 7, 2018","2017-12-01T00:00:00.000","2017-12-01T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East 102nd St Landscape A ",,"N/A","64, ","22, "
"379046","Union Square Holiday market","2017-11-17T00:00:00.000","2017-11-17T23:59:00.000","Parks Department","Special Event","Manhattan","Union Square Park: South Plaza ",,"N/A","5, ","13, "
"378050","Renegade Craft Fair","2017-11-18T23:59:00.000","2017-11-19T06:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," WEST   18 STREET between 6 AVENUE and 7 AVENUE","North","Curb Lane Only","4, ","13, "
"382097","Cabrini Procession","2017-11-11T13:00:00.000","2017-11-11T14:00:00.000","Police Department","Parade","Manhattan"," FORT WASHINGTON AVENUE between MARGARET CORBIN PLAZA and WEST  190 STREET,  FORT WASHINGTON AVENUE between WEST  190 STREET and WEST  187 STREET,  FORT WASHINGTON AVENUE between MARGARET CORBIN PLAZA and WEST  190 STREET,  WEST  187 STREET between FORT WASHINGTON AVENUE and CABRINI BOULEVARD,  CABRINI BOULEVARD between WEST  187 STREET and MARGARET CORBIN PLAZA","West","Full Street Closure ","12, ","34, "
"330659","West Dalehead Arch Landscape Restoration","2017-12-07T00:00:00.000","2017-12-07T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: West Dalehead Arch ",,"N/A","64, ","22, "
"366760","Field Reconstruction","2017-12-04T06:00:00.000","2017-12-04T23:00:00.000","Parks Department","Construction","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",,"N/A","11, ","25, "
"369861","Lawn Maintenance","2017-12-05T00:00:00.000","2017-12-05T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"347757","restoration project","2017-12-06T00:00:00.000","2017-12-06T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"321746","Brownsville Pitkin Youthmarket","2017-11-11T10:00:00.000","2017-11-11T15:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," PITKIN AVENUE between AMBOY STREET and THOMAS BOYLAND STREET","West","Partial Sidewalk Closure ","16, ","73, "
"365144","Flying Radio Controled Model Planes at field","2017-11-24T08:00:00.000","2017-11-24T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"321904","brooklyn fall duathlon and half","2017-11-12T07:00:00.000","2017-11-12T12:00:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Grecian Shelter/Peristyle Lawn West ,Prospect Park: Park Drive - WHOLE DRIVE ",,"N/A","55, ","78, "
"317527","Miscellaneous","2017-12-05T08:00:00.000","2017-12-05T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",,"N/A","5, ","13, "
"368882","Lawn Closure due to COnstruction","2017-11-13T00:00:00.000","2017-11-13T23:00:00.000","Parks Department","Construction","Manhattan","Inwood Hill Park: Behind Nature Center Lawn ",,"N/A","12, ","34, "
"348958","Van Cortlandt - Cross Country Wed","2017-11-20T13:00:00.000","2017-11-20T18:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Cross Country Parade Ground Broadway 1 ",,"N/A","26, ","50, "
"320630","Super Soccer Stars North PPP Fall2017","2017-11-19T09:00:00.000","2017-11-19T17:45:00.000","Parks Department","Special Event","Brooklyn","Prospect Park: Nellie's Lawn ",,"N/A","55, ","78, "
"358771","Staten Island Athletic Club Fun Run","2017-11-17T09:00:00.000","2017-11-17T11:00:00.000","Parks Department","Special Event","Staten Island","Clove Lakes Park: Trails Clove Lakes ",,"N/A","1, ","120, "
"314120","Inwood Greenmarket Saturday","2017-11-11T08:00:00.000","2017-11-11T15:00:00.000","Street Activity Permit Office","Farmers Market","Manhattan"," ISHAM STREET between COOPER STREET and SEAMAN AVENUE","Both","Sidewalk and Curb Lane Closure ","12, ","34, "
"375524","Great Hill Winter Closure","2017-11-18T00:00:00.000","2017-11-18T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"369846","Lawn Maintenance","2017-11-30T00:00:00.000","2017-11-30T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Farragut Lawn ",,"N/A","5, ","13, "
"378967","Permitted Film Event","2017-10-22T06:00:00.000","2017-11-22T23:00:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","Belasco Theatre: 111 West 44th Street ",,"N/A","5, ","14, "
"338048","Radio Control Airplanes","2017-11-23T08:00:00.000","2017-11-23T14:00:00.000","Parks Department","Special Event","Bronx","Ferry Point Park: Ferry Point Park ",,"N/A","10, ","45, "
"374157","NYRR Open Run - Inwood Hill Park","2017-11-11T08:00:00.000","2017-11-11T09:00:00.000","Parks Department","Special Event","Manhattan","Inwood Hill Park: Inwood Hill Park ",,"N/A","12, ","34, "
"370420","Bike Safety Classes","2017-12-02T11:00:00.000","2017-12-02T13:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Southwest MPPA ",,"N/A","26, ","50, "
"369861","Lawn Maintenance","2017-11-10T00:00:00.000","2017-11-10T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"364912","Miscellaneous","2017-11-11T08:00:00.000","2017-11-11T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"335206","Juggling","2017-11-28T12:00:00.000","2017-11-28T13:00:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Bryant Park ",,"N/A","5, ","14, "
"320299","Miscellaneous","2017-12-03T08:00:00.000","2017-12-03T20:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Garibaldi Plaza ,Washington Square Park: Fountain Plaza ,Washington Square Park: Holley Plaza ",,"N/A","2, ","6, "
"380119","Worst Land Lord's Rally","2017-11-14T11:00:00.000","2017-11-14T13:00:00.000","Parks Department","Special Event","Manhattan","Thomas Paine Park (Foley Square): Thomas Paine Park (Foley Square) ",,"N/A","1, ","5, "
"374769","Miscellaneous","2017-11-13T07:00:00.000","2017-11-13T23:59:00.000","Parks Department","Construction","Manhattan","East River Park: Soccer-01 ,East River Park: Track-01 ",,"N/A","03, ","9, "
"376700","OCTOBER SYNTHETIC TURF CARE","2017-11-09T06:00:00.000","2017-11-09T15:00:00.000","Parks Department","Construction","Queens","Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",,"N/A","01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, "
"347757","restoration project","2017-12-07T00:00:00.000","2017-12-07T23:30:00.000","Parks Department","Special Event","Manhattan","Morningside Park: West 114th St Picnic Area ",,"N/A","9, ","26, "
"379928","Permitted Film Event","2017-11-07T06:00:00.000","2017-11-24T23:59:00.000","Mayor's Office of Film, Theatre & Broadcasting","Shooting Permit","Manhattan","Brooks Atkinson Theatre: 256 West 47th Street , WEST   47 STREET between BROADWAY and 8 AVENUE, Gerald Schoenfeld Theatre: 236 West 45th Street , WEST   45 STREET between 8 AVENUE and SHUBERT ALLEY, 1560 BROADWAY, WEST   46 STREET between 7 AVENUE and 6 AVENUE",,"N/A","5, ","14, 18, "
"316786","2017 NO AMPLIFIED SOUND","2017-11-19T07:00:00.000","2017-11-19T21:00:00.000","Parks Department","Special Event","Manhattan","East River Park: Amphitheater ",,"N/A","3, ","7, "
"381181","Dairy Lawn Winter Closure until April 7, 2018","2017-11-27T00:00:00.000","2017-11-27T23:59:00.000","Parks Department","Special Event","Manhattan","Central Park: Dairy Lawn ",,"N/A","64, ","22, "
"320250","Super Soccer Stars Fall 2017","2017-11-10T09:00:00.000","2017-11-10T12:30:00.000","Parks Department","Special Event","Brooklyn","South Oxford Park: Lawn ",,"N/A","2, ","88, "
"374181","NYRR Open Run - Cunningham Park","2017-11-26T08:00:00.000","2017-11-26T09:00:00.000","Parks Department","Special Event","Queens","Cunningham Park: Cunningham Park ",,"N/A","11, ","107, "
"369846","Lawn Maintenance","2017-11-10T00:00:00.000","2017-11-10T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Farragut Lawn ",,"N/A","5, ","13, "
"379571","Permitted Film Event","2017-11-20T06:00:00.000","2017-11-26T06:00:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","Beacon Theatre: 2124 Broadway , AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",,"N/A","7, ","20, "
"381184","E 72nd  Plygrnd Lawn Winter Closure until April 7, 2018","2017-11-27T00:00:00.000","2017-11-27T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East 72nd Street Playground Lawns ",,"N/A","8, ","19, "
"394854","Permitted Film Event","2018-02-05T06:00:00.000","2018-03-10T23:00:00.000","Mayor's Office of Film, Theatre & Broadcasting","Theater Load in and Load Outs ","Manhattan","St. James Theatre: 246 West 44th Street ",,"N/A","5, ","14, "
"419133","Party ","2018-06-10T11:00:00.000","2018-06-10T17:00:00.000","Parks Department","Special Event","Queens","Juniper Valley Park: Picnic Area 04 ",,"N/A","5, ","104, "
"376700","OCTOBER SYNTHETIC TURF CARE","2017-11-17T06:00:00.000","2017-11-17T15:00:00.000","Parks Department","Construction","Queens","Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",,"N/A","01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, "
"375816","Fall Field Day","2017-11-10T10:00:00.000","2017-11-10T13:00:00.000","Parks Department","Special Event","Bronx","Van Cortlandt Park: Shandler Picnic Area 1 ",,"N/A","26, ","50, "
"374769","Miscellaneous","2017-11-17T07:00:00.000","2017-11-17T23:59:00.000","Parks Department","Construction","Manhattan","East River Park: Soccer-01 ,East River Park: Track-01 ",,"N/A","03, ","9, "
"331861","Central Park international folkdancing","2017-11-26T12:00:00.000","2017-11-26T20:00:00.000","Parks Department","Special Event","Manhattan","Central Park: King Jagiallo Plaza ",,"N/A","64, ","22, "
"376356","Billy Johnson Playground Lawn reconstruction","2017-11-26T00:00:00.000","2017-11-26T23:00:00.000","Parks Department","Construction","Manhattan","Central Park: Johnson Playground Lawns ",,"N/A","64, ","22, "
"358883","Athletic Event Non Sports ","2017-11-28T13:00:00.000","2017-11-28T17:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Dead Road South ",,"N/A","64, ","22, "
"369858","Lawn Maintenance","2017-11-20T00:00:00.000","2017-11-20T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Dogwood / 25th St Lawn North ",,"N/A","5, ","13, "
"320462","Athletic Event Non Sports ","2017-11-15T13:30:00.000","2017-11-15T17:30:00.000","Parks Department","Special Event","Manhattan","Central Park: North Reservoir Landscape A ",,"N/A","64, ","22, "
"368882","Lawn Closure due to COnstruction","2017-12-02T00:00:00.000","2017-12-02T23:00:00.000","Parks Department","Construction","Manhattan","Inwood Hill Park: Behind Nature Center Lawn ",,"N/A","12, ","34, "
"350272","Celebration","2017-12-07T14:00:00.000","2017-12-07T16:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Bow Bridge ",,"N/A","64, ","22, "
"375193","Build a Wigwam","2017-11-16T09:00:00.000","2017-11-16T14:00:00.000","Parks Department","Special Event","Brooklyn","Dimattina Playground: Dimattina Ballfield ",,"N/A","6, ","76, "
"316799","2017 NO AMPFLIED SOUND","2017-11-26T07:00:00.000","2017-11-26T21:00:00.000","Parks Department","Special Event","Manhattan","Marcus Garvey Park: Amphitheater ",,"N/A","11, ","25, "
"376356","Billy Johnson Playground Lawn reconstruction","2017-11-15T00:00:00.000","2017-11-15T23:00:00.000","Parks Department","Construction","Manhattan","Central Park: Johnson Playground Lawns ",,"N/A","64, ","22, "
"368882","Lawn Closure due to COnstruction","2017-12-06T00:00:00.000","2017-12-06T23:00:00.000","Parks Department","Construction","Manhattan","Inwood Hill Park: Behind Nature Center Lawn ",,"N/A","12, ","34, "
"375524","Great Hill Winter Closure","2017-11-11T00:00:00.000","2017-11-11T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"369429","Ai WeiWei Installation","2017-12-06T01:00:00.000","2017-12-06T22:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Arch Plaza ",,"N/A","2, ","6, "
"337439","Public Tours - Wednesdays","2017-11-15T11:00:00.000","2017-11-15T12:00:00.000","Parks Department","Special Event","Manhattan","Bryant Park: Fountain Terrace ",,"N/A","5, ","14, "
"373943","Athletic Event Non Sports ","2017-11-23T13:30:00.000","2017-11-23T17:30:00.000","Parks Department","Special Event","Manhattan","Central Park: West 96th Street Landscape ",,"N/A","64, ","22, "
"363387","Crab Apple Grove LAWN CLOSURE","2017-11-20T00:00:00.000","2017-11-20T23:59:00.000","Parks Department","Construction","Manhattan","Riverside Park: Crab Apple Grove-RSP ",,"N/A","7, ","24, "
"369429","Ai WeiWei Installation","2017-11-17T01:00:00.000","2017-11-17T22:00:00.000","Parks Department","Special Event","Manhattan","Washington Square Park: Arch Plaza ",,"N/A","2, ","6, "
"379802","Prodject - Chanel Event","2017-11-08T10:00:00.000","2017-11-08T22:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," MERCER STREET between BROOME STREET and SPRING STREET","Both","Curb Lane Only","2, ","1, "
"380987","Parish Feast Day","2017-11-19T16:00:00.000","2017-11-19T17:00:00.000","Police Department","Parade","Queens"," PARSONS BOULEVARD between 88 AVENUE and 89 AVENUE,  PARSONS BOULEVARD between 89 AVENUE and 88 AVENUE,  PARSONS BOULEVARD between 88 AVENUE and 89 AVENUE,  PARSONS BOULEVARD between 88 AVENUE and 89 AVENUE","Full","Full Street Closure ","12, ","103, "
"368421","Big Apple Circus","2017-11-27T19:00:00.000","2017-11-27T20:00:00.000","Parks Department","Special Event","Manhattan","Damrosch Park: Damrosch Park ,Damrosch Park: Tent Area ,Damrosch Park: Tent Area ,Damrosch Park: Bandshell ",,"N/A","7, ","20, "
"375525","East Meadow Winter CLosure","2017-11-10T00:00:00.000","2017-11-10T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"330035","Marcy Park Farmer's Market","2017-11-09T08:00:00.000","2017-11-09T16:00:00.000","Parks Department","Special Event","Brooklyn","Marcy Playground: Marcy Playground ",,"N/A","3, ","79, "
"369861","Lawn Maintenance","2017-11-29T00:00:00.000","2017-11-29T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"381179","Pilgrim Hill Winter Closure until April 7, 2018","2017-11-30T00:00:00.000","2017-11-30T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: Pilgrim Hill ",,"N/A","64, ","22, "
"365144","Flying Radio Controled Model Planes at field","2017-11-19T08:00:00.000","2017-11-19T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"377052","Proximal Femoral deficiency Awareness","2017-11-12T10:00:00.000","2017-11-12T13:00:00.000","Parks Department","Special Event","Queens","Forest Park: Forest Park Drive (Race) ",,"N/A","82, ","102, "
"374188","NYRR Open Run - Marine Park","2017-11-19T08:00:00.000","2017-11-19T09:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Marine Park ",,"N/A","15, ","63, "
"320579","Athletic Event Non Sports ","2017-11-23T15:15:00.000","2017-11-23T17:30:00.000","Parks Department","Special Event","Manhattan","Central Park: Lawn North of Levin Playground ",,"N/A","64, ","22, "
"375525","East Meadow Winter CLosure","2017-11-17T00:00:00.000","2017-11-17T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"365144","Flying Radio Controled Model Planes at field","2017-11-21T08:00:00.000","2017-11-21T19:00:00.000","Parks Department","Special Event","Brooklyn","Marine Park: Hobby Field ",,"N/A","18, ","63, "
"376143","Walker Park Afterschool","2017-12-06T11:00:00.000","2017-12-06T19:00:00.000","Parks Department","Special Event","Staten Island","Walker Park: Walker Park - Whole Park ",,"N/A","1, ","120, "
"324466","Harvest Home Jacobi Farmers Market","2017-11-14T07:00:00.000","2017-11-14T05:00:00.000","Street Activity Permit Office","Farmers Market","Bronx"," PELHAM PKWY SOUTH between WILSON AVENUE and EASTCHESTER ROAD","North","Partial Sidewalk Closure ","11, ","49, "
"330961","Celebration","2017-12-07T12:00:00.000","2017-12-07T13:00:00.000","Parks Department","Special Event","Manhattan","Central Park: Ladies' Pavilion ",,"N/A","64, ","22, "
"330021","Coney Island Farmer's Market","2017-11-10T08:00:00.000","2017-11-10T16:00:00.000","Parks Department","Special Event","Brooklyn","Ocean Parkway Malls: Ocean Parkway Malls ",,"N/A","13, ","72, "
"363387","Crab Apple Grove LAWN CLOSURE","2017-12-03T00:00:00.000","2017-12-03T23:59:00.000","Parks Department","Construction","Manhattan","Riverside Park: Crab Apple Grove-RSP ",,"N/A","7, ","24, "
"335783","October, November December model aircraft flying","2017-12-07T09:00:00.000","2017-12-07T20:00:00.000","Parks Department","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field ",,"N/A","2, ","122, "
"378815","SIS Admissions Fair","2017-11-18T12:00:00.000","2017-11-18T16:00:00.000","Street Activity Permit Office","Block Party","Bronx"," MANIDA STREET between LAFAYETTE AVENUE and SPOFFORD AVENUE","South","Full Street Closure ","2, ","41, "
"364146","Miscellaneous","2017-11-09T08:00:00.000","2017-11-09T18:00:00.000","Parks Department","Construction","Manhattan","Central Park: North Meadow-Soccer-01 ,Central Park: North Meadow-Soccer-02 ,Central Park: North Meadow-Soccer-03 ,Central Park: North Meadow-Soccer-04 ,Central Park: North Meadow-Soccer-05 ,Central Park: North Meadow-Soccer-06 ,Morningside Park: Softball-01 ,Morningside Park: Softball-02 ",,"N/A","09, 64, ","22, 26, "
"369858","Lawn Maintenance","2017-11-13T00:00:00.000","2017-11-13T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Dogwood / 25th St Lawn North ",,"N/A","5, ","13, "
"374157","NYRR Open Run - Inwood Hill Park","2017-12-02T08:00:00.000","2017-12-02T09:00:00.000","Parks Department","Special Event","Manhattan","Inwood Hill Park: Inwood Hill Park ",,"N/A","12, ","34, "
"317527","Miscellaneous","2017-12-02T08:00:00.000","2017-12-02T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",,"N/A","5, ","13, "
"317499","(2017) Green Market (Jan - Dec)","2017-11-29T08:00:00.000","2017-11-29T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: North Plaza ",,"N/A","5, ","13, "
"364912","Miscellaneous","2017-12-05T08:00:00.000","2017-12-05T20:00:00.000","Parks Department","Construction","Queens","Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",,"N/A","81, ","110, "
"363387","Crab Apple Grove LAWN CLOSURE","2017-12-07T00:00:00.000","2017-12-07T23:59:00.000","Parks Department","Construction","Manhattan","Riverside Park: Crab Apple Grove-RSP ",,"N/A","7, ","24, "
"375525","East Meadow Winter CLosure","2017-11-28T00:00:00.000","2017-11-28T23:59:00.000","Parks Department","Construction","Manhattan","Central Park: East Meadow ",,"N/A","64, ","22, "
"375524","Great Hill Winter Closure","2017-11-10T00:00:00.000","2017-11-10T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"317499","(2017) Green Market (Jan - Dec)","2017-11-13T08:00:00.000","2017-11-13T20:00:00.000","Parks Department","Special Event","Manhattan","Union Square Park: North Plaza ",,"N/A","5, ","13, "
"380125","Candle Power by Yankee Candle Event at 503-505 Broadway","2017-11-08T18:00:00.000","2017-11-08T22:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," BROADWAY between SPRING STREET and BROOME STREET","West","Curb Lane Only","2, ","1, 5, "
"314107","Carroll Gardens Greenmarket Sunday","2017-11-19T08:00:00.000","2017-11-19T17:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn"," CARROLL STREET between SMITH STREET and COURT STREET","South","Sidewalk and Curb Lane Closure ","6, ","76, "
"377873","Fall Foillage","2017-11-12T13:00:00.000","2017-11-12T15:00:00.000","Parks Department","Special Event","Brooklyn","Lincoln Terrace / (Arthur S. Somers Park): Perimeter Lawn Rochester Ave ",,"N/A","8, ","77, "
"370423","Bike Safety Classes","2017-11-19T11:00:00.000","2017-11-19T16:00:00.000","Parks Department","Special Event","Brooklyn","McCarren Park: McCarren Park ",,"N/A","1, ","94, "
"374780","Foursquare Private Event at The Pierre Hotel: 2 E. 61ST ST.","2017-11-11T08:00:00.000","2017-11-15T22:00:00.000","Street Activity Permit Office","Production Event","Manhattan"," EAST   61 STREET between 5 AVENUE and MADISON AVENUE","South","Curb Lane Only","8, ","19, "
"372084","Celebration","2017-11-19T10:00:00.000","2017-11-19T11:30:00.000","Parks Department","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Wagner Cove ",,"N/A","64, ","22, "
"375524","Great Hill Winter Closure","2017-11-19T00:00:00.000","2017-11-19T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"334317","Bushwick Farmers Market","2017-12-03T10:00:00.000","2017-12-03T16:00:00.000","Street Activity Permit Office","Farmers Market","Brooklyn","553 BUSHWICK AVENUE between NOLL STREET and ARION PLACE","East","Partial Sidewalk Closure ","4, ","83, "
"375524","Great Hill Winter Closure","2017-12-04T00:00:00.000","2017-12-04T01:00:00.000","Parks Department","Construction","Manhattan","Central Park: Great Hill Oval ",,"N/A","64, ","22, "
"376143","Walker Park Afterschool","2017-12-07T11:00:00.000","2017-12-07T19:00:00.000","Parks Department","Special Event","Staten Island","Walker Park: Walker Park - Whole Park ",,"N/A","1, ","120, "
"358771","Staten Island Athletic Club Fun Run","2017-11-20T09:00:00.000","2017-11-20T11:00:00.000","Parks Department","Special Event","Staten Island","Clove Lakes Park: Trails Clove Lakes ",,"N/A","1, ","120, "
"368882","Lawn Closure due to COnstruction","2017-11-15T00:00:00.000","2017-11-15T23:00:00.000","Parks Department","Construction","Manhattan","Inwood Hill Park: Behind Nature Center Lawn ",,"N/A","12, ","34, "
"369861","Lawn Maintenance","2017-11-20T00:00:00.000","2017-11-20T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Sol Lewitt / 25th St Lawn South ",,"N/A","5, ","13, "
"369858","Lawn Maintenance","2017-11-11T00:00:00.000","2017-11-11T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Dogwood / 25th St Lawn North ",,"N/A","5, ","13, "
"374547","PE classes","2017-11-17T11:00:00.000","2017-11-17T13:00:00.000","Parks Department","Special Event","Bronx","Crotona Park: Crotona Park ",,"N/A","3, ","42, "
"372825","Little North Pole","2017-11-12T14:00:00.000","2017-11-12T20:00:00.000","Street Activity Permit Office","Block Party","Queens"," NEPONSIT AVENUE between BEACH  144 STREET and BEACH  145 STREET","Full","Full Street Closure ","14, ","100, "
"369858","Lawn Maintenance","2017-11-12T00:00:00.000","2017-11-12T23:58:00.000","Parks Department","Construction","Manhattan","Madison Square Park: Dogwood / 25th St Lawn North ",,"N/A","5, ","13, "
