"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926598","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248911540","N","2.60","NA","Yes","8","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589216","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","248911720","N","79.70","NA","Yes","245","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589469","2020-01-01T00:00:00.000","2020-01-17T00:00:00.000","2020-02-15T00:00:00.000","29","248911720","N","85.23","NA","Yes","262","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8704810","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","248911720","N","85.23","NA","Yes","262","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8825310","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","248911720","N","57.58","NA","Yes","177","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926599","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248911720","N","59.20","NA","Yes","182","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589217","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","248911923","N","147.69","NA","Yes","454","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8704811","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","248911923","N","122.64","NA","Yes","377","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8825311","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","248911923","N","91.08","NA","Yes","280","BROKERED GAS","NatGrid NYC"
"ARMSTRONG I","BROOKLYN","ARMSTRONG I",,"Not Applicable",,"210","325","K021000","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926600","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248911923","N","95.64","NA","Yes","294","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566302","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","5091522","N","286.71","T1A TRAN RES N-Ht","Yes","341.62","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566302","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","6411441","N","206.78","T1A TRAN RES N-Ht","Yes","246.38","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664853","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","5091522","N","284.43","T1A TRAN RES N-Ht","Yes","337.98","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664853","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","6411441","N","166.64","T1A TRAN RES N-Ht","Yes","198.02","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764433","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","5091522","N","281.07","T1A TRAN RES N-Ht","Yes","328.09","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764433","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","6411441","N","149.85","T1A TRAN RES N-Ht","Yes","174.91","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860706","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5091522","N","159.92","T1A TRAN RES N-Ht","Yes","181.99","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 03","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860706","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","6411441","N","240.78","T1A TRAN RES N-Ht","Yes","274.01","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566303","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","4862328","N","480.78","T1A TRAN RES N-Ht","Yes","581.41","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566303","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","5124737","N","64.16","T1A TRAN RES N-Ht","Yes","77.59","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664855","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","4862328","N","412.73","T1A TRAN RES N-Ht","Yes","492.03","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664855","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","5124737","N","47.79","T1A TRAN RES N-Ht","Yes","56.97","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764435","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","4862328","N","398.94","T1A TRAN RES N-Ht","Yes","471.34","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764435","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","5124737","N","64.88","T1A TRAN RES N-Ht","Yes","76.66","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860708","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","4862328","N","377.70","T1A TRAN RES N-Ht","Yes","436.01","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 01","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860708","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5124737","N","53.70","T1A TRAN RES N-Ht","Yes","61.99","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566304","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","2767637","N","138.25","T1A TRAN RES N-Ht","Yes","148.95","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566304","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","2871452","N","168.98","T1A TRAN RES N-Ht","Yes","182.05","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664856","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","2767637","N","129.00","T1A TRAN RES N-Ht","Yes","139.01","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664856","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","2871452","N","154.03","T1A TRAN RES N-Ht","Yes","165.99","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764436","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","2767637","N","129.13","T1A TRAN RES N-Ht","Yes","135.73","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764436","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","2871452","N","143.91","T1A TRAN RES N-Ht","Yes","151.27","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860709","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","2767637","N","136.16","T1A TRAN RES N-Ht","Yes","141.82","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 04","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860709","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","2871452","N","146.10","T1A TRAN RES N-Ht","Yes","152.18","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566308","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","2767633","N","86.41","T1A TRAN RES N-Ht","Yes","70.62","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8566308","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-27T00:00:00.000","32","2871433","N","78.77","T1A TRAN RES N-Ht","Yes","64.38","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664863","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","2767633","N","72.51","T1A TRAN RES N-Ht","Yes","55.12","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8664863","2020-02-01T00:00:00.000","2020-01-27T00:00:00.000","2020-02-25T00:00:00.000","29","2871433","N","64.30","T1A TRAN RES N-Ht","Yes","48.88","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764443","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","2767633","N","85.03","T1A TRAN RES N-Ht","Yes","69.18","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8764443","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","2871433","N","71.06","T1A TRAN RES N-Ht","Yes","57.82","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860716","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","2767633","N","102.95","T1A TRAN RES N-Ht","Yes","89.77","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II","BLD 02","AMR",,"228","355","K022800","FEDERAL","NY005012100P","National Grid NYC","8860716","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","2871433","N","82.83","T1A TRAN RES N-Ht","Yes","72.23","UTILITY GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589212","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","248910941","N","191.28","NA","Yes","588","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8704808","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","248910941","N","149.31","NA","Yes","459","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8825306","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","248910941","N","148.34","NA","Yes","456","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926595","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248910941","N","168.83","NA","Yes","519","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589213","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","248911121","N","214.37","NA","Yes","659","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8704809","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","248911121","N","252.76","NA","Yes","777","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8825307","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","248911121","N","162.00","NA","Yes","498","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926596","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248911121","N","169.81","NA","Yes","522","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589214","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","248911321","N","107.67","NA","Yes","331","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8704653","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-25T00:00:00.000","29","248911321","N","72.87","NA","Yes","224","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8825308","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","248911321","N","95.64","NA","Yes","294","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926597","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248911321","N","81.33","NA","Yes","250","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8589218","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","248912040","N","43.92","NA","Yes","135","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8704812","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","248912040","N","44.24","NA","Yes","136","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8825312","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","248912040","N","52.70","NA","Yes","162","BROKERED GAS","NatGrid NYC"
"ARMSTRONG II","BROOKLYN","ARMSTRONG II",,"Not Applicable",,"228","355","K022800","FEDERAL","NY005012100P","EAST COAST POWER & GAS","8926601","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","248912040","N","49.45","NA","Yes","152","BROKERED GAS","NatGrid NYC"
"ASTORIA","QUEENS","ASTORIA","BLD 18","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3121770","Y","151.10","TR I NR","Yes","317.25","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 06","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3128931","Y","275.71","TR I NR","Yes","578.88","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 16","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3170043","Y","139.33","TR I NR","Yes","292.53","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 06","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3176366","Y","177.10","TR I NR","Yes","371.84","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 05","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3176920","Y","88.31","TR I NR","Yes","185.41","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 15","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3176962","Y","130.01","TR I NR","Yes","272.96","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 21","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3177323","Y","30.42","TR I NR","Yes","63.86","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 20","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3180798","Y","161.90","TR I NR","Yes","339.91","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 02","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3183907","Y","164.35","TR I NR","Yes","345.06","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 02","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3183912","Y","179.07","TR I NR","Yes","375.96","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 04","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3193138","Y","154.54","TR I NR","Yes","324.46","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 04","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3193148","Y","151.10","TR I NR","Yes","317.25","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 18","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3214326","Y","192.80","TR I NR","Yes","404.8","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 15","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3218152","Y","85.36","TR I NR","Yes","179.23","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 18","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3250117","Y","22.08","TR I NR","Yes","46.35","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 15","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3261720","Y","26.00","TR I NR","Yes","54.59","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 01","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3295907","Y","72.61","TR I NR","Yes","152.44","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 03","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3365774","Y","142.27","TR I NR","Yes","298.71","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 21","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3384615","Y","256.58","TR I NR","Yes","538.71","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 20","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3387852","Y","46.61","TR I NR","Yes","97.85","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 16","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3401415","Y","320.36","TR I NR","Yes","672.61","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 19","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3415040","Y","74.57","TR I NR","Yes","156.56","UTILITY GAS","ConEd"
"ASTORIA","QUEENS","ASTORIA","BLD 01","NONE",,"26","517","Q002600","FEDERAL","NY005000260P","CONSOLIDATED EDISON COMPANY OF NY","8738445","2020-03-01T00:00:00.000","2019-12-24T00:00:00.000","2020-03-25T00:00:00.000","92","3517279","Y","108.91","TR I NR","Yes","228.67","UTILITY GAS","ConEd"
