"mailed_date","boro","block","lot","ease","address_1","address_2","address_3","city_state_zip","country","tax_class","bld_class","original_market_value","original_assessed_value","original_exemption","original_transitional_assessed_value","original_transitional_exemption","original_taxable_value","revised_market_value","revised_assessed_value","revised_exemption","revised_transitional_assessed_value","revised_transitional_exemption","revised_taxable_value","rc_1","rc2","rc3","rc4","rc5","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2016-03-18T00:00:00.000","3","2019","1019",,,"84        LEFFERTS PLACE","84-2A","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","232058","104426","0","103872","0","103872","P",,,,,"BROOKLYN","11238","40.68118","-73.96025","2","36","227","3398372","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1020",,,"84        LEFFERTS PLACE","84-2B","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","232058","104426","0","103872","0","103872","P",,,,,"BROOKLYN","11238","40.68118","-73.96025","2","36","227","3398372","3020197501","Clinton Hill"
"2016-02-19T00:00:00.000","3","6503","1007",,,"228       SLATER BLVD",,"STATEN ISLAND        NY 10305-3241",,"2","R4","19418","8738","5138","10285","6685","3600","190957","85931","82331","87478","82340","3600","P","X",,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5031","57",,,"1860      BEDFORD AVE",,"BROOKLYN             NY 11225-5006",,"1","A1","995000","47528","0","0","0","47528","1025000","47528","0","0","0","47528","M",,,,,"BROOKLYN","11225","40.660063","-73.956846","9","40","79801","3114866","3050310057","Prospect Lefferts Gardens-Wingate"
"2016-02-19T00:00:00.000","3","6503","1008",,"BOZENA DUDIC","3076      47TH ST","APT 1R","LONG ISLAND CITY     NY 11103-1536",,"2","R4","19092","8591","5051","10114","6574","3540","187754","84489","80949","86012","82340","3540","P","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","2019","1021",,,"84        LEFFERTS PLACE","84-2C","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","174040","78318","0","77903","0","77903","P",,,,,"BROOKLYN","11238","40.68118","-73.96025","2","36","227","3398372","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1022",,,"84        LEFFERTS PLACE","84-3A","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","464111","208850","0","207742","0","207742","P",,,,,"BROOKLYN","11238","40.68118","-73.96025","2","36","227","3398372","3020197501","Clinton Hill"
"2016-02-19T00:00:00.000","4","1913","1005",,"C/O DOUGLAS ELLIMAN AAF","675       3RD AVE",,"NEW YORK             NY 10017-5704",,"2","R9","4624000","2080800","116838","1854360","112448","1741912","4624000","2080800","119483","1854360","114758","1739602","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5036","7",,,"174       MAPLE ST",,"BROOKLYN             NY 11225-5008",,"1","C0","977000","16969","0","0","0","16969","1262000","16969","0","0","0","16969","M",,,,,"BROOKLYN","11225","40.660543","-73.955126","9","40","800","3114928","3050320031","Prospect Lefferts Gardens-Wingate"
"2016-02-19T00:00:00.000","4","3205","8",,,"393       OLD COUNTRY RD","STE 204","CARLE PLACE          NY 11514-2131",,"2","D4","1996000","898200","35495","731970","33620","698350","1996000","898200","36516","731970","34641","697329","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5598","35",,,"1274      42ND ST",,"BROOKLYN             NY 11219-1324",,"1","B1","833000","25618","1550","0","0","24068","858000","25618","1550","0","0","24068","M",,,,,"BROOKLYN","11219","40.639367","-73.988754","12","39","224","3135895","3055980035","Borough Park"
"2016-03-18T00:00:00.000","1","140","1421",,"HOWARD KATZ","P.O. BOX  754","P.O. BOX","CAREFREE             AZ 83577",,"2","R4","401094","180492","0","170365","0","170365","401094","180492","98768","170365","98768","71597","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5660","38",,,"1064      52ND ST",,"BROOKLYN             NY 11219-4047",,"1","A5","880000","32246","0","0","0","32246","602000","32246","0","0","0","32246","E1","P",,,,"BROOKLYN","11219","40.636417","-73.998962","12","44","218","3138578","3056600038","Borough Park"
"2016-02-23T00:00:00.000","3","5665","1001",,,"818         53 STREET","COMC","BROOKLYN             NY 11220",,,"R8","74004","33302","0","0","0","33302","159000","33302","0","0","0","33302","M",,,,,"BROOKLYN","11220","40.63909","-74.004904","12","38","106","3416939","3056657501","Sunset Park East"
"2016-02-23T00:00:00.000","3","5665","1002",,,"818         53 STREET","COM1","BROOKLYN             NY 11220",,,"R8","74004","33302","0","0","0","33302","159000","33302","0","0","0","33302","M",,,,,"BROOKLYN","11220","40.63909","-74.004904","12","38","106","3416939","3056657501","Sunset Park East"
"2016-02-23T00:00:00.000","3","5700","70",,,"815       52ND ST",,"BROOKLYN             NY 11220-2909",,"1","B1","581000","32246","0","0","0","32246","599000","32246","0","0","0","32246","M",,,,,"BROOKLYN","11220","40.639669","-74.004317","12","38","108","3138187","3056510072","Sunset Park East"
"2016-02-19T00:00:00.000","4","3312","1",,,"1981      MARCUS AVE","STE C131","NEW HYDE PARK        NY 11042-1032",,"2","D4","13616000","6127200","300983","5469480","294979","5174501","13616000","6127200","304562","5469480","298470","5171010","X",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5768","1105",,,"6714      14TH AVE",,"BROOKLYN             NY 11219-6263",,,"R1","69422","28099","15856","0","0","12243","69428","28099","15856","0","0","12243","M",,,,,"BROOKLYN","11219","40.623335","-74.000706","10","43","196","3142914","3057687502","Dyker Heights"
"2016-02-19T00:00:00.000","4","3312","8",,,"1981      MARCUS AVE","STE C131","NEW HYDE PARK        NY 11042-1032",,"2","D4","13329000","5998050","294638","5576490","288761","5287729","13329000","5998050","298142","5576490","292179","5284311","X",,,,,,,,,,,,,,
"2016-02-19T00:00:00.000","4","4972","39",,,"202       CHESTNUT ST",,"ENGLEWOOD CLIFFS     NJ 07632-1999",,"4","K4","892000","401400","0","364931","0","364931","892000","401400","0","358161","0","358161","E1",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5768","1106",,,"6714      14TH AVE",,"BROOKLYN             NY 11219-6263",,,"R1","77482","31358","17695","0","0","13663","77480","31358","17695","0","0","13663","M",,,,,"BROOKLYN","11219","40.623335","-74.000706","10","43","196","3142914","3057687502","Dyker Heights"
"2016-03-18T00:00:00.000","3","2019","1023",,,"84        LEFFERTS PLACE","84-3B","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","464111","208850","0","207742","0","207742","P",,,,,"BROOKLYN","11238","40.68118","-73.96025","2","36","227","3398372","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1024",,,"88        LEFFERTS PLACE","88-1A","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","464111","208850","0","207742","0","207742","P",,,,,"BROOKLYN","11238","40.681158","-73.960149","2","36","227","3398374","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1025",,,"88        LEFFERTS PLACE","88-1B","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","203049","91372","0","90887","0","90887","P",,,,,"BROOKLYN","11238","40.681158","-73.960149","2","36","227","3398374","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1026",,,"88        LEFFERTS PLACE","88-1C","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","420591","189266","0","188263","0","188263","P",,,,,"BROOKLYN","11238","40.681158","-73.960149","2","36","227","3398374","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1027",,,"88        LEFFERTS PLACE","88-2A","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","406096","182743","0","181774","0","181774","P",,,,,"BROOKLYN","11238","40.681158","-73.960149","2","36","227","3398374","3020197501","Clinton Hill"
"2016-02-19T00:00:00.000","4","7117","4",,"C/O FEDERAL REALTY INVESTMENT","1626      E JEFFERSON ST",,"ROCKVILLE            MD 20852-4041",,"4","K6","39447000","17751150","0","13500470","0","13500470","39447000","17751150","0","13405460","0","13405460","E1",,,,,,,,,,,,,,
"2016-02-19T00:00:00.000","4","9935","36",,,"24        HILLTOP DR E",,"GREAT NECK           NY 11021-1139",,"4","K4","466000","24120","0","24120","0","24120","352000","158400","0","50124","0","50124","E1",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5768","1107",,,"6714      14TH AVE","APT 1F","BROOKLYN             NY 11219-6263",,,"R1","80155","32441","18307","0","0","14134","80156","32441","18307","0","0","14134","M",,,,,"BROOKLYN","11219","40.623335","-74.000706","10","43","196","3142914","3057687502","Dyker Heights"
"2016-02-23T00:00:00.000","3","5768","1108",,,"6714      14TH AVE","APT 1R","BROOKLYN             NY 11219-6263",,,"R1","80155","32441","18307","0","0","14134","80156","32441","18307","0","0","14134","M",,,,,"BROOKLYN","11219","40.623335","-74.000706","10","43","196","3142914","3057687502","Dyker Heights"
"2016-02-23T00:00:00.000","3","5768","1111",,,"6714      14TH AVE","APT 3","BROOKLYN             NY 11219-6263",,,"R1","120384","48722","27494","0","0","21228","120378","48722","27494","0","0","21228","M",,,,,"BROOKLYN","11219","40.623335","-74.000706","10","43","196","3142914","3057687502","Dyker Heights"
"2016-02-23T00:00:00.000","3","5850","58",,,"347       SENATOR ST",,"BROOKLYN             NY 11220-5310",,"1","B9","1094000","58451","0","0","0","58451","1127000","58451","0","0","0","58451","M",,,,,"BROOKLYN","11220","40.636653","-74.024245","10","43","70","3144483","3058500058","Bay Ridge"
"2016-02-23T00:00:00.000","3","5877","60",,,"1063      66TH ST",,"BROOKLYN             NY 11219-5906",,"1","B1","1076000","41173","3380","0","0","37793","1109000","41173","3380","0","0","37793","M",,,,,"BROOKLYN","11219","40.628588","-74.007443","10","38","212","3142189","3057510053","Dyker Heights"
"2016-02-23T00:00:00.000","3","5907","40",,,"150       81ST ST",,"BROOKLYN             NY 11209-3502",,"1","S2","910000","45000","0","0","0","45000","898000","45000","0","0","0","45000","E1","P",,,,"BROOKLYN","11209","40.62815","-74.034026","10","43","46","3151579","3059950016","Bay Ridge"
"2016-02-23T00:00:00.000","3","5938","60",,,"161       74TH ST",,"BROOKLYN             NY 11209-2203",,"1","A3","1329000","77541","0","0","0","77541","1369000","77541","0","0","0","77541","M",,,,,"BROOKLYN","11209","40.633001","-74.031046","10","43","36","3147793","3059160054","Bay Ridge"
"2016-02-23T00:00:00.000","3","5984","12",,,"480       82ND ST",,"BROOKLYN             NY 11209-4111",,"1","A3","593000","29664","0","0","0","29664","611000","29664","0","0","0","29664","M",,,,,"BROOKLYN","11209","40.624713","-74.025422","10","43","138","3152117","3060080038","Bay Ridge"
"2016-02-23T00:00:00.000","3","5986","31",,,"178       80TH ST",,"BROOKLYN             NY 11209-3514",,"1","B3","1339000","63850","0","0","0","63850","1380000","63850","0","0","0","63850","M",,,,,"BROOKLYN","11209","40.628694","-74.032931","10","43","44","3151203","3059860031","Bay Ridge"
"2016-02-19T00:00:00.000","3","1775","31",,,"7558      182ND ST",,"FRESH MEADOWS        NY 11366-1614",,,"C2","314000","3545","0","0","0","3545","650000","154745","0","0","0","154745","P",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","5986","69",,,"149       81ST ST",,"BROOKLYN             NY 11209-3501",,"1","A1","1044000","44505","1550","0","0","42955","1076000","44505","1550","0","0","42955","M",,,,,"BROOKLYN","11209","40.628169","-74.034037","10","43","44","3151223","3059860069","Bay Ridge"
"2016-02-23T00:00:00.000","3","6002","10",,,"8101      10TH AVE",,"BROOKLYN             NY 11228-2903",,"1","A9","721000","37526","0","0","0","37526","743000","37526","0","0","0","37526","M",,,,,"BROOKLYN","11228","40.620808","-74.017651","10","43","166","3151901","3060020010","Dyker Heights"
"2016-02-23T00:00:00.000","3","6013","62",,,"27        86TH ST",,"BROOKLYN             NY 11209-4209",,"1","A3","2291000","89936","0","0","0","89936","2360000","89936","0","0","0","89936","M",,,,,"BROOKLYN","11209","40.625477","-74.039558","10","43","46","3152331","3060130062","Bay Ridge"
"2016-02-23T00:00:00.000","3","6024","49",,,"268       80TH ST",,"BROOKLYN             NY 11209-3612",,"1","B3","773000","43712","1550","0","0","42162","826989","43712","1550","0","0","42162","E1","P",,,,"BROOKLYN","11209","40.628058","-74.030254","10","43","64","3151243","3059870037","Bay Ridge"
"2016-02-23T00:00:00.000","3","6031","8",,,"8501      NARROWS AVE",,"BROOKLYN             NY 11209-4217",,"1","B2","1657000","63699","22250","0","0","41449","1723255","63699","22250","0","0","41449","E1","P",,,,"BROOKLYN","11209","40.626158","-74.03873","10","43","46","3152986","3060310008","Bay Ridge"
"2016-02-23T00:00:00.000","3","6048","52",,,"233       88TH ST",,"BROOKLYN             NY 11209-5609",,"1","B2","851000","37944","0","0","0","37944","877000","37944","0","0","0","37944","M",,,,,"BROOKLYN","11209","40.622422","-74.033184","10","43","60","3153689","3060480052","Bay Ridge"
"2016-02-23T00:00:00.000","3","6279","52",,,"1265      81ST ST",,"BROOKLYN             NY 11228-3003",,"1","C0","670000","27228","0","0","0","27228","650000","27228","0","0","0","27228","M",,,,,"BROOKLYN","11228","40.617436","-74.011822","10","43","148","3163019","3062790052","Dyker Heights"
"2016-02-23T00:00:00.000","3","6308","28",,,"1338      74TH ST",,"BROOKLYN             NY 11228-2206",,"1","A3","1196000","69462","0","0","0","69462","1161105","69462","0","0","0","69462","M",,,,,"BROOKLYN","11228","40.620283","-74.005789","10","43","198","3159424","3062110020","Dyker Heights"
"2016-02-23T00:00:00.000","3","6340","16",,,"1428      85TH ST",,"BROOKLYN             NY 11228-3406",,"1","B1","818000","34110","0","0","0","34110","843000","34110","0","0","0","34110","M",,,,,"BROOKLYN","11228","40.612869","-74.010323","11","43","170","3165642","3063400016","Bath Beach"
"2016-02-23T00:00:00.000","3","6527","29",,,"1148      E 7TH ST",,"BROOKLYN             NY 11230-4008",,"1","A1","1363000","70617","0","0","0","70617","1362800","70617","0","0","0","70617","M",,,,,"BROOKLYN","11230","40.623048","-73.968865","12","44","452","3171120","3065270029","Ocean Parkway South"
"2016-02-23T00:00:00.000","3","6527","33",,,"1158      E 7TH ST",,"BROOKLYN             NY 11230-4008",,"1","A1","2236000","64479","0","0","0","64479","2236300","64479","0","0","0","64479","M",,,,,"BROOKLYN","11230","40.62287","-73.968833","12","44","452","3171122","3065270033","Ocean Parkway South"
"2016-02-23T00:00:00.000","3","6528","33",,,"921       OCEAN PKWY",,"BROOKLYN             NY 11230-3404",,"1","B3","1620000","52896","0","0","0","52896","1620440","52896","0","0","0","52896","M",,,,,"BROOKLYN","11230","40.626024","-73.970809","12","44","458","3170870","3065190079","Midwood"
"2016-02-23T00:00:00.000","3","6529","33",,,"1068      E 9TH ST",,"BROOKLYN             NY 11230-4108",,"1","A1","2328000","59120","0","0","0","59120","2543000","59120","0","0","0","59120","M",,,,,"BROOKLYN","11230","40.623034","-73.966819","12","44","458","3171200","3065290033","Midwood"
"2016-02-23T00:00:00.000","3","6530","33",,,"1068      E 10TH ST",,"BROOKLYN             NY 11230-4110",,"1","B3","1377000","54558","1550","0","0","53008","1336000","54558","1550","0","0","53008","M",,,,,"BROOKLYN","11230","40.623135","-73.965893","12","44","456","3171241","3065300033","Midwood"
"2016-02-23T00:00:00.000","3","6586","39",,,"1564      E 5TH ST",,"BROOKLYN             NY 11230-6326",,"1","A3","1047000","51058","0","0","0","51058","1016000","51058","0","0","0","51058","M",,,,,"BROOKLYN","11230","40.612626","-73.969691","12","44","440","3173728","3065860039","Ocean Parkway South"
"2016-03-18T00:00:00.000","1","1006","1054",,,"PO BOX 361142",,"SAN JUAN             PR 00936-1142",,"2","R4","364574","164058","0","125726","0","125726","364574","164058","0","123984","0","123984","E1",,,,,,,,,,,,,,
"2016-03-18T00:00:00.000","3","2019","1028",,,"88        LEFFERTS PLACE","88-2B","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","435102","195796","0","194758","0","194758","P",,,,,"BROOKLYN","11238","40.681158","-73.960149","2","36","227","3398374","3020197501","Clinton Hill"
"2016-03-18T00:00:00.000","3","2019","1029",,,"88        LEFFERTS PLACE","88-3A","BROOKLYN             NY 11238",,"2","R2","0","0","0","0","0","0","464111","208850","0","207742","0","207742","P",,,,,"BROOKLYN","11238","40.681158","-73.960149","2","36","227","3398374","3020197501","Clinton Hill"
"2016-02-23T00:00:00.000","3","6598","86",,"6463022803","1515      W 9TH ST",,"BROOKLYN             NY 11204-6436",,"1","B3","920000","43818","0","0","0","43818","893000","43818","0","0","0","43818","M",,,,,"BROOKLYN","11204","40.609681","-73.982903","11","44","430","3174257","3065980086","Bensonhurst East"
"2016-02-23T00:00:00.000","3","6757","1001",,,"1976      OCEAN AVE","# 5","BROOKLYN             NY 11230-6719",,,"R8","17600","5282","5020","0","0","262","21200","5282","5020","0","0","262","M",,,,,"BROOKLYN","11230","40.614048","-73.954199","14","48","546","3181621","3067577501","Midwood"
"2016-02-23T00:00:00.000","3","6757","1002",,,"1976      OCEAN AVENUE","UNIT PH &","BROOKLYN             NY 11230",,,"R8","17600","5282","5020","0","0","262","21200","5282","5020","0","0","262","M",,,,,"BROOKLYN","11230","40.614048","-73.954199","14","48","546","3181621","3067577501","Midwood"
"2016-02-23T00:00:00.000","3","6757","1003",,,"1976      OCEAN AVE","# 4","BROOKLYN             NY 11230-6719",,,"R8","17600","5282","5020","0","0","262","21200","5282","5020","0","0","262","M",,,,,"BROOKLYN","11230","40.614048","-73.954199","14","48","546","3181621","3067577501","Midwood"
"2016-02-23T00:00:00.000","3","6757","1004",,,"3042      OCEAN AVE",,"BROOKLYN             NY 11235-3301",,,"R8","17600","5282","5020","0","0","262","21200","5282","5020","0","0","262","M",,,,,"BROOKLYN","11235","40.58704","-73.94908","15","48","600","3320954","3074640032","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"2016-02-23T00:00:00.000","3","6757","1005",,,"1976      OCEAN AVENUE","UNIT 2","BROOKLYN             NY 11230",,,"R8","17600","5282","5020","0","0","262","21200","5282","5020","0","0","262","M",,,,,"BROOKLYN","11230","40.614048","-73.954199","14","48","546","3181621","3067577501","Midwood"
"2016-02-23T00:00:00.000","3","6817","10",,,"1810      E 12TH ST",,"BROOKLYN             NY 11229-2702",,"1","A1","759000","36547","3380","0","0","33167","782000","36547","3380","0","0","33167","M",,,,,"BROOKLYN","11229","40.604979","-73.960702","15","48","556","3183836","3068170010","Homecrest"
"2016-02-23T00:00:00.000","3","6827","15",,,"1860      E 22ND ST",,"BROOKLYN             NY 11229-1527",,"1","A1","1184000","40044","0","0","0","40044","1220000","40044","0","0","0","40044","M",,,,,"BROOKLYN","11229","40.605854","-73.950643","15","48","560","3184179","3068270015","Madison"
"2016-02-23T00:00:00.000","3","6828","31",,,"1860      E 23RD ST",,"BROOKLYN             NY 11229-1529",,"1","A1","707000","40061","0","0","0","40061","728000","40061","0","0","0","40061","M",,,,,"BROOKLYN","11229","40.605335","-73.949596","15","48","560","3184238","3068280031","Madison"
"2016-02-23T00:00:00.000","3","6898","15",,,"199       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","676000","31863","27178","0","0","4685","812000","31863","27178","0","0","4685","M",,,,,"BROOKLYN","11214","40.591476","-73.989097","13","47","306","3186800","3068980015","Gravesend"
"2016-02-23T00:00:00.000","3","6898","16",,,"197       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","639000","30082","0","0","0","30082","760000","30082","0","0","0","30082","M",,,,,"BROOKLYN","11214","40.591503","-73.989065","13","47","306","3186801","3068980016","Gravesend"
"2016-02-23T00:00:00.000","3","6898","18",,,"191       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","703000","33135","5690","0","0","27445","760000","33135","5690","0","0","27445","M",,,,,"BROOKLYN","11214","40.591591","-73.988975","13","47","306","3186803","3068980018","Gravesend"
"2016-02-23T00:00:00.000","3","6898","19",,,"189       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","629000","29637","18199","0","0","11438","760000","29637","18199","0","0","11438","M",,,,,"BROOKLYN","11214","40.591618","-73.988946","13","47","306","3186804","3068980019","Gravesend"
"2016-02-23T00:00:00.000","3","6898","20",,,"187       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","626000","29510","5690","0","0","23820","760000","29510","5690","0","0","23820","M",,,,,"BROOKLYN","11214","40.591649","-73.988917","13","47","306","3186805","3068980020","Gravesend"
"2016-02-23T00:00:00.000","3","6898","21",,,"183       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","621000","29256","1550","0","0","27706","760000","29256","1550","0","0","27706","M",,,,,"BROOKLYN","11214","40.591706","-73.988856","13","47","306","3186806","3068980021","Gravesend"
"2016-03-18T00:00:00.000","1","142","1271",,,"16        PLEASANT ST",,"POTSDAM              NY 13676-1724",,"2","R4","475210","213845","38735","187372","33440","153932","475210","213845","38735","184879","32942","151937","E1","X",,,,,,,,,,,,,
"2016-02-23T00:00:00.000","3","6898","22",,,"181       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","626000","29510","1550","0","0","27960","760000","29510","1550","0","0","27960","M",,,,,"BROOKLYN","11214","40.591736","-73.988827","13","47","306","3186807","3068980022","Gravesend"
"2016-02-23T00:00:00.000","3","6898","23",,,"179       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","624000","29383","0","0","0","29383","760000","29383","0","0","0","29383","M",,,,,"BROOKLYN","11214","40.591764","-73.988795","13","47","306","3186808","3068980023","Gravesend"
"2016-02-23T00:00:00.000","3","6898","24",,,"177       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","622000","29319","1550","0","0","27769","760000","29319","1550","0","0","27769","M",,,,,"BROOKLYN","11214","40.591794","-73.988766","13","47","306","3186809","3068980024","Gravesend"
"2016-02-23T00:00:00.000","3","6898","25",,,"173       BAY 43RD ST",,"BROOKLYN             NY 11214-5505",,"1","B1","620000","29192","1550","0","0","27642","760000","29192","1550","0","0","27642","M",,,,,"BROOKLYN","11214","40.591852","-73.988705","13","47","306","3186810","3068980025","Gravesend"
"2016-02-23T00:00:00.000","3","6898","26",,,"142       BAY 44TH ST",,"BROOKLYN             NY 11214-5528",,"1","B1","662000","31164","0","0","0","31164","777000","31164","0","0","0","31164","M",,,,,"BROOKLYN","11214","40.591484","-73.987945","13","47","306","3186821","3068980053","Gravesend"
"2016-02-23T00:00:00.000","3","6898","56",,,"150       BAY 44TH ST",,"BROOKLYN             NY 11214-5528",,"1","B1","747000","35170","0","0","0","35170","758000","35170","0","0","0","35170","M",,,,,"BROOKLYN","11214","40.591368","-73.988068","13","47","306","3186824","3068980056","Gravesend"
"2016-02-23T00:00:00.000","3","6898","57",,,"152       BAY 44TH ST",,"BROOKLYN             NY 11214-5528",,"1","B1","749000","35298","1550","0","0","33748","758000","35298","1550","0","0","33748","M",,,,,"BROOKLYN","11214","40.591341","-73.988096","13","47","306","3186825","3068980057","Gravesend"
"2016-02-23T00:00:00.000","1","717","63",,"D. DAVIS","225       5TH AVE","OFC 3","NEW YORK             NY 10010-1133",,"1","A4","7076000","321758","0","0","0","321758","9083000","321758","0","0","0","321758","M",,,,,"MANHATTAN","10010","40.743827","-73.987907","5","2","56","1087263","1008567502","Hudson Yards-Chelsea-Flatiron-Union Square"
"2016-02-23T00:00:00.000","1","741","5",,,"894       6TH AVE","FRNT 4","NEW YORK             NY 10001-3508",,"1","S1","10537000","465612","0","0","0","465612","10039000","465612","0","0","0","465612","M",,,,,"MANHATTAN","10001","40.74834","-73.98883","5","3","76","1015834","1008330078","Midtown-Midtown South"
"2016-02-23T00:00:00.000","1","885","57",,,"142       E 30TH ST",,"NEW YORK             NY 10016-7319",,"1","S1","16514000","208810","0","0","0","208810","14037000","208810","0","0","0","208810","M",,,,,"MANHATTAN","10016","40.7437","-73.981155","6","2","72","1077027","1008850057","Murray Hill-Kips Bay"
"2016-02-23T00:00:00.000","1","1123","46",,,"2109      BROADWAY",,"NEW YORK             NY 10023-2138",,"1","A5","12609000","223537","0","0","0","223537","12645400","223537","0","0","0","223537","M",,,,,"MANHATTAN","10023","40.780408","-73.982076","7","6","159","1030544","1011657503","Lincoln Square"
"2016-02-23T00:00:00.000","1","1126","37",,,"6         WEST   74 STREET",,"NEW YORK             NY 10023",,"1","S2","15807000","296700","1550","0","0","295150","18500000","296700","1550","0","0","295150","M",,,,,"MANHATTAN","10023","40.777742","-73.975509","7","6","157","1028671","1011260037","Lincoln Square"
"2016-02-23T00:00:00.000","1","1137","1004",,,"160       W 66TH ST","APT 16D","NEW YORK             NY 10023-6556",,"2","R4","279851","125933","0","112049","0","112049","279850","125933","0","112049","0","112049","M",,,,,"MANHATTAN","10023","40.774428","-73.98354","7","6","149","1077844","1011377501","Lincoln Square"
"2016-02-23T00:00:00.000","3","6898","58",,,"156       BAY 44TH ST",,"BROOKLYN             NY 11214-5528",,"1","B1","755000","35552","1550","0","0","34002","758000","35552","1550","0","0","34002","M",,,,,"BROOKLYN","11214","40.591283","-73.988158","13","47","306","3186826","3068980058","Gravesend"
"2016-02-23T00:00:00.000","1","1137","1040",,,"160       W 66TH ST","APT 20A","NEW YORK             NY 10023-6557",,"2","R4","221071","99482","0","88513","0","88513","221070","99482","0","88513","0","88513","M",,,,,"MANHATTAN","10023","40.774428","-73.98354","7","6","149","1077844","1011377501","Lincoln Square"
"2016-02-23T00:00:00.000","1","1137","1094",,,"160       W 66TH ST","APT 25F","NEW YORK             NY 10023-6559",,"2","R4","223519","100584","2360","89495","2360","87135","223520","100584","2360","89495","2360","87135","M",,,,,"MANHATTAN","10023","40.774428","-73.98354","7","6","149","1077844","1011377501","Lincoln Square"
"2016-02-23T00:00:00.000","1","1137","1096",,,,,,,"2","R4","344561","155052","0","137958","0","137958","344560","155052","0","137958","0","137958","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","1","1137","1138",,,"290       THOMPSON MILL RD",,"NEW HOPE             PA 18938-9243",,"2","R4","226484","101918","0","90681","0","90681","226485","101918","0","90681","0","90681","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","1","1137","1145",,,"22        STONEHEDGE DR",,"POUGHKEEPSIE         NY 12603-6507",,"2","R4","172474","77613","0","69053","0","69053","172473","77613","0","69053","0","69053","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","1","1137","1206",,,"59        BROWNLEY DR",,"STAMFORD             CT 06905-3006",,"2","R4","279851","125933","0","112049","0","112049","279850","125933","0","112049","0","112049","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","1","1137","1228",,,"160       W 66TH ST","APT 40E","NEW YORK             NY 10023-6564",,"2","R4","490737","220832","0","196484","0","196484","490738","220832","0","196484","0","196484","M",,,,,"MANHATTAN","10023","40.774428","-73.98354","7","6","149","1077844","1011377501","Lincoln Square"
"2016-02-23T00:00:00.000","1","1137","1231",,,"32        CONTESSA CT",,"PORT JEFFERSON       NY 11777-1463",,"2","R4","490737","220832","0","196484","0","196484","490738","220832","0","196484","0","196484","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","1","1137","1293",,,"621       NOD HILL RD",,"WILTON               CT 06897-1304",,"2","R4","490737","220832","0","196484","0","196484","490738","220832","0","196484","0","196484","M",,,,,,,,,,,,,,
"2016-02-23T00:00:00.000","1","1225","145",,,"130       W 95TH ST",,"NEW YORK             NY 10025-6604",,"1","B3","5000000","235807","0","0","0","235807","5185000","235807","0","0","0","235807","M",,,,,"MANHATTAN","10025","40.792614","-73.969057","7","6","181","1032579","1012250145","Upper West Side"
