"borough","block","lot","address","zip_code","final_18_19_actual_av","tax_class","bldg_class","rpie_year","status","x_coordinate","ycoordinate","latitude","longitude","community_district","city_council_district","census_tract","bin","bbl","nta"
"Manhattan","228","1317","27 WOOSTER STREET  # RU B","10013","145728","4","RK","2017","Nonfiler",,,,,,,,,,
"Manhattan","228","1401","325 WEST BROADWAY  #COMMA","10013","208454","4","RK","2017","Nonfiler","983130","202337","40.722045","-74.004041","102","1","47","1090164","1002287504","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","228","1402","325 WEST BROADWAY  #COMMB","10013","240646","4","RK","2017","Nonfiler","983130","202337","40.722045","-74.004041","102","1","47","1090164","1002287504","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","229","30","29 GREENE STREET","10013","1583356","4","K2","2017","Nonfiler","983578","202095","40.721381","-74.002424","102","1","47","1002975","1002290030","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","230","3","317 CANAL STREET","10013","726957","2A","S9","2017","Nonfiler","983478","201609","40.720047","-74.002785","102","1","47","1002981","1002300003","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","230","27","93 GRAND STREET","10013","569700","4","L9","2017","Nonfiler","983705","202137","40.721496","-74.001966","102","1","47","1002995","1002300027","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","231","1104","54 HOWARD STREET  #4","10013","158063","4","RB","2017","Nonfiler","983695","201679","40.720239","-74.002002","102","1","47","1079571","1002317502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","231","1105","54 HOWARD STREET  #5","10013","158063","4","RB","2017","Nonfiler","983695","201679","40.720239","-74.002002","102","1","47","1079571","1002317502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","231","1201","307 CANAL STREET  #CU1","10013","285181","2C","R8","2017","Nonfiler","983592","201502","40.719753","-74.002374","102","1","47","1087717","1002317503","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","232","4","442 BROADWAY","10013","2246400","4","K4","2017","Nonfiler","983935","201687","40.720261","-74.001136","102","1","45","1003027","1002320004","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","232","9","452 BROADWAY","10013","6159150","2","D4","2017","Nonfiler","983992","201776","40.720506","-74.000931","102","1","45","1003031","1002320009","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","233","2","9 CROSBY STREET","10013","42156900","4","H1","2017","Nonfiler","984170","201565","40.719926","-74.000289","102","1","45","1088790","1002330002","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","233","13","143 GRAND STREET","10013","737100","4","L9","2017","Nonfiler","984406","201671","40.720217","-73.999437","102","1","45","1003046","1002330013","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","233","15","147 GRAND STREET","10013","957454","2B","S9","2017","Nonfiler","984441","201649","40.720157","-73.999311","102","1","45","1003048","1002330015","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","234","9","155 GRAND STREET","10013","345600","4","O5","2017","Nonfiler","984552","201578","40.719962","-73.998911","102","1","45","1003054","1002340009","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","236","18","151 MULBERRY STREET","10013","110776","2B","S9","2017","Nonfiler","984955","201235","40.719021","-73.997457","102","1","41","1084399","1002360020","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","237","7","142 MULBERRY STREET","10013","711450","4","K2","2017","Nonfiler","984920","201129","40.71873","-73.997583","102","1","41","1003088","1002370007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","237","32","183 HESTER STREET","10013","618300","2","C7","2017","Nonfiler","984951","200866","40.718008","-73.997471","102","1","41","1079588","1002370032","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","237","33","185 HESTER STREET","10013","624600","2","C7","2017","Nonfiler","984928","200876","40.718035","-73.997554","102","1","41","1085775","1002370033","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","237","34","187 HESTER STREET","10013","603900","2","C7","2017","Nonfiler","984905","200887","40.718065","-73.997637","102","1","41","1079590","1002370034","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","237","35","189 HESTER STREET","10013","309858","2B","C7","2017","Nonfiler","984882","200897","40.718093","-73.99772","102","1","41","1003097","1002370035","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","237","1006","132 MULBERRY STREET  #4A","10013","493397","4","RB","2017","Nonfiler","984867","201006","40.718392","-73.997774","102","1","41","1066508","1002377501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","40","173 HESTER STREET","10013","2159550","2","C7","2017","Nonfiler","985107","200794","40.71781","-73.996908","102","1","41","1003114","1002380040","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1222","128 MOTT STREET  #406","10013","103702","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1223","128 MOTT STREET  #407","10013","181330","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1225","128 MOTT STREET  #409","10013","95202","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1226","128 MOTT STREET  #410","10013","100970","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1232","128 MOTT STREET  #509","10013","95202","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1233","128 MOTT STREET  #510","10013","100970","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1243","128 MOTT STREET  #702","10013","282985","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1244","128 MOTT STREET  #704","10013","105081","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1247","128 MOTT STREET  #707","10013","181330","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","238","1252","128 MOTT STREET  #403","10013","150687","4","RB","2017","Nonfiler","985139","200995","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","239","11","90 ELIZABETH STREET","10013","746550","2","C7","2017","Nonfiler","985380","200956","40.718255","-73.995924","102","1","41","1003119","1002390011","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","271","42","217 MADISON STREET","10002","654750","2","C7","2017","Nonfiler","987234","198938","40.712715","-73.989236","103","1","6","1003230","1002710042","Lower East Side"
"Manhattan","271","43","219 MADISON STREET","10002","682200","2","C7","2017","Nonfiler","987257","198940","40.712721","-73.989153","103","1","6","1003231","1002710043","Lower East Side"
"Manhattan","271","44","221 MADISON STREET","10002","620550","2","C7","2017","Nonfiler","987296","198945","40.712735","-73.989013","103","1","6","1003232","1002710044","Lower East Side"
"Manhattan","271","48","172 HENRY STREET","10002","755550","2","C4","2017","Nonfiler","987308","199214","40.713473","-73.988969","103","1","6","1077592","1002710048","Lower East Side"
"Manhattan","273","1001","142 HENRY STREET  #CU","10002","293400","4","RK","2017","Nonfiler","986871","199165","40.713339","-73.990546","103","1","6","1087057","1002737501","Lower East Side"
"Manhattan","273","1101","30 RUTGERS STREET  #1A","10002","229950","4","RB","2017","Nonfiler","987012","199006","40.712902","-73.990037","103","1","6","1087573","1002737502","Lower East Side"
"Manhattan","274","44","54 MARKET STREET","10002","472500","2","C7","2017","Nonfiler","985836","198595","40.711774","-73.994279","103","1","8","1003276","1002740044","Chinatown"
"Manhattan","274","45","56 MARKET STREET","10002","448200","2","C7","2017","Nonfiler","985839","198569","40.711703","-73.994268","103","1","8","1003277","1002740045","Chinatown"
"Manhattan","274","1001","48 MARKET STREET  #PROF1","10002","582844","4","RK","2017","Nonfiler","985828","198673","40.711988","-73.994308","103","1","8","1003275","1002747501","Chinatown"
"Manhattan","275","24","34 MARKET STREET","10002","131400","4","K4","2017","Nonfiler","985805","198897","40.712603","-73.994391","103","1","8","1003282","1002750024","Chinatown"
"Manhattan","276","54","47 CATHERINE STREET","10038","838800","2","C7","2017","Nonfiler","985116","198611","40.711818","-73.996876","103","1","8","1003324","1002760054","Chinatown"
"Manhattan","277","13","99 MADISON STREET","10002","292321","2B","C7","2017","Nonfiler","985517","198757","40.712219","-73.99543","103","1","8","1078945","1002770013","Chinatown"
"Manhattan","277","30","56 HENRY STREET","10002","840150","2","C7","2017","Nonfiler","985593","199025","40.712955","-73.995156","103","1","8","1003342","1002770030","Chinatown"
"Manhattan","277","31","54 HENRY STREET","10002","652050","2","C7","2017","Nonfiler","985572","199023","40.712949","-73.995231","103","1","8","1003343","1002770031","Chinatown"
"Manhattan","277","32","52 HENRY STREET","10002","739350","2","C7","2017","Nonfiler","985552","199021","40.712944","-73.995303","103","1","8","1003344","1002770032","Chinatown"
"Manhattan","277","1005","25 MARKET STREET  #A5","10002","40442","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1008","25 MARKET STREET  #B8","10002","85971","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1009","25 MARKET STREET  #C9","10002","76001","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1010","25 MARKET STREET  #C10","10002","53509","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1011","25 MARKET STREET  #C11","10002","59560","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1012","25 MARKET STREET  #C12","10002","73041","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1013","25 MARKET STREET  #D13","10002","112177","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1014","25 MARKET STREET  #D14","10002","78130","4","RB","2017","Nonfiler","985789","198987","40.71285","-73.994449","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1016","60 HENRY STREET  #E16","10002","51998","4","RB","2017","Nonfiler","985634","199030","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1017","60 HENRY STREET  #E17","10002","52062","4","RB","2017","Nonfiler","985634","199030","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1018","60 HENRY STREET  #E18","10002","52137","4","RB","2017","Nonfiler","985634","199030","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1019","60 HENRY STREET  #E19","10002","52137","4","RB","2017","Nonfiler","985634","199030","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1020","60 HENRY STREET  #F20","10002","89480","4","RB","2017","Nonfiler","985634","199030","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","277","1021","60 HENRY STREET  #F21","10002","51930","4","RB","2017","Nonfiler","985634","199030","40.712968","-73.995008","103","1","8","1077812","1002777501","Chinatown"
"Manhattan","279","2","31 OLIVER STREET","10038","1856700","2","C7","2017","Nonfiler","984852","198726","40.712134","-73.997829","103","1","27","1003361","1002790002","Chinatown"
"Manhattan","279","68","2 OLIVER STREET","10038","690750","4","M2","2017","Nonfiler","984781","199082","40.713111","-73.998085","103","1","27","1003387","1002790068","Chinatown"
"Manhattan","279","1118","11 EAST BROADWAY  #8B","10038","101856","4","RB","2017","Nonfiler","984934","199200","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown"
"Manhattan","279","1121","11 EAST BROADWAY  #9A","10038","58788","4","RB","2017","Nonfiler","984934","199200","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown"
"Manhattan","279","1123","11 EAST BROADWAY  #9C","10038","110278","4","RB","2017","Nonfiler","984934","199200","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown"
"Manhattan","279","1131","11 EAST BROADWAY  #5B","10038","101206","4","RB","2017","Nonfiler","984934","199200","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown"
"Manhattan","279","1132","11 EAST BROADWAY  #5C","10038","87815","4","RB","2017","Nonfiler","984934","199200","40.713435","-73.997533","103","1","27","1003379","1002797502","Chinatown"
"Manhattan","280","30","61 EAST BROADWAY","10002","603008","2B","S9","2017","Nonfiler","985525","199266","40.713616","-73.995401","103","1","8","1003413","1002800030","Chinatown"
"Manhattan","280","46","29 EAST BROADWAY","10002","783900","2","D5","2017","Nonfiler","985224","199233","40.713526","-73.996487","103","1","8","1003426","1002800046","Chinatown"
"Manhattan","280","1001","17 EAST BROADWAY  #1","10002","138129","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1002","17 EAST BROADWAY  #2","10002","185306","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1008","17 EAST BROADWAY  #201","10002","44385","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1009","17 EAST BROADWAY  #202","10002","40962","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1010","17 EAST BROADWAY  #203","10002","44385","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1020","17 EAST BROADWAY  #306","10002","47492","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1021","17 EAST BROADWAY  #307","10002","44385","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1022","17 EAST BROADWAY  #401","10002","44385","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1024","17 EAST BROADWAY  #403","10002","44385","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1026","17 EAST BROADWAY  #405","10002","53699","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1033","17 EAST BROADWAY  #505","10002","88108","4","RB","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1034","17 EAST BROADWAY  #506","10002","47492","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1039","17 EAST BROADWAY  #604","10002","40962","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1040","17 EAST BROADWAY  #605","10002","53699","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1041","17 EAST BROADWAY  #606","10002","47492","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1042","17 EAST BROADWAY  #607","10002","44686","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","280","1047","17 EAST BROADWAY  #705","10002","53699","4","RK","2017","Nonfiler","985111","199221","40.713493","-73.996894","103","1","8","1003432","1002807501","Chinatown"
"Manhattan","281","42","45 DIVISION STREET","10002","533700","4","O5","2017","Nonfiler","985507","199465","40.714162","-73.995466","103","1","8","1003512","1002810042","Chinatown"
"Manhattan","281","1105","8 CATHERINE STREET  #   3B","10038","138814","4","RB","2017","Nonfiler","984973","199297","40.713701","-73.997392","103","1","27","1088494","1002810004","Chinatown"
"Manhattan","281","1107","8 CATHERINE STREET  #   4B","10038","138814","4","RB","2017","Nonfiler","984973","199297","40.713701","-73.997392","103","1","27","1088494","1002810004","Chinatown"
"Manhattan","282","26","103 EAST BROADWAY","10002","1177200","4","K4","2017","Nonfiler","986112","199330","40.713792","-73.993283","103","1","8","1003536","1002820026","Chinatown"
"Manhattan","282","1005","98 EAST BROADWAY  #O3","10002","343366","4","RB","2017","Nonfiler","986057","199330","40.713792","-73.993482","103","1","8","1003548","1002827501","Chinatown"
"Manhattan","282","1006","98 EAST BROADWAY  #O4","10002","343366","4","RB","2017","Nonfiler","986057","199330","40.713792","-73.993482","103","1","8","1003548","1002827501","Chinatown"
"Manhattan","282","1008","98 EAST BROADWAY  #O6","10002","299480","4","RB","2017","Nonfiler","986057","199330","40.713792","-73.993482","103","1","8","1003548","1002827501","Chinatown"
"Manhattan","282","1009","98 EAST BROADWAY  #O7","10002","187356","4","RB","2017","Nonfiler","986057","199330","40.713792","-73.993482","103","1","8","1003548","1002827501","Chinatown"
"Manhattan","282","1104","107 EAST BROADWAY  #   3A","10002","168079","4","RB","2017","Nonfiler","986147","199334","40.713803","-73.993157","103","1","8","1088291","1002827502","Chinatown"
"Manhattan","283","64","146 EAST BROADWAY","10002","302526","2B","C7","2017","Nonfiler","986720","199400","40.713984","-73.99109","103","1","6","1003591","1002830064","Lower East Side"
"Manhattan","283","71","160 EAST BROADWAY","10002","231344","2B","C7","2017","Nonfiler","986908","199422","40.714044","-73.990412","103","1","6","1003597","1002830071","Lower East Side"
"Manhattan","283","73","26 CANAL STREET","10002","197414","2A","S9","2017","Nonfiler","986908","199570","40.71445","-73.990412","103","1","6","1003599","1002830073","Lower East Side"
"Manhattan","283","1101","135 DIVISION STREET  #ST.A","10002","149855","4","RK","2017","Nonfiler","986702","199584","40.714489","-73.991155","103","1","6","1075753","1002837502","Lower East Side"
"Manhattan","284","28","165 EAST BROADWAY","10002","1140300","4","K4","2017","Nonfiler","987026","199430","40.714066","-73.989986","103","1","6","1003627","1002840028","Lower East Side"
"Manhattan","285","8","193 HENRY STREET","10002","463500","2B","D7","2017","Nonfiler","987623","199254","40.713583","-73.987833","103","1","6","1003688","1002850008","Lower East Side"
"Manhattan","285","9","195 HENRY STREET","10002","298800","2","C1","2017","Nonfiler","987644","199256","40.713588","-73.987757","103","1","6","1003689","1002850009","Lower East Side"
"Manhattan","285","14","205 HENRY STREET","10002","264755","2","D7","2017","Nonfiler","987751","199268","40.713621","-73.987371","103","1","6","1003693","1002850014","Lower East Side"
"Manhattan","285","17","217 EAST BROADWAY","10002","375183","2A","S9","2017","Nonfiler","987735","199509","40.714282","-73.987429","103","1","6","1003696","1002850017","Lower East Side"
"Manhattan","285","18","215 EAST BROADWAY","10002","622350","4","O5","2017","Nonfiler","987713","199507","40.714277","-73.987508","103","1","6","1003697","1002850018","Lower East Side"
"Manhattan","285","24","203 EAST BROADWAY","10002","191250","2","D7","2017","Nonfiler","987582","199493","40.714239","-73.987981","103","1","6","1003702","1002850024","Lower East Side"
"Manhattan","285","25","201 EAST BROADWAY","10002","199350","2","D7","2017","Nonfiler","987560","199490","40.71423","-73.98806","103","1","6","1003703","1002850025","Lower East Side"
"Manhattan","286","13","233 HENRY STREET","10002","676800","2","C1","2017","Nonfiler","988157","199310","40.713736","-73.985907","103","1","201","1003716","1002860013","Lower East Side"
"Manhattan","286","33","235 EAST BROADWAY","10002","396450","4","P5","2017","Nonfiler","987990","199537","40.714359","-73.986509","103","1","201","1003732","1002860033","Lower East Side"
"Manhattan","288","44","509 GRAND STREET","10002","93059","2A","S9","2017","Nonfiler","989170","199636","40.71463","-73.982252","103","1","202","1003749","1002880044","Lower East Side"
"Manhattan","292","22","19 ELDRIDGE STREET","10002","818550","2","C7","2017","Nonfiler","986015","199745","40.714931","-73.993633","103","1","16","1003767","1002920022","Chinatown"
"Manhattan","292","25","13 ELDRIDGE STREET","10002","1027800","2","C7","2017","Nonfiler","985992","199687","40.714772","-73.993716","103","1","16","1003770","1002920025","Chinatown"
"Manhattan","292","1002","1 ELDRIDGE STREET  #STORA","10002","171131","4","RK","2017","Nonfiler","985947","199571","40.714453","-73.993879","103","1","16","1003775","1002927501","Chinatown"
"Manhattan","292","1003","1 ELDRIDGE STREET  #STORB","10002","139290","4","RK","2017","Nonfiler","985947","199571","40.714453","-73.993879","103","1","16","1003775","1002927501","Chinatown"
"Manhattan","292","1005","1 ELDRIDGE STREET  #OFFCA","10002","50923","4","RB","2017","Nonfiler","985947","199571","40.714453","-73.993879","103","1","16","1003775","1002927501","Chinatown"
"Manhattan","292","1006","1 ELDRIDGE STREET  #OFFCB","10002","51287","4","RB","2017","Nonfiler","985947","199571","40.714453","-73.993879","103","1","16","1003775","1002927501","Chinatown"
"Manhattan","292","1110","86 CANAL STREET  #HC","10002","3913650","4","RH","2017","Nonfiler","986042","199912","40.715389","-73.993536","103","1","16","1088640","1002920016","Chinatown"
"Manhattan","294","25","44 CANAL STREET","10002","445880","2B","S9","2017","Nonfiler","986612","199685","40.714766","-73.99148","103","1","16","1003802","1002940025","Chinatown"
"Manhattan","294","26","40 CANAL STREET","10002","486900","4","K4","2017","Nonfiler","986654","199668","40.714719","-73.991328","103","1","16","1003803","1002940026","Chinatown"
"Manhattan","297","16","44 HESTER STREET","10002","705150","2","C7","2017","Nonfiler","986988","200009","40.715655","-73.990123","103","1","16","1003811","1002970016","Chinatown"
"Manhattan","297","24","11 ESSEX STREET","10002","241200","2","C7","2017","Nonfiler","987018","199792","40.715059","-73.990015","103","1","16","1003818","1002970024","Chinatown"
"Manhattan","298","7","26 ORCHARD STREET","10002","326250","4","L8","2017","Nonfiler","986592","199965","40.715534","-73.991552","103","1","16","1003843","1002980007","Chinatown"
"Manhattan","298","10","32 ORCHARD STREET","10002","713250","4","K4","2017","Nonfiler","986615","200023","40.715694","-73.991469","103","1","16","1003846","1002980010","Chinatown"
"Manhattan","298","26","13 LUDLOW STREET","10002","560700","2","C7","2017","Nonfiler","986769","199815","40.715123","-73.990913","103","1","16","1082817","1002980026","Chinatown"
"Manhattan","298","1202","21 LUDLOW STREET  #C2","10002","50850","4","RB","2017","Nonfiler","986801","199897","40.715348","-73.990798","103","1","16","1003853","1002987503","Chinatown"
"Manhattan","298","1203","21 LUDLOW STREET  #1","10002","418050","4","RK","2017","Nonfiler","986801","199897","40.715348","-73.990798","103","1","16","1003853","1002987503","Chinatown"
"Manhattan","299","20","70 HESTER STREET","10002","841950","4","K2","2017","Nonfiler","986619","200156","40.716059","-73.991454","103","1","16","1003863","1002990020","Chinatown"
"Manhattan","299","29","21 ORCHARD STREET","10002","378900","4","L8","2017","Nonfiler","986560","199898","40.715351","-73.991667","103","1","16","1003871","1002990029","Chinatown"
"Manhattan","303","6","151 CANAL STREET","10002","712588","2A","S9","2017","Nonfiler","985428","200336","40.716553","-73.995751","103","1","16","1003904","1003030006","Chinatown"
"Manhattan","303","13","89 BOWERY","10002","1455397","4","O3","2017","Nonfiler","985488","200529","40.717083","-73.995534","103","1","16","1000000","1003030013","Chinatown"
"Manhattan","303","27","55 CHRYSTIE STREET","10002","3481650","4","O5","2017","Nonfiler","985712","200265","40.716358","-73.994726","103","1","16","1003915","1003030027","Chinatown"
"Manhattan","303","1104","77 BOWERY  #CU301","10002","517996","4","RB","2017","Nonfiler",,,,,,,,,,
"Manhattan","303","1108","77 BOWERY  #CU701","10002","206458","4","RB","2017","Nonfiler",,,,,,,,,,
"Manhattan","303","1110","77 BOWERY  #CU401","10002","335044","4","RB","2017","Nonfiler",,,,,,,,,,
"Manhattan","303","1114","77 BOWERY  #CU503","10002","190153","4","RB","2017","Nonfiler",,,,,,,,,,
"Manhattan","304","30","85 CHRYSTIE STREET","10002","558450","2","C7","2017","Nonfiler","985864","200673","40.717478","-73.994178","103","1","16","1003941","1003040030","Chinatown"
"Manhattan","308","22","51 ORCHARD STREET","10002","920700","2","C7","2017","Nonfiler","986730","200334","40.716547","-73.991054","103","1","16","1079024","1003080022","Chinatown"
"Manhattan","308","23","49 ORCHARD STREET","10002","1080450","4","M9","2017","Nonfiler","986721","200309","40.716479","-73.991086","103","1","16","1003991","1003080023","Chinatown"
"Manhattan","310","3","38 LUDLOW STREET","10002","709200","2","C7","2017","Nonfiler","986920","200188","40.716146","-73.990368","103","1","16","1004021","1003100003","Chinatown"
"Manhattan","310","19","353 GRAND STREET","10002","159369","2A","S9","2017","Nonfiler","987200","200414","40.716767","-73.989358","103","1","16","1004033","1003100019","Chinatown"
"Manhattan","315","45","228 EAST BROADWAY","10002","2156850","4","N2","2017","Nonfiler","987935","199537","40.714359","-73.986707","103","1","1401","1004054","1003150045","Lower East Side"
"Manhattan","343","63","61 PITT STREET","10002","287550","4","G7","2017","Nonfiler","989039","200819","40.717877","-73.982724","103","1","12","1000000","1003430063","Lower East Side"
"Manhattan","343","66","55 PITT STREET","10002","252000","4","K1","2017","Nonfiler","989005","200737","40.717652","-73.982847","103","1","12","1004085","1003430066","Lower East Side"
"Manhattan","343","68","208 DELANCEY STREET","10002","1483200","2","D6","2017","Nonfiler","988818","200509","40.717027","-73.983522","103","1","12","1000000","1003430068","Lower East Side"
"Manhattan","344","150","175 STANTON STREET","10002","78999","2B","C7","2017","Nonfiler","988641","201639","40.720128","-73.984159","103","1","2201","1004117","1003440150","Lower East Side"
"Manhattan","344","171","170 RIVINGTON STREET","10002","656550","2","C7","2017","Nonfiler","988494","201219","40.718976","-73.98469","103","1","2201","1004123","1003440171","Lower East Side"
"Manhattan","344","1001","50 CLINTON STREET  # COMM","10002","451800","4","RK","2017","Nonfiler",,,,,,,,,,
"Manhattan","345","36","186 STANTON STREET","10002","356928","2B","C7","2017","Nonfiler","988795","201584","40.719977","-73.983604","103","1","2201","1004150","1003450036","Lower East Side"
"Manhattan","346","150","145 CLINTON STREET","10002","7355282","4","G6","2017","Nonfiler","988027","200357","40.71661","-73.986375","103","1","1402","1000000","1003467501","Lower East Side"
"Manhattan","348","4","102 SUFFOLK STREET","10002","643050","2","C4","2017","Nonfiler","988063","201099","40.718646","-73.986245","103","1","1402","1004161","1003480004","Lower East Side"
"Manhattan","348","38","100 CLINTON STREET","10002","164899","2A","S9","2017","Nonfiler","988280","200969","40.71829","-73.985462","103","1","1402","1004193","1003480038","Lower East Side"
"Manhattan","348","71","176 DELANCEY STREET","10002","145957","2A","C4","2017","Nonfiler","988374","200690","40.717524","-73.985123","103","1","1402","1004211","1003480071","Lower East Side"
"Manhattan","349","17","161 STANTON STREET","10002","116844","2B","C4","2017","Nonfiler","988455","201714","40.720334","-73.98483","103","1","3001","1004220","1003490017","Chinatown"
"Manhattan","349","29","69 CLINTON STREET","10002","1011600","2","C7","2017","Nonfiler","988422","201352","40.719341","-73.98495","103","1","3001","1004232","1003490029","Chinatown"
"Manhattan","350","1","166 SUFFOLK STREET","10002","1087650","2","C1","2017","Nonfiler","988360","201866","40.720752","-73.985173","103","1","3001","1004235","1003500001","Chinatown"
