"fiscal_year","ats_system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader_name","school_support_team_name","school_support_team_leader_name","highschool_network_location_code","highschool_network_name","highschool_network_superintendent","location_1"
"2018","02M575      ","M575","Manhattan Comprehensive Night and Day High School","310200011575","DOE","Transfer School","High school","10,11,12,SE","09,10,11,12","1989-02-01T00:00:00.000","Open","M661","240 2 AVENUE","NY","988592","206219","106","2","4800","1009210064","MN21","Gramercy                                                                   ","MICHAEL TOISE","PRINCIPAL","212-353-2010","212-353-1673","2","HS10","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan","NULL","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","240 2 AVENUE
MANHATTAN, NY 10003
(40.732699, -73.984333)"
"2018","02M580      ","M580","Richard R. Green High School of Teaching","310200011580","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1996-06-05T00:00:00.000","Open","M282","26 BROADWAY","NY","980562","196375","101","1","900","0","MN25","Battery Park City-Lower Manhattan                                          ","Joan Weaver","I.A. PRINCIPAL","646-826-8174","646-826-8175","2","HS04","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan","NULL","HS04","HS Network 04 Superintendent Office","ROSALES, MARISOL","26 BROADWAY
MANHATTAN, NY 10004
(40.705688, -74.013303)"
"2018","02M586      ","M586","Harvey Milk High School","310200011586","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","2003-06-30T00:00:00.000","Open","M807","2-10 ASTOR PLACE","NY","986372","205112","102","2","5700","1005450026","MN23","West Village                                                               ","Daphne Perrini","PRINCIPAL","212-477-1555","212-674-8650","2","HS10","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan","NULL","HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","2-10 ASTOR PLACE
MANHATTAN, NY 10003
(40.729661, -73.992343)"
"2018","02M600      ","M600","The High School of Fashion Industries","310200011600","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","1940-07-01T00:00:00.000","Open","M600","225 WEST  24 STREET","NY","985260","210947","104","3","9100","1007740019","MN13","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","Daryl Blank","PRINCIPAL","212-255-1235","212-255-4756","2","HS04","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan","NULL","HS04","HS Network 04 Superintendent Office","ROSALES, MARISOL","225 WEST 24 STREET
MANHATTAN, NY 10011
(40.745677, -73.996354)"
"2018","02M605      ","M605","Humanities Preparatory Academy","310200011605","DOE","Transfer School","High school","09,10,11,12,SE","09,10,11,12","1997-06-10T00:00:00.000","Open","M440","351 WEST  18 STREET","NY","983546","210120","104","3","8900","1007420007","MN13","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","Jeannie Ferrari","PRINCIPAL","212-929-4433","212-929-4445","2","HS12","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 5- Affinity Group","NULL","HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","351 WEST 18 STREET
MANHATTAN, NY 10011
(40.743407, -74.00254)"
"2018","02M615      ","M615","Chelsea Career and Technical Education High School","310200011615","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","1905-07-01T00:00:00.000","Open","M615","131 AVENUE OF THE AMERICAS","NY","982848","203279","102","3","3700","1004910016","MN24","SoHo-TriBeCa-Civic Center-Little Italy                                     ","Jaivelle Reed","I.A. PRINCIPAL","212-925-1080","212-941-7934","2","HS04","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan","NULL","HS04","HS Network 04 Superintendent Office","ROSALES, MARISOL","131 AVENUE OF THE AMERICAS
MANHATTAN, NY 10013
(40.72463, -74.005058)"
"2018","02M630      ","M630","Art and Design High School","310200011630","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","1960-07-01T00:00:00.000","Open","M488","231-249 EAST 56 STREET","NY","993533","215912","106","4","10800","1013300013","MN19","Turtle Bay-East Midtown                                                    ","MANUEL URENA","PRINCIPAL","212-752-4340","212-752-4945","2","HS04","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan","NULL","HS04","HS Network 04 Superintendent Office","ROSALES, MARISOL","231-249 EAST 56 STREET
MANHATTAN, NY 10019
(40.759248, -73.967204)"
"2018","02M655      ","M655","Life Sciences Secondary School","310200011655","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","1999-07-01T00:00:00.000","Open","M645","320 EAST  96 STREET","NY","999223","224654","108","5","15601","1015580034","MN32","Yorkville                                                                  ","Kimberly Swanson","PRINCIPAL","212-348-1694","212-348-4293","2","HS04","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan","NULL","HS04","HS Network 04 Superintendent Office","ROSALES, MARISOL","320 EAST 96 STREET
MANHATTAN, NY 10128
(40.783286, -73.945933)"
"2018","02M896      ","M896","Lower Manhattan Community Middle School","310200010896","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M282","26 BROADWAY","NY","980562","196375","101","1","900","0","MN25","Battery Park City-Lower Manhattan                                          ","KELLY MCGUIRE","PRINCIPAL","646-826-8100","646-826-8101","2","M802","COMMUNITY SCHOOL DISTRICT 02","LABOY, BONNIE","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","NULL","26 BROADWAY
MANHATTAN, NY 10004
(40.705688, -74.013303)"
"2018","02M933      ","M933","City Knoll Middle School","310200010933","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2014-07-01T00:00:00.000","Open","M933","425 WEST 33RD STREET","NY","984904","213648","104","3","10300","0","MN13","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","Kaye Kerr","I.A. PRINCIPAL","212-695-9115","212-695-9615","2","M802","COMMUNITY SCHOOL DISTRICT 02","LABOY, BONNIE","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan","NULL","NULL","NULL","NULL","425 WEST 33RD STREET
MANHATTAN, NY 10001
(40.753099, -73.997641)"
"2018","03M009      ","M009","P.S. 009 Sarah Anderson","310300010009","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1965-07-01T00:00:00.000","Open","M009","100 WEST  84 STREET","NY","991379","225360","107","6","16900","1012140029","MN12","Upper West Side                                                            ","Katherine Witzke","PRINCIPAL","212-678-2812","212-873-4681","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","100 WEST 84 STREET
MANHATTAN, NY 10024
(40.785234, -73.974256)"
"2018","03M054      ","M054","J.H.S. 054 Booker T. Washington","310300010054","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1950-07-01T00:00:00.000","Open","M054","103 WEST 107 STREET","NY","994419","230996","107","7","19300","1018620011","MN09","Morningside Heights                                                        ","ELANA ELSTER","PRINCIPAL","212-678-2861","212-316-0883","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","103 WEST 107 STREET
MANHATTAN, NY 10025
(40.8007, -73.96327)"
"2018","03M075      ","M075","P.S. 075 Emily Dickinson","310300010075","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1950-07-01T00:00:00.000","Open","M075","735 WEST END AVENUE","NY","991450","228958","107","6","18300","1012530065","MN12","Upper West Side                                                            ","ROBERT OBRIEN","PRINCIPAL","212-866-5400","212-866-5543","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","735 WEST END AVENUE
MANHATTAN, NY 10025
(40.795109, -73.973996)"
"2018","03M076      ","M076","P.S. 076 A. Philip Randolph","310300010076","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1965-07-01T00:00:00.000","Open","M076","220 WEST 121 STREET","NY","997690","233123","110","9","22000","1019260017","MN11","Central Harlem South                                                       ","CHARLES DEBERRY","PRINCIPAL","212-678-2865","212-678-2867","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","220 WEST 121 STREET
MANHATTAN, NY 10027
(40.806534, -73.951451)"
"2018","03M084      ","M084","P.S. 084 Lillian Weber","310300010084","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1962-07-01T00:00:00.000","Open","M084","32 WEST  92 STREET","NY","992995","226907","107","6","17700","1012050006","MN12","Upper West Side                                                            ","Evelyn J. Lolis, Ed.D.","PRINCIPAL","212-799-2534","212-501-9071","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","32 WEST 92 STREET
MANHATTAN, NY 10025
(40.789479, -73.968419)"
"2018","03M087      ","M087","P.S. 087 William Sherman","310300010087","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1955-07-01T00:00:00.000","Open","M087","160 WEST  78 STREET","NY","990337","224076","107","6","16100","1011490007","MN12","Upper West Side                                                            ","MONICA BERRY","PRINCIPAL","212-678-2826","212-678-5886","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","160 WEST 78 STREET
MANHATTAN, NY 10024
(40.78171, -73.97802)"
"2018","03M145      ","M145","P.S. 145, The Bloomingdale School","310300010145","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1961-07-01T00:00:00.000","Open","M145","150 WEST 105 STREET","NY","993771","230412","107","7","18900","1018590001","MN12","Upper West Side                                                            ","Dr. Natalia Russo","PRINCIPAL","212-678-2857","212-222-4610","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","150 WEST 105 STREET
MANHATTAN, NY 10025
(40.799098, -73.965611)"
"2018","03M149      ","M149","P.S. 149 Sojourner Truth","310300010149","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1990-12-04T00:00:00.000","Open","M207","41 WEST 117 STREET","NY","998622","231708","110","9","19000","1016010001","MN11","Central Harlem South                                                       ","CLAUDIA AGUIRRE","PRINCIPAL","646-672-9020","212-289-6089","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","41 WEST 117 STREET
MANHATTAN, NY 10026
(40.802649, -73.948088)"
"2018","03M163      ","M163","P.S. 163 Alfred E. Smith","310300010163","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1958-07-01T00:00:00.000","Open","M163","163 WEST  97 STREET","NY","992980","228978","107","7","18500","1018520099","MN12","Upper West Side                                                            ","Donny Lopez","PRINCIPAL","212-678-2854","212-678-2856","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","163 WEST 97 STREET
MANHATTAN, NY 10025
(40.795163, -73.96847)"
"2018","03M165      ","M165","P.S. 165 Robert E. Simon","310300010165","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1898-07-01T00:00:00.000","Open","M165","234 WEST 109 STREET","NY","993677","231707","107","7","19500","1018800013","MN09","Morningside Heights                                                        ","ARACELIS CASTELLANO-FOLK","PRINCIPAL","212-678-2873","212-222-6700","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","234 WEST 109 STREET
MANHATTAN, NY 10025
(40.802653, -73.965949)"
"2018","03M166      ","M166","P.S. 166 The Richard Rodgers School of The Arts an","310300010166","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1898-07-01T00:00:00.000","Open","M166","132 WEST  89 STREET","NY","991849","226705","107","6","17300","1012190047","MN12","Upper West Side                                                            ","Debra Mastriano","PRINCIPAL","212-678-2829","212-579-4542","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","132 WEST 89 STREET
MANHATTAN, NY 10024
(40.788925, -73.972557)"
"2018","03M180      ","M180","P.S. 180 Hugo Newman","310300010180","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1960-07-01T00:00:00.000","Open","M180","370 WEST 120TH STREET","NY","996469","233500","110","9","25700","1019460001","MN11","Central Harlem South                                                       ","Jeneca Parker","I.A. PRINCIPAL","212-678-2849","212-665-1572","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","370 WEST 120TH STREET
MANHATTAN, NY 10027
(40.80757, -73.955861)"
"2018","03M185      ","M185","P.S. 185 - The Early Childhood Discovery and Desig","310300010185","DOE","General Academic","Early Childhood","PK,0K,01,02,SE","PK,0K,01,02","1968-07-01T00:00:00.000","Open","M185","20 WEST 112 STREET","NY","998053","230182","110","9","18600","1015950015","MN11","Central Harlem South                                                       ","JANE MURPHY","PRINCIPAL","212-534-7490","212-831-8613","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","20 WEST 112 STREET
MANHATTAN, NY 10026
(40.798461, -73.950146)"
"2018","03M191      ","M191","The Riverside School for Makers and Artists","310300010191","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08,SE","1956-07-01T00:00:00.000","Open","M342","300 WEST 61ST STREET","NY","986901","220799","107","6","15100","1011717510","MN14","Lincoln Square                                                             ","Lauren Keville","PRINCIPAL","212-757-4343","212-757-1022","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","300 WEST 61ST STREET
NEW YORK, NY 10023
(40.7722, -73.990902)"
"2018","03M199      ","M199","P.S. 199 Jessie Isador Straus","310300010199","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1963-07-01T00:00:00.000","Open","M199","270 WEST  70 STREET","NY","988564","222579","107","6","15500","1011580040","MN14","Lincoln Square                                                             ","Louise Xerri","PRINCIPAL","212-799-1033","212-799-1179","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","270 WEST 70 STREET
MANHATTAN, NY 10023
(40.777603, -73.984423)"
"2018","03M208      ","M208","The Alain L. Locke Magnet School for Environmental","310300010208","DOE","General Academic","Elementary","03,04,05,SE","03,04,05","1968-07-01T00:00:00.000","Open","M208","21 WEST 111 STREET","NY","998053","230182","110","9","18600","1015950015","MN11","Central Harlem South                                                       ","SUSAN GREEN","PRINCIPAL","212-534-9580","212-534-8227","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","21 WEST 111 STREET
MANHATTAN, NY 10026
(40.798461, -73.950146)"
"2018","03M241      ","M241","STEM Institute of Manhattan","310300010241","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1999-07-01T00:00:00.000","Open","M113","240 WEST 113 STREET","NY","996547","231315","110","9","21600","1018280015","MN11","Central Harlem South                                                       ","MARCIA HENDRICKS","PRINCIPAL","212-678-2898","212-678-2975","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","240 WEST 113 STREET
MANHATTAN, NY 10026
(40.801573, -73.955583)"
"2018","03M242      ","M242","P.S. 242 - The Young Diplomats Magnet Academy","310300010242","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1999-06-22T00:00:00.000","Open","M144","134 WEST 122 STREET","NY","998539","232949","110","9","22000","1019060011","MN11","Central Harlem South                                                       ","DENISE GOMEZ","PRINCIPAL","212-678-2908","212-678-2927","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","134 WEST 122 STREET
MANHATTAN, NY 10027
(40.806055, -73.948385)"
"2018","03M243      ","M243","M.S. 243 Center School","310300010243","DOE","General Academic","Junior High-Intermediate-Middle","05,06,07,08,SE","05,06,07,08","1999-07-01T00:00:00.000","Open","M009","100 WEST  84 STREET","NY","991379","225360","107","6","16900","1012140029","MN12","Upper West Side                                                            ","ELAINE SCHWARTZ","PRINCIPAL","212-799-1477","212-579-9728","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","100 WEST 84 STREET
MANHATTAN, NY 10024
(40.785234, -73.974256)"
"2018","03M245      ","M245","M.S. M245 The Computer School","310300010245","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","M044","100 WEST  77 STREET","NY","990453","223648","107","6","16100","1011480014","MN12","Upper West Side                                                            ","HENRY ZYMECK","PRINCIPAL","917-441-0873","212-678-5908","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","100 WEST 77 STREET
MANHATTAN, NY 10024
(40.780536, -73.977602)"
"2018","03M247      ","M247","M.S. M247 Dual Language Middle School","310300010247","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-22T00:00:00.000","Open","M044","100 WEST  77 STREET","NY","990453","223648","107","6","16100","1011480014","MN12","Upper West Side                                                            ","Kristina Jelinek","I.A. PRINCIPAL","212-496-1050","212-496-1087","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","100 WEST 77 STREET
MANHATTAN, NY 10024
(40.780536, -73.977602)"
"2018","03M250      ","M250","M.S. 250 West Side Collaborative Middle School","310300010250","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-22T00:00:00.000","Open","M075","735 WEST END AVENUE","NY","991450","228958","107","6","18300","1012530065","MN12","Upper West Side                                                            ","Novella Bailey","PRINCIPAL","212-866-6313","212-678-5295","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","735 WEST END AVENUE
MANHATTAN, NY 10025
(40.795109, -73.973996)"
"2018","03M256      ","M256","Lafayette Academy","310300010256","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-28T00:00:00.000","Open","M118","154 WEST  93 STREET","NY","992277","227605","107","6","17700","1012230005","MN12","Upper West Side                                                            ","Brian Zager","PRINCIPAL","212-222-2857","212-531-0586","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","154 WEST 93 STREET
MANHATTAN, NY 10025
(40.791395, -73.971011)"
"2018","03M258      ","M258","Community Action School - MS 258","310300010258","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-06-28T00:00:00.000","Open","M118","154 WEST  93 STREET","NY","992277","227605","107","6","17700","1012230005","MN12","Upper West Side                                                            ","Andrew Sullivan","I.A. PRINCIPAL","212-678-5888","212-531-7351","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","154 WEST 93 STREET
MANHATTAN, NY 10025
(40.791395, -73.971011)"
"2018","03M291      ","M291","West End Secondary School","310300011291","DOE","General Academic","Secondary School","06,07,08,SE","06,07,08,09,10,11,12","2015-07-01T00:00:00.000","Open","M837","227-243 WEST 61ST STREET","NY","987480","220759","107","6","15100","1011540108","MN14","Lincoln Square                                                             ","JESSICA JENKINS","PRINCIPAL","212-245-1506","212-245-1291","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 5- Affinity Group","NULL","NULL","NULL","NULL","227-243 WEST 61ST STREET
MANHATTAN, NY 10023
(40.772608, -73.988338)"
"2018","03M299      ","M299","The Maxine Greene HS for Imaginative Inquiry","310300011299","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","M490","122 AMSTERDAM AVENUE","NY","988236","221591","107","6","15100","1011570025","MN14","Lincoln Square                                                             ","STEPHEN NOONAN","PRINCIPAL","212-799-4064","212-799-4171","3","HS03","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 1- Affinity Group","NULL","HS03","H.S. Network 03 Superintendent Office","WALSH, FRED","122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
"2018","03M307      ","M307","Urban Assembly School for Media Studies, The","310300011307","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M490","122 AMSTERDAM AVENUE","NY","988236","221591","107","6","15100","1011570025","MN14","Lincoln Square                                                             ","CORDELIA VEVE","PRINCIPAL","212-501-1110","212-580-0156","3","HS03","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 4- Affinity Group","NULL","HS03","H.S. Network 03 Superintendent Office","WALSH, FRED","122 AMSTERDAM AVENUE
MANHATTAN, NY 10023
(40.774891, -73.985608)"
"2018","03M333      ","M333","P.S. 333 Manhattan School for Children","310300010333","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1999-07-01T00:00:00.000","Open","M118","154 WEST  93 STREET","NY","992277","227605","107","6","17700","1012230005","MN12","Upper West Side                                                            ","Claire Lowenstein","PRINCIPAL","212-222-1450","212-222-1828","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","154 WEST 93 STREET
MANHATTAN, NY 10025
(40.791395, -73.971011)"
"2018","03M334      ","M334","The Anderson School","310300010334","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2005-07-01T00:00:00.000","Open","M044","100 WEST  77 STREET","NY","990453","223648","107","6","16100","1011480014","MN12","Upper West Side                                                            ","JODI HYDE","PRINCIPAL","212-595-7193","212-496-2854","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","100 WEST 77 STREET
MANHATTAN, NY 10024
(40.780536, -73.977602)"
"2018","03M402      ","M402","The Urban Assembly School for Green Careers","310300011402","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","M470","145 WEST  84 STREET","NY","991316","225688","107","6","16900","1012150001","MN12","Upper West Side                                                            ","MADELEINE CILIOTTA YOUNG","I.A. PRINCIPAL","212-787-1189","212-787-1455","3","HS03","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 4- Affinity Group","NULL","HS03","H.S. Network 03 Superintendent Office","WALSH, FRED","145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
"2018","03M403      ","M403","The Global Learning Collaborative","310300011403","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","M470","145 WEST  84 STREET","NY","991316","225688","107","6","16900","1012150001","MN12","Upper West Side                                                            ","Karla Chiluiza","PRINCIPAL","212-877-1103","212-877-1138","3","HS03","NULL","NULL","Field Support Center - Manhattan","CHU, YUET","School Support Team 2- Manhattan","NULL","HS03","H.S. Network 03 Superintendent Office","WALSH, FRED","145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
"2018","03M404      ","M404","Innovation Diploma Plus","310300011404","DOE","Transfer School","High school","10,11,12","09,10,11,12","2009-07-01T00:00:00.000","Open","M470","145 WEST  84 STREET","NY","991316","225688","107","6","16900","1012150001","MN12","Upper West Side                                                            ","DANIEL STORCHAN","PRINCIPAL","212-724-2039","212-724-2765","3","HS07","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 3- Affinity Group","NULL","HS07","H.S. Network 07 Superintendent Office","CONYERS, DONALD","145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
"2018","03M415      ","M415","Wadleigh Secondary School for the Performing & Vis","310300011415","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","1996-06-05T00:00:00.000","Open","M088","215 WEST 114 STREET","NY","996943","231693","110","9","21800","1018300019","MN11","Central Harlem South                                                       ","Daisy Fontanez","PRINCIPAL","212-749-5800","212-749-6463","3","M803","COMMUNITY SCHOOL DISTRICT 03","ALTSCHUL, ILENE","Field Support Center - Manhattan","CHU, YUET","School Support Team 5- Manhattan","NULL","NULL","NULL","NULL","215 WEST 114 STREET
MANHATTAN, NY 10026
(40.80261, -73.954152)"
"2018","03M417      ","M417","Frank Mccourt High School","310300011417","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2010-07-01T00:00:00.000","Open","M470","145 WEST  84 STREET","NY","991316","225688","107","6","16900","1012150001","MN12","Upper West Side                                                            ","Danielle Salzberg","PRINCIPAL","212-362-2015","212-362-5926","3","HS07","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 3- Affinity Group","NULL","HS07","H.S. Network 07 Superintendent Office","CONYERS, DONALD","145 WEST 84 STREET
MANHATTAN, NY 10024
(40.786134, -73.974483)"
