"the_geom","boro","block","lot","bbl","type","shape_star","shape_stle"
"MULTIPOLYGON (((-73.9874909607442 40.770275511297754, -73.98785651683346 40.76977930012753, -73.98792223623722 40.769806351852864, -73.98755736040924 40.77030236699326, -73.9874909607442 40.770275511297754)))","1","20105","9999","1201059999","2","4300.75125122","455.800224653"
"MULTIPOLYGON (((-73.94459178410976 40.78321095672445, -73.94411080371607 40.78301177932281, -73.9441390505739 40.782967715259204, -73.94461845961314 40.78317284860803, -73.94459178410976 40.78321095672445)))","1","20113","9999","1201139999","2","2550.74966431","337.626168405"
"MULTIPOLYGON (((-73.9395410726315 40.82591588163641, -73.93943760924019 40.82586936717648, -73.93964783809565 40.8257789397647, -73.9395410726315 40.82591588163641)))","1","20120","9999","1201209999","2","964.697814941","158.122335571"
"MULTIPOLYGON (((-73.9391372018298 40.84228894457, -73.93890663809336 40.84225904067329, -73.93916262846507 40.84193038342345, -73.9391372018298 40.84228894457)))","1","20122","9999","1201229999","2","4205.29351807","334.667192171"
"MULTIPOLYGON (((-74.0031741515964 40.72683413236174, -74.00352489534752 40.72636522626524, -74.00334953788479 40.72687415501329, -74.0031741515964 40.72683413236174)))","1","20124","9999","1201249999","2","4861.11058044","438.995377986"
"MULTIPOLYGON (((-74.0023578283095 40.73028299663829, -74.0018867766237 40.73044120934652, -74.0021724023505 40.72998374510857, -74.0023578283095 40.73028299663829)))","1","20125","9999","1201259999","2","8598.09985352","447.757905684"
"MULTIPOLYGON (((-73.95284652960413 40.808269853534654, -73.95270073205582 40.80821514798231, -73.95283881869078 40.80805128327777, -73.95284652960413 40.808269853534654)))","1","20126","9999","1201269999","2","1585.76852417","195.567000327"
"MULTIPOLYGON (((-73.94529475526244 40.83413563578104, -73.94511663956857 40.834061215352634, -73.94525983873282 40.833872583921455, -73.94529475526244 40.83413563578104)))","1","20127","9999","1201279999","2","2230.91390991","231.910974803"
"MULTIPOLYGON (((-74.00591733339631 40.711823008353285, -74.00548336192084 40.71190165613299, -74.00580648188571 40.71171508238636, -74.00591733339631 40.711823008353285)))","1","20129","9999","1201299999","2","2805.63772583","286.0307807"
"MULTIPOLYGON (((-73.98189693120223 40.768352801170295, -73.98183873781575 40.76834930991335, -73.98178197925547 40.76833894040671, -73.98172805312169 40.76832194798511, -73.98167828726754 40.76829875106321, -73.98163390710177 40.76826992083228, -73.98159600541415 40.76823616719503, -73.98156551546718 40.768198321284736, -73.98154318801633 40.768157314999414, -73.98152957282474 40.76811415805468, -73.98152500512745 40.76806991312086, -73.98152959737845 40.76802566965614, -73.98154323648342 40.76798251708035, -73.98156558658617 40.767941517950064, -73.98159609734022 40.767903681795126, -73.98163401746132 40.76786994026109, -73.98167841322741 40.767841124169856, -73.98172819147025 40.76781794306245, -73.98178212649249 40.767800967728625, -73.98183889024773 40.76779061615261, -73.98189708504003 40.76778714322148, -73.98195527793837 40.76779063444925, -73.98201203605834 40.76780100387138, -73.98206596184278 40.76781799616138, -73.98211572747269 40.76784119291747, -73.98216010756136 40.76787002296465, -73.9821980093265 40.76790377641818, -73.98222849949804 40.76794162216275, -73.98225082729853 40.7679826283166, -73.98226444293061 40.76802578517694, -73.98226901111612 40.76807003008172, -73.98226441935327 40.768114273575634, -73.98225078068862 40.76815742623594, -73.98222843093522 40.76819842549783, -73.98219792040538 40.76823626181859, -73.9821600003614 40.768270003536344, -73.98211560451779 40.7682988198113, -73.98206582605039 40.76832200108443, -73.98201189067848 40.768338976549735, -73.98195512648276 40.76834932821015, -73.98189693120223 40.768352801170295)))","1","20130","9999","1201309999","2","33220.6278839","646.779111271"
"MULTIPOLYGON (((-73.91552015316276 40.86291007477157, -73.91522410339934 40.8630114995452, -73.91509379382501 40.86273768806728, -73.91552015316276 40.86291007477157)))","1","24000","9980","1240009980","1","4750.5617218","329.526343343"
"MULTIPOLYGON (((-73.92420238993716 40.87651365809233, -73.92397440247666 40.876488957228425, -73.92418446565964 40.876352032174545, -73.92420238993716 40.87651365809233)))","1","24000","9981","1240009981","1","1834.07614136","199.356451245"
"MULTIPOLYGON (((-73.92249382491423 40.78271515178769, -73.92193749434801 40.78267903716103, -73.92202013475564 40.782372335311095, -73.92249382491423 40.78271515178769)))","1","24000","9984","1240009984","1","8758.51977539","449.822808583"
"MULTIPOLYGON (((-73.8857460909271 40.87951355593549, -73.88564268423436 40.87940743009608, -73.88570867632536 40.8793658010842, -73.8857460909271 40.87951355593549)))","2","20088","9999","2200889999","2","569.664459229","126.638451151"
"MULTIPOLYGON (((-73.88441140143037 40.84585185550886, -73.88425152859143 40.84577307044196, -73.88475447108772 40.84522558520816, -73.88489301708765 40.84493743424114, -73.8849469174534 40.84461107721496, -73.88515086864427 40.84459936783517, -73.88508122480316 40.844959064442996, -73.88493951309934 40.84526389141149, -73.88441140143037 40.84585185550886)))","2","20090","9999","2200909999","2","25724.0016174","1093.67251593"
"MULTIPOLYGON (((-73.90196169676024 40.83150702397196, -73.90184390904214 40.8316141385274, -73.90157271761997 40.831518605298434, -73.90196169676024 40.83150702397196)))","2","20091","9999","2200919999","2","2031.66752625","241.300500135"
"MULTIPOLYGON (((-73.89336535634013 40.8512956760409, -73.89307069013945 40.851121476831054, -73.89355392605334 40.85110405436729, -73.89336535634013 40.8512956760409)))","2","20092","9999","2200929999","2","4501.15101624","324.305250369"
"MULTIPOLYGON (((-73.88143978023753 40.857874033190036, -73.88120574705309 40.85818971900016, -73.88111799738314 40.85777363407646, -73.88143978023753 40.857874033190036)))","2","20093","9999","2200939999","2","6303.03488159","381.747388993"
"MULTIPOLYGON (((-73.89849555424118 40.85413628880756, -73.89836508784879 40.85409138258946, -73.8985245714052 40.85403815354179, -73.89849555424118 40.85413628880756)))","2","20094","9999","2200949999","O","710.895797729","124.465612994"
"MULTIPOLYGON (((-73.89678687746246 40.90496217169982, -73.89657832691601 40.904986763673946, -73.89658870263176 40.90477615712805, -73.89678687746246 40.90496217169982)))","2","20095","9999","2200959999","2","2198.94450378","222.272082932"
"MULTIPOLYGON (((-73.9075758372653 40.86889724667406, -73.90739522568067 40.86877606892107, -73.90769928527803 40.868597144899184, -73.9075758372653 40.86889724667406)))","2","20096","9999","2200969999","2","3484.62684631","287.617292882"
"MULTIPOLYGON (((-73.92077379520836 40.84657193602197, -73.92077677097114 40.84636538667566, -73.92109536675214 40.846326276929425, -73.92077379520836 40.84657193602197)))","2","20097","9999","2200979999","2","3310.81469727","290.748869068"
"MULTIPOLYGON (((-73.90588984475261 40.90165280359986, -73.90479070443288 40.901725760972, -73.90489175379335 40.9013303436822, -73.90465663032865 40.90106330576953, -73.9056462322022 40.90072579889202, -73.90590286683491 40.90132640685679, -73.90588984475261 40.90165280359986)))","2","20098","9999","2200989999","2","86071.6199188","1217.7170317"
"MULTIPOLYGON (((-73.81919664094622 40.82264793488404, -73.81874539363154 40.822504272439005, -73.81906563300669 40.822383263997054, -73.81919664094622 40.82264793488404)))","2","20099","9999","2200999999","2","5072.70542908","337.430451624"
"MULTIPOLYGON (((-73.91278565799354 40.80473243325339, -73.91263836698933 40.804672757324624, -73.91288306820047 40.8045728736587, -73.91278565799354 40.80473243325339)))","2","20100","9999","2201009999","2","1478.40875244","187.194903463"
"MULTIPOLYGON (((-73.91327047136669 40.84605769270145, -73.91271857195565 40.84583236305268, -73.91282413785359 40.84571998574035, -73.91327047136669 40.84605769270145)))","2","20101","9999","2201019999","2","4324.84892273","397.981802581"
"MULTIPOLYGON (((-73.88221993235682 40.837673415524854, -73.88214802896067 40.83753277039614, -73.88226265128144 40.837149185874054, -73.88248768863362 40.837205099252266, -73.88221993235682 40.837673415524854)))","2","20102","9999","2201029999","2","8270.00779724","449.812025932"
"MULTIPOLYGON (((-73.88308254187402 40.817526770487085, -73.88191867500112 40.81769738224352, -73.88140651341904 40.818107542844324, -73.88110043022652 40.817879855635084, -73.88160826567344 40.817507618187406, -73.88276554098253 40.81732015185081, -73.88308254187402 40.817526770487085)))","2","20105","9999","2201059999","2","51755.3371277","1291.10040066"
"MULTIPOLYGON (((-73.90152893026182 40.84781447819413, -73.90141256531585 40.84800021795798, -73.9012933554009 40.847988203399055, -73.90112421417508 40.84779507127935, -73.9011619603379 40.84773077423648, -73.90152893026182 40.84781447819413)))","2","20106","9999","2201069999","2","6308.85171509","324.372950923"
"MULTIPOLYGON (((-73.84520590919539 40.869813212422656, -73.8451100023065 40.869755902618834, -73.8453022065406 40.869703267470754, -73.84520590919539 40.869813212422656)))","2","20107","9999","2201079999","2","809.323516846","138.373094651"
"MULTIPOLYGON (((-73.89999074646992 40.87615473551966, -73.90012116294065 40.875844641119436, -73.90023777668144 40.875946238702554, -73.89999074646992 40.87615473551966)))","2","20108","9999","2201089999","2","2489.28361511","269.854992772"
"MULTIPOLYGON (((-73.92388673529383 40.82727862220054, -73.92278618159021 40.82694337898049, -73.9228540905208 40.82680618800397, -73.92395462432442 40.82715715682556, -73.92388673529383 40.82727862220054)))","2","20111","9999","2201119999","2","16700.4254303","759.96505436"
"MULTIPOLYGON (((-73.90084408480358 40.83123019099874, -73.90049790972563 40.8311469797518, -73.90073720251608 40.83096563442893, -73.90084408480358 40.83123019099874)))","2","20113","9999","2201139999","2","4168.5592041","294.849751918"
"MULTIPOLYGON (((-73.88539167710297 40.85439365672249, -73.8852863362756 40.854340658941204, -73.88543512049971 40.85431221617328, -73.88539167710297 40.85439365672249)))","2","20115","9999","2201159999","2","548.369735718","109.415382221"
"MULTIPOLYGON (((-73.7746765301618 40.87497247372247, -73.7737609000882 40.87470383631697, -73.77446538500205 40.87429541633293, -73.7746765301618 40.87497247372247)))","2","20116","9999","2201169999","O","28374.5635681","770.128652805"
"MULTIPOLYGON (((-73.78387650253943 40.85555542480408, -73.782559240314 40.85535043221744, -73.78332989001227 40.8547800677647, -73.78387650253943 40.85555542480408)))","2","20117","9999","2201179999","O","45823.4692688","990.104744695"
"MULTIPOLYGON (((-73.80497948753106 40.842349184748755, -73.80250307906842 40.84165402751657, -73.80435647947516 40.84083520137739, -73.80497948753106 40.842349184748755)))","2","20118","9999","2201189999","O","167149.603195","1901.70365587"
"MULTIPOLYGON (((-73.86281839146602 40.838086825609594, -73.86280495659608 40.83808591684177, -73.8627919336146 40.838083250059164, -73.86277971821924 40.8380789062908, -73.86276868156926 40.83807301752018, -73.8627591590081 40.83806576267504, -73.86275143987393 40.83805736219054, -73.86274575870834 40.83804807131152, -73.86274228813002 40.83803817233697, -73.8627411335898 40.83802796604241, -73.86274233016672 40.83801776254102, -73.86274584150237 40.83800787186094, -73.86275156090566 40.83799859452528, -73.86275931459473 40.83799021242089, -73.86276886697728 40.83798298023336, -73.86277992780903 40.83797711770872, -73.86279216101255 40.837972802976346, -73.86280519488885 40.83797016713696, -73.86281863341111 40.837969290278956, -73.8628320682577 40.83797019904519, -73.86284509121866 40.83797286582331, -73.86285730659881 40.83797720958483, -73.86286834324073 40.83798309834706, -73.86287786580198 40.8379903531833, -73.86288558494434 40.837998753659434, -73.86289126612523 40.838008044531634, -73.86289473672414 40.838017943501754, -73.86289589128778 40.83802814979481, -73.86289469473421 40.838038353297755, -73.86289118341908 40.83804824398232, -73.862885464031 40.838057521324835, -73.86287771034998 40.83806590343761, -73.86286815796736 40.83807313563402, -73.86285709712742 40.83807899816706, -73.86284486390858 40.83808331290623, -73.86283183001169 40.83808594875005, -73.86281839146602 40.838086825609594)))","2","20119","9999","2201199999","2","1432.93983459","134.360346344"
"MULTIPOLYGON (((-73.92540907777789 40.821266150054086, -73.92532142106583 40.821123138613245, -73.92550641790604 40.821163762604606, -73.92540907777789 40.821266150054086)))","2","20120","9999","2201209999","2","1154.39930725","156.790022437"
"MULTIPOLYGON (((-73.88516240952329 40.78683128087519, -73.88509835790273 40.78670970512159, -73.88527710440837 40.78666937952034, -73.88516240952329 40.78683128087519)))","2","24000","9977","2240009977","1","1226.54621887","166.34016749"
"MULTIPOLYGON (((-73.8426507558392 40.82837355050492, -73.84235452216681 40.82843032745601, -73.8424453220375 40.828234128007054, -73.8426507558392 40.82837355050492)))","2","24000","9980","2240009980","1","2670.23303223","236.562419675"
"MULTIPOLYGON (((-73.88426088153643 40.822789242788446, -73.88420095183405 40.822623356165394, -73.88440911425802 40.82267693475469, -73.88426088153643 40.822789242788446)))","2","24000","9981","2240009981","1","1579.13710022","181.447120485"
"MULTIPOLYGON (((-73.93186377318665 40.80791943095447, -73.93176134055899 40.8078178725037, -73.93190714940127 40.807817243721495, -73.93186377318665 40.80791943095447)))","2","24000","9984","2240009984","1","750.020324707","126.101829631"
"MULTIPOLYGON (((-73.7879338052677 40.85827076695224, -73.78781536129681 40.858333002874645, -73.78748482516842 40.85864870167771, -73.78748507394418 40.85862874991334, -73.78742847720923 40.858649152576895, -73.7877853675625 40.85831145744351, -73.78784338175794 40.858280101812944, -73.78792860269331 40.85825905908461, -73.7879338052677 40.85827076695224)))","2","24000","9985","2240009985","1","2124.19581604","418.117989013"
"MULTIPOLYGON (((-73.92712865366778 40.84655170601765, -73.92695304407424 40.84646939708828, -73.92713510402112 40.84639088752758, -73.92712865366778 40.84655170601765)))","2","24000","9986","2240009986","1","1450.14614868","173.640962907"
"MULTIPOLYGON (((-73.81641509767547 40.86129732533743, -73.81480457322054 40.86363543385818, -73.81465630681951 40.86353501160209, -73.81626626633967 40.861213067133974, -73.81641509767547 40.86129732533743)))","2","24000","9988","2240009988","1","49866.299118","2023.65272566"
"MULTIPOLYGON (((-73.92861582110332 40.84219617305113, -73.92735123919095 40.84207897314636, -73.9273644335667 40.84200892128201, -73.92864169116821 40.84213146430906, -73.92861582110332 40.84219617305113)))","2","24000","9990","2240009990","1","8868.75253296","759.126788265"
"MULTIPOLYGON (((-73.88013106291744 40.834814333472416, -73.8802608450394 40.83465627745035, -73.88106954992084 40.83493501683751, -73.88130291627924 40.83501539318202, -73.88122326325951 40.83518051955781, -73.88046048701432 40.834931981946745, -73.88013106291744 40.834814333472416)))","2","24000","9991","2240009991","1","21608.0176544","779.006827692"
"MULTIPOLYGON (((-73.8237674496337 40.887968034121286, -73.82359975199687 40.887812140422284, -73.82395742293126 40.88760123583194, -73.82411842467044 40.887743841127644, -73.8237674496337 40.887968034121286)))","2","24000","9992","2240009992","1","8929.25790405","393.826351071"
"MULTIPOLYGON (((-73.97987312801031 40.66119255165897, -73.97982747092645 40.66118950174956, -73.9797832029544 40.6611804606401, -73.97974166916475 40.661165703042386, -73.97970413154869 40.66114567736218, -73.97967173067184 40.66112099207403, -73.9796454510185 40.66109239723259, -73.97962609107837 40.66106076168205, -73.9796142390855 40.66102704665616, -73.97961025514599 40.660992276571285, -73.97961426029761 40.660957507899624, -73.97962613283372 40.660923797068904, -73.97964551200258 40.660892168363304, -73.97967180897002 40.66086358280144, -73.97970422471178 40.660838908936796, -73.97974177429194 40.66081889646754, -73.97978331678974 40.66080415345805, -73.97982758996537 40.66079512786367, -73.97987324861148 40.66079209392014, -73.97991890542544 40.660795143811505, -73.97996317316019 40.66080418486917, -73.98000470677373 40.660818942387515, -73.98004224429619 40.66083896797039, -73.98007464517315 40.66086365315499, -73.98010092492035 40.66089224789914, -73.98012028503676 40.66092388337039, -73.98013213726708 40.66095759834454, -73.98013612147655 40.66099236841148, -73.98013211659483 40.661027137101165, -73.98012024429603 40.66106084798371, -73.98010086530326 40.661092476768665, -73.98007456842943 40.66112106242785, -73.98004215268756 40.66114573639606, -73.98000460301353 40.66116574896262, -73.97996306033944 40.66118049205138, -73.97991878692639 40.66118951769751, -73.97987312801031 40.66119255165897)))","3","20052","9999","3200529999","2","16633.416748","457.770573346"
"MULTIPOLYGON (((-74.0196296164742 40.62252586836495, -74.01973116734239 40.62227329197162, -74.01992194412486 40.622382860490006, -74.0196296164742 40.62252586836495)))","3","20053","9999","3200539999","2","2999.38371277","258.998272654"
"MULTIPOLYGON (((-73.95719128070593 40.582995362765054, -73.95676644935642 40.58271047785957, -73.95713994376341 40.58264152149963, -73.95719128070593 40.582995362765054)))","3","20054","9999","3200549999","2","6866.17575073","393.597719702"
"MULTIPOLYGON (((-73.97730102218237 40.61120894141587, -73.97714785544032 40.61112551919192, -73.9772666876294 40.61104453275954, -73.97730102218237 40.61120894141587)))","3","20055","9999","3200559999","2","1128.77532959","157.18565398"
"MULTIPOLYGON (((-73.95901687867362 40.57803430491786, -73.95905118891649 40.57820291600105, -73.95878610224582 40.57825697423469, -73.95881623312442 40.578075544715965, -73.95901687867362 40.57803430491786)))","3","20056","9999","3200569999","O","4134.81608582","262.743734348"
"MULTIPOLYGON (((-73.96476280261227 40.70739938843357, -73.96452232384603 40.70744148641216, -73.96457410795625 40.70720848335366, -73.96476280261227 40.70739938843357)))","3","20057","9999","3200579999","2","2719.82409668","241.541148726"
"MULTIPOLYGON (((-73.95638169689329 40.65264282869715, -73.95612828878302 40.65265702802852, -73.95610964927467 40.652458310052246, -73.95638169689329 40.65264282869715)))","3","20059","9999","3200599999","2","2558.73085022","244.170078734"
"MULTIPOLYGON (((-73.91924375298454 40.61489679421894, -73.91954604866426 40.614676850345774, -73.91957957818119 40.61487415641689, -73.91924375298454 40.61489679421894)))","3","20060","9999","3200609999","2","3389.49330139","282.123316515"
"MULTIPOLYGON (((-74.01546284038004 40.63349737381364, -74.01506100267763 40.63368922872856, -74.01518758585856 40.63333420040346, -74.01546284038004 40.63349737381364)))","3","20062","9999","3200629999","2","5985.29624939","362.462320976"
"MULTIPOLYGON (((-73.90169348717721 40.67600950233729, -73.90164959019589 40.675845899715675, -73.90195919057797 40.67588650703677, -73.90169348717721 40.67600950233729)))","3","20123","9999","3201239999","O","2469.29304504","234.232969606"
"MULTIPOLYGON (((-73.95293967270432 40.73894579393391, -73.95285679186571 40.73927728547009, -73.95234877791661 40.73917105874787, -73.95248862586722 40.738828139333066, -73.95293967270432 40.73894579393391)))","3","24000","9985","3240009985","1","17584.3702698","531.888512405"
"MULTIPOLYGON (((-74.04260169241503 40.60740441796502, -74.04243082492394 40.60713143127571, -74.04307419565924 40.607114037023116, -74.04260169241503 40.60740441796502)))","3","24000","9986","3240009986","1","9033.8848114","457.486637698"
"MULTIPOLYGON (((-73.98847057004191 40.679610384716575, -73.98817645767329 40.67949138341015, -73.98816143036561 40.67951997409785, -73.9881379505201 40.67951447493972, -73.98823281626805 40.67934843252452, -73.9885633786314 40.67947583731612, -73.98847057004191 40.679610384716575)))","3","24000","9987","3240009987","1","5558.29486084","334.518531266"
"MULTIPOLYGON (((-73.98271495954761 40.58262759537919, -73.98246807235122 40.58264542796513, -73.9825353329537 40.582376199606045, -73.98271495954761 40.58262759537919)))","3","24000","9988","3240009988","1","3302.58338928","273.033231993"
"MULTIPOLYGON (((-73.8986441086027 40.604069621239645, -73.89943806990983 40.60411558884856, -73.89934386015412 40.604398643256076, -73.89860147059395 40.60435629468528, -73.8986441086027 40.604069621239645)))","3","24000","9989","3240009989","1","22443.2871246","639.326157114"
"MULTIPOLYGON (((-73.9984171375777 40.67204215790717, -73.99823631730399 40.67172916320025, -73.99857938577084 40.67131154138658, -73.9988172221197 40.671661215056915, -73.9984171375777 40.67204215790717)))","3","24000","9990","3240009990","1","20889.6760406","625.211597633"
"MULTIPOLYGON (((-73.94084055831944 40.733220599342616, -73.9407214926033 40.73326938078232, -73.94070741715046 40.733246739259734, -73.94043035763528 40.73334609973566, -73.94032163072536 40.73316760772024, -73.94057956553715 40.733074622240906, -73.94057247119335 40.733057146917474, -73.94072345285271 40.73300205419187, -73.94084055831944 40.733220599342616)))","3","24000","9991","3240009991","1","9549.5617981","421.329042505"
"MULTIPOLYGON (((-73.92311518153443 40.71644023274019, -73.92277803102914 40.71652767718613, -73.92274306116992 40.716447592938486, -73.92307769974153 40.71635824593824, -73.92311518153443 40.71644023274019)))","3","24000","9992","3240009992","1","3072.48873901","259.425760202"
"MULTIPOLYGON (((-73.98611470897126 40.58156979337861, -73.9857622133997 40.581842009215, -73.98562012372078 40.58136170792427, -73.98597319370177 40.581112066014754, -73.98611470897126 40.58156979337861)))","3","24000","9993","3240009993","1","20488.994278","623.834763767"
"MULTIPOLYGON (((-73.98937222480306 40.67830502273019, -73.98897792220754 40.6781527365405, -73.98902299964647 40.67808197751559, -73.98941636219199 40.67823783670738, -73.98937222480306 40.67830502273019)))","3","24000","9994","3240009994","1","3439.52961731","301.656214771"
"MULTIPOLYGON (((-73.99032188311153 40.67627252520795, -73.99001652916044 40.67612915427683, -73.99011536469877 40.67601643456956, -73.99041334236094 40.676160381855944, -73.99032188311153 40.67627252520795)))","3","24000","9996","3240009996","1","4808.87559509","294.867137904"
"MULTIPOLYGON (((-73.90342907540935 40.70725042310148, -73.90338769322263 40.707287557901154, -73.903338972944 40.70720317236394, -73.90342907540935 40.70725042310148)))","4","20080","9999","4200809999","2","267.742980957","81.6579763777"
"MULTIPOLYGON (((-73.79375837427357 40.78907330140533, -73.79314884747119 40.78882546486931, -73.79275907898291 40.78877919649807, -73.79251505150802 40.78883450849883, -73.79200313491619 40.789096359830054, -73.79123564234663 40.78958961950162, -73.79047174647329 40.79010499423945, -73.7901090883099 40.79029017570433, -73.78930907074226 40.79038006935297, -73.78823682250322 40.790307186922, -73.78724073442075 40.7902777682414, -73.78619671942783 40.79031157544, -73.78513380210228 40.7903739289237, -73.78420701564873 40.79050800501281, -73.78358589777037 40.79063549981635, -73.783115040877 40.790827604279656, -73.78257806958423 40.791105355047996, -73.78233778385959 40.791247856398684, -73.78216848888921 40.791251110656965, -73.78191960547986 40.79114699748933, -73.78174256202311 40.7910493755969, -73.78173357432973 40.79072035160931, -73.78191211700268 40.790419353271766, -73.78206834817786 40.79023951300628, -73.78256784975301 40.78991523333167, -73.78311366928475 40.789805471925014, -73.78383331800691 40.78974249376551, -73.78427998225865 40.78975762614194, -73.78511612864502 40.78979778099233, -73.78669228780683 40.78974067321717, -73.78763303947377 40.78964591526095, -73.78838119131603 40.78949004099933, -73.78911065428159 40.789294814416614, -73.78971336935075 40.7890314486756, -73.79057055786141 40.788589848394835, -73.79201406523902 40.78784993706236, -73.79252221102105 40.78771643571998, -73.79318237867841 40.787649519916876, -73.79468715068202 40.78761647214726, -73.79481653733758 40.78781346435871, -73.79484857057119 40.788099431193, -73.7948244111958 40.78831024733728, -73.79471074397593 40.788574511930186, -73.79426301404558 40.78890608479581, -73.79375837427357 40.78907330140533)))","4","20081","9999","4200819999","2","1300073.96342","8386.91139945"
"MULTIPOLYGON (((-73.94437498200453 40.74647991511753, -73.94431623209327 40.746655680024155, -73.94403163054074 40.74660869412569, -73.94437498200453 40.74647991511753)))","4","20082","9999","4200829999","2","2664.28411865","252.847896326"
"MULTIPOLYGON (((-73.91603307143167 40.74276592566393, -73.91599773177589 40.74296431406952, -73.91568727119915 40.74290038802848, -73.91506533925137 40.74273839085283, -73.91578145546978 40.742737487629036, -73.91603307143167 40.74276592566393)))","4","20083","9999","4200839999","2","11311.6726074","613.158514337"
"MULTIPOLYGON (((-73.89018345474996 40.74521476700306, -73.89015525146422 40.74522045833001, -73.8897898863426 40.743380268195864, -73.88981996668716 40.74337600785875, -73.89018345474996 40.74521476700306)))","4","20084","9999","4200849999","2","5594.83073425","1372.05290259"
"MULTIPOLYGON (((-73.90596595256122 40.70009691770798, -73.90583945181129 40.70011396905287, -73.90583105755029 40.700112904748494, -73.90582301571304 40.70011078628234, -73.90581555313457 40.70010767340971, -73.90580888031077 40.70010365393501, -73.90580318546094 40.700098841235, -73.90579862921867 40.70009337106085, -73.90579534010095 40.70008739770899, -73.90579341088305 40.70008108966881, -73.90579289598173 40.70007462487019, -73.90579380992031 40.700068185664605, -73.9058608903239 40.700007722500914, -73.90586419963967 40.700005186129644, -73.90586800397588 40.70000309006676, -73.90587220334307 40.70000148940312, -73.90587668736919 40.70000042620898, -73.90588133820056 40.69999992842828, -73.90588603359933 40.70000000914416, -73.90589065015631 40.700000666235226, -73.90589506653448 40.70000188243109, -73.90589916665813 40.70000362576651, -73.90590284276364 40.700005850421356, -73.90597790777353 40.70005499330469, -73.9059810857453 40.70005949191272, -73.90598322054274 40.70006433418915, -73.9059842509196 40.70006938121194, -73.90598414731471 40.700074488185045, -73.9059829127002 40.70007950859245, -73.90598058249616 40.700084298401585, -73.90597722355457 40.70008872019558, -73.90597293224137 40.70009264711572, -73.90596783167176 40.70009596650088, -73.90596595256122 40.70009691770798)))","4","20085","9999","4200859999","2","1464.29252625","145.900741049"
"MULTIPOLYGON (((-73.8836737604762 40.74647469393692, -73.88367456575259 40.74647660078223, -73.88367494780118 40.74647858237695, -73.88367489622155 40.7464805847767, -73.8836744124178 40.746482553470805, -73.88367350956034 40.74648443486606, -73.88367221222732 40.74648617774584, -73.88367055573565 40.74648773466426, -73.88366858517949 40.746489063237796, -73.88366635420266 40.74649012729905, -73.88366392353839 40.746490897881415, -73.88366135935593 40.74649135400758, -73.88365873145925 40.74649148326053, -73.88365611138684 40.746491282121646, -73.88365357046415 40.74649075606647, -73.88365117786196 40.74648991941569, -73.88347211768875 40.74641254241506, -73.88346965848969 40.74641062059089, -73.88346763577385 40.746408424013715, -73.88346610176879 40.74640600940025, -73.88346509608331 40.746403439097165, -73.88346464468464 40.74640077947101, -73.88346475922809 40.74639809919476, -73.88346543675601 40.746395467474535, -73.88346665977423 40.74639295226275, -73.88346839670369 40.74639061850346, -73.88360470485719 40.746193358842284, -73.88360535474658 40.74619235218803, -73.88360621282322 40.74619144017701, -73.88360725587091 40.74619064748466, -73.88360845566883 40.74618999555816, -73.88360977975512 40.74618950203611, -73.88361119230515 40.74618918027128, -73.88361265510082 40.74618903896939, -73.8836141285646 40.74618908195353, -73.88361557283028 40.74618930806067, -73.88361694882167 40.74618971117325, -73.8836182193098 40.746190280384646, -73.88361934992021 40.74619100029417, -73.88362031006297 40.74619185142392, -73.88362107376037 40.746192810745576, -73.88362162034969 40.746193852303705, -73.8836737604762 40.74647469393692)))","4","20086","9999","4200869999","2","3331.08117676","267.454973532"
"MULTIPOLYGON (((-73.87642100827486 40.7482371991169, -73.87642321078022 40.7482317073565, -73.8764265837642 40.74822657073269, -73.876431033244 40.74822193236889, -73.87643643524221 40.74821792150524, -73.87644263924109 40.748214649897704, -73.87644947237668 40.748212208704004, -73.87645674425521 40.748210665943915, -73.87646425225816 40.748210064603796, -73.87647178718784 40.748210421438955, -73.87647913909628 40.74821172650681, -73.87648610313505 40.74821394344382, -73.87649248526306 40.748217010478854, -73.87649810765303 40.74822084215421, -73.8766859137109 40.748310389885894, -73.87668742268714 40.7483109360826, -73.87668878684325 40.748311670240994, -73.87668996609855 40.74831257079056, -73.87669092580508 40.74831361127203, -73.87669163776542 40.74831476111475, -73.87669208106124 40.74831598653484, -73.87669224266796 40.74831725152795, -73.87669211783734 40.74831851892698, -73.87669171023705 40.748319751494115, -73.8766910318429 40.748320913014986, -73.87669010258692 40.74832196936262, -73.87668894977188 40.7483228895002, -73.8766876072689 40.748323646392876, -73.87668611452246 40.74832421780222, -73.87668451539132 40.748324586939454, -73.87668285686003 40.74832474295888, -73.87668118765832 40.748324681276415, -73.87636721192722 40.748357939008045, -73.8763653489238 40.74835811332221, -73.87636347353441 40.74835805328618, -73.87636163638314 40.748357760520584, -73.87635988706187 40.74835724292831, -73.87635827279155 40.74835651448114, -73.87635683714765 40.74835559484276, -73.87635561888378 40.74835450883774, -73.87635465088559 40.74835328578162, -73.8763539592831 40.74835195868941, -73.87635356274534 40.748350563384534, -73.87635347197639 40.74834913753161, -73.87635368942645 40.74834771962001, -73.87635420922565 40.74834634792469, -73.87635501734259 40.74834505947296, -73.87642100827486 40.7482371991169)))","4","20087","9999","4200879999","2","2767.13641357","234.944385626"
