"cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon","geocoded_column"
"264039948","78","BROOKLYN","2022-05-21T00:00:00.000","17:30:00","2022-05-21T00:00:00.000","17:40:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","359","MISDEMEANOR","(null)","OFFENSES AGAINST PUBLIC ADMINI","(null)","PATROL BORO BKLYN SOUTH","748","CONTEMPT,CRIMINAL","OTHER","2023-02-21T00:00:00.000","(null)","45-64","WHITE","F",,"45-64","WHITE","F","991511","182729","40.66822261","-73.97382602","(40.66822261, -73.97382602)","POINT (-73.97382602 40.66822261)"
"269537172","90","BROOKLYN","2022-10-01T00:00:00.000","18:00:00","2023-05-11T00:00:00.000","18:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","112","FELONY","INSIDE","THEFT-FRAUD","(null)","PATROL BORO BKLYN NORTH","739","FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2023-06-08T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","F","999635","196009","40.704665","-73.944509","(40.704665, -73.944509)","POINT (-73.944509 40.704665)"
"261206602","106","QUEENS","2023-01-01T00:00:00.000","16:05:00","2023-01-01T00:00:00.000","16:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","107","FELONY","INSIDE","BURGLARY","(null)","PATROL BORO QUEENS SOUTH","221","BURGLARY,RESIDENCE,DAY","RESIDENCE-HOUSE","2023-01-01T00:00:00.000","(null)","<18","ASIAN / PACIFIC ISLANDER","M",,"<18","WHITE HISPANIC","M","1033092","183473","40.670135","-73.823932","(40.670135, -73.823932)","POINT (-73.823932 40.670135)"
"261287646","90","BROOKLYN","2022-12-26T00:00:00.000","21:23:00","2022-12-26T00:00:00.000","21:23:00","COMPLETED","(null)","472","2","N.Y. HOUSING POLICE","351","MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BKLYN NORTH","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - PUBLIC HOUSING","2023-01-03T00:00:00.000","(null)","18-24","BLACK","F",,"UNKNOWN","UNKNOWN","D","994402","196047","40.704776","-73.963383","(40.704776, -73.963383)","POINT (-73.963383 40.704776)"
"262045337","79","BROOKLYN","2022-12-31T00:00:00.000","12:00:00","2022-12-31T00:00:00.000","12:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","351","MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BKLYN NORTH","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE-HOUSE","2023-01-17T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"65+","BLACK","F","996245","187936","40.68251","-73.95675","(40.68251, -73.95675)","POINT (-73.95675 40.68251)"
"261612138","79","BROOKLYN","2022-12-30T00:00:00.000","15:00:00","2022-12-30T00:00:00.000","15:10:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN NORTH","638","HARASSMENT,SUBD 3,4,5","DRY CLEANER/LAUNDRY","2023-01-08T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","M","996199","189704","40.687363","-73.956914","(40.687363, -73.956914)","POINT (-73.956914 40.687363)"
"264346035","34","MANHATTAN","2021-03-12T00:00:00.000","07:00:00","2023-02-28T00:00:00.000","07:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN NORTH","412","LARCENY,GRAND FROM RESIDENCE, UNATTENDED","RESIDENCE - APT. HOUSE","2023-02-28T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","WHITE","F","1002173","249401","40.8512131676868","-73.9352160519866","(40.8512131676868, -73.9352160519866)","POINT (-73.9352160519866 40.8512131676868)"
"263871439","103","QUEENS","2020-12-25T00:00:00.000","23:00:00","2020-12-26T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","2023-02-19T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","F","1041717","197008","40.7072398161698","-73.7927267255908","(40.7072398161698, -73.7927267255908)","POINT (-73.7927267255908 40.7072398161698)"
"264647565","19","MANHATTAN","2022-02-20T00:00:00.000","00:00:00","2023-03-06T00:00:00.000","15:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO MAN NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-03-06T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","F","999151","221831","40.775539","-73.946198","(40.775539, -73.946198)","POINT (-73.946198 40.775539)"
"269723155","103","QUEENS","2017-09-14T00:00:00.000","03:00:00","2017-09-14T00:00:00.000","04:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","(null)","FELONY ASSAULT","(null)","PATROL BORO QUEENS SOUTH","105","STRANGULATION 1ST","RESIDENCE-HOUSE","2023-06-12T00:00:00.000","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",,"25-44","ASIAN / PACIFIC ISLANDER","F","1043889","198476","40.711247","-73.784875","(40.711247, -73.784875)","POINT (-73.784875 40.711247)"
"261526750","120","STATEN ISLAND","2022-12-28T00:00:00.000","12:31:00","2022-12-28T00:00:00.000","12:40:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO STATEN ISLAND","353","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE","RESIDENCE-HOUSE","2023-01-07T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK","F","960624","166523","40.623713","-74.085106","(40.623713, -74.085106)","POINT (-74.085106 40.623713)"
"270531075","1","MANHATTAN","2022-06-01T00:00:00.000","00:01:00","2022-06-30T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO MAN SOUTH","175","SEXUAL ABUSE 3,2","BAR/NIGHT CLUB","2023-06-28T00:00:00.000","(null)","45-64","WHITE","M",,"18-24","WHITE","F","982381","201750","40.7204418884676","-74.0067439741913","(40.7204418884676, -74.0067439741913)","POINT (-74.0067439741913 40.7204418884676)"
"264707337","120","STATEN ISLAND","2022-11-15T00:00:00.000","07:15:00","2022-11-15T00:00:00.000","07:45:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO STATEN ISLAND","681","CHILD, ENDANGERING WELFARE","FERRY/FERRY TERMINAL","2023-03-08T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"<18","WHITE HISPANIC","F","962873","174172","40.6447209438691","-74.0770327198983","(40.6447209438691, -74.0770327198983)","POINT (-74.0770327198983 40.6447209438691)"
"262316057","113","QUEENS","2022-12-04T00:00:00.000","08:00:00","2023-01-22T00:00:00.000","08:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","305","LARCENY,PETIT BY CREDIT CARD U","RESIDENCE-HOUSE","2023-01-22T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","F","1043330","190405","40.6891","-73.786962","(40.6891, -73.786962)","POINT (-73.786962 40.6891)"
"261868112","49","BRONX","2022-08-31T00:00:00.000","12:30:00","2022-09-02T00:00:00.000","12:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO BRONX","681","CHILD, ENDANGERING WELFARE","RESIDENCE-HOUSE","2023-01-11T00:00:00.000","(null)","45-64","UNKNOWN","M",,"<18","WHITE HISPANIC","F","1027434","251387","40.8565767275976","-73.8438936779283","(40.8565767275976, -73.8438936779283)","POINT (-73.8438936779283 40.8565767275976)"
"262278012","94","BROOKLYN","2022-12-05T00:00:00.000","00:01:00","2022-12-06T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","112","FELONY","INSIDE","THEFT-FRAUD","(null)","PATROL BORO BKLYN NORTH","739","FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2023-01-21T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","M","997554","205388","40.730411","-73.951995","(40.730411, -73.951995)","POINT (-73.951995 40.730411)"
"265116351","30","MANHATTAN","2022-10-01T00:00:00.000","17:00:00","2023-03-14T00:00:00.000","18:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","343","MISDEMEANOR","INSIDE","OTHER OFFENSES RELATED TO THEF","(null)","PATROL BORO MAN NORTH","478","THEFT OF SERVICES, UNCLASSIFIE","DRY CLEANER/LAUNDRY","2023-03-14T00:00:00.000","(null)","UNKNOWN","BLACK HISPANIC","M",,"UNKNOWN","UNKNOWN","D","999075","240522","40.826842","-73.946432","(40.826842, -73.946432)","POINT (-73.946432 40.826842)"
"261239263","44","BRONX","2023-01-01T00:00:00.000","19:40:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","107","FELONY","INSIDE","BURGLARY","(null)","PATROL BORO BRONX","213","BURGLARY,COMMERCIAL,NIGHT","CHAIN STORE","2023-01-02T00:00:00.000","(null)","25-44","BLACK","M",,"UNKNOWN","UNKNOWN","D","1003363","238988","40.822622","-73.930942","(40.822622, -73.930942)","POINT (-73.930942 40.822622)"
"261208842","69","BROOKLYN","2023-01-01T00:00:00.000","15:00:00","2023-01-01T00:00:00.000","15:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN SOUTH","638","HARASSMENT,SUBD 3,4,5","CHAIN STORE","2023-01-01T00:00:00.000","(null)","UNKNOWN","BLACK","M",,"25-44","WHITE","F","1008360","174237","40.644885","-73.913118","(40.644885, -73.913118)","POINT (-73.913118 40.644885)"
"261284059","77","BROOKLYN","2022-12-03T00:00:00.000","21:00:00","2023-01-02T00:00:00.000","08:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","121","FELONY","(null)","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BKLYN NORTH","267","MISCHIEF, CRIMINAL 3 & 2, OF M","STREET","2023-01-02T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","M","998183","186167","40.67765116","-73.94976814","(40.67765116, -73.94976814)","POINT (-73.94976814 40.67765116)"
"262643375","43","BRONX","2022-12-14T00:00:00.000","09:00:00","2022-12-30T00:00:00.000","20:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BRONX","407","LARCENY,GRAND BY DISHONEST EMP","CHAIN STORE","2023-01-28T00:00:00.000","(null)","UNKNOWN","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","D","1023635","240187","40.825847","-73.85769","(40.825847, -73.85769)","POINT (-73.85769 40.825847)"
"262367131","44","BRONX","2013-01-23T00:00:00.000","08:00:00","2023-01-23T00:00:00.000","14:40:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","110","FELONY","FRONT OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","PATROL BORO BRONX","441","LARCENY,GRAND OF AUTO","STREET","2023-01-23T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE","M","1010490","245681","40.840976","-73.905165","(40.840976, -73.905165)","POINT (-73.905165 40.840976)"
"269305786","23","MANHATTAN","2022-05-30T00:00:00.000","02:00:00","2023-05-25T00:00:00.000","22:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO MAN NORTH","168","SODOMY 1","RESIDENCE - APT. HOUSE","2023-06-04T00:00:00.000","(null)","18-24","WHITE","M",,"18-24","WHITE","F","998751","226901","40.7894632995555","-73.9476340039424","(40.7894632995555, -73.9476340039424)","POINT (-73.9476340039424 40.7894632995555)"
"267217475","6","MANHATTAN","2022-12-09T00:00:00.000","00:00:00","2022-12-31T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","FRONT OF","HARRASSMENT 2","(null)","PATROL BORO MAN SOUTH","638","HARASSMENT,SUBD 3,4,5","CLOTHING/BOUTIQUE","2023-04-24T00:00:00.000","(null)","UNKNOWN","WHITE","U",,"25-44","WHITE","F","982967","208665","40.739415","-74.004628","(40.739415, -74.004628)","POINT (-74.004628 40.739415)"
"264301349","10","MANHATTAN","2022-12-02T00:00:00.000","10:00:00","2023-02-04T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","433","LARCENY,GRAND FROM STORE-SHOPL","CLOTHING/BOUTIQUE","2023-02-27T00:00:00.000","(null)","UNKNOWN","BLACK","U",,"UNKNOWN","UNKNOWN","D","984699","214071","40.754252","-73.998376","(40.754252, -73.998376)","POINT (-73.998376 40.754252)"
"266160102","47","BRONX","2022-11-29T00:00:00.000","18:00:00","2023-03-30T00:00:00.000","19:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","112","FELONY","INSIDE","THEFT-FRAUD","(null)","PATROL BORO BRONX","739","FRAUD,UNCLASSIFIED-FELONY","RESIDENCE-HOUSE","2023-04-04T00:00:00.000","(null)","UNKNOWN","WHITE","U",,"45-64","BLACK","M","1024952","265060","40.894111","-73.852779","(40.894111, -73.852779)","POINT (-73.852779 40.894111)"
"267009565","47","BRONX","2020-11-20T00:00:00.000","12:00:00","2020-11-20T00:00:00.000","23:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO BRONX","153","RAPE 3","HOTEL/MOTEL","2023-04-05T00:00:00.000","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",,"<18","WHITE HISPANIC","M","1026480","262584","40.8873136344706","-73.8472717577564","(40.8873136344706, -73.8472717577564)","POINT (-73.8472717577564 40.8873136344706)"
"264341437","84","BROOKLYN","2022-12-10T00:00:00.000","15:00:00","2022-12-10T00:00:00.000","22:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BKLYN NORTH","338","LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","2023-02-26T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","WHITE","F","988579","191102","40.691207","-73.984387","(40.691207, -73.984387)","POINT (-73.984387 40.691207)"
"261548568","73","BROOKLYN","2023-01-01T00:00:00.000","20:00:00","2023-01-03T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO BKLYN NORTH","321","LARCENY,PETIT FROM AUTO","STREET","2023-01-06T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","BLACK","M","1008017","182124","40.666536","-73.914326","(40.666536, -73.914326)","POINT (-73.914326 40.666536)"
"261207686","71","BROOKLYN","2023-01-01T00:00:00.000","15:00:00","2023-01-01T00:00:00.000","15:11:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN SOUTH","637","HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","25-44","BLACK","F",,"18-24","BLACK","F","995162","178526","40.656685","-73.960669","(40.656685, -73.960669)","POINT (-73.960669 40.656685)"
"264640474","19","MANHATTAN","1012-02-02T00:00:00.000","14:00:00","2023-02-09T00:00:00.000","11:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN NORTH","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","MAILBOX INSIDE","2023-03-06T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","997257","224546","40.782996","-73.95303","(40.782996, -73.95303)","POINT (-73.95303 40.782996)"
"261525160","113","QUEENS","2022-09-29T00:00:00.000","12:00:00","2022-10-02T00:00:00.000","08:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","110","FELONY","OPPOSITE OF","GRAND LARCENY OF MOTOR VEHICLE","(null)","PATROL BORO QUEENS SOUTH","441","LARCENY,GRAND OF AUTO","STREET","2023-01-07T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK","M","1050279","190018","40.687988","-73.76191","(40.687988, -73.76191)","POINT (-73.76191 40.687988)"
"261233706","81","BROOKLYN","2023-01-01T00:00:00.000","23:00:00","2023-01-02T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","351","MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BKLYN NORTH","254","MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2023-01-02T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"65+","WHITE","M","1004782","190871","40.690552","-73.92596","(40.690552, -73.92596)","POINT (-73.92596 40.690552)"
"261428262","75","BROOKLYN","2022-12-14T00:00:00.000","11:00:00","2022-12-14T00:00:00.000","11:05:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","(null)","GRAND LARCENY","(null)","PATROL BORO BKLYN NORTH","419","LARCENY,GRAND FROM PERSON,UNCL","STREET","2023-01-05T00:00:00.000","(null)","UNKNOWN","UNKNOWN","M",,"18-24","ASIAN / PACIFIC ISLANDER","M","1021998","186236","40.67777103","-73.86390897","(40.67777103, -73.86390897)","POINT (-73.86390897 40.67777103)"
"266751311","76","BROOKLYN","2022-12-16T00:00:00.000","00:30:00","2023-04-16T00:00:00.000","08:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN SOUTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-04-16T00:00:00.000","(null)","UNKNOWN","WHITE","F",,"45-64","WHITE","M","985665","187753","40.682018","-73.994897","(40.682018, -73.994897)","POINT (-73.994897 40.682018)"
"266602525","63","BROOKLYN","2022-12-17T00:00:00.000","12:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BKLYN SOUTH","349","LARCENY,PETIT OF LICENSE PLATE","RESIDENCE - APT. HOUSE","2023-04-12T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK","M","1006990","167804","40.627231","-73.918079","(40.627231, -73.918079)","POINT (-73.918079 40.627231)"
"261440614","109","QUEENS","2022-12-29T00:00:00.000","14:00:00","2023-01-05T00:00:00.000","18:42:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","107","FELONY","INSIDE","BURGLARY","(null)","PATROL BORO QUEENS NORTH","224","BURGLARY,RESIDENCE,UNKNOWN TIM","RESIDENCE-HOUSE","2023-01-05T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","WHITE","F","1037375","209399","40.74127","-73.808285","(40.74127, -73.808285)","POINT (-73.808285 40.74127)"
"270448582","9","MANHATTAN","2023-01-01T00:00:00.000","13:00:00","2023-03-01T00:00:00.000","12:00:00","COMPLETED","WALD","609","2","N.Y. HOUSING POLICE","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN SOUTH","338","LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - PUBLIC HOUSING","2023-06-26T00:00:00.000","(null)","45-64","BLACK HISPANIC","F",,"45-64","UNKNOWN","M","990468","202168","40.721581","-73.977567","(40.721581, -73.977567)","POINT (-73.977567 40.721581)"
"262365734","81","BROOKLYN","2021-05-07T00:00:00.000","09:00:00","2023-01-20T00:00:00.000","07:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-01-23T00:00:00.000","(null)","25-44","BLACK","F",,"45-64","BLACK","F","1001342","191440","40.692119","-73.938364","(40.692119, -73.938364)","POINT (-73.938364 40.692119)"
"261233447","10","MANHATTAN","2023-01-01T00:00:00.000","23:00:00","2023-01-01T00:00:00.000","23:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO MAN SOUTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-01-02T00:00:00.000","(null)","45-64","BLACK","M",,"45-64","WHITE","M","986033","216056","40.759701","-73.993561","(40.759701, -73.993561)","POINT (-73.993561 40.759701)"
"261214885H1","44","BRONX","2023-01-01T00:00:00.000","03:54:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","101","FELONY","OUTSIDE","MURDER & NON-NEGL. MANSLAUGHTER","(null)","PATROL BORO BRONX",,"(null)","(null)","2023-01-01T00:00:00.000","(null)","45-64","BLACK","M",,"45-64","WHITE HISPANIC","M","1008787","243961","40.836258","-73.911326","(40.836258, -73.911326)","POINT (-73.911326 40.836258)"
"261649562","110","QUEENS","2022-12-12T00:00:00.000","12:00:00","2022-12-12T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","107","FELONY","INSIDE","BURGLARY","(null)","PATROL BORO QUEENS NORTH","221","BURGLARY,RESIDENCE,DAY","RESIDENCE - APT. HOUSE","2023-01-09T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","WHITE HISPANIC","F","1016844","210037","40.743122","-73.882373","(40.743122, -73.882373)","POINT (-73.882373 40.743122)"
"261883113","110","QUEENS","2022-12-02T00:00:00.000","12:00:00","2022-12-14T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO QUEENS NORTH","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","MAILBOX OUTSIDE","2023-01-13T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","ASIAN / PACIFIC ISLANDER","F","1019264","207670","40.736615","-73.873654","(40.736615, -73.873654)","POINT (-73.873654 40.736615)"
"263664493","102","QUEENS","2022-12-28T00:00:00.000","09:00:00","2023-02-14T00:00:00.000","19:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-02-14T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","ASIAN / PACIFIC ISLANDER","M","1034070","195139","40.70214795","-73.82032064","(40.70214795, -73.82032064)","POINT (-73.82032064 40.70214795)"
"268358808","122","STATEN ISLAND","2022-04-30T00:00:00.000","12:00:00","2023-05-14T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO STATEN ISLAND","639","AGGRAVATED HARASSMENT 2","RESIDENCE-HOUSE","2023-05-16T00:00:00.000","(null)","<18","WHITE HISPANIC","M",,"25-44","WHITE","F","965092","155703","40.594025","-74.068982","(40.594025, -74.068982)","POINT (-74.068982 40.594025)"
"262732576","70","BROOKLYN","2022-11-01T00:00:00.000","07:00:00","2023-01-30T00:00:00.000","09:37:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO BKLYN SOUTH","349","LARCENY,PETIT OF LICENSE PLATE","RESIDENCE - APT. HOUSE","2023-01-30T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","BLACK HISPANIC","M","994415","172681","40.640641","-73.963371","(40.640641, -73.963371)","POINT (-73.963371 40.640641)"
"261560352","49","BRONX","2022-11-28T00:00:00.000","12:00:00","2022-11-28T00:00:00.000","17:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO BRONX","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","2023-01-06T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE HISPANIC","M","1020395","254201","40.864324","-73.86932","(40.864324, -73.86932)","POINT (-73.86932 40.864324)"
"261233397","13","MANHATTAN","2023-01-02T00:00:00.000","11:20:00","2023-01-02T00:00:00.000","11:25:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","118","FELONY","(null)","DANGEROUS WEAPONS","(null)","PATROL BORO MAN SOUTH","793","WEAPONS POSSESSION 3","STREET","2023-01-02T00:00:00.000","(null)","25-44","WHITE","M",,"UNKNOWN","UNKNOWN","E","989377","206190","40.73261906","-73.98150066","(40.73261906, -73.98150066)","POINT (-73.98150066 40.73261906)"
"261437528","112","QUEENS","2022-12-29T00:00:00.000","14:45:00","2023-01-04T00:00:00.000","07:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS NORTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","2023-01-05T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE","F","1023736","204305","40.72736","-73.857534","(40.72736, -73.857534)","POINT (-73.857534 40.72736)"
"261185888","30","MANHATTAN","2023-01-01T00:00:00.000","03:00:00","2023-01-01T00:00:00.000","03:14:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","347","MISDEMEANOR","(null)","INTOXICATED & IMPAIRED DRIVING","(null)","PATROL BORO MAN NORTH","905","INTOXICATED DRIVING,ALCOHOL","STREET","2023-01-01T00:00:00.000","(null)","18-24","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","E","998100","240617","40.82710268","-73.94995522","(40.82710268, -73.94995522)","POINT (-73.94995522 40.82710268)"
