"hvfhs_license_num","dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"HV0003","B02875","2021-07-31T23:59:28.000","2021-08-01T00:38:51.000","74","265",
"HV0003","B02875","2021-07-31T23:59:28.000","2021-08-01T00:23:37.000","208","265",
"HV0003","B02884","2021-07-31T23:59:28.000","2021-08-01T00:37:31.000","90","156",
"HV0003","B02875","2021-07-31T23:59:28.000","2021-08-01T00:45:35.000","137","265",
"HV0003","B02875","2021-07-31T23:59:28.000","2021-08-01T00:11:38.000","148","33",
"HV0003","B02872","2021-07-31T23:59:28.000","2021-08-01T00:31:50.000","186","78",
"HV0003","B02872","2021-07-31T23:59:28.000","2021-08-01T00:06:06.000","179","179",
"HV0003","B02869","2021-07-31T23:59:28.000","2021-08-01T00:26:01.000","112","37",
"HV0003","B02765","2021-07-31T23:59:27.000","2021-08-01T00:20:39.000","42","250",
"HV0003","B02864","2021-07-31T23:59:27.000","2021-08-01T00:13:11.000","4","164",
"HV0005","B02510","2021-07-31T23:59:27.000","2021-08-01T00:11:43.000","168","244",
"HV0003","B02875","2021-07-31T23:59:27.000","2021-08-01T00:39:11.000","233","265",
"HV0005","B02510","2021-07-31T23:59:27.000","2021-08-01T00:08:27.000","262","238",
"HV0003","B02765","2021-07-31T23:59:27.000","2021-08-01T00:08:37.000","80","37",
"HV0005","B02510","2021-07-31T23:59:26.000","2021-08-01T00:08:09.000","216","197",
"HV0003","B02765","2021-07-31T23:59:26.000","2021-08-01T00:20:59.000","85","76",
"HV0003","B02889","2021-07-31T23:59:26.000","2021-08-01T00:08:55.000","130","130",
"HV0003","B02880","2021-07-31T23:59:26.000","2021-08-01T00:12:19.000","48","141",
"HV0003","B02889","2021-07-31T23:59:26.000","2021-08-01T00:24:18.000","100","106",
"HV0003","B02882","2021-07-31T23:59:26.000","2021-08-01T00:13:08.000","4","33",
"HV0003","B02764","2021-07-31T23:59:26.000","2021-08-01T00:14:42.000","79","249",
"HV0003","B02880","2021-07-31T23:59:26.000","2021-08-01T00:05:28.000","37","37",
"HV0003","B02866","2021-07-31T23:59:26.000","2021-08-01T00:38:54.000","61","265",
"HV0004","B02800","2021-07-31T23:59:26.000","2021-08-01T00:47:45.000","189","41","1"
"HV0005","B02510","2021-07-31T23:59:26.000","2021-08-01T00:25:42.000","61","63",
"HV0005","B02510","2021-07-31T23:59:26.000","2021-08-01T00:13:03.000","230","262",
"HV0003","B02617","2021-07-31T23:59:25.000","2021-08-01T00:18:50.000","181","35",
"HV0005","B02510","2021-07-31T23:59:25.000","2021-08-01T00:07:44.000","10","216",
"HV0005","B02510","2021-07-31T23:59:25.000","2021-08-01T00:07:47.000","249","158",
"HV0003","B02870","2021-07-31T23:59:25.000","2021-08-01T00:03:42.000","136","241",
"HV0003","B02864","2021-07-31T23:59:25.000","2021-08-01T00:06:50.000","174","18",
"HV0003","B02864","2021-07-31T23:59:25.000","2021-08-01T00:12:24.000","127","18",
"HV0003","B02876","2021-07-31T23:59:25.000","2021-08-01T00:30:05.000","87","198",
"HV0003","B02682","2021-07-31T23:59:25.000","2021-08-01T00:18:55.000","181","148",
"HV0005","B02510","2021-07-31T23:59:25.000","2021-08-01T00:11:45.000","249","87",
"HV0003","B02880","2021-07-31T23:59:24.000","2021-08-01T00:04:45.000","79","107",
"HV0003","B02884","2021-07-31T23:59:24.000","2021-08-01T00:18:36.000","18","116",
"HV0003","B02682","2021-07-31T23:59:24.000","2021-08-01T00:26:28.000","95","52",
"HV0003","B02875","2021-07-31T23:59:24.000","2021-08-01T00:19:24.000","80","263",
"HV0003","B02866","2021-07-31T23:59:24.000","2021-08-01T00:25:53.000","186","82",
"HV0005","B02510","2021-07-31T23:59:24.000","2021-08-01T00:04:03.000","141","236",
"HV0003","B02764","2021-07-31T23:59:24.000","2021-08-01T00:03:27.000","129","129",
"HV0005","B02510","2021-07-31T23:59:24.000","2021-08-01T00:06:47.000","145","112",
"HV0003","B02835","2021-07-31T23:59:24.000","2021-08-01T00:07:12.000","174","18",
"HV0005","B02510","2021-07-31T23:59:23.000","2021-08-01T00:10:09.000","195","97",
"HV0005","B02510","2021-07-31T23:59:23.000","2021-08-01T00:09:45.000","227","21",
"HV0005","B02510","2021-07-31T23:59:23.000","2021-08-01T00:18:31.000","249","265",
"HV0003","B02875","2021-07-31T23:59:23.000","2021-08-01T00:13:39.000","235","20",
"HV0003","B02880","2021-07-31T23:59:23.000","2021-08-01T00:27:29.000","255","239",
"HV0003","B02872","2021-07-31T23:59:23.000","2021-08-01T00:13:36.000","49","112",
"HV0003","B02764","2021-07-31T23:59:23.000","2021-08-01T00:22:44.000","36","61",
"HV0005","B02510","2021-07-31T23:59:22.000","2021-08-01T00:11:39.000","83","56",
"HV0003","B02764","2021-07-31T23:59:22.000","2021-08-01T00:04:24.000","85","85",
"HV0005","B02510","2021-07-31T23:59:22.000","2021-08-01T00:14:42.000","127","47",
"HV0003","B02875","2021-07-31T23:59:22.000","2021-08-01T00:16:52.000","231","189",
"HV0003","B02884","2021-07-31T23:59:22.000","2021-08-01T00:12:13.000","45","90",
"HV0005","B02510","2021-07-31T23:59:22.000","2021-08-01T00:13:19.000","65","256",
"HV0003","B02872","2021-07-31T23:59:22.000","2021-08-01T00:21:06.000","158","229",
"HV0003","B02617","2021-07-31T23:59:22.000","2021-08-01T00:23:58.000","80","62",
"HV0005","B02510","2021-07-31T23:59:22.000","2021-08-01T00:16:12.000","145","230",
"HV0003","B02875","2021-07-31T23:59:22.000","2021-08-01T00:07:05.000","160","95",
"HV0003","B02764","2021-07-31T23:59:22.000","2021-08-01T00:05:11.000","90","249",
"HV0003","B02875","2021-07-31T23:59:22.000","2021-08-01T00:18:32.000","33","62",
"HV0005","B02510","2021-07-31T23:59:22.000","2021-08-01T00:17:31.000","79","142",
"HV0003","B02765","2021-07-31T23:59:21.000","2021-08-01T00:17:40.000","157","37",
"HV0005","B02510","2021-07-31T23:59:21.000","2021-08-01T00:14:34.000","148","65",
"HV0005","B02510","2021-07-31T23:59:21.000","2021-08-01T00:09:09.000","17","61",
"HV0003","B02872","2021-07-31T23:59:21.000","2021-08-01T00:19:24.000","163","125",
"HV0003","B02878","2021-07-31T23:59:21.000","2021-08-01T00:23:52.000","235","82",
"HV0005","B02510","2021-07-31T23:59:21.000","2021-08-01T00:23:35.000","80","211",
"HV0003","B02864","2021-07-31T23:59:21.000","2021-08-01T00:12:55.000","237","140",
"HV0003","B02764","2021-07-31T23:59:21.000","2021-08-01T00:06:59.000","89","85",
"HV0005","B02510","2021-07-31T23:59:21.000","2021-08-01T00:19:45.000","254","213",
"HV0003","B02764","2021-07-31T23:59:20.000","2021-08-01T00:20:36.000","76","71",
"HV0003","B02866","2021-07-31T23:59:20.000","2021-08-01T00:15:03.000","36","260",
"HV0003","B02871","2021-07-31T23:59:20.000","2021-08-01T00:24:24.000","237","168",
"HV0003","B02872","2021-07-31T23:59:20.000","2021-08-01T00:15:14.000","107","33",
"HV0003","B02871","2021-07-31T23:59:20.000","2021-08-01T00:19:54.000","65","36",
"HV0003","B02864","2021-07-31T23:59:20.000","2021-08-01T00:14:40.000","169","60",
"HV0003","B02764","2021-07-31T23:59:20.000","2021-08-01T00:06:23.000","49","17",
"HV0003","B02866","2021-07-31T23:59:20.000","2021-08-01T00:07:22.000","125","88",
"HV0005","B02510","2021-07-31T23:59:20.000","2021-08-01T00:24:24.000","163","148",
"HV0003","B02869","2021-07-31T23:59:20.000","2021-08-01T00:05:04.000","64","64",
"HV0003","B02872","2021-07-31T23:59:19.000","2021-08-01T00:09:29.000","148","148",
"HV0005","B02510","2021-07-31T23:59:19.000","2021-08-01T00:11:40.000","136","20",
"HV0003","B02866","2021-07-31T23:59:19.000","2021-08-01T00:14:59.000","45","4",
"HV0003","B02887","2021-07-31T23:59:19.000","2021-08-01T00:09:01.000","112","256",
"HV0003","B02883","2021-07-31T23:59:19.000","2021-08-01T00:13:19.000","244","147",
"HV0003","B02869","2021-07-31T23:59:19.000","2021-08-01T00:17:36.000","88","100",
"HV0003","B02872","2021-07-31T23:59:19.000","2021-08-01T00:22:03.000","230","159",
"HV0003","B02875","2021-07-31T23:59:19.000","2021-08-01T00:26:10.000","17","39",
"HV0003","B02764","2021-07-31T23:59:19.000","2021-08-01T00:26:50.000","87","80",
"HV0005","B02510","2021-07-31T23:59:19.000","2021-08-01T00:09:49.000","68","48",
"HV0003","B02764","2021-07-31T23:59:18.000","2021-08-01T00:09:32.000","235","136",
"HV0003","B02872","2021-07-31T23:59:18.000","2021-08-01T00:23:36.000","249","263",
"HV0005","B02510","2021-07-31T23:59:18.000","2021-08-01T00:08:05.000","256","80",
"HV0005","B02510","2021-07-31T23:59:18.000","2021-08-01T00:13:44.000","181","17",
"HV0003","B02879","2021-07-31T23:59:18.000","2021-08-01T00:08:25.000","47","235",
"HV0003","B02871","2021-07-31T23:59:18.000","2021-08-01T00:14:26.000","181","49",
"HV0005","B02510","2021-07-31T23:59:18.000","2021-08-01T00:28:22.000","73","4",
"HV0004","B02800","2021-07-31T23:59:18.000","2021-08-01T00:19:29.000","114","262",
"HV0003","B02764","2021-07-31T23:59:17.000","2021-08-01T00:03:57.000","179","7",
"HV0003","B02617","2021-07-31T23:59:17.000","2021-08-01T00:09:46.000","188","189",
"HV0003","B02764","2021-07-31T23:59:17.000","2021-08-01T00:08:40.000","255","37",
"HV0003","B02880","2021-07-31T23:59:17.000","2021-08-01T00:20:18.000","140","144",
"HV0003","B02883","2021-07-31T23:59:17.000","2021-08-01T00:45:30.000","158","234",
"HV0003","B02617","2021-07-31T23:59:17.000","2021-08-01T00:34:37.000","144","229",
"HV0005","B02510","2021-07-31T23:59:17.000","2021-08-01T00:14:36.000","48","234",
"HV0003","B02889","2021-07-31T23:59:16.000","2021-08-01T00:17:12.000","243","18",
"HV0003","B02877","2021-07-31T23:59:16.000","2021-08-01T00:14:59.000","174","69",
"HV0003","B02872","2021-07-31T23:59:16.000","2021-08-01T00:18:14.000","170","265",
"HV0005","B02510","2021-07-31T23:59:16.000","2021-08-01T00:05:13.000","191","131",
"HV0003","B02682","2021-07-31T23:59:16.000","2021-08-01T00:05:14.000","166","42",
"HV0003","B02872","2021-07-31T23:59:16.000","2021-08-01T00:09:09.000","37","198",
"HV0003","B02875","2021-07-31T23:59:16.000","2021-08-01T00:10:15.000","164","137",
"HV0003","B02512","2021-07-31T23:59:16.000","2021-08-01T00:12:52.000","255","65",
"HV0003","B02889","2021-07-31T23:59:15.000","2021-08-01T00:24:38.000","138","87",
"HV0003","B02875","2021-07-31T23:59:15.000","2021-08-01T00:13:26.000","94","235",
"HV0003","B02764","2021-07-31T23:59:15.000","2021-08-01T00:10:22.000","116","143",
"HV0003","B02875","2021-07-31T23:59:15.000","2021-08-01T00:11:02.000","249","246",
"HV0005","B02510","2021-07-31T23:59:15.000","2021-08-01T00:19:06.000","77","37",
"HV0003","B02835","2021-07-31T23:59:15.000","2021-08-01T00:18:50.000","114","143",
"HV0003","B02872","2021-07-31T23:59:14.000","2021-08-01T00:06:50.000","35","188",
"HV0003","B02764","2021-07-31T23:59:14.000","2021-08-01T00:11:55.000","87","148",
"HV0003","B02764","2021-07-31T23:59:14.000","2021-08-01T00:11:52.000","60","159",
"HV0003","B02835","2021-07-31T23:59:14.000","2021-08-01T00:27:24.000","145","244",
"HV0005","B02510","2021-07-31T23:59:14.000","2021-08-01T00:08:46.000","229","137",
"HV0005","B02510","2021-07-31T23:59:13.000","2021-08-01T00:14:45.000","37","145",
"HV0003","B02835","2021-07-31T23:59:13.000","2021-08-01T00:05:58.000","210","165",
"HV0005","B02510","2021-07-31T23:59:13.000","2021-08-01T00:27:42.000","195","61",
"HV0003","B02835","2021-07-31T23:59:13.000","2021-08-01T00:08:11.000","48","186",
"HV0003","B02875","2021-07-31T23:59:13.000","2021-08-01T00:07:01.000","113","114",
"HV0003","B02764","2021-07-31T23:59:13.000","2021-08-01T00:10:59.000","70","129",
"HV0003","B02869","2021-07-31T23:59:13.000","2021-08-01T00:11:15.000","231","48",
"HV0003","B02883","2021-07-31T23:59:13.000","2021-08-01T00:06:30.000","61","17",
"HV0005","B02510","2021-07-31T23:59:13.000","2021-08-01T00:25:21.000","239","179",
"HV0005","B02510","2021-07-31T23:59:13.000","2021-08-01T00:09:46.000","170","79",
"HV0003","B02883","2021-07-31T23:59:13.000","2021-08-01T00:08:40.000","51","183",
"HV0003","B02875","2021-07-31T23:59:12.000","2021-08-01T00:15:38.000","183","235",
"HV0003","B02878","2021-07-31T23:59:12.000","2021-08-01T00:11:04.000","79","249",
"HV0005","B02510","2021-07-31T23:59:12.000","2021-08-01T00:14:50.000","138","262",
"HV0003","B02889","2021-07-31T23:59:12.000","2021-08-01T00:22:23.000","106","234",
"HV0003","B02764","2021-07-31T23:59:12.000","2021-08-01T00:05:44.000","127","243",
"HV0003","B02869","2021-07-31T23:59:12.000","2021-08-01T00:13:49.000","87","234",
"HV0003","B02872","2021-07-31T23:59:12.000","2021-08-01T00:14:31.000","218","215",
"HV0003","B02764","2021-07-31T23:59:12.000","2021-08-01T00:04:58.000","237","141",
"HV0003","B02875","2021-07-31T23:59:12.000","2021-08-01T00:09:49.000","94","127",
"HV0005","B02510","2021-07-31T23:59:12.000","2021-08-01T00:09:25.000","167","168",
"HV0005","B02510","2021-07-31T23:59:12.000","2021-08-01T00:08:40.000","245","206",
"HV0003","B02887","2021-07-31T23:59:11.000","2021-08-01T00:26:41.000","37","72",
"HV0003","B02876","2021-07-31T23:59:11.000","2021-08-01T00:38:20.000","65","155",
"HV0003","B02872","2021-07-31T23:59:11.000","2021-08-01T00:06:41.000","235","235",
"HV0003","B02871","2021-07-31T23:59:11.000","2021-08-01T00:09:42.000","76","39",
"HV0003","B02872","2021-07-31T23:59:11.000","2021-08-01T00:24:34.000","129","164",
"HV0003","B02764","2021-07-31T23:59:11.000","2021-08-01T00:06:44.000","128","243",
"HV0003","B02875","2021-07-31T23:59:11.000","2021-08-01T00:16:09.000","224","239",
"HV0003","B02764","2021-07-31T23:59:11.000","2021-08-01T00:11:20.000","137","234",
"HV0005","B02510","2021-07-31T23:59:11.000","2021-08-01T00:09:36.000","79","148",
"HV0003","B02872","2021-07-31T23:59:10.000","2021-08-01T00:08:47.000","162","234",
"HV0005","B02510","2021-07-31T23:59:10.000","2021-08-01T00:02:52.000","39","39",
"HV0003","B02866","2021-07-31T23:59:10.000","2021-08-01T00:07:39.000","163","170",
"HV0003","B02864","2021-07-31T23:59:10.000","2021-08-01T00:22:28.000","4","22",
"HV0005","B02510","2021-07-31T23:59:10.000","2021-08-01T00:08:35.000","155","210",
"HV0003","B02882","2021-07-31T23:59:10.000","2021-08-01T00:23:22.000","138","142",
"HV0005","B02510","2021-07-31T23:59:10.000","2021-08-01T00:28:22.000","173","265",
"HV0003","B02867","2021-07-31T23:59:10.000","2021-08-01T00:35:46.000","249","259",
"HV0003","B02877","2021-07-31T23:59:09.000","2021-08-01T00:17:19.000","215","124",
"HV0003","B02764","2021-07-31T23:59:09.000","2021-08-01T00:17:14.000","80","193",
"HV0003","B02872","2021-07-31T23:59:09.000","2021-08-01T00:22:05.000","256","170",
"HV0005","B02510","2021-07-31T23:59:09.000","2021-08-01T00:10:42.000","24","74",
"HV0003","B02872","2021-07-31T23:59:09.000","2021-08-01T00:15:23.000","231","146",
"HV0003","B02888","2021-07-31T23:59:09.000","2021-08-01T00:19:10.000","49","133",
"HV0003","B02872","2021-07-31T23:59:09.000","2021-08-01T00:32:22.000","258","247",
"HV0003","B02764","2021-07-31T23:59:09.000","2021-08-01T00:19:56.000","163","265",
"HV0003","B02617","2021-07-31T23:59:09.000","2021-08-01T00:13:08.000","234","148",
"HV0003","B02875","2021-07-31T23:59:08.000","2021-08-01T00:15:30.000","164","231",
"HV0005","B02510","2021-07-31T23:59:08.000","2021-08-01T00:07:55.000","260","82",
"HV0003","B02764","2021-07-31T23:59:08.000","2021-08-01T00:04:47.000","223","7",
"HV0005","B02510","2021-07-31T23:59:08.000","2021-08-01T00:07:40.000","141","137",
"HV0003","B02682","2021-07-31T23:59:08.000","2021-08-01T00:11:47.000","226","83",
"HV0003","B02765","2021-07-31T23:59:08.000","2021-08-01T00:27:05.000","52","198",
"HV0003","B02764","2021-07-31T23:59:08.000","2021-08-01T00:32:15.000","230","228",
"HV0003","B02764","2021-07-31T23:59:08.000","2021-08-01T00:54:10.000","138","265",
"HV0005","B02510","2021-07-31T23:59:08.000","2021-08-01T00:08:50.000","79","161",
"HV0005","B02510","2021-07-31T23:59:08.000","2021-08-01T00:10:01.000","78","47",
"HV0003","B02887","2021-07-31T23:59:07.000","2021-08-01T00:07:15.000","179","146",
"HV0003","B02875","2021-07-31T23:59:07.000","2021-08-01T00:47:55.000","186","265",
"HV0005","B02510","2021-07-31T23:59:07.000","2021-08-01T00:07:49.000","242","60",
"HV0003","B02887","2021-07-31T23:59:07.000","2021-08-01T00:16:05.000","239","265",
"HV0003","B02835","2021-07-31T23:59:07.000","2021-08-01T00:26:21.000","151","79",
"HV0003","B02682","2021-07-31T23:59:07.000","2021-08-01T00:13:30.000","256","36",
"HV0003","B02835","2021-07-31T23:59:07.000","2021-08-01T00:18:19.000","123","14",
"HV0003","B02835","2021-07-31T23:59:07.000","2021-08-01T00:19:11.000","133","210",
"HV0003","B02869","2021-07-31T23:59:07.000","2021-08-01T00:10:35.000","225","97",
"HV0003","B02875","2021-07-31T23:59:06.000","2021-08-01T00:09:35.000","231","114",
"HV0005","B02510","2021-07-31T23:59:06.000","2021-08-01T00:13:01.000","246","249",
"HV0005","B02510","2021-07-31T23:59:06.000","2021-08-01T00:06:40.000","256","49",
"HV0003","B02875","2021-07-31T23:59:06.000","2021-08-01T00:25:51.000","138","37",
"HV0005","B02510","2021-07-31T23:59:06.000","2021-08-01T00:10:49.000","42","7",
"HV0003","B02866","2021-07-31T23:59:06.000","2021-08-01T00:06:28.000","220","174",
"HV0003","B02883","2021-07-31T23:59:06.000","2021-08-01T00:11:45.000","79","186",
"HV0003","B02836","2021-07-31T23:59:05.000","2021-08-01T00:05:16.000","168","168",
"HV0003","B02878","2021-07-31T23:59:05.000","2021-08-01T00:32:12.000","125","202",
"HV0005","B02510","2021-07-31T23:59:05.000","2021-08-01T00:09:45.000","48","238",
"HV0003","B02877","2021-07-31T23:59:05.000","2021-08-01T00:10:37.000","244","235",
"HV0003","B02875","2021-07-31T23:59:05.000","2021-08-01T00:23:31.000","141","217",
"HV0005","B02510","2021-07-31T23:59:05.000","2021-08-01T00:13:35.000","111","61",
"HV0003","B02866","2021-07-31T23:59:04.000","2021-08-01T00:19:40.000","34","225",
"HV0003","B02764","2021-07-31T23:59:04.000","2021-08-01T00:17:29.000","159","47",
"HV0003","B02888","2021-07-31T23:59:04.000","2021-08-01T00:10:17.000","42","42",
"HV0003","B02872","2021-07-31T23:59:04.000","2021-08-01T00:06:25.000","85","85",
"HV0003","B02875","2021-07-31T23:59:04.000","2021-08-01T00:21:08.000","33","177",
"HV0005","B02510","2021-07-31T23:59:04.000","2021-08-01T00:12:26.000","34","37",
"HV0003","B02883","2021-07-31T23:59:04.000","2021-08-01T00:33:46.000","230","216",
"HV0003","B02617","2021-07-31T23:59:04.000","2021-08-01T00:05:29.000","243","243",
"HV0003","B02867","2021-07-31T23:59:04.000","2021-08-01T00:13:10.000","181","49",
"HV0003","B02871","2021-07-31T23:59:04.000","2021-08-01T00:10:48.000","163","48",
"HV0003","B02765","2021-07-31T23:59:04.000","2021-08-01T00:10:11.000","169","247",
"HV0003","B02866","2021-07-31T23:59:03.000","2021-08-01T00:04:53.000","255","256",
"HV0003","B02764","2021-07-31T23:59:03.000","2021-08-01T00:20:44.000","232","97",
"HV0003","B02869","2021-07-31T23:59:03.000","2021-08-01T00:21:22.000","164","134",
"HV0003","B02869","2021-07-31T23:59:03.000","2021-08-01T00:22:15.000","260","17",
"HV0003","B02765","2021-07-31T23:59:03.000","2021-08-01T00:31:52.000","95","67",
"HV0005","B02510","2021-07-31T23:59:03.000","2021-08-01T00:37:27.000","233","225",
"HV0003","B02835","2021-07-31T23:59:03.000","2021-08-01T00:19:57.000","35","85",
"HV0005","B02510","2021-07-31T23:59:02.000","2021-08-01T00:04:34.000","198","198",
"HV0003","B02871","2021-07-31T23:59:02.000","2021-08-01T00:20:33.000","255","137",
"HV0003","B02872","2021-07-31T23:59:02.000","2021-08-01T00:22:17.000","55","91",
"HV0003","B02865","2021-07-31T23:59:02.000","2021-08-01T00:11:24.000","71","62",
"HV0003","B02765","2021-07-31T23:59:02.000","2021-08-01T00:16:16.000","100","79",
"HV0005","B02510","2021-07-31T23:59:02.000","2021-08-01T00:11:51.000","62","39",
"HV0003","B02764","2021-07-31T23:59:02.000","2021-08-01T00:18:14.000","263","79",
"HV0003","B02883","2021-07-31T23:59:02.000","2021-08-01T00:15:29.000","63","222",
"HV0003","B02764","2021-07-31T23:59:02.000","2021-08-01T00:14:29.000","262","7",
"HV0003","B02869","2021-07-31T23:59:02.000","2021-08-01T00:02:26.000","244","244",
"HV0003","B02617","2021-07-31T23:59:02.000","2021-08-01T00:09:39.000","4","79",
"HV0003","B02878","2021-07-31T23:59:01.000","2021-08-01T00:05:44.000","208","208",
"HV0003","B02864","2021-07-31T23:59:01.000","2021-08-01T00:35:21.000","75","255",
"HV0003","B02836","2021-07-31T23:59:01.000","2021-08-01T00:07:24.000","114","158",
"HV0003","B02872","2021-07-31T23:59:01.000","2021-08-01T00:16:01.000","114","137",
"HV0003","B02864","2021-07-31T23:59:01.000","2021-08-01T00:11:09.000","260","82",
"HV0005","B02510","2021-07-31T23:59:01.000","2021-08-01T00:13:24.000","247","69",
"HV0003","B02871","2021-07-31T23:59:01.000","2021-08-01T00:20:01.000","37","87",
"HV0003","B02875","2021-07-31T23:59:01.000","2021-08-01T00:13:49.000","148","90",
"HV0003","B02764","2021-07-31T23:59:00.000","2021-08-01T00:52:27.000","144","265",
"HV0003","B02865","2021-07-31T23:59:00.000","2021-08-01T00:03:41.000","129","173",
"HV0003","B02888","2021-07-31T23:59:00.000","2021-08-01T00:13:12.000","130","76",
"HV0003","B02875","2021-07-31T23:59:00.000","2021-08-01T00:38:21.000","50","17",
"HV0003","B02879","2021-07-31T23:59:00.000","2021-08-01T00:21:27.000","181","71",
"HV0003","B02765","2021-07-31T23:59:00.000","2021-08-01T00:05:18.000","36","36",
"HV0003","B02880","2021-07-31T23:59:00.000","2021-08-01T00:16:32.000","226","17",
"HV0005","B02510","2021-07-31T23:59:00.000","2021-08-01T00:09:04.000","234","164",
"HV0003","B02765","2021-07-31T23:59:00.000","2021-08-01T00:15:51.000","158","265",
"HV0003","B02889","2021-07-31T23:59:00.000","2021-08-01T00:30:40.000","158","230",
"HV0003","B02864","2021-07-31T23:59:00.000","2021-08-01T00:06:10.000","256","256",
"HV0005","B02510","2021-07-31T23:58:59.000","2021-08-01T00:13:02.000","69","32",
"HV0003","B02869","2021-07-31T23:58:59.000","2021-08-01T00:12:21.000","79","65",
"HV0005","B02510","2021-07-31T23:58:59.000","2021-08-01T00:20:40.000","17","37",
"HV0003","B02864","2021-07-31T23:58:59.000","2021-08-01T00:08:26.000","216","215",
"HV0003","B02764","2021-07-31T23:58:59.000","2021-08-01T00:20:36.000","48","144",
"HV0003","B02888","2021-07-31T23:58:59.000","2021-08-01T00:13:54.000","234","148",
"HV0003","B02884","2021-07-31T23:58:59.000","2021-08-01T00:02:54.000","61","189",
"HV0003","B02765","2021-07-31T23:58:59.000","2021-08-01T00:14:55.000","138","119",
"HV0003","B02764","2021-07-31T23:58:58.000","2021-08-01T00:24:25.000","181","71",
"HV0003","B02884","2021-07-31T23:58:58.000","2021-08-01T00:32:46.000","123","61",
"HV0003","B02888","2021-07-31T23:58:58.000","2021-08-01T00:31:15.000","138","87",
"HV0003","B02888","2021-07-31T23:58:58.000","2021-08-01T00:08:40.000","228","21",
"HV0005","B02510","2021-07-31T23:58:58.000","2021-08-01T00:07:51.000","35","77",
"HV0003","B02765","2021-07-31T23:58:58.000","2021-08-01T00:24:04.000","249","49",
"HV0003","B02872","2021-07-31T23:58:58.000","2021-08-01T00:06:10.000","37","256",
"HV0003","B02878","2021-07-31T23:58:58.000","2021-08-01T00:09:16.000","37","36",
"HV0003","B02765","2021-07-31T23:58:58.000","2021-08-01T00:18:23.000","119","20",
"HV0005","B02510","2021-07-31T23:58:58.000","2021-08-01T00:08:11.000","36","80",
"HV0003","B02617","2021-07-31T23:58:57.000","2021-08-01T00:16:25.000","255","37",
"HV0003","B02872","2021-07-31T23:58:57.000","2021-08-01T00:06:05.000","91","91",
"HV0003","B02875","2021-07-31T23:58:57.000","2021-08-01T00:19:02.000","127","235",
"HV0003","B02871","2021-07-31T23:58:57.000","2021-08-01T00:32:17.000","37","262",
"HV0003","B02682","2021-07-31T23:58:57.000","2021-08-01T00:14:02.000","87","246",
"HV0003","B02875","2021-07-31T23:58:57.000","2021-08-01T00:04:02.000","198","36",
"HV0003","B02872","2021-07-31T23:58:57.000","2021-08-01T00:09:32.000","130","205",
"HV0003","B02887","2021-07-31T23:58:57.000","2021-08-01T00:19:50.000","37","129",
"HV0003","B02875","2021-07-31T23:58:56.000","2021-08-01T00:35:32.000","164","265",
"HV0003","B02872","2021-07-31T23:58:56.000","2021-08-01T00:06:21.000","17","225",
"HV0003","B02617","2021-07-31T23:58:56.000","2021-08-01T00:13:35.000","181","14",
"HV0003","B02869","2021-07-31T23:58:56.000","2021-08-01T00:41:53.000","146","91",
"HV0003","B02882","2021-07-31T23:58:56.000","2021-08-01T00:12:41.000","211","170",
"HV0003","B02883","2021-07-31T23:58:56.000","2021-08-01T00:16:30.000","42","247",
"HV0003","B02880","2021-07-31T23:58:55.000","2021-08-01T00:27:33.000","148","265",
"HV0003","B02764","2021-07-31T23:58:55.000","2021-08-01T00:10:16.000","41","74",
"HV0005","B02510","2021-07-31T23:58:55.000","2021-08-01T00:36:51.000","211","80",
"HV0003","B02877","2021-07-31T23:58:55.000","2021-08-01T00:06:47.000","37","36",
"HV0005","B02510","2021-07-31T23:58:55.000","2021-08-01T00:19:52.000","164","196",
"HV0005","B02510","2021-07-31T23:58:55.000","2021-08-01T00:13:46.000","148","114",
"HV0005","B02510","2021-07-31T23:58:54.000","2021-08-01T00:17:17.000","35","37",
"HV0005","B02510","2021-07-31T23:58:54.000","2021-08-01T00:09:01.000","100","233",
"HV0005","B02510","2021-07-31T23:58:54.000","2021-08-01T00:08:08.000","116","41",
"HV0003","B02887","2021-07-31T23:58:54.000","2021-08-01T00:17:22.000","145","238",
"HV0003","B02764","2021-07-31T23:58:54.000","2021-08-01T00:11:42.000","119","136",
"HV0003","B02765","2021-07-31T23:58:54.000","2021-08-01T00:16:09.000","169","243",
"HV0003","B02835","2021-07-31T23:58:53.000","2021-08-01T00:15:06.000","247","182",
"HV0003","B02866","2021-07-31T23:58:53.000","2021-08-01T00:27:24.000","142","25",
"HV0003","B02872","2021-07-31T23:58:53.000","2021-08-01T00:14:24.000","37","76",
"HV0003","B02884","2021-07-31T23:58:53.000","2021-08-01T00:11:34.000","79","164",
"HV0003","B02870","2021-07-31T23:58:53.000","2021-08-01T00:04:32.000","243","127",
"HV0003","B02872","2021-07-31T23:58:53.000","2021-08-01T00:18:16.000","106","255",
"HV0003","B02888","2021-07-31T23:58:53.000","2021-08-01T00:10:58.000","211","164",
"HV0005","B02510","2021-07-31T23:58:52.000","2021-08-01T00:03:45.000","254","254",
"HV0003","B02865","2021-07-31T23:58:52.000","2021-08-01T00:12:45.000","80","256",
"HV0003","B02884","2021-07-31T23:58:52.000","2021-08-01T00:22:47.000","126","68",
