"oid","blockcode","geo_id","bctcb2010","borocode","nta_code","nta_name","borough","puma","maximum_residential_broadband","residential_isp_count_by","commerical_fiber_count_by"
"253","360610033001001","360610033001","10033001001","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","1000","3","5"
"254","360610033001003","360610033001","10033001003","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"255","360610033001004","360610033001","10033001004","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","4"
"256","360610033001005","360610033001","10033001005","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"257","360610033001007","360610033001","10033001007","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","1000","3","6"
"258","360610033001009","360610033001","10033001009","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","1000","3","7"
"259","360610033002003","360610033002","10033002003","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"260","360610033002006","360610033002","10033002006","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","4"
"261","360610033002009","360610033002","10033002009","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","1000","3","8"
"262","360610033003008","360610033003","10033003008","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","5"
"263","360610033003010","360610033003","10033003010","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","5"
"264","360610033003014","360610033003","10033003014","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","4"
"265","360610033003019","360610033003","10033003019","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","3","3"
"266","360610033003020","360610033003","10033003020","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"267","360610033001000","360610033001","10033001000","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","3"
"268","360610033001008","360610033001","10033001008","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","5"
"269","360610033001010","360610033001","10033001010","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","1000","3","6"
"270","360610033002002","360610033002","10033002002","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"271","360610033002004","360610033002","10033002004","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","4"
"272","360610033002005","360610033002","10033002005","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"273","360610033002007","360610033002","10033002007","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"274","360610033002008","360610033002","10033002008","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","4"
"275","360610033002010","360610033002","10033002010","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"276","360610033002011","360610033002","10033002011","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","1000","4","5"
"277","360610033003000","360610033003","10033003000","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"278","360610033003001","360610033003","10033003001","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"279","360610033003002","360610033003","10033003002","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","5"
"280","360610033003004","360610033003","10033003004","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"281","360610033003005","360610033003","10033003005","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"282","360610033003006","360610033003","10033003006","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"283","360610033003007","360610033003","10033003007","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"284","360610033003009","360610033003","10033003009","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","3"
"285","360610033003011","360610033003","10033003011","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","4"
"286","360610033003012","360610033003","10033003012","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"287","360610033003013","360610033003","10033003013","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","4"
"288","360610033003015","360610033003","10033003015","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"289","360610033003016","360610033003","10033003016","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"290","360610033003017","360610033003","10033003017","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"291","360610033003018","360610033003","10033003018","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","1","2"
"292","360610033003022","360610033003","10033003022","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"293","360610033003023","360610033003","10033003023","1","MN24","SoHo-TriBeCa-Civic Center-Little Italy","Manhattan","3810","940","2","3"
"294","360610055022009","360610055022","10055022009","1","MN23","West Village","Manhattan","3810","940","2","3"
"295","360610055021000","360610055021","10055021000","1","MN23","West Village","Manhattan","3810","940","1","2"
"296","360610055021001","360610055021","10055021001","1","MN23","West Village","Manhattan","3810","940","2","5"
"297","360610055022001","360610055022","10055022001","1","MN23","West Village","Manhattan","3810","940","1","2"
"298","360610055022005","360610055022","10055022005","1","MN23","West Village","Manhattan","3810","940","2","5"
"299","360610055022006","360610055022","10055022006","1","MN23","West Village","Manhattan","3810","940","2","3"
"300","360610055021002","360610055021","10055021002","1","MN23","West Village","Manhattan","3810","940","2","4"
"301","360610055022000","360610055022","10055022000","1","MN23","West Village","Manhattan","3810","940","2","5"
"302","360610055022002","360610055022","10055022002","1","MN23","West Village","Manhattan","3810","940","2","3"
"303","360610055022003","360610055022","10055022003","1","MN23","West Village","Manhattan","3810","940","1","2"
"304","360610055022004","360610055022","10055022004","1","MN23","West Village","Manhattan","3810","940","2","5"
"305","360610055022007","360610055022","10055022007","1","MN23","West Village","Manhattan","3810","940","1","1"
"306","360610055022008","360610055022","10055022008","1","MN23","West Village","Manhattan","3810","940","2","2"
"307","360610055022010","360610055022","10055022010","1","MN23","West Village","Manhattan","3810","940","2","3"
"308","360610181003000","360610181003","10181003000","1","MN12","Upper West Side","Manhattan","3806","1000","4","5"
"309","360610181002000","360610181002","10181002000","1","MN12","Upper West Side","Manhattan","3806","1000","3","4"
"310","360610181001000","360610181001","10181001000","1","MN12","Upper West Side","Manhattan","3806","1000","3","4"
"311","360610181004000","360610181004","10181004000","1","MN12","Upper West Side","Manhattan","3806","1000","4","4"
"312","360610181005000","360610181005","10181005000","1","MN12","Upper West Side","Manhattan","3806","1000","4","4"
"313","360610181006000","360610181006","10181006000","1","MN12","Upper West Side","Manhattan","3806","1000","4","4"
"314","360610181006001","360610181006","10181006001","1","MN12","Upper West Side","Manhattan","3806","940","1","2"
"315","360610091001004","360610091001","10091001004","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","940","2","5"
"316","360610091001000","360610091001","10091001000","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","1000","3","10"
"317","360610091001003","360610091001","10091001003","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","1000","3","6"
"318","360610091002000","360610091002","10091002000","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","1000","3","7"
"319","360610091001001","360610091001","10091001001","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","940","2","5"
"320","360610091003000","360610091003","10091003000","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","940","2","6"
"321","360610091001002","360610091001","10091001002","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","1000","3","6"
"322","360610091002001","360610091002","10091002001","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","1000","3","3"
"323","360610091002002","360610091002","10091002002","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","940","2","3"
"324","360610091004000","360610091004","10091004000","1","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","Manhattan","3807","940","2","4"
"325","360050039001000","360050039001","20039001000","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","3"
"326","360050039001001","360050039001","20039001001","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","4"
"327","360050039002000","360050039002","20039002000","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","3"
"328","360050039002001","360050039002","20039002001","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","3"
"329","360050039003000","360050039003","20039003000","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","3"
"330","360050039003001","360050039003","20039003001","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","4"
"331","360050039003002","360050039003","20039003002","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","3"
"332","360050039004000","360050039004","20039004000","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","4"
"333","360050039005000","360050039005","20039005000","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","3"
"334","360050039005001","360050039005","20039005001","2","BX39","Mott Haven-Port Morris","Bronx","3710","940","2","4"
"335","360050042005002","360050042005","20042005002","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"336","360050042005000","360050042005","20042005000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"337","360050042001000","360050042001","20042001000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"338","360050042001001","360050042001","20042001001","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","3"
"339","360050042002000","360050042002","20042002000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"340","360050042002001","360050042002","20042002001","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"341","360050042003000","360050042003","20042003000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"342","360050042003003","360050042003","20042003003","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"343","360050042003004","360050042003","20042003004","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"344","360050042003005","360050042003","20042003005","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"345","360050042003006","360050042003","20042003006","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","1"
"346","360050042003007","360050042003","20042003007","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"347","360050042004000","360050042004","20042004000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"348","360050042004001","360050042004","20042004001","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"349","360050042005001","360050042005","20042005001","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"350","360050042005004","360050042005","20042005004","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"351","360050042006002","360050042006","20042006002","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"352","360050042006003","360050042006","20042006003","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"353","360050042007000","360050042007","20042007000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","2"
"354","360050042003001","360050042003","20042003001","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","0"
"355","360050042003002","360050042003","20042003002","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","0"
"356","360050042005003","360050042005","20042005003","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","1"
"357","360050042006000","360050042006","20042006000","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","500","1","0"
"358","360050042006001","360050042006","20042006001","2","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Bronx","3709","940","2","1"
"359","360050060001002","360050060001","20060001002","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"360","360050060001000","360050060001","20060001000","2","BX75","Crotona Park East","Bronx","3705","940","2","2"
"361","360050060001001","360050060001","20060001001","2","BX75","Crotona Park East","Bronx","3705","940","2","2"
"362","360050060001005","360050060001","20060001005","2","BX75","Crotona Park East","Bronx","3705","940","2","2"
"363","360050060001003","360050060001","20060001003","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"364","360050060001004","360050060001","20060001004","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"365","360050060001006","360050060001","20060001006","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"366","360050060001007","360050060001","20060001007","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"367","360050060001008","360050060001","20060001008","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"368","360050060001009","360050060001","20060001009","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"369","360050060001010","360050060001","20060001010","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"370","360050060001011","360050060001","20060001011","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"371","360050060001012","360050060001","20060001012","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"372","360050060001013","360050060001","20060001013","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"373","360050060001014","360050060001","20060001014","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"374","360050060001015","360050060001","20060001015","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"375","360050060001016","360050060001","20060001016","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"376","360050060001017","360050060001","20060001017","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"377","360050060001018","360050060001","20060001018","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"378","360050060001019","360050060001","20060001019","2","BX75","Crotona Park East","Bronx","3705","500","1","0"
"379","360050060001020","360050060001","20060001020","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"380","360050060001021","360050060001","20060001021","2","BX75","Crotona Park East","Bronx","3705","940","2","1"
"381","360050061003006","360050061003","20061003006","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"382","360050061003005","360050061003","20061003005","2","BX14","East Concourse-Concourse Village","Bronx","3708","500","1","1"
"383","360050061001000","360050061001","20061001000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","3"
"384","360050061002000","360050061002","20061002000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"385","360050061002001","360050061002","20061002001","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"386","360050061003000","360050061003","20061003000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","3"
"387","360050061003001","360050061003","20061003001","2","BX14","East Concourse-Concourse Village","Bronx","3708","500","1","1"
"388","360050061003002","360050061003","20061003002","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"389","360050061003003","360050061003","20061003003","2","BX14","East Concourse-Concourse Village","Bronx","3708","500","1","1"
"390","360050061003004","360050061003","20061003004","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"391","360050065001000","360050065001","20065001000","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","5"
"392","360050065004003","360050065004","20065004003","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","3"
"393","360050065001001","360050065001","20065001001","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","4"
"394","360050065001002","360050065001","20065001002","2","BX34","Melrose South-Mott Haven North","Bronx","3710","500","1","3"
"395","360050065001003","360050065001","20065001003","2","BX34","Melrose South-Mott Haven North","Bronx","3710","500","1","2"
"396","360050065001004","360050065001","20065001004","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","4"
"397","360050065001005","360050065001","20065001005","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","4"
"398","360050065002000","360050065002","20065002000","2","BX34","Melrose South-Mott Haven North","Bronx","3710","500","1","2"
"399","360050065002001","360050065002","20065002001","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","4"
"400","360050065002002","360050065002","20065002002","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","3"
"401","360050065002003","360050065002","20065002003","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","3"
"402","360050065002004","360050065002","20065002004","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","3"
"403","360050065003000","360050065003","20065003000","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","5"
"404","360050065004000","360050065004","20065004000","2","BX34","Melrose South-Mott Haven North","Bronx","3710","500","1","2"
"405","360050065004001","360050065004","20065004001","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","4"
"406","360050065004002","360050065004","20065004002","2","BX34","Melrose South-Mott Haven North","Bronx","3710","940","2","5"
"407","360050065004004","360050065004","20065004004","2","BX34","Melrose South-Mott Haven North","Bronx","3710","500","1","2"
"408","360050092003003","360050092003","20092003003","2","BX59","Westchester-Unionport","Bronx","3709","940","2","1"
"409","360050092004000","360050092004","20092004000","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"410","360050092001000","360050092001","20092001000","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"411","360050092001001","360050092001","20092001001","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"412","360050092001002","360050092001","20092001002","2","BX59","Westchester-Unionport","Bronx","3709","500","1","1"
"413","360050092002000","360050092002","20092002000","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"414","360050092002001","360050092002","20092002001","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"415","360050092003000","360050092003","20092003000","2","BX59","Westchester-Unionport","Bronx","3709","500","1","2"
"416","360050092003001","360050092003","20092003001","2","BX59","Westchester-Unionport","Bronx","3709","940","2","3"
"417","360050092003002","360050092003","20092003002","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"418","360050092004001","360050092004","20092004001","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"419","360050092005000","360050092005","20092005000","2","BX59","Westchester-Unionport","Bronx","3709","940","2","2"
"420","360050092001003","360050092001","20092001003","2","BX59","Westchester-Unionport","Bronx","3709","500","1","0"
"421","360050092001004","360050092001","20092001004","2","BX59","Westchester-Unionport","Bronx","3709","940","2","1"
"422","360050092001005","360050092001","20092001005","2","BX59","Westchester-Unionport","Bronx","3709","500","1","0"
"423","360050092001006","360050092001","20092001006","2","BX59","Westchester-Unionport","Bronx","3709","500","1","0"
"424","360050092003004","360050092003","20092003004","2","BX59","Westchester-Unionport","Bronx","3709","940","2","1"
"425","360050092003005","360050092003","20092003005","2","BX59","Westchester-Unionport","Bronx","3709","500","1","0"
"426","360050092003006","360050092003","20092003006","2","BX59","Westchester-Unionport","Bronx","3709","500","1","0"
"427","360050092005001","360050092005","20092005001","2","BX59","Westchester-Unionport","Bronx","3709","940","2","1"
"428","360050092005002","360050092005","20092005002","2","BX59","Westchester-Unionport","Bronx","3709","940","2","1"
"429","360050092005003","360050092005","20092005003","2","BX59","Westchester-Unionport","Bronx","3709","940","2","1"
"430","360050093002006","360050093002","20093002006","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"431","360050093001027","360050093001","20093001027","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"432","360050093004000","360050093004","20093004000","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"433","360050093006008","360050093006","20093006008","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"434","360050093006037","360050093006","20093006037","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"435","360050093000001","360050093000","20093000001","2","BX27","Hunts Point","Bronx","3710",,,
"436","360050093000002","360050093000","20093000002","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"437","360050093000003","360050093000","20093000003","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"438","360050093001000","360050093001","20093001000","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"439","360050093001001","360050093001","20093001001","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"440","360050093001002","360050093001","20093001002","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"441","360050093001003","360050093001","20093001003","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"442","360050093001004","360050093001","20093001004","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"443","360050093001005","360050093001","20093001005","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"444","360050093001006","360050093001","20093001006","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"445","360050093001007","360050093001","20093001007","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"446","360050093001008","360050093001","20093001008","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"447","360050093001009","360050093001","20093001009","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"448","360050093001010","360050093001","20093001010","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"449","360050093001011","360050093001","20093001011","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"450","360050093001012","360050093001","20093001012","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"451","360050093001013","360050093001","20093001013","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"452","360050093001014","360050093001","20093001014","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"453","360050093001015","360050093001","20093001015","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"454","360050093001016","360050093001","20093001016","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"455","360050093001017","360050093001","20093001017","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"456","360050093001018","360050093001","20093001018","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"457","360050093001019","360050093001","20093001019","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"458","360050093001020","360050093001","20093001020","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"459","360050093001021","360050093001","20093001021","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"460","360050093001022","360050093001","20093001022","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"461","360050093001023","360050093001","20093001023","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"462","360050093001024","360050093001","20093001024","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"463","360050093001025","360050093001","20093001025","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"464","360050093001026","360050093001","20093001026","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"465","360050093001028","360050093001","20093001028","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"466","360050093001029","360050093001","20093001029","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"467","360050093001030","360050093001","20093001030","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"468","360050093001031","360050093001","20093001031","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"469","360050093001032","360050093001","20093001032","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"470","360050093001033","360050093001","20093001033","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"471","360050093001034","360050093001","20093001034","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"472","360050093001035","360050093001","20093001035","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"473","360050093001036","360050093001","20093001036","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"474","360050093001037","360050093001","20093001037","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"475","360050093001038","360050093001","20093001038","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"476","360050093001039","360050093001","20093001039","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"477","360050093001040","360050093001","20093001040","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"478","360050093001041","360050093001","20093001041","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"479","360050093001042","360050093001","20093001042","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"480","360050093001043","360050093001","20093001043","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"481","360050093002000","360050093002","20093002000","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"482","360050093002001","360050093002","20093002001","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"483","360050093002002","360050093002","20093002002","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"484","360050093002003","360050093002","20093002003","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"485","360050093002004","360050093002","20093002004","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"486","360050093002005","360050093002","20093002005","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"487","360050093002007","360050093002","20093002007","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"488","360050093002008","360050093002","20093002008","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"489","360050093002009","360050093002","20093002009","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"490","360050093003000","360050093003","20093003000","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"491","360050093003001","360050093003","20093003001","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"492","360050093003002","360050093003","20093003002","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"493","360050093003003","360050093003","20093003003","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"494","360050093003004","360050093003","20093003004","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"495","360050093004001","360050093004","20093004001","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"496","360050093004002","360050093004","20093004002","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"497","360050093005000","360050093005","20093005000","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"498","360050093005001","360050093005","20093005001","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"499","360050093005002","360050093005","20093005002","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"500","360050093005003","360050093005","20093005003","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"501","360050093005004","360050093005","20093005004","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"502","360050093006000","360050093006","20093006000","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"503","360050093006001","360050093006","20093006001","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"504","360050093006002","360050093006","20093006002","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"505","360050093006003","360050093006","20093006003","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"506","360050093006004","360050093006","20093006004","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"507","360050093006005","360050093006","20093006005","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"508","360050093006006","360050093006","20093006006","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"509","360050093006007","360050093006","20093006007","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"510","360050093006009","360050093006","20093006009","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"511","360050093006010","360050093006","20093006010","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"512","360050093006011","360050093006","20093006011","2","BX27","Hunts Point","Bronx","3710","940","2","1"
